c38f0ba25673dd1b0e305e7d5c7632359f5690c858620d33df53dd8fd3b9a7d6,168d1f4371108b0228d118419630611d8cac129346d12315b52d9985a3d6ab38,9496ad7de84b0d39419f866fe50cc6901cf11e9b592e0328b851eb41443d6d80,e3270245878879859aa15eabb124de04c3226bdeab9a7dc6c77cb8972077b16a,45f78d6e81619cc63e7bbb535512df7bb212d245a2da19b56f50fb80d13943b4,0da889c4f02393254251ef1aca61970d6f6d5536db73241850f746dba2c62090,e24d0d0dfecb59f4d28be5d783fd28555fd6013097af66de159ef488213fc598,91e6cdfed394606b79134ae9fd663499ab217e2b56d9c05bcec89ff9aa8694f1,8850d7f770d42fed7a7a508ea409a11832506b9e6e82431400d748923b17c1c0,477eea0f4bcf35ee29704d1445d6a97aee752bfaf27e9039f72eeef1f71a086c,7330aabbbb58472f1f401d105164cde298fba369c1906c461b47293354168848,05f4db382a452b2c4a56b338029431e1240f532cbef2567d069bb7deb1f7808f,76c09ba8b8f8869b1eec87a1cb2abd60dc7bbd7a4a70719c241873609109c7b7,d10af51b954974f60f5ebbd6b7338b020de32f04b983fbae38bde0ccea8de1e3,ef16b3d454515e8435d78a9a6f0528b4c17b2270bbf7980d46282d03663cb62e,af0a0b9df40fb858badfbe836df8f2a65edb3988542c8fa0b498cceee893d6f2,9ec63d8de2ef0b9f2ad3dc6753ed9eb8e032ca11474c5a16504b61fe443a8c0d,0e6e7cf38a2a9f1e383f6cacb43774eeb777c8660ff048232399dba81ab6dc6f,dc2e230b3549c4d50a4d2158217120d31291a7d6dcbdcac917e8dcca5debaad8
"4915","0","158","229","100201","0","295","18","1495","6","0","0","4353","81","0","0","18","20","441"
"5560","0","158","229","100201","0","349","19","1590","6","0","0","4719","81","0","0","18","20","506"
"6145","0","158","229","100201","0","406","20","1685","6","0","0","5176","93","0","0","18","20","568"
"6765","0","158","229","100201","0","472","21","1685","6","0","0","5618","93","0","0","18","20","646"
"8080","0","158","229","100201","0","541","22","1685","6","0","0","6142","93","0","0","18","20","725"
"9855","0","158","229","100201","0","619","23","1685","6","0","0","6707","93","0","0","18","20","810"
"11380","0","158","229","100201","0","704","24","1685","6","0","0","7347","93","0","0","18","20","901"
"12675","0","158","229","100201","0","784","25","1685","6","0","0","8212","103","0","0","18","20","987"
"13965","0","158","229","100201","0","853","26","1685","6","0","0","9328","118","0","0","18","20","1062"
"15535","0","158","229","100201","0","920","27","1685","6","0","0","10563","128","0","0","18","20","1132"
"17300","0","158","229","100201","0","990","28","1685","6","0","0","11885","138","0","0","18","20","1203"
"19295","0","158","229","100201","0","1066","29","1685","6","0","0","13290","148","0","0","18","20","1279"
"21525","0","158","229","100201","0","1147","30","1685","6","0","0","14765","158","0","0","18","20","1360"
"23915","0","158","229","100201","0","1230","31","1685","6","0","0","16312","168","0","0","18","20","1443"
"26460","0","158","229","100201","0","1315","32","1685","6","0","0","17930","178","0","0","18","20","1528"
"29250","0","158","229","100201","0","1402","33","1685","6","0","0","19645","188","0","0","18","20","1615"
"32450","0","158","229","100201","0","1491","34","1685","6","0","0","21457","198","0","0","18","20","1704"
"36060","0","158","229","100201","0","1581","35","1685","6","0","0","23342","208","0","0","18","20","1794"
"40010","0","158","229","100201","0","1672","36","1685","6","0","0","25290","218","0","0","18","20","1885"
"44205","0","158","229","100201","0","1765","37","1685","6","0","0","27300","228","0","0","18","20","1978"
"48640","0","158","229","100201","0","1859","38","1685","6","0","0","29381","238","0","0","18","20","2072"
"95","22","0","0","100301","0","2","2","75","0","0","0","0","0","0","0","0","0","0"
"310","71","0","0","100301","0","6","3","125","0","0","0","0","0","0","0","0","0","2"
"685","176","0","10","100301","0","11","4","155","0","0","0","0","0","0","0","0","0","4"
"1435","289","5","20","100301","0","20","5","155","0","0","0","0","0","0","0","0","0","11"
"2300","499","5","35","100301","0","31","6","245","0","0","0","0","0","0","0","0","0","13"
"3270","746","5","35","100301","0","43","7","715","0","0","0","0","0","0","0","0","0","15"
"4025","1040","5","50","100301","0","57","8","715","0","0","0","0","0","0","3","0","0","23"
"4630","1353","5","65","100301","0","71","9","1115","0","0","20","0","0","0","7","0","9","31"
"4990","1729","30","65","100301","0","80","10","1115","5","0","50","0","0","0","12","0","18","40"
"5410","2147","40","65","100301","0","88","11","1115","7","0","88","0","0","13","17","0","18","49"
"6180","2581","40","65","100301","0","98","12","1115","7","0","130","0","0","29","17","0","21","56"
"6670","3026","40","98","100301","0","112","13","1115","7","0","163","0","0","42","17","0","24","66"
"7050","3571","40","131","100301","0","123","14","1115","7","0","214","0","0","42","17","0","24","76"
"7420","4098","40","131","100301","0","142","15","1115","7","0","280","0","0","42","17","0","24","91"
"7560","4716","40","143","100301","0","156","16","1115","7","0","370","0","0","45","17","0","24","99"
"7750","5390","40","143","100301","0","170","17","1115","7","0","467","0","0","48","17","0","24","105"
"8015","6136","40","143","100301","0","179","18","1115","7","0","591","0","0","48","17","0","24","114"
"8340","6947","40","143","100301","0","191","19","1115","7","0","730","0","0","48","17","0","24","126"
"8665","7816","40","143","100301","0","213","20","1115","7","0","849","0","0","48","17","0","24","138"
"8950","8795","40","143","100301","0","233","21","1115","7","0","980","0","0","48","17","0","24","149"
"9165","9978","40","143","100301","0","249","22","1115","7","0","1098","0","0","48","17","0","24","162"
"9510","11268","40","143","100301","0","273","23","1115","7","0","1169","0","0","48","17","0","24","181"
"10190","12629","40","143","100301","0","296","24","1115","7","0","1230","0","0","48","17","0","24","203"
"10710","14227","40","143","100301","0","310","25","1115","7","0","1293","0","0","48","17","0","24","222"
"11535","16038","40","143","100301","0","316","26","1115","7","0","1332","0","0","48","17","0","24","231"
"12780","17934","40","143","100301","0","321","27","1115","7","0","1356","0","0","48","17","0","24","238"
"14025","19958","40","143","100301","0","326","28","1115","7","0","1380","0","0","48","17","0","24","245"
"15210","22063","40","143","100301","0","341","29","1115","7","0","1405","0","0","48","17","0","24","260"
"16130","24192","40","143","100301","0","371","30","1115","7","0","1431","0","0","48","17","0","24","290"
"17315","26550","40","143","100301","0","386","31","1115","7","0","1457","0","0","48","17","0","24","305"
"18865","29128","40","143","100301","0","386","32","1115","7","0","1483","0","0","48","17","0","24","305"
"20515","31789","40","143","100301","0","386","33","1115","7","0","1508","0","0","48","17","0","24","305"
"22000","34482","40","143","100301","0","401","34","1115","7","0","1532","0","0","48","17","0","24","320"
"23485","37354","40","143","100301","0","416","35","1115","7","0","1556","0","0","48","17","0","24","335"
"24970","40325","40","143","100301","0","432","36","1115","7","0","1580","0","0","48","17","0","24","351"
"26290","43265","40","143","100301","0","464","37","1115","7","0","1604","0","0","48","17","0","24","383"
"27800","46437","40","143","100301","0","480","38","1115","7","0","1628","0","0","48","17","0","24","399"
"65","10","0","10","100401","0","2","2","100","1","0","0","0","0","0","0","0","0","0"
"185","58","0","25","100401","0","5","3","200","2","0","0","0","0","0","0","0","0","0"
"475","135","0","50","100401","0","10","4","360","4","0","0","0","0","0","0","0","0","4"
"985","243","0","80","100401","0","17","5","520","7","0","0","0","0","0","0","0","0","10"
"1515","429","0","95","100401","0","25","6","820","11","0","0","0","0","0","3","0","0","14"
"1835","674","0","120","100401","0","34","7","1425","15","0","0","0","0","0","6","0","0","20"
"2735","912","0","145","100401","0","48","8","1985","15","0","10","0","0","0","6","0","9","32"
"3480","1157","0","145","100401","0","67","9","1985","22","0","30","10","0","0","6","5","23","48"
"4330","1392","15","145","100401","0","87","10","1985","27","0","60","20","0","0","6","10","28","68"
"5030","1695","35","145","100401","0","105","11","1985","32","0","86","20","0","3","6","10","28","88"
"5430","2037","55","145","100401","0","126","12","2085","39","0","108","20","0","6","6","10","28","106"
"5630","2425","55","170","100401","0","155","13","2285","41","0","151","20","0","6","6","10","28","125"
"5830","2845","57","170","100401","0","189","14","2285","41","0","215","20","0","6","6","10","28","144"
"5830","3314","57","170","100401","0","212","15","2285","43","0","289","20","0","9","6","12","28","167"
"5830","3815","57","170","100401","0","232","16","2385","45","0","378","20","0","17","6","12","28","190"
"5930","4337","57","170","100401","0","263","17","2535","45","0","465","20","0","22","6","12","28","209"
"5990","4884","57","170","100401","0","291","18","2685","50","0","573","20","0","22","6","12","28","237"
"6085","5553","57","170","100401","0","323","19","2685","52","0","655","20","0","22","6","12","28","266"
"6185","6292","57","170","100401","0","368","20","2780","52","0","696","20","0","22","6","12","28","293"
"6430","7020","57","170","100401","0","419","21","2780","52","0","740","20","0","22","6","12","28","333"
"6660","7888","57","170","100401","0","468","22","2780","52","0","788","20","0","22","6","12","28","383"
"7065","8928","57","170","100401","0","519","23","2780","52","0","817","20","0","22","6","12","28","428"
"7385","10110","57","170","100401","0","566","24","2780","52","0","835","20","0","22","6","12","28","474"
"7705","11440","57","170","100401","0","611","25","2780","52","0","867","20","0","22","6","12","28","523"
"8000","12898","57","170","100401","0","656","26","2780","52","0","902","20","0","22","6","12","28","576"
"8455","14495","57","170","100401","0","697","27","2780","52","0","929","20","0","22","6","12","28","624"
"9000","16211","57","170","100401","0","740","28","2780","52","0","963","20","0","22","6","12","28","669"
"10655","17592","57","170","100401","0","822","29","2780","52","0","986","20","0","22","6","12","28","751"
"12805","18978","57","170","100401","0","913","30","2780","52","0","1000","20","0","22","6","12","28","842"
"15175","20529","57","170","100401","0","996","31","2780","52","0","1014","20","0","22","6","12","28","925"
"17965","22273","57","170","100401","0","1066","32","2780","52","0","1027","20","0","22","6","12","28","995"
"21205","24101","57","170","100401","0","1132","33","2780","52","0","1039","20","0","22","6","12","28","1061"
"24690","25905","57","170","100401","0","1214","34","2780","52","0","1051","20","0","22","6","12","28","1143"
"28585","27832","57","170","100401","0","1297","35","2780","52","0","1063","20","0","22","6","12","28","1226"
"32820","29820","57","170","100401","0","1381","36","2780","52","0","1075","20","0","22","6","12","28","1310"
"37135","31739","57","170","100401","0","1482","37","2780","52","0","1087","20","0","22","6","12","28","1411"
"41880","33853","57","170","100401","0","1568","38","2780","52","0","1099","20","0","22","6","12","28","1497"
"80","12","0","0","100501","0","4","2","125","0","0","0","0","0","0","0","0","0","0"
"350","49","0","0","100501","0","8","3","225","1","0","0","0","0","0","0","0","0","0"
"880","110","0","15","100501","0","17","4","275","1","0","0","0","0","0","0","0","0","3"
"1660","173","0","15","100501","0","28","5","275","7","0","0","0","0","0","0","0","0","11"
"2925","265","0","15","100501","0","48","6","275","7","0","0","0","0","0","3","0","0","19"
"3595","476","0","40","100501","0","66","7","275","7","0","0","0","0","0","6","0","0","29"
"4800","615","0","40","100501","0","87","8","575","7","0","0","0","0","0","10","0","0","49"
"5635","788","15","40","100501","0","104","9","1025","12","0","0","10","0","0","14","0","5","72"
"6415","1027","15","65","100501","0","125","10","1325","12","0","0","20","0","5","17","0","10","94"
"7295","1305","25","65","100501","0","148","11","1625","12","0","30","20","0","10","20","0","10","112"
"8135","1564","35","65","100501","0","178","12","1875","12","0","80","20","0","10","20","0","12","136"
"8655","1861","37","65","100501","0","214","13","2095","12","0","126","20","0","10","20","0","17","160"
"9045","2191","39","71","100501","0","249","14","2215","12","0","162","20","0","10","20","2","17","189"
"9235","2575","39","77","100501","0","280","15","2315","14","0","202","20","0","10","20","4","17","219"
"9365","2930","39","89","100501","0","319","16","2415","14","0","236","20","0","10","20","4","17","260"
"9655","3244","39","89","100501","0","357","17","2415","17","0","280","20","0","14","20","4","17","312"
"9935","3595","39","89","100501","0","394","18","2415","20","0","352","20","0","18","20","4","17","371"
"10305","4029","39","89","100501","0","443","19","2510","20","0","409","20","0","18","20","4","17","428"
"10590","4501","39","89","100501","0","498","20","2605","25","0","436","20","0","18","20","4","17","489"
"10800","5022","39","89","100501","0","554","21","2605","30","0","488","20","0","18","20","4","17","559"
"11290","5725","39","89","100501","0","612","22","2605","30","0","587","20","0","18","20","4","17","622"
"11605","6562","39","89","100501","0","681","23","2605","30","0","681","20","0","18","20","4","17","685"
"11925","7465","39","89","100501","0","754","24","2605","30","0","746","20","0","18","20","4","17","756"
"12540","8484","39","89","100501","0","825","25","2605","30","0","813","20","0","18","20","4","17","831"
"13290","9621","39","89","100501","0","896","26","2605","30","0","864","20","0","18","20","4","17","910"
"14290","10886","39","89","100501","0","964","27","2605","30","0","892","20","0","18","20","4","17","985"
"17330","11991","39","89","100501","0","1041","28","2605","30","0","911","20","0","18","20","4","17","1064"
"22690","12893","39","89","100501","0","1130","29","2605","30","0","921","20","0","18","20","4","17","1153"
"28565","13832","39","89","100501","0","1224","30","2605","30","0","931","20","0","18","20","4","17","1247"
"34730","14808","39","89","100501","0","1322","31","2605","30","0","941","20","0","18","20","4","17","1345"
"41265","15821","39","89","100501","0","1423","32","2605","30","0","951","20","0","18","20","4","17","1446"
"48415","16891","39","89","100501","0","1526","33","2605","30","0","961","20","0","18","20","4","17","1549"
"56345","18018","39","89","100501","0","1631","34","2605","30","0","971","20","0","18","20","4","17","1654"
"64985","19183","39","89","100501","0","1737","35","2605","30","0","981","20","0","18","20","4","17","1760"
"74185","20385","39","89","100501","0","1844","36","2605","30","0","991","20","0","18","20","4","17","1867"
"83850","21624","39","89","100501","0","1953","37","2605","30","0","1001","20","0","18","20","4","17","1976"
"94005","22900","39","89","100501","0","2063","38","2605","30","0","1011","20","0","18","20","4","17","2086"
"55","0","0","0","100601","0","1","2","75","0","0","0","23","0","0","0","0","0","2"
"150","0","0","0","100601","0","2","3","150","0","0","0","78","0","0","0","0","0","7"
"325","0","10","5","100601","0","5","4","200","0","0","0","169","0","0","0","0","0","16"
"625","0","10","15","100601","0","7","5","200","0","0","0","322","0","0","0","0","0","32"
"1155","0","25","15","100601","0","15","6","200","0","0","0","495","0","0","0","0","0","51"
"1515","26","30","50","100601","0","22","7","200","0","0","0","724","0","0","0","0","0","69"
"2115","26","60","85","100601","0","29","8","200","0","0","0","960","0","0","0","0","4","93"
"2650","26","95","85","100601","0","40","9","200","0","0","0","1224","0","0","0","5","9","120"
"3240","26","105","85","100601","0","50","10","420","0","0","0","1549","13","0","0","10","14","143"
"3840","26","119","101","100601","0","66","11","640","0","0","0","1880","28","0","0","10","14","167"
"4200","26","135","111","100601","0","79","12","760","0","0","0","2215","43","0","0","17","17","192"
"4640","26","135","121","100601","0","102","13","980","0","0","0","2582","69","0","0","19","17","217"
"4760","26","137","133","100601","0","130","14","1220","0","0","0","2954","93","0","0","19","17","250"
"4990","26","146","133","100601","0","157","15","1220","0","0","0","3356","109","0","0","21","17","282"
"5140","26","152","133","100601","0","183","16","1320","0","0","0","3805","129","0","0","21","17","316"
"5260","26","153","158","100601","0","216","17","1320","0","0","0","4258","144","0","0","21","17","353"
"5665","26","153","173","100601","0","248","18","1320","3","0","0","4708","169","0","0","21","17","397"
"6310","26","153","173","100601","0","287","19","1320","3","0","0","5206","193","0","0","21","17","447"
"6860","26","153","173","100601","0","327","20","1415","3","0","0","5797","240","0","0","21","17","493"
"7370","26","153","173","100601","0","370","21","1515","3","0","0","6452","288","0","0","21","17","543"
"8370","26","153","173","100601","0","420","22","1515","3","0","0","7171","318","0","0","21","17","603"
"10145","26","153","173","100601","0","474","23","1515","3","0","0","7937","318","0","0","21","17","672"
"11670","26","153","173","100601","0","533","24","1515","3","0","0","8818","333","0","0","21","17","738"
"12670","26","153","173","100601","0","587","25","1515","3","0","0","9964","355","0","0","21","17","798"
"13505","26","153","173","100601","0","630","26","1515","3","0","0","11385","377","0","0","21","17","847"
"14530","26","153","173","100601","0","670","27","1515","3","0","0","12944","394","0","0","21","17","890"
"15675","26","153","173","100601","0","712","28","1515","3","0","0","14609","411","0","0","21","17","933"
"16895","26","153","173","100601","0","758","29","1515","3","0","0","16394","429","0","0","21","17","979"
"18270","26","153","173","100601","0","808","30","1515","3","0","0","18267","447","0","0","21","17","1029"
"19725","26","153","173","100601","0","859","31","1515","3","0","0","20231","465","0","0","21","17","1080"
"21260","26","153","173","100601","0","911","32","1515","3","0","0","22285","483","0","0","21","17","1132"
"22870","26","153","173","100601","0","965","33","1515","3","0","0","24455","500","0","0","21","17","1186"
"24650","26","153","173","100601","0","1020","34","1515","3","0","0","26760","517","0","0","21","17","1241"
"26670","26","153","173","100601","0","1076","35","1515","3","0","0","29157","534","0","0","21","17","1297"
"28860","26","153","173","100601","0","1133","36","1515","3","0","0","31636","551","0","0","21","17","1354"
"31220","26","153","173","100601","0","1191","37","1515","3","0","0","34195","568","0","0","21","17","1412"
"33655","26","153","173","100601","0","1250","38","1515","3","0","0","36844","585","0","0","21","17","1471"
"80","6","0","0","100701","0","3","2","100","2","0","0","0","0","0","0","0","0","0"
"200","46","0","0","100701","0","10","3","200","3","0","0","0","0","0","0","0","0","0"
"550","94","0","0","100701","0","20","4","360","7","0","0","0","0","0","0","0","0","5"
"1060","190","0","0","100701","0","35","5","520","10","0","0","0","0","0","0","0","0","11"
"1740","323","0","0","100701","0","53","6","890","14","0","0","0","0","0","0","0","0","19"
"2330","480","0","0","100701","0","76","7","1260","18","0","0","0","0","0","0","0","0","34"
"3510","593","0","0","100701","0","97","8","1585","28","0","0","0","0","0","0","0","0","50"
"4255","790","0","0","100701","0","124","9","1585","35","0","5","10","0","0","0","0","5","70"
"5065","1035","0","0","100701","0","152","10","1585","36","0","20","20","0","0","0","0","13","90"
"5765","1296","20","0","100701","0","177","11","1585","41","0","40","20","0","0","0","0","16","110"
"6265","1558","40","0","100701","0","205","12","1685","48","0","50","20","0","10","0","0","16","132"
"6785","1786","42","0","100701","0","245","13","1785","52","0","50","20","0","20","0","0","16","165"
"7005","2066","44","0","100701","0","285","14","1785","54","0","60","20","0","20","2","2","16","204"
"7005","2455","44","0","100701","0","317","15","1885","56","0","70","20","0","20","4","4","16","239"
"7205","2857","44","0","100701","0","357","16","1985","56","0","82","20","0","25","4","4","16","269"
"7715","3253","44","0","100701","0","401","17","2135","59","0","82","20","0","30","4","4","16","296"
"8025","3721","44","0","100701","0","439","18","2285","64","0","94","20","0","30","4","4","16","334"
"8025","4301","44","0","100701","0","484","19","2380","66","0","116","20","0","30","4","4","16","375"
"8060","4938","44","0","100701","0","536","20","2475","66","0","136","20","0","30","4","4","16","419"
"8205","5511","44","0","100701","0","590","21","2475","71","0","148","20","0","30","4","4","16","486"
"8695","6189","44","0","100701","0","656","22","2475","71","0","188","20","0","30","4","4","16","552"
"9010","6953","44","0","100701","0","742","23","2475","71","0","188","20","0","30","4","4","16","622"
"9330","7793","44","0","100701","0","830","24","2475","71","0","188","20","0","30","4","4","16","697"
"9945","8782","44","0","100701","0","912","25","2475","71","0","205","20","0","30","4","4","16","772"
"10695","9897","44","0","100701","0","990","26","2475","71","0","231","20","0","30","4","4","16","851"
"11695","11147","44","0","100701","0","1062","27","2475","71","0","249","20","0","30","4","4","16","926"
"14735","12226","44","0","100701","0","1143","28","2475","71","0","258","20","0","30","4","4","16","1007"
"18005","13384","44","0","100701","0","1230","29","2475","71","0","267","20","0","30","4","4","16","1094"
"21790","14579","44","0","100701","0","1322","30","2475","71","0","276","20","0","30","4","4","16","1186"
"27955","15520","44","0","100701","0","1424","31","2475","71","0","276","20","0","30","4","4","16","1288"
"34490","16499","44","0","100701","0","1529","32","2475","71","0","276","20","0","30","4","4","16","1393"
"41640","17534","44","0","100701","0","1636","33","2475","71","0","276","20","0","30","4","4","16","1500"
"49570","18625","44","0","100701","0","1745","34","2475","71","0","276","20","0","30","4","4","16","1609"
"58210","19754","44","0","100701","0","1855","35","2475","71","0","276","20","0","30","4","4","16","1719"
"67410","20920","44","0","100701","0","1966","36","2475","71","0","276","20","0","30","4","4","16","1830"
"77075","22123","44","0","100701","0","2079","37","2475","71","0","276","20","0","30","4","4","16","1943"
"87230","23364","44","0","100701","0","2193","38","2475","71","0","276","20","0","30","4","4","16","2057"
"55","0","0","0","100801","0","1","2","75","0","0","0","23","0","0","0","0","0","2"
"150","0","0","0","100801","0","2","3","150","0","0","0","78","0","0","0","0","0","7"
"325","0","10","5","100801","0","5","4","200","0","0","0","169","0","0","0","0","0","16"
"625","0","10","15","100801","0","7","5","200","0","0","0","322","0","0","0","0","0","32"
"1155","0","25","15","100801","0","15","6","200","0","0","0","495","0","0","0","0","0","51"
"1515","26","30","50","100801","0","22","7","200","0","0","0","724","0","0","0","0","0","69"
"1680","52","75","50","100801","0","29","8","200","0","0","0","1003","0","0","0","0","4","91"
"2215","52","110","50","100801","0","40","9","200","0","0","0","1267","0","0","0","5","9","118"
"2755","52","115","85","100801","0","52","10","300","0","0","0","1566","16","0","0","10","14","140"
"3175","52","129","101","100801","0","57","11","840","0","0","0","1937","34","0","0","10","14","166"
"3335","52","135","127","100801","0","64","12","960","0","0","0","2352","59","0","0","17","17","185"
"3575","52","135","137","100801","0","77","13","1080","0","0","0","2797","93","0","0","22","17","204"
"3775","52","135","149","100801","0","93","14","1320","0","0","0","3253","127","0","0","22","17","229"
"4005","52","144","149","100801","0","110","15","1440","0","0","0","3747","157","0","0","22","17","251"
"4185","52","150","149","100801","0","126","16","1440","0","0","0","4294","193","0","0","22","17","273"
"4255","52","151","174","100801","0","145","17","1440","0","0","0","4848","228","0","0","22","17","301"
"4600","52","151","199","100801","0","168","18","1440","0","0","0","5401","268","0","0","22","17","334"
"5245","52","151","199","100801","0","194","19","1440","0","0","0","6004","317","0","0","22","17","371"
"5795","52","151","199","100801","0","219","20","1440","0","0","0","6727","388","0","0","22","17","402"
"6270","52","151","199","100801","0","251","21","1540","0","0","0","7443","459","0","0","22","17","447"
"7160","52","151","199","100801","0","284","22","1640","0","0","0","8302","525","0","0","22","17","490"
"8620","52","151","199","100801","0","319","23","1640","0","0","0","9263","555","0","0","22","17","540"
