d9b8878448091eda82154a4386bd75168a2760ca091d9581f1d5fba8df5a4f81,c163c41ea824b6ab0096653b63747e6cd3888671121f9d332d4a6b6c05901b7f,3507e8cfc9ff78abbf153e1e0b956c10ff0963449999957ad29fbcf3c1fe0802,b5df8dd0bcfe95e722a5bc443501b1c43f6e44bb4c9d6225a752aeaddfc0c9fa,e0fc2fb899ded1d7acd2f6dd09dfa62c61172005410c95b953566a172ea551d7,8d84884e137b4fa8c06c7786d9b605f10629ceff085f09cbbe75e74cd674356f,3d913af2abd77e3257abdd097dd3b89f7b3fb49ec7e40bf017cb02aec42f71a1,27e36bbd4bfd135310e716ef96575d34f162d160d79484700482b2dcb79814d7
"物理攻撃ダウン90秒","8680000000000","100521","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1005","1","100521"
"物理攻撃ダウン90秒","7560000000000","100522","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1005","1","100522"
"物理防御ダウン90秒","6720000000000","100523","バトル開始から90秒間、敵の物理防御力がダウン","36000","1005","1","100523"
"魔法防御ダウン90秒","5880000000000","100524","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1005","1","100524"
"物理攻撃ダウン90秒","5040000000000","100525","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1005","1","100525"
"ＴＰ150アップ","3920000000000","100526","バトル開始時、味方のＴＰが150アップ","36000","1005","1","100526"
"無敵10秒","3080000000000","100527","バトル開始から10秒間、味方が無敵状態になる","36000","1005","1","100527"
"物理攻撃ダウン90秒","2240000000000","100528","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1005","1","100528"
"物理防御ダウン90秒","1120000000000","100529","バトル開始から90秒間、敵の物理防御力がダウン","36000","1005","1","100529"
"魔法防御ダウン90秒","280000000000","100530","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1005","1","100530"
"魔法攻撃アップ90秒","43650000000000","100601","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1006","1","100601"
"物理攻撃アップ90秒","41850000000000","100602","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1006","1","100602"
"物理防御ダウン90秒","40500000000000","100603","バトル開始から90秒間、敵の物理防御力がダウン","36000","1006","1","100603"
"魔法防御ダウン90秒","39150000000000","100604","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1006","1","100604"
"魔法攻撃アップ90秒","37800000000000","100605","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1006","1","100605"
"物理攻撃アップ90秒","36000000000000","100606","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1006","1","100606"
"毎秒ＨＰ回復90秒","34650000000000","100607","バトル開始から90秒間、味方のＨＰが毎秒回復","36000","1006","1","100607"
"物理攻撃アップ90秒","33300000000000","100608","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1006","1","100608"
"物理攻撃アップ90秒","31500000000000","100609","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1006","1","100609"
"魔法防御ダウン90秒","30150000000000","100610","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1006","1","100610"
"魔法攻撃アップ90秒","28800000000000","100611","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1006","1","100611"
"物理攻撃アップ90秒","27000000000000","100612","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1006","1","100612"
"物理防御ダウン90秒","25650000000000","100613","バトル開始から90秒間、敵の物理防御力がダウン","36000","1006","1","100613"
"魔法防御ダウン90秒","24300000000000","100614","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1006","1","100614"
"魔法攻撃アップ90秒","22950000000000","100615","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1006","1","100615"
"物理攻撃アップ90秒","21150000000000","100616","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1006","1","100616"
"毎秒ＨＰ回復90秒","19800000000000","100617","バトル開始から90秒間、味方のＨＰが毎秒回復","36000","1006","1","100617"
"物理攻撃アップ90秒","18450000000000","100618","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1006","1","100618"
"物理攻撃アップ90秒","16650000000000","100619","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1006","1","100619"
"魔法防御ダウン90秒","15300000000000","100620","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1006","1","100620"
"物理防御ダウン90秒","13950000000000","100621","バトル開始から90秒間、敵の物理防御力がダウン","36000","1006","1","100621"
"魔法攻撃アップ90秒","12150000000000","100622","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1006","1","100622"
"物理攻撃アップ90秒","10800000000000","100623","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1006","1","100623"
"毎秒ＨＰ回復90秒","9450000000000","100624","バトル開始から90秒間、味方のＨＰが毎秒回復","36000","1006","1","100624"
"魔法防御ダウン90秒","8100000000000","100625","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1006","1","100625"
"ＴＰ150アップ","6300000000000","100626","バトル開始時、味方のＴＰが150アップ","36000","1006","1","100626"
"無敵10秒","4950000000000","100627","バトル開始から10秒間、味方が無敵状態になる","36000","1006","1","100627"
"魔法攻撃アップ90秒","3600000000000","100628","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1006","1","100628"
"物理攻撃アップ90秒","1800000000000","100629","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1006","1","100629"
"魔法防御ダウン90秒","450000000000","100630","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1006","1","100630"
"毎秒ＴＰアップ90秒","27160000000000","100701","バトル開始から90秒間、味方のＴＰが毎秒アップ","36000","1007","1","100701"
"ＴＰ50アップ","26040000000000","100702","バトル開始時、味方のＴＰが50アップ","36000","1007","1","100702"
"火傷ダメージ10秒","25200000000000","100703","バトル開始から10秒間、敵が火傷状態になる","36000","1007","1","100703"
"物理防御ダウン90秒","24360000000000","100704","バトル開始から90秒間、敵の物理防御力がダウン","36000","1007","1","100704"
"物理防御ダウン90秒","23520000000000","100705","バトル開始から90秒間、敵の物理防御力がダウン","36000","1007","1","100705"
"物理攻撃アップ90秒","22400000000000","100706","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1007","1","100706"
"魔法攻撃アップ90秒","21560000000000","100707","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1007","1","100707"
"火傷ダメージ10秒","20720000000000","100708","バトル開始から10秒間、敵が火傷状態になる","36000","1007","1","100708"
"物理防御ダウン90秒","19600000000000","100709","バトル開始から90秒間、敵の物理防御力がダウン","36000","1007","1","100709"
"物理攻撃アップ90秒","18760000000000","100710","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1007","1","100710"
"毎秒ＴＰアップ90秒","17920000000000","100711","バトル開始から90秒間、味方のＴＰが毎秒アップ","36000","1007","1","100711"
"火傷ダメージ10秒","16800000000000","100712","バトル開始から10秒間、敵が火傷状態になる","36000","1007","1","100712"
"物理防御ダウン90秒","15960000000000","100713","バトル開始から90秒間、敵の物理防御力がダウン","36000","1007","1","100713"
"魔法防御ダウン90秒","15120000000000","100714","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1007","1","100714"
"魔法攻撃アップ90秒","14280000000000","100715","バトル開始から90秒間、味方の魔法攻撃力がアップ","36000","1007","1","100715"
"物理攻撃アップ90秒","13160000000000","100716","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1007","1","100716"
"ＴＰ100アップ","12320000000000","100717","バトル開始時、味方のＴＰが100アップ","36000","1007","1","100717"
"物理防御ダウン90秒","11480000000000","100718","バトル開始から90秒間、敵の物理防御力がダウン","36000","1007","1","100718"
"魔法防御ダウン90秒","10360000000000","100719","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1007","1","100719"
"物理攻撃アップ90秒","9520000000000","100720","バトル開始から90秒間、味方の物理攻撃力がアップ","36000","1007","1","100720"
"毎秒ＴＰアップ90秒","8680000000000","100721","バトル開始から90秒間、味方のＴＰが毎秒アップ","36000","1007","1","100721"
"ＴＰ150アップ","7560000000000","100722","バトル開始時、味方のＴＰが150アップ","36000","1007","1","100722"
"火傷ダメージ10秒","6720000000000","100723","バトル開始から10秒間、敵が火傷状態になる","36000","1007","1","100723"
"物理防御ダウン90秒","5880000000000","100724","バトル開始から90秒間、敵の物理防御力がダウン","36000","1007","1","100724"
"魔法防御ダウン90秒","5040000000000","100725","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1007","1","100725"
"ＴＰ150アップ","3920000000000","100726","バトル開始時、味方のＴＰが150アップ","36000","1007","1","100726"
"無敵10秒","3080000000000","100727","バトル開始から10秒間、味方が無敵状態になる","36000","1007","1","100727"
"火傷ダメージ10秒","2240000000000","100728","バトル開始から10秒間、敵が火傷状態になる","36000","1007","1","100728"
"物理防御ダウン90秒","1120000000000","100729","バトル開始から90秒間、敵の物理防御力がダウン","36000","1007","1","100729"
"魔法防御ダウン90秒","280000000000","100730","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1007","1","100730"
"毒ダメージ10秒","43650000000000","100801","バトル開始から10秒間、敵が毒状態になる","36000","1008","1","100801"
"物理攻撃ダウン90秒","41850000000000","100802","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1008","1","100802"
"物理攻撃ダウン90秒","40500000000000","100803","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1008","1","100803"
"物理防御ダウン90秒","39150000000000","100804","バトル開始から90秒間、敵の物理防御力がダウン","36000","1008","1","100804"
"物理防御ダウン90秒","37800000000000","100805","バトル開始から90秒間、敵の物理防御力がダウン","36000","1008","1","100805"
"物理攻撃ダウン90秒","36000000000000","100806","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1008","1","100806"
"物理攻撃ダウン90秒","34650000000000","100807","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1008","1","100807"
"物理防御ダウン90秒","33300000000000","100808","バトル開始から90秒間、敵の物理防御力がダウン","36000","1008","1","100808"
"物理防御ダウン90秒","31500000000000","100809","バトル開始から90秒間、敵の物理防御力がダウン","36000","1008","1","100809"
"魔法攻撃ダウン90秒","30150000000000","100810","バトル開始から90秒間、敵の魔法攻撃力がダウン","36000","1008","1","100810"
"毒ダメージ10秒","28800000000000","100811","バトル開始から10秒間、敵が毒状態になる","36000","1008","1","100811"
"物理攻撃ダウン90秒","27000000000000","100812","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1008","1","100812"
"物理攻撃ダウン90秒","25650000000000","100813","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1008","1","100813"
"物理防御ダウン90秒","24300000000000","100814","バトル開始から90秒間、敵の物理防御力がダウン","36000","1008","1","100814"
"魔法防御ダウン90秒","22950000000000","100815","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1008","1","100815"
"物理攻撃ダウン90秒","21150000000000","100816","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1008","1","100816"
"物理攻撃ダウン90秒","19800000000000","100817","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1008","1","100817"
"物理防御ダウン90秒","18450000000000","100818","バトル開始から90秒間、敵の物理防御力がダウン","36000","1008","1","100818"
"魔法防御ダウン90秒","16650000000000","100819","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1008","1","100819"
"物理攻撃ダウン90秒","15300000000000","100820","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1008","1","100820"
"毒ダメージ10秒","13950000000000","100821","バトル開始から10秒間、敵が毒状態になる","36000","1008","1","100821"
"物理攻撃ダウン90秒","12150000000000","100822","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1008","1","100822"
"物理攻撃ダウン90秒","10800000000000","100823","バトル開始から90秒間、敵の物理攻撃力がダウン","36000","1008","1","100823"
"物理防御ダウン90秒","9450000000000","100824","バトル開始から90秒間、敵の物理防御力がダウン","36000","1008","1","100824"
"物理防御ダウン90秒","8100000000000","100825","バトル開始から90秒間、敵の物理防御力がダウン","36000","1008","1","100825"
"ＴＰ150アップ","6300000000000","100826","バトル開始時、味方のＴＰが150アップ","36000","1008","1","100826"
"無敵10秒","4950000000000","100827","バトル開始から10秒間、味方が無敵状態になる","36000","1008","1","100827"
"物理防御ダウン90秒","3600000000000","100828","バトル開始から90秒間、敵の物理防御力がダウン","36000","1008","1","100828"
"魔法防御ダウン90秒","1800000000000","100829","バトル開始から90秒間、敵の魔法防御力がダウン","36000","1008","1","100829"
"毒ダメージ10秒","450000000000","100830","バトル開始から10秒間、敵が毒状態になる","36000","1008","1","100830"
