165457fa17de1cfa941c454ba7ad220e3896f5f221ded51ca9ee193c64584cab,47bc4f160538255f2de9894bc8b67d9f34eb124948abb3247b51e78032973de4,9ea8d10eaef4ea08cfe74c6b7a93c1f1e7d1ab5295f0828b7d3f204719aa38a0,7650ab8a11e92468e9043b966bd394a7dd2aa767cb9a2cd89bffdfe09a726926,f4cc52cd44b30f341bea81e518d793b6340a83ec5560f3e2dc19a1fbcbbb45f7,7c769fbeeebc81cd3ae3487d85013c0cfe2e4f9e5cb166be1888449ff5654430
"143","30","91002","99001076","8","0"
"144","1","11001077","99001077","15","1003"
"145","30","91002","99001077","8","0"
"146","1","11001078","99001078","15","1001"
"147","30","91002","99001078","8","0"
"148","1","11001079","99001079","15","1001"
"149","30","91002","99001079","8","0"
"150","1","11001080","99001080","15","1002"
"151","30","91002","99001080","8","0"
"152","1","11001081","99001081","15","1003"
"153","30","91002","99001081","8","0"
"154","1","11001082","99001082","15","1001"
"155","30","91002","99001082","8","0"
"156","1","11001083","99001083","15","1001"
"157","30","91002","99001083","8","0"
"158","1","11001084","99001084","15","1002"
"159","30","91002","99001084","8","0"
"160","1","11001085","99001085","15","1003"
"161","30","91002","99001085","8","0"
"162","0","11001086","99001086","15","1001"
"163","0","11001087","99001087","15","1002"
"164","0","11001088","99001088","15","1002"
"165","0","11001089","99001089","15","1002"
"166","0","11001090","99001090","15","1003"
"167","1","11001091","99001091","15","1001"
"168","30","91002","99001091","8","0"
"169","1","11001092","99001092","15","1001"
"170","30","91002","99001092","8","0"
"171","1","11001093","99001093","15","1002"
"172","30","91002","99001093","8","0"
"173","1","11001094","99001094","15","1003"
"174","30","91002","99001094","8","0"
"175","1","11001095","99001095","15","1001"
"176","30","91002","99001095","8","0"
"177","1","11001096","99001096","15","1001"
"178","30","91002","99001096","8","0"
"179","1","11001097","99001097","15","1002"
"180","30","91002","99001097","8","0"
"181","1","11001098","99001098","15","1003"
"182","30","91002","99001098","8","0"
"183","1","11001099","99001099","15","1001"
"184","30","91002","99001099","8","0"
"185","1","11001100","99001100","15","1001"
"186","30","91002","99001100","8","0"
"187","1","11001101","99001101","15","1002"
"188","30","91002","99001101","8","0"
"189","1","11001102","99001102","15","1003"
"190","30","91002","99001102","8","0"
"191","1","11001103","99001103","15","1001"
"192","30","91002","99001103","8","0"
"193","1","11001104","99001104","15","1001"
"194","30","91002","99001104","8","0"
"195","1","11001105","99001105","15","1002"
"196","30","91002","99001105","8","0"
"197","1","11001106","99001106","15","1003"
"198","30","91002","99001106","8","0"
"199","1","11001107","99001107","15","1001"
"200","30","91002","99001107","8","0"
"201","1","11001108","99001108","15","1001"
"202","30","91002","99001108","8","0"
"203","1","11001109","99001109","15","1002"
"204","30","91002","99001109","8","0"
"205","1","11001110","99001110","15","1003"
"206","30","91002","99001110","8","0"
"207","1","11001111","99001111","15","1001"
"208","30","91002","99001111","8","0"
"209","1","11001112","99001112","15","1001"
"210","30","91002","99001112","8","0"
"211","1","11001113","99001113","15","1002"
"212","30","91002","99001113","8","0"
"213","1","11001114","99001114","15","1003"
"214","30","91002","99001114","8","0"
"215","1","11001115","99001115","15","1001"
"216","30","91002","99001115","8","0"
"217","1","11001116","99001116","15","1001"
"218","30","91002","99001116","8","0"
"219","1","11001117","99001117","15","1002"
"220","30","91002","99001117","8","0"
"221","1","11001118","99001118","15","1003"
"222","30","91002","99001118","8","0"
"223","1","11001119","99001119","15","1001"
"224","30","91002","99001119","8","0"
"225","1","11001120","99001120","15","1001"
"226","30","91002","99001120","8","0"
"227","1","11001121","99001121","15","1002"
"228","30","91002","99001121","8","0"
"229","1","11001122","99001122","15","1003"
"230","30","91002","99001122","8","0"
"231","1","11001123","99001123","15","1001"
"232","30","91002","99001123","8","0"
"233","1","11001124","99001124","15","1001"
"234","30","91002","99001124","8","0"
"235","1","11001125","99001125","15","1002"
"236","30","91002","99001125","8","0"
"237","1","11001126","99001126","15","1003"
"238","30","91002","99001126","8","0"
"239","1","11001127","99001127","15","1001"
"240","30","91002","99001127","8","0"
"241","1","11001128","99001128","15","1001"
"242","30","91002","99001128","8","0"
"243","1","11001129","99001129","15","1002"
"244","30","91002","99001129","8","0"
"245","1","11001130","99001130","15","1003"
"246","30","91002","99001130","8","0"
"247","1","11001131","99001131","15","1003"
"248","1","11001132","99001132","15","1001"
"249","30","91002","99001132","8","0"
"250","1","11001133","99001133","15","1001"
"251","30","91002","99001133","8","0"
"252","1","11001134","99001134","15","1002"
"253","30","91002","99001134","8","0"
"254","1","11001135","99001135","15","1003"
"255","30","91002","99001135","8","0"
"256","1","11001136","99001136","15","1001"
"257","30","91002","99001136","8","0"
"258","1","11001137","99001137","15","1001"
"259","30","91002","99001137","8","0"
"260","1","11001138","99001138","15","1002"
"261","30","91002","99001138","8","0"
"262","1","11001139","99001139","15","1003"
"263","30","91002","99001139","8","0"
"264","1","11001140","99001140","15","1003"
"265","1","11001142","99001142","15","1001"
"266","30","91002","99001142","8","0"
"267","1","11001143","99001143","15","1001"
"268","30","91002","99001143","8","0"
"269","1","11001144","99001144","15","1002"
"270","30","91002","99001144","8","0"
"271","1","11001145","99001145","15","1003"
"272","30","91002","99001145","8","0"
"273","0","11001146","99001146","15","1001"
"274","0","11001147","99001147","15","1002"
"275","1","11001148","99001148","15","1001"
"276","30","91002","99001148","8","0"
"277","1","11001149","99001149","15","1001"
"278","30","91002","99001149","8","0"
"279","1","11001150","99001150","15","1002"
"280","30","91002","99001150","8","0"
"281","1","11001151","99001151","15","1003"
"282","30","91002","99001151","8","0"
"283","1","11001152","99001152","15","1001"
"284","30","91002","99001152","8","0"
"285","1","11001153","99001153","15","1001"
"286","30","91002","99001153","8","0"
"287","1","11001154","99001154","15","1002"
"288","30","91002","99001154","8","0"
"289","1","11001155","99001155","15","1003"
"290","30","91002","99001155","8","0"
"291","1","11001156","99001156","15","1001"
"292","30","91002","99001156","8","0"
"293","1","11001157","99001157","15","1001"
"294","30","91002","99001157","8","0"
"295","1","11001158","99001158","15","1002"
"296","30","91002","99001158","8","0"
"297","1","11001159","99001159","15","1003"
"298","30","91002","99001159","8","0"
"299","1","11001160","99001160","15","1001"
"300","30","91002","99001160","8","0"
"301","1","11001161","99001161","15","1001"
"302","30","91002","99001161","8","0"
"303","1","11001162","99001162","15","1002"
"304","30","91002","99001162","8","0"
"305","1","11001163","99001163","15","1003"
"306","30","91002","99001163","8","0"
"307","1","11001164","99001164","15","1002"
"308","1","11001165","99001165","15","1003"
"309","1","11001166","99001166","15","1001"
"310","30","91002","99001166","8","0"
"311","1","11001167","99001167","15","1001"
"312","30","91002","99001167","8","0"
"313","1","11001168","99001168","15","1002"
"314","30","91002","99001168","8","0"
"315","1","11001169","99001169","15","1003"
"316","30","91002","99001169","8","0"
"317","1","11001170","99001170","15","1001"
"318","30","91002","99001170","8","0"
"319","1","11001171","99001171","15","1001"
"320","30","91002","99001171","8","0"
"321","1","11001172","99001172","15","1002"
"322","30","91002","99001172","8","0"
"323","1","11001173","99001173","15","1003"
"324","30","91002","99001173","8","0"
"325","1","11001174","99001174","15","1001"
"326","30","91002","99001174","8","0"
"327","1","11001175","99001175","15","1001"
"328","30","91002","99001175","8","0"
"329","1","11001176","99001176","15","1002"
"330","30","91002","99001176","8","0"
"331","1","11001177","99001177","15","1003"
"332","30","91002","99001177","8","0"
"333","1","11001178","99001178","15","1001"
"334","30","91002","99001178","8","0"
"335","1","11001179","99001179","15","1001"
"336","30","91002","99001179","8","0"
"337","1","11001180","99001180","15","1002"
"338","30","91002","99001180","8","0"
"339","1","11001181","99001181","15","1003"
"340","30","91002","99001181","8","0"
"341","1","11001182","99001182","15","1001"
"342","30","91002","99001182","8","0"
"343","1","11001183","99001183","15","1001"
"344","30","91002","99001183","8","0"
"345","1","11001184","99001184","15","1002"
"346","30","91002","99001184","8","0"
"347","1","11001185","99001185","15","1003"
"348","30","91002","99001185","8","0"
"349","1","11001186","99001186","15","1001"
"350","30","91002","99001186","8","0"
"351","1","11001187","99001187","15","1001"
"352","30","91002","99001187","8","0"
"353","1","11001188","99001188","15","1002"
"354","30","91002","99001188","8","0"
"355","1","11001189","99001189","15","1003"
"356","30","91002","99001189","8","0"
"357","1","11001190","99001190","15","1001"
"358","30","91002","99001190","8","0"
"359","1","11001191","99001191","15","1001"
"360","30","91002","99001191","8","0"
"361","1","11001192","99001192","15","1002"
"362","30","91002","99001192","8","0"
"363","1","11001193","99001193","15","1003"
"364","30","91002","99001193","8","0"
"365","1","11001194","99001194","15","1001"
"366","30","91002","99001194","8","0"
"367","1","11001195","99001195","15","1001"
"368","30","91002","99001195","8","0"
"369","1","11001196","99001196","15","1002"
"370","30","91002","99001196","8","0"
"371","1","11001197","99001197","15","1003"
"372","30","91002","99001197","8","0"
"373","1","11001198","99001198","15","1002"
"374","1","11001199","99001199","15","1003"
"375","1","11001200","99001200","15","1001"
"376","30","91002","99001200","8","0"
"377","1","11001201","99001201","15","1001"
"378","30","91002","99001201","8","0"
"379","1","11001202","99001202","15","1002"
"380","30","91002","99001202","8","0"
"381","1","11001203","99001203","15","1003"
"382","30","91002","99001203","8","0"
"383","1","11001204","99001204","15","1003"
"384","1","11001205","99001205","15","1001"
"385","30","91002","99001205","8","0"
"386","1","11001206","99001206","15","1001"
"387","30","91002","99001206","8","0"
"388","1","11001207","99001207","15","1002"
"389","30","91002","99001207","8","0"
"390","1","11001208","99001208","15","1003"
"391","30","91002","99001208","8","0"
"392","1","11001209","99001209","15","1001"
"393","30","91002","99001209","8","0"
"394","1","11001210","99001210","15","1001"
"395","30","91002","99001210","8","0"
"396","1","11001211","99001211","15","1002"
"397","30","91002","99001211","8","0"
"398","1","11001212","99001212","15","1003"
"399","30","91002","99001212","8","0"
"400","1","11001213","99001213","15","1001"
"401","30","91002","99001213","8","0"
"402","1","11001214","99001214","15","1001"
"403","30","91002","99001214","8","0"
"404","1","11001215","99001215","15","1002"
"405","30","91002","99001215","8","0"
"406","1","11001216","99001216","15","1003"
"407","30","91002","99001216","8","0"
"408","1","11001217","99001217","15","1001"
"409","30","91002","99001217","8","0"
"410","1","11001218","99001218","15","1001"
"411","30","91002","99001218","8","0"
"412","1","11001219","99001219","15","1002"
"413","30","91002","99001219","8","0"
"414","1","11001220","99001220","15","1003"
"415","30","91002","99001220","8","0"
"416","1","11001221","99001221","15","1001"
"417","30","91002","99001221","8","0"
"418","1","11001222","99001222","15","1001"
"419","30","91002","99001222","8","0"
"420","1","11001223","99001223","15","1002"
"421","30","91002","99001223","8","0"
"422","1","11001224","99001224","15","1003"
"423","30","91002","99001224","8","0"
"424","1","11001225","99001225","15","1001"
"425","30","91002","99001225","8","0"
"426","1","11001226","99001226","15","1001"
"427","30","91002","99001226","8","0"
"428","1","11001227","99001227","15","1002"
"429","30","91002","99001227","8","0"
"430","1","11001228","99001228","15","1003"
"431","30","91002","99001228","8","0"
"432","1","11001229","99001229","15","1001"
"433","30","91002","99001229","8","0"
"434","1","11001230","99001230","15","1001"
"435","30","91002","99001230","8","0"
"436","1","11001231","99001231","15","1002"
"437","30","91002","99001231","8","0"
"438","1","11001232","99001232","15","1003"
"439","30","91002","99001232","8","0"
"440","1","11001233","99001233","15","1001"
"441","30","91002","99001233","8","0"
"442","1","11001234","99001234","15","1001"
"443","30","91002","99001234","8","0"
"444","1","11001235","99001235","15","1002"
"445","30","91002","99001235","8","0"
"446","1","11001236","99001236","15","1003"
"447","30","91002","99001236","8","0"
"448","1","11001237","99001237","15","1001"
"449","30","91002","99001237","8","0"
"450","1","11001238","99001238","15","1001"
"451","30","91002","99001238","8","0"
"452","1","11001239","99001239","15","1002"
"453","30","91002","99001239","8","0"
"454","1","11001240","99001240","15","1003"
"455","30","91002","99001240","8","0"
"456","1","11001241","99001241","15","1001"
"457","30","91002","99001241","8","0"
"458","1","11001242","99001242","15","1001"
"459","30","91002","99001242","8","0"
"460","1","11001243","99001243","15","1002"
"461","30","91002","99001243","8","0"
"462","1","11001244","99001244","15","1003"
"463","30","91002","99001244","8","0"
"464","1","11001245","99001245","15","1001"
"465","30","91002","99001245","8","0"
"466","1","11001246","99001246","15","1001"
"467","30","91002","99001246","8","0"
"468","1","11001247","99001247","15","1002"
"469","30","91002","99001247","8","0"
"470","1","11001248","99001248","15","1003"
"471","30","91002","99001248","8","0"
"472","1","11001249","99001249","15","1003"
"473","1","11001250","99001250","15","1001"
"474","30","91002","99001250","8","0"
"475","1","11001251","99001251","15","1001"
"476","30","91002","99001251","8","0"
"477","1","11001252","99001252","15","1002"
"478","30","91002","99001252","8","0"
"479","1","11001253","99001253","15","1003"
"480","30","91002","99001253","8","0"
"481","1","11001254","99001254","15","1001"
"482","30","91002","99001254","8","0"
"483","1","11001255","99001255","15","1001"
"484","30","91002","99001255","8","0"
"485","1","11001256","99001256","15","1002"
"486","30","91002","99001256","8","0"
"487","1","11001257","99001257","15","1003"
"488","30","91002","99001257","8","0"
"489","1","11001258","99001258","15","1001"
"490","30","91002","99001258","8","0"
"491","1","11001259","99001259","15","1001"
"492","30","91002","99001259","8","0"
"493","1","11001260","99001260","15","1002"
"494","30","91002","99001260","8","0"
"495","1","11001261","99001261","15","1003"
"496","30","91002","99001261","8","0"
"497","1","11001262","99001262","15","1001"
"498","1","11001263","99001263","15","1001"
"499","1","11001264","99001264","15","1001"
"500","1","11001265","99001265","15","1002"
"501","1","11001266","99001266","15","1003"
"502","1","11001267","99001267","15","1001"
"503","30","91002","99001267","8","0"
"504","1","11001268","99001268","15","1001"
"505","30","91002","99001268","8","0"
"506","1","11001269","99001269","15","1002"
"507","30","91002","99001269","8","0"
"508","1","11001270","99001270","15","1003"
"509","30","91002","99001270","8","0"
"510","1","11001271","99001271","15","1003"
"511","1","11001272","99001272","15","1001"
"512","30","91002","99001272","8","0"
"513","1","11001273","99001273","15","1001"
"514","30","91002","99001273","8","0"
"515","1","11001274","99001274","15","1002"
"516","30","91002","99001274","8","0"
"517","1","11001275","99001275","15","1003"
"518","30","91002","99001275","8","0"
"519","1","11001276","99001276","15","1003"
"520","1","11001277","99001277","15","1001"
"521","30","91002","99001277","8","0"
"522","1","11001278","99001278","15","1001"
"523","30","91002","99001278","8","0"
"524","1","11001279","99001279","15","1002"
"525","30","91002","99001279","8","0"
"526","1","11001280","99001280","15","1003"
"527","30","91002","99001280","8","0"
"528","1","11001281","99001281","15","1001"
"529","30","91002","99001281","8","0"
"530","1","11001282","99001282","15","1001"
"531","30","91002","99001282","8","0"
"532","1","11001283","99001283","15","1002"
"533","30","91002","99001283","8","0"
"534","1","11001284","99001284","15","1003"
"535","30","91002","99001284","8","0"
"536","1","11001285","99001285","15","1003"
"537","1","11001286","99001286","15","1001"
"538","30","91002","99001286","8","0"
"539","1","11001287","99001287","15","1001"
"540","30","91002","99001287","8","0"
"541","1","11001288","99001288","15","1002"
"542","30","91002","99001288","8","0"
"543","1","11001289","99001289","15","1003"
"544","30","91002","99001289","8","0"
"545","1","11001290","99001290","15","1001"
"546","30","91002","99001290","8","0"
"547","1","11001291","99001291","15","1001"
"548","30","91002","99001291","8","0"
"549","1","11001292","99001292","15","1002"
"550","30","91002","99001292","8","0"
"551","1","11001293","99001293","15","1003"
"552","30","91002","99001293","8","0"
"553","1","11001294","99001294","15","1001"
"554","30","91002","99001294","8","0"
"555","1","11001295","99001295","15","1001"
"556","30","91002","99001295","8","0"
"557","1","11001296","99001296","15","1002"
"558","30","91002","99001296","8","0"
"559","1","11001297","99001297","15","1003"
"560","30","91002","99001297","8","0"
"561","1","11001298","99001298","15","1001"
"562","30","91002","99001298","8","0"
"563","1","11001299","99001299","15","1001"
"564","30","91002","99001299","8","0"
"565","1","11001300","99001300","15","1002"
"566","30","91002","99001300","8","0"
"567","1","11001301","99001301","15","1003"
"568","30","91002","99001301","8","0"
"569","1","11001302","99001302","15","1003"
"570","1","11001303","99001303","15","1003"
"571","1","11001304","99001304","15","1003"
"572","1","11001305","99001305","15","1001"
"573","30","91002","99001305","8","0"
"574","1","11001306","99001306","15","1001"
"575","30","91002","99001306","8","0"
"576","1","11001307","99001307","15","1002"
"577","30","91002","99001307","8","0"
"578","1","11001308","99001308","15","1003"
"579","30","91002","99001308","8","0"
"580","1","11001309","99001309","15","1001"
"581","30","91002","99001309","8","0"
"582","1","11001310","99001310","15","1001"
"583","30","91002","99001310","8","0"
"584","1","11001311","99001311","15","1002"
"585","30","91002","99001311","8","0"
"586","1","11001312","99001312","15","1003"
"587","30","91002","99001312","8","0"
"588","1","11001313","99001313","15","1003"
"589","1","11001314","99001314","15","1001"
"590","30","91002","99001314","8","0"
"591","1","11001315","99001315","15","1001"
"592","30","91002","99001315","8","0"
"593","1","11001316","99001316","15","1002"
"594","30","91002","99001316","8","0"
"595","1","11001317","99001317","15","1003"
"596","30","91002","99001317","8","0"
"597","1","11001318","99001318","15","1003"
"598","1","11001319","99001319","15","1001"
"599","30","91002","99001319","8","0"
"600","1","11001320","99001320","15","1001"
"601","30","91002","99001320","8","0"
"602","1","11001321","99001321","15","1002"
"603","30","91002","99001321","8","0"
"604","1","11001322","99001322","15","1003"
"605","30","91002","99001322","8","0"
"606","1","11001323","99001323","15","1003"
"607","1","11001324","99001324","15","1001"
"608","30","91002","99001324","8","0"
"609","1","11001325","99001325","15","1001"
"610","30","91002","99001325","8","0"
"611","1","11001326","99001326","15","1002"
"612","30","91002","99001326","8","0"
"613","1","11001327","99001327","15","1003"
"614","30","91002","99001327","8","0"
"615","1","11001328","99001328","15","1003"
"616","1","11001329","99001329","15","1001"
"617","30","91002","99001329","8","0"
"618","1","11001330","99001330","15","1001"
"619","30","91002","99001330","8","0"
"620","1","11001331","99001331","15","1002"
"621","30","91002","99001331","8","0"
"622","1","11001332","99001332","15","1003"
"623","30","91002","99001332","8","0"
"624","1","11001333","99001333","15","1001"
"625","30","91002","99001333","8","0"
"626","1","11001334","99001334","15","1001"
"627","30","91002","99001334","8","0"
"628","1","11001335","99001335","15","1002"
"629","30","91002","99001335","8","0"
"630","1","11001336","99001336","15","1003"
"631","30","91002","99001336","8","0"
"632","1","11001337","99001337","15","1002"
"633","1","11001338","99001338","15","1002"
"634","1","11001339","99001339","15","1003"
"635","1","11001340","99001340","15","1001"
"636","30","91002","99001340","8","0"
"637","1","11001341","99001341","15","1001"
"638","30","91002","99001341","8","0"
"639","1","11001342","99001342","15","1002"
"640","30","91002","99001342","8","0"
"641","1","11001343","99001343","15","1003"
"642","30","91002","99001343","8","0"
"643","1","19901001","99900001","15","1003"
"644","1","19901002","99900002","15","1003"
"645","1","19901003","99900003","15","1003"
"646","1","11001344","99001344","15","1001"
"647","30","91002","99001344","8","0"
"648","1","11001345","99001345","15","1001"
"649","30","91002","99001345","8","0"
"650","1","11001346","99001346","15","1002"
"651","30","91002","99001346","8","0"
"652","1","11001347","99001347","15","1003"
"653","30","91002","99001347","8","0"
