6094c0a7f6f9b121814b4ef87fa86a31a79aa9089be2b3b26370f1275cfebaa6,230fb5be1aba653566a872be28b982c5b9ad02e11a045caac55fdda61bbce012,f1ce5466d9d1ec0428a68d2d3e23d48714af45616c0979514e886063a8b244e1,f2328e8661073e437e1a38875b4ec338f41f089e6999d19b7e9e2ba4fb31ac49,5b43810b38e13f39b2c2e95ff997ee953ce9976f812df887dd358b87e40790f7,43be03be3df5073cb78b8f157990fcbca963f1a97460e65662329b3213c594c0,a3c23fc6c50c32d5c09c3891c6ad8303a5872a30b7c5c210d0b1f0a918c1f149,a67ea37b5b47d2248532106b3ba3777c02cdbb3e387042830f51633961829223,f47c9a95098c0fcb8fee86076e94c2faf446ecfad96c4dc4775da94685831772,5f974e27f96500043a5b59478230097cbf36ac95005c729914dc62da2bd77ffd,2a9a2090b47c705208f81a3c75083c767ff2d78aa47f300d11bfaa6e2a84a29f,c55616b18f2bd5f98cf9ed723cb4373309fb1522b3ab99255c0f538addaa6337
"0","3","12","0","32","0","0","3","4","0","0","1120032"
"vo_nyx","0","12","0","33","0","0","0","2","vo_nyx_0106","0","1120033"
"0","0","12","296","34","0.506","7","0","1","0","360","1120034"
"0","1.175","12","0","35","0","0","1","4","0","0","1120035"
"0","3","12","0","36","0","0","3","4","0","0","1120036"
"vo_nyx","0","12","0","37","0","0","0","2","vo_nyx_0107","0","1120037"
"0","0","12","0","38","1.439","8","0","1","0","159","1120038"
"0","1.439","12","0","39","0","0","1","4","0","0","1120039"
"0","0","12","159","40","1.462","8","0","1","0","315","1120040"
"0","2.178","12","0","41","0","0","1","4","0","0","1120041"
"vo_nyx","0","12","0","42","0","0","0","2","vo_nyx_0108","0","1120042"
"0","0","12","0","43","3.765","9","0","1","0","400","1120043"
"0","4.495","12","0","44","0","0","1","4","0","0","1120044"
"vo_nyx","0","12","0","45","0","0","0","2","vo_nyx_0109","0","1120045"
"0","0","12","0","46","1.137","10","0","1","0","132","1120046"
"0","1.484","12","0","47","0","0","1","4","0","0","1120047"
"0","0","12","132","48","2.686","10","0","1","0","395","1120048"
"0","2.686","12","0","49","0","0","1","4","0","0","1120049"
"0","0","12","0","50","0.736","11","0","1","0","85","1120050"
"0","1.06","12","0","51","0","0","1","4","0","0","1120051"
"vo_nyx","0","12","0","52","0","0","0","2","vo_nyx_0110","0","1120052"
"0","0","12","85","53","0.353","11","0","1","0","133","1120053"
"0","1.137","12","0","54","0","0","1","4","0","0","1120054"
"vo_nyx","0","12","0","55","0","0","0","2","vo_nyx_0111","0","1120055"
"0","0","12","0","56","2.51","12","0","1","0","333","1120056"
"0","3.164","12","0","57","0","0","1","4","0","0","1120057"
"vo_nyx","0","12","0","58","0","0","0","2","vo_nyx_0112","0","1120058"
"0","0","12","0","59","1.532","13","0","1","0","145","1120059"
"0","1.62","12","0","60","0","0","1","4","0","0","1120060"
"0","0","12","145","61","1.367","13","0","1","0","336","1120061"
"0","2.245","12","0","62","0","0","1","4","0","0","1120062"
"vo_nyx","0","12","0","63","0","0","0","2","vo_nyx_0113","0","1120063"
"0","0","12","0","64","1.116","14","0","1","0","85","1120064"
"0","1.735","12","0","65","0","0","1","4","0","0","1120065"
"0","0","12","85","66","1.048","14","0","1","0","185","1120066"
"0","2.848","12","0","67","0","0","1","4","0","0","1120067"
"0","1","13","0","1","0","0","3","4","0","0","1130001"
"vo_nyx","0","13","0","2","0","0","0","2","vo_nyx_0201","0","1130002"
"0","0","13","0","3","0.382","1","0","1","0","40","1130003"
"0","0.672","13","0","4","0","0","1","4","0","0","1130004"
"0","0","13","40","5","0.65","1","0","1","0","82","1130005"
"0","1.115","13","0","6","0","0","1","4","0","0","1130006"
"0","0","13","82","7","2.158","1","0","1","0","286","1130007"
"0","2.541","13","0","8","0","0","1","4","0","0","1130008"
"0","0","13","286","9","0.914","1","0","1","0","365","1130009"
"0","0.914","13","0","10","0","0","1","4","0","0","1130010"
"0","0","13","0","11","1.72","2","0","1","0","220","1130011"
"0","1.5","13","0","12","0","0","1","4","0","0","1130012"
"0","2","13","0","13","0","0","3","4","0","0","1130013"
"0","1.726","13","0","14","0","0","1","4","0","0","1130014"
"vo_nyx","0","13","0","15","0","0","0","2","vo_nyx_0202","0","1130015"
"0","0","13","0","16","2.838","3","0","1","0","335","1130016"
"0","3.334","13","0","17","0","0","1","4","0","0","1130017"
"0","0","13","0","18","2.491","4","0","1","0","300","1130018"
"0","3.427","13","0","19","0","0","1","4","0","0","1130019"
"0","3","13","0","20","0","0","3","4","0","0","1130020"
"vo_nyx","0","13","0","21","0","0","0","2","vo_nyx_0203","0","1130021"
"0","0","13","0","22","0.475","5","0","1","0","47","1130022"
"0","0.872","13","0","23","0","0","1","4","0","0","1130023"
"0","0","13","47","24","1.001","5","0","1","0","119","1130024"
"0","1.492","13","0","25","0","0","1","4","0","0","1130025"
"0","0","13","119","26","1.73","5","0","1","0","310","1130026"
"0","2.045","13","0","27","0","0","1","4","0","0","1130027"
"0","0","13","310","28","0.87","5","0","1","0","395","1130028"
"0","1.949","13","0","29","0","0","1","4","0","0","1130029"
"vo_nyx","0","13","0","30","0","0","0","2","vo_nyx_0204","0","1130030"
"0","0","13","0","31","1.885","6","0","1","0","174","1130031"
"0","2.37","13","0","32","0","0","1","4","0","0","1130032"
"0","0","13","174","33","0.939","6","0","1","0","293","1130033"
"0","1.12","13","0","34","0","0","1","4","0","0","1130034"
"0","0","13","293","35","0.5","6","0","1","0","388","1130035"
"0","1.435","13","0","36","0","0","1","4","0","0","1130036"
"vo_nyx","0","13","0","37","0","0","0","2","vo_nyx_0205","0","1130037"
"0","0","13","0","38","0.58","7","0","1","0","34","1130038"
"0","0.976","13","0","39","0","0","1","4","0","0","1130039"
"0","0","13","34","40","1.425","7","0","1","0","176","1130040"
"0","1.683","13","0","41","0","0","1","4","0","0","1130041"
"0","0","13","176","42","0.85","7","0","1","0","275","1130042"
"0","1.9","13","0","43","0","0","1","4","0","0","1130043"
"0","4","13","0","44","0","0","3","4","0","0","1130044"
"vo_nyx","0","13","0","45","0","0","0","2","vo_nyx_0206","0","1130045"
"0","0","13","275","46","0.43","7","0","1","0","327","1130046"
"0","1.105","13","0","47","0","0","1","4","0","0","1130047"
"0","0","13","327","48","0.759","7","0","1","0","396","1130048"
"0","0.759","13","0","49","0","0","1","4","0","0","1130049"
"0","0","13","0","50","1.136","8","0","1","0","112","1130050"
"0","1.533","13","0","51","0","0","1","4","0","0","1130051"
"0","0","13","112","52","1.347","8","0","1","0","248","1130052"
"0","1.518","13","0","53","0","0","1","4","0","0","1130053"
"0","0","13","248","54","0.981","8","0","1","0","360","1130054"
"0","1.862","13","0","55","0","0","1","4","0","0","1130055"
"0","5","13","0","56","0","0","3","4","0","0","1130056"
"vo_nyx","0","13","0","57","0","0","0","2","vo_nyx_0207","0","1130057"
"0","0","13","0","58","0.44","9","0","1","0","51","1130058"
"0","0.9","13","0","59","0","0","1","4","0","0","1130059"
"0","0","13","51","60","1.404","9","0","1","0","205","1130060"
"0","1.74","13","0","61","0","0","1","4","0","0","1130061"
"0","0","13","205","62","0.986","9","0","1","0","325","1130062"
"0","1.187","13","0","63","0","0","1","4","0","0","1130063"
"0","0","13","325","64","0.437","9","0","1","0","377","1130064"
"0","0.437","13","0","65","0","0","1","4","0","0","1130065"
"0","0","13","0","66","0.7","10","0","1","0","84","1130066"
"0","1.317","13","0","67","0","0","1","4","0","0","1130067"
"0","0","13","84","68","2.659","10","0","1","0","376","1130068"
"0","2.717","13","0","69","0","0","1","4","0","0","1130069"
"0","0","13","0","70","1.834","11","0","1","0","190","1130070"
"0","3.084","13","0","71","0","0","1","4","0","0","1130071"
"vo_nyx","0","13","0","72","0","0","0","2","vo_nyx_0208","0","1130072"
"0","0","13","0","73","1.574","12","0","1","0","122","1130073"
"0","2.083","13","0","74","0","0","1","4","0","0","1130074"
"0","0","13","122","75","1.236","12","0","1","0","252","1130075"
"0","1.443","13","0","76","0","0","1","4","0","0","1130076"
"0","0","13","252","77","0.869","12","0","1","0","345","1130077"
"0","1.288","13","0","78","0","0","1","4","0","0","1130078"
"0","0","13","0","79","0.48","13","0","1","0","58","1130079"
"0","0.81","13","0","80","0","0","1","4","0","0","1130080"
"0","0","13","58","81","0.789","13","0","1","0","160","1130081"
"0","1.627","13","0","82","0","0","1","4","0","0","1130082"
"vo_nyx","0","13","0","83","0","0","0","2","vo_nyx_0209","0","1130083"
"0","0","13","160","84","0.707","13","0","1","0","250","1130084"
"0","2.507","13","0","85","0","0","1","4","0","0","1130085"
"0","1","14","0","1","0","0","3","4","0","0","1140001"
"vo_nyx","0","14","0","2","0","0","0","2","vo_nyx_0301","0","1140002"
"0","0","14","0","3","1.075","1","0","1","0","97","1140003"
"0","1.692","14","0","4","0","0","1","4","0","0","1140004"
"0","0","14","97","5","2.843","1","0","1","0","360","1140005"
"0","4","14","0","6","0","0","1","4","0","0","1140006"
"vo_nyx","0","14","0","7","0","0","0","2","vo_nyx_0302","0","1140007"
"0","0","14","0","8","1.567","2","0","1","0","135","1140008"
"0","1.964","14","0","9","0","0","1","4","0","0","1140009"
"0","0","14","135","10","0.78","2","0","1","0","230","1140010"
"0","2.076","14","0","11","0","0","1","4","0","0","1140011"
"vo_nyx","0","14","0","12","0","0","0","2","vo_nyx_0303","0","1140012"
"0","0","14","0","13","1.037","3","0","1","0","74","1140013"
"0","1.629","14","0","14","0","0","1","4","0","0","1140014"
"0","0","14","74","15","2.027","3","0","1","0","270","1140015"
"0","3.568","14","0","16","0","0","1","4","0","0","1140016"
"0","2","14","0","17","0","0","3","4","0","0","1140017"
"vo_nyx","0","14","0","18","0","0","0","2","vo_nyx_0304","0","1140018"
"0","0","14","270","19","1.38","3","0","1","0","380","1140019"
"0","1.419","14","0","20","0","0","1","4","0","0","1140020"
"0","0","14","0","21","0.491","4","0","1","0","58","1140021"
"0","0.545","14","0","22","0","0","1","4","0","0","1140022"
"0","0","14","58","23","2.409","4","0","1","0","316","1140023"
"0","3.711","14","0","24","0","0","1","4","0","0","1140024"
"vo_nyx","0","14","0","25","0","0","0","2","vo_nyx_0305","0","1140025"
"0","0","14","0","26","0.892","5","0","1","0","65","1140026"
"0","1.458","14","0","27","0","0","1","4","0","0","1140027"
"0","0","14","65","28","2.495","5","0","1","0","293","1140028"
"0","3.134","14","0","29","0","0","1","4","0","0","1140029"
"0","0","14","0","30","0.599","6","0","1","0","66","1140030"
"0","0.599","14","0","31","0","0","1","4","0","0","1140031"
"0","0","14","66","32","1.855","6","0","1","0","245","1140032"
"0","3.373","14","0","33","0","0","1","4","0","0","1140033"
"vo_nyx","0","14","0","34","0","0","0","2","vo_nyx_0306","0","1140034"
"0","0","14","0","35","1.629","7","0","1","0","175","1140035"
"0","3.34","14","0","36","0","0","1","4","0","0","1140036"
"vo_nyx","0","14","0","37","0","0","0","2","vo_nyx_0307","0","1140037"
"0","0","14","0","38","1.079","8","0","1","0","89","1140038"
"0","1.6","14","0","39","0","0","1","4","0","0","1140039"
"0","0","14","89","40","2.353","8","0","1","0","325","1140040"
"0","3.511","14","0","41","0","0","1","4","0","0","1140041"
"vo_nyx","0","14","0","42","0","0","0","2","vo_nyx_0308","0","1140042"
"0","0","14","325","43","0.511","8","0","1","0","400","1140043"
"0","0.511","14","0","44","0","0","1","4","0","0","1140044"
"0","0","14","0","45","1.154","9","0","1","0","75","1140045"
"0","1.511","14","0","46","0","0","1","4","0","0","1140046"
"0","0","14","75","47","3.186","9","0","1","0","405","1140047"
"0","4.034","14","0","48","0","0","1","4","0","0","1140048"
"vo_nyx","0","14","0","49","0","0","0","2","vo_nyx_0309","0","1140049"
"0","0","14","0","50","3.486","10","0","1","0","342","1140050"
"0","4.563","14","0","51","0","0","1","4","0","0","1140051"
"vo_nyx","0","14","0","52","0","0","0","2","vo_nyx_0310","0","1140052"
"0","0","14","0","53","0.815","11","0","1","0","105","1140053"
"0","2.384","14","0","54","0","0","1","4","0","0","1140054"
"vo_nyx","0","14","0","55","0","0","0","2","vo_nyx_0311","0","1140055"
"0","0","14","0","56","1.726","12","0","1","0","139","1140056"
"0","2.212","14","0","57","0","0","1","4","0","0","1140057"
"0","0","14","139","58","2.239","12","0","1","0","348","1140058"
"0","2.898","14","0","59","0","0","1","4","0","0","1140059"
"0","0","14","348","60","0.691","12","0","1","0","398","1140060"
"0","3","14","0","61","0","0","3","4","0","0","1140061"
"0","0.691","14","0","62","0","0","1","4","0","0","1140062"
"0","0","14","0","63","0.499","13","0","1","0","55","1140063"
"0","1.799","14","0","64","0","0","1","4","0","0","1140064"
"0","4","14","0","65","0","0","3","4","0","0","1140065"
"vo_nyx","0","14","0","66","0","0","0","2","vo_nyx_0312","0","1140066"
"0","0","14","55","67","0.674","13","0","1","0","128","1140067"
"0","1.251","14","0","68","0","0","1","4","0","0","1140068"
"0","0","14","128","69","0.959","13","0","1","0","201","1140069"
"0","1.676","14","0","70","0","0","1","4","0","0","1140070"
"0","0","14","201","71","1.894","13","0","1","0","365","1140071"
"0","1.894","14","0","72","0","0","1","4","0","0","1140072"
"0","0","14","0","73","0.844","14","0","1","0","100","1140073"
"0","2.644","14","0","74","0","0","1","4","0","0","1140074"
"0","1","22","0","1","0","0","3","4","0","0","1220001"
"vo_nyx","0","22","0","2","0","0","0","2","vo_nyx_0401","0","1220002"
"0","0","22","0","3","1.578","1","0","1","0","181","1220003"
"0","2.06","22","0","4","0","0","1","4","0","0","1220004"
"0","0","22","181","5","1.339","1","0","1","0","325","1220005"
"0","1.417","22","0","6","0","0","1","4","0","0","1220006"
"0","0","22","0","7","1.412","2","0","1","0","140","1220007"
"0","2.549","22","0","8","0","0","1","4","0","0","1220008"
"vo_nyx","0","22","0","9","0","0","0","2","vo_nyx_0402","0","1220009"
"0","0","22","140","10","1.74","2","0","1","0","326","1220010"
"0","2.249","22","0","11","0","0","1","4","0","0","1220011"
"0","0","22","326","12","0.455","2","0","1","0","390","1220012"
"0","0.455","22","0","13","0","0","1","4","0","0","1220013"
"0","0","22","0","14","1.361","3","0","1","0","188","1220014"
"0","2.433","22","0","15","0","0","1","4","0","0","1220015"
"vo_nyx","0","22","0","16","0","0","0","2","vo_nyx_0403","0","1220016"
"0","0","22","0","17","0.438","4","0","1","0","55","1220017"
"0","0.976","22","0","18","0","0","1","4","0","0","1220018"
"0","0","22","55","19","1.414","4","0","1","0","256","1220019"
"0","2.433","22","0","20","0","0","1","4","0","0","1220020"
"vo_nyx","0","22","0","21","0","0","0","2","vo_nyx_0404","0","1220021"
"0","0","22","0","22","1.829","5","0","1","0","213","1220022"
"0","2.237","22","0","23","0","0","1","4","0","0","1220023"
"0","0","22","213","24","1.018","5","0","1","0","340","1220024"
"0","1.965","22","0","25","0","0","1","4","0","0","1220025"
"0","2","22","0","26","0","0","3","4","0","0","1220026"
"vo_nyx","0","22","0","27","0","0","0","2","vo_nyx_0405","0","1220027"
"0","0","22","340","28","0.455","5","0","1","0","392","1220028"
"0","0.455","22","0","29","0","0","1","4","0","0","1220029"
"0","0","22","0","30","0.586","6","0","1","0","40","1220030"
"0","1.124","22","0","31","0","0","1","4","0","0","1220031"
"0","0","22","40","32","1.953","6","0","1","0","225","1220032"
"0","2.356","22","0","33","0","0","1","4","0","0","1220033"
"0","0","22","225","34","1.083","6","0","1","0","375","1220034"
"0","1.083","22","0","35","0","0","1","4","0","0","1220035"
"0","0","22","0","36","0.71","7","0","1","0","74","1220036"
"0","1.533","22","0","37","0","0","1","4","0","0","1220037"
"0","0","22","74","38","0.947","7","0","1","0","187","1220038"
"0","2","22","0","39","0","0","3","4","0","0","1220039"
"0","1.349","22","0","40","0","0","1","4","0","0","1220040"
"0","0","22","187","41","0.87","7","0","1","0","329","1220041"
"0","0.87","22","0","42","0","0","1","4","0","0","1220042"
"0","0","22","0","43","1.758","8","0","1","0","206","1220043"
"0","2.198","22","0","44","0","0","1","4","0","0","1220044"
"0","0","22","206","45","1.601","8","0","1","0","342","1220045"
"0","2.097","22","0","46","0","0","1","4","0","0","1220046"
"0","0","22","342","47","0.546","8","0","1","0","393","1220047"
"0","0.546","22","0","48","0","0","1","4","0","0","1220048"
"0","0","22","0","49","1.277","9","0","1","0","155","1220049"
"0","1.656","22","0","50","0","0","1","4","0","0","1220050"
"0","0","22","155","51","2.113","9","0","1","0","390","1220051"
"0","3.362","22","0","52","0","0","1","4","0","0","1220052"
"0","3","22","0","53","0","0","3","4","0","0","1220053"
"vo_nyx","0","22","0","54","0","0","0","2","vo_nyx_0406","0","1220054"
"0","0","22","0","55","2.628","10","0","1","0","263","1220055"
"0","3.131","22","0","56","0","0","1","4","0","0","1220056"
"0","0","22","263","57","0.846","10","0","1","0","345","1220057"
"0","1.249","22","0","58","0","0","1","4","0","0","1220058"
"0","0","22","345","59","0.516","10","0","1","0","396","1220059"
"0","0.593","22","0","60","0","0","1","4","0","0","1220060"
"0","0","22","0","61","2.285","11","0","1","0","318","1220061"
"0","3.475","22","0","62","0","0","1","4","0","0","1220062"
"0","4","22","0","63","0","0","3","4","0","0","1220063"
"vo_nyx","0","22","0","64","0","0","0","2","vo_nyx_0407","0","1220064"
"0","0","22","0","65","2.326","12","0","1","0","258","1220065"
"0","2.872","22","0","66","0","0","1","4","0","0","1220066"
"0","0","22","258","67","1.488","12","0","1","0","395","1220067"
"0","1.488","22","0","68","0","0","1","4","0","0","1220068"
"0","0","22","0","69","1.728","13","0","1","0","220","1220069"
"0","2.711","22","0","70","0","0","1","4","0","0","1220070"
"vo_nyx","0","22","0","71","0","0","0","2","vo_nyx_0408","0","1220071"
"0","0","22","0","72","0.408","15","0","1","0","40","1220072"
"0","0.929","22","0","73","0","0","1","4","0","0","1220073"
"0","0","22","40","74","1.122","15","0","1","0","152","1220074"
"0","2.922","22","0","75","0","0","1","4","0","0","1220075"
"0","1","23","0","1","0","0","3","4","0","0","1230001"
"vo_nyx","0","23","0","2","0","0","0","2","vo_nyx_0501","0","1230002"
"0","0","23","0","3","3.048","1","0","1","0","390","1230003"
"0","3.048","23","0","4","0","0","1","4","0","0","1230004"
"0","0","23","0","5","0.731","2","0","1","0","85","1230005"
"0","1.507","23","0","6","0","0","1","4","0","0","1230006"
"vo_nyx","0","23","0","7","0","0","0","2","vo_nyx_0502","0","1230007"
"0","0","23","85","8","2.093","2","0","1","0","302","1230008"
"0","2.341","23","0","9","0","0","1","4","0","0","1230009"
"0","0","23","302","10","0.644","2","0","1","0","378","1230010"
"0","0.993","23","0","11","0","0","1","4","0","0","1230011"
"0","0","23","0","12","1.737","3","0","1","0","195","1230012"
"0","2.616","23","0","13","0","0","1","4","0","0","1230013"
"vo_nyx","0","23","0","14","0","0","0","2","vo_nyx_0503","0","1230014"
"0","0","23","195","15","1.866","3","0","1","0","395","1230015"
"0","1.866","23","0","16","0","0","1","4","0","0","1230016"
"0","0","23","0","17","1.039","4","0","1","0","123","1230017"
"0","1.496","23","0","18","0","0","1","4","0","0","1230018"
"0","0","23","123","19","1.355","4","0","1","0","305","1230019"
"0","2.334","23","0","20","0","0","1","4","0","0","1230020"
"vo_nyx","0","23","0","21","0","0","0","2","vo_nyx_0504","0","1230021"
"0","0","23","0","22","0.422","6","0","1","0","45","1230022"
"0","0.845","23","0","23","0","0","1","4","0","0","1230023"
"0","0","23","45","24","2.026","6","0","1","0","308","1230024"
"0","2.563","23","0","25","0","0","1","4","0","0","1230025"
"vo_nyx","0","23","0","26","0","0","0","2","vo_nyx_0505","0","1230026"
"0","0","23","0","27","0.865","8","0","1","0","80","1230027"
"0","1.207","23","0","28","0","0","1","4","0","0","1230028"
"0","0","23","80","29","1.873","8","0","1","0","360","1230029"
"0","2.166","23","0","30","0","0","1","4","0","0","1230030"
"0","0","23","0","31","2.558","9","0","1","0","345","1230031"
"0","2","23","0","32","0","0","3","4","0","0","1230032"
"0","3.202","23","0","33","0","0","1","4","0","0","1230033"
"0","0","23","0","34","2.381","10","0","1","0","215","1230034"
"0","2.938","23","0","35","0","0","1","4","0","0","1230035"
"vo_nyx","0","23","0","36","0","0","0","2","vo_nyx_0506","0","1230036"
"0","0","23","215","37","1.241","10","0","1","0","400","1230037"
"0","1.657","23","0","38","0","0","1","4","0","0","1230038"
"0","0","23","0","39","2.871","11","0","1","0","375","1230039"
"0","3","23","0","40","0","0","3","4","0","0","1230040"
"0","3.435","23","0","41","0","0","1","4","0","0","1230041"
"vo_nyx","0","23","0","42","0","0","0","2","vo_nyx_0507","0","1230042"
"0","0","23","0","43","0.717","12","0","1","0","64","1230043"
"0","1.026","23","0","44","0","0","1","4","0","0","1230044"
"0","0","23","64","45","2.843","12","0","1","0","395","1230045"
"0","3.603","23","0","46","0","0","1","4","0","0","1230046"
"vo_nyx","0","23","0","47","0","0","0","2","vo_nyx_0508","0","1230047"
"0","0","23","0","48","1.417","13","0","1","0","130","1230048"
"0","2.029","23","0","49","0","0","1","4","0","0","1230049"
"0","0","23","130","50","1.78","13","0","1","0","335","1230050"
"0","3.58","23","0","51","0","0","1","4","0","0","1230051"
"0","1","24","0","1","0","0","3","4","0","0","1240001"
"vo_nyx","0","24","0","2","0","0","0","2","vo_nyx_0601","0","1240002"
"0","0","24","0","3","0.945","1","0","1","0","92","1240003"
"0","1.808","24","0","4","0","0","1","4","0","0","1240004"
"vo_nyx","0","24","0","5","0","0","0","2","vo_nyx_0602","0","1240005"
"0","0","24","0","6","3.225","2","0","1","0","395","1240006"
"0","4.362","24","0","7","0","0","1","4","0","0","1240007"
"vo_nyx","0","24","0","8","0","0","0","2","vo_nyx_0603","0","1240008"
"0","0","24","0","9","2.828","3","0","1","0","392","1240009"
"0","4.36","24","0","10","0","0","1","4","0","0","1240010"
"vo_nyx","0","24","0","11","0","0","0","2","vo_nyx_0604","0","1240011"
"0","0","24","0","12","1.212","4","0","1","0","150","1240012"
"0","2.171","24","0","13","0","0","1","4","0","0","1240013"
"0","0","24","150","14","1.656","4","0","1","0","350","1240014"
"0","2.769","24","0","15","0","0","1","4","0","0","1240015"
"vo_nyx","0","24","0","16","0","0","0","2","vo_nyx_0605","0","1240016"
"0","0","24","0","17","0.168","5","0","1","0","24","1240017"
"0","1.256","24","0","18","0","0","1","4","0","0","1240018"
"0","0","24","24","19","0.478","5","0","1","0","59","1240019"
"0","0.535","24","0","20","0","0","1","4","0","0","1240020"
"0","0","24","59","21","0.735","5","0","1","0","150","1240021"
"0","2.444","24","0","22","0","0","1","4","0","0","1240022"
"vo_nyx","0","24","0","23","0","0","0","2","vo_nyx_0606","0","1240023"
"0","0","24","0","24","1.607","7","0","1","0","183","1240024"
"0","2.16","24","0","25","0","0","1","4","0","0","1240025"
"0","0","24","183","26","2.119","7","0","1","0","400","1240026"
"0","2.647","24","0","27","0","0","1","4","0","0","1240027"
"0","0","24","0","28","1.802","8","0","1","0","205","1240028"
"0","2","24","0","29","0","0","3","4","0","0","1240029"
"0","2.817","24","0","30","0","0","1","4","0","0","1240030"
"vo_nyx","0","24","0","31","0","0","0","2","vo_nyx_0607","0","1240031"
"0","0","24","205","32","1.981","8","0","1","0","395","1240032"
"0","2.842","24","0","33","0","0","1","4","0","0","1240033"
"0","0","24","0","34","1.894","9","0","1","0","180","1240034"
"0","3.737","24","0","35","0","0","1","4","0","0","1240035"
"vo_nyx","0","24","0","36","0","0","0","2","vo_nyx_0608","0","1240036"
"0","0","24","180","37","0.82","9","0","1","0","209","1240037"
"0","1.754","24","0","38","0","0","1","4","0","0","1240038"
"0","0","24","209","39","2.752","9","0","1","0","400","1240039"
"0","3.272","24","0","40","0","0","1","4","0","0","1240040"
"0","3","24","0","41","0","0","3","4","0","0","1240041"
"vo_nyx","0","24","0","42","0","0","0","2","vo_nyx_0609","0","1240042"
"0","0","24","0","43","1.283","11","0","1","0","100","1240043"
"0","2.322","24","0","44","0","0","1","4","0","0","1240044"
"0","4","24","0","45","0","0","3","4","0","0","1240045"
"vo_nyx","0","24","0","46","0","0","0","2","vo_nyx_0610","0","1240046"
"0","0","24","0","47","0.86","12","0","1","0","80","1240047"
"0","0.86","24","0","48","0","0","1","4","0","0","1240048"
"0","0","24","80","49","1.242","12","0","1","0","112","1240049"
"0","2.086","24","0","50","0","0","1","4","0","0","1240050"
"0","5","24","0","51","0","0","3","4","0","0","1240051"
"vo_nyx","0","24","0","52","0","0","0","2","vo_nyx_0611","0","1240052"
"0","0","24","112","53","0.735","12","0","1","0","242","1240053"
"0","1.789","24","0","54","0","0","1","4","0","0","1240054"
"vo_nyx","0","24","0","55","0","0","0","2","vo_nyx_0612","0","1240055"
"0","0","24","0","56","1","13","0","1","0","56","1240056"
"0","2.104","24","0","57","0","0","1","4","0","0","1240057"
"0","6","24","0","58","0","0","3","4","0","0","1240058"
"vo_nyx","0","24","0","59","0","0","0","2","vo_nyx_0613","0","1240059"
