e113b216afd56c6b101b5e5bb8e541213e8c7c107cb23ea7c4b8bbc1d2d903e7,9b42eae86204154174b0b9f09afde20bff92221a9397270552ebf46df5d25ed4,c659efc3a22b40bbd28616962fbd68c113dced96781547c2e8588fcbd50fd6da,fd4acbfec313267946f77987209fe2c0fc5397e7156f87fe7af4b54748f903cd,8822f1c02c10fe8086f96b2548648b1edb0e583e9aecc1150b2e05e55e09316a,726e8e0bc7860e5afc9011a75dab8fdbc04420a41854bd6e83e3e669cec126b8,55dd8fe0ff1b5f8a31f1925109bcbc3e7de9f489b6db77991db58c6235f8ab3c,3441420e4110f95ece955a86f01beee9dad6401915954666efec086fa884d81c,b804c605c2d0e7c68849c5fa084c2112942b387c1cd4ad3bb142a63f782f7f6c,5b19178b0296b35ff6494698a39fcc859c22277d008172021bc8ad36a12e1f2b
"1303","220","25021","2","0","0","0","1331","0","500000"
"1304","220","25021","2","0","0","0","1341","0","500000"
"1305","220","25021","2","0","0","0","1351","0","500000"
"1401","220","25021","2","0","0","0","1411","0","500000"
"1402","220","25021","2","0","0","0","1421","0","500000"
"1403","220","25021","2","0","0","0","1431","0","500000"
"1404","220","25021","2","0","0","0","1441","0","500000"
"1405","220","25021","2","0","0","0","1451","0","500000"
"1501","220","25021","2","0","0","0","1511","0","500000"
"1502","220","25021","2","0","0","0","1521","0","500000"
"1503","220","25021","2","0","0","0","1531","0","500000"
"1504","220","25021","2","0","0","0","1541","0","500000"
"1505","220","25021","2","0","0","0","1551","0","500000"
"1601","1100","25021","2","0","0","0","1611","0","500000"
"1701","1100","25021","2","0","0","0","1711","0","500000"
"1801","220","25021","2","0","0","0","1811","0","500000"
"1802","220","25021","2","0","0","0","1821","0","500000"
"1803","220","25021","2","0","0","0","1831","0","500000"
"1804","220","25021","2","0","0","0","1841","0","500000"
"1805","220","25021","2","0","0","0","1851","0","500000"
"1901","220","25021","2","0","0","0","1911","0","500000"
"1902","220","25021","2","0","0","0","1921","0","500000"
"1903","220","25021","2","0","0","0","1931","0","500000"
"1904","220","25021","2","0","0","0","1941","0","500000"
"1905","220","25021","2","0","0","0","1951","0","500000"
"2001","220","25021","2","0","0","0","2011","0","500000"
"2002","220","25021","2","0","0","0","2021","0","500000"
"2003","220","25021","2","0","0","0","2031","0","500000"
"2004","220","25021","2","0","0","0","2041","0","500000"
"2005","220","25021","2","0","0","0","2051","0","500000"
"2101","1100","25021","2","0","0","0","2111","0","500000"
"2201","220","25021","2","0","0","0","2211","0","500000"
"2202","220","25021","2","0","0","0","2221","0","500000"
"2203","220","25021","2","0","0","0","2231","0","500000"
"2204","220","25021","2","0","0","0","2241","0","500000"
"2205","220","25021","2","0","0","0","2251","0","500000"
"2301","220","25021","2","0","0","0","2311","0","500000"
"2302","220","25021","2","0","0","0","2321","0","500000"
"2303","220","25021","2","0","0","0","2331","0","500000"
"2304","220","25021","2","0","0","0","2341","0","500000"
"2305","220","25021","2","0","0","0","2351","0","500000"
"2401","220","25021","2","0","0","0","2411","0","500000"
"2402","220","25021","2","0","0","0","2421","0","500000"
"2403","220","25021","2","0","0","0","2431","0","500000"
"2404","220","25021","2","0","0","0","2441","0","500000"
"2405","220","25021","2","0","0","0","2451","0","500000"
"2501","220","25021","2","0","0","0","2511","0","500000"
"2502","220","25021","2","0","0","0","2521","0","500000"
"2503","220","25021","2","0","0","0","2531","0","500000"
"2504","220","25021","2","0","0","0","2541","0","500000"
"2505","220","25021","2","0","0","0","2551","0","500000"
"2601","470","25021","2","0","0","0","2611","0","510000"
"2602","470","25021","2","0","0","0","2621","0","510000"
"2603","470","25021","2","0","0","0","2631","0","510000"
"2701","280","25021","2","0","0","0","2711","0","510000"
"2702","280","25021","2","0","0","0","2721","0","510000"
"2703","280","25021","2","0","0","0","2731","0","510000"
"2704","280","25021","2","0","0","0","2741","0","510000"
"2705","280","25021","2","0","0","0","2751","0","510000"
"2801","280","25021","2","0","0","0","2811","0","510000"
"2802","280","25021","2","0","0","0","2821","0","510000"
"2803","280","25021","2","0","0","0","2831","0","510000"
"2804","280","25021","2","0","0","0","2841","0","510000"
"2805","280","25021","2","0","0","0","2851","0","510000"
"2901","280","25021","2","0","0","0","2911","0","510000"
"2902","280","25021","2","0","0","0","2921","0","510000"
"2903","280","25021","2","0","0","0","2931","0","510000"
"2904","280","25021","2","0","0","0","2941","0","510000"
"2905","280","25021","2","0","0","0","2951","0","510000"
"3001","280","25021","2","0","0","0","3011","0","510000"
"3002","280","25021","2","0","0","0","3021","0","510000"
"3003","280","25021","2","0","0","0","3031","0","510000"
"3004","280","25021","2","0","0","0","3041","0","510000"
"3005","280","25021","2","0","0","0","3051","0","510000"
"3101","280","25021","2","0","0","0","3111","0","510000"
"3102","280","25021","2","0","0","0","3121","0","510000"
"3103","280","25021","2","0","0","0","3131","0","510000"
"3104","280","25021","2","0","0","0","3141","0","510000"
"3105","280","25021","2","0","0","0","3151","0","510000"
"3201","280","25021","2","0","0","0","3211","0","510000"
"3202","280","25021","2","0","0","0","3221","0","510000"
"3203","280","25021","2","0","0","0","3231","0","510000"
"3204","280","25021","2","0","0","0","3241","0","510000"
"3205","280","25021","2","0","0","0","3251","0","510000"
"3301","280","25021","2","0","0","0","3311","0","510000"
"3302","280","25021","2","0","0","0","3321","0","510000"
"3303","280","25021","2","0","0","0","3331","0","510000"
"3304","280","25021","2","0","0","0","3341","0","510000"
"3305","280","25021","2","0","0","0","3351","0","510000"
"3401","280","25021","2","0","0","0","3411","0","510000"
"3402","280","25021","2","0","0","0","3421","0","510000"
"3403","280","25021","2","0","0","0","3431","0","510000"
"3404","280","25021","2","0","0","0","3441","0","510000"
"3405","280","25021","2","0","0","0","3451","0","510000"
"3501","280","25021","2","0","0","0","3511","0","510000"
"3502","280","25021","2","0","0","0","3521","0","510000"
"3503","280","25021","2","0","0","0","3531","0","510000"
"3504","280","25021","2","0","0","0","3541","0","510000"
"3505","280","25021","2","0","0","0","3551","0","510000"
"3601","280","25021","2","0","0","0","3611","0","510000"
"3602","280","25021","2","0","0","0","3621","0","510000"
"3603","280","25021","2","0","0","0","3631","0","510000"
"3604","280","25021","2","0","0","0","3641","0","510000"
"3605","280","25021","2","0","0","0","3651","0","510000"
"3701","280","25021","2","0","0","0","3711","0","510000"
"3702","280","25021","2","0","0","0","3721","0","510000"
"3703","280","25021","2","0","0","0","3731","0","510000"
"3704","280","25021","2","0","0","0","3741","0","510000"
"3705","280","25021","2","0","0","0","3751","0","510000"
"3801","280","25021","2","0","0","0","3811","0","510000"
"3802","280","25021","2","0","0","0","3821","0","510000"
"3803","280","25021","2","0","0","0","3831","0","510000"
"3804","280","25021","2","0","0","0","3841","0","510000"
"3805","280","25021","2","0","0","0","3851","0","510000"
"3901","280","25021","2","0","0","0","3911","0","510000"
"3902","280","25021","2","0","0","0","3921","0","510000"
"3903","280","25021","2","0","0","0","3931","0","510000"
"3904","280","25021","2","0","0","0","3941","0","510000"
"3905","280","25021","2","0","0","0","3951","0","510000"
"4001","280","25021","2","0","0","0","4011","0","510000"
"4002","280","25021","2","0","0","0","4021","0","510000"
"4003","280","25021","2","0","0","0","4031","0","510000"
"4004","280","25021","2","0","0","0","4041","0","510000"
"4005","280","25021","2","0","0","0","4051","0","510000"
"4101","280","25021","2","0","0","0","4111","0","510000"
"4102","280","25021","2","0","0","0","4121","0","510000"
"4103","280","25021","2","0","0","0","4131","0","510000"
"4104","280","25021","2","0","0","0","4141","0","510000"
"4105","280","25021","2","0","0","0","4151","0","510000"
"4201","280","25021","2","0","0","0","4211","0","510000"
"4202","280","25021","2","0","0","0","4221","0","510000"
"4203","280","25021","2","0","0","0","4231","0","510000"
"4204","280","25021","2","0","0","0","4241","0","510000"
"4205","280","25021","2","0","0","0","4251","0","510000"
"4301","280","25021","2","0","0","0","4311","0","510000"
"4302","280","25021","2","0","0","0","4321","0","510000"
"4303","280","25021","2","0","0","0","4331","0","510000"
"4304","280","25021","2","0","0","0","4341","0","510000"
"4305","280","25021","2","0","0","0","4351","0","510000"
"4401","280","25021","2","0","0","0","4411","0","510000"
"4402","280","25021","2","0","0","0","4421","0","510000"
"4403","280","25021","2","0","0","0","4431","0","510000"
"4404","280","25021","2","0","0","0","4441","0","510000"
"4405","280","25021","2","0","0","0","4451","0","510000"
"4501","280","25021","2","0","0","0","4511","0","510000"
"4502","280","25021","2","0","0","0","4521","0","510000"
"4503","280","25021","2","0","0","0","4531","0","510000"
"4504","280","25021","2","0","0","0","4541","0","510000"
"4505","280","25021","2","0","0","0","4551","0","510000"
"4601","280","25021","2","0","0","0","4611","0","510000"
"4602","280","25021","2","0","0","0","4621","0","510000"
"4603","280","25021","2","0","0","0","4631","0","510000"
"4604","280","25021","2","0","0","0","4641","0","510000"
"4605","280","25021","2","0","0","0","4651","0","510000"
"4701","280","25021","2","0","0","0","4711","0","510000"
"4702","280","25021","2","0","0","0","4721","0","510000"
"4703","280","25021","2","0","0","0","4731","0","510000"
"4704","280","25021","2","0","0","0","4741","0","510000"
"4705","280","25021","2","0","0","0","4751","0","510000"
"4801","280","25021","2","0","0","0","4811","0","510000"
"4802","280","25021","2","0","0","0","4821","0","510000"
"4803","280","25021","2","0","0","0","4831","0","510000"
"4804","280","25021","2","0","0","0","4841","0","510000"
"4805","280","25021","2","0","0","0","4851","0","510000"
"4901","280","25021","2","0","0","0","4911","0","510000"
"4902","280","25021","2","0","0","0","4921","0","510000"
"4903","280","25021","2","0","0","0","4931","0","510000"
"4904","280","25021","2","0","0","0","4941","0","510000"
"4905","280","25021","2","0","0","0","4951","0","510000"
"5001","280","25021","2","0","0","0","5011","0","510000"
"5002","280","25021","2","0","0","0","5021","0","510000"
"5003","280","25021","2","0","0","0","5031","0","510000"
"5004","280","25021","2","0","0","0","5041","0","510000"
"5005","280","25021","2","0","0","0","5051","0","510000"
"5101","280","25021","2","0","0","0","5111","0","510000"
"5102","280","25021","2","0","0","0","5121","0","510000"
"5103","280","25021","2","0","0","0","5131","0","510000"
"5104","280","25021","2","0","0","0","5141","0","510000"
"5105","280","25021","2","0","0","0","5151","0","510000"
"5201","280","25021","2","0","0","0","5211","0","510000"
"5202","280","25021","2","0","0","0","5221","0","510000"
"5203","280","25021","2","0","0","0","5231","0","510000"
"5204","280","25021","2","0","0","0","5241","0","510000"
"5205","280","25021","2","0","0","0","5251","0","510000"
"5301","280","25021","2","0","0","0","5311","0","510000"
"5302","280","25021","2","0","0","0","5321","0","510000"
"5303","280","25021","2","0","0","0","5331","0","510000"
"5304","280","25021","2","0","0","0","5341","0","510000"
"5305","280","25021","2","0","0","0","5351","0","510000"
"5401","640","25021","2","0","0","0","5411","0","520000"
"5402","640","25021","2","0","0","0","5421","0","520000"
"5403","640","25021","2","0","0","0","5431","0","520000"
"5501","380","25021","2","0","0","0","5511","0","520000"
"5502","380","25021","2","0","0","0","5521","0","520000"
"5503","380","25021","2","0","0","0","5531","0","520000"
"5504","380","25021","2","0","0","0","5541","0","520000"
"5505","380","25021","2","0","0","0","5551","0","520000"
"5601","950","25021","2","0","0","0","5611","0","520000"
"5602","950","25021","2","0","0","0","5621","0","520000"
"5701","380","25021","2","0","0","0","5711","0","520000"
"5702","380","25021","2","0","0","0","5721","0","520000"
"5703","380","25021","2","0","0","0","5731","0","520000"
"5704","380","25021","2","0","0","0","5741","0","520000"
"5705","380","25021","2","0","0","0","5751","0","520000"
"5801","380","25021","2","0","0","0","5811","0","520000"
"5802","380","25021","2","0","0","0","5821","0","520000"
"5803","380","25021","2","0","0","0","5831","0","520000"
"5804","380","25021","2","0","0","0","5841","0","520000"
"5805","380","25021","2","0","0","0","5851","0","520000"
"5901","380","25021","2","0","0","0","5911","0","520000"
"5902","380","25021","2","0","0","0","5921","0","520000"
"5903","380","25021","2","0","0","0","5931","0","520000"
"5904","380","25021","2","0","0","0","5941","0","520000"
"5905","380","25021","2","0","0","0","5951","0","520000"
"6001","950","25021","2","0","0","0","6011","0","520000"
"6002","950","25021","2","0","0","0","6021","0","520000"
"6101","380","25021","2","0","0","0","6111","0","520000"
"6102","380","25021","2","0","0","0","6121","0","520000"
"6103","380","25021","2","0","0","0","6131","0","520000"
"6104","380","25021","2","0","0","0","6141","0","520000"
"6105","380","25021","2","0","0","0","6151","0","520000"
"6201","380","25021","2","0","0","0","6211","0","520000"
"6202","380","25021","2","0","0","0","6221","0","520000"
"6203","380","25021","2","0","0","0","6231","0","520000"
"6204","380","25021","2","0","0","0","6241","0","520000"
"6205","380","25021","2","0","0","0","6251","0","520000"
"6301","380","25021","2","0","0","0","6311","0","520000"
"6302","380","25021","2","0","0","0","6321","0","520000"
"6303","380","25021","2","0","0","0","6331","0","520000"
"6304","380","25021","2","0","0","0","6341","0","520000"
"6305","380","25021","2","0","0","0","6351","0","520000"
"6401","380","25021","2","0","0","0","6411","0","520000"
"6402","380","25021","2","0","0","0","6421","0","520000"
"6403","380","25021","2","0","0","0","6431","0","520000"
"6404","380","25021","2","0","0","0","6441","0","520000"
"6405","380","25021","2","0","0","0","6451","0","520000"
"6501","380","25021","2","0","0","0","6511","0","520000"
"6502","380","25021","2","0","0","0","6521","0","520000"
"6503","380","25021","2","0","0","0","6531","0","520000"
"6504","380","25021","2","0","0","0","6541","0","520000"
"6505","380","25021","2","0","0","0","6551","0","520000"
"6601","1900","25021","2","0","0","0","6611","0","520000"
"6701","380","25021","2","0","0","0","6711","0","520000"
"6702","380","25021","2","0","0","0","6721","0","520000"
"6703","380","25021","2","0","0","0","6731","0","520000"
"6704","380","25021","2","0","0","0","6741","0","520000"
"6705","380","25021","2","0","0","0","6751","0","520000"
"6801","380","25021","2","0","0","0","6811","0","520000"
"6802","380","25021","2","0","0","0","6821","0","520000"
"6803","380","25021","2","0","0","0","6831","0","520000"
"6804","380","25021","2","0","0","0","6841","0","520000"
"6805","380","25021","2","0","0","0","6851","0","520000"
"6901","380","25021","2","0","0","0","6911","0","520000"
"6902","380","25021","2","0","0","0","6921","0","520000"
"6903","380","25021","2","0","0","0","6931","0","520000"
"6904","380","25021","2","0","0","0","6941","0","520000"
"6905","380","25021","2","0","0","0","6951","0","520000"
"7001","380","25021","2","0","0","0","7011","0","520000"
"7002","380","25021","2","0","0","0","7021","0","520000"
"7003","380","25021","2","0","0","0","7031","0","520000"
"7004","380","25021","2","0","0","0","7041","0","520000"
"7005","380","25021","2","0","0","0","7051","0","520000"
"7101","380","25021","2","0","0","0","7111","0","520000"
"7102","380","25021","2","0","0","0","7121","0","520000"
"7103","380","25021","2","0","0","0","7131","0","520000"
"7104","380","25021","2","0","0","0","7141","0","520000"
"7105","380","25021","2","0","0","0","7151","0","520000"
"7201","1900","25021","2","0","0","0","7211","0","520000"
"7301","380","25021","2","0","0","0","7311","0","520000"
"7302","380","25021","2","0","0","0","7321","0","520000"
"7303","380","25021","2","0","0","0","7331","0","520000"
"7304","380","25021","2","0","0","0","7341","0","520000"
"7305","380","25021","2","0","0","0","7351","0","520000"
"7401","380","25021","2","0","0","0","7411","0","520000"
"7402","380","25021","2","0","0","0","7421","0","520000"
"7403","380","25021","2","0","0","0","7431","0","520000"
"7404","380","25021","2","0","0","0","7441","0","520000"
"7405","380","25021","2","0","0","0","7451","0","520000"
"7501","380","25021","2","0","0","0","7511","0","520000"
"7502","380","25021","2","0","0","0","7521","0","520000"
"7503","380","25021","2","0","0","0","7531","0","520000"
"7504","380","25021","2","0","0","0","7541","0","520000"
"7505","380","25021","2","0","0","0","7551","0","520000"
"7601","380","25021","2","0","0","0","7611","0","520000"
"7602","380","25021","2","0","0","0","7621","0","520000"
"7603","380","25021","2","0","0","0","7631","0","520000"
"7604","380","25021","2","0","0","0","7641","0","520000"
"7605","380","25021","2","0","0","0","7651","0","520000"
"7701","1900","25021","2","0","0","0","7711","0","520000"
"7801","950","25021","2","0","0","0","7811","0","520000"
"7802","950","25021","2","0","0","0","7821","0","520000"
"7901","380","25021","2","0","0","0","7911","0","520000"
"7902","380","25021","2","0","0","0","7921","0","520000"
"7903","380","25021","2","0","0","0","7931","0","520000"
"7904","380","25021","2","0","0","0","7941","0","520000"
"7905","380","25021","2","0","0","0","7951","0","520000"
"8001","380","25021","2","0","0","0","8011","0","520000"
"8002","380","25021","2","0","0","0","8021","0","520000"
"8003","380","25021","2","0","0","0","8031","0","520000"
"8004","380","25021","2","0","0","0","8041","0","520000"
"8005","380","25021","2","0","0","0","8051","0","520000"
"8101","380","25021","2","0","0","0","8111","0","520000"
"8102","380","25021","2","0","0","0","8121","0","520000"
"8103","380","25021","2","0","0","0","8131","0","520000"
"8104","380","25021","2","0","0","0","8141","0","520000"
"8105","380","25021","2","0","0","0","8151","0","520000"
"8201","460","25021","2","0","0","0","8211","0","530000"
"8202","460","25021","2","0","0","0","8221","0","530000"
"8203","460","25021","2","0","0","0","8231","0","530000"
"8204","460","25021","2","0","0","0","8241","0","530000"
"8205","460","25021","2","0","0","0","8251","0","530000"
"8301","460","25021","2","0","0","0","8311","0","530000"
"8302","460","25021","2","0","0","0","8321","0","530000"
"8303","460","25021","2","0","0","0","8331","0","530000"
"8304","460","25021","2","0","0","0","8341","0","530000"
"8305","460","25021","2","0","0","0","8351","0","530000"
"8401","460","25021","2","0","0","0","8411","0","530000"
"8402","460","25021","2","0","0","0","8421","0","530000"
"8403","460","25021","2","0","0","0","8431","0","530000"
"8404","460","25021","2","0","0","0","8441","0","530000"
"8405","460","25021","2","0","0","0","8451","0","530000"
"8501","460","25021","2","0","0","0","8511","0","530000"
"8502","460","25021","2","0","0","0","8521","0","530000"
"8503","460","25021","2","0","0","0","8531","0","530000"
"8504","460","25021","2","0","0","0","8541","0","530000"
"8505","460","25021","2","0","0","0","8551","0","530000"
"8601","460","25021","2","0","0","0","8611","0","530000"
"8602","460","25021","2","0","0","0","8621","0","530000"
"8603","460","25021","2","0","0","0","8631","0","530000"
"8604","460","25021","2","0","0","0","8641","0","530000"
"8605","460","25021","2","0","0","0","8651","0","530000"
"8701","460","25021","2","0","0","0","8711","0","530000"
"8702","460","25021","2","0","0","0","8721","0","530000"
"8703","460","25021","2","0","0","0","8731","0","530000"
"8704","460","25021","2","0","0","0","8741","0","530000"
"8705","460","25021","2","0","0","0","8751","0","530000"
"8801","460","25021","2","0","0","0","8811","0","530000"
"8802","460","25021","2","0","0","0","8821","0","530000"
"8803","460","25021","2","0","0","0","8831","0","530000"
"8804","460","25021","2","0","0","0","8841","0","530000"
"8805","460","25021","2","0","0","0","8851","0","530000"
"8901","460","25021","2","0","0","0","8911","0","530000"
"8902","460","25021","2","0","0","0","8921","0","530000"
"8903","460","25021","2","0","0","0","8931","0","530000"
"8904","460","25021","2","0","0","0","8941","0","530000"
"8905","460","25021","2","0","0","0","8951","0","530000"
"9001","460","25021","2","0","0","0","9011","0","530000"
"9002","460","25021","2","0","0","0","9021","0","530000"
"9003","460","25021","2","0","0","0","9031","0","530000"
"9004","460","25021","2","0","0","0","9041","0","530000"
"9005","460","25021","2","0","0","0","9051","0","530000"
"9101","460","25021","2","0","0","0","9111","0","530000"
"9102","460","25021","2","0","0","0","9121","0","530000"
"9103","460","25021","2","0","0","0","9131","0","530000"
"9104","460","25021","2","0","0","0","9141","0","530000"
"9105","460","25021","2","0","0","0","9151","0","530000"
"9201","460","25021","2","0","0","0","9211","0","530000"
"9202","460","25021","2","0","0","0","9221","0","530000"
"9203","460","25021","2","0","0","0","9231","0","530000"
"9204","460","25021","2","0","0","0","9241","0","530000"
"9205","460","25021","2","0","0","0","9251","0","530000"
"9301","460","25021","2","0","0","0","9311","0","530000"
"9302","460","25021","2","0","0","0","9321","0","530000"
"9303","460","25021","2","0","0","0","9331","0","530000"
"9304","460","25021","2","0","0","0","9341","0","530000"
"9305","460","25021","2","0","0","0","9351","0","530000"
"9401","460","25021","2","0","0","0","9411","0","530000"
"9402","460","25021","2","0","0","0","9421","0","530000"
"9403","460","25021","2","0","0","0","9431","0","530000"
"9404","460","25021","2","0","0","0","9441","0","530000"
"9405","460","25021","2","0","0","0","9451","0","530000"
"9501","460","25021","2","0","0","0","9511","0","530000"
"9502","460","25021","2","0","0","0","9521","0","530000"
"9503","460","25021","2","0","0","0","9531","0","530000"
"9504","460","25021","2","0","0","0","9541","0","530000"
"9505","460","25021","2","0","0","0","9551","0","530000"
"9601","460","25021","2","0","0","0","9611","0","530000"
"9602","460","25021","2","0","0","0","9621","0","530000"
"9603","460","25021","2","0","0","0","9631","0","530000"
"9604","460","25021","2","0","0","0","9641","0","530000"
"9605","460","25021","2","0","0","0","9651","0","530000"
"9701","460","25021","2","0","0","0","9711","0","530000"
"9702","460","25021","2","0","0","0","9721","0","530000"
"9703","460","25021","2","0","0","0","9731","0","530000"
"9704","460","25021","2","0","0","0","9741","0","530000"
"9705","460","25021","2","0","0","0","9751","0","530000"
"9801","460","25021","2","0","0","0","9811","0","530000"
"9802","460","25021","2","0","0","0","9821","0","530000"
"9803","460","25021","2","0","0","0","9831","0","530000"
"9804","460","25021","2","0","0","0","9841","0","530000"
"9805","460","25021","2","0","0","0","9851","0","530000"
"9901","460","25021","2","0","0","0","9911","0","530000"
"9902","460","25021","2","0","0","0","9921","0","530000"
"9903","460","25021","2","0","0","0","9931","0","530000"
"9904","460","25021","2","0","0","0","9941","0","530000"
"9905","460","25021","2","0","0","0","9951","0","530000"
"10001","460","25021","2","0","0","0","10011","0","530000"
"10002","460","25021","2","0","0","0","10021","0","530000"
"10003","460","25021","2","0","0","0","10031","0","530000"
"10004","460","25021","2","0","0","0","10041","0","530000"
"10005","460","25021","2","0","0","0","10051","0","530000"
"10101","460","25021","2","0","0","0","10111","0","530000"
"10102","460","25021","2","0","0","0","10121","0","530000"
"10103","460","25021","2","0","0","0","10131","0","530000"
"10104","460","25021","2","0","0","0","10141","0","530000"
"10105","460","25021","2","0","0","0","10151","0","530000"
"10201","460","25021","2","0","0","0","10211","0","530000"
"10202","460","25021","2","0","0","0","10221","0","530000"
"10203","460","25021","2","0","0","0","10231","0","530000"
"10204","460","25021","2","0","0","0","10241","0","530000"
"10205","460","25021","2","0","0","0","10251","0","530000"
"10301","460","25021","2","0","0","0","10311","0","530000"
"10302","460","25021","2","0","0","0","10321","0","530000"
"10303","460","25021","2","0","0","0","10331","0","530000"
"10304","460","25021","2","0","0","0","10341","0","530000"
"10305","460","25021","2","0","0","0","10351","0","530000"
"10401","460","25021","2","0","0","0","10411","0","530000"
"10402","460","25021","2","0","0","0","10421","0","530000"
"10403","460","25021","2","0","0","0","10431","0","530000"
"10404","460","25021","2","0","0","0","10441","0","530000"
"10405","460","25021","2","0","0","0","10451","0","530000"
"10501","460","25021","2","0","0","0","10511","0","530000"
"10502","460","25021","2","0","0","0","10521","0","530000"
"10503","460","25021","2","0","0","0","10531","0","530000"
"10504","460","25021","2","0","0","0","10541","0","530000"
"10505","460","25021","2","0","0","0","10551","0","530000"
"10601","460","25021","2","0","0","0","10611","0","530000"
"10602","460","25021","2","0","0","0","10621","0","530000"
"10603","460","25021","2","0","0","0","10631","0","530000"
"10604","460","25021","2","0","0","0","10641","0","530000"
"10605","460","25021","2","0","0","0","10651","0","530000"
"10701","460","25021","2","0","0","0","10711","0","530000"
"10702","460","25021","2","0","0","0","10721","0","530000"
"10703","460","25021","2","0","0","0","10731","0","530000"
"10704","460","25021","2","0","0","0","10741","0","530000"
"10705","460","25021","2","0","0","0","10751","0","530000"
"10801","460","25021","2","0","0","0","10811","0","530000"
"10802","460","25021","2","0","0","0","10821","0","530000"
"10803","460","25021","2","0","0","0","10831","0","530000"
"10804","460","25021","2","0","0","0","10841","0","530000"
"10805","460","25021","2","0","0","0","10851","0","530000"
"10901","460","25021","2","0","0","0","10911","0","530000"
"10902","460","25021","2","0","0","0","10921","0","530000"
"10903","460","25021","2","0","0","0","10931","0","530000"
"10904","460","25021","2","0","0","0","10941","0","530000"
"10905","460","25021","2","0","0","0","10951","0","530000"
"11001","580","25021","2","0","0","0","11011","0","540000"
"11002","580","25021","2","0","0","0","11021","0","540000"
"11003","580","25021","2","0","0","0","11031","0","540000"
"11004","580","25021","2","0","0","0","11041","0","540000"
"11005","580","25021","2","0","0","0","11051","0","540000"
"11101","580","25021","2","0","0","0","11111","0","540000"
"11102","580","25021","2","0","0","0","11121","0","540000"
"11103","580","25021","2","0","0","0","11131","0","540000"
