a45ae91b8520177dcceb71bf8cafe0a5c9ea4390c01ed41ef9c16723d20d5191,bec53197bf7530dea535f2390ccf98c19801aee3215528a2214ff7d95b6ec011,727a758c1365ada5ad5ea2ae1670b0ad732cb907490ee12c41c624696b3c5630,7e502e1d59b93de5a608a5492a8ae372785a46610e813b91626c535d56bf4dc7,ee85b4c5c80f2cfb01ce6ecd53a3f9d566029e8f53994b798846c5bf7721c212,1335d8ec46042824fbd64956346183a3eaca4e80022d5a972c2a18f3e5180a89,a0f5aa5f8cbdd18abdc667d586eb10f2cc0d12b4be15ed14c8615a25fd240503,3a01f0d934ec698c93593e2e232850dbfd244b9c577872573e201b4031d0cde8,53a8d61be7e9d77749b9a696ed66375153c945dfd04eb4092500375910d49d5c,c7eed08e7330a21c4e288434b9def1640e71053589c0dce6d1c7cea94bbde251,3f72f0d0fe247525831765edc5cf98711eaadc32de702cc1fc51db37c44be62e
"0","","91","","3","","","3064","","",""
"1","100","1","0","4","-300","1.7","4001","-200","psy_miyako_start","119931"
"1","100","1","1","4","300","1.7","4002","-220","psy_walk","107131"
"1","0","31","","4","0","1","4003","1","","11"
"1","101","5","0","4","-300","1.7","4004","-200","psy_smoke_start","1"
"107131","-220","2","","4","2","","4005","0","","185"
"2","","93","","4","","","4006","","",""
"107131","0","3","0.2","4","psy_talk_doya_loop","0.2","4007","1","","psy_talk_doya"
"vo_minigame_1008","0","21","","4","0","","4008","","","vo_minigame_1008_drama_0405"
"107131","8","11","0","4","1","0","4009","0","0.5","この店が話題になっていると聞いて、\nクリスティーナさんが来てやったぞ☆"
"0","","91","","4","","","4010","","",""
"107131","1","3","","4","","0.2","4011","","","psy_idle_doya"
"107131","1","3","","4","","0.2","4012","","","psy_talk_sad"
"vo_minigame_1008","0","21","","4","0","","4013","","","vo_minigame_1008_drama_0406"
"107131","8","11","0","4","1","0","4014","0","0.5","……む？　誰もいないではないか。\nせっかくカルミナへの差し入れを\n買いに来たというのに。\nおい、誰かいないのか。"
"6","","93","","4","","","4015","","","1"
"107131","1","3","","4","","0.2","4016","","","psy_talk_call"
"4014","","91","","4","","","4017","","",""
"107131","1","3","","4","","0.2","4018","","","psy_idle_arm_crossed"
"119931","0","3","0.2","4","psy_miyako_talk_joy1","0","4019","1","","psy_miyako_appear"
"1","0","3","0","4","psy_smoke_start","0","4020","0","","psy_smoke_appear"
"vo_minigame_1008","0","21","","4","0","","4021","","","vo_minigame_1008_drama_0401"
"119931","6","11","0","4","1","0","4022","0","0.5","あ！　オマエ！\n大きいプリンくれたヤツなの！\nまたミヤコにプリンを持ってきたの？"
"0","","91","","4","","","4023","","",""
"0","","22","","4","","","4024","","","0"
"119931","1","3","","4","","0.2","4025","","","psy_miyako_idle"
"107131","1","3","","4","","0.2","4026","","","psy_talk_normal"
"vo_minigame_1008","0","21","","4","0","","4027","","","vo_minigame_1008_drama_0407"
"107131","8","11","0","4","1","0","4028","0","0.5","おまえは……ああ、いつぞやの\nクリスマスで会ったことがあったな。\n今日はサンタとしてではなく\n客として来たのだ。"
"0","","91","","4","","","4029","","",""
"107131","1","3","","4","","0.2","4030","","","psy_idle_normal"
"119931","1","3","","4","","0.2","4031","","","psy_miyako_sad1"
"vo_minigame_1008","0","21","","4","0","","4032","","","vo_minigame_1008_drama_0402"
"119931","6","11","0","4","1","0","4033","0","0.5","プリンをくれないオマエに用はないの。\nおばあちゃんも留守だし、\nおとといきやがれなの。"
"5","","93","","4","","","4034","","","1"
"119931","1","3","","4","","0.2","4035","","","psy_miyako_talk4"
"4033","","91","","4","","","4036","","",""
"0","","22","","4","","","4037","","","0"
"119931","1","3","","4","","0.2","4038","","","psy_miyako_idle2"
"107131","0","3","0.2","4","psy_ahaha_loop","0.2","4039","1","","psy_ahaha_in"
"vo_minigame_1008","0","21","","4","0","","4040","","","vo_minigame_1008_drama_0408"
"107131","8","11","0","4","1","0","4041","0","0.5","はっはっは！\nこのクリスティーナさんに向かって\nずいぶんな物言いだな。おもしろい☆"
"1.7","","93","","4","","","4042","","","1"
"107131","1","3","","4","","0.2","4043","","","psy_talk_joy1"
"4041","","91","","4","","","4044","","",""
"107131","0","3","0.2","4","psy_talk_doya_loop","0.2","4045","1","","psy_talk_doya"
"vo_minigame_1008","0","21","","4","0","","4046","","","vo_minigame_1008_drama_0409"
"107131","8","11","0","4","1","0","4047","0","0.5","なんとしてもおまえからお菓子を\n買わせてもらおう。"
"0","","91","","4","","","4048","","",""
"107131","1","3","","4","","0.2","4049","","","psy_idle_wish"
"119931","1","3","","4","","0.2","4050","","","psy_miyako_panic1"
"vo_minigame_1008","0","21","","4","0","","4051","","","vo_minigame_1008_drama_0403"
"119931","6","11","0","4","1","0","4052","0","0.5","なんでそうなるの！？\nいいから帰れなの！"
"0","","91","","4","","","4053","","",""
"0","","22","","4","","","4054","","","0"
"119931","1","3","","4","","0.2","4055","","","psy_miyako_idle_panic"
"107131","0","3","0","4","psy_cris_approach_loop","0.2","4056","1","","psy_cris_approach_in"
"vo_minigame_1008","0","21","","4","0","","4057","","","vo_minigame_1008_drama_0410"
"107131","8","11","0","4","1","0","4058","0","0.5","ほぅ、作りかけのプリンが\nあるではないか。\nうーむ……手作りの差し入れというのも\n喜ばれそうだな。"
"4","","93","","4","","","4059","","","1"
"107131","0","3","0","4","psy_talk_arm_crossed_loop","0.2","4060","1","","psy_talk_arm_crossed"
"4058","","91","","4","","","4061","","",""
"107131","1","3","","4","","0.2","4062","","","psy_talk_joy1"
"vo_minigame_1008","0","21","","4","0","","4063","","","vo_minigame_1008_drama_0411"
"107131","8","11","0","4","1","0","4064","0","0.5","よし！　ワタシがプリンを作ろう！\nおまえも手伝え。\nクリスマスの貸しを返してもらおう。"
"0","","91","","4","","","4065","","",""
"107131","1","3","","4","","0.2","4066","","","psy_idle_joy1"
"119931","1","3","","4","","0.2","4067","","","psy_miyako_anger2"
"vo_minigame_1008","0","21","","4","0","","4068","","","vo_minigame_1008_drama_0404"
"119931","6","11","0","4","1","0","4069","0","0.5","な、なんでそうなるのーー！？"
"4","","93","","4","","","4070","","",""
"0","","91","","4","","","4071","","",""
"1","100","1","0","5","-300","1.7","5001","-200","psy_miyako_start","119931"
"1","100","1","1","5","300","1.7","5002","-220","psy_walk","104931"
"1","0","31","","5","0","1","5003","1","","11"
"1","101","5","0","5","-300","1.7","5004","-200","psy_smoke_start","1"
"104931","-220","2","","5","2","","5005","0","","185"
"2","","93","","5","","","5006","","",""
"104931","1","3","","5","","0.2","5007","","","psy_talk_wish"
"vo_minigame_1008","0","21","","5","0","","5008","","","vo_minigame_1008_drama_0504"
"104931","8","11","0","5","1","0","5009","0","0.5","ここが弟くんとリノちゃんが\n手伝ってるっていうお菓子屋さんだね！\n弟くん！　お姉ちゃんが来たよ！！"
"4.3","","93","","5","","","5010","","","1"
"104931","1","3","","5","","0.2","5011","","","psy_talk_joy1"
"5009","","91","","5","","","5012","","",""
"104931","1","3","","5","","0.2","5013","","","psy_idle_joy1"
"119931","0","3","0.2","5","psy_miyako_talk3","0","5014","1","","psy_miyako_appear"
"1","0","3","0","5","psy_smoke_start","0","5015","0","","psy_smoke_appear"
"vo_minigame_1008","0","21","","5","0","","5016","","","vo_minigame_1008_drama_0501"
"119931","6","11","0","5","1","0","5017","0","0.5","うるさいの。\nいきなりなんなの？"
"0","","91","","5","","","5018","","",""
"0","","22","","5","","","5019","","","0"
"119931","1","3","","5","","0.2","5020","","","psy_miyako_idle"
"104931","1","3","","5","","0.2","5021","","","psy_talk_joy1"
"vo_minigame_1008","0","21","","5","0","","5022","","","vo_minigame_1008_drama_0505"
"104931","8","11","0","5","1","0","5023","0","0.5","あっ！　ミヤコちゃんだよね？\nリノちゃんから聞いてるよ！\n初めまして弟くんのお姉ちゃんだよ！"
"4","","93","","5","","","5024","","",""
"104931","1","3","","5","","0.2","5025","","","psy_talk_wish"
"5023","","91","","5","","","5026","","",""
"0","","91","","5","","","5027","","",""
"104931","1","3","","5","","0.2","5028","","","psy_idle_wish"
"119931","1","3","","5","","0.2","5029","","","psy_miyako_anger3"
"vo_minigame_1008","0","21","","5","0","","5030","","","vo_minigame_1008_drama_0502"
"119931","6","11","0","5","1","0","5031","0","0.5","オマエがアイツのお姉ちゃんか\nどうかなんてどうでもいいの。\nミヤコはプリン作りに忙しいの。"
"5","","93","","5","","","5032","","","1"
"119931","0","3","0","5","psy_miyako_arm_crossed_loop","0.2","5033","1]","","psy_miyako_arm_crossed_in"
"5031","","91","","5","","","5034","","",""
"0","","22","","5","","","5035","","","0"
"119931","1","3","","5","","0.2","5036","","","psy_miyako_arm_crossed_idle"
"104931","1","3","","5","","0.2","5037","","","psy_talk_wish"
"vo_minigame_1008","0","21","","5","0","","5038","","","vo_minigame_1008_drama_0506"
"104931","8","11","0","5","1","0","5039","0","0.5","どうでもいいって反応は初めてで\nお姉ちゃんそれはそれで\n傷ついちゃうな！\n愛の反対は無関心っていうし！"
"0","","91","","5","","","5040","","",""
"104931","1","3","","5","","0.2","5041","","","psy_talk_joy2"
"vo_minigame_1008","0","21","","5","0","","5042","","","vo_minigame_1008_drama_0507"
"104931","8","11","0","5","1","0","5043","0","0.5","よーし！\n今からミヤコちゃんに\n弟くんとお姉ちゃんの愛と運命の物語を\nお届けしちゃうよ！"
"0","","91","","5","","","5044","","",""
"104931","1","3","","5","","0.2","5045","","","psy_talk_memory"
"vo_minigame_1008","0","21","","5","0","","5046","","","vo_minigame_1008_drama_0508"
"104931","8","11","0","5","1","0","5047","0","0.5","まずはそう、運命の出会いから……"
"0","","91","","5","","","5048","","",""
"104931","1","3","","5","","0.2","5049","","","psy_idle_memory"
"119931","1","3","","5","","0.2","5050","","","psy_miyako_sad1"
"vo_minigame_1008","0","21","","5","0","","5051","","","vo_minigame_1008_drama_0503"
"119931","6","11","0","5","1","0","5052","0","0.5","（なんか始まったの……\nめんどくさいからミヤコは消えるの……）"
"0","","91","","5","","","5053","","",""
"0","","22","","5","","","5054","","","0"
"119931","0","3","","5","","0.2","5055","","","psy_miyako_hide"
"1","0","3","0","5","psy_smoke_start","0","5056","0","","psy_smoke_hide"
"2","","93","","5","","","5057","","",""
"0","","91","","5","","","5058","","",""
"1","100","1","1","6","-300","1.7","6001","-200","psy_miyako_idle_thinking","119931"
"1","100","1","1","6","300","1.7","6002","-220","psy_walk","103131"
"1","0","31","","6","0","1","6003","1","","11"
"119931","2","12","0","6","0","0","6004","0","0","17"
"103131","-220","2","","6","2","","6005","0","","185"
"2","","93","","6","","","6006","","",""
"103131","1","3","","6","","0.2","6007","","","psy_talk_wish"
"vo_minigame_1008","0","21","","6","0","","6008","","","vo_minigame_1008_drama_0605"
"103131","8","11","0","6","1","0","6009","0","0.5","こんにちは。\nミヤコさんがお菓子屋のお手伝いを\nしていると聞いたので、\n様子を見に来ました。"
"0","","91","","6","","","6010","","",""
"103131","1","3","","6","","0.2","6011","","","psy_idle_wish"
"119931","","4","","6","","","6012","","","0"
"119931","0","3","0.2","6","psy_miyako_talk_joy2","0.2","6013","1","","psy_miyako_surprise2_in"
"1","","93","","6","","","6014","","",""
"vo_minigame_1008","0","21","","6","0","","6015","","","vo_minigame_1008_drama_0601"
"119931","6","11","0","6","1","0","6016","0","0.5","シノブ！　いいところに来たの！\nミヤコちょっと困ってるの！"
"3","","93","","6","","","6017","","","1"
"119931","1","3","","6","","0.2","6018","","","psy_miyako_talk2"
"6016","","91","","6","","","6019","","",""
"0","","22","","6","","","6020","","","0"
"119931","1","3","","6","","0.2","6021","","","psy_miyako_idle_sad"
"103131","1","3","","6","","0.2","6022","","","psy_talk_sad"
"vo_minigame_1008","0","21","","6","0","","6023","","","vo_minigame_1008_drama_0606"
"103131","8","11","0","6","1","0","6024","0","0.5","どうしたんですか？\nあ、まさか売り物のプリンを\n食べてしまったんですか？\nそれなら一緒に謝りましょう。"
"0","","91","","6","","","6025","","",""
"103131","1","3","","6","","0.2","6026","","","psy_idle_sad"
"119931","1","3","","6","","0.2","6027","","","psy_miyako_panic3"
"vo_minigame_1008","0","21","","6","0","","6028","","","vo_minigame_1008_drama_0602"
"119931","5","11","0","6","1","0","6029","0","0.5","違うの！　ミヤコは今究極のプリンを\n作ろうとしてるの！\nでも、いいアイデアが\n浮かばなくなっちゃったの……"
"5.5","","93","","6","","","6030","","","1"
"119931","1","3","","6","","0.2","6031","","","psy_miyako_sad2"
"6029","","91","","6","","","6032","","",""
"0","","22","","6","","","6033","","","0"
"119931","1","3","","6","","0.2","6034","","","psy_miyako_idle_sad"
"103131","0","3","0.2","6","psy_talk_surprise1","0.2","6035","1","","psy_surprise"
"vo_minigame_1008","0","21","","6","0","","6036","","","vo_minigame_1008_drama_0607"
"103131","8","11","0","6","1","0","6037","0","0.5","ミヤコさんが……自分で……\nプリンを……"
"0","","91","","6","","","6038","","",""
"103131","1","3","","6","","0.2","6039","","","psy_idle_surprise1"
"119931","1","3","","6","","0.2","6040","","","psy_miyako_talk2"
"vo_minigame_1008","0","21","","6","0","","6041","","","vo_minigame_1008_drama_0603"
"119931","6","11","0","6","1","0","6042","0","0.5","どうしたの？"
"0","","91","","6","","","6043","","",""
"0","","22","","6","","","6044","","","0"
"119931","1","3","","6","","0.2","6045","","","psy_miyako_idle"
"103131","1","3","","6","","0.2","6046","","","psy_talk_joy1"
"vo_minigame_1008","0","21","","6","0","","6047","","","vo_minigame_1008_drama_0608"
"103131","8","11","0","6","1","0","6048","0","0.5","ふふっ、いえ。なんでもありませんよ。\n私で力になれるかはわかりませんが、\n精一杯手伝わせていただきます。"
"4","","93","","6","","","6049","","","1"
"103131","1","3","","6","","0.2","6050","","","psy_talk_wish"
"6048","","91","","6","","","6051","","",""
"103131","1","3","","6","","0.2","6052","","","psy_idle_wish"
"119931","1","3","","6","","0.2","6053","","","psy_miyako_joy1"
"vo_minigame_1008","0","21","","6","0","","6054","","","vo_minigame_1008_drama_0604"
"119931","6","11","0","6","1","0","6055","0","0.5","ありがとうなの！\nシノブとミヤコが揃えば最強なの！\n絶対においしいプリンが\nできるはずなの！"
"5","","93","","6","","","6056","","","1"
"119931","0","3","0","6","psy_miyako_guts1_loop","0.2","6057","1","","psy_miyako_guts1_in"
"6055","","91","","6","","","6058","","",""
"0","","22","","6","","","6059","","","0"
"1.5","","93","","6","","","6060","","",""
"0","","91","","6","","","6061","","",""
"1","100","1","0","7","-200","1.7","7001","-200","psy_miyako_idle","119931"
"1","100","5","0","7","125","1.7","7002","-220","psy_fairy_idle","1"
"1","0","31","","7","0","1","7003","1","","11"
