f837963713c014e67df752648c961b6ff70c265d6b40fa0eb506dae3bd80f1a7,894253dbc108a7ec9d866b4541deb0724613fa3076ca89ccc1f11d19ac470a24,70905a03ed9ef944d773eefa47077e0670399be5a600f86ce07b6123514247c9,06cf242adb05008b23e366137d7c4ea5318c06d50c546786847a40aed5337c7c,d1bb9cc1e15933f46ddfcaff5e054e48817678d2891c31f62b62a13de1469517,57643dae1b3c2bf9b640bcff767bc9b4042c6ea03df55ddf0b87a4eeed5a854b,f0cf5a5e972aaedf318fd0b8487723659a22c1ed153fcbac3e45cae38f090519,bf64745ca6c5aa01c3becdaa4e12ad5b997d78f0cd24071a84e9c0b202ecb568,ccc970c9224d5733bac804de1538ff9f980a88198f47a625c6571c615f502412
"1208001","2","0","0","0","1","3000","2","15"
"1209001","1","0","0","0","1","3000","2","25"
"1210001","2","0","0","0","1","3000","2","10"
"1210002","3000","0","0","0","0","0","21","1210003"
"1210003","1","0","0","0","1","30000","2","15"
"1211001","2","0","0","0","1","3000","2","-10"
"1211002","3000","0","0","0","0","0","21","1211003"
"1211003","1","0","0","0","2","30000","2","-15"
"1213001","1","0","0","0","2","30000","2","-10"
"1213002","2","0","0","0","2","30000","2","-10"
"1214001","3","0","0","0","2","1500","2","-25"
"1216001","3","0","0","0","2","3000","2","-20"
"1218001","3","0","0","0","1","30000","2","20"
"1219001","3","0","0","0","1","30000","2","15"
"1220001","3","0","0","0","1","30000","2","15"
"1221001","3","0","0","0","1","30000","2","15"
"1222001","2","0","0","0","1","3000","2","20"
"1223001","1","0","0","0","1","3000","2","30"
"1224001","2","0","0","0","1","3000","2","15"
"1224002","3000","0","0","0","0","0","21","1224003"
"1224003","1","0","0","0","1","30000","2","20"
"1225001","2","0","0","0","1","3000","2","-10"
"1225002","3000","0","0","0","0","0","21","1225003"
"1225003","1","0","0","0","2","30000","2","-20"
"1227001","1","0","0","0","2","30000","2","-15"
"1227002","2","0","0","0","2","30000","2","-15"
"1228001","3","0","0","0","2","1500","2","-35"
"1229001","3","0","0","0","1","30000","2","20"
"1230001","2","0","0","0","1","3000","2","20"
"1230002","3000","0","0","0","0","0","21","1230003"
"1230003","1","0","0","0","1","30000","2","50"
"1232001","3","0","0","0","2","3000","2","-25"
"1234001","3","0","0","0","1","30000","2","25"
"1235001","3","0","0","0","1","30000","2","20"
"1236001","3","0","0","0","1","30000","2","20"
"1237001","3","0","0","0","1","30000","2","20"
"1238001","2","0","0","0","1","3000","2","25"
"1239001","1","0","0","0","1","3000","2","35"
"1240001","2","0","0","0","1","3000","2","20"
"1240002","3000","0","0","0","0","0","21","1240003"
"1240003","1","0","0","0","1","30000","2","25"
"1241001","2","0","0","0","1","3000","2","-10"
"1241002","3000","0","0","0","0","0","21","1241003"
"1241003","1","0","0","0","2","30000","2","-25"
"1242001","1","0","0","0","2","30000","2","-20"
"1242002","2","0","0","0","2","30000","2","-20"
"1244001","3","0","0","0","2","1500","2","-75"
"1246001","3","0","0","0","1","30000","2","20"
"1247001","3","0","0","0","1","30000","2","30"
"1247002","3000","0","0","0","0","0","21","1247003"
"1247003","1","0","0","0","1","3000","2","25"
"1248001","1","0","0","0","1","3000","2","75"
"1249001","3","0","0","0","2","1500","2","-90"
"2101001","2","0","0","0","1","30000","2","10"
"2102001","2","0","0","0","1","30000","2","10"
"2103001","2","0","0","0","2","3000","2","-15"
"2103002","3","0","0","0","2","3000","2","-15"
"2105001","3","0","0","0","2","3000","2","-25"
"2107001","3","0","0","0","1","30000","2","25"
"2108001","3","0","0","0","1","30000","2","10"
"2109001","3","0","0","0","1","30000","2","10"
"2110001","3","0","0","0","1","30000","2","10"
"2111001","2","0","0","0","1","3000","2","15"
"2112001","1","0","0","0","1","3000","2","25"
"2113001","2","0","0","0","1","3000","2","10"
"2113002","3000","0","0","0","0","0","21","2113003"
"2113003","1","0","0","0","1","30000","2","25"
"2114001","2","0","0","0","1","3000","2","-10"
"2114002","3000","0","0","0","1","0","21","2114003"
"2114003","1","0","0","0","2","30000","2","-25"
"2116001","1","0","0","0","2","30000","2","-10"
"2116002","2","0","0","0","2","30000","2","-10"
"2117001","3","0","0","0","2","1500","2","-50"
"3301001","300","0","0","0","0","0","21","3301002"
"3301002","2","0","0","20","0","30","20","1"
"3301101","1","0","0","100","2","1","1","0"
"3302001","1","0","0","40","2","1","1","0"
"3302002","1","0","0","60","2","1","1","0"
"3303001","1","0","0","12","2","1","1","0"
"3303002","1","0","0","28","2","1","1","0"
"3304001","1","0","0","40","2","1","1","0"
"3304002","1","0","0","100","2","1","1","0"
"3305001","200","0","0","0","0","0","21","3305011"
"3305002","200","0","0","0","0","0","21","3305012"
"3305003","200","0","0","0","0","0","21","3305013"
"3305004","200","0","0","0","0","0","21","3305014"
"3305005","200","0","0","0","0","0","21","3305015"
"3305006","200","0","0","0","0","0","21","3305016"
"3305011","2","0","30","15","0","26","20","1"
"3305012","2","0","15","8","0","29","20","1"
"3305013","2","0","0","0","0","30","20","1"
"3305014","2","0","-15","-8","0","29","20","1"
"3305015","2","0","-30","-15","0","26","20","1"
"3305016","1","0","0","0","1","180","10","30000"
"3305101","1","0","0","20","2","1","1","0"
"3402001","2","0","0","29","0","274","20","1"
"3402101","2000","0","0","0","3","0","11","500000"
"3403001","200","0","0","0","0","0","21","3403002"
"3403002","1","0","0","0","1","0","10","200000"
"4001001","0","0","0","0","3","0","4","0"
"4001002","0","0","0","0","3","0","1","99999"
"4002001","9","9","9","9","3","9","1","99999"
