409e326433c8f2db78920599a837f6cfccfc63ed6637065fccb9f516ffcaa069,24502e0ca6f52f7ffe2dc9d41a8882c8a31acbd3810116e33b5664211222bc37,ab3a2509dd1aaedec04fb1355cee34fbea95c6f68f66ab2a518e4946022b3546,944eb17abf3f3b7b11e0dfa89759eb1e0d4922974edc4fbe97d5793ec0aa04c1,938a26ccbada816d38ec9b436fd912f5d10eb53edfe77ca47adf412a61a38cd0,5a270c6481e072095237f8ef9a2c9884b95622a7e3cd182d7026c39b45681dcb,530ac5a511475944e27ce54ff9b8f01893145c89669d8f2b8ae012ae1bea2336,3d8ea995fe5246a4189d1db64482b2fb7e8c80c39c183756ff095b97394c9ba8,921da3490c213635a0bc75664f1c30d0610af1be66c8cb1e72eea3af0b044981,44738e5acf882dc7b115482bb361b0194fd3f48177bce6fbad921e2d09c1af8b,929138b02872da746dfe7f6e4273cfbbccfdfffd35bddb7afef00e8cd8319cb9,1c13f8c561fe748ed2ebba16b70398765db8d14947918e609f0c51889697e28a,3e972f96e5cded8bc43bcd14e7d718b32545f6ec87402e9b557c083d863a4abb,b08c2f715fdc07bbd70a98476fa5677842ebdad5366d3170a9915a40432ba941,8e515cbc4c05e11a057a8aa401979e288514dc6cf771d003469ea82146543c51,7940a5024c7fe0cb8002167ae7b4fd2f1b77470862104478dd552f15513f29d8,1a7fb00ae1ecad5cf802d4cbf2a41e53dc01d7041c8cfa834f3be8580de33ce0,d976d6558fa6598ce9e201840a5c1d6ea2e3f766398d9e9393d99efe588fb353,fcddac822d73813e683f6aaca103b1b85775d912446d44b61a0075dc82fae4f9,9faddef3d921efa34f54f261275ab9a1e3a15e303757455189959de43d529db2
"40","90006","0","30","11","0","20003","0","0","2","3100101","2","2","0","0","1001210","1","0","0","0"
"41","90006","0","1","1","0","20003","0","0","2","3100104","20","2","0","0","1002201","5","0","0","0"
"42","90006","0","3","2","0","20003","0","0","2","3100103","15","2","0","0","1002201","4","0","0","0"
"43","90006","0","10","4","0","20003","0","0","2","3100102","10","2","0","0","1002201","3","0","0","0"
"44","90006","0","30","11","0","20003","0","0","2","3100101","5","2","0","0","1002201","1","0","0","0"
"45","90006","0","1","1","0","20003","0","0","2","3100104","20","2","0","0","1002202","5","0","0","0"
"46","90006","0","3","2","0","20003","0","0","2","3100103","15","2","0","0","1002202","4","0","0","0"
"47","90006","0","10","4","0","20003","0","0","2","3100102","10","2","0","0","1002202","3","0","0","0"
"48","90006","0","30","11","0","20003","0","0","2","3100101","5","2","0","0","1002202","1","0","0","0"
"49","90006","0","1","1","0","20003","0","0","2","3100104","20","2","0","0","1002203","5","0","0","0"
"50","90006","0","3","2","0","20003","0","0","2","3100103","15","2","0","0","1002203","4","0","0","0"
"51","90006","0","10","4","0","20003","0","0","2","3100102","10","2","0","0","1002203","3","0","0","0"
"52","90006","0","30","11","0","20003","0","0","2","3100101","5","2","0","0","1002203","1","0","0","0"
"53","90006","0","1","1","0","20003","0","0","2","3100104","20","2","0","0","1002204","5","0","0","0"
"54","90006","0","3","2","0","20003","0","0","2","3100103","15","2","0","0","1002204","4","0","0","0"
"55","90006","0","10","4","0","20003","0","0","2","3100102","10","2","0","0","1002204","3","0","0","0"
"56","90006","0","30","11","0","20003","0","0","2","3100101","5","2","0","0","1002204","1","0","0","0"
"57","90006","0","1","1","0","20003","0","0","2","3100104","40","2","0","0","1002205","10","0","0","0"
"58","90006","0","3","2","0","20003","0","0","2","3100103","30","2","0","0","1002205","8","0","0","0"
"59","90006","0","10","4","0","20003","0","0","2","3100102","20","2","0","0","1002205","6","0","0","0"
"60","90006","0","30","11","0","20003","0","0","2","3100101","10","2","0","0","1002205","2","0","0","0"
"61","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1002206","4","0","0","0"
"62","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1002206","3","0","0","0"
"63","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1002206","2","0","0","0"
"64","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1002206","1","0","0","0"
"65","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1002207","4","0","0","0"
"66","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1002207","3","0","0","0"
"67","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1002207","2","0","0","0"
"68","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1002207","1","0","0","0"
"69","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1002208","4","0","0","0"
"70","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1002208","3","0","0","0"
"71","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1002208","2","0","0","0"
"72","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1002208","1","0","0","0"
"73","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1002209","4","0","0","0"
"74","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1002209","3","0","0","0"
"75","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1002209","2","0","0","0"
"76","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1002209","1","0","0","0"
"77","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1002210","4","0","0","0"
"78","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1002210","3","0","0","0"
"79","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1002210","2","0","0","0"
"80","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1002210","1","0","0","0"
"81","90006","0","1","1","0","20003","0","0","2","3100104","20","2","0","0","1003201","5","0","0","0"
"82","90006","0","3","2","0","20003","0","0","2","3100103","15","2","0","0","1003201","4","0","0","0"
"83","90006","0","10","4","0","20003","0","0","2","3100102","10","2","0","0","1003201","3","0","0","0"
"84","90006","0","30","11","0","20003","0","0","2","3100101","5","2","0","0","1003201","1","0","0","0"
"85","90006","0","1","1","0","20003","0","0","2","3100104","20","2","0","0","1003202","5","0","0","0"
"86","90006","0","3","2","0","20003","0","0","2","3100103","15","2","0","0","1003202","4","0","0","0"
"87","90006","0","10","4","0","20003","0","0","2","3100102","10","2","0","0","1003202","3","0","0","0"
"88","90006","0","30","11","0","20003","0","0","2","3100101","5","2","0","0","1003202","1","0","0","0"
"89","90006","0","1","1","0","20003","0","0","2","3100104","20","2","0","0","1003203","5","0","0","0"
"90","90006","0","3","2","0","20003","0","0","2","3100103","15","2","0","0","1003203","4","0","0","0"
"91","90006","0","10","4","0","20003","0","0","2","3100102","10","2","0","0","1003203","3","0","0","0"
"92","90006","0","30","11","0","20003","0","0","2","3100101","5","2","0","0","1003203","1","0","0","0"
"93","90006","0","1","1","0","20003","0","0","2","3100104","20","2","0","0","1003204","5","0","0","0"
"94","90006","0","3","2","0","20003","0","0","2","3100103","15","2","0","0","1003204","4","0","0","0"
"95","90006","0","10","4","0","20003","0","0","2","3100102","10","2","0","0","1003204","3","0","0","0"
"96","90006","0","30","11","0","20003","0","0","2","3100101","5","2","0","0","1003204","1","0","0","0"
"97","90006","0","1","1","0","20003","0","0","2","3100104","40","2","0","0","1003205","10","0","0","0"
"98","90006","0","3","2","0","20003","0","0","2","3100103","30","2","0","0","1003205","8","0","0","0"
"99","90006","0","10","4","0","20003","0","0","2","3100102","20","2","0","0","1003205","6","0","0","0"
"100","90006","0","30","11","0","20003","0","0","2","3100101","10","2","0","0","1003205","2","0","0","0"
"101","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1003206","4","0","0","0"
"102","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1003206","3","0","0","0"
"103","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1003206","2","0","0","0"
"104","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1003206","1","0","0","0"
"105","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1003207","4","0","0","0"
"106","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1003207","3","0","0","0"
"107","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1003207","2","0","0","0"
"108","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1003207","1","0","0","0"
"109","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1003208","4","0","0","0"
"110","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1003208","3","0","0","0"
"111","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1003208","2","0","0","0"
"112","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1003208","1","0","0","0"
"113","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1003209","4","0","0","0"
"114","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1003209","3","0","0","0"
"115","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1003209","2","0","0","0"
"116","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1003209","1","0","0","0"
"117","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1003210","4","0","0","0"
"118","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1003210","3","0","0","0"
"119","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1003210","2","0","0","0"
"120","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1003210","1","0","0","0"
"121","90006","0","1","1","0","20003","0","0","2","3100104","20","2","0","0","1004201","5","0","0","0"
"122","90006","0","3","2","0","20003","0","0","2","3100103","15","2","0","0","1004201","4","0","0","0"
"123","90006","0","10","4","0","20003","0","0","2","3100102","10","2","0","0","1004201","3","0","0","0"
"124","90006","0","30","11","0","20003","0","0","2","3100101","5","2","0","0","1004201","1","0","0","0"
"125","90006","0","1","1","0","20003","0","0","2","3100104","20","2","0","0","1004202","5","0","0","0"
"126","90006","0","3","2","0","20003","0","0","2","3100103","15","2","0","0","1004202","4","0","0","0"
"127","90006","0","10","4","0","20003","0","0","2","3100102","10","2","0","0","1004202","3","0","0","0"
"128","90006","0","30","11","0","20003","0","0","2","3100101","5","2","0","0","1004202","1","0","0","0"
"129","90006","0","1","1","0","20003","0","0","2","3100104","20","2","0","0","1004203","5","0","0","0"
"130","90006","0","3","2","0","20003","0","0","2","3100103","15","2","0","0","1004203","4","0","0","0"
"131","90006","0","10","4","0","20003","0","0","2","3100102","10","2","0","0","1004203","3","0","0","0"
"132","90006","0","30","11","0","20003","0","0","2","3100101","5","2","0","0","1004203","1","0","0","0"
"133","90006","0","1","1","0","20003","0","0","2","3100104","20","2","0","0","1004204","5","0","0","0"
"134","90006","0","3","2","0","20003","0","0","2","3100103","15","2","0","0","1004204","4","0","0","0"
"135","90006","0","10","4","0","20003","0","0","2","3100102","10","2","0","0","1004204","3","0","0","0"
"136","90006","0","30","11","0","20003","0","0","2","3100101","5","2","0","0","1004204","1","0","0","0"
"137","90006","0","1","1","0","20003","0","0","2","3100104","40","2","0","0","1004205","10","0","0","0"
"138","90006","0","3","2","0","20003","0","0","2","3100103","30","2","0","0","1004205","8","0","0","0"
"139","90006","0","10","4","0","20003","0","0","2","3100102","20","2","0","0","1004205","6","0","0","0"
"140","90006","0","30","11","0","20003","0","0","2","3100101","10","2","0","0","1004205","2","0","0","0"
"141","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1004206","4","0","0","0"
"142","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1004206","3","0","0","0"
"143","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1004206","2","0","0","0"
"144","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1004206","1","0","0","0"
"145","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1004207","4","0","0","0"
"146","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1004207","3","0","0","0"
"147","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1004207","2","0","0","0"
"148","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1004207","1","0","0","0"
"149","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1004208","4","0","0","0"
"150","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1004208","3","0","0","0"
"151","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1004208","2","0","0","0"
"152","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1004208","1","0","0","0"
"153","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1004209","4","0","0","0"
"154","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1004209","3","0","0","0"
"155","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1004209","2","0","0","0"
"156","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1004209","1","0","0","0"
"157","90006","0","1","1","0","20003","0","0","2","3100104","10","2","0","0","1004210","4","0","0","0"
"158","90006","0","3","2","0","20003","0","0","2","3100103","8","2","0","0","1004210","3","0","0","0"
"159","90006","0","10","4","0","20003","0","0","2","3100102","6","2","0","0","1004210","2","0","0","0"
"160","90006","0","30","11","0","20003","0","0","2","3100101","4","2","0","0","1004210","1","0","0","0"
