567257d991162c1134b7270192ddefe9f2fecfd79cb471a57b6a0460e4e7e5bd,3fc0b2857b5fb74b2172a2a3a9eeac0fd01b0ea2241b5967d080bb87d4201a33,6cd92dda5326dd2eba7ec147f4a6ed7b89732a89d93939311d92c445400f7582,be951f48a2083f045ad2f898bb460c83f0ef04f197f8e10bcdc808382010d7da,9ed921589a907b5bc2243846ec87751783f95b96d66d76d9d9262e00de5547fb,7c20b4517e702bdbfa859f7800f2f4fc3a7057d017b704896aac99f6838b9bbe,260bd0b24f322b389f5e8022c5d6d85fe29210dad6a88b66814f4ef34c19a995,c0d640abe36360e09a3272064e1251292e34370646d41246f3b39b0cf16a2365,79c385cc7916de8c6ab3db1f15c2318b25899f586c84b8bc4bc374db5d2f43e1,9bbf7ccfa02d0191debffa7ee0c49e6aafb9b5fce89b7d4b77f596aac926cbc9,d004cdbe8d69a70b07cbeec869c5d7bd898b144e2f337cebeec6f29140535aa7,3a14afbe02f6fafbf170c574838d82fcce37235b71a6de94c6a7a1571785712c
"415","0","49","0","245","5154062","1","515406249","1.5","9","0","0"
"0","2.5","50","0","0","5154062","4","515406250","0","0","1","0"
"0","0","51","vo_abd","0","5154062","2","515406251","0","0","0","vo_abd_0110"
"35","0","52","0","0","5154062","1","515406252","0.2","10","0","0"
"0","0.6","53","0","0","5154062","4","515406253","0","0","1","0"
"400","0","54","0","35","5154062","1","515406254","1.3","10","0","0"
"0","2.3","55","0","0","5154062","4","515406255","0","0","1","0"
"0","0","56","vo_abd","0","5154062","2","515406256","0","0","0","vo_abd_0111"
"60","0","57","0","0","5154062","1","515406257","0.3","11","0","0"
"0","1.2","58","0","0","5154062","4","515406258","0","0","1","0"
"315","0","59","0","60","5154062","1","515406259","1","11","0","0"
"0","0.8","1","0","0","5154063","4","515406301","0","0","1","0"
"0","0","2","vo_abd","0","5154063","2","515406302","0","0","0","vo_abd_0201"
"350","0","3","0","0","5154063","1","515406303","1.5","1","0","0"
"0","2.25","4","0","0","5154063","4","515406304","0","0","1","0"
"0","0","5","vo_abd","0","5154063","2","515406305","0","0","0","vo_abd_0202"
"350","0","6","0","0","5154063","1","515406306","1.8","2","0","0"
"0","3","7","0","0","5154063","4","515406307","0","0","1","0"
"0","0","8","vo_abd","0","5154063","2","515406308","0","0","0","vo_abd_0203"
"315","0","9","0","0","5154063","1","515406309","1.5","3","0","0"
"0","1.8","10","0","0","5154063","4","515406310","0","0","1","0"
"0","0","11","vo_abd","0","5154063","2","515406311","0","0","0","vo_abd_0204"
"300","0","12","0","0","5154063","1","515406312","1.3","4","0","0"
"0","2.5","13","0","0","5154063","4","515406313","0","0","1","0"
"0","0","14","vo_abd","0","5154063","2","515406314","0","0","0","vo_abd_0205"
"360","0","15","0","0","5154063","1","515406315","1.5","5","0","0"
"0","2","16","0","0","5154063","4","515406316","0","0","1","0"
"0","0","17","vo_abd","0","5154063","2","515406317","0","0","0","vo_abd_0206"
"310","0","18","0","0","5154063","1","515406318","1.8","6","0","0"
"0","3","19","0","0","5154063","4","515406319","0","0","1","0"
"0","0","20","vo_abd","0","5154063","2","515406320","0","0","0","vo_abd_0207"
"245","0","21","0","0","5154063","1","515406321","1.2","8","0","0"
"0","1.6","22","0","0","5154063","4","515406322","0","0","1","0"
"400","0","23","0","245","5154063","1","515406323","0.45","8","0","0"
"0","0.45","24","0","0","5154063","4","515406324","0","0","1","0"
"0","0","25","vo_abd","0","5154063","2","515406325","0","0","0","vo_abd_0208"
"300","0","26","0","0","5154063","1","515406326","1.1","9","0","0"
"0","1.6","27","0","0","5154063","4","515406327","0","0","1","0"
"0","0","28","vo_abd","0","5154063","2","515406328","0","0","0","vo_abd_0209"
"280","0","29","0","0","5154063","1","515406329","0.5","10","0","0"
"0","0.5","30","0","0","5154063","4","515406330","0","0","1","0"
"0","0","31","vo_abd","0","5154063","2","515406331","0","0","0","vo_abd_0210"
"360","0","32","0","0","5154063","1","515406332","1","11","0","0"
"0","0.8","1","0","0","5154064","4","515406401","0","0","1","0"
"0","0","2","vo_abd","0","5154064","2","515406402","0","0","0","vo_abd_0301"
"330","0","3","0","0","5154064","1","515406403","2","1","0","0"
"0","2.8","4","0","0","5154064","4","515406404","0","0","1","0"
"0","0","5","vo_abd","0","5154064","2","515406405","0","0","0","vo_abd_0302"
"400","0","6","0","0","5154064","1","515406406","2","2","0","0"
"0","3.5","7","0","0","5154064","4","515406407","0","0","1","0"
"0","0","8","vo_abd","0","5154064","2","515406408","0","0","0","vo_abd_0303"
"425","0","9","0","0","5154064","1","515406409","2.8","3","0","0"
"0","3.5","10","0","0","5154064","4","515406410","0","0","1","0"
"0","0","11","vo_abd","0","5154064","2","515406411","0","0","0","vo_abd_0304"
"450","0","12","0","0","5154064","1","515406412","3","4","0","0"
"0","4","13","0","0","5154064","4","515406413","0","0","1","0"
"0","0","14","vo_abd","0","5154064","2","515406414","0","0","0","vo_abd_0305"
"35","0","15","0","0","5154064","1","515406415","0.2","5","0","0"
"0","1.05","16","0","0","5154064","4","515406416","0","0","1","0"
"420","0","17","0","45","5154064","1","515406417","2","5","0","0"
"0","3.5","18","0","0","5154064","4","515406418","0","0","1","0"
"0","0","19","vo_abd","0","5154064","2","515406419","0","0","0","vo_abd_0306"
"175","0","20","0","0","5154064","1","515406420","1","6","0","0"
"0","1.7","21","0","0","5154064","4","515406421","0","0","1","0"
"260","0","22","0","175","5154064","1","515406422","1","6","0","0"
"0","2.8","23","0","0","5154064","4","515406423","0","0","1","0"
"400","0","24","0","260","5154064","1","515406424","0.8","6","0","0"
"0","0.96","25","0","0","5154064","4","515406425","0","0","1","0"
"0","0","26","vo_abd","0","5154064","2","515406426","0","0","0","vo_abd_0307"
"245","0","27","0","0","5154064","1","515406427","1.5","7","0","0"
"0","1.7","28","0","0","5154064","4","515406428","0","0","1","0"
"400","0","29","0","245","5154064","1","515406429","0.8","7","0","0"
"0","2","30","0","0","5154064","4","515406430","0","0","1","0"
"0","0","31","vo_abd","0","5154064","2","515406431","0","0","0","vo_abd_0308"
"208","0","32","0","0","5154064","1","515406432","1","8","0","0"
"0","2","33","0","0","5154064","4","515406433","0","0","1","0"
"270","0","34","0","208","5154064","1","515406434","0.3","8","0","0"
"0","1.5","35","0","0","5154064","4","515406435","0","0","1","0"
"400","0","36","0","275","5154064","1","515406436","0.8","8","0","0"
"0","2","37","0","0","5154064","4","515406437","0","0","1","0"
"0","0","38","vo_abd","0","5154064","2","515406438","0","0","0","vo_abd_0309"
"300","0","39","0","0","5154064","1","515406439","2","9","0","0"
"0","2.65","40","0","0","5154064","4","515406440","0","0","1","0"
"425","0","41","0","300","5154064","1","515406441","1","9","0","0"
"0","2","42","0","0","5154064","4","515406442","0","0","1","0"
"0","0","43","vo_abd","0","5154064","2","515406443","0","0","0","vo_abd_0310"
"375","0","44","0","0","5154064","1","515406444","2.5","10","0","0"
"0","4","45","0","0","5154064","4","515406445","0","0","1","0"
"0","0","46","vo_abd","0","5154064","2","515406446","0","0","0","vo_abd_0311"
"165","0","47","0","0","5154064","1","515406447","1.2","11","0","0"
"0","2","48","0","0","5154064","4","515406448","0","0","1","0"
"295","0","49","0","165","5154064","1","515406449","1","11","0","0"
"0","2.5","50","0","0","5154064","4","515406450","0","0","1","0"
"400","0","51","0","295","5154064","1","515406451","0.5","11","0","0"
"0","0.8","1","0","0","5154065","4","515406501","0","0","1","0"
"0","0","2","vo_abd","0","5154065","2","515406502","0","0","0","vo_abd_0401"
"400","0","3","0","0","5154065","1","515406503","2","1","0","0"
"0","3.2","4","0","0","5154065","4","515406504","0","0","1","0"
"0","0","5","vo_abd","0","5154065","2","515406505","0","0","0","vo_abd_0402"
"400","0","6","0","0","5154065","1","515406506","2","2","0","0"
"0","3.7","7","0","0","5154065","4","515406507","0","0","1","0"
"0","0","8","vo_abd","0","5154065","2","515406508","0","0","0","vo_abd_0403"
"400","0","9","0","0","5154065","1","515406509","2","3","0","0"
"0","3","10","0","0","5154065","4","515406510","0","0","1","0"
"0","0","11","vo_abd","0","5154065","2","515406511","0","0","0","vo_abd_0404"
"155","0","12","0","0","5154065","1","515406512","1","4","0","0"
"0","1.15","13","0","0","5154065","4","515406513","0","0","1","0"
"425","0","14","0","155","5154065","1","515406514","1","4","0","0"
"0","2.5","15","0","0","5154065","4","515406515","0","0","1","0"
"0","0","16","vo_abd","0","5154065","2","515406516","0","0","0","vo_abd_0405"
"450","0","17","0","0","5154065","1","515406517","2.4","5","0","0"
"0","2.9","18","0","0","5154065","4","515406518","0","0","1","0"
"0","0","19","vo_abd","0","5154065","2","515406519","0","0","0","vo_abd_0407"
"300","0","20","0","0","5154065","1","515406520","1","6","0","0"
"0","1.5","21","0","0","5154065","4","515406521","0","0","1","0"
"0","0","22","vo_abd","0","5154065","2","515406522","0","0","0","vo_abd_0408"
"250","0","23","0","0","5154065","1","515406523","1","7","0","0"
"0","1","24","0","0","5154065","4","515406524","0","0","1","0"
"0","0","25","vo_abd","0","5154065","2","515406525","0","0","0","vo_abd_0409"
"250","0","26","0","0","5154065","1","515406526","1","8","0","0"
"0","2","27","0","0","5154065","4","515406527","0","0","1","0"
"0","0","28","vo_abd","0","5154065","2","515406528","0","0","0","vo_abd_0410"
"50","0","29","0","0","5154065","1","515406529","0.2","9","0","0"
"0","0.7","30","0","0","5154065","4","515406530","0","0","1","0"
"280","0","31","0","50","5154065","1","515406531","1.5","9","0","0"
"0","2.5","32","0","0","5154065","4","515406532","0","0","1","0"
"0","0","33","vo_abd","0","5154065","2","515406533","0","0","0","vo_abd_0411"
"35","0","34","0","0","5154065","1","515406534","0.2","10","0","0"
"0","1.08","35","0","0","5154065","4","515406535","0","0","1","0"
"107","0","36","0","35","5154065","1","515406536","0.3","10","0","0"
"0","0.9","37","0","0","5154065","4","515406537","0","0","1","0"
"425","0","38","0","107","5154065","1","515406538","1.5","10","0","0"
