003726fbd2d4319d3eb0592e14bd33958b20885fdebf53ff0ace29811becccd5,79eddc2d3a8c82c7d9300255c2c22582c894930c7a69e5371511f2c874d92b33,78e00e6083d562a7bd94696d47eae069b4281b9bfe7041a8ae0a3a3020306045,0870e82eb0da22076807f051ae84b48d9748c48d195d1cb18ffff6cf71d07fa8,72b832c25f69b10868ccc71401aa3f032bf894ccb4a372485d1698f750ffd80c,5adf0d846f7ff35ceed217c7c37ef504fabf546cc6c93c5b2afa5ee0b8f63ee1,24591f4598e95d0b01f2c98f9287299264dcad2c3c6db71b167fde6f8bfd2dd8,57af4ef19f7421bd6f8c77e2e97700e22c5882fa5ce94bd457215867d00b220e,a1b9b59610cecae85b596a455413d3d9e3bfbd413a48b419f025f2d72b0604fd,8dad42598858683c6cdeabddb8055dab710934e2568105f9d7b04ad479b2a437,42e140681ba8afa5dc15504f31b610e7ea034e6f8b04d13e255073a559a18870
"10","2","42","91002","77","2","8","284001077","25014","25021","224"
"10","2","42","91002","78","2","8","284001078","25014","25021","228"
"10","2","43","91002","79","2","8","284001079","25014","25021","232"
"30","2","43","91002","80","2","8","284001080","25014","25021","236"
"10","2","44","91002","81","2","8","284001081","25014","25021","240"
"10","2","44","91002","82","2","8","284001082","25014","25021","244"
"10","2","45","91002","83","2","8","284001083","25014","25021","248"
"10","2","45","91002","84","2","8","284001084","25014","25021","252"
"10","2","46","91002","85","2","8","284001085","25014","25021","256"
"10","2","46","91002","86","2","8","284001086","25014","25021","260"
"10","2","47","91002","87","2","8","284001087","25014","25021","264"
"10","2","47","91002","88","2","8","284001088","25014","25021","268"
"10","2","48","91002","89","2","8","284001089","25014","25021","272"
"30","2","48","91002","90","2","8","284001090","25014","25021","276"
"10","2","49","91002","91","2","8","284001091","25014","25021","280"
"10","2","49","91002","92","2","8","284001092","25014","25021","284"
"10","2","50","91002","93","2","8","284001093","25014","25021","288"
"10","2","50","91002","94","2","8","284001094","25014","25021","292"
"10","2","51","91002","95","2","8","284001095","25014","25021","296"
"10","2","51","91002","96","2","8","284001096","25014","25021","300"
"10","2","52","91002","97","2","8","284001097","25014","25021","304"
"10","2","52","91002","98","2","8","284001098","25014","25021","308"
"10","2","53","91002","99","2","8","284001099","25014","25021","312"
"30","2","53","91002","100","2","8","284001100","25014","25021","316"
