d2ab613b5099901daa80eba2038c6e9897215e5344099b929706f0fde4fd6b04,e9f234b120e30b230535a829d20abbd6ff327e04da7da056f8ccad70c82aa0a6,8f4e7ae2b100b2dccfce4c91b738553b064553c0ac3f6780ae0d58df6b00bb87,4dbbf83842b02a6a67d56514a65817f071f331c7fa4aae59d04e6beb9a915233,b37563308d468dae1ba92f7b52a35dff9c32175d5a6d773a3e1ce4df7a983ec2,396ad63f906dfd7ca5e57d4150a79a97a8847a670f4230baa7ac10c407587f76,5af05ea520537a20b350f9d8f6e486e086391c72e8b2301d1c00a0aca0f0676d,e2521a230793261d5b31e0e94cc557eca7b1eebacbac43da6124ddd11b9b40f3,b90caa0e2fa5c9622c5e653a3c89167c762dd9a60af2360ea68072a450d40bef,92d7040c0bd301cffca9665c32f206f9e3e163e1b1f66158870d34faa27c803c,c0395558c8654e9ee1b21fe0d9c89a65e1afa914eff5d1d19590e08c8642f924,d4b6ac55ebf7ceac62b0a3a8e890cb0e0806ce684c47c26e8a595de06cf88d73,17bf12296c173b366724df440ac588683b4920998b9a64f767727c1d1cb2e9fe,b22d39ad7bdcf317514cab38a4c4047f2521eb8ac3ee73526cecfc621ca671c0,b89baf13bc79cd8bf58f208dd4439b8f21506d9c7cb73f07c7490354edeabde4,37bf977de1c5a5861ece932dae92d47365b476bc3d9ac69dcc16e9a50e4ff1ef,b558b211b2c4b2e76462c51e9d5035d27511c45c1c2f963814a88938eb2a5e8c,e9805e0f83852d8cdca04cea4615777b6ce1a50d9ce487e55ce1231d03b972bb,cf5ab7be6fa5245259596d1a1395ea8272a6047c5634e8c8f5be045e777e0e6b,f63db09ea8c3f5893df3187ccd2242dce084fce3446e588c95172acceb90bb54,5e55f84ff5c32495c2cae70164114ec6ceca95d3047a95d987b801b7cb604334
"0","1200","0","300","SpeedTerritoryA_NoColl","NONE","0","0","EnemyB","2200","3750","NONE","0","1012","2850","NONE","NONE","NONE","JumpBoard","Balloon","SpeedTerritoryA_NoColl"
"0","1400","0","900","AccelBoardA","NONE","0","0","TrapA","2100","3300","NONE","0","1013","2600","NONE","NONE","NONE","EnemyH","SpeedTerritoryA","TrapA"
"3000","1400","0","400","SpeedTerritoryA","NONE","0","0","JumpOverTrap","1800","2600","JumpOverEnemyB","3500","1014","2200","AccelBoardA","NONE","NONE","JumpOverEnemyB","WholeCake","TrapA"
"0","1100","0","600","EnemyA_NoColl","NONE","0","0","EnemyC","1900","3700","NONE","0","1015","2500","NONE","NONE","NONE","TrapA_NoCall","Balloon","SpeedTerritoryA_NoColl"
"0","1400","0","600","EnemyB","NONE","0","0","NONE","2300","0","NONE","0","1016","3300","NONE","NONE","NONE","TrapA","AccelBoardA","AccelBoardA"
"0","1200","0","400","EnemyB","NONE","0","0","TrapA","1600","3300","NONE","0","1017","2500","NONE","NONE","NONE","AccelBoardA","AccelBoardA","WholeCake"
"2900","900","0","600","TrapA","NONE","0","0","EnemyA_NoColl","1100","2400","NONE","0","1018","1900","EnemyB_NoColl","NONE","NONE","EnemyB_NoColl","TrapA","Balloon"
"3800","1200","0","500","TrapA","NONE","0","0","AccelBoardA","2000","3000","NONE","0","1019","2500","TrapA","NONE","NONE","EnemyA","TrapA","TrapA"
"3100","900","0","400","JumpBoard","NONE","0","0","TrapA","1900","2700","EnemyH","3700","1020","2300","EnemyH","NONE","NONE","TrapA","AccelBoardA","TrapA"
"0","700","0","400","Balloon","NONE","0","0","AccelBoardA","1550","3400","NONE","0","1021","2400","NONE","NONE","NONE","TrapA_NoCall","EnemyB","EnemyA_NoColl"
"0","1200","0","800","TrapA","NONE","0","0","SpeedTerritoryA","1800","3400","NONE","0","1022","2500","NONE","NONE","NONE","AccelBoardA","EnemyC","TrapA"
"3500","1000","0","500","TrapA","NONE","0","0","TrapA","1500","3000","NONE","0","1023","2000","TrapA","NONE","NONE","WholeCake","EnemyD","JumpOverEnemyC"
"3200","600","0","400","Balloon","NONE","0","0","EnemyB_NoColl","1300","2300","JumpOverEnemyC","3700","1024","1800","TrapA","NONE","NONE","SpeedTerritoryA_NoColl","EnemyC","EnemyA_NoColl"
"0","1300","0","900","AccelBoardA","NONE","0","0","AccelBoardA","2000","3400","NONE","0","1025","2700","NONE","NONE","NONE","AccelBoardA","EnemyB","AccelBoardA"
"0","800","0","400","AccelBoardA","NONE","0","0","NONE","1500","0","NONE","0","1026","2500","NONE","NONE","NONE","JumpBoard","EnemyB","WholeCake"
"3100","630","0","400","TrapA","NONE","0","0","EnemyA_NoColl","700","2600","NONE","0","1027","1700","JumpBoard","NONE","NONE","EnemyB_NoColl","SpeedTerritoryA","Balloon"
"0","1400","0","600","AccelBoardA","NONE","0","0","AccelBoardA","2300","3200","NONE","0","1028","2700","NONE","NONE","NONE","TrapA","SpeedTerritoryA","EnemyH"
"0","1000","0","500","TrapA","NONE","0","0","NONE","1700","0","NONE","0","1029","2500","NONE","NONE","NONE","WarpGateA","EnemyD","SpeedTerritoryA"
"3500","1500","0","500","AccelBoardA","NONE","0","0","TrapA","2000","2800","NONE","0","1030","2500","SpeedTerritoryA","NONE","NONE","TrapA","WholeCake","AccelBoardA"
"3500","1200","0","350","SpeedTerritoryA_NoColl","NONE","0","0","EnemyH","2200","3200","NONE","0","1031","2900","AccelBoardA","NONE","NONE","TrapA","Balloon","SpeedTerritoryA_NoColl"
"0","1500","0","700","EnemyA","NONE","0","0","NONE","3000","0","NONE","0","1032","0","NONE","NONE","NONE","NONE","AccelBoardA","EnemyA"
"0","1400","0","700","AccelBoardA","NONE","0","0","NONE","2200","0","NONE","0","1033","3100","NONE","NONE","NONE","SpeedTerritoryA","TrapA","EnemyA"
"3500","1000","0","500","JumpOverTrap","NONE","0","0","JumpOverEnemyA","2000","3000","NONE","0","1034","2500","SpeedTerritoryB","NONE","NONE","JumpOverEnemyD","TrapA","JumpOverEnemyC"
"2700","800","0","400","EnemyD","NONE","0","0","EnemyB_NoColl","1200","2300","EnemyB_NoColl","3100","1035","1500","TrapA_NoCall","NONE","NONE","Balloon","JumpOverTrap","TrapA"
"0","1200","0","500","SpeedTerritoryA","NONE","0","0","NONE","2700","0","NONE","0","1036","0","NONE","NONE","NONE","NONE","AccelBoardA","TrapA"
"0","1000","0","500","AccelBoardA","NONE","0","0","NONE","2000","0","NONE","0","1037","3000","NONE","NONE","NONE","AccelBoardA","EnemyH","TrapA"
"3500","1000","0","500","WholeCake","NONE","0","0","AccelBoardA","2200","3000","NONE","0","1038","2700","AccelBoardA","NONE","NONE","EnemyB","SpeedTerritoryB","AccelBoardA"
"0","1700","0","800","TrapA","NONE","0","0","NONE","2500","3100","NONE","0","1039","2400","NONE","NONE","NONE","NONE","SpeedTerritoryA","WarpGateA"
"0","1000","0","500","EnemyD","NONE","0","0","WarpGateA","1400","2500","NONE","0","1040","1800","NONE","NONE","NONE","JumpOverEnemyA","EnemyB","JumpOverEnemyA"
"0","1500","0","1000","TrapA","NONE","0","0","AccelBoardA","2000","3300","NONE","0","1041","2800","NONE","NONE","NONE","EnemyD","TrapA","AccelBoardA"
"3300","900","0","500","TrapA","NONE","0","0","JumpOverEnemyA","1300","2700","NONE","0","1042","1800","AccelBoardA","NONE","NONE","WholeCake","TrapA","AccelBoardA"
"0","1100","0","500","EnemyC","NONE","0","0","TrapA","1500","2700","NONE","0","1043","2200","NONE","NONE","NONE","EnemyD","AccelBoardA","AccelBoardA"
"0","1400","0","500","EnemyC","NONE","0","0","NONE","2300","0","NONE","0","1044","3300","NONE","NONE","NONE","SpeedTerritoryB","AccelBoardA","JumpBoard"
"0","1900","0","1280","AccelBoardA","NONE","0","0","NONE","2300","0","NONE","0","1045","2700","NONE","NONE","NONE","AccelBoardA","EnemyB","AccelBoardA"
"0","900","0","400","AccelBoardA","NONE","0","0","JumpBoard","1300","2500","NONE","0","1046","2000","NONE","NONE","NONE","EnemyB","AccelBoardA","AccelBoardA"
"0","1500","0","700","AccelBoardA","NONE","0","0","NONE","2400","0","NONE","0","1047","0","NONE","NONE","NONE","NONE","SpeedTerritoryB","WarpGateA"
"0","1600","0","550","AccelBoardA","NONE","0","0","NONE","2500","0","NONE","0","1048","3100","NONE","NONE","NONE","TrapA","EnemyH","TrapA"
"3500","1000","0","500","WholeCake","NONE","0","0","TrapA","2000","3000","NONE","0","1049","2500","TrapA","NONE","NONE","JumpOverTrap","SpeedTerritoryB","AccelBoardA"
"3600","1200","0","600","JumpOverTrap","NONE","0","0","JumpOverTrap","1800","3000","NONE","0","1050","2400","JumpOverTrap","NONE","NONE","JumpOverTrap","JumpOverTrap","JumpOverTrap"
"0","1300","0","500","JumpBoard","NONE","0","0","NONE","2200","0","NONE","0","1051","3000","NONE","NONE","NONE","JumpBoard","JumpBoard","JumpBoard"
"0","1200","0","300","JumpBoard","NONE","0","0","NONE","2100","0","NONE","0","1052","3500","NONE","NONE","NONE","SpeedTerritoryA","JumpBoard","JumpBoard"
"3600","1200","0","600","JumpOverTrap","NONE","0","0","TrapA","1800","3000","NONE","0","1053","2400","TrapA","NONE","NONE","TrapA","JumpOverTrap","JumpOverTrap"
"0","0","0","500","NONE","NONE","0","0","NONE","0","0","NONE","0","1054","0","NONE","NONE","NONE","NONE","JumpBoard","NONE"
"0","1200","0","300","JumpBoard","NONE","0","0","NONE","2100","0","NONE","0","1055","3500","NONE","NONE","NONE","EnemyB","JumpBoard","JumpBoard"
"3600","1200","0","600","JumpOverTrap","NONE","0","0","JumpOverTrap","1800","3000","NONE","0","1056","2400","TrapA","NONE","NONE","JumpOverTrap","JumpOverTrap","JumpOverTrap"
"0","1500","0","500","JumpBoard","NONE","0","0","NONE","2500","0","NONE","0","1057","0","NONE","NONE","NONE","NONE","JumpBoard","JumpBoard"
"0","1200","0","300","JumpBoard","NONE","0","0","NONE","2100","0","NONE","0","1058","3500","NONE","NONE","NONE","EnemyD","JumpBoard","JumpBoard"
"3600","1200","0","600","JumpOverTrap","NONE","0","0","TrapA","1800","3000","NONE","0","1059","2400","TrapA","NONE","NONE","JumpOverTrap","JumpOverTrap","JumpOverTrap"
"0","2500","0","1300","JumpBoard","NONE","0","0","NONE","0","0","NONE","0","1060","0","NONE","NONE","NONE","NONE","JumpBoard","NONE"
"0","1200","0","300","JumpBoard","NONE","0","0","NONE","2100","0","NONE","0","1061","3500","NONE","NONE","NONE","JumpOverEnemyB","JumpBoard","JumpBoard"
"0","1200","0","500","TrapA","NONE","0","0","JumpOverTrap","1800","3300","NONE","0","1062","2600","NONE","NONE","NONE","JumpOverTrap","EnemyH","AccelBoardA"
"0","2300","0","700","SpeedTerritoryB","NONE","0","0","NONE","3300","0","NONE","0","1063","0","NONE","NONE","NONE","NONE","JumpBoard","AccelBoardA"
"2800","1200","0","600","Onigiri","NONE","0","0","StoneFlyingItem","1600","2400","StoneFlyingItem","3200","1064","2000","EnemyI","NONE","NONE","EnemyB","SpeedTerritoryB","StoneFlyingItem"
"2400","800","0","400","TrapA","EnemyI","3200","3600","StoneFlyingItem","1200","2000","StoneFlyingItem","2800","1065","1600","EnemyA","EnemyI","NONE","EnemyB","EnemyH","Onigiri"
"2800","800","0","400","EnemyA_NoColl","NONE","3600","0","EnemyB","1600","2400","EnemyI","3200","1066","2000","EnemyD","EnemyI","NONE","Onigiri","JumpBoard","EnemyI"
"3200","1100","0","400","AccelBoardA","NONE","0","0","Onigiri","1800","2800","EnemyA","3600","1067","2400","EnemyB","NONE","NONE","SpeedTerritoryA","AccelBoardA","AccelBoardA"
"0","1300","0","300","WholeCake","NONE","0","0","NONE","2000","0","NONE","0","1068","2700","NONE","NONE","NONE","Onigiri","WholeCake","WholeCake"
"0","1200","0","300","WholeCake","NONE","0","0","NONE","2200","0","NONE","0","1069","3200","NONE","NONE","NONE","WholeCake","WholeCake","WholeCake"
"0","1150","0","300","WholeCake","NONE","0","0","NONE","1850","0","NONE","0","1070","2550","NONE","NONE","NONE","Onigiri","WholeCake","WholeCake"
"0","1000","0","300","WholeCake","NONE","0","0","NONE","1700","0","NONE","0","1071","2400","NONE","NONE","NONE","Onigiri","WholeCake","WholeCake"
"0","800","0","400","SpeedTerritoryB","NONE","0","0","NONE","1200","0","NONE","0","1072","1600","NONE","NONE","NONE","WholeCake","TrapA","EnemyA"
"0","800","0","400","SpeedTerritoryB","NONE","0","0","NONE","1200","0","NONE","0","1073","1600","NONE","NONE","NONE","Balloon","TrapA","EnemyC"
"0","800","0","400","SpeedTerritoryB","NONE","0","0","NONE","1200","0","NONE","0","1074","1600","NONE","NONE","NONE","JumpBoard","TrapA","EnemyD"
"0","800","0","400","SpeedTerritoryB","NONE","0","0","NONE","1200","0","NONE","0","1075","1600","NONE","NONE","NONE","Onigiri","TrapA","EnemyH"
"3000","800","0","400","JumpOverEnemyC","NONE","0","0","EnemyB","1200","2400","EnemyI","3600","1076","1800","StoneFlyingItem","NONE","NONE","Onigiri","EnemyH","EnemyB"
"3200","800","0","400","WholeCake","NONE","0","0","EnemyD","1600","2600","EnemyI","3600","1077","2000","EnemyB","NONE","NONE","Onigiri","SpeedTerritoryA","SpeedTerritoryA"
"3600","800","0","400","StoneFlyingItem","NONE","0","0","JumpOverTrap","1600","2800","NONE","3600","1078","2000","EnemyI","NONE","NONE","EnemyI","Surf","EnemyC"
"2400","800","0","400","JumpOverTrap","NONE","0","0","StoneFlyingItem","1200","2000","EnemyC","2800","1079","1600","StoneFlyingItem","NONE","NONE","Surf","TrapA","TrapA"
"2000","700","0","400","EnemyA_NoColl","EnemyC","2800","3200","EnemyD","1000","1600","EnemyC","2400","1080","1300","Surf","StoneFlyingItem","NONE","EnemyC","JumpBoard","TrapA_NoCall"
"2800","800","0","400","Surf","NONE","0","0","EnemyC","1200","2000","JumpOverTrap","3600","1081","1600","TrapA","NONE","NONE","EnemyC","EnemyA","StoneFlyingItem"
"3200","800","0","400","StoneFlyingItem","NONE","0","0","EnemyC","1600","2400","JumpOverTrap","3600","1082","2000","EnemyC","NONE","NONE","SurfB","SurfB","TrapA"
"2600","800","0","400","SurfB","NONE","3400","0","Surf","1100","2000","StoneFlyingItem","3000","1083","1800","EnemyD","EnemyI","NONE","EnemyC","SpeedTerritoryA","StoneFlyingItem"
"2800","800","0","300","EnemyB","NONE","0","0","SurfB","1500","2500","EnemyD","3600","1084","1800","EnemyI","NONE","NONE","EnemyD","Surf","StoneFlyingItem"
"2800","800","0","300","EnemyB","NONE","0","0","SurfB","1500","2500","EnemyD","3600","1085","1800","EnemyI","NONE","NONE","EnemyD","SurfB","JumpOverTrap"
"2800","800","0","300","EnemyB","NONE","0","0","SurfB","1500","2500","JumpOverTrap","3600","1086","1800","EnemyI","NONE","NONE","EnemyD","Surf","StoneFlyingItem"
"2800","800","0","300","EnemyB","NONE","0","0","SurfB","1500","2500","TrapA","3600","1087","1800","EnemyI","NONE","NONE","EnemyD","Surf","StoneFlyingItem"
"0","0","0","400","NONE","NONE","0","0","NONE","0","0","NONE","0","1088","0","NONE","NONE","NONE","NONE","Carpet500","NONE"
"3000","1000","0","500","EnemyC","NONE","0","0","AccelBoardA","1500","2600","JumpOverEnemyA","3500","1089","2100","JumpOverTrap","NONE","NONE","JumpOverTrap","EnemyA","TrapA"
"2800","900","0","400","SpeedTerritoryA","NONE","0","0","EnemyC","1500","2300","TrapA","3300","1090","1900","EnemyD","NONE","NONE","AccelBoardA","TrapA","JumpOverEnemyA"
"0","1500","0","500","TrapA","NONE","0","0","EnemyA","2200","3200","NONE","0","1091","2700","NONE","NONE","NONE","EnemyC","WholeCake","EnemyA"
"3300","1100","0","600","EnemyA","NONE","0","0","SpeedTerritoryA","1700","2600","NONE","0","1092","2200","TrapA","NONE","NONE","JumpOverEnemyA","JumpOverTrap","TrapA"
"3400","900","0","500","EnemyB","NONE","0","0","EnemyI","1500","3000","NONE","0","1093","2600","EnemyD","NONE","NONE","Onigiri","Surf","StoneFlyingItem"
"3400","800","0","400","JumpOverTrap","NONE","0","0","EnemyI","1300","2700","NONE","0","1094","2000","EnemyD","NONE","NONE","EnemyB","EnemyD","Onigiri"
"3300","1000","0","500","WholeCake","NONE","0","0","EnemyD","1900","2800","NONE","0","1095","2300","StoneFlyingItem","NONE","NONE","Onigiri","TrapA","SpeedTerritoryA"
"3500","900","0","400","JumpBoard","NONE","0","0","StoneFlyingItem","1800","3000","NONE","0","1096","2500","EnemyD","NONE","NONE","Onigiri","JumpOverEnemyA","EnemyC"
"3000","800","0","400","SpeedTerritoryA","NONE","0","0","AccelBoardA","1400","2200","EnemyA","3400","1097","1900","EnemyC","NONE","NONE","EnemyD","EnemyA","AccelBoardA"
"3000","900","0","500","AccelBoardA","NONE","0","0","EnemyD","1500","2400","TrapA","3300","1098","1900","EnemyC","NONE","NONE","TrapA","TrapA","EnemyC"
"3000","800","0","400","TrapA","NONE","0","0","EnemyA","1400","2500","NONE","0","1099","1900","EnemyC","NONE","NONE","AccelBoardA","EnemyC","EnemyD"
"3000","900","0","500","TrapA","NONE","0","0","EnemyH","1300","2300","EnemyC","3400","1100","1900","TrapA","NONE","NONE","SpeedTerritoryA","EnemyA","AccelBoardA"
"3300","1000","0","600","TrapA","NONE","0","0","EnemyC","1600","2700","NONE","0","1101","2100","TrapA","NONE","NONE","EnemyC","EnemyA","SpeedTerritoryA"
"2700","900","0","500","EnemyA","NONE","3400","0","EnemyD","1500","2300","EnemyA","3000","1102","1900","TrapA","EnemyC","NONE","EnemyC","TrapA","AccelBoardA"
"3300","1100","0","600","EnemyD","NONE","0","0","EnemyC","1500","2800","EnemyD","3600","1103","1900","SpeedTerritoryA","NONE","NONE","SpeedTerritoryA","EnemyC","TrapA"
"2600","1000","0","600","EnemyH","NONE","3300","0","AccelBoardA","1400","2200","SpeedTerritoryA","2900","1104","1800","EnemyA","EnemyD","NONE","EnemyA","TrapA","TrapA"
"2800","1000","0","500","JumpOverEnemyD","NONE","3500","0","EnemyH","1500","2400","EnemyH","3100","1105","1900","JumpOverEnemyC","EnemyA","NONE","EnemyA","JumpOverEnemyA","EnemyD"
"3100","900","0","500","EnemyA","NONE","0","0","JumpOverEnemyB","1500","2500","EnemyD","3500","1106","2000","EnemyH","NONE","NONE","EnemyH","JumpOverEnemyC","JumpOverEnemyB"
"3400","1200","0","600","JumpOverEnemyC","NONE","0","0","EnemyA","1800","2800","NONE","0","1107","2300","JumpOverEnemyB","NONE","NONE","JumpOverEnemyA","EnemyA","JumpOverEnemyC"
"3500","1000","0","500","EnemyH","NONE","0","0","EnemyA","1700","2900","NONE","0","1108","2400","EnemyC","NONE","NONE","JumpOverEnemyC","JumpOverEnemyB","JumpOverEnemyA"
"0","1000","0","700","StoneFlyingItem","NONE","0","0","EnemyI","1300","3000","NONE","0","8001","2000","NONE","NONE","NONE","EnemyI","SurfC","EnemyC"
"0","1000","0","700","EnemyA","NONE","0","0","EnemyI","1300","3000","NONE","0","8002","2000","NONE","NONE","NONE","EnemyA","SurfC","EnemyB"
"2500","1300","0","300","EnemyA","NONE","3100","0","JumpOverTrap","1600","2200","SpeedTerritoryB","2800","8003","1900","SpeedTerritoryA","AccelBoardA","NONE","TrapA","SurfB","JumpOverEnemyA"
"3200","1300","0","300","JumpBoard","NONE","0","0","WarpGateA","1600","2200","NONE","0","8004","1800","WholeCake","NONE","NONE","SpeedTerritoryA_NoColl","SurfB","EnemyA_NoColl"
"0","1300","0","300","Balloon","NONE","0","0","NONE","2000","0","NONE","0","8005","2400","NONE","NONE","NONE","SpeedTerritoryA_NoColl","SurfB","EnemyA_NoColl"
"1500","300","0","0","EnemyA","SurfB","2100","3000","JumpOverTrap","600","1200","SpeedTerritoryB","1800","8006","900","SpeedTerritoryA","AccelBoardA","NONE","TrapA","NONE","JumpOverEnemyA"
"2200","300","0","0","JumpBoard","NONE","0","0","WarpGateA","600","1200","SurfB","3000","8007","800","WholeCake","NONE","NONE","SpeedTerritoryA_NoColl","NONE","EnemyA_NoColl"
"0","300","0","0","Balloon","NONE","0","0","SurfB","1000","3000","NONE","0","8008","1300","NONE","NONE","NONE","SpeedTerritoryA_NoColl","NONE","EnemyA_NoColl"
"0","300","0","0","NONE","NONE","0","0","NONE","1000","3000","NONE","0","8009","1300","NONE","NONE","NONE","NONE","NONE","NONE"
"0","1000","0","500","AccelBoardA","NONE","0","0","NONE","2000","0","NONE","0","9990","3100","NONE","NONE","NONE","JumpBoard","AccelBoardA","WarpGateA"
"3000","800","0","500","TrapA","NONE","0","0","EnemyB","1300","2500","NONE","0","9991","2000","NONE","NONE","NONE","JumpOverEnemyB","AccelBoardA","TrapA"
"3300","1100","0","500","EnemyD","NONE","0","0","AccelBoardA","1400","2800","NONE","0","9992","2100","TrapA","NONE","NONE","EnemyB","AccelBoardA","JumpOverEnemyB"
"3300","1200","0","500","JumpOverEnemyA","NONE","0","0","EnemyC","2000","3000","EnemyA","3600","9993","2500","EnemyA","NONE","NONE","AccelBoardA","AccelBoardA","EnemyA"
"3000","1000","0","300","AccelBoardA","NONE","0","0","AccelBoardA","1500","2500","NONE","0","9994","2000","AccelBoardA","NONE","NONE","AccelBoardA","WholeCake","AccelBoardA"
"3000","900","0","500","EnemyB","NONE","0","0","JumpOverTrap","1400","2600","NONE","0","9995","1700","JumpOverEnemyA","NONE","NONE","SpeedTerritoryA","JumpOverEnemyA","JumpOverTrap"
"0","700","0","400","WarpGateA","NONE","0","0","NONE","1900","0","NONE","0","9996","2700","NONE","NONE","NONE","AccelBoardA","JumpOverEnemyB","AccelBoardA"
"0","700","0","400","StoneFlyingItem","NONE","0","0","StoneFlyingItem","1900","3600","NONE","0","9997","2700","NONE","NONE","NONE","StoneFlyingItem","Onigiri","EnemyA"
