7afebe6cdaa8fc657339604834bbe9bef03a55b7550222d74c86e4787f257379,3b05607bc05fe6f20362d0013d5384093df462455af6f5d36d6675ccb205742b,969d2a57a839d38e10ade3abd0fbb74b7333e0752933e0aeee3bb376b396480f,02f21f0bf670054882e187ff5438970904a0b059a276c9ad7e56e450acae2627,4b2903ade800ad36c5306dc1de69f556309a286871ffe047824701fa4f242b72,cb8679c96592876b79bbdad4efd5050f0c9cb9bf7808261993f607cef41a8942,d0fb9621ad29067c3f5b5eed0e228c19bfc4b12e64b7c11ee5a9e15e45e6d56c,e9fad9a0ea670acbb88c49b217d0a1b1e9e8235ca0c138ad0813545cb9007e6f,38c3a11ec9669d6306a2e4c8b03d7f903864af868da871dc660f57bff989d11e,3a41548a5996e71bde46be4b3e4a69648191445526eacf476d054406ced16b01,a5352f35b2cea327c9854c715f63925ddc2c28181e2d93ab96da253ffa69955a,814825d8784901b5d8983bf2c0df28391e29a1d10068ecd4e808d72ebc18e059,d9a3e81b5d884c5f4b4d2277afb412f5ef09ac57e5a1e8bde45b3c936edfd174
"5084","0","0","1,26","0","0","2023/07/18 15:00:00","2030/04/19 15:00:00","0","0","20042","2021/09/30 12:00:00","10076"
"6054","0","0","1","0","0","2023/08/18 15:00:00","2030/04/19 15:00:00","0","0","20043","2021/10/31 12:00:00","10078"
"6381","0","0","1,27","0","0","2023/09/19 15:00:00","2030/04/19 15:00:00","0","0","20044","2021/11/30 12:00:00","10080"
"2193","0","0","1,28","0","0","2023/10/16 15:00:00","2030/04/19 15:00:00","0","0","20045","2021/12/31 12:00:00","10082"
"8163","0","0","1","0","0","2023/11/16 15:00:00","2030/04/19 15:00:00","0","0","20046","2022/01/31 12:00:00","10084"
"8164","0","0","1,29","0","0","2023/11/16 15:00:00","2030/04/19 15:00:00","0","20046","20047","2022/02/07 12:00:00","10085"
"2201","0","0","1","0","0","2023/12/18 15:00:00","2030/04/19 15:00:00","0","0","20048","2022/02/28 12:00:00","10088"
"430","0","0","1","0","0","2024/01/17 15:00:00","2030/04/19 15:00:00","0","0","20049","2022/03/31 12:00:00","10090"
"351","0","0","1","0","0","2024/03/18 15:00:00","2030/04/19 15:00:00","0","0","20050","2022/04/30 12:00:00","10092"
"392","0","0","1,30","0","0","2024/04/18 15:00:00","2030/04/19 15:00:00","0","0","20051","2022/05/25 15:00:00","10094"
"3402","0","0","1,31","0","0","2024/06/17 15:00:00","2030/04/19 15:00:00","0","0","20052","2022/06/30 12:00:00","10096"
"8132","0","0","1,32","0","0","2024/07/16 15:00:00","2030/04/19 15:00:00","0","0","20053","2022/07/31 12:00:00","10098"
"6057","0","0","1","0","0","2024/08/16 15:00:00","2030/04/19 15:00:00","0","0","20054","2022/08/31 12:00:00","10100"
"5200","0","0","1,33","0","0","2024/09/17 15:00:00","2030/04/19 15:00:00","0","0","20055","2022/09/30 12:00:00","10102"
"3479","0","0","1","0","0","2024/10/16 15:00:00","2030/04/19 15:00:00","0","0","20056","2022/10/31 12:00:00","10104"
"5033","0","0","1,34","0","0","2024/11/16 15:00:00","2030/04/19 15:00:00","0","0","20057","2022/11/30 12:00:00","10106"
