75645551e877447b3e175b24d96842cb28e590add92ca35f7070009cc1f877b9,c8df43b2fe702e437a66107b95d557b39cb6c291b7b768378006d8992ea35126,40e1c4648d72ea69158617ec89dbb955ba2269060b70b573875192160d1f426b,178a07fd779aff32f122ab838cb93f80f80827b6db8e79ed5760273736a23ba7,3a16e844daf8fb9cdcf63ed2dfaa8bb68e1d1b63fbc505c9510efbf4d2aa6d77,3b43513c42ce274c6a071cdd692e99800d76625a6b3854f5ffb785cb04da5ced,513deea8e6b684607b134f709e5af5c15db8b61260abfa788c6a7854450c91cc,1c993cee4a8a2ee5b407845e3c4775e8e9915b1bb61c9341955cb691689c8f45,1f7a688d8bdd43c8655dd3f103131bdb467d1a620aed7fb35e8be0be08404854,40b7926fad2b618af11a17f8aded527da8587231a61d3ac6c5d0d0c68c19d4c8,45efb1552949b3a2f35fe918ac1640e03e97c770a6997e45e732174d5a802510,a5b47ec0459f38e6cc28c28e9826871c9978da82a8629220b5c023e7ddb57580,9b7b8910daba7ac367f0bb7949ea8ae9c1eba1d0b20417c945cc5c74911cad29,e1c8b0577bad481242b343129f5c3bc064b260e6bbc3c19321a4b8167404f509,75a029f6f0b2a0b08481c833ef1153d62ad923556a765d2733c42f6f6cb8201c,5e6b400f9a9b533dacee041e7a513a22ff0db3ae9ae1abccc87bdf37e51562eb,37b17cb2c9fad01b8a8e5014f945e8d8b34533cd0a413b0a79c603706d30ee23,35cb37616d9c4f657c61741a827dcf0743d59ceff1ca9678758fd00a9245565e,254c37620a151a754c16ef7732c19ce3ab7a42e8203fbee01a5497511e186a77
"25102","2","10","2","0","9000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92408","3000","0","2","3000","1000","240809"
"25102","2","10","2","0","10000000000","25021","abyss_reward_icon_masterpieces_piece","25011","0","25012","2","92408","3000","0","2","3000","1000","240810"
"25102","2","10","2","0","12000000000","25021","abyss_reward_icon_masterpieces_piece","25013","0","25015","2","92408","3000","0","2","3000","1000","240811"
"25021","2","1000","2","0","16000000000","25011","abyss_reward_icon_astralshard","25012","0","25014","2","92408","3000","0","2","3000","3000","240812"
"25021","2","1000","2","0","20000000000","25013","abyss_reward_icon_astralshard","25014","0","25015","2","92408","3000","0","2","3000","3000","240813"
"25021","2","1000","2","0","25000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92408","3000","0","2","3000","3000","240814"
"90005","0","10","0","0","30000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92408","0","0","0","0","0","240815"
"90005","0","20","0","0","35000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92408","0","0","0","0","0","240816"
"90005","0","30","0","0","40000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92408","0","0","0","0","0","240817"
"90005","0","50","0","0","50000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92408","0","0","0","0","0","240818"
"25102","2","10","2","0","1000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92409","1000","0","2","1000","200","240901"
"25021","2","300","2","0","2000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92409","1000","0","2","1000","1000","240902"
"25102","2","10","2","0","3000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92409","1000","0","2","1000","500","240903"
"25021","2","500","2","0","4000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92409","1000","0","2","1000","1000","240904"
"25102","2","10","2","0","5000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92409","1000","0","2","1000","1000","240905"
"25021","2","1000","2","0","6000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92409","1000","0","2","1000","1000","240906"
"25102","2","10","2","0","7000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92409","3000","0","2","3000","1000","240907"
"25021","2","1000","2","0","8000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92409","3000","0","2","3000","3000","240908"
"25102","2","10","2","0","9000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92409","3000","0","2","3000","1000","240909"
"25102","2","10","2","0","10000000000","25021","abyss_reward_icon_masterpieces_piece","25011","0","25012","2","92409","3000","0","2","3000","1000","240910"
"25102","2","10","2","0","12000000000","25021","abyss_reward_icon_masterpieces_piece","25013","0","25015","2","92409","3000","0","2","3000","1000","240911"
"25021","2","1000","2","0","16000000000","25011","abyss_reward_icon_astralshard","25012","0","25014","2","92409","3000","0","2","3000","3000","240912"
"25021","2","1000","2","0","20000000000","25013","abyss_reward_icon_astralshard","25014","0","25015","2","92409","3000","0","2","3000","3000","240913"
"25021","2","1000","2","0","25000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92409","3000","0","2","3000","3000","240914"
"90005","0","10","0","0","30000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92409","0","0","0","0","0","240915"
"90005","0","20","0","0","35000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92409","0","0","0","0","0","240916"
"90005","0","30","0","0","40000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92409","0","0","0","0","0","240917"
"90005","0","50","0","0","50000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92409","0","0","0","0","0","240918"
"25102","2","10","2","0","1000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92410","1000","0","2","1000","200","241001"
"25021","2","300","2","0","2000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92410","1000","0","2","1000","1000","241002"
"25102","2","10","2","0","3000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92410","1000","0","2","1000","500","241003"
"25021","2","500","2","0","4000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92410","1000","0","2","1000","1000","241004"
"25102","2","10","2","0","5000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92410","1000","0","2","1000","1000","241005"
"25021","2","1000","2","0","6000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92410","1000","0","2","1000","1000","241006"
"25102","2","10","2","0","7000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92410","3000","0","2","3000","1000","241007"
"25021","2","1000","2","0","8000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92410","3000","0","2","3000","3000","241008"
"25102","2","10","2","0","9000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92410","3000","0","2","3000","1000","241009"
"25102","2","10","2","0","10000000000","25021","abyss_reward_icon_masterpieces_piece","25011","0","25012","2","92410","3000","0","2","3000","1000","241010"
"25102","2","10","2","0","12000000000","25021","abyss_reward_icon_masterpieces_piece","25013","0","25015","2","92410","3000","0","2","3000","1000","241011"
"25021","2","1000","2","0","16000000000","25011","abyss_reward_icon_astralshard","25012","0","25014","2","92410","3000","0","2","3000","3000","241012"
"25021","2","1000","2","0","20000000000","25013","abyss_reward_icon_astralshard","25014","0","25015","2","92410","3000","0","2","3000","3000","241013"
"25021","2","1000","2","0","25000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92410","3000","0","2","3000","3000","241014"
"90005","0","10","0","0","30000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92410","0","0","0","0","0","241015"
"90005","0","20","0","0","35000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92410","0","0","0","0","0","241016"
"90005","0","30","0","0","40000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92410","0","0","0","0","0","241017"
"90005","0","50","0","0","50000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92410","0","0","0","0","0","241018"
"140001","0","50","0","0","60000000000","0","abyss_reward_icon_piece_p_heart","0","0","0","4","92410","0","0","0","0","0","241019"
"140001","0","50","0","0","70000000000","0","abyss_reward_icon_piece_p_heart","0","0","0","4","92410","0","0","0","0","0","241020"
"25102","2","10","2","0","1000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92411","1000","0","2","1000","200","241101"
"25021","2","300","2","0","2000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92411","1000","0","2","1000","1000","241102"
"25102","2","10","2","0","3000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92411","1000","0","2","1000","500","241103"
"25021","2","500","2","0","4000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92411","1000","0","2","1000","1000","241104"
"25102","2","10","2","0","5000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92411","1000","0","2","1000","1000","241105"
"25021","2","1000","2","0","6000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92411","1000","0","2","1000","1000","241106"
"25102","2","10","2","0","7000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92411","3000","0","2","3000","1000","241107"
"25021","2","1000","2","0","8000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92411","3000","0","2","3000","3000","241108"
"25102","2","10","2","0","9000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92411","3000","0","2","3000","1000","241109"
"25102","2","10","2","0","10000000000","25021","abyss_reward_icon_masterpieces_piece","25011","0","25012","2","92411","3000","0","2","3000","1000","241110"
"25102","2","10","2","0","12000000000","25021","abyss_reward_icon_masterpieces_piece","25013","0","25015","2","92411","3000","0","2","3000","1000","241111"
"25021","2","1000","2","0","16000000000","25011","abyss_reward_icon_astralshard","25012","0","25014","2","92411","3000","0","2","3000","3000","241112"
"25021","2","1000","2","0","20000000000","25013","abyss_reward_icon_astralshard","25014","0","25015","2","92411","3000","0","2","3000","3000","241113"
"25021","2","1000","2","0","25000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92411","3000","0","2","3000","3000","241114"
"90005","0","10","0","0","30000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92411","0","0","0","0","0","241115"
"90005","0","20","0","0","35000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92411","0","0","0","0","0","241116"
"90005","0","30","0","0","40000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92411","0","0","0","0","0","241117"
"90005","0","50","0","0","50000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92411","0","0","0","0","0","241118"
"140001","0","50","0","0","60000000000","0","abyss_reward_icon_piece_p_heart","0","0","0","4","92411","0","0","0","0","0","241119"
"140001","0","50","0","0","70000000000","0","abyss_reward_icon_piece_p_heart","0","0","0","4","92411","0","0","0","0","0","241120"
"25102","2","10","2","0","1000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92412","1000","0","2","1000","200","241201"
"25021","2","300","2","0","2000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92412","1000","0","2","1000","1000","241202"
"25102","2","10","2","0","3000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92412","1000","0","2","1000","500","241203"
"25021","2","500","2","0","4000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92412","1000","0","2","1000","1000","241204"
"25102","2","10","2","0","5000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92412","1000","0","2","1000","1000","241205"
"25021","2","1000","2","0","6000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92412","1000","0","2","1000","1000","241206"
"25102","2","10","2","0","7000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92412","3000","0","2","3000","1000","241207"
"25021","2","1000","2","0","8000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92412","3000","0","2","3000","3000","241208"
"25102","2","10","2","0","9000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92412","3000","0","2","3000","1000","241209"
"25102","2","10","2","0","10000000000","25021","abyss_reward_icon_masterpieces_piece","25011","0","25012","2","92412","3000","0","2","3000","1000","241210"
"25102","2","10","2","0","12000000000","25021","abyss_reward_icon_masterpieces_piece","25013","0","25015","2","92412","3000","0","2","3000","1000","241211"
"25021","2","1000","2","0","16000000000","25011","abyss_reward_icon_astralshard","25012","0","25014","2","92412","3000","0","2","3000","3000","241212"
"25021","2","1000","2","0","20000000000","25013","abyss_reward_icon_astralshard","25014","0","25015","2","92412","3000","0","2","3000","3000","241213"
"25021","2","1000","2","0","25000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92412","3000","0","2","3000","3000","241214"
"90005","0","10","0","0","30000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92412","0","0","0","0","0","241215"
"90005","0","20","0","0","35000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92412","0","0","0","0","0","241216"
"90005","0","30","0","0","40000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92412","0","0","0","0","0","241217"
"90005","0","50","0","0","50000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92412","0","0","0","0","0","241218"
"140001","0","50","0","0","60000000000","0","abyss_reward_icon_piece_p_heart","0","0","0","4","92412","0","0","0","0","0","241219"
"140001","0","50","0","0","70000000000","0","abyss_reward_icon_piece_p_heart","0","0","0","4","92412","0","0","0","0","0","241220"
"25102","2","10","2","0","1000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92414","1000","0","2","1000","200","241401"
"25021","2","300","2","0","2000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92414","1000","0","2","1000","1000","241402"
"25102","2","10","2","0","3000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92414","1000","0","2","1000","500","241403"
"25021","2","500","2","0","4000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92414","1000","0","2","1000","1000","241404"
"25102","2","10","2","0","5000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92414","1000","0","2","1000","1000","241405"
"25021","2","1000","2","0","6000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92414","1000","0","2","1000","1000","241406"
"25102","2","10","2","0","7000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92414","3000","0","2","3000","1000","241407"
"25021","2","1000","2","0","8000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92414","3000","0","2","3000","3000","241408"
"25102","2","10","2","0","9000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92414","3000","0","2","3000","1000","241409"
"25102","2","10","2","0","10000000000","25021","abyss_reward_icon_masterpieces_piece","25011","0","25012","2","92414","3000","0","2","3000","1000","241410"
"25102","2","10","2","0","12000000000","25021","abyss_reward_icon_masterpieces_piece","25013","0","25015","2","92414","3000","0","2","3000","1000","241411"
"25021","2","1000","2","0","16000000000","25011","abyss_reward_icon_astralshard","25012","0","25014","2","92414","3000","0","2","3000","3000","241412"
"25021","2","1000","2","0","20000000000","25013","abyss_reward_icon_astralshard","25014","0","25015","2","92414","3000","0","2","3000","3000","241413"
"25021","2","1000","2","0","25000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92414","3000","0","2","3000","3000","241414"
"90005","0","10","0","0","30000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92414","0","0","0","0","0","241415"
"90005","0","20","0","0","35000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92414","0","0","0","0","0","241416"
"90005","0","30","0","0","40000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92414","0","0","0","0","0","241417"
"90005","0","50","0","0","50000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92414","0","0","0","0","0","241418"
"140001","0","50","0","0","60000000000","0","abyss_reward_icon_piece_p_heart","0","0","0","4","92414","0","0","0","0","0","241419"
"140001","0","50","0","0","70000000000","0","abyss_reward_icon_piece_p_heart","0","0","0","4","92414","0","0","0","0","0","241420"
"25102","2","10","2","0","1000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92415","1250","0","2","1250","500","241501"
"25021","2","500","2","0","2000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92415","1250","0","2","1250","1250","241502"
"25102","2","10","2","0","3000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92415","1250","0","2","1250","500","241503"
"25021","2","500","2","0","4000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92415","1250","0","2","1250","1250","241504"
"25102","2","10","2","0","5000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92415","1250","0","2","1250","1000","241505"
"25021","2","1000","2","0","6000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92415","1250","0","2","1250","1250","241506"
"25102","2","10","2","0","7000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92415","3000","0","2","3000","1000","241507"
"25021","2","1000","2","0","8000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92415","3000","0","2","3000","3000","241508"
"25102","2","10","2","0","9000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92415","3000","0","2","3000","1000","241509"
"25102","2","10","2","0","10000000000","25021","abyss_reward_icon_masterpieces_piece","25011","0","25012","2","92415","3000","0","2","3000","1000","241510"
"25102","2","10","2","0","12000000000","25021","abyss_reward_icon_masterpieces_piece","25013","0","25015","2","92415","3000","0","2","3000","1000","241511"
"25021","2","1000","2","0","16000000000","25011","abyss_reward_icon_astralshard","25012","0","25014","2","92415","3000","0","2","3000","3000","241512"
"25021","2","1000","2","0","20000000000","25013","abyss_reward_icon_astralshard","25014","0","25015","2","92415","3000","0","2","3000","3000","241513"
"25021","2","1000","2","0","25000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92415","3000","0","2","3000","3000","241514"
"90005","0","10","0","0","30000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92415","0","0","0","0","0","241515"
"90005","0","20","0","0","35000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92415","0","0","0","0","0","241516"
"90005","0","30","0","0","40000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92415","0","0","0","0","0","241517"
"90005","0","50","0","0","50000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92415","0","0","0","0","0","241518"
"140001","0","50","0","0","60000000000","0","abyss_reward_icon_piece_p_heart","0","0","0","4","92415","0","0","0","0","0","241519"
"140001","0","50","0","0","70000000000","0","abyss_reward_icon_piece_p_heart","0","0","0","4","92415","0","0","0","0","0","241520"
"25102","2","10","2","0","1000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92416","1250","0","2","1250","500","241601"
"25021","2","500","2","0","2000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92416","1250","0","2","1250","1250","241602"
"25102","2","10","2","0","3000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92416","1250","0","2","1250","500","241603"
"25021","2","500","2","0","4000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92416","1250","0","2","1250","1250","241604"
"25102","2","10","2","0","5000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92416","1250","0","2","1250","1000","241605"
"25021","2","1000","2","0","6000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92416","1250","0","2","1250","1250","241606"
"25102","2","10","2","0","7000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92416","3000","0","2","3000","1000","241607"
"25021","2","1000","2","0","8000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92416","3000","0","2","3000","3000","241608"
"25102","2","10","2","0","9000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92416","3000","0","2","3000","1000","241609"
"25102","2","10","2","0","10000000000","25021","abyss_reward_icon_masterpieces_piece","25011","0","25012","2","92416","3000","0","2","3000","1000","241610"
"25102","2","10","2","0","12000000000","25021","abyss_reward_icon_masterpieces_piece","25013","0","25015","2","92416","3000","0","2","3000","1000","241611"
"25021","2","1000","2","0","16000000000","25011","abyss_reward_icon_astralshard","25012","0","25014","2","92416","3000","0","2","3000","3000","241612"
"25021","2","1000","2","0","20000000000","25013","abyss_reward_icon_astralshard","25014","0","25015","2","92416","3000","0","2","3000","3000","241613"
"25021","2","1000","2","0","25000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92416","3000","0","2","3000","3000","241614"
"90005","0","10","0","0","30000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92416","0","0","0","0","0","241615"
"90005","0","20","0","0","35000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92416","0","0","0","0","0","241616"
"90005","0","30","0","0","40000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92416","0","0","0","0","0","241617"
"90005","0","50","0","0","50000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92416","0","0","0","0","0","241618"
"140001","0","50","0","0","60000000000","0","abyss_reward_icon_piece_p_heart","0","0","0","4","92416","0","0","0","0","0","241619"
"140001","0","50","0","0","70000000000","0","abyss_reward_icon_piece_p_heart","0","0","0","4","92416","0","0","0","0","0","241620"
"25102","2","10","2","0","1000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92417","1250","0","2","1250","500","241701"
"25021","2","500","2","0","2000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92417","1250","0","2","1250","1250","241702"
"25102","2","10","2","0","3000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92417","1250","0","2","1250","500","241703"
"25021","2","500","2","0","4000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92417","1250","0","2","1250","1250","241704"
"25102","2","10","2","0","5000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92417","1250","0","2","1250","1000","241705"
"25021","2","1000","2","0","6000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92417","1250","0","2","1250","1250","241706"
"25102","2","10","2","0","7000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92417","3000","0","2","3000","1000","241707"
"25021","2","1000","2","0","8000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92417","3000","0","2","3000","3000","241708"
"25102","2","10","2","0","9000000000","25021","abyss_reward_icon_masterpieces_piece","25014","0","25015","2","92417","3000","0","2","3000","1000","241709"
"25102","2","10","2","0","10000000000","25021","abyss_reward_icon_masterpieces_piece","25011","0","25012","2","92417","3000","0","2","3000","1000","241710"
"25102","2","10","2","0","12000000000","25021","abyss_reward_icon_masterpieces_piece","25013","0","25015","2","92417","3000","0","2","3000","1000","241711"
"25021","2","1000","2","0","16000000000","25011","abyss_reward_icon_astralshard","25012","0","25014","2","92417","3000","0","2","3000","3000","241712"
"25021","2","1000","2","0","20000000000","25013","abyss_reward_icon_astralshard","25014","0","25015","2","92417","3000","0","2","3000","3000","241713"
"25021","2","1000","2","0","25000000000","25011","abyss_reward_icon_astralshard","25012","0","25013","2","92417","3000","0","2","3000","3000","241714"
"90005","0","10","0","0","30000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92417","0","0","0","0","0","241715"
"90005","0","20","0","0","35000000000","0","abyss_reward_icon_hiseki","0","0","0","2","92417","0","0","0","0","0","241716"
