040e3efebf2d19109f609323b724ecbc5ecaf2cd32a7c0faaad4d918d13e0e85,bf87462a5540fcd4723354266fe831e74f080d01a62f842b6fc820e5f594939f,c4e7a8897951ea98452f86347a37fe8484cacdf8e74276e5006fa3c68630b38c,87547b665f5bd644215b1849418c215869f5ce8b54fed66c04a3ec805774dfeb,b175cdc1328f7ade6127c271f6549c469019a8370a6d8a91f5eb73fb5ec38af0,721da82d548d44d37daf9756098d5cbb0a3e51832c4e7bf0628a37939d71704b,47204249f1c7de2cbc6904ecb019c5eb6b6674a70ec8837ea9f24d56cca3a7e6,28dbf21227a7b3cc8b9532d633ea2ea4694530f7d552346a2e03ed6ebb2c1965,e5a6d720a4357acc507edc20339ff05b020c48809d55c699b1ffc43b480bf981,c1464878841410999c2710f43825c3eb0b7552ae7f320282b5ef7cd4efeae7c0,956a3c2b1599b4c2e80a6aabd9fa1332e56968831c1b9e890be45014f233ddd8,59f4b04b8220b601f43e7cf49a34375582b7293fee10837222707afe3f9ddf95,fa1ff84ff5040389eed3dbe44f8219eacb409758d4d123185f93289ce1565ff4,7d1c73a607b01308012f68819ea5bba299edcd78f8df7e4ee919ac4f1d213c63,5959e82712d1cf8e193eae72820d67a1ac9bb34d3c793fec8768f22c2512e06f,217b8a99fa4d24a1f64c468d64120ee93c10351fd0dddebd02808f89c738f9a8,5dd811d74807c671d655433f7ea4b86c076c03bb99cabee34072abbbe276663a,7f2c53411e9d31eb41548c4dccbf4685f74eae127e3743273cfe24318292d581
"5700","8","5700","25","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"5800","8","5800","26","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"5900","8","5900","27","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"6000","8","6000","28","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"6100","8","6100","29","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"6200","8","6200","30","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"6300","8","6300","31","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"6400","8","6400","32","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"6500","8","6500","33","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"6600","8","6600","34","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"6700","8","6700","35","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"6800","8","6800","36","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"6900","8","6900","37","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"7000","8","7000","38","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"7100","8","7100","39","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"7200","8","7200","40","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"7300","8","7300","41","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"7400","8","7400","42","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"7500","8","7500","43","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"7600","8","7600","44","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"7700","8","7700","45","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"7800","8","7800","46","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"7900","8","7900","47","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"8000","8","8000","48","0","0","0","0","0","0","0","0","0","91002","50","0","0","0"
"8100","8","8100","49","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"8200","8","8200","50","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"8300","8","8300","51","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"8400","8","8400","52","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"8500","8","8500","53","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"8600","8","8600","54","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"8700","8","8700","55","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"8800","8","8800","56","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"8900","8","8900","57","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"9000","8","9000","58","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"9100","8","9100","59","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"9200","8","9200","60","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"9300","8","9300","61","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"9400","8","9400","62","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"9500","8","9500","63","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"9600","8","9600","64","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"9700","8","9700","65","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"9800","8","9800","66","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"9900","8","9900","67","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"10000","8","10000","68","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"10100","8","10100","69","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"10200","8","10200","70","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"10300","8","10300","71","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"10400","8","10400","72","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"10500","8","10500","73","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"10600","8","10600","74","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"10700","8","10700","75","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"10800","8","10800","76","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"10900","8","10900","77","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"11000","8","11000","78","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"11100","8","11100","79","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"11200","8","11200","80","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"11300","8","11300","81","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"11400","8","11400","82","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"11500","8","11500","83","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"11600","8","11600","84","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"11700","8","11700","85","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"11800","8","11800","86","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"11900","8","11900","87","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"12000","8","12000","88","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"12100","8","12100","89","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"12200","8","12200","90","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"12300","8","12300","91","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"12400","8","12400","92","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"12500","8","12500","93","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"12600","8","12600","94","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"12700","8","12700","95","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"12800","8","12800","96","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"12900","8","12900","97","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"13000","8","13000","98","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"13100","8","13100","99","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"13200","8","13200","100","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"13300","8","13300","101","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"13400","8","13400","102","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"13500","8","13500","103","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"13600","8","13600","104","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"13700","8","13700","105","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"13800","8","13800","106","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"13900","8","13900","107","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"14000","8","14000","108","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"14100","8","14100","109","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"14200","8","14200","110","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"14300","8","14300","111","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"14400","8","14400","112","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"14500","8","14500","113","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"14600","8","14600","114","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"14700","8","14700","115","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"14800","8","14800","116","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"14900","8","14900","117","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
"15000","8","15000","118","0","0","0","0","0","0","0","0","0","91002","15","0","0","0"
