6142e21b933216b29280a4770232ad6617f8519a1b0d047b2f2afd7ebeae647d,9f5fb0adcaabb82d7f575733333ce0460fcd5c36857a4603de379d8f938572e7,4694bc6be571fc071605f23af3e8c945b90b2162648c72ee82dda168d001be13,2b7902424e033f3e3623366e8b6f094bb279dbbedcf6d3e9c73c23c3eb4b6a7a,1aa06c84934e0fdf7ebab6f29cc04c14e38b9514c894e53dab8ada62273ac531,5c04265ce6e049865c6b7a36627b6846e887ccda14b6e2de5aff06e51b04d5d7
"841","2816","3","2","-963","-1001"
"851","2816","3","2","-963","-963"
"861","2816","3","2","-963","-963"
"871","2816","3","2","-925","-963"
"881","2816","3","2","-887","-925"
"891","2816","3","2","-887","-887"
"901","2816","3","2","-887","-887"
"911","2816","3","2","-849","-887"
"921","2816","3","2","-811","-849"
"931","2816","3","2","-773","-811"
"941","2816","3","2","-735","-773"
"951","2816","3","2","-697","-735"
"961","2816","3","2","-659","-697"
"971","2816","3","2","-621","-659"
"981","2816","3","2","-583","-621"
"991","2816","3","2","-583","-583"
"1001","2816","3","2","-583","-583"
"1011","2816","3","2","-583","-583"
"1021","2816","3","2","-545","-583"
"1031","2816","3","2","-507","-545"
"1041","2816","3","2","-507","-507"
"1051","2816","3","2","-507","-507"
"1061","2816","3","2","-434","-507"
"1071","2816","4","2","-1137","-1220"
"1081","2816","4","2","-1096","-1137"
"1091","2816","4","2","-1096","-1096"
"1101","2816","4","2","-1096","-1096"
"1111","2816","4","2","-1096","-1096"
"1121","2816","4","2","-1096","-1096"
"1131","2816","4","2","-1055","-1096"
"1141","2816","4","2","-1014","-1055"
"1151","2816","4","2","-1014","-1014"
"1161","2816","4","2","-1014","-1014"
"1171","2816","4","2","-1014","-1014"
"1181","2816","4","2","-973","-1014"
"1191","2816","4","2","-932","-973"
"1201","2816","4","2","-891","-932"
"1211","2816","4","2","-891","-891"
"1221","2816","4","2","-891","-891"
"1231","2816","4","2","-891","-891"
"1241","2816","4","2","-850","-891"
"1251","2816","4","2","-809","-850"
"1261","2816","4","2","-809","-809"
"1271","2816","4","2","-809","-809"
"1281","2816","4","2","-768","-809"
"1291","2816","4","2","-727","-768"
"1301","2816","4","2","-686","-727"
"1311","2816","4","2","-686","-686"
"1321","2816","4","2","-645","-686"
"1331","2816","4","2","-604","-645"
"1341","2816","4","2","-563","-604"
"1351","2816","4","2","-522","-563"
"1361","2816","4","2","-439","-522"
"1371","2816","5","2","-1166","-1230"
"1381","2816","5","2","-1129","-1166"
"1391","2816","5","2","-1129","-1129"
"1401","2816","5","2","-1129","-1129"
"1411","2816","5","2","-1129","-1129"
"1421","2816","5","2","-1092","-1129"
"1431","2816","5","2","-1092","-1092"
"1441","2816","5","2","-1055","-1092"
"1451","2816","5","2","-1018","-1055"
"1461","2816","5","2","-981","-1018"
"1471","2816","5","2","-981","-981"
"1481","2816","5","2","-944","-981"
"1491","2816","5","2","-907","-944"
"1501","2816","5","2","-870","-907"
"1511","2816","5","2","-833","-870"
"1521","2816","5","2","-796","-833"
"1531","2816","5","2","-759","-796"
"1541","2816","5","2","-722","-759"
"1551","2816","5","2","-722","-722"
"1561","2816","5","2","-722","-722"
"1571","2816","5","2","-685","-722"
"1581","2816","5","2","-648","-685"
"1591","2816","5","2","-611","-648"
"1601","2816","5","2","-574","-611"
"1611","2816","5","2","-574","-574"
"1621","2816","5","2","-537","-574"
"1631","2816","5","2","-500","-537"
"1641","2816","5","2","-500","-500"
"1651","2816","5","2","-500","-500"
"1661","2816","5","2","-500","-500"
"1671","2816","5","2","-436","-500"
"1681","2816","6","2","-1115","-1230"
"1691","2816","6","2","-1035","-1115"
"1701","2816","6","2","-955","-1035"
"1711","2816","6","2","-875","-955"
"1721","2816","6","2","-795","-875"
"1731","2816","6","2","-715","-795"
"1741","2816","6","2","-715","-715"
"1751","2816","6","2","-635","-715"
"1761","2816","6","2","-635","-635"
"1771","2816","6","2","-635","-635"
"1781","2816","6","2","-635","-635"
"1782","2816","6","2","-635","-635"
"1791","2816","6","2","-555","-635"
"1801","2816","6","2","-440","-555"
"1811","2816","7","2","-1225","-1225"
"1821","2816","7","2","-1135","-1225"
"1831","2816","7","2","-1080","-1135"
"1841","2816","7","2","-1025","-1080"
"1851","2816","7","2","-970","-1025"
"1861","2816","7","2","-915","-970"
"1871","2816","7","2","-860","-915"
"1881","2816","7","2","-860","-860"
"1891","2816","7","2","-805","-860"
"1901","2816","7","2","-750","-805"
"1911","2816","7","2","-695","-750"
"1921","2816","7","2","-695","-695"
"1931","2816","7","2","-640","-695"
"1941","2816","7","2","-640","-640"
"1951","2816","7","2","-585","-640"
"1961","2816","7","2","-530","-585"
"1971","2816","7","2","-440","-530"
"1981","2816","7","2","-440","-440"
"1991","2816","8","1","-1380","-1480"
"2001","2816","8","1","-1380","-1380"
"2011","2816","8","1","-1325","-1380"
"2021","2816","8","1","-1270","-1325"
"2031","2816","8","1","-1270","-1270"
"2041","2816","8","1","-1215","-1270"
"2051","2816","8","1","-1215","-1215"
"2061","2816","8","1","-1160","-1215"
"2071","2816","8","1","-1105","-1160"
"2081","2816","8","1","-1050","-1105"
"2091","2816","8","1","-995","-1050"
"2101","2816","8","1","-995","-995"
"2111","2816","8","1","-940","-995"
"2121","2816","8","1","-885","-940"
"2131","2816","8","1","-885","-885"
"2141","2816","8","1","-830","-885"
"2151","2816","8","1","-775","-830"
"2161","2816","8","1","-720","-775"
"2171","2816","8","1","-720","-720"
"2181","2816","8","1","-665","-720"
"2191","2816","8","1","-610","-665"
"2201","2816","8","1","-610","-610"
"2211","2816","8","1","-555","-610"
"2221","2816","8","1","-500","-555"
"2231","2816","8","1","-445","-500"
"2241","2816","8","1","-390","-445"
"2251","2816","8","1","-335","-390"
"2261","2816","8","1","-280","-335"
"2271","2816","8","1","-280","-280"
"2281","2816","8","1","-230","-280"
"2291","2816","9","2","-1192","-1240"
"2301","2816","9","2","-1148","-1192"
"2311","2816","9","2","-1105","-1148"
"2321","2816","9","2","-1105","-1105"
"2331","2816","9","2","-1062","-1105"
"2341","2816","9","2","-1019","-1062"
"2351","2816","9","2","-976","-1019"
"2361","2816","9","2","-976","-976"
"2371","2816","9","2","-976","-976"
"2381","2816","9","2","-976","-976"
"2391","2816","9","2","-934","-976"
"2401","2816","9","2","-892","-934"
"2411","2816","9","2","-892","-892"
"2421","2816","9","2","-892","-892"
"2431","2816","9","2","-850","-892"
"2441","2816","9","2","-808","-850"
"2451","2816","9","2","-766","-808"
"2461","2816","9","2","-766","-766"
"2471","2816","9","2","-766","-766"
"2481","2816","9","2","-766","-766"
"2491","2816","9","2","-766","-766"
"2501","2816","9","2","-724","-766"
"2511","2816","9","2","-682","-724"
"2521","2816","9","2","-682","-682"
"2531","2816","9","2","-682","-682"
"2541","2816","9","2","-640","-682"
"2551","2816","9","2","-598","-640"
"2561","2816","9","2","-556","-598"
"2571","2816","9","2","-514","-556"
"2581","2816","9","2","-472","-514"
"2591","2816","9","2","-430","-472"
"2601","2816","10","1","-1440","-1440"
"2611","2816","10","1","-1440","-1440"
"2621","2816","10","1","-1440","-1440"
"2622","2816","10","1","-1440","-1440"
"2623","2816","10","1","-1440","-1440"
"2631","2816","10","1","-1373","-1440"
"2641","2816","10","1","-1308","-1373"
"2651","2816","10","1","-1244","-1308"
"2661","2816","10","1","-1181","-1244"
"2671","2816","10","1","-1118","-1181"
"2681","2816","10","1","-1055","-1118"
"2691","2816","10","1","-992","-1055"
"2701","2816","10","1","-992","-992"
"2711","2816","10","1","-929","-992"
"2721","2816","10","1","-866","-929"
"2731","2816","10","1","-803","-866"
"2741","2816","10","1","-740","-803"
"2751","2816","10","1","-677","-740"
"2761","2816","10","1","-614","-677"
"2771","2816","10","1","-551","-614"
"2781","2816","10","1","-551","-551"
"2791","2816","10","1","-551","-551"
"2801","2816","10","1","-551","-551"
"2811","2816","10","1","-551","-551"
"2821","2816","10","1","-551","-551"
"2831","2816","10","1","-551","-551"
"2841","2816","10","1","-551","-551"
"2851","2816","10","1","-488","-551"
"2861","2816","10","1","-425","-488"
"2871","2816","10","1","-361","-425"
"2881","2816","10","1","-296","-361"
"2891","2816","10","1","-230","-296"
"2901","2816","11","2","-1240","-1240"
"2911","2816","11","2","-1203","-1240"
"2921","2816","11","2","-1168","-1203"
"2931","2816","11","2","-1133","-1168"
"2941","2816","11","2","-1098","-1133"
"2951","2816","11","2","-1063","-1098"
"2961","2816","11","2","-1028","-1063"
"2971","2816","11","2","-993","-1028"
"2981","2816","11","2","-958","-993"
"2991","2816","11","2","-923","-958"
"3001","2816","11","2","-888","-923"
"3011","2816","11","2","-888","-888"
"3021","2816","11","2","-853","-888"
"3031","2816","11","2","-853","-853"
"3041","2816","11","2","-818","-853"
"3051","2816","11","2","-783","-818"
"3061","2816","11","2","-748","-783"
"3071","2816","11","2","-713","-748"
"3081","2816","11","2","-678","-713"
"3091","2816","11","2","-643","-678"
"3101","2816","11","2","-608","-643"
"3111","2816","11","2","-608","-608"
"3121","2816","11","2","-573","-608"
"3131","2816","11","2","-573","-573"
"3141","2816","11","2","-573","-573"
"3151","2816","11","2","-573","-573"
"3161","2816","11","2","-538","-573"
"3171","2816","11","2","-538","-538"
"3181","2816","11","2","-503","-538"
"3191","2816","11","2","-468","-503"
"3201","2816","11","2","-430","-468"
"3211","2816","12","2","-1240","-1240"
"3221","2816","12","2","-1240","-1240"
"3231","2816","12","2","-1240","-1240"
"3241","2816","12","2","-1194","-1240"
"3251","2816","12","2","-1150","-1194"
"3261","2816","12","2","-1108","-1150"
"3271","2816","12","2","-1066","-1108"
"3281","2816","12","2","-1024","-1066"
"3291","2816","12","2","-982","-1024"
"3301","2816","12","2","-940","-982"
"3311","2816","12","2","-898","-940"
"3321","2816","12","2","-898","-898"
"3331","2816","12","2","-856","-898"
"3341","2816","12","2","-814","-856"
"3351","2816","12","2","-772","-814"
"3361","2816","12","2","-730","-772"
"3371","2816","12","2","-688","-730"
"3381","2816","12","2","-688","-688"
"3391","2816","12","2","-688","-688"
"3401","2816","12","2","-646","-688"
"3411","2816","12","2","-604","-646"
"3421","2816","12","2","-562","-604"
"3431","2816","12","2","-562","-562"
"3441","2816","12","2","-562","-562"
"3451","2816","12","2","-519","-562"
"3461","2816","12","2","-519","-519"
"3471","2816","12","2","-519","-519"
"3481","2816","12","2","-475","-519"
"3491","2816","12","2","-475","-475"
"3501","2816","12","2","-475","-475"
"3511","2816","12","2","-430","-475"
"3521","2816","13","2","-1190","-1240"
"3531","2816","13","2","-1190","-1190"
"3541","2816","13","2","-1190","-1190"
"3551","2816","13","2","-1190","-1190"
"3561","2816","13","2","-1190","-1190"
"3571","2816","13","2","-1190","-1190"
"3581","2816","13","2","-1190","-1190"
"3591","2816","13","2","-1141","-1190"
"3601","2816","13","2","-1094","-1141"
"3611","2816","13","2","-1047","-1094"
"3621","2816","13","2","-1000","-1047"
"3631","2816","13","2","-953","-1000"
"3641","2816","13","2","-906","-953"
"3651","2816","13","2","-859","-906"
"3661","2816","13","2","-812","-859"
"3671","2816","13","2","-765","-812"
"3681","2816","13","2","-718","-765"
"3691","2816","13","2","-718","-718"
"3701","2816","13","2","-718","-718"
"3711","2816","13","2","-671","-718"
"3721","2816","13","2","-624","-671"
"3731","2816","13","2","-577","-624"
"3741","2816","13","2","-577","-577"
"3751","2816","13","2","-577","-577"
"3761","2816","13","2","-529","-577"
"3771","2816","13","2","-480","-529"
"3781","2816","13","2","-430","-480"
"3791","2816","13","2","-430","-430"
"3801","2816","14","1","-1440","-1440"
"3811","2816","14","1","-1440","-1440"
"3821","2816","14","1","-1440","-1440"
"3831","2816","14","1","-1362","-1440"
"3841","2816","14","1","-1285","-1362"
"3851","2816","14","1","-1209","-1285"
"3861","2816","14","1","-1209","-1209"
"3871","2816","14","1","-1134","-1209"
"3881","2816","14","1","-1059","-1134"
"3891","2816","14","1","-1059","-1059"
"3901","2816","14","1","-984","-1059"
"3911","2816","14","1","-984","-984"
"3921","2816","14","1","-984","-984"
"3931","2816","14","1","-984","-984"
"3941","2816","14","1","-984","-984"
"3951","2816","14","1","-984","-984"
"3961","2816","14","1","-984","-984"
"3971","2816","14","1","-984","-984"
"3981","2816","14","1","-909","-984"
"3991","2816","14","1","-834","-909"
"4001","2816","14","1","-759","-834"
"4011","2816","14","1","-684","-759"
"4021","2816","14","1","-684","-684"
"4031","2816","14","1","-684","-684"
"4041","2816","14","1","-609","-684"
"4051","2816","14","1","-534","-609"
"4061","2816","14","1","-459","-534"
"4071","2816","14","1","-384","-459"
"4081","2816","14","1","-308","-384"
"4091","2816","14","1","-230","-308"
"4092","2816","1","1","-200","-200"
