77764d00577c7c8e09b2291c0a891db8675d57e000433859d8f3619e7290035c,c7860c8f922e360bc1fa6265a4391b11cebf6d8525cf41c196f54746fc66156b,192e10665820666e1cb2cc1e7b65c6874e4e191fa5f136b7bdca06f97c5f8e67,9bb7138835ce42a596d86702f66ff05f051dea2aad6dbebdf3041506ac6af5a8,023d1d12a8da0eec350ce8ac27c7bc0f2d8d0ad6b60c785be7076be85b9797ba,d634aba226c12dbf3827d7b0651f6f6e302a5e3d5f91ce00bb9995a0025151db,7dde82b8e470c420bb438c08b5c5644d83b7a4f17568c4a9797a6efd5ed60376,089895d3cc3d0576c4f2ddfdacff0779f4076dbc2d9c60ad7f2401ecab419a5a,0078dc0613d7b61213d36a443e4a26a785cda9041bff78a14ffa4c8293b1878a,cea56815fa9b251786149731bf02d9ff1b3f776230db5eef3385c715ac6c8784,393f3f8468e0a9e1419695340311e1fad1f1d4c472f9f74ea8713e85febeb40a
"1","","1007001","","0.2","svd_run","","","113511","3","1007001085"
"-300","","1007001","","","-750","0","0.8","113511","2","1007001086"
"","","1007001","","","0","","","113411","4","1007001087"
"1","","1007001","","0.2","svd_run","","","113411","3","1007001088"
"-300","","1007001","","","750","0","0.8","113411","2","1007001089"
"","","1007001","","","","","","0.6","93","1007001090"
"1","0","1007001","","0.2","1","0","1","113511","6","1007001091"
"1","0","1007001","","0.2","1","0","1","113411","6","1007001092"
"","","1007001","","","","","","0","91","1007001093"
"100","0","1007002","svd_idle_normal","2.08","113511","-300","-650","2","5","1007002001"
"100","1","1007002","svd_idle_normal","2.08","113411","-300","650","1","5","1007002002"
"0","0","1007002","svd_white_loop","1","333","0","0","3","5","1007002003"
"1","0","1007002","","0","1","0","1","333","6","1007002004"
"1","0","1007002","","0","1","0","1","113511","6","1007002005"
"1","0","1007002","","0","1","0","1","113411","6","1007002006"
"","","1007002","","","","","","1","93","1007002007"
"1","0","1007002","","0.8","1","0.4","1","333","6","1007002008"
"1","","1007002","","0.2","svd_run","","","113511","3","1007002009"
"-300","","1007002","","","-250","0","1.2","113511","2","1007002010"
"1","0","1007002","","0.4","1","1","1","113511","6","1007002011"
"","","1007002","","","","","","1.2","93","1007002012"
"","","1007002","","","","","","0","91","1007002013"
"1","","1007002","","0.1","svd_idle_normal","","","113511","3","1007002014"
"","","1007002","","","","","","0.6","93","1007002015"
"1","","1007002","","0.2","svd_talk_memory","","","113511","3","1007002016"
"0","","1007002","","","vo_svd_0221","","0","vo_svd","21","1007002017"
"6","0","1007002","1","0","あなた様の泳ぐ姿…この目に\nしかと焼き付けさせて\n頂きました。","0","0","113511","11","1007002018"
"","","1007002","","","","","","0","91","1007002019"
"1","","1007002","","0.2","svd_idle_memory","","","113511","3","1007002020"
"1","","1007002","","0.2","svd_run","","","113411","3","1007002021"
"-300","","1007002","","","250","0","1.2","113411","2","1007002022"
"1","0","1007002","","0.4","1","1","1","113411","6","1007002023"
"","","1007002","","","","","","1.2","93","1007002024"
"1","","1007002","","0.1","svd_idle_joy1","","","113411","3","1007002025"
"","","1007002","","","","","","0.3","93","1007002026"
"1","","1007002","","0.2","svd_talk_memory","","","113411","3","1007002027"
"0","","1007002","","","vo_svd_0222","","0","vo_svd","21","1007002028"
"6","0","1007002","1","0","弟くんが一生懸命動かす手足…\nかわいかったなぁ…","0","0","113411","11","1007002029"
"","","1007002","","","","","","0","91","1007002030"
"1","","1007002","","0.2","svd_idle_memory","","","113411","3","1007002031"
"1","","1007002","","0.2","svd_talk_memory","","","113511","3","1007002032"
"0","","1007002","","","vo_svd_0223","","0","vo_svd","21","1007002033"
"6","0","1007002","1","0","あなた様が上げる水しぶきは\nどんな秘薬よりも優れた霊薬\nになりそうですわ…","0","0","113511","11","1007002034"
"","","1007002","","","","","","0","91","1007002035"
"1","","1007002","","0.2","svd_idle_memory","","","113511","3","1007002036"
"1","","1007002","","0.2","svd_talk_worry","","","113411","3","1007002037"
"0","","1007002","","","vo_svd_0224","","0","vo_svd","21","1007002038"
"6","0","1007002","1","0","エリコちゃん…\nそれはさすがにちょっと…","0","0","113411","11","1007002039"
"","","1007002","","","","","","0","91","1007002040"
"1","","1007002","","0.2","svd_idle_worry","","","113411","3","1007002041"
"1","","1007002","","0.2","svd_talk_thinking","","","113511","3","1007002042"
"0","","1007002","","","vo_svd_0225","","0","vo_svd","21","1007002043"
"6","0","1007002","1","0","シズルさんには\n必要ないのですね。\nそれならば私がすべて…","0","0","113511","11","1007002044"
"","","1007002","","","","","","0","91","1007002045"
"1","","1007002","","0.2","svd_idle_thinking","","","113511","3","1007002046"
"0","0","1007002","","0","4","","","113411","12","1007002047"
"0","","1007002","","0.2","svd_surprise","","","113411","3","1007002048"
"","","1007002","","","","","","1","93","1007002049"
"1","","1007002","","0.2","svd_talk_joy2","","","113411","3","1007002050"
"0","","1007002","","","vo_svd_0226","","0","vo_svd","21","1007002051"
"8","0","1007002","1","0","ほしい！\n奇麗な小瓶に集めちゃう！","0","0","113411","11","1007002052"
"","","1007002","","","","","","0","91","1007002053"
"1","","1007002","","0.2","svd_idle_joy1","","","113411","3","1007002054"
"","","1007002","","","","","","","102","1007002055"
"","","1007002","","","","","","1","93","1007002056"
"1","0","1007002","","0","8","","","113511","12","1007002057"
"1","","1007002","","0.2","svd_talk_memory","","","113511","3","1007002058"
"","","1007002","","","","","","3","93","1007002059"
"1","","1007002","","0.2","svd_idle_memory","","","113511","3","1007002060"
"1","0","1007002","","0","1","","","113411","12","1007002061"
"1","","1007002","","0.2","svd_talk_worry","1","","113411","3","1007002062"
"","","1007002","","","","","","3","93","1007002063"
"1","","1007002","","0.2","svd_idle_worry","1","","113411","3","1007002064"
"1","0","1007002","","0","11","","","113511","12","1007002065"
"0","0.2","1007002","","0.2","svd_talk_guts2","1","svd_idle_guts2","113511","3","1007002066"
"","","1007002","","","","","","3","93","1007002067"
"1","","1007002","","0.2","svd_idle_guts2","","","113511","3","1007002068"
"1","0","1007002","","0","7","","","113411","12","1007002069"
"1","","1007002","","0.2","svd_talk_joy1","1","","113411","3","1007002070"
"","","1007002","","","","","","3","93","1007002071"
"1","","1007002","","0.2","svd_idle_joy1","1","","113411","3","1007002072"
"","","1007002","","","","","","1007002057","101","1007002073"
"1","0","1007002","","1","1","0","1","333","6","1007002074"
"","","1007002","","","1","","","113511","4","1007002075"
"1","","1007002","","0.2","svd_run","","","113511","3","1007002076"
"-300","","1007002","","","-750","0","0.8","113511","2","1007002077"
"","","1007002","","","0","","","113411","4","1007002078"
"1","","1007002","","0.2","svd_run","","","113411","3","1007002079"
"-300","","1007002","","","750","0","0.8","113411","2","1007002080"
"","","1007002","","","","","","0.6","93","1007002081"
"1","0","1007002","","0.2","1","0","1","113511","6","1007002082"
"1","0","1007002","","0.2","1","0","1","113411","6","1007002083"
"","","1007002","","","","","","0","91","1007002084"
"100","0","1007003","svd_idle_normal","2.08","113511","-300","-750","1","5","1007003001"
"100","1","1007003","svd_idle_normal","2.08","113411","-300","650","2","5","1007003002"
"0","0","1007003","svd_white_loop","1","333","0","0","3","5","1007003003"
"1","0","1007003","","0","1","0","1","333","6","1007003004"
"0","","1007003","","","2","","0","113511","7","1007003005"
"-300","","1007003","","","-750","0","0.5","113511","2","1007003006"
"1","0","1007003","","0","1","0","1","113411","6","1007003007"
"-140","","1007003","","0","16","0.8","-40","6","31","1007003008"
"0","","1007003","","","2","","0","16","34","1007003009"
"","","1007003","","","","","","1","93","1007003010"
"1","0","1007003","","0.8","1","0.4","1","333","6","1007003011"
"0","0","1007003","","0.2","svd_idle_see_sad_pre","1","svd_idle_see_sad","113511","3","1007003012"
"-300","","1007003","","","-600","0","1.1","113511","2","1007003013"
"","","1007003","","","","","","1","93","1007003014"
"","","1007003","","","1","","","16","32","1007003015"
"","","1007003","","","","","","0","91","1007003016"
"260","","1007003","","","240","80","0","113511","94","1007003017"
"","","1007003","","","0","","","16","32","1007003018"
"1","0","1007003","","0","17","","","113511","12","1007003019"
"1","","1007003","","0.2","svd_walk_sad","","","113511","3","1007003020"
"2","","1007003","","","0","","0","113511","7","1007003021"
"-300","","1007003","","","-250","0","2.4","113511","2","1007003022"
"","","1007003","","","","","","2.4","93","1007003023"
"1","","1007003","","0.2","svd_idle_sad","","","113511","3","1007003024"
"","","1007003","","","","","","0.5","93","1007003025"
"","","1007003","","","","","","0","91","1007003026"
"1","","1007003","","0.2","svd_talk_sad","","","113511","3","1007003027"
"0","","1007003","","","vo_svd_0321","","0","vo_svd","21","1007003028"
"7","0","1007003","1","0","弟くんに大きなカブトムシを\nプレゼントして\nあげたかったな…","0","0","113511","11","1007003029"
"","","1007003","","","","","","0","91","1007003030"
"1","","1007003","","0.2","svd_idle_sad","","","113511","3","1007003031"
"1","","1007003","","0.2","svd_walk","","","113411","3","1007003032"
"-300","","1007003","","","250","0","2","113411","2","1007003033"
"1","0","1007003","","0.4","1","1","1","113411","6","1007003034"
"","","1007003","","","","","","2","93","1007003035"
"1","","1007003","","0.2","svd_idle_normal","","","113411","3","1007003036"
"","","1007003","","","","","","0.4","93","1007003037"
"1","","1007003","","0.2","svd_talk_thinking","","","113411","3","1007003038"
"0","","1007003","","","vo_svd_0322","","0","vo_svd","21","1007003039"
"6","0","1007003","1","0","確かに心残りではありますが\nそれ以上によいものを\n見られましたわ。","0","0","113411","11","1007003040"
"","","1007003","","","","","","0","91","1007003041"
"1","","1007003","","0.2","svd_idle_thinking","","","113411","3","1007003042"
"1","","1007003","","0.2","svd_talk_joy1","","","113511","3","1007003043"
"0","","1007003","","","vo_svd_0323","","0","vo_svd","21","1007003044"
"6","0","1007003","1","0","優しい弟くんも素敵だったね！\nでもカブトムシ捕りは\nまた挑戦しよう！","0","0","113511","11","1007003045"
"","","1007003","","","","","","0","91","1007003046"
"1","","1007003","","0.2","svd_talk_sad","","","113511","3","1007003047"
"0","","1007003","","","vo_svd_0324","","0","vo_svd","21","1007003048"
"6","0","1007003","1","0","それでもまたダメだったら\nそのときは…","0","0","113511","11","1007003049"
"","","1007003","","","","","","0","91","1007003050"
"1","","1007003","","0.2","svd_idle_sad","","","113511","3","1007003051"
"1","","1007003","","0.2","svd_talk_sad","","","113411","3","1007003052"
"0","","1007003","","","vo_svd_0325","","0","vo_svd","21","1007003053"
"6","0","1007003","1","0","もし次があるのなら…私たちが\nカブトムシになりましょう。\nなりきってみせましょう。","0","0","113411","11","1007003054"
"","","1007003","","","","","","5","93","1007003055"
"1","","1007003","","0.2","svd_talk_wish2","","","113411","3","1007003056"
"","","1007003","","","","","","1007003054","91","1007003057"
"1","","1007003","","0.2","svd_idle_wish2","","","113411","3","1007003058"
"","","1007003","","","","","","","102","1007003059"
"","","1007003","","","","","","1","93","1007003060"
"1","0","1007003","","0","12","","","113511","12","1007003061"
"0","0.2","1007003","","0.2","svd_cmn_think","1","svd_idle_normal","113511","3","1007003062"
"","","1007003","","","","","","3","93","1007003063"
"1","","1007003","","0.2","svd_idle_normal","","","113511","3","1007003064"
"1","0","1007003","","0","10","","","113411","12","1007003065"
"1","","1007003","","0.2","svd_talk_normal","1","","113411","3","1007003066"
"","","1007003","","","","","","3","93","1007003067"
"1","","1007003","","0.2","svd_idle_normal","1","","113411","3","1007003068"
"1","0","1007003","","0","1","","","113511","12","1007003069"
"1","","1007003","","0.2","svd_talk_sad","","","113511","3","1007003070"
"","","1007003","","","","","","3","93","1007003071"
"1","","1007003","","0.2","svd_idle_sad","","","113511","3","1007003072"
"1","0","1007003","","0","7","","","113411","12","1007003073"
"1","","1007003","","0.2","svd_talk_wish","1","","113411","3","1007003074"
"","","1007003","","","","","","3","93","1007003075"
"1","","1007003","","0.2","svd_idle_wish","1","","113411","3","1007003076"
"","","1007003","","","","","","1007003061","101","1007003077"
"1","0","1007003","","1","1","0","1","333","6","1007003078"
"","","1007003","","","1","","","113511","4","1007003079"
"1","","1007003","","0.2","svd_run","","","113511","3","1007003080"
"-300","","1007003","","","-750","0","0.8","113511","2","1007003081"
"","","1007003","","","0","","","113411","4","1007003082"
"1","","1007003","","0.2","svd_run","","","113411","3","1007003083"
"-300","","1007003","","","750","0","0.8","113411","2","1007003084"
"","","1007003","","","","","","0.6","93","1007003085"
"1","0","1007003","","0.2","1","0","1","113511","6","1007003086"
"1","0","1007003","","0.2","1","0","1","113411","6","1007003087"
"","","1007003","","","","","","0","91","1007003088"
"100","0","1007004","svd_idle_normal","2.08","113511","-560","-250","1","5","1007004001"
"100","1","1007004","svd_idle_normal","2.08","113411","-560","250","2","5","1007004002"
"0","0","1007004","svd_white_loop","1","333","0","0","3","5","1007004003"
"1","0","1007004","","0","1","0","1","333","6","1007004004"
"1","0","1007004","","0","1","0","1","113511","6","1007004005"
"1","0","1007004","","0","1","0","1","113411","6","1007004006"
"","","1007004","","","","","","1","93","1007004007"
"1","0","1007004","","0.8","1","0.4","1","333","6","1007004008"
"0","0.2","1007004","","0.2","svd_jump1","1","svd_idle_normal","113511","3","1007004009"
"0","0.2","1007004","","0.2","svd_jump1","1","svd_idle_normal","113411","3","1007004010"
"","","1007004","","","","","","0.3","93","1007004011"
"-300","","1007004","","","-250","0","0.75","113511","2","1007004012"
"-300","","1007004","","","250","0","0.75","113411","2","1007004013"
"1","0","1007004","","0.4","1","1","1","113511","6","1007004014"
"1","0","1007004","","0.4","1","1","1","113411","6","1007004015"
"","","1007004","","","","","","1.2","93","1007004016"
"","","1007004","","","","","","0","91","1007004017"
"1","","1007004","","0.2","svd_idle_normal","","","113411","3","1007004018"
"1","","1007004","","0.2","svd_talk_joy1","","","113511","3","1007004019"
"0","","1007004","","","vo_svd_0421","","0","vo_svd","21","1007004020"
"6","0","1007004","1","0","ルーセント学院のみんな\nいい子だったね！\n学校生活も楽しそうだなー","0","0","113511","11","1007004021"
"","","1007004","","","","","","0","91","1007004022"
"1","","1007004","","0.2","svd_idle_joy1","","","113511","3","1007004023"
"1","","1007004","","0.2","svd_talk_thinking","","","113411","3","1007004024"
"0","","1007004","","","vo_svd_0422","","0","vo_svd","21","1007004025"
"6","0","1007004","1","0","イオちゃんという\nすばらしい先生にも恵まれて\n少しうらやましいですわ…","0","0","113411","11","1007004026"
"","","1007004","","","","","","0","91","1007004027"
"1","","1007004","","0.2","svd_idle_thinking","","","113411","3","1007004028"
"1","","1007004","","0.2","svd_talk_normal","","","113511","3","1007004029"
"0","","1007004","","","vo_svd_0423","","0","vo_svd","21","1007004030"
"7","0","1007004","1","0","ねぇねぇ、二人で入学する…\nっていうのはどうかな？","0","0","113511","11","1007004031"
"","","1007004","","","","","","0","91","1007004032"
"1","","1007004","","0.2","svd_idle_joy1","","","113511","3","1007004033"
"0","0.2","1007004","","0.2","svd_surprise","1","svd_talk_joy1","113411","3","1007004034"
"0","","1007004","","","vo_svd_0424","","0","vo_svd","21","1007004035"
"6","0","1007004","1","0","…！　よいアイデアですわ！\nさっそく入学願書を\n取り寄せましょう！","0","0","113411","11","1007004036"
"","","1007004","","","","","","0","91","1007004037"
"1","","1007004","","0.2","svd_idle_joy1","","","113411","3","1007004038"
"","","1007004","","","","","","","102","1007004039"
"","","1007004","","","","","","1","93","1007004040"
"1","0","1007004","","0","7","","","113511","12","1007004041"
"1","","1007004","","0.2","svd_talk_normal","","","113511","3","1007004042"
"","","1007004","","","","","","3","93","1007004043"
"1","","1007004","","0.2","svd_idle_normal","","","113511","3","1007004044"
"1","0","1007004","","0","6","","","113411","12","1007004045"
"1","","1007004","","0.2","svd_talk_joy1","1","","113411","3","1007004046"
"","","1007004","","","","","","3","93","1007004047"
"1","","1007004","","0.2","svd_idle_joy1","1","","113411","3","1007004048"
"1","0","1007004","","0","10","","","113511","12","1007004049"
"1","","1007004","","0.2","svd_talk_joy2","","","113511","3","1007004050"
"","","1007004","","","","","","3","93","1007004051"
"1","","1007004","","0.2","svd_idle_joy2","","","113511","3","1007004052"
"1","0","1007004","","0","10","","","113411","12","1007004053"
"0","0.2","1007004","","0.2","svd_cmn_smile3","1","svd_idle_joy1","113411","3","1007004054"
"","","1007004","","","","","","3","93","1007004055"
"1","","1007004","","0.2","svd_idle_joy1","1","","113411","3","1007004056"
"","","1007004","","","","","","1007004041","101","1007004057"
"1","0","1007004","","1","1","0","1","333","6","1007004058"
"","","1007004","","","1","","","113511","4","1007004059"
"1","","1007004","","0.2","svd_run","","","113511","3","1007004060"
"-300","","1007004","","","-750","0","0.8","113511","2","1007004061"
"","","1007004","","","0","","","113411","4","1007004062"
"1","","1007004","","0.2","svd_run","","","113411","3","1007004063"
"-300","","1007004","","","750","0","0.8","113411","2","1007004064"
"","","1007004","","","","","","0.6","93","1007004065"
"1","0","1007004","","0.2","1","0","1","113511","6","1007004066"
"1","0","1007004","","0.2","1","0","1","113411","6","1007004067"
"","","1007004","","","","","","0","91","1007004068"
"110","0","1007005","svd_idle_normal","2.08","113511","-300","-700","1","5","1007005001"
"100","0","1007005","svd_idle_normal","2.08","113411","-300","-550","2","5","1007005002"
"0","0","1007005","svd_white_loop","1","333","0","0","3","5","1007005003"
"1","0","1007005","","0","1","0","1","333","6","1007005004"
"-630","","1007005","","0","13","1.3","60","3","31","1007005005"
"1","0","1007005","","0","1","0","1","113511","6","1007005006"
"1","0","1007005","","0","1","0","1","113411","6","1007005007"
"","","1007005","","","","","","1","93","1007005008"
"1","0","1007005","","0.8","1","0.4","1","333","6","1007005009"
"1","","1007005","","0.2","svd_walk_glad","","","113511","3","1007005010"
"-300","","1007005","","","-250","0","2","113511","2","1007005011"
"1","","1007005","","0.2","svd_walk_glad2","","","113411","3","1007005012"
"-300","","1007005","","","-50","0","2.2","113411","2","1007005013"
"1","0","1007005","","0.4","1","1","1","113511","6","1007005014"
"1","0","1007005","","0.4","1","1","1","113411","6","1007005015"
"","","1007005","","","1","","","13","32","1007005016"
"60","","1007005","","","-180","0","2","13","33","1007005017"
"","","1007005","","","","","","2","93","1007005018"
"","","1007005","","","0","","","13","32","1007005019"
"1","","1007005","","0.2","svd_idle_normal","","","113511","3","1007005020"
"","","1007005","","","","","","0.2","93","1007005021"
"","","1007005","","","1","","","113411","4","1007005022"
"1","","1007005","","0.2","svd_idle_normal","","","113411","3","1007005023"
"","","1007005","","","","","","0.5","93","1007005024"
"0.5","0","1007005","","0","10","","","113511","12","1007005025"
"0.5","0","1007005","","0","10","","","113411","12","1007005026"
"0","0.2","1007005","","0.2","svd_wink","1","svd_idle_normal","113511","3","1007005027"
"0","0.2","1007005","","0.2","svd_wink","1","svd_idle_normal","113411","3","1007005028"
"","","1007005","","","","","","1.5","93","1007005029"
"","","1007005","","","0","","","113411","4","1007005030"
"1","","1007005","","0.2","svd_walk","","","113411","3","1007005031"
"-300","","1007005","","","250","0","1","113411","2","1007005032"
"","","1007005","","","","","","1","93","1007005033"
"0","0","1007005","","0.4","svd_idle_normal","1","svd_idle_normal","113411","3","1007005034"
"","","1007005","","","","","","0","93","1007005035"
"","","1007005","","","1","","","113411","4","1007005036"
"","","1007005","","","","","","0.6","93","1007005037"
"1","","1007005","","0.2","svd_talk_joy1","","","113511","3","1007005038"
"0","","1007005","","","vo_svd_0521","","0","vo_svd","21","1007005039"
"5","0","1007005","1","0","静かな島で弟くんと暮らす…\nここは本当に天国だね。","0","0","113511","11","1007005040"
"","","1007005","","","","","","0","91","1007005041"
"1","","1007005","","0.2","svd_idle_memory","","","113511","3","1007005042"
"1","","1007005","","0.2","svd_talk_memory","","","113411","3","1007005043"
"0","","1007005","","","vo_svd_0522","","0","vo_svd","21","1007005044"
"6","0","1007005","1","0","これを幸せと呼ばずして\n何を幸せと呼べば\nよいのでしょう…","0","0","113411","11","1007005045"
"","","1007005","","","","","","0","91","1007005046"
"1","","1007005","","0.2","svd_idle_memory","","","113411","3","1007005047"
"1","","1007005","","0.2","svd_talk_memory","","","113511","3","1007005048"
"0","","1007005","","","vo_svd_0523","","0","vo_svd","21","1007005049"
"6","0","1007005","1","0","おはようからおやすみまで\nずっと弟くんと一緒に\nいられる…","0","0","113511","11","1007005050"
"","","1007005","","","","","","0","91","1007005051"
"1","","1007005","","0.2","svd_idle_memory","","","113511","3","1007005052"
"1","","1007005","","0.2","svd_talk_memory","","","113411","3","1007005053"
"0","","1007005","","","vo_svd_0524","","0","vo_svd","21","1007005054"
"4","0","1007005","1","0","寝起きのかわいらしい顔も\n穏やかな寝顔も\nすべて見放題…","0","0","113411","11","1007005055"
"","","1007005","","","","","","0","91","1007005056"
"1","","1007005","","0.2","svd_idle_memory","","","113411","3","1007005057"
"1","","1007005","","0.2","svd_talk_joy2","","","113511","3","1007005058"
"0","","1007005","","","vo_svd_0525","","0","vo_svd","21","1007005059"
"8","0","1007005","1","0","この幸せをお返しできるように\n最高のおうちを作ろうね！\nエリコちゃん！","0","0","113511","11","1007005060"
"","","1007005","","","","","","4","93","1007005061"
"0","0.2","1007005","","0.2","svd_talk_guts","1","svd_idle_guts","113511","3","1007005062"
"","","1007005","","","","","","1007005060","91","1007005063"
"1","","1007005","","0.2","svd_idle_guts","","","113511","3","1007005064"
"0","0.2","1007005","","0.2","svd_talk_guts2","1","svd_idle_guts2","113411","3","1007005065"
"0","","1007005","","","vo_svd_0526","","0","vo_svd","21","1007005066"
"6","0","1007005","1","0","もちろんですわ！","0","0","113411","11","1007005067"
"","","1007005","","","","","","0","91","1007005068"
"","","1007005","","","","","","","102","1007005069"
"","","1007005","","","","","","1","93","1007005070"
"1","0","1007005","","0","9","","","113511","12","1007005071"
"1","","1007005","","0.2","svd_talk_memory","","","113511","3","1007005072"
"","","1007005","","","","","","3","93","1007005073"
