75d0437ef4dbd8a40cd92f2c3bde729ad39a349d19e68833d17539215ce4fd73,c044b42fdd764509f1a3c8101cdaf468076d8c4b7ea8b44f0fa9100880036e91,e872ad9b14f68f7b6e89ffebd7376e24b54e76838cbc2e979ea8008796a7e205,c9e615007d524eb87b26b850199d49d1f098e1326a1f585084983c2f23eff9d0,0262e8a5d25329f658ce181ce2b7ac818e8d348a896c68337855a786ced8ebe4,de54e101f5413d7199e0ba13bb7a654167c2847d2a62c38afbf24aa6d1d9abba,44519ad7e57e8b59a54c1ed14f7794c735c4d2a5450ce1defff6e2c8922f3f3e,2dfb216258b28b22aed7346b2594e54bdeab4a29c38249982fd694437681e7e4,c60917e2485ceb70e2d95e60583600ca40dd5f4d76e74e58ecc5f36af6b8ccbe,1e995e54862e1f138272160149295dfe90d40e8defa394c972918aa81e1ba563,8f0370373e13be4120e43453e2e1338f0f9f4e686932d3d79c2e797f99ad010d,30d1fedd8498f74a0774edaf0dc2cec0f928080361f124b4d118db632cfb5196,ea85c1538559a71b4984c0ef9b0a37626307f711b51d68e113664070ba292811,371de9400d19ebb7d6c1a0ec88dff97675a7a2f6c97476d6f87596e22eb8e08c,3fd2bcf1444b6f735a40f81c8ebfdeb32d74c9494d382a3ddd5ebeb4b02a0c73,eb2d9fa2f856298c6bf7f6307e7bd7335fa39c691148d6e84c09337542de9115,8166e59d9bd8fcf2d99c853dbe066cf7cc443ffff1216aeebe09553731a7830f,7827ba932b9a00d4ab35608e5221c859eeccabb1aa94b8f42adec6fcf38766b7,15754100ccd7d5e5b7b3c48d5727031dc17170bbdd1709c0b3f65dc5fc889abd,484c35a30c6cbf576dfb888beb40c106fbe4dc2b3cbc1cace0ca5791402b1c63,6a1412a5fd953b1a3989d7ab7dd6eb4c8ff4ef5b785db1d0977de6e02ce5c2ac,33df5324638bf608725415aed7bf9ca1fb4f04c7f0402be4bdf7835f5efe2413,16272d7b19783af14ed890ccf3f7f8f4bd6a0ed87debe73d17408d07353f4ce3,679390a72b36bc83040191f99fe3eb7eb83362a2b0f08199ad2113cd21d7476b,a6b6735dab70f149d18e598ffaa1c8a5419a310d07cba1de5b5c7166c4d1af7c,b22aa49bc70de352c666aee9cdd7e0ffc5cdb31ac4c0f3831e48b528ee323533,1e148a6d3c19f7cbd3439933587d443a356998029cf9e5499e8dc107e5a12607,5b93a1280163bcc555b1900bf3b4bb7a30853ca8116a316fb3ea98a3241349a4,60fcc345113a3cb85daabc3a607a5475833196a255a7921b3f9bfc55bfcc4a31,6b4179e16d7c1a77af2734fa354d881fd508f598bc2decb85791805a0a5b027e,a3da3ab6af8264fa1f2f5d4c3940751b4d6ee106a80c11dc03a43655daa32f8b,85e82dbfc782e3cafa0d3668ecebea97244998bcccb74dd3188a70670897cca9,030ceb12f333293f709adeaf657bd47a754fa955e09e7b1699ea067f0b6959cb,dac084875ea6a00b7a4ffb036bb528b46e80c7b806d190bbfe92d1b08121217e,2e8bf01696d2bfa2337bef989f637f034724c43dd50628cb8c8ed78a65538eb9,bea2dbd10bee3289171c930495e1637e89ff6105b5f06747ca9920a4234342f0,e61fc57776c13d243ba550eaada1b74cceaaa43397b6fa2fc71ca941be469e8e,5305d4d555695c85c356cfb8c372f201628300ef28aab8e97edace24408101f8,f64ff8f31c3bb38757cce1e3dfae30064c78b1178f25ea3e742e50337713b8e0,dd0d0661e78e03f9b9ef69981780a31542b196b6c56b2ce0ff863bce49df987b
"13","30","20","0","0","16","20","200000006","20","20","0","670010020","20","1","20","200100","1","1","20","10","0","20","20","20","0","20","20","20","20","186","0","0","20","0","20","0","10","0","20","1563"
"15","30","21","0","0","18","21","200000006","21","21","0","670010021","21","1","21","200100","1","1","21","10","0","21","21","21","0","21","21","21","21","206","0","0","21","0","21","0","10","0","21","1784"
"17","30","22","0","0","20","22","200000006","22","22","0","670010022","22","1","22","200100","1","1","22","10","0","22","22","22","0","22","22","22","22","225","0","0","22","0","22","0","10","0","22","2005"
"18","30","23","0","0","21","23","200000006","23","23","0","670010023","23","1","23","200100","1","1","23","10","0","23","23","23","0","23","23","23","23","245","0","0","23","0","23","0","10","0","23","2225"
"20","30","24","0","0","23","24","200000006","24","24","0","670010024","24","1","24","200100","1","1","24","10","0","24","24","24","0","24","24","24","24","264","0","0","24","0","24","0","10","0","24","2446"
"21","30","25","0","0","24","25","200000006","25","25","0","670010025","25","1","25","200100","1","1","25","10","0","25","25","25","0","25","25","25","25","267","0","0","25","0","25","0","10","0","25","2701"
"21","30","26","0","0","24","26","200000006","26","26","0","670010026","26","1","26","200100","1","1","26","10","0","26","26","26","0","26","26","26","26","269","0","0","26","0","26","0","10","0","26","2956"
"21","30","27","0","0","24","27","200000006","27","27","0","670010027","27","1","27","200100","1","1","27","10","0","27","27","27","0","27","27","27","27","289","0","0","27","0","27","0","10","0","27","3211"
"21","30","28","0","0","25","28","200000006","28","28","0","670010028","28","1","28","200100","1","1","28","10","0","28","28","28","0","28","28","28","28","309","0","0","28","0","28","0","10","0","28","3466"
"22","30","29","0","0","25","29","200000006","29","29","0","670010029","29","1","29","200100","1","1","29","10","0","29","29","29","0","29","29","29","29","330","0","0","29","0","29","0","10","0","29","3721"
"22","30","30","0","0","25","30","200000006","30","30","0","670010030","30","1","30","200100","1","1","30","10","0","30","30","30","0","30","30","30","30","350","0","0","30","0","30","0","10","0","30","3976"
"22","30","31","0","0","26","31","200000006","31","31","0","670010031","31","1","31","200100","1","1","31","10","0","31","31","31","0","31","31","31","31","370","0","0","31","0","31","0","10","0","31","4232"
"22","30","32","0","0","26","32","200000006","32","32","0","670010032","32","1","32","200100","1","1","32","10","0","32","32","32","0","32","32","32","32","390","0","0","32","0","32","0","10","0","32","4487"
"22","30","33","0","0","26","33","200000006","33","33","0","670010033","33","1","33","200100","1","1","33","10","0","33","33","33","0","33","33","33","33","410","0","0","33","0","33","0","10","0","33","4742"
"23","30","34","0","0","26","34","200000006","34","34","0","670010034","34","1","34","200100","1","1","34","10","0","34","34","34","0","34","34","34","34","431","0","0","34","0","34","0","10","0","34","4997"
"23","30","35","0","0","27","35","200000006","35","35","0","670010035","35","1","35","200100","1","1","35","10","0","35","35","35","0","35","35","35","35","451","0","0","35","0","35","0","10","0","35","5252"
"23","30","36","0","0","27","36","200000006","36","36","0","670010036","36","1","36","200100","1","1","36","10","0","36","36","36","0","36","36","36","36","471","0","0","36","0","36","0","10","0","36","5507"
"27","30","37","0","0","31","37","200000006","37","37","0","670010037","37","1","37","200100","1","1","37","10","0","37","37","37","0","37","37","37","37","516","0","0","37","0","37","0","10","0","37","5667"
"31","30","38","0","0","35","38","200000006","38","38","0","670010038","38","1","38","200100","1","1","38","10","0","38","38","38","0","38","38","38","38","562","0","0","38","0","38","0","10","0","38","5826"
"35","30","39","0","0","39","39","200000006","39","39","0","670010039","39","1","39","200100","1","1","39","10","0","39","39","39","0","39","39","39","39","607","0","0","39","0","39","0","10","0","39","5986"
"36","30","40","0","0","40","40","200000006","40","40","0","670010040","40","1","40","200100","1","1","40","10","0","40","40","40","0","40","40","40","40","712","0","0","40","0","40","0","10","0","40","7437"
"36","30","41","0","0","40","41","200000006","41","41","0","670010041","41","1","41","200100","1","1","41","10","0","41","41","41","0","41","41","41","41","816","0","0","41","0","41","0","10","0","41","8888"
"36","30","42","0","0","41","42","200000006","42","42","0","670010042","42","1","42","200100","1","1","42","10","0","42","42","42","0","42","42","42","42","913","0","0","42","0","42","0","10","0","42","9321"
"36","30","43","0","0","41","43","200000006","43","43","0","670010043","43","1","43","200100","1","1","43","10","0","43","43","43","0","43","43","43","43","1010","0","0","43","0","43","0","10","0","43","9754"
"38","30","44","0","0","45","44","200000006","44","44","0","670010044","44","1","44","200100","1","1","44","10","0","44","44","44","0","44","44","44","44","1079","0","0","44","0","44","0","10","0","44","10008"
"41","30","45","0","0","49","45","200000006","45","45","0","670010045","45","1","45","200100","1","1","45","10","0","45","45","45","0","45","45","45","45","1148","0","0","45","0","45","0","10","0","45","10263"
"43","30","46","0","0","53","46","200000006","46","46","0","670010046","46","1","46","200100","1","1","46","10","0","46","46","46","0","46","46","46","46","1217","0","0","46","0","46","0","10","0","46","10517"
"45","30","47","0","0","57","47","200000006","47","47","0","670010047","47","1","47","200100","1","1","47","10","0","47","47","47","0","47","47","47","47","1286","0","0","47","0","47","0","10","0","47","10771"
"48","30","48","0","0","61","48","200000006","48","48","0","670010048","48","1","48","200100","1","1","48","10","0","48","48","48","0","48","48","48","48","1355","0","0","48","0","48","0","10","0","48","11026"
"50","30","49","0","0","65","49","200000006","49","49","0","670010049","49","1","49","200100","1","1","49","10","0","49","49","49","0","49","49","49","49","1424","0","0","49","0","49","0","10","0","49","11280"
"52","30","50","0","0","69","50","200000006","50","50","0","670010050","50","1","50","200100","1","1","50","10","0","50","50","50","0","50","50","50","50","1493","0","0","50","0","50","0","10","0","50","11534"
"55","30","51","0","0","73","51","200000006","51","51","0","670010051","51","1","51","200100","1","1","51","10","0","51","51","51","0","51","51","51","51","1562","0","0","51","0","51","0","10","0","51","11789"
"57","30","52","0","0","77","52","200000006","52","52","0","670010052","52","1","52","200100","1","1","52","10","0","52","52","52","0","52","52","52","52","1632","0","0","52","0","52","0","10","0","52","12043"
"59","30","53","0","0","81","53","200000006","53","53","0","670010053","53","1","53","200100","1","1","53","10","0","53","53","53","0","53","53","53","53","1701","0","0","53","0","53","0","10","0","53","12297"
"62","30","54","0","0","85","54","200000006","54","54","0","670010054","54","1","54","200100","1","1","54","10","0","54","54","54","0","54","54","54","54","1770","0","0","54","0","54","0","10","0","54","12552"
"64","30","55","0","0","89","55","200000006","55","55","0","670010055","55","1","55","200100","1","1","55","10","0","55","55","55","0","55","55","55","55","1839","0","0","55","0","55","0","10","0","55","12806"
"66","30","56","0","0","93","56","200000006","56","56","0","670010056","56","1","56","200100","1","1","56","10","0","56","56","56","0","56","56","56","56","1908","0","0","56","0","56","0","10","0","56","13060"
"69","30","57","0","0","97","57","200000006","57","57","0","670010057","57","1","57","200100","1","1","57","10","0","57","57","57","0","57","57","57","57","1977","0","0","57","0","57","0","10","0","57","13315"
"71","30","58","0","0","101","58","200000006","58","58","0","670010058","58","1","58","200100","1","1","58","10","0","58","58","58","0","58","58","58","58","2046","0","0","58","0","58","0","10","0","58","13569"
"73","30","59","0","0","105","59","200000006","59","59","0","670010059","59","1","59","200100","1","1","59","10","0","59","59","59","0","59","59","59","59","2115","0","0","59","0","59","0","10","0","59","13823"
"76","30","60","0","0","109","60","200000006","60","60","0","670010060","60","1","60","200100","1","1","60","10","0","60","60","60","0","60","60","60","60","2184","0","0","60","0","60","0","10","0","60","14078"
"78","30","61","0","0","113","61","200000006","61","61","0","670010061","61","1","61","200100","1","1","61","10","0","61","61","61","0","61","61","61","61","2253","0","0","61","0","61","0","10","0","61","14332"
"79","30","62","0","0","113","62","200000006","62","62","0","670010062","62","1","62","200100","1","1","62","10","0","62","62","62","0","62","62","62","62","2280","0","0","62","0","62","0","10","0","62","15514"
"79","30","63","0","0","114","63","200000006","63","63","0","670010063","63","1","63","200100","1","1","63","10","0","63","63","63","0","63","63","63","63","2306","0","0","63","0","63","0","10","0","63","16696"
"80","30","64","0","0","114","64","200000006","64","64","0","670010064","64","1","64","200100","1","1","64","10","0","64","64","64","0","64","64","64","64","2333","0","0","64","0","64","0","10","0","64","17878"
"81","30","65","0","0","114","65","200000006","65","65","0","670010065","65","1","65","200100","1","1","65","10","0","65","65","65","0","65","65","65","65","2359","0","0","65","0","65","0","10","0","65","19060"
"82","30","66","0","0","115","66","200000006","66","66","0","670010066","66","1","66","200100","1","1","66","10","0","66","66","66","0","66","66","66","66","2386","0","0","66","0","66","0","10","0","66","20242"
"82","30","67","0","0","115","67","200000006","67","67","0","670010067","67","1","67","200100","1","1","67","10","0","67","67","67","0","67","67","67","67","2412","0","0","67","0","67","0","10","0","67","21425"
"83","30","68","0","0","115","68","200000006","68","68","0","670010068","68","1","68","200100","1","1","68","10","0","68","68","68","0","68","68","68","68","2439","0","0","68","0","68","0","10","0","68","22607"
"84","30","69","0","0","116","69","200000006","69","69","0","670010069","69","1","69","200100","1","1","69","10","0","69","69","69","0","69","69","69","69","2466","0","0","69","0","69","0","10","0","69","23789"
"85","30","70","0","0","116","70","200000006","70","70","0","670010070","70","1","70","200100","1","1","70","10","0","70","70","70","0","70","70","70","70","2492","0","0","70","0","70","0","10","0","70","24971"
"85","30","71","0","0","116","71","200000006","71","71","0","670010071","71","1","71","200100","1","1","71","10","0","71","71","71","0","71","71","71","71","2519","0","0","71","0","71","0","10","0","71","26153"
"10","30","1","0","0","8","1","200000001","1","1","0","670020001","1","1","1","200200","1","1","1","10","0","1","1","1","0","1","1","1","1","108","0","0","1","0","1","0","10","0","1","924"
"10","30","2","0","0","8","2","200000001","2","2","0","670020002","2","1","2","200200","1","1","2","10","0","2","2","2","0","2","2","2","2","111","0","0","2","0","2","0","10","0","2","927"
"10","30","3","0","0","8","3","200000001","3","3","0","670020003","3","1","3","200200","1","1","3","10","0","3","3","3","0","3","3","3","3","114","0","0","3","0","3","0","10","0","3","930"
"11","30","4","0","0","9","4","200000001","4","4","0","670020004","4","1","4","200200","1","1","4","10","0","4","4","4","0","4","4","4","4","117","0","0","4","0","4","0","10","0","4","933"
"11","30","5","0","0","9","5","200000001","5","5","0","670020005","5","1","5","200200","1","1","5","10","0","5","5","5","0","5","5","5","5","120","0","0","5","0","5","0","10","0","5","936"
"11","30","6","0","0","9","6","200000001","6","6","0","670020006","6","1","6","200200","1","1","6","10","0","6","6","6","0","6","6","6","6","123","0","0","6","0","6","0","10","0","6","939"
"12","30","7","0","0","10","7","200000001","7","7","0","670020007","7","1","7","200200","1","1","7","10","0","7","7","7","0","7","7","7","7","126","0","0","7","0","7","0","10","0","7","942"
"12","30","8","0","0","10","8","200000001","8","8","0","670020008","8","1","8","200200","1","1","8","10","0","8","8","8","0","8","8","8","8","129","0","0","8","0","8","0","10","0","8","945"
"12","30","9","0","0","10","9","200000001","9","9","0","670020009","9","1","9","200200","1","1","9","10","0","9","9","9","0","9","9","9","9","132","0","0","9","0","9","0","10","0","9","948"
"13","30","10","0","0","11","10","200000001","10","10","0","670020010","10","1","10","200200","1","1","10","10","0","10","10","10","0","10","10","10","10","135","0","0","10","0","10","0","10","0","10","951"
"13","30","11","0","0","11","11","200000001","11","11","0","670020011","11","1","11","200200","1","1","11","10","0","11","11","11","0","11","11","11","11","138","0","0","11","0","11","0","10","0","11","954"
"13","30","12","0","0","11","12","200000001","12","12","0","670020012","12","1","12","200200","1","1","12","10","0","12","12","12","0","12","12","12","12","141","0","0","12","0","12","0","10","0","12","957"
"14","30","13","0","0","12","13","200000001","13","13","0","670020013","13","1","13","200200","1","1","13","10","0","13","13","13","0","13","13","13","13","144","0","0","13","0","13","0","10","0","13","960"
"14","30","14","0","0","12","14","200000001","14","14","0","670020014","14","1","14","200200","1","1","14","10","0","14","14","14","0","14","14","14","14","147","0","0","14","0","14","0","10","0","14","963"
"15","30","15","0","0","13","15","200000001","15","15","0","670020015","15","1","15","200200","1","1","15","10","0","15","15","15","0","15","15","15","15","151","0","0","15","0","15","0","10","0","15","966"
"15","30","16","0","0","13","16","200000001","16","16","0","670020016","16","1","16","200200","1","1","16","10","0","16","16","16","0","16","16","16","16","175","0","0","16","0","16","0","10","0","16","1322"
"15","30","17","0","0","13","17","200000001","17","17","0","670020017","17","1","17","200200","1","1","17","10","0","17","17","17","0","17","17","17","17","199","0","0","17","0","17","0","10","0","17","1678"
"15","30","18","0","0","13","18","200000001","18","18","0","670020018","18","1","18","200200","1","1","18","10","0","18","18","18","0","18","18","18","18","207","0","0","18","0","18","0","10","0","18","1884"
"16","30","19","0","0","14","19","200000001","19","19","0","670020019","19","1","19","200200","1","1","19","10","0","19","19","19","0","19","19","19","19","215","0","0","19","0","19","0","10","0","19","2090"
"16","30","20","0","0","14","20","200000001","20","20","0","670020020","20","1","20","200200","1","1","20","10","0","20","20","20","0","20","20","20","20","223","0","0","20","0","20","0","10","0","20","2296"
"17","30","21","0","0","14","21","200000001","21","21","0","670020021","21","1","21","200200","1","1","21","10","0","21","21","21","0","21","21","21","21","237","0","0","21","0","21","0","10","0","21","2377"
"17","30","22","0","0","14","22","200000001","22","22","0","670020022","22","1","22","200200","1","1","22","10","0","22","22","22","0","22","22","22","22","251","0","0","22","0","22","0","10","0","22","2458"
"17","30","23","0","0","14","23","200000001","23","23","0","670020023","23","1","23","200200","1","1","23","10","0","23","23","23","0","23","23","23","23","251","0","0","23","0","23","0","10","0","23","2658"
"19","30","24","0","0","16","24","200000001","24","24","0","670020024","24","1","24","200200","1","1","24","10","0","24","24","24","0","24","24","24","24","268","0","0","24","0","24","0","10","0","24","2829"
"21","30","25","0","0","18","25","200000001","25","25","0","670020025","25","1","25","200200","1","1","25","10","0","25","25","25","0","25","25","25","25","285","0","0","25","0","25","0","10","0","25","2999"
"24","30","26","0","0","19","26","200000001","26","26","0","670020026","26","1","26","200200","1","1","26","10","0","26","26","26","0","26","26","26","26","302","0","0","26","0","26","0","10","0","26","3170"
"26","30","27","0","0","21","27","200000001","27","27","0","670020027","27","1","27","200200","1","1","27","10","0","27","27","27","0","27","27","27","27","319","0","0","27","0","27","0","10","0","27","3340"
"28","30","28","0","0","23","28","200000001","28","28","0","670020028","28","1","28","200200","1","1","28","10","0","28","28","28","0","28","28","28","28","336","0","0","28","0","28","0","10","0","28","3511"
"29","30","29","0","0","23","29","200000001","29","29","0","670020029","29","1","29","200200","1","1","29","10","0","29","29","29","0","29","29","29","29","380","0","0","29","0","29","0","10","0","29","4632"
"29","30","30","0","0","23","30","200000001","30","30","0","670020030","30","1","30","200200","1","1","30","10","0","30","30","30","0","30","30","30","30","412","0","0","30","0","30","0","10","0","30","4717"
"28","30","31","0","0","23","31","200000001","31","31","0","670020031","31","1","31","200200","1","1","31","10","0","31","31","31","0","31","31","31","31","443","0","0","31","0","31","0","10","0","31","4802"
"28","30","32","0","0","23","32","200000001","32","32","0","670020032","32","1","32","200200","1","1","32","10","0","32","32","32","0","32","32","32","32","432","0","0","32","0","32","0","10","0","32","4887"
"28","30","33","0","0","23","33","200000001","33","33","0","670020033","33","1","33","200200","1","1","33","10","0","33","33","33","0","33","33","33","33","420","0","0","33","0","33","0","10","0","33","4972"
"28","30","34","0","0","24","34","200000001","34","34","0","670020034","34","1","34","200200","1","1","34","10","0","34","34","34","0","34","34","34","34","499","0","0","34","0","34","0","10","0","34","5985"
"32","30","35","0","0","27","35","200000001","35","35","0","670020035","35","1","35","200200","1","1","35","10","0","35","35","35","0","35","35","35","35","525","0","0","35","0","35","0","10","0","35","6241"
"36","30","36","0","0","30","36","200000001","36","36","0","670020036","36","1","36","200200","1","1","36","10","0","36","36","36","0","36","36","36","36","550","0","0","36","0","36","0","10","0","36","6497"
"39","30","37","0","0","32","37","200000001","37","37","0","670020037","37","1","37","200200","1","1","37","10","0","37","37","37","0","37","37","37","37","576","0","0","37","0","37","0","10","0","37","6752"
"43","30","38","0","0","35","38","200000001","38","38","0","670020038","38","1","38","200200","1","1","38","10","0","38","38","38","0","38","38","38","38","601","0","0","38","0","38","0","10","0","38","7008"
"42","30","39","0","0","33","39","200000001","39","39","0","670020039","39","1","39","200200","1","1","39","10","0","39","39","39","0","39","39","39","39","671","0","0","39","0","39","0","10","0","39","7387"
"44","30","40","0","0","35","40","200000001","40","40","0","670020040","40","1","40","200200","1","1","40","10","0","40","40","40","0","40","40","40","40","679","0","0","40","0","40","0","10","0","40","8119"
"46","30","41","0","0","37","41","200000001","41","41","0","670020041","41","1","41","200200","1","1","41","10","0","41","41","41","0","41","41","41","41","729","0","0","41","0","41","0","10","0","41","9635"
"47","30","42","0","0","38","42","200000001","42","42","0","670020042","42","1","42","200200","1","1","42","10","0","42","42","42","0","42","42","42","42","778","0","0","42","0","42","0","10","0","42","11151"
"47","30","43","0","0","38","43","200000001","43","43","0","670020043","43","1","43","200200","1","1","43","10","0","43","43","43","0","43","43","43","43","790","0","0","43","0","43","0","10","0","43","11476"
"47","30","44","0","0","39","44","200000001","44","44","0","670020044","44","1","44","200200","1","1","44","10","0","44","44","44","0","44","44","44","44","802","0","0","44","0","44","0","10","0","44","11802"
"47","30","45","0","0","39","45","200000001","45","45","0","670020045","45","1","45","200200","1","1","45","10","0","45","45","45","0","45","45","45","45","814","0","0","45","0","45","0","10","0","45","12127"
"48","30","46","0","0","40","46","200000001","46","46","0","670020046","46","1","46","200200","1","1","46","10","0","46","46","46","0","46","46","46","46","971","0","0","46","0","46","0","10","0","46","13833"
"49","30","47","0","0","40","47","200000001","47","47","0","670020047","47","1","47","200200","1","1","47","10","0","47","47","47","0","47","47","47","47","1128","0","0","47","0","47","0","10","0","47","15539"
"50","30","48","0","0","41","48","200000001","48","48","0","670020048","48","1","48","200200","1","1","48","10","0","48","48","48","0","48","48","48","48","1284","0","0","48","0","48","0","10","0","48","17245"
