7bf6cd41f35b5e27458bb9a171b7fc2410cb56bce7cf27bbe3da6052f26d220e,f68d372f51630e2fff66d0687269b0c7f05d0ccf1a9787c5c678a8a5a347ccb5,f26c7949b215f9124d0b650a2d3653ec4531789743aa9f3a8d1a90e23af7acae,cde0cfe7e4404cba4d93af70437fa1c3842731cdc7d52ff5a3e9a8dc43b33117,0fbab6c9b0ae18627e68c28229a4e6033924edd8b05ce3fef8795de8168e006f,d6350f2ee663f66c8bede0c65359ced22122a982a502381308ede3cf6a5fc458,6fd92a972079683864c8d1d995bff9d77e4ac36bea6b91e0279a117af2af902f,25b631b7b8946f81e568403d14a5b90e1bb9119bdedc934606f252b03cc38a51,1e91f71fd14f5330842e2e1777d734ae73f22d7793e10ac8fdf95db9374f7356,64c46b29558d75bc9b91517d7ca8545cf360668f491bbc33453423be0aeb605f,de9d7b4c3f53d1fc4d82e218c87fa3cfb2a1b660b4ae98cddc886a71359e5e6d,3514b7bc8c7c1de2bf194d3692a81429b75e3a32391963c7553f0c26c0e743d6,3ac3c2f6ad633f89d242355093a935256ad2ab40c28a46f50705151751c83d82,30ec1eb4c15e89f2b136aa73c350e253d6501496c6eaf5f6c5528191523299b2,5de702dba60009f64dc9f035ca820965eb03a70914065ba8c51c73bdb373348d,d06072b1fe7b8b90fbc6e335972ad09dd3986099f766a4b7eca95c8e4ecf611a,72df0f93ff9a1b294c61f0118542ecf8f3b15ce74d6d0fbe4d48c646e50f1b64,7b9ed9bc68ff8d1ddadb49fa53446129a73e91ae1cc170139a0b6c72812e8c3e,4e87c514add3aa59abd6cb23ecfc84599e4f4a43fdad7cc698e460abe4a7dee8,0426226afec33ef26dbc07a6b8aaacc7e20d57cab69245fe790053852c66d5b4,dfb0e420fd5e2a495c75b9b50b411c9adc5f54c8903186acf81413c7232f16e6,ac432745cbee10c6b016221d9b119ac9703cf0a4564b32acaac957dc7919c930
"10040101","1","0","1","101161","-30","-120","210","0.7","1","1004","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101161"
"10040102","1","0","1","101161","-30","-120","200","1","2","1004","0","0","0","-260","10","2","bgm_M64","1","1.2","0.75","101161"
"10040103","1","-15","1","101161","-30","55","200","1","3","1004","-30","-10","100","-20","0","3","bgm_M64","1","1.4","0.9","101161"
"10040104","1","0","1","101161","-30","-30","200","1","4","1004","-30","0","0","180","0","4","bgm_M64","1","1.3","0.9","101161"
"10040105","1","-40","1","101162","-30","-60","250","0.9","5","1004","-50","-30","200","470","0","5","bgm_M55","1","1.2","0.9","101162"
"10050101","1","0","1","101171","-30","-120","210","0.7","1","1005","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101161"
"10050102","1","0","1","101171","-30","-120","200","1","2","1005","0","0","0","-260","10","2","bgm_M64","1","1.2","0.75","101161"
"10050103","1","-15","1","101171","-30","45","200","1","3","1005","-30","-10","100","-20","0","3","bgm_M64","1","1.4","0.9","101161"
"10050104","1","0","1","101171","-30","-70","200","1","4","1005","0","0","0","190","0","4","bgm_M64","1","1","0.7","101161"
"10050105","1","-40","1","101172","-30","-25","240","1","5","1005","-30","0","200","445","0","5","bgm_M55","1","1.3","1","101162"
"10060101","1","0","1","101191","-30","-120","210","0.7","1","1006","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101161"
"10060102","1","0","1","101191","-30","-100","200","1","2","1006","0","0","0","-260","10","2","bgm_M64","1","1.2","0.75","101161"
"10060103","1","-15","1","101191","-30","65","200","1","3","1006","0","-10","100","-10","0","3","bgm_M64","1","1.1","0.8","101161"
"10060104","1","0","1","101191","-30","-110","200","1","4","1006","0","0","0","190","0","4","bgm_M64","1","1.2","0.8","101161"
"10060105","1","0","1","101192","-30","-70","280","1","5","1006","-50","-45","270","485","-10","5","bgm_M55","1","1.15","0.9","101162"
"10070101","1","0","1","101201","-30","-120","210","0.7","1","1007","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101161"
"10070102","1","0","1","101201","-30","-120","240","1","2","1007","0","0","120","-260","10","2","bgm_M64","1","1.2","0.9","101161"
"10070103","1","-15","1","101201","-30","65","200","1","3","1007","0","-10","100","-10","0","3","bgm_M64","1","1.1","0.8","101161"
"10070104","1","0","1","101201","-30","-110","200","1","4","1007","0","0","100","190","0","4","bgm_M64","1","1.2","0.9","101161"
"10070105","1","-20","1","101202","-30","-30","250","1","5","1007","-50","-45","270","475","10","5","bgm_M55","1","1.45","1","101162"
"10080101","1","0","1","101291","-30","-120","210","0.7","1","1008","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101161"
"10080102","1","0","1","101291","-30","-120","240","1","2","1008","0","0","120","-260","10","2","bgm_M64","1","1.2","0.9","101161"
"10080103","1","-15","1","101291","-30","65","200","1","3","1008","0","-10","100","-40","0","3","bgm_M64","1","1.1","0.8","101161"
"10080104","1","0","1","101291","-30","-110","200","1.3","4","1008","0","0","100","150","0","4","bgm_M64","1","1.3","0.9","101161"
"10080105","1","-20","1","101292","-30","-15","230","1.3","5","1008","15","30","45","490","30","5","bgm_M55","1","1.45","1.1","101162"
"10090101","1","0","1","101301","-30","-120","210","0.7","1","1009","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101161"
"10090102","1","0","1","101301","-30","-120","200","1","2","1009","0","0","120","-260","10","2","bgm_M64","1","1.2","0.75","101161"
"10090103","1","-15","1","101301","-30","100","200","2.2","3","1009","0","-10","100","-50","0","3","bgm_M64","1","2.3","1.55","101161"
"10090104","1","0","1","101301","-30","-100","200","1.3","4","1009","15","0","100","180","0","4","bgm_M64","1","1.3","1","101161"
"10090105","1","-20","1","101302","-30","-55","270","1.1","5","1009","-15","-30","200","470","10","5","bgm_M55","1","1.2","1","101162"
"10100101","1","0","1","101441","-30","-130","210","0.9","1","1010","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101161"
"10100102","1","0","1","101441","-30","-120","200","1","2","1010","0","0","120","-250","10","2","bgm_M64","1","1.2","0.75","101161"
"10100103","1","-15","1","101441","-30","50","200","1","3","1010","0","-10","100","-10","0","3","bgm_M64","1","1.1","0.8","101161"
"10100104","1","0","1","101441","-30","-100","200","1","4","1010","-30","0","0","180","0","4","bgm_M64","1","1.3","0.9","101161"
"10100105","1","-20","1","101442","-30","-70","270","1.1","5","1010","-35","-30","200","470","10","5","bgm_M55","1","1.2","0.95","101162"
"10110101","1","0","1","101451","-30","-130","210","0.9","1","1011","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101451"
"10110102","1","0","1","101451","-30","-120","200","1","2","1011","0","0","120","-250","10","2","bgm_M64","1","1.2","0.75","101451"
"10110103","1","-15","1","101451","-30","50","200","1","3","1011","-30","-10","100","-20","0","3","bgm_M64","1","1.4","0.9","101451"
"10110104","1","0","1","101451","-30","-100","220","0.8","4","1011","20","0","100","200","0","4","bgm_M64","1","0.9","0.65","101451"
"10110105","1","0","1","101452","-30","-70","290","1.4","5","1011","-35","-50","200","510","0","5","bgm_M55","1","1.55","1.25","101452"
"10120101","1","0","1","101561","-30","-130","210","0.9","1","1012","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101451"
"10120102","1","0","1","101561","-30","-120","240","1","2","1012","0","0","120","-240","0","2","bgm_M64","1","1.2","0.9","101451"
"10120103","1","-5","1","101561","-30","60","200","0.8","3","1012","0","-10","100","-30","5","3","bgm_M64","1","0.9","0.6","101451"
"10120104","1","0","1","101561","-30","-100","200","1.2","4","1012","-30","0","100","180","0","4","bgm_M64","1","1.5","0.9","101451"
"10120105","1","0","1","101562","-30","-70","290","1.35","5","1012","-60","-50","400","460","0","5","bgm_M55","1","1.55","1.25","101452"
"10130101","1","0","1","101001","-30","-120","210","0.7","1","1013","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101001"
"10130102","1","0","1","101001","-30","-120","200","1","2","1013","0","0","0","-260","10","2","bgm_M64","1","1.2","0.75","101001"
"10130103","1","-13","1","101001","-30","0","200","1","3","1013","0","-10","100","-40","0","3","bgm_M64","1","1.1","0.7","101001"
"10130104","1","0","1","101001","-30","-50","200","1","4","1013","0","0","0","240","0","4","bgm_M64","1","1.2","0.7","101001"
"10130105","1","0","1","101011","-30","-40","250","1","5","1013","0","0","200","480","0","5","bgm_M55","1","1.3","1.2","101011"
"10140101","1","0","1","101041","-30","-130","210","0.9","1","1014","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101041"
"10140102","1","0","1","101041","-30","-120","200","1","2","1014","0","0","120","-250","10","2","bgm_M64","1","1.2","0.75","101041"
"10140103","1","-15","1","101041","-30","100","200","2.2","3","1014","0","-10","100","-50","0","3","bgm_M64","1","2.3","1.55","101041"
"10140104","1","0","1","101041","-30","-70","200","1","4","1014","0","0","0","190","0","4","bgm_M64","1","1","0.7","101041"
"10140105","1","0","1","101042","-30","0","250","1.6","5","1014","0","0","200","440","0","5","bgm_M55","1","1.8","1.4","101042"
"10150101","1","0","1","101041","-30","-125","210","0.7","1","1015","0","-30","250","-470","10","1","bgm_M64","1","0.8","0.6","101161"
"10150102","1","0","1","101041","-30","-95","200","1","2","1015","0","0","120","-210","10","2","bgm_M64","1","1.2","0.75","101161"
"10150103","1","-15","1","101041","-30","-120","200","1","3","1015","-30","-10","100","50","0","3","bgm_M64","1","1.4","0.9","101161"
"10150104","1","0","1","101041","-30","35","200","1","4","1015","43","0","150","195","0","4","bgm_M64","1","1","0.7","101162"
"10150105","1","0","1","101042","-30","-55","210","1.35","5","1015","-50","0","150","450","0","5","bgm_M55","1","1.8","1.1","101161"
"10160101","1","0","1","101161","-30","-120","210","0.85","1","1016","0","0","250","-480","10","1","bgm_M64","1","0.8","0.6","101451"
"10160102","1","0","1","101161","-30","-100","200","1.1","2","1016","0","0","0","-260","10","2","bgm_M64","1","1.2","0.75","101451"
"10160103","1","-15","1","101161","-30","65","200","1","3","1016","0","-10","100","-10","0","3","bgm_M64","1","1.1","0.8","101451"
"10160104","1","0","1","101161","-30","-110","200","0.85","4","1016","0","0","0","190","0","4","bgm_M64","1","1","0.8","101451"
"10160105","1","0","1","101162","-30","-70","280","1","5","1016","-50","-45","270","485","-10","5","bgm_M55","1","1.15","0.9","101452"
"10170101","1","0","1","101171","-30","-120","210","0.7","1","1017","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101171"
"10170102","1","0","1","101171","-30","-120","240","0.7","2","1017","0","0","0","-260","10","2","bgm_M64","1","1","0.6","101171"
"10170103","1","-15","1","101171","-30","65","200","1","3","1017","-30","-10","0","-10","0","3","bgm_M64","1","1.4","0.9","101171"
"10170104","1","0","1","101171","-30","-110","200","1","4","1017","-30","0","100","190","0","4","bgm_M64","1","1.3","0.9","101171"
"10170105","1","-20","1","101172","-30","-30","250","1","5","1017","-50","0","270","475","10","5","bgm_M55","1","1.45","1","101172"
"10180101","1","0","1","101191","-30","-120","210","0.7","1","1018","0","-30","100","-480","10","1","bgm_M64","1","0.8","0.6","101171"
"10180102","1","0","1","101191","-30","-100","200","1","2","1018","0","0","100","-260","10","2","bgm_M64","1","1.2","0.75","101171"
"10180103","1","-5","1","101191","-30","65","200","0.8","3","1018","0","-10","100","-10","5","3","bgm_M64","1","0.9","0.6","101171"
"10180104","1","-30","1","101191","-30","-110","200","1","4","1018","0","0","100","190","0","4","bgm_M64","1","1.2","0.9","101171"
"10180105","1","0","1","101192","-30","-70","280","1","5","1018","-50","-45","100","485","-10","5","bgm_M55","1","1.3","1.1","101172"
"10190101","1","0","1","101201","-30","-120","210","0.85","1","1019","0","0","100","-480","10","1","bgm_M64","1","0.8","0.6","101161"
"10190102","1","0","1","101201","-30","-120","240","1.1","2","1019","0","0","100","-260","10","2","bgm_M64","1","1.2","0.75","101161"
"10190103","1","-15","1","101201","-30","65","200","1","3","1019","0","-10","100","-10","0","3","bgm_M64","1","1.1","0.8","101161"
"10190104","1","0","1","101201","-30","-110","200","1","4","1019","43","0","100","190","0","4","bgm_M64","1","1","0.7","101161"
"10190105","1","-20","1","101202","-30","-30","250","1","5","1019","-50","-45","100","475","10","5","bgm_M55","1","1.45","1","101162"
"10200101","1","0","1","101291","-30","-120","210","0.85","1","1020","0","0","100","-480","10","1","bgm_M64","1","0.8","0.6","101161"
"10200102","1","0","1","101291","-30","-120","240","1.1","2","1020","0","0","100","-260","10","2","bgm_M64","1","1.2","0.75","101161"
"10200103","1","-15","1","101291","-30","65","200","1","3","1020","0","-10","100","-40","0","3","bgm_M64","1","1.1","0.8","101161"
"10200104","1","0","1","101291","-30","-110","200","1","4","1020","-30","0","100","150","0","4","bgm_M64","1","1.5","0.8","101161"
"10200105","1","-20","1","101292","-30","-15","230","1","5","1020","15","30","100","490","30","5","bgm_M55","1","1.45","1.1","101162"
"10210101","1","0","1","101301","-30","-120","210","0.7","1","1021","0","-30","100","-480","10","1","bgm_M64","1","0.8","0.58","101161"
"10210102","1","0","1","101301","-30","-120","200","1","2","1021","0","0","100","-260","10","2","bgm_M64","1","1.2","0.9","101161"
"10210103","1","0","1","101301","-30","100","200","1","3","1021","-30","-10","100","-50","-10","3","bgm_M64","1","1.4","0.93","101161"
"10210104","1","0","1","101301","-30","-100","200","1.3","4","1021","15","0","100","180","0","4","bgm_M64","1","1.3","0.9","101161"
"10210105","1","-20","1","101302","-30","-55","270","1.1","5","1021","-15","-30","100","470","10","5","bgm_M55","1","1.2","1","101162"
"10220101","1","0","1","101441","-30","-130","210","0.85","1","1022","0","0","100","-450","10","1","bgm_M64","1","0.8","0.575","101161"
"10220102","1","0","1","101441","-30","-120","200","1.1","2","1022","0","0","100","-250","10","2","bgm_M64","1","1.2","0.75","101161"
"10220103","1","-15","1","101441","-30","50","200","1.1","3","1022","0","-10","100","-10","0","3","bgm_M64","1","1.2","0.8","101161"
"10220104","1","0","1","101441","-30","-100","200","1.3","4","1022","15","0","100","180","0","4","bgm_M64","1","1.3","0.9","101161"
"10220105","1","-20","1","101442","-30","-70","230","1.1","5","1022","-35","-30","100","470","10","5","bgm_M55","1","1.2","0.95","101162"
"10230101","1","0","1","101451","-30","-130","210","0.7","1","1023","0","-30","100","-450","10","1","bgm_M64","1","0.8","0.58","101451"
"10230102","1","0","1","101451","-30","-120","200","1","2","1023","0","0","100","-250","10","2","bgm_M64","1","1.2","0.9","101451"
"10230103","1","-15","1","101451","-30","50","200","1","3","1023","-30","-10","100","-20","0","3","bgm_M64","1","1.4","0.9","101451"
"10230104","1","0","1","101451","-30","-100","200","0.85","4","1023","0","0","100","200","0","4","bgm_M64","1","1","0.8","101451"
"10230105","1","0","1","101452","-30","-70","290","1.4","5","1023","-35","-50","100","510","0","5","bgm_M55","1","1.55","1.25","101452"
"10240101","1","0","1","101561","-30","-130","210","0.7","1","1024","0","-30","100","-450","10","1","bgm_M64","1","0.8","0.58","101451"
"10240102","1","0","1","101561","-30","-120","240","1.1","2","1024","0","0","100","-240","0","2","bgm_M64","1","1.2","0.75","101451"
"10240103","1","-5","1","101561","-30","60","200","1","3","1024","0","-10","100","-30","5","3","bgm_M64","1","1.1","0.65","101451"
"10240104","1","0","1","101561","-30","-100","200","1","4","1024","0","0","100","180","0","4","bgm_M64","1","1.2","0.7","101451"
"10240105","1","0","1","101562","-30","-70","290","1.35","5","1024","-60","-50","400","460","0","5","bgm_M55","1","1.55","1.25","101452"
"10250101","1","0","1","101001","-30","-120","210","0.7","1","1025","0","-30","100","-480","10","1","bgm_M64","1","0.8","0.58","101451"
"10250102","1","0","1","101001","-30","-120","200","1.1","2","1025","0","0","100","-260","10","2","bgm_M64","1","1.2","0.75","101451"
"10250103","1","-13","1","101001","-30","0","200","0.8","3","1025","0","-10","100","-40","0","3","bgm_M64","1","0.9","0.6","101451"
"10250104","1","0","1","101001","-30","-50","200","1","4","1025","-30","0","100","240","0","4","bgm_M64","1","1.5","0.8","101451"
"10250105","1","0","1","101011","-30","-40","250","1","5","1025","0","0","100","480","0","5","bgm_M55","1","1.3","1.2","101452"
"10260101","1","0","1","101021","-30","-130","210","0.9","1","1026","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101021"
"10260102","1","0","1","101021","-30","-120","200","1","2","1026","0","0","120","-250","10","2","bgm_M64","1","1.2","0.75","101021"
"10260103","1","-15","1","101021","-30","100","200","2.2","3","1026","0","-10","100","-50","0","3","bgm_M64","1","2.3","1.55","101021"
"10260104","1","0","1","101021","-30","-70","200","1","4","1026","43","0","150","190","0","4","bgm_M64","1","1","0.7","101021"
"10260105","1","0","1","101031","-30","0","220","1.6","5","1026","0","0","200","440","0","5","bgm_M55","1","1.8","1.4","101031"
"10270101","1","0","1","101041","-30","-125","210","0.7","1","1027","0","-30","250","-470","10","1","bgm_M64","1","0.8","0.6","101161"
"10270102","1","0","1","101041","-30","-95","200","1","2","1027","0","0","120","-210","10","2","bgm_M64","1","1.2","0.75","101161"
"10270103","1","-15","1","101041","-30","-120","200","1","3","1027","-10","-10","100","50","10","3","bgm_M64","1","1.2","0.75","101161"
"10270104","1","0","1","101041","-30","35","200","1","4","1027","20","0","100","195","0","4","bgm_M64","1","1.1","0.7","101162"
"10270105","1","0","1","101042","-30","-55","210","1.35","5","1027","-50","0","150","450","0","5","bgm_M55","1.3","1.8","1.1","101161"
"10280101","1","0","1","101161","-30","-120","210","0.85","1","1028","0","0","250","-480","10","1","bgm_M64","1","0.8","0.6","101161"
"10280102","1","0","1","101161","-30","-100","200","1.1","2","1028","0","0","0","-260","10","2","bgm_M64","1","1.2","0.75","101161"
"10280103","1","-5","1","101161","-30","65","200","1","3","1028","0","-10","100","-10","5","3","bgm_M64","1","1.1","0.65","101161"
"10280104","1","0","1","101161","-30","-110","200","1.3","4","1028","0","0","100","190","0","4","bgm_M64","1","1.35","0.9","101161"
"10280105","1","-40","1","101162","-30","-70","280","1","5","1028","-50","-45","270","485","-10","5","bgm_M55","1.3","1.15","0.9","101162"
"10290101","1","0","1","101171","-30","-120","210","0.7","1","1029","0","-30","250","-480","10","1","bgm_M64","1","0.8","0.6","101171"
"10290102","1","0","1","101171","-30","-120","240","0.7","2","1029","0","0","0","-260","10","2","bgm_M64","1","1","0.6","101171"
"10290103","1","-15","1","101171","-30","65","200","1","3","1029","-30","-10","0","-10","0","3","bgm_M64","1","1.4","0.9","101171"
"10290104","1","0","1","101171","-30","-110","200","1","4","1029","-30","0","100","190","0","4","bgm_M64","1","1.3","0.9","101171"
"10290105","1","-20","1","101172","-30","-30","250","1","5","1029","-50","0","270","475","10","5","bgm_M55","1","1.45","1","101172"
"10300101","1","0","1","101191","-30","-120","210","0.7","1","1030","0","-30","100","-480","10","1","bgm_M64","1","0.8","0.6","101171"
"10300102","1","0","1","101191","-30","-100","200","1","2","1030","0","0","100","-260","10","2","bgm_M64","1","1.2","0.8","101171"
"10300103","1","-5","1","101191","-30","65","200","0.8","3","1030","0","-10","100","-10","5","3","bgm_M64","1","0.9","0.6","101171"
"10300104","1","0","1","101191","-30","-110","200","1","4","1030","0","0","100","190","0","4","bgm_M64","1","1.2","0.9","101171"
"10300105","1.2","0","1","101192","-30","-70","280","1","5","1030","-50","-45","200","485","-10","5","bgm_M55","1","1.3","1.1","101172"
"10310101","1","0","1","101201","-30","-120","210","0.85","1","1031","0","0","100","-480","10","1","bgm_M64","1","0.8","0.6","101161"
"10310102","1","0","1","101201","-30","-120","240","1.1","2","1031","0","0","100","-260","10","2","bgm_M64","1","1.2","0.75","101161"
"10310103","1","-15","1","101201","-30","65","200","1","3","1031","0","-10","100","-10","0","3","bgm_M64","1","1.1","0.8","101161"
"10310104","1","0","1","101201","-30","-110","200","1","4","1031","43","0","100","190","0","4","bgm_M64","1","1","0.7","101161"
"10310105","1","-20","1","101202","-30","-30","250","1","5","1031","-50","-45","100","475","10","5","bgm_M55","1","1.45","1","101162"
"10320101","1","0","1","101291","-30","-120","210","0.85","1","1032","0","0","100","-480","10","1","bgm_M64","1","0.8","0.6","101291"
"10320102","1","0","1","101291","-30","-120","240","1.1","2","1032","0","0","100","-260","10","2","bgm_M64","1","1.2","0.75","101291"
"10320103","1","-15","1","101291","-30","65","200","1","3","1032","0","-10","100","-40","0","3","bgm_M64","1","1.3","0.9","101291"
"10320104","1","0","1","101291","-30","-110","200","1","4","1032","-30","0","100","150","0","4","bgm_M64","1","1.3","0.8","101291"
"10320105","1","-20","1","101292","-30","-15","230","1","5","1032","15","30","100","490","30","5","bgm_M55","1","1.45","1.1","101292"
"10330101","1","0","1","101301","-30","-120","210","0.7","1","1033","0","-30","100","-480","10","1","bgm_M64","1","0.8","0.58","101301"
"10330102","1","0","1","101301","-30","-120","200","1","2","1033","0","0","100","-260","10","2","bgm_M64","1","1.2","0.9","101301"
"10330103","1","0","1","101301","-30","100","200","1","3","1033","-30","-10","200","-50","-10","3","bgm_M64","1","1.4","0.93","101301"
"10330104","1","0","1","101301","-30","-100","200","1","4","1033","15","0","100","100","0","4","bgm_M64","1","1.3","0.9","101301"
"10330105","1","-20","1","101302","-30","-55","270","1.1","5","1033","-15","-30","100","470","10","5","bgm_M55","1","1.2","1","101302"
"10340101","1","0","1","101441","-30","-130","210","0.85","1","1034","0","0","100","-450","10","1","bgm_M64","1","0.8","0.575","101161"
"10340102","1","0","1","101441","-30","-120","200","0.7","2","1034","0","0","200","-250","10","2","bgm_M64","1","1","0.75","101161"
"10340103","1","-15","1","101441","-30","50","200","1.1","3","1034","0","-10","100","-10","0","3","bgm_M64","1","1.2","0.8","101161"
"10340104","1","0","1","101441","-30","-100","200","1","4","1034","43","0","150","180","0","4","bgm_M64","1","1","0.9","101161"
"10340105","1","-20","1","101442","-30","-70","230","1.1","5","1034","-35","-30","100","470","10","5","bgm_M55","1","1.2","0.95","101162"
"10350101","1","0","1","101451","-30","-130","210","0.7","1","1035","0","-30","100","-450","10","1","bgm_M64","1","0.8","0.58","101451"
"10350102","1","0","1","101451","-30","-120","200","1","2","1035","0","0","100","-250","10","2","bgm_M64","1","1.2","0.9","101451"
"10350103","1","-15","1","101451","-30","50","200","1","3","1035","-30","-10","100","-20","0","3","bgm_M64","1","1.4","0.9","101451"
"10350104","1","0","1","101451","-30","-100","200","0.85","4","1035","0","0","100","200","0","4","bgm_M64","1","1","0.8","101451"
"10350105","1.2","0","1","101452","-30","-70","290","1.4","5","1035","-35","-50","100","510","0","5","bgm_M55","1","1.55","1.25","101452"
"10360101","1","0","1","101561","-30","-130","210","0.7","1","1036","0","-30","100","-450","10","1","bgm_M64","1","0.8","0.58","101451"
"10360102","1","0","1","101561","-30","-120","240","1.1","2","1036","0","0","100","-240","0","2","bgm_M64","1","1.2","0.75","101451"
"10360103","1","-5","1","101561","-30","60","200","1","3","1036","0","-10","100","-30","5","3","bgm_M64","1","1.1","0.65","101451"
"10360104","1","0","1","101561","-30","-100","200","1","4","1036","0","0","100","180","0","4","bgm_M64","1","1.2","1.1","101451"
"10360105","1.4","0","1","101562","-30","-70","290","1.35","5","1036","-60","-50","400","460","0","5","bgm_M55","1","1.55","1.25","101452"
"10370101","1","0","1","101001","-30","-120","210","0.7","1","1037","0","-30","100","-480","10","1","bgm_M64","1","0.8","0.58","101451"
"10370102","1","0","1","101001","-30","-120","200","1.1","2","1037","0","0","100","-260","10","2","bgm_M64","1","1.2","0.75","101451"
"10370103","1.4","-13","1","101001","-30","0","200","0.55","3","1037","-50","-60","150","-40","0","3","bgm_M64","1","0.9","0.6","101451"
"10370104","1","0","1","101001","-30","-50","200","1","4","1037","-30","0","100","240","0","4","bgm_M64","1","1.3","0.8","101451"
"10370105","1.2","0","1","101011","-30","-40","250","1","5","1037","0","0","100","480","0","5","bgm_M55","1","1.3","1.2","101452"
"10380101","1","0","1","101021","-30","-110","210","0.9","1","1038","-25","-30","170","-450","10","1","bgm_M64","1","1","0.575","101021"
"10380102","1","0","1","101021","-30","-120","200","1","2","1038","0","0","120","-250","10","2","bgm_M64","1","1.2","0.75","101021"
"10380103","1","-15","1","101021","-30","100","200","1.1","3","1038","0","-10","100","-50","0","3","bgm_M64","1","1.2","0.8","101021"
