8760059617c7db10eb2712e9521b759c0f26652cf34535031cabdfcdd9314d6d,969aef750832aa2322d9d06b6f1e900e1f7f23cea3d0e8a5c9637ff19fe25790,d397791ad1a2ac68c2dd8abb1942c5290247c5fd75a729c5164385733bb8ff58,d451a45b36c09243b12c9311c379315dea59ca9c47599231539a55d72d355545,f29c0bbe58f4e87a61126010a2a6b00252a675ba6a1e6a116d052e9c20aa2894,0569131beac2c64a1f41b9d04610239724274944e30fc816ae3c4741fb6830b4,54a12330411567ce9f079167a6183b09d3aa6f871e0f2ce889b199af7be42524,ccc11e5e2a4882e48aa2115815de536f9261b85359d98199920d8b4c92a92417,dd7d4ccecc9e47598d4d61b1dfc7626b37f46b01d2aa46755423246edd5bc2d1,4cc7532c535f8dabe746409115e1fb01fbdaf6e100c34be42b9dce79abbaef79,0b9fcfef558aabdbcd43e7c44f0dff41e516f54fb6a4550c15ef2b2ce2077c91,cd24908f0f41082ba517e0fef27c1cb4dca4419698981a1cac718cb018eef6f4,c3ba9ae8d94ed9b3aec3d1dfa26743af49a6c3756d791487a87d43fa28e9bae3,a014977e0251eb67791ec3ae2cbce4fced79822bb2af2d86cf49eea93e54d76b,fa3652dbc0f2b0187d52b5461377ba8e1c09874d344dfd0612a4ce6ed9317d93,3c509b7b066806e6c187aa3ce860d41d644a669d5555fc42b012c0b8f86a90e5
"5601","5602","56","0","54","0","0","0","5","0","100","0","21","11002","0","1"
"5701","5702","57","0","54","5705","0","5703","8","5704","6","0","21","10065","0","1"
"5801","5802","58","0","55","5805","0","5803","2","5804","2","0","22","10022","0","1"
"5901","5902","59","0","56","5905","0","5903","5","5904","1","0","22","10013","0","1"
"6001","6002","60","0","57","0","0","0","8","0","101","0","22","11015","0","1"
"6101","6102","61","0","58","6105","0","6103","2","6104","2","0","23","10021","0","1"
"6201","6202","62","0","59","6205","0","6203","5","6204","3","0","23","10032","0","1"
"6301","6302","63","0","60","6305","0","6303","8","6304","2","0","23","10023","0","1"
"6401","6402","64","0","61","6405","0","6403","2","6404","2","0","24","10024","0","1"
"6501","6502","65","0","62","6505","0","6503","5","6504","7","0","24","10071","0","1"
"6601","0","66","0","63","0","0","0","8","0","100","0","24","11004","0","1"
"6701","6702","67","0","64","6705","0","6703","2","6704","5","0","25","10055","0","1"
"6801","6802","68","0","65","6805","0","6803","5","6804","5","0","25","10051","0","1"
"6901","6902","69","0","66","6905","0","6903","8","6904","4","0","25","10042","0","1"
"7001","7002","70","0","67","7005","0","7003","2","7004","6","0","26","10064","0","1"
"7101","7102","71","0","68","7105","0","7103","5","7104","6","0","26","10061","0","1"
"7201","0","72","0","69","0","0","0","8","0","101","0","26","11013","0","1"
"7301","7302","73","0","70","7305","0","7303","2","7304","3","0","27","10033","0","1"
"7401","7402","74","0","71","7405","0","7403","5","7404","1","0","27","10014","0","1"
"7501","7502","75","0","72","7505","0","7503","8","7504","5","0","27","10052","0","1"
"7601","7602","76","0","73","7605","0","7603","2","7604","4","0","28","10044","0","1"
"7701","0","77","0","74","0","0","0","5","0","100","0","28","11005","0","1"
"7801","7802","78","0","75","0","0","0","8","0","101","0","28","11011","0","1"
"7901","7902","79","0","76","7905","0","7903","2","7904","3","0","29","10034","0","1"
"8001","8002","80","0","77","8005","0","8003","5","8004","7","0","29","10073","0","1"
"8101","8102","81","0","78","8105","0","8103","8","8104","3","0","29","10035","0","1"
"8201","8202","82","0","79","8205","80","8203","5","8204","6","0","30","10066","81","1"
"8301","8302","83","0","82","8305","0","8303","2","8304","6","0","31","10062","0","1"
"8401","8402","84","0","82","8405","0","8403","5","8404","1","0","31","10014","0","1"
"8501","8502","85","0","82","8505","0","8503","8","8504","2","0","31","10021","0","1"
"8601","8602","86","0","83","8605","0","8603","2","8604","5","0","32","10053","0","1"
"8701","8702","87","0","84","8705","0","8703","5","8704","1","0","32","10011","0","1"
"8801","8802","88","0","85","8805","0","8803","8","8804","7","0","32","10072","0","1"
"8901","8902","89","0","86","8905","0","8903","2","8904","4","0","33","10045","0","1"
"9001","9002","90","0","87","9005","0","9003","5","9004","4","0","33","10042","0","1"
"9101","9102","91","0","88","9105","0","9103","8","9104","5","0","33","10053","0","1"
"9201","9202","92","0","89","9205","0","9203","2","9204","6","0","34","10064","0","1"
"9301","9302","93","0","90","9305","0","9303","5","9304","3","0","34","10035","0","1"
"9401","9402","94","0","91","9405","0","9403","8","9404","5","0","34","10051","0","1"
"9501","9502","95","0","92","9505","0","9503","2","9504","3","0","35","10033","0","1"
"9601","9602","96","0","93","9605","0","9603","5","9604","4","0","35","10044","0","1"
"9701","9702","97","0","94","9705","0","9703","8","9704","7","0","35","10075","0","1"
"9801","9802","98","0","95","9805","0","9803","2","9804","3","0","36","10032","0","1"
"9901","9902","99","0","96","9905","0","9903","5","9904","2","0","36","10023","0","1"
"10001","10002","100","0","97","10005","0","10003","8","10004","2","0","36","10024","0","1"
"10101","10102","101","0","98","10105","0","10103","2","10104","5","0","37","10051","0","1"
"10201","10202","102","0","99","10205","0","10203","5","10204","1","0","37","10012","0","1"
"10301","10302","103","0","100","10305","0","10303","8","10304","3","0","37","10035","0","1"
"10401","10402","104","0","101","10405","0","10403","2","10404","6","0","38","10063","0","1"
"10501","10502","105","0","102","10505","0","10503","5","10504","5","0","38","10055","0","1"
"10601","10602","106","0","103","10605","0","10603","8","10604","7","0","38","10071","0","1"
"10701","10702","107","0","104","10705","0","10703","2","10704","5","0","39","10052","0","1"
"10801","10802","108","0","105","10805","0","10803","5","10804","4","0","39","10043","0","1"
"10901","10902","109","0","106","10905","0","10903","8","10904","2","0","39","10025","0","1"
"11001","11002","110","0","107","11005","108","11003","5","11004","7","0","40","10076","109","1"
"11101","11102","111","0","0","11105","0","11103","2","11104","6","0","1","10062","0","2"
"11201","11202","112","0","0","11205","0","11203","5","11204","2","0","1","10024","0","2"
"11301","11302","113","0","0","11305","0","11303","8","11304","4","0","1","10045","0","2"
"11401","11402","114","0","111","11405","0","11403","2","11404","2","0","2","10022","0","2"
"11501","11502","115","0","112","11505","0","11503","5","11504","4","0","2","10043","0","2"
"11601","11602","116","0","113","11605","0","11603","8","11604","7","0","2","10074","0","2"
"11701","11702","117","0","114","11705","0","11703","2","11704","1","0","3","10012","0","2"
"11801","11802","118","0","115","11805","0","11803","5","11804","6","0","3","10063","0","2"
"11901","11902","119","0","116","11905","0","11903","8","11904","3","0","3","10035","0","2"
"12001","12002","120","0","117","12005","0","12003","2","12004","5","0","4","10051","0","2"
"12101","12102","121","0","118","12105","0","12103","5","12104","2","0","4","10023","0","2"
"12201","12202","122","0","119","0","0","0","8","0","100","0","4","11004","0","2"
"12301","12302","123","0","120","12305","0","12303","2","12304","6","0","5","10061","0","2"
"12401","12402","124","0","121","12405","0","12403","5","12404","4","0","5","10042","0","2"
"12501","12502","125","0","122","12505","0","12503","8","12504","7","0","5","10073","0","2"
"12601","12602","126","0","123","0","0","12603","2","0","101","0","6","11015","0","2"
"12701","12702","127","0","124","12705","0","12703","5","12704","3","0","6","10033","0","2"
"12801","12802","128","0","125","12805","0","12803","8","12804","5","0","6","10054","0","2"
"12901","12902","129","0","126","12905","0","12903","2","12904","1","0","7","10011","0","2"
"13001","13002","130","0","127","13005","0","13003","5","13004","5","0","7","10052","0","2"
"13101","13102","131","0","128","13105","0","13103","8","13104","6","0","7","10064","0","2"
"13201","13202","132","0","129","13205","0","13203","2","13204","2","0","8","10025","0","2"
"13301","13302","133","0","130","0","0","13303","5","0","101","0","8","11011","0","2"
"13401","0","134","0","131","0","0","0","8","0","101","0","8","11014","0","2"
"13501","13502","135","0","132","13505","0","13503","2","13504","1","0","9","10015","0","2"
"13601","13602","136","0","133","13605","0","13603","5","13604","4","0","9","10041","0","2"
"13701","13702","137","0","134","13705","0","13703","8","13704","5","0","9","10055","0","2"
"13801","13802","138","0","135","13805","136","13803","5","13804","5","0","10","10056","137","2"
"13901","13902","139","0","138","13905","0","13903","2","13904","6","0","11","10063","0","2"
"14001","14002","140","0","138","14005","0","14003","5","14004","5","0","11","10054","0","2"
"14101","14102","141","0","138","14105","0","14103","8","14104","3","0","11","10031","0","2"
"14201","14202","142","0","139","14205","0","14203","2","14204","2","0","12","10022","0","2"
"14301","14302","143","0","140","14305","0","14303","5","14304","1","0","12","10014","0","2"
"14401","14402","144","0","141","14405","0","14403","8","14404","2","0","12","10025","0","2"
"14501","14502","145","0","142","14505","0","14503","2","14504","7","0","13","10071","0","2"
"14601","14602","146","0","143","14605","0","14603","5","14604","5","0","13","10052","0","2"
"14701","14702","147","0","144","0","0","0","8","0","101","0","13","11013","0","2"
"14801","14802","148","0","145","0","0","0","2","0","101","0","14","11014","0","2"
"14901","14902","149","0","146","14905","0","14903","5","14904","1","0","14","10013","0","2"
"15001","15002","150","0","147","15005","0","15003","8","15004","5","0","14","10055","0","2"
"15101","15102","151","0","148","15105","0","15103","2","15104","5","0","15","10051","0","2"
"15201","0","152","0","149","0","0","0","5","0","100","0","15","11001","0","2"
"15301","15302","153","0","150","0","0","0","8","0","101","0","15","11012","0","2"
"15401","15402","154","0","151","15405","0","15403","2","15404","2","0","16","10023","0","2"
"15501","15502","155","0","152","15505","0","15503","5","15504","5","0","16","10054","0","2"
"15601","15602","156","0","153","15605","0","15603","8","15604","2","0","16","10021","0","2"
"15701","15702","157","0","154","15705","0","15703","2","15704","3","0","17","10034","0","2"
"15801","15802","158","0","155","15805","0","15803","5","15804","6","0","17","10065","0","2"
"15901","15902","159","0","156","15905","0","15903","8","15904","7","0","17","10072","0","2"
"16001","16002","160","0","157","16005","0","16003","2","16004","3","0","18","10033","0","2"
"16101","16102","161","0","158","0","0","16103","5","0","100","0","18","11004","0","2"
"16201","16202","162","0","159","16205","0","16203","8","16204","1","0","18","10015","0","2"
"16301","16302","163","0","160","16305","0","16303","2","16304","3","0","19","10032","0","2"
"16401","16402","164","0","161","16405","0","16403","5","16404","5","0","19","10053","0","2"
"16501","16502","165","0","162","16505","0","16503","8","16504","5","0","19","10055","0","2"
"16601","16602","166","0","163","16605","164","16603","5","16604","3","0","20","10036","165","2"
"16701","16702","167","0","166","16705","0","16703","2","16704","6","0","21","10061","0","2"
"16801","16802","168","0","166","16805","0","16803","5","16804","5","0","21","10053","0","2"
"16901","16902","169","0","166","16905","0","16903","8","16904","4","0","21","10044","0","2"
"17001","17002","170","0","167","17005","0","17003","2","17004","6","0","22","10065","0","2"
"17101","17102","171","0","168","17105","0","17103","5","17104","5","0","22","10051","0","2"
"17201","17202","172","0","169","17205","0","17203","8","17204","4","0","22","10041","0","2"
"17301","17302","173","0","170","17305","0","17303","2","17304","1","0","23","10012","0","2"
"17401","17402","174","0","171","17405","0","17403","5","17404","7","0","23","10075","0","2"
"17501","17502","175","0","172","17505","0","17503","8","17504","3","0","23","10031","0","2"
"17601","17602","176","0","173","0","0","0","2","0","100","0","24","11003","0","2"
"17701","17702","177","0","174","0","0","17703","5","0","101","0","24","11014","0","2"
"17801","17802","178","0","175","17805","0","17803","8","17804","1","0","24","10011","0","2"
"17901","17902","179","0","176","17905","0","17903","2","17904","1","0","25","10013","0","2"
"18001","18002","180","0","177","18005","0","18003","5","18004","3","0","25","10034","0","2"
"18101","18102","181","0","178","0","0","0","8","0","100","0","25","11005","0","2"
"18201","18202","182","0","179","18205","0","18203","2","18204","6","0","26","10062","0","2"
"18301","18302","183","0","180","18305","0","18303","5","18304","4","0","26","10043","0","2"
"18401","18402","184","0","181","18405","0","18403","8","18404","5","0","26","10054","0","2"
"18501","18502","185","0","182","18505","0","18503","2","18504","1","0","27","10011","0","2"
"18601","18602","186","0","183","18605","0","18603","5","18604","1","0","27","10014","0","2"
"18701","18702","187","0","184","18705","0","18703","8","18704","4","0","27","10045","0","2"
"18801","18802","188","0","185","18805","0","18803","2","18804","1","0","28","10012","0","2"
"18901","18902","189","0","186","0","0","18903","5","0","101","0","28","11013","0","2"
"19001","19002","190","0","187","0","0","0","8","0","100","0","28","11001","0","2"
"19101","19102","191","0","188","19105","0","19103","2","19104","4","0","29","10042","0","2"
"19201","19202","192","0","189","19205","0","19203","5","19204","7","0","29","10073","0","2"
"19301","19302","193","0","190","19305","0","19303","8","19304","3","0","29","10035","0","2"
"19401","19402","194","0","191","19405","192","19403","5","19404","2","0","30","10026","193","2"
"19501","19502","195","0","194","0","0","19503","2","0","100","0","31","11001","0","2"
"19601","19602","196","0","194","19605","0","19603","5","19604","3","0","31","10033","0","2"
"19701","19702","197","0","194","19705","0","19703","8","19704","2","0","31","10024","0","2"
"19801","19802","198","0","195","19805","0","19803","2","19804","5","0","32","10055","0","2"
"19901","19902","199","0","196","0","0","19903","5","0","101","0","32","11012","0","2"
"20001","20002","200","0","197","20005","0","20003","8","20004","4","0","32","10043","0","2"
"20101","20102","201","0","198","20105","0","20103","2","20104","4","0","33","10045","0","2"
"20201","20202","202","0","199","20205","0","20203","5","20204","2","0","33","10021","0","2"
"20301","20302","203","0","200","20305","0","20303","8","20304","4","0","33","10042","0","2"
"20401","20402","204","0","201","0","0","20403","2","0","100","0","34","11005","0","2"
"20501","20502","205","0","202","20505","0","20503","5","20504","4","0","34","10042","0","2"
"20601","20602","206","0","203","20605","0","20603","8","20604","2","0","34","10024","0","2"
"20701","20702","207","0","204","20705","0","20703","2","20704","3","0","35","10031","0","2"
"20801","20802","208","0","205","20805","0","20803","5","20804","3","0","35","10032","0","2"
"20901","20902","209","0","206","0","0","20903","8","0","100","0","35","11003","0","2"
"21001","21002","210","0","207","21005","0","21003","2","21004","4","0","36","10044","0","2"
"21101","21102","211","0","208","21105","0","21103","5","21104","4","0","36","10041","0","2"
"21201","21202","212","0","209","21205","0","21203","8","21204","4","0","36","10043","0","2"
"21301","21302","213","0","210","21305","0","21303","2","21304","2","0","37","10025","0","2"
"21401","21402","214","0","211","21405","0","21403","5","21404","3","0","37","10032","0","2"
"21501","21502","215","0","212","21505","0","21503","8","21504","5","0","37","10054","0","2"
"21601","21602","216","0","213","21605","0","21603","2","21604","2","0","38","10025","0","2"
"21701","21702","217","0","214","0","0","21703","5","0","100","0","38","11002","0","2"
"21801","21802","218","0","215","21805","0","21803","8","21804","2","0","38","10023","0","2"
"21901","21902","219","0","216","21905","0","21903","2","21904","3","0","39","10034","0","2"
"22001","22002","220","0","217","22005","0","22003","5","22004","3","0","39","10031","0","2"
"22101","22102","221","0","218","22105","0","22103","8","22104","2","0","39","10022","0","2"
"22201","22202","222","0","219","22205","220","22203","5","22204","4","0","40","10046","221","2"
"22301","0","223","0","0","0","0","0","2","0","101","0","1","11012","0","3"
"22401","22402","224","0","0","22405","0","22403","5","22404","2","0","1","10021","0","3"
"22501","22502","225","0","0","22505","0","22503","8","22504","6","0","1","10063","0","3"
"22601","22602","226","0","223","22605","0","22603","2","22604","2","0","2","10025","0","3"
"22701","22702","227","0","224","22705","0","22703","5","22704","2","0","2","10024","0","3"
"22801","22802","228","0","225","22805","0","22803","8","22804","4","0","2","10045","0","3"
"22901","0","229","0","226","0","0","0","2","0","101","0","3","11013","0","3"
"23001","23002","230","0","227","23005","0","23003","5","23004","4","0","3","10044","0","3"
"23101","23102","231","0","228","23105","0","23103","8","23104","7","0","3","10072","0","3"
"23201","0","232","0","229","0","0","0","2","0","101","0","4","11015","0","3"
"23301","0","233","0","230","0","0","0","5","0","100","0","4","11003","0","3"
"23401","23402","234","0","231","23405","0","23403","8","23404","4","0","4","10041","0","3"
"23501","23502","235","0","232","23505","233","23503","5","23504","1","0","5","10016","234","3"
"23601","23602","236","0","235","23605","0","23603","2","23604","6","0","6","10064","0","3"
"23701","23702","237","0","235","23705","0","23703","5","23704","7","0","6","10071","0","3"
"23801","23802","238","0","235","23805","0","23803","8","23804","2","0","6","10023","0","3"
"23901","23902","239","0","236","23905","0","23903","2","23904","6","0","7","10065","0","3"
"24001","0","240","0","237","0","0","0","5","0","101","0","7","11013","0","3"
"24101","0","241","0","238","0","0","0","8","0","101","0","7","11011","0","3"
"24201","24202","242","0","239","24205","0","24203","2","24204","7","0","8","10074","0","3"
"24301","0","243","0","240","0","0","0","5","0","100","0","8","11002","0","3"
"24401","24402","244","0","241","24405","0","24403","8","24404","2","0","8","10024","0","3"
"24501","24502","245","0","242","24505","0","24503","2","24504","6","0","9","10062","0","3"
"24601","0","246","0","243","0","0","0","5","0","100","0","9","11005","0","3"
"24701","24702","247","0","244","24705","0","24703","8","24704","6","0","9","10061","0","3"
"24801","24802","248","0","245","24805","246","24803","5","24804","5","0","10","10056","247","3"
"24901","24902","249","0","248","24905","0","24903","2","24904","2","0","11","10022","0","3"
"25001","25002","250","0","248","25005","0","25003","5","25004","7","0","11","10075","0","3"
"25101","25102","251","0","248","25105","0","25103","8","25104","4","0","11","10044","0","3"
"25201","0","252","0","249","0","0","0","2","0","100","0","12","11003","0","3"
"25301","25302","253","0","250","25305","0","25303","5","25304","2","0","12","10025","0","3"
"25401","25402","254","0","251","25405","0","25403","8","25404","7","0","12","10073","0","3"
"25501","0","255","0","252","0","0","0","2","0","101","0","13","11014","0","3"
"25601","25602","256","0","253","25605","0","25603","5","25604","6","0","13","10064","0","3"
"25701","25702","257","0","254","25705","0","25703","8","25704","4","0","13","10042","0","3"
"25801","0","258","0","255","0","0","0","2","0","100","0","14","11002","0","3"
"25901","25902","259","0","256","25905","0","25903","5","25904","7","0","14","10071","0","3"
"26001","0","260","0","257","0","0","0","8","0","100","0","14","11004","0","3"
"26101","26102","261","0","258","26105","259","26103","5","26104","3","0","15","10036","260","3"
"26201","26202","262","0","261","26205","0","26203","2","26204","4","0","16","10041","0","3"
"26301","26302","263","0","261","26305","0","26303","5","26304","6","0","16","10065","0","3"
"26401","0","264","0","261","0","0","0","8","0","101","0","16","11012","0","3"
"26501","26502","265","0","262","26505","0","26503","2","26504","2","0","17","10025","0","3"
"26601","0","266","0","263","0","0","0","5","0","100","0","17","11001","0","3"
"26701","26702","267","0","264","26705","0","26703","8","26704","7","0","17","10075","0","3"
"26801","26802","268","0","265","26805","0","26803","2","26804","2","0","18","10023","0","3"
"26901","0","269","0","266","0","0","0","5","0","101","0","18","11014","0","3"
"27001","27002","270","0","267","27005","0","27003","8","27004","2","0","18","10021","0","3"
"27101","0","271","0","268","0","0","0","2","0","101","0","19","11011","0","3"
"27201","27202","272","0","269","27205","0","27203","5","27204","7","0","19","10073","0","3"
"27301","27302","273","0","270","27305","0","27303","8","27304","4","0","19","10042","0","3"
"27401","27402","274","0","271","27405","272","27403","5","27404","5","0","20","10056","273","3"
"27501","0","275","0","274","0","0","0","2","0","100","0","21","11005","0","3"
"27601","27602","276","0","274","27605","0","27603","5","27604","7","0","21","10074","0","3"
"27701","27702","277","0","274","27705","0","27703","8","27704","4","0","21","10043","0","3"
"27801","0","278","0","275","0","0","0","2","0","100","0","22","11001","0","3"
"27901","27902","279","0","276","27905","0","27903","5","27904","6","0","22","10063","0","3"
"28001","28002","280","0","277","28005","0","28003","8","28004","4","0","22","10045","0","3"
"28101","28102","281","0","278","28105","0","28103","2","28104","2","0","23","10022","0","3"
"28201","0","282","0","279","0","0","0","5","0","100","0","23","11004","0","3"
"28301","0","283","0","280","0","0","0","8","0","101","0","23","11015","0","3"
"28401","28402","284","0","281","28405","0","28403","2","28404","6","0","24","10061","0","3"
"28501","0","285","0","282","0","0","0","5","0","100","0","24","11005","0","3"
"28601","28602","286","0","283","28605","0","28603","8","28604","7","0","24","10071","0","3"
"28701","28702","287","0","284","28705","285","28703","5","28704","3","0","25","10036","286","3"
"28801","28802","288","0","287","28805","0","28803","2","28804","6","0","26","10065","0","3"
"28901","0","289","0","287","0","0","0","5","0","101","0","26","11011","0","3"
"29001","29002","290","0","287","29005","0","29003","8","29004","2","0","26","10023","0","3"
"29101","29102","291","0","288","29105","0","29103","2","29104","7","0","27","10072","0","3"
"29201","0","292","0","289","0","0","0","5","0","100","0","27","11003","0","3"
"29301","29302","293","0","290","29305","0","29303","8","29304","4","0","27","10044","0","3"
"29401","29402","294","0","291","29405","0","29403","2","29404","6","0","28","10062","0","3"
"29501","29502","295","0","292","29505","0","29503","5","29504","4","0","28","10043","0","3"
"29601","29602","296","0","293","29605","0","29603","8","29604","6","0","28","10063","0","3"
"29701","29702","297","0","294","29705","0","29703","2","29704","2","0","29","10021","0","3"
"29801","29802","298","0","295","29805","0","29803","5","29804","6","0","29","10062","0","3"
"29901","0","299","0","296","0","0","0","8","0","100","0","29","11004","0","3"
"30001","30002","300","0","297","30005","298","30003","5","30004","1","0","30","10016","299","3"
"30101","30102","301","0","300","30105","0","30103","2","30104","4","0","31","10042","0","3"
"30201","0","302","0","300","0","0","0","5","0","101","0","31","11013","0","3"
"30301","30302","303","0","300","30305","0","30303","8","30304","4","0","31","10045","0","3"
"30401","30402","304","0","301","30405","0","30403","2","30404","2","0","32","10023","0","3"
"30501","30502","305","0","302","30505","0","30503","5","30504","4","0","32","10041","0","3"
"30601","30602","306","0","303","30605","0","30603","8","30604","7","0","32","10075","0","3"
"30701","0","307","0","304","0","0","0","2","0","101","0","33","11012","0","3"
"30801","30802","308","0","305","30805","0","30803","5","30804","2","0","33","10024","0","3"
"30901","30902","309","0","306","30905","0","30903","8","30904","2","0","33","10021","0","3"
"31001","31002","310","0","307","31005","0","31003","2","31004","4","0","34","10043","0","3"
"31101","31102","311","0","308","31105","0","31103","5","31104","6","0","34","10061","0","3"
"31201","0","312","0","309","0","0","0","8","0","100","0","34","11002","0","3"
"31301","31302","313","0","310","31305","311","31303","5","31304","3","0","35","10036","312","3"
"31401","31402","314","0","313","31405","0","31403","2","31404","7","0","36","10073","0","3"
"31501","31502","315","0","313","31505","0","31503","5","31504","4","0","36","10041","0","3"
"31601","0","316","0","313","0","0","0","8","0","101","0","36","11014","0","3"
"31701","31702","317","0","314","31705","0","31703","2","31704","2","0","37","10025","0","3"
"31801","31802","318","0","315","31805","0","31803","5","31804","4","0","37","10043","0","3"
"31901","0","319","0","316","0","0","0","8","0","100","0","37","11001","0","3"
"32001","32002","320","0","317","32005","0","32003","2","32004","2","0","38","10022","0","3"
"32101","32102","321","0","318","32105","0","32103","5","32104","6","0","38","10064","0","3"
