62f0335873899906fc9651c5707547fc362378382117ada3933a2d6537d3f82e,9f783691d3a4c7505abaac2ee7dee366572f97cd57de833f55c58c3405656914,5852db45264d5a660743fca09bb2a90ccdef87337d1e662429d3a8377518cb87,d0fbbd0ea3ad2264e4a129aac29850b84a22176411708edee7a869dd828c6354,83ad1447164975f5b42d2e1946eae5744a273b23a1934ea226ac3b3252712cf4,eb8f7f2ac91cd64ac7fe1caf4f689ce37606c0c1cc31a9930db3a8012ed5ede5,a556aeec912761bbd79fd7de3e5f60d1c201e02cc20dca0fc3372091cd49970d,f39ae623fb910601efcc55530f043ac824a0f5da25383f1ced6fb95bd2fd154e,c2a19c6a16043aeec5114332deb2cea0acb846a892cd92442c86768bd82433bc,e2735cc3f370c1d3ca592d8e09d56d4e811edfca23e9ac7f40b8bd5ca059c604,ecb66d2fe11b68e6da7b2f551672167b5f56e374fee3f3fb96f00d9748f43597,01b3c2142e5b1f1bc3761e6167e2d896bfc555296174d951674c7168b8ef3860,ea7132c67f29718274a7610b4b4bde253b12198eda442e0436248a504503fe0d,a71ef4ab34fbbeb991b87dbca63935f5b4b4f552b3dfc00df688714953a7cb9e,668cc8a762fdc54467deeacc91f5e4d3b86b47f9809e8a2497d3f91a73d17b78,25ecd73a44a35963a0ab1b0441cdcf3be81af451f153798836b67879226b2eea,1f178f2d6fe4be1615d583612ab7257a5f313bda44e7af27c43cede5105d6310,ca599b573a3b6d70c29a701d301234c24c90b2f433614e66690940b0c6687fb8,0ebdaf415273350c893ca76c56cf38fd0ee9772962d4185cec82851dc1d703bf,c00108d22a7e506b9fa693429faeb9177ef590e6c0763c93b113f29858917488,f60cff304e74ac536bdf1b5c82c0cf32c8f26e40ec1a2c58e8bf6426eea7c738
"2500","5","5","91002","0","90006","0","0","31043","0","0","2","0","0","1006","14","1","8","2500","2","54"
"3000","6","6","91002","0","90006","0","0","31043","0","0","2","0","0","1006","16","1","8","3000","2","55"
"3500","7","7","91002","0","90006","0","0","31043","0","0","2","0","0","1006","18","1","8","3500","2","56"
"4000","8","8","91002","0","90006","0","0","31043","0","0","2","0","0","1006","20","1","8","4000","2","57"
"4500","9","9","91002","0","90006","0","0","31043","0","0","2","0","0","1006","25","1","8","4500","2","58"
"5000","10","-1","91002","0","90006","0","0","31043","0","0","2","0","0","1006","30","1","8","5000","2","59"
"500","1","1","91002","0","90006","0","0","31022","0","0","2","0","0","1007","5","1","8","500","2","60"
"1000","2","2","91002","0","90006","0","0","31022","0","0","2","0","0","1007","8","1","8","1000","2","61"
"1500","3","3","91002","0","90006","0","0","31022","0","0","2","0","0","1007","10","1","8","1500","2","62"
"2000","4","4","91002","0","90006","0","0","31022","0","0","2","0","0","1007","12","1","8","2000","2","63"
"2500","5","5","91002","0","90006","0","0","31022","0","0","2","0","0","1007","14","1","8","2500","2","64"
"3000","6","6","91002","0","90006","0","0","31022","0","0","2","0","0","1007","16","1","8","3000","2","65"
"3500","7","7","91002","0","90006","0","0","31022","0","0","2","0","0","1007","18","1","8","3500","2","66"
"4000","8","8","91002","0","90006","0","0","31022","0","0","2","0","0","1007","20","1","8","4000","2","67"
"4500","9","9","91002","0","90006","0","0","31022","0","0","2","0","0","1007","25","1","8","4500","2","68"
"5000","10","-1","91002","0","90006","0","0","31022","0","0","2","0","0","1007","30","1","8","5000","2","69"
"500","1","1","91002","0","90006","0","0","31042","0","0","2","0","0","1008","5","1","8","500","2","70"
"1000","2","2","91002","0","90006","0","0","31042","0","0","2","0","0","1008","8","1","8","1000","2","71"
"1500","3","3","91002","0","90006","0","0","31042","0","0","2","0","0","1008","10","1","8","1500","2","72"
"2000","4","4","91002","0","90006","0","0","31042","0","0","2","0","0","1008","12","1","8","2000","2","73"
"2500","5","5","91002","0","90006","0","0","31042","0","0","2","0","0","1008","14","1","8","2500","2","74"
"3000","6","6","91002","0","90006","0","0","31042","0","0","2","0","0","1008","16","1","8","3000","2","75"
"3500","7","7","91002","0","90006","0","0","31042","0","0","2","0","0","1008","18","1","8","3500","2","76"
"4000","8","8","91002","0","90006","0","0","31042","0","0","2","0","0","1008","20","1","8","4000","2","77"
"4500","9","9","91002","0","90006","0","0","31042","0","0","2","0","0","1008","25","1","8","4500","2","78"
"5000","10","-1","91002","0","90006","0","0","31042","0","0","2","0","0","1008","30","1","8","5000","2","79"
"500","1","1","91002","0","90006","0","0","31018","0","0","2","0","0","1009","5","1","8","500","2","80"
"1000","2","2","91002","0","90006","0","0","31018","0","0","2","0","0","1009","8","1","8","1000","2","81"
"1500","3","3","91002","0","90006","0","0","31018","0","0","2","0","0","1009","10","1","8","1500","2","82"
"2000","4","4","91002","0","90006","0","0","31018","0","0","2","0","0","1009","12","1","8","2000","2","83"
"2500","5","5","91002","0","90006","0","0","31018","0","0","2","0","0","1009","14","1","8","2500","2","84"
"3000","6","6","91002","0","90006","0","0","31018","0","0","2","0","0","1009","16","1","8","3000","2","85"
"3500","7","7","91002","0","90006","0","0","31018","0","0","2","0","0","1009","18","1","8","3500","2","86"
"4000","8","8","91002","0","90006","0","0","31018","0","0","2","0","0","1009","20","1","8","4000","2","87"
"4500","9","9","91002","0","90006","0","0","31018","0","0","2","0","0","1009","25","1","8","4500","2","88"
"5000","10","-1","91002","0","90006","0","0","31018","0","0","2","0","0","1009","30","1","8","5000","2","89"
"500","1","1","91002","0","90006","0","0","31025","0","0","2","0","0","1010","5","1","8","500","2","90"
"1000","2","2","91002","0","90006","0","0","31025","0","0","2","0","0","1010","8","1","8","1000","2","91"
"1500","3","3","91002","0","90006","0","0","31025","0","0","2","0","0","1010","10","1","8","1500","2","92"
"2000","4","4","91002","0","90006","0","0","31025","0","0","2","0","0","1010","12","1","8","2000","2","93"
"2500","5","5","91002","0","90006","0","0","31025","0","0","2","0","0","1010","14","1","8","2500","2","94"
"3000","6","6","91002","0","90006","0","0","31025","0","0","2","0","0","1010","16","1","8","3000","2","95"
"3500","7","7","91002","0","90006","0","0","31025","0","0","2","0","0","1010","18","1","8","3500","2","96"
"4000","8","8","91002","0","90006","0","0","31025","0","0","2","0","0","1010","20","1","8","4000","2","97"
"4500","9","9","91002","0","90006","0","0","31025","0","0","2","0","0","1010","25","1","8","4500","2","98"
"5000","10","-1","91002","0","90006","0","0","31025","0","0","2","0","0","1010","30","1","8","5000","2","99"
"500","1","1","91002","0","90006","0","0","31043","0","0","2","0","0","1011","5","1","8","500","2","100"
"1000","2","2","91002","0","90006","0","0","31043","0","0","2","0","0","1011","8","1","8","1000","2","101"
"1500","3","3","91002","0","90006","0","0","31043","0","0","2","0","0","1011","10","1","8","1500","2","102"
"2000","4","4","91002","0","90006","0","0","31043","0","0","2","0","0","1011","12","1","8","2000","2","103"
"2500","5","5","91002","0","90006","0","0","31043","0","0","2","0","0","1011","14","1","8","2500","2","104"
"3000","6","6","91002","0","90006","0","0","31043","0","0","2","0","0","1011","16","1","8","3000","2","105"
"3500","7","7","91002","0","90006","0","0","31043","0","0","2","0","0","1011","18","1","8","3500","2","106"
"4000","8","8","91002","0","90006","0","0","31043","0","0","2","0","0","1011","20","1","8","4000","2","107"
"4500","9","9","91002","0","90006","0","0","31043","0","0","2","0","0","1011","25","1","8","4500","2","108"
"5000","10","-1","91002","0","90006","0","0","31043","0","0","2","0","0","1011","30","1","8","5000","2","109"
"500","1","1","91002","0","90006","0","0","31022","0","0","2","0","0","1012","5","1","8","500","2","110"
"1000","2","2","91002","0","90006","0","0","31022","0","0","2","0","0","1012","8","1","8","1000","2","111"
"1500","3","3","91002","0","90006","0","0","31022","0","0","2","0","0","1012","10","1","8","1500","2","112"
"2000","4","4","91002","0","90006","0","0","31022","0","0","2","0","0","1012","12","1","8","2000","2","113"
"2500","5","5","91002","0","90006","0","0","31022","0","0","2","0","0","1012","14","1","8","2500","2","114"
"3000","6","6","91002","0","90006","0","0","31022","0","0","2","0","0","1012","16","1","8","3000","2","115"
"3500","7","7","91002","0","90006","0","0","31022","0","0","2","0","0","1012","18","1","8","3500","2","116"
"4000","8","8","91002","0","90006","0","0","31022","0","0","2","0","0","1012","20","1","8","4000","2","117"
"4500","9","9","91002","0","90006","0","0","31022","0","0","2","0","0","1012","25","1","8","4500","2","118"
"5000","10","-1","91002","0","90006","0","0","31022","0","0","2","0","0","1012","30","1","8","5000","2","119"
"500","1","1","91002","0","90006","0","0","31042","0","0","2","0","0","1013","5","1","8","500","2","120"
"1000","2","2","91002","0","90006","0","0","31042","0","0","2","0","0","1013","8","1","8","1000","2","121"
"1500","3","3","91002","0","90006","0","0","31042","0","0","2","0","0","1013","10","1","8","1500","2","122"
"2000","4","4","91002","0","90006","0","0","31042","0","0","2","0","0","1013","12","1","8","2000","2","123"
"2500","5","5","91002","0","90006","0","0","31042","0","0","2","0","0","1013","14","1","8","2500","2","124"
"3000","6","6","91002","0","90006","0","0","31042","0","0","2","0","0","1013","16","1","8","3000","2","125"
"3500","7","7","91002","0","90006","0","0","31042","0","0","2","0","0","1013","18","1","8","3500","2","126"
"4000","8","8","91002","0","90006","0","0","31042","0","0","2","0","0","1013","20","1","8","4000","2","127"
"4500","9","9","91002","0","90006","0","0","31042","0","0","2","0","0","1013","25","1","8","4500","2","128"
"5000","10","-1","91002","0","90006","0","0","31042","0","0","2","0","0","1013","30","1","8","5000","2","129"
"500","1","1","91002","0","90006","0","0","31018","0","0","2","0","0","1014","5","1","8","500","2","130"
"1000","2","2","91002","0","90006","0","0","31018","0","0","2","0","0","1014","8","1","8","1000","2","131"
"1500","3","3","91002","0","90006","0","0","31018","0","0","2","0","0","1014","10","1","8","1500","2","132"
"2000","4","4","91002","0","90006","0","0","31018","0","0","2","0","0","1014","12","1","8","2000","2","133"
"2500","5","5","91002","0","90006","0","0","31018","0","0","2","0","0","1014","14","1","8","2500","2","134"
"3000","6","6","91002","0","90006","0","0","31018","0","0","2","0","0","1014","16","1","8","3000","2","135"
"3500","7","7","91002","0","90006","0","0","31018","0","0","2","0","0","1014","18","1","8","3500","2","136"
"4000","8","8","91002","0","90006","0","0","31018","0","0","2","0","0","1014","20","1","8","4000","2","137"
"4500","9","9","91002","0","90006","0","0","31018","0","0","2","0","0","1014","25","1","8","4500","2","138"
"5000","10","-1","91002","0","90006","0","0","31018","0","0","2","0","0","1014","30","1","8","5000","2","139"
"500","1","1","91002","0","90006","0","0","31042","0","0","2","0","0","1015","5","1","8","500","2","140"
"1000","2","2","91002","0","90006","0","0","31042","0","0","2","0","0","1015","8","1","8","1000","2","141"
"1500","3","3","91002","0","90006","0","0","31042","0","0","2","0","0","1015","10","1","8","1500","2","142"
"2000","4","4","91002","0","90006","0","0","31042","0","0","2","0","0","1015","12","1","8","2000","2","143"
"2500","5","5","91002","0","90006","0","0","31042","0","0","2","0","0","1015","14","1","8","2500","2","144"
"3000","6","6","91002","0","90006","0","0","31042","0","0","2","0","0","1015","16","1","8","3000","2","145"
"3500","7","7","91002","0","90006","0","0","31042","0","0","2","0","0","1015","18","1","8","3500","2","146"
"4000","8","8","91002","0","90006","0","0","31042","0","0","2","0","0","1015","20","1","8","4000","2","147"
"4500","9","9","91002","0","90006","0","0","31042","0","0","2","0","0","1015","25","1","8","4500","2","148"
"5000","10","-1","91002","0","90006","0","0","31042","0","0","2","0","0","1015","30","1","8","5000","2","149"
"300","1","1","91002","0","90006","0","0","31043","0","0","2","0","0","1016","3","1","8","300","2","150"
"400","2","2","91002","0","90006","0","0","31043","0","0","2","0","0","1016","4","1","8","400","2","151"
"500","3","3","91002","0","90006","0","0","31043","0","0","2","0","0","1016","5","1","8","500","2","152"
"750","4","4","91002","0","90006","0","0","31043","0","0","2","0","0","1016","7","1","8","750","2","153"
"1000","5","5","91002","0","90006","0","0","31043","0","0","2","0","0","1016","8","1","8","1000","2","154"
"1500","6","6","91002","0","90006","0","0","31043","0","0","2","0","0","1016","10","1","8","1500","2","155"
"2000","7","-1","91002","0","90006","0","0","31043","0","0","2","0","0","1016","12","1","8","2000","2","156"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1019","0","1","12","10000","0","157"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1019","4","1","12","250000","2","158"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1019","8","1","12","500000","2","159"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1019","12","1","12","750000","2","160"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1019","16","1","12","1000000","2","161"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1020","0","1","12","10000","0","162"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1020","4","1","12","250000","2","163"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1020","8","1","12","500000","2","164"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1020","12","1","12","750000","2","165"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1020","16","1","12","1000000","2","166"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1021","0","1","12","10000","0","167"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1021","4","1","12","250000","2","168"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1021","8","1","12","500000","2","169"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1021","12","1","12","750000","2","170"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1021","16","1","12","1000000","2","171"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1022","0","1","12","10000","0","172"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1022","4","1","12","250000","2","173"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1022","8","1","12","500000","2","174"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1022","12","1","12","750000","2","175"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1022","16","1","12","1000000","2","176"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1023","0","1","12","10000","0","177"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1023","4","1","12","250000","2","178"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1023","8","1","12","500000","2","179"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1023","12","1","12","750000","2","180"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1023","16","1","12","1000000","2","181"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1024","0","1","12","10000","0","182"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1024","4","1","12","250000","2","183"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1024","8","1","12","500000","2","184"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1024","12","1","12","750000","2","185"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1024","16","1","12","1000000","2","186"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1025","0","1","12","10000","0","187"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1025","4","1","12","250000","2","188"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1025","8","1","12","500000","2","189"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1025","12","1","12","750000","2","190"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1025","16","1","12","1000000","2","191"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1026","0","1","12","10000","0","192"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1026","4","1","12","250000","2","193"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1026","8","1","12","500000","2","194"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1026","12","1","12","750000","2","195"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1026","16","1","12","1000000","2","196"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1027","0","1","12","10000","0","197"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1027","4","1","12","250000","2","198"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1027","8","1","12","500000","2","199"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1027","12","1","12","750000","2","200"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1027","16","1","12","1000000","2","201"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1028","0","1","12","10000","0","202"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1028","4","1","12","250000","2","203"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1028","8","1","12","500000","2","204"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1028","12","1","12","750000","2","205"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1028","16","1","12","1000000","2","206"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1029","0","1","12","10000","0","207"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1029","4","1","12","250000","2","208"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1029","8","1","12","500000","2","209"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1029","12","1","12","750000","2","210"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1029","16","1","12","1000000","2","211"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1030","0","1","12","10000","0","212"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1030","4","1","12","250000","2","213"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1030","8","1","12","500000","2","214"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1030","12","1","12","750000","2","215"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1030","16","1","12","1000000","2","216"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1031","0","1","12","10000","0","217"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1031","4","1","12","250000","2","218"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1031","8","1","12","500000","2","219"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1031","12","1","12","750000","2","220"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1031","16","1","12","1000000","2","221"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1032","0","1","12","10000","0","222"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1032","4","1","12","250000","2","223"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1032","8","1","12","500000","2","224"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1032","12","1","12","750000","2","225"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1032","16","1","12","1000000","2","226"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1033","0","1","12","10000","0","227"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1033","4","1","12","250000","2","228"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1033","8","1","12","500000","2","229"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1033","12","1","12","750000","2","230"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1033","16","1","12","1000000","2","231"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1034","0","1","12","10000","0","232"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1034","4","1","12","250000","2","233"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1034","8","1","12","500000","2","234"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1034","12","1","12","750000","2","235"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1034","16","1","12","1000000","2","236"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1035","0","1","12","10000","0","237"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1035","4","1","12","250000","2","238"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1035","8","1","12","500000","2","239"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1035","12","1","12","750000","2","240"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1035","16","1","12","1000000","2","241"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1036","0","1","12","10000","0","242"
"20","2","2","94002","0","22002","0","0","22003","0","0","2","0","0","1036","4","1","12","250000","2","243"
"40","3","3","94002","0","22002","0","0","22003","0","0","2","0","0","1036","8","1","12","500000","2","244"
"60","4","4","94002","0","22002","0","0","22003","0","0","2","0","0","1036","12","1","12","750000","2","245"
"80","5","-1","94002","0","22002","0","0","22003","0","0","2","0","0","1036","16","1","12","1000000","2","246"
"0","1","1","94002","0","0","0","0","0","0","0","0","0","0","1037","0","1","12","10000","0","247"
