79c416aca8aad1803276c098ff94fc29359b91772561ef8e87b29a6b71b36ab8,e3bb2fffd0f1a4ba518b5ebe8b4cd4a187ff7f5e547bbf6d77018e9162ce69ea,ef47081233b0167c5ab4d3d970a3fa634e0d3bd28b6942b62a5d22281396c951,d819d9b21aa0d96ecb0b06ae376ca2e9639e515bc015ab42f1535081ae45842d,33c4a87c7590f134dedbdf494ea785be7eb45318b58a417c135dbc9ddc8a69a4,04d458672ca120cacc4dd61aa65ff5ee1ac249c8f8606197700b81385bb09c6c
"1","99001174","11001174","15","1001","325"
"30","99001174","91002","8","0","326"
"1","99001175","11001175","15","1001","327"
"30","99001175","91002","8","0","328"
"1","99001176","11001176","15","1002","329"
"30","99001176","91002","8","0","330"
"1","99001177","11001177","15","1003","331"
"30","99001177","91002","8","0","332"
"1","99001178","11001178","15","1001","333"
"30","99001178","91002","8","0","334"
"1","99001179","11001179","15","1001","335"
"30","99001179","91002","8","0","336"
"1","99001180","11001180","15","1002","337"
"30","99001180","91002","8","0","338"
"1","99001181","11001181","15","1003","339"
"30","99001181","91002","8","0","340"
"1","99001182","11001182","15","1001","341"
"30","99001182","91002","8","0","342"
"1","99001183","11001183","15","1001","343"
"30","99001183","91002","8","0","344"
"1","99001184","11001184","15","1002","345"
"30","99001184","91002","8","0","346"
"1","99001185","11001185","15","1003","347"
"30","99001185","91002","8","0","348"
"1","99001186","11001186","15","1001","349"
"30","99001186","91002","8","0","350"
"1","99001187","11001187","15","1001","351"
"30","99001187","91002","8","0","352"
"1","99001188","11001188","15","1002","353"
"30","99001188","91002","8","0","354"
"1","99001189","11001189","15","1003","355"
"30","99001189","91002","8","0","356"
"1","99001190","11001190","15","1001","357"
"30","99001190","91002","8","0","358"
"1","99001191","11001191","15","1001","359"
"30","99001191","91002","8","0","360"
"1","99001192","11001192","15","1002","361"
"30","99001192","91002","8","0","362"
"1","99001193","11001193","15","1003","363"
"30","99001193","91002","8","0","364"
"1","99001194","11001194","15","1001","365"
"30","99001194","91002","8","0","366"
"1","99001195","11001195","15","1001","367"
"30","99001195","91002","8","0","368"
"1","99001196","11001196","15","1002","369"
"30","99001196","91002","8","0","370"
"1","99001197","11001197","15","1003","371"
"30","99001197","91002","8","0","372"
"1","99001198","11001198","15","1002","373"
"1","99001199","11001199","15","1003","374"
"1","99001200","11001200","15","1001","375"
"30","99001200","91002","8","0","376"
"1","99001201","11001201","15","1001","377"
"30","99001201","91002","8","0","378"
"1","99001202","11001202","15","1002","379"
"30","99001202","91002","8","0","380"
"1","99001203","11001203","15","1003","381"
"30","99001203","91002","8","0","382"
"1","99001204","11001204","15","1003","383"
"1","99001205","11001205","15","1001","384"
"30","99001205","91002","8","0","385"
"1","99001206","11001206","15","1001","386"
"30","99001206","91002","8","0","387"
"1","99001207","11001207","15","1002","388"
"30","99001207","91002","8","0","389"
"1","99001208","11001208","15","1003","390"
"30","99001208","91002","8","0","391"
"1","99001209","11001209","15","1001","392"
"30","99001209","91002","8","0","393"
"1","99001210","11001210","15","1001","394"
"30","99001210","91002","8","0","395"
"1","99001211","11001211","15","1002","396"
"30","99001211","91002","8","0","397"
"1","99001212","11001212","15","1003","398"
"30","99001212","91002","8","0","399"
"1","99001213","11001213","15","1001","400"
"30","99001213","91002","8","0","401"
"1","99001214","11001214","15","1001","402"
"30","99001214","91002","8","0","403"
"1","99001215","11001215","15","1002","404"
"30","99001215","91002","8","0","405"
"1","99001216","11001216","15","1003","406"
"30","99001216","91002","8","0","407"
"1","99001217","11001217","15","1001","408"
"30","99001217","91002","8","0","409"
"1","99001218","11001218","15","1001","410"
"30","99001218","91002","8","0","411"
"1","99001219","11001219","15","1002","412"
"30","99001219","91002","8","0","413"
"1","99001220","11001220","15","1003","414"
"30","99001220","91002","8","0","415"
"1","99001221","11001221","15","1001","416"
"30","99001221","91002","8","0","417"
"1","99001222","11001222","15","1001","418"
"30","99001222","91002","8","0","419"
"1","99001223","11001223","15","1002","420"
"30","99001223","91002","8","0","421"
"1","99001224","11001224","15","1003","422"
"30","99001224","91002","8","0","423"
"1","99001225","11001225","15","1001","424"
"30","99001225","91002","8","0","425"
"1","99001226","11001226","15","1001","426"
"30","99001226","91002","8","0","427"
"1","99001227","11001227","15","1002","428"
"30","99001227","91002","8","0","429"
"1","99001228","11001228","15","1003","430"
"30","99001228","91002","8","0","431"
"1","99001229","11001229","15","1001","432"
"30","99001229","91002","8","0","433"
"1","99001230","11001230","15","1001","434"
"30","99001230","91002","8","0","435"
"1","99001231","11001231","15","1002","436"
"30","99001231","91002","8","0","437"
"1","99001232","11001232","15","1003","438"
"30","99001232","91002","8","0","439"
"1","99001233","11001233","15","1001","440"
"30","99001233","91002","8","0","441"
"1","99001234","11001234","15","1001","442"
"30","99001234","91002","8","0","443"
"1","99001235","11001235","15","1002","444"
"30","99001235","91002","8","0","445"
"1","99001236","11001236","15","1003","446"
"30","99001236","91002","8","0","447"
"1","99001237","11001237","15","1001","448"
"30","99001237","91002","8","0","449"
"1","99001238","11001238","15","1001","450"
"30","99001238","91002","8","0","451"
"1","99001239","11001239","15","1002","452"
"30","99001239","91002","8","0","453"
"1","99001240","11001240","15","1003","454"
"30","99001240","91002","8","0","455"
"1","99001241","11001241","15","1001","456"
"30","99001241","91002","8","0","457"
"1","99001242","11001242","15","1001","458"
"30","99001242","91002","8","0","459"
"1","99001243","11001243","15","1002","460"
"30","99001243","91002","8","0","461"
"1","99001244","11001244","15","1003","462"
"30","99001244","91002","8","0","463"
"1","99001245","11001245","15","1001","464"
"30","99001245","91002","8","0","465"
"1","99001246","11001246","15","1001","466"
"30","99001246","91002","8","0","467"
"1","99001247","11001247","15","1002","468"
"30","99001247","91002","8","0","469"
"1","99001248","11001248","15","1003","470"
"30","99001248","91002","8","0","471"
"1","99001249","11001249","15","1003","472"
"1","99001250","11001250","15","1001","473"
"30","99001250","91002","8","0","474"
"1","99001251","11001251","15","1001","475"
"30","99001251","91002","8","0","476"
"1","99001252","11001252","15","1002","477"
"30","99001252","91002","8","0","478"
"1","99001253","11001253","15","1003","479"
"30","99001253","91002","8","0","480"
"1","99001254","11001254","15","1001","481"
"30","99001254","91002","8","0","482"
"1","99001255","11001255","15","1001","483"
"30","99001255","91002","8","0","484"
"1","99001256","11001256","15","1002","485"
"30","99001256","91002","8","0","486"
"1","99001257","11001257","15","1003","487"
"30","99001257","91002","8","0","488"
"1","99001258","11001258","15","1001","489"
"30","99001258","91002","8","0","490"
"1","99001259","11001259","15","1001","491"
"30","99001259","91002","8","0","492"
"1","99001260","11001260","15","1002","493"
"30","99001260","91002","8","0","494"
"1","99001261","11001261","15","1003","495"
"30","99001261","91002","8","0","496"
"1","99001262","11001262","15","1001","497"
"1","99001263","11001263","15","1001","498"
"1","99001264","11001264","15","1001","499"
"1","99001265","11001265","15","1002","500"
"1","99001266","11001266","15","1003","501"
"1","99001267","11001267","15","1001","502"
"30","99001267","91002","8","0","503"
"1","99001268","11001268","15","1001","504"
"30","99001268","91002","8","0","505"
"1","99001269","11001269","15","1002","506"
"30","99001269","91002","8","0","507"
"1","99001270","11001270","15","1003","508"
"30","99001270","91002","8","0","509"
"1","99001271","11001271","15","1003","510"
"1","99001272","11001272","15","1001","511"
"30","99001272","91002","8","0","512"
"1","99001273","11001273","15","1001","513"
"30","99001273","91002","8","0","514"
"1","99001274","11001274","15","1002","515"
"30","99001274","91002","8","0","516"
"1","99001275","11001275","15","1003","517"
"30","99001275","91002","8","0","518"
"1","99001276","11001276","15","1003","519"
"1","99001277","11001277","15","1001","520"
"30","99001277","91002","8","0","521"
"1","99001278","11001278","15","1001","522"
"30","99001278","91002","8","0","523"
"1","99001279","11001279","15","1002","524"
"30","99001279","91002","8","0","525"
"1","99001280","11001280","15","1003","526"
"30","99001280","91002","8","0","527"
"1","99001281","11001281","15","1001","528"
"30","99001281","91002","8","0","529"
"1","99001282","11001282","15","1001","530"
"30","99001282","91002","8","0","531"
"1","99001283","11001283","15","1002","532"
"30","99001283","91002","8","0","533"
"1","99001284","11001284","15","1003","534"
"30","99001284","91002","8","0","535"
"1","99001285","11001285","15","1003","536"
"1","99001286","11001286","15","1001","537"
"30","99001286","91002","8","0","538"
"1","99001287","11001287","15","1001","539"
"30","99001287","91002","8","0","540"
"1","99001288","11001288","15","1002","541"
"30","99001288","91002","8","0","542"
"1","99001289","11001289","15","1003","543"
"30","99001289","91002","8","0","544"
"1","99001290","11001290","15","1001","545"
"30","99001290","91002","8","0","546"
"1","99001291","11001291","15","1001","547"
"30","99001291","91002","8","0","548"
"1","99001292","11001292","15","1002","549"
"30","99001292","91002","8","0","550"
"1","99001293","11001293","15","1003","551"
"30","99001293","91002","8","0","552"
"1","99001294","11001294","15","1001","553"
"30","99001294","91002","8","0","554"
"1","99001295","11001295","15","1001","555"
"30","99001295","91002","8","0","556"
"1","99001296","11001296","15","1002","557"
"30","99001296","91002","8","0","558"
"1","99001297","11001297","15","1003","559"
"30","99001297","91002","8","0","560"
"1","99001298","11001298","15","1001","561"
"30","99001298","91002","8","0","562"
"1","99001299","11001299","15","1001","563"
"30","99001299","91002","8","0","564"
"1","99001300","11001300","15","1002","565"
"30","99001300","91002","8","0","566"
"1","99001301","11001301","15","1003","567"
"30","99001301","91002","8","0","568"
"1","99001302","11001302","15","1003","569"
"1","99001303","11001303","15","1003","570"
"1","99001304","11001304","15","1003","571"
"1","99001305","11001305","15","1001","572"
"30","99001305","91002","8","0","573"
"1","99001306","11001306","15","1001","574"
"30","99001306","91002","8","0","575"
"1","99001307","11001307","15","1002","576"
"30","99001307","91002","8","0","577"
"1","99001308","11001308","15","1003","578"
"30","99001308","91002","8","0","579"
"1","99001309","11001309","15","1001","580"
"30","99001309","91002","8","0","581"
"1","99001310","11001310","15","1001","582"
"30","99001310","91002","8","0","583"
"1","99001311","11001311","15","1002","584"
"30","99001311","91002","8","0","585"
"1","99001312","11001312","15","1003","586"
"30","99001312","91002","8","0","587"
"1","99001313","11001313","15","1003","588"
"1","99001314","11001314","15","1001","589"
"30","99001314","91002","8","0","590"
"1","99001315","11001315","15","1001","591"
"30","99001315","91002","8","0","592"
"1","99001316","11001316","15","1002","593"
"30","99001316","91002","8","0","594"
"1","99001317","11001317","15","1003","595"
"30","99001317","91002","8","0","596"
"1","99001318","11001318","15","1003","597"
"1","99001319","11001319","15","1001","598"
"30","99001319","91002","8","0","599"
"1","99001320","11001320","15","1001","600"
"30","99001320","91002","8","0","601"
"1","99001321","11001321","15","1002","602"
"30","99001321","91002","8","0","603"
"1","99001322","11001322","15","1003","604"
"30","99001322","91002","8","0","605"
"1","99001323","11001323","15","1003","606"
"1","99001324","11001324","15","1001","607"
"30","99001324","91002","8","0","608"
"1","99001325","11001325","15","1001","609"
"30","99001325","91002","8","0","610"
"1","99001326","11001326","15","1002","611"
"30","99001326","91002","8","0","612"
"1","99001327","11001327","15","1003","613"
"30","99001327","91002","8","0","614"
"1","99001328","11001328","15","1003","615"
"1","99001329","11001329","15","1001","616"
"30","99001329","91002","8","0","617"
"1","99001330","11001330","15","1001","618"
"30","99001330","91002","8","0","619"
"1","99001331","11001331","15","1002","620"
"30","99001331","91002","8","0","621"
"1","99001332","11001332","15","1003","622"
"30","99001332","91002","8","0","623"
"1","99001333","11001333","15","1001","624"
"30","99001333","91002","8","0","625"
"1","99001334","11001334","15","1001","626"
"30","99001334","91002","8","0","627"
"1","99001335","11001335","15","1002","628"
"30","99001335","91002","8","0","629"
"1","99001336","11001336","15","1003","630"
"30","99001336","91002","8","0","631"
"1","99001337","11001337","15","1002","632"
"1","99001338","11001338","15","1002","633"
"1","99001339","11001339","15","1003","634"
"1","99001340","11001340","15","1001","635"
"30","99001340","91002","8","0","636"
"1","99001341","11001341","15","1001","637"
"30","99001341","91002","8","0","638"
"1","99001342","11001342","15","1002","639"
"30","99001342","91002","8","0","640"
"1","99001343","11001343","15","1003","641"
"30","99001343","91002","8","0","642"
"1","99900001","19901001","15","1003","643"
"1","99900002","19901002","15","1003","644"
"1","99900003","19901003","15","1003","645"
"1","99001344","11001344","15","1001","646"
"30","99001344","91002","8","0","647"
"1","99001345","11001345","15","1001","648"
"30","99001345","91002","8","0","649"
"1","99001346","11001346","15","1002","650"
"30","99001346","91002","8","0","651"
"1","99001347","11001347","15","1003","652"
"30","99001347","91002","8","0","653"
"1","99900004","19901004","15","1003","654"
"1","99900005","19901005","15","1003","655"
"1","99900006","19901006","15","1003","656"
