8296503cb4dc787dca27cb6354f5a7142459bbf3cdfa7d67eb51b09f78a22afd,8b349654e5632e0715459815df70ed85f0db9c46e423520533a3764e6bd86522,b7c7c8045a9e85c08a3e9ebc49c15c8461ab6e3111de818875c446b5d0717ec7,189836b612b95c58374d981e9877bf7b4ff8fcb1b79f131688260fe542013f8d,244892b3725b0b918675c96f8126365cbac6ba079a5bff0b240080ad4d36c657,f33626a05c6667381e87d17fb97ad01ca825e4421ce96014ecc8a7495a3cbc44,84275b47d4e28ba2af3e052d5fd9b9aa378c740db454ad90016194486218b3d8,437ccd3910723c7edc516fdab40b87ff81a82487be37ccd81410adfe1721816b,c6ce44cfbd31356e1be6515a8f097aff1e7f2a05dd0e5835d7e6f5ab285ccb16,f92af8a29a4d4a34693df09d26ac6b83f6eceb083ef9cb035e1233d035d3a5ac,58a913dea310756ddc10f4d171175e7eb43ddc61ffca97628ff4c2d95ec6a246
"","svd_talk_worry","","113411","1","3","1007002","","1007002062","1","0.2"
"","","","3","","93","1007002","","1007002063","",""
"","svd_idle_worry","","113411","1","3","1007002","","1007002064","1","0.2"
"","11","","113511","1","12","1007002","0","1007002065","","0"
"","svd_talk_guts2","svd_idle_guts2","113511","0","3","1007002","0.2","1007002066","1","0.2"
"","","","3","","93","1007002","","1007002067","",""
"","svd_idle_guts2","","113511","1","3","1007002","","1007002068","","0.2"
"","7","","113411","1","12","1007002","0","1007002069","","0"
"","svd_talk_joy1","","113411","1","3","1007002","","1007002070","1","0.2"
"","","","3","","93","1007002","","1007002071","",""
"","svd_idle_joy1","","113411","1","3","1007002","","1007002072","1","0.2"
"","","","1007002057","","101","1007002","","1007002073","",""
"","1","1","333","1","6","1007002","0","1007002074","0","1"
"","1","","113511","","4","1007002","","1007002075","",""
"","svd_run","","113511","1","3","1007002","","1007002076","","0.2"
"","-750","0.8","113511","-300","2","1007002","","1007002077","0",""
"","0","","113411","","4","1007002","","1007002078","",""
"","svd_run","","113411","1","3","1007002","","1007002079","","0.2"
"","750","0.8","113411","-300","2","1007002","","1007002080","0",""
"","","","0.6","","93","1007002","","1007002081","",""
"","1","1","113511","1","6","1007002","0","1007002082","0","0.2"
"","1","1","113411","1","6","1007002","0","1007002083","0","0.2"
"","","","0","","91","1007002","","1007002084","",""
"svd_idle_normal","113511","-750","1","100","5","1007003","0","1007003001","-300","2.08"
"svd_idle_normal","113411","650","2","100","5","1007003","1","1007003002","-300","2.08"
"svd_white_loop","333","0","3","0","5","1007003","0","1007003003","0","1"
"","1","1","333","1","6","1007003","0","1007003004","0","0"
"","2","0","113511","0","7","1007003","","1007003005","",""
"","-750","0.5","113511","-300","2","1007003","","1007003006","0",""
"","1","1","113411","1","6","1007003","0","1007003007","0","0"
"","16","-40","6","-140","31","1007003","","1007003008","0.8","0"
"","2","0","16","0","34","1007003","","1007003009","",""
"","","","1","","93","1007003","","1007003010","",""
"","1","1","333","1","6","1007003","0","1007003011","0.4","0.8"
"","svd_idle_see_sad_pre","svd_idle_see_sad","113511","0","3","1007003","0","1007003012","1","0.2"
"","-600","1.1","113511","-300","2","1007003","","1007003013","0",""
"","","","1","","93","1007003","","1007003014","",""
"","1","","16","","32","1007003","","1007003015","",""
"","","","0","","91","1007003","","1007003016","",""
"","240","0","113511","260","94","1007003","","1007003017","80",""
"","0","","16","","32","1007003","","1007003018","",""
"","17","","113511","1","12","1007003","0","1007003019","","0"
"","svd_walk_sad","","113511","1","3","1007003","","1007003020","","0.2"
"","0","0","113511","2","7","1007003","","1007003021","",""
"","-250","2.4","113511","-300","2","1007003","","1007003022","0",""
"","","","2.4","","93","1007003","","1007003023","",""
"","svd_idle_sad","","113511","1","3","1007003","","1007003024","","0.2"
"","","","0.5","","93","1007003","","1007003025","",""
"","","","0","","91","1007003","","1007003026","",""
"","svd_talk_sad","","113511","1","3","1007003","","1007003027","","0.2"
"","vo_svd_0321","0","vo_svd","0","21","1007003","","1007003028","",""
"1","弟くんに大きなカブトムシを\nプレゼントして\nあげたかったな…","0","113511","7","11","1007003","0","1007003029","0","0"
"","","","0","","91","1007003","","1007003030","",""
"","svd_idle_sad","","113511","1","3","1007003","","1007003031","","0.2"
"","svd_walk","","113411","1","3","1007003","","1007003032","","0.2"
"","250","2","113411","-300","2","1007003","","1007003033","0",""
"","1","1","113411","1","6","1007003","0","1007003034","1","0.4"
"","","","2","","93","1007003","","1007003035","",""
"","svd_idle_normal","","113411","1","3","1007003","","1007003036","","0.2"
"","","","0.4","","93","1007003","","1007003037","",""
"","svd_talk_thinking","","113411","1","3","1007003","","1007003038","","0.2"
"","vo_svd_0322","0","vo_svd","0","21","1007003","","1007003039","",""
"1","確かに心残りではありますが\nそれ以上によいものを\n見られましたわ。","0","113411","6","11","1007003","0","1007003040","0","0"
"","","","0","","91","1007003","","1007003041","",""
"","svd_idle_thinking","","113411","1","3","1007003","","1007003042","","0.2"
"","svd_talk_joy1","","113511","1","3","1007003","","1007003043","","0.2"
"","vo_svd_0323","0","vo_svd","0","21","1007003","","1007003044","",""
"1","優しい弟くんも素敵だったね！\nでもカブトムシ捕りは\nまた挑戦しよう！","0","113511","6","11","1007003","0","1007003045","0","0"
"","","","0","","91","1007003","","1007003046","",""
"","svd_talk_sad","","113511","1","3","1007003","","1007003047","","0.2"
"","vo_svd_0324","0","vo_svd","0","21","1007003","","1007003048","",""
"1","それでもまたダメだったら\nそのときは…","0","113511","6","11","1007003","0","1007003049","0","0"
"","","","0","","91","1007003","","1007003050","",""
"","svd_idle_sad","","113511","1","3","1007003","","1007003051","","0.2"
"","svd_talk_sad","","113411","1","3","1007003","","1007003052","","0.2"
"","vo_svd_0325","0","vo_svd","0","21","1007003","","1007003053","",""
"1","もし次があるのなら…私たちが\nカブトムシになりましょう。\nなりきってみせましょう。","0","113411","6","11","1007003","0","1007003054","0","0"
"","","","5","","93","1007003","","1007003055","",""
"","svd_talk_wish2","","113411","1","3","1007003","","1007003056","","0.2"
"","","","1007003054","","91","1007003","","1007003057","",""
"","svd_idle_wish2","","113411","1","3","1007003","","1007003058","","0.2"
"","","","","","102","1007003","","1007003059","",""
"","","","1","","93","1007003","","1007003060","",""
"","12","","113511","1","12","1007003","0","1007003061","","0"
"","svd_cmn_think","svd_idle_normal","113511","0","3","1007003","0.2","1007003062","1","0.2"
"","","","3","","93","1007003","","1007003063","",""
"","svd_idle_normal","","113511","1","3","1007003","","1007003064","","0.2"
"","10","","113411","1","12","1007003","0","1007003065","","0"
"","svd_talk_normal","","113411","1","3","1007003","","1007003066","1","0.2"
"","","","3","","93","1007003","","1007003067","",""
"","svd_idle_normal","","113411","1","3","1007003","","1007003068","1","0.2"
"","1","","113511","1","12","1007003","0","1007003069","","0"
"","svd_talk_sad","","113511","1","3","1007003","","1007003070","","0.2"
"","","","3","","93","1007003","","1007003071","",""
"","svd_idle_sad","","113511","1","3","1007003","","1007003072","","0.2"
"","7","","113411","1","12","1007003","0","1007003073","","0"
"","svd_talk_wish","","113411","1","3","1007003","","1007003074","1","0.2"
"","","","3","","93","1007003","","1007003075","",""
"","svd_idle_wish","","113411","1","3","1007003","","1007003076","1","0.2"
"","","","1007003061","","101","1007003","","1007003077","",""
"","1","1","333","1","6","1007003","0","1007003078","0","1"
"","1","","113511","","4","1007003","","1007003079","",""
"","svd_run","","113511","1","3","1007003","","1007003080","","0.2"
"","-750","0.8","113511","-300","2","1007003","","1007003081","0",""
"","0","","113411","","4","1007003","","1007003082","",""
"","svd_run","","113411","1","3","1007003","","1007003083","","0.2"
"","750","0.8","113411","-300","2","1007003","","1007003084","0",""
"","","","0.6","","93","1007003","","1007003085","",""
"","1","1","113511","1","6","1007003","0","1007003086","0","0.2"
"","1","1","113411","1","6","1007003","0","1007003087","0","0.2"
"","","","0","","91","1007003","","1007003088","",""
"svd_idle_normal","113511","-250","1","100","5","1007004","0","1007004001","-560","2.08"
"svd_idle_normal","113411","250","2","100","5","1007004","1","1007004002","-560","2.08"
"svd_white_loop","333","0","3","0","5","1007004","0","1007004003","0","1"
"","1","1","333","1","6","1007004","0","1007004004","0","0"
"","1","1","113511","1","6","1007004","0","1007004005","0","0"
"","1","1","113411","1","6","1007004","0","1007004006","0","0"
"","","","1","","93","1007004","","1007004007","",""
"","1","1","333","1","6","1007004","0","1007004008","0.4","0.8"
"","svd_jump1","svd_idle_normal","113511","0","3","1007004","0.2","1007004009","1","0.2"
"","svd_jump1","svd_idle_normal","113411","0","3","1007004","0.2","1007004010","1","0.2"
"","","","0.3","","93","1007004","","1007004011","",""
"","-250","0.75","113511","-300","2","1007004","","1007004012","0",""
"","250","0.75","113411","-300","2","1007004","","1007004013","0",""
"","1","1","113511","1","6","1007004","0","1007004014","1","0.4"
"","1","1","113411","1","6","1007004","0","1007004015","1","0.4"
"","","","1.2","","93","1007004","","1007004016","",""
"","","","0","","91","1007004","","1007004017","",""
"","svd_idle_normal","","113411","1","3","1007004","","1007004018","","0.2"
"","svd_talk_joy1","","113511","1","3","1007004","","1007004019","","0.2"
"","vo_svd_0421","0","vo_svd","0","21","1007004","","1007004020","",""
"1","ルーセント学院のみんな\nいい子だったね！\n学校生活も楽しそうだなー","0","113511","6","11","1007004","0","1007004021","0","0"
"","","","0","","91","1007004","","1007004022","",""
"","svd_idle_joy1","","113511","1","3","1007004","","1007004023","","0.2"
"","svd_talk_thinking","","113411","1","3","1007004","","1007004024","","0.2"
"","vo_svd_0422","0","vo_svd","0","21","1007004","","1007004025","",""
"1","イオちゃんという\nすばらしい先生にも恵まれて\n少しうらやましいですわ…","0","113411","6","11","1007004","0","1007004026","0","0"
"","","","0","","91","1007004","","1007004027","",""
"","svd_idle_thinking","","113411","1","3","1007004","","1007004028","","0.2"
"","svd_talk_normal","","113511","1","3","1007004","","1007004029","","0.2"
"","vo_svd_0423","0","vo_svd","0","21","1007004","","1007004030","",""
"1","ねぇねぇ、二人で入学する…\nっていうのはどうかな？","0","113511","7","11","1007004","0","1007004031","0","0"
"","","","0","","91","1007004","","1007004032","",""
"","svd_idle_joy1","","113511","1","3","1007004","","1007004033","","0.2"
"","svd_surprise","svd_talk_joy1","113411","0","3","1007004","0.2","1007004034","1","0.2"
"","vo_svd_0424","0","vo_svd","0","21","1007004","","1007004035","",""
"1","…！　よいアイデアですわ！\nさっそく入学願書を\n取り寄せましょう！","0","113411","6","11","1007004","0","1007004036","0","0"
"","","","0","","91","1007004","","1007004037","",""
"","svd_idle_joy1","","113411","1","3","1007004","","1007004038","","0.2"
"","","","","","102","1007004","","1007004039","",""
"","","","1","","93","1007004","","1007004040","",""
"","7","","113511","1","12","1007004","0","1007004041","","0"
"","svd_talk_normal","","113511","1","3","1007004","","1007004042","","0.2"
"","","","3","","93","1007004","","1007004043","",""
"","svd_idle_normal","","113511","1","3","1007004","","1007004044","","0.2"
"","6","","113411","1","12","1007004","0","1007004045","","0"
"","svd_talk_joy1","","113411","1","3","1007004","","1007004046","1","0.2"
"","","","3","","93","1007004","","1007004047","",""
"","svd_idle_joy1","","113411","1","3","1007004","","1007004048","1","0.2"
"","10","","113511","1","12","1007004","0","1007004049","","0"
"","svd_talk_joy2","","113511","1","3","1007004","","1007004050","","0.2"
"","","","3","","93","1007004","","1007004051","",""
"","svd_idle_joy2","","113511","1","3","1007004","","1007004052","","0.2"
"","10","","113411","1","12","1007004","0","1007004053","","0"
"","svd_cmn_smile3","svd_idle_joy1","113411","0","3","1007004","0.2","1007004054","1","0.2"
"","","","3","","93","1007004","","1007004055","",""
"","svd_idle_joy1","","113411","1","3","1007004","","1007004056","1","0.2"
"","","","1007004041","","101","1007004","","1007004057","",""
"","1","1","333","1","6","1007004","0","1007004058","0","1"
"","1","","113511","","4","1007004","","1007004059","",""
"","svd_run","","113511","1","3","1007004","","1007004060","","0.2"
"","-750","0.8","113511","-300","2","1007004","","1007004061","0",""
"","0","","113411","","4","1007004","","1007004062","",""
"","svd_run","","113411","1","3","1007004","","1007004063","","0.2"
"","750","0.8","113411","-300","2","1007004","","1007004064","0",""
"","","","0.6","","93","1007004","","1007004065","",""
"","1","1","113511","1","6","1007004","0","1007004066","0","0.2"
"","1","1","113411","1","6","1007004","0","1007004067","0","0.2"
"","","","0","","91","1007004","","1007004068","",""
"svd_idle_normal","113511","-700","1","110","5","1007005","0","1007005001","-300","2.08"
"svd_idle_normal","113411","-550","2","100","5","1007005","0","1007005002","-300","2.08"
"svd_white_loop","333","0","3","0","5","1007005","0","1007005003","0","1"
"","1","1","333","1","6","1007005","0","1007005004","0","0"
"","13","60","3","-630","31","1007005","","1007005005","1.3","0"
"","1","1","113511","1","6","1007005","0","1007005006","0","0"
"","1","1","113411","1","6","1007005","0","1007005007","0","0"
"","","","1","","93","1007005","","1007005008","",""
"","1","1","333","1","6","1007005","0","1007005009","0.4","0.8"
"","svd_walk_glad","","113511","1","3","1007005","","1007005010","","0.2"
"","-250","2","113511","-300","2","1007005","","1007005011","0",""
"","svd_walk_glad2","","113411","1","3","1007005","","1007005012","","0.2"
"","-50","2.2","113411","-300","2","1007005","","1007005013","0",""
"","1","1","113511","1","6","1007005","0","1007005014","1","0.4"
"","1","1","113411","1","6","1007005","0","1007005015","1","0.4"
"","1","","13","","32","1007005","","1007005016","",""
"","-180","2","13","60","33","1007005","","1007005017","0",""
"","","","2","","93","1007005","","1007005018","",""
"","0","","13","","32","1007005","","1007005019","",""
"","svd_idle_normal","","113511","1","3","1007005","","1007005020","","0.2"
"","","","0.2","","93","1007005","","1007005021","",""
"","1","","113411","","4","1007005","","1007005022","",""
"","svd_idle_normal","","113411","1","3","1007005","","1007005023","","0.2"
"","","","0.5","","93","1007005","","1007005024","",""
"","10","","113511","0.5","12","1007005","0","1007005025","","0"
"","10","","113411","0.5","12","1007005","0","1007005026","","0"
"","svd_wink","svd_idle_normal","113511","0","3","1007005","0.2","1007005027","1","0.2"
"","svd_wink","svd_idle_normal","113411","0","3","1007005","0.2","1007005028","1","0.2"
"","","","1.5","","93","1007005","","1007005029","",""
"","0","","113411","","4","1007005","","1007005030","",""
"","svd_walk","","113411","1","3","1007005","","1007005031","","0.2"
"","250","1","113411","-300","2","1007005","","1007005032","0",""
"","","","1","","93","1007005","","1007005033","",""
"","svd_idle_normal","svd_idle_normal","113411","0","3","1007005","0","1007005034","1","0.4"
"","","","0","","93","1007005","","1007005035","",""
"","1","","113411","","4","1007005","","1007005036","",""
"","","","0.6","","93","1007005","","1007005037","",""
"","svd_talk_joy1","","113511","1","3","1007005","","1007005038","","0.2"
"","vo_svd_0521","0","vo_svd","0","21","1007005","","1007005039","",""
"1","静かな島で弟くんと暮らす…\nここは本当に天国だね。","0","113511","5","11","1007005","0","1007005040","0","0"
"","","","0","","91","1007005","","1007005041","",""
"","svd_idle_memory","","113511","1","3","1007005","","1007005042","","0.2"
"","svd_talk_memory","","113411","1","3","1007005","","1007005043","","0.2"
"","vo_svd_0522","0","vo_svd","0","21","1007005","","1007005044","",""
"1","これを幸せと呼ばずして\n何を幸せと呼べば\nよいのでしょう…","0","113411","6","11","1007005","0","1007005045","0","0"
"","","","0","","91","1007005","","1007005046","",""
"","svd_idle_memory","","113411","1","3","1007005","","1007005047","","0.2"
"","svd_talk_memory","","113511","1","3","1007005","","1007005048","","0.2"
"","vo_svd_0523","0","vo_svd","0","21","1007005","","1007005049","",""
"1","おはようからおやすみまで\nずっと弟くんと一緒に\nいられる…","0","113511","6","11","1007005","0","1007005050","0","0"
"","","","0","","91","1007005","","1007005051","",""
"","svd_idle_memory","","113511","1","3","1007005","","1007005052","","0.2"
"","svd_talk_memory","","113411","1","3","1007005","","1007005053","","0.2"
"","vo_svd_0524","0","vo_svd","0","21","1007005","","1007005054","",""
"1","寝起きのかわいらしい顔も\n穏やかな寝顔も\nすべて見放題…","0","113411","4","11","1007005","0","1007005055","0","0"
"","","","0","","91","1007005","","1007005056","",""
"","svd_idle_memory","","113411","1","3","1007005","","1007005057","","0.2"
"","svd_talk_joy2","","113511","1","3","1007005","","1007005058","","0.2"
"","vo_svd_0525","0","vo_svd","0","21","1007005","","1007005059","",""
"1","この幸せをお返しできるように\n最高のおうちを作ろうね！\nエリコちゃん！","0","113511","8","11","1007005","0","1007005060","0","0"
"","","","4","","93","1007005","","1007005061","",""
"","svd_talk_guts","svd_idle_guts","113511","0","3","1007005","0.2","1007005062","1","0.2"
"","","","1007005060","","91","1007005","","1007005063","",""
"","svd_idle_guts","","113511","1","3","1007005","","1007005064","","0.2"
"","svd_talk_guts2","svd_idle_guts2","113411","0","3","1007005","0.2","1007005065","1","0.2"
"","vo_svd_0526","0","vo_svd","0","21","1007005","","1007005066","",""
"1","もちろんですわ！","0","113411","6","11","1007005","0","1007005067","0","0"
"","","","0","","91","1007005","","1007005068","",""
"","","","","","102","1007005","","1007005069","",""
"","","","1","","93","1007005","","1007005070","",""
"","9","","113511","1","12","1007005","0","1007005071","","0"
"","svd_talk_memory","","113511","1","3","1007005","","1007005072","","0.2"
"","","","3","","93","1007005","","1007005073","",""
