fbd08fbd131c53bd6bc4a47726c0422d53a75811b4d5e6ab8f0532d19e90d3ef,1e157d5b60e7787851a8f1475b9f37776c246f4155db7c8bf538e3d3b1518148,d7e5ff578e43ad24e4b93d5f3d85adf37daaf8b3445088330ee7b07f11740f2b,e68649706fc1f52dafc9f4062e081142ca7235f929f8f214eb0b6bae71d626ba,e4a43179ad8199ae844295ee758982fc54253111cf261d486e473e64c62af9e6,04eda3e918765801145e7cb3b77b58a302f694f8ee1ddd02ea1e584da748abd8,6357d224f4f6755178ec05d527bd28dde42f972f3825d72d48387a70ec6d65e9,c8bf22b4653c4c675002d3e199530c243b1edc5a3f7e88aa7c81101b7060be30,a9c0b96577774e69998ca3ae84bb160c5d6a29809e4b5189408a816ad9dca480,c5e85270b7c9d9a40b5eab2ad48f790b66e6b3fada214ae2da26091da91ade4b,f061a068dba2a16ff34aeea98484b294f18a6b7bdc726e5624bd7edfe1681ea0,42c93f49eebfdba83bbc511c1c0ebd238da8c1c02c690afd98e1bcbcc960bdd6,df8fa3743b06dd3d12ced6f31494f9095472b6de3afa91ab7c85f1097d27f7ed,bb15508b3757b246eed8c148643d30a64691028540da6eba86fe91102c492393,198fb29821686d21aa63e7794e89497ea3b0032bba7e56b00f9baadb272c7b1b
"591","0","2816","59","2","5912","5911","2022/04/14 5:00:00","200","0","53","0","5913","2","0"
"601","0","2816","60","2","6012","6011","2022/04/15 5:00:00","200","0","-180","0","6013","2","0"
"611","0","2816","61","2","6112","6111","2022/04/16 5:00:00","200","0","-210","0","6113","2","0"
"621","0","2816","62","2","6212","6211","2022/04/17 5:00:00","200","0","-221","106701","6213","2","9106703"
"631","0","2816","63","2","6312","6311","2022/04/18 5:00:00","200","0","24","0","6313","2","0"
"641","0","2816","64","2","6412","6411","2022/04/19 5:00:00","200","0","-6","0","6413","2","0"
"651","0","2816","65","2","6512","6511","2022/04/20 5:00:00","200","0","-33","0","6513","2","0"
"661","0","2816","66","2","6612","6611","2022/04/21 5:00:00","200","0","-63","0","6613","2","0"
"671","0","2816","67","2","6712","6711","2022/04/22 5:00:00","200","0","-91","0","6713","2","0"
"681","0","2816","68","2","6812","6811","2022/04/23 5:00:00","200","0","-121","0","6813","2","0"
"691","0","2816","69","2","6912","6911","2022/04/24 5:00:00","200","0","-150","0","6913","2","0"
"701","0","2816","70","2","7012","7011","2022/04/25 5:00:00","200","0","-180","0","7013","2","0"
"711","0","2816","71","2","7112","7111","2022/04/26 5:00:00","200","0","-208","0","7113","2","0"
"721","0","2816","72","2","7212","7211","2022/04/27 5:00:00","200","0","-236","0","7213","2","0"
"731","0","2816","73","2","7312","7311","2022/04/28 5:00:00","200","0","-266","0","7313","2","0"
"741","0","2816","74","2","7412","7411","2022/04/29 5:00:00","200","0","-295","0","7413","2","0"
"751","0","2816","75","2","7512","7511","2022/04/30 5:00:00","200","1","-360","0","7513","2","0"
"761","0","2816","76","1","7612","7611","2022/05/01 5:00:00","100","0","344","0","7613","3","0"
"771","0","2816","77","1","7712","7711","2022/05/02 5:00:00","100","0","306","0","7713","3","0"
"781","0","2816","78","1","7812","7811","2022/05/03 5:00:00","100","0","390","0","7813","3","0"
"791","0","2816","79","1","7912","7911","2022/05/04 5:00:00","100","0","267","0","7913","3","0"
"801","0","2816","80","1","8012","8011","2022/05/05 5:00:00","100","0","254","104401","8013","3","9104403"
"811","0","2816","81","1","8112","8111","2022/05/06 5:00:00","100","0","230","0","8113","3","0"
"821","0","2816","82","1","8212","8211","2022/05/07 5:00:00","100","0","192","0","8213","3","0"
"831","0","2816","83","1","8312","8311","2022/05/08 5:00:00","100","0","284","0","8313","3","0"
"841","0","2816","84","1","8412","8411","2022/05/09 5:00:00","100","0","153","0","8413","3","0"
"851","0","2816","85","1","8512","8511","2022/05/10 5:00:00","100","0","0","102301","8513","3","9102303"
"861","0","2816","86","1","8612","8611","2022/05/11 5:00:00","100","0","-207","105901","8613","3","9105903"
"871","0","2816","87","1","8712","8711","2022/05/12 5:00:00","100","0","116","0","8713","3","0"
"881","0","2816","88","1","8812","8811","2022/05/13 5:00:00","100","0","78","0","8813","3","0"
"891","0","2816","89","1","8912","8911","2022/05/14 5:00:00","100","0","173","0","8913","3","0"
"901","0","2816","90","1","9012","9011","2022/05/15 5:00:00","100","0","145","0","9013","3","0"
"911","0","2816","91","1","9112","9111","2022/05/16 5:00:00","100","0","40","0","9113","3","0"
"921","0","2816","92","1","9212","9211","2022/05/17 5:00:00","100","0","0","0","9213","3","0"
"931","0","2816","93","1","9312","9311","2022/05/18 5:00:00","100","0","-36","0","9313","3","0"
"941","0","2816","94","1","9412","9411","2022/05/19 5:00:00","100","0","-75","0","9413","3","0"
"951","0","2816","95","1","9512","9511","2022/05/20 5:00:00","100","0","-111","0","9513","3","0"
"961","0","2816","96","1","9612","9611","2022/05/21 5:00:00","100","0","-113","0","9613","3","0"
"971","0","2816","97","1","9712","9711","2022/05/22 5:00:00","100","0","-150","0","9713","3","0"
"981","0","2816","98","1","9812","9811","2022/05/23 5:00:00","100","0","-226","0","9813","3","0"
"991","0","2816","99","1","9912","9911","2022/05/24 5:00:00","100","0","0","0","9913","3","0"
"1001","0","2816","100","1","10012","10011","2022/05/25 5:00:00","100","0","-70","0","10013","3","0"
"1011","0","2816","101","1","10112","10111","2022/05/26 5:00:00","100","0","-171","0","10113","3","0"
"1021","0","2816","102","1","10212","10211","2022/05/27 5:00:00","100","0","-263","0","10213","3","0"
"1031","0","2816","103","1","10312","10311","2022/05/28 5:00:00","100","0","-302","0","10313","3","0"
"1041","0","2816","104","1","10412","10411","2022/05/29 5:00:00","100","0","-245","0","10413","3","0"
"1051","0","2816","105","1","10512","10511","2022/05/30 5:00:00","100","0","-318","0","10513","3","0"
"1061","0","2816","106","1","10612","10611","2022/05/31 5:00:00","100","1","-348","0","10613","3","0"
"1071","0","2816","107","0","10712","10711","2022/06/01 5:00:00","300","0","328","0","10713","4","0"
"1081","0","2816","108","0","10812","10811","2022/06/02 5:00:00","300","0","287","0","10813","4","0"
"1091","0","2816","109","0","10912","10911","2022/06/03 5:00:00","300","0","220","104201","10913","4","9104203"
"1101","0","2816","110","0","11012","11011","2022/06/04 5:00:00","300","0","360","0","11013","4","0"
"1111","0","2816","111","0","11112","11111","2022/06/05 5:00:00","300","0","324","0","11113","4","0"
"1121","0","2816","112","0","11212","11211","2022/06/06 5:00:00","300","0","110","104001","11213","4","9104003"
"1131","0","2816","113","0","11312","11311","2022/06/07 5:00:00","300","0","246","0","11313","4","0"
"1141","0","2816","114","0","11412","11411","2022/06/08 5:00:00","300","0","205","0","11413","4","0"
"1151","0","2816","115","0","11512","11511","2022/06/09 5:00:00","300","0","-70","102101","11513","4","9102103"
"1161","0","2816","116","0","11612","11611","2022/06/10 5:00:00","300","0","334","0","11613","4","0"
"1171","0","2816","117","0","11712","11711","2022/06/11 5:00:00","300","0","280","0","11713","4","0"
"1181","0","2816","118","0","11812","11811","2022/06/12 5:00:00","300","0","164","0","11813","4","0"
"1191","0","2816","119","0","11912","11911","2022/06/13 5:00:00","300","0","123","0","11913","4","0"
"1201","0","2816","120","0","12012","12011","2022/06/14 5:00:00","300","0","82","0","12013","4","0"
"1211","0","2816","121","0","12112","12111","2022/06/15 5:00:00","300","0","122","0","12113","4","0"
"1221","0","2816","122","0","12212","12211","2022/06/16 5:00:00","300","0","92","0","12213","4","0"
"1231","0","2816","123","0","12312","12311","2022/06/17 5:00:00","300","0","-100","106301","12313","4","9106303"
"1241","0","2816","124","0","12412","12411","2022/06/18 5:00:00","300","0","41","0","12413","4","0"
"1251","0","2816","125","0","12512","12511","2022/06/19 5:00:00","300","0","0","0","12513","4","0"
"1261","0","2816","126","0","12612","12611","2022/06/20 5:00:00","300","0","70","0","12613","4","0"
"1271","0","2816","127","0","12712","12711","2022/06/21 5:00:00","300","0","31","0","12713","4","0"
"1281","0","2816","128","0","12812","12811","2022/06/22 5:00:00","300","0","-41","0","12813","4","0"
"1291","0","2816","129","0","12912","12911","2022/06/23 5:00:00","300","0","-82","0","12913","4","0"
"1301","0","2816","130","0","13012","13011","2022/06/24 5:00:00","300","0","-123","0","13013","4","0"
"1311","0","2816","131","0","13112","13111","2022/06/25 5:00:00","300","0","-180","106501","13113","4","9106503"
"1321","0","2816","132","0","13212","13211","2022/06/26 5:00:00","300","0","-164","0","13213","4","0"
"1331","0","2816","133","0","13312","13311","2022/06/27 5:00:00","300","0","-205","0","13313","4","0"
"1341","0","2816","134","0","13412","13411","2022/06/28 5:00:00","300","0","-246","0","13413","4","0"
"1351","0","2816","135","0","13512","13511","2022/06/29 5:00:00","300","0","-287","0","13513","4","0"
"1361","0","2816","136","0","13612","13611","2022/06/30 5:00:00","300","1","-370","0","13613","4","0"
"1371","0","2816","137","3","13712","13711","2022/07/01 5:00:00","400","0","357","0","13713","5","0"
"1381","0","2816","138","3","13812","13811","2022/07/02 5:00:00","400","0","319","0","13813","5","0"
"1391","0","2816","139","3","13912","13911","2022/07/03 5:00:00","400","0","330","0","13913","5","0"
"1401","0","2816","140","3","14012","14011","2022/07/04 5:00:00","400","0","305","0","14013","5","0"
"1411","0","2816","141","3","14112","14111","2022/07/05 5:00:00","400","0","310","100901","14113","5","9100903"
"1421","0","2816","142","3","14212","14211","2022/07/06 5:00:00","400","0","282","0","14213","5","0"
"1431","0","2816","143","3","14312","14311","2022/07/07 5:00:00","400","0","133","101701","14313","5","9101703"
"1441","0","2816","144","3","14412","14411","2022/07/08 5:00:00","400","0","246","0","14413","5","0"
"1451","0","2816","145","3","14512","14511","2022/07/09 5:00:00","400","0","209","0","14513","5","0"
"1461","0","2816","146","3","14612","14611","2022/07/10 5:00:00","400","0","172","0","14613","5","0"
"1471","0","2816","147","3","14712","14711","2022/07/11 5:00:00","400","0","129","105601","14713","5","9105603"
"1481","0","2816","148","3","14812","14811","2022/07/12 5:00:00","400","0","134","0","14813","5","0"
"1491","0","2816","149","3","14912","14911","2022/07/13 5:00:00","400","0","97","0","14913","5","0"
"1501","0","2816","150","3","15012","15011","2022/07/14 5:00:00","400","0","60","0","15013","5","0"
"1511","0","2816","151","3","15112","15111","2022/07/15 5:00:00","400","0","22","0","15113","5","0"
"1521","0","2816","152","3","15212","15211","2022/07/16 5:00:00","400","0","-12","0","15213","5","0"
"1531","0","2816","153","3","15312","15311","2022/07/17 5:00:00","400","0","-49","0","15313","5","0"
"1541","0","2816","154","3","15412","15411","2022/07/18 5:00:00","400","0","-86","0","15413","5","0"
"1551","0","2816","155","3","15512","15511","2022/07/19 5:00:00","400","0","-29","0","15513","5","0"
"1561","0","2816","156","3","15612","15611","2022/07/20 5:00:00","400","0","-55","0","15613","5","0"
"1571","0","2816","157","3","15712","15711","2022/07/21 5:00:00","400","0","-124","0","15713","5","0"
"1581","0","2816","158","3","15812","15811","2022/07/22 5:00:00","400","0","-161","0","15813","5","0"
"1591","0","2816","159","3","15912","15911","2022/07/23 5:00:00","400","0","-199","0","15913","5","0"
"1601","0","2816","160","3","16012","16011","2022/07/24 5:00:00","400","0","-235","0","16013","5","0"
"1611","0","2816","161","3","16112","16111","2022/07/25 5:00:00","400","0","0","106801","16113","5","9106803"
"1621","0","2816","162","3","16212","16211","2022/07/26 5:00:00","400","0","-272","0","16213","5","0"
"1631","0","2816","163","3","16312","16311","2022/07/27 5:00:00","400","0","-309","0","16313","5","0"
"1641","0","2816","164","3","16412","16411","2022/07/28 5:00:00","400","0","-172","105301","16413","5","9105303"
"1651","0","2816","165","3","16512","16511","2022/07/29 5:00:00","400","0","-299","0","16513","5","0"
"1661","0","2816","166","3","16612","16611","2022/07/30 5:00:00","400","0","-233","102701","16613","5","9102703"
"1671","0","2816","167","3","16712","16711","2022/07/31 5:00:00","400","1","-356","0","16713","5","0"
"1681","0","2816","168","3","16812","16811","2022/08/01 5:00:00","400","0","306","0","16813","6","0"
"1691","0","2816","169","3","16912","16911","2022/08/02 5:00:00","400","0","226","0","16913","6","0"
"1701","0","2816","170","3","17012","17011","2022/08/03 5:00:00","400","0","146","0","17013","6","0"
"1711","0","2816","171","3","17112","17111","2022/08/04 5:00:00","400","0","66","0","17113","6","0"
"1721","0","2816","172","3","17212","17211","2022/08/05 5:00:00","400","0","-14","0","17213","6","0"
"1731","0","2816","173","3","17312","17311","2022/08/06 5:00:00","400","0","-94","0","17313","6","0"
"1741","0","2816","174","3","17412","17411","2022/08/07 5:00:00","400","0","270","110801","17413","6","9110803"
"1751","0","2816","175","3","17512","17511","2022/08/08 5:00:00","400","0","-174","0","17513","6","0"
"1761","0","2816","176","3","17612","17611","2022/08/09 5:00:00","400","0","55","104301","17613","6","9104303"
"1771","0","2816","177","3","17712","17711","2022/08/10 5:00:00","400","0","50","100401","17713","6","9100403"
"1781","0","2816","178","3","17812","17811","2022/08/11 5:00:00","400","0","-120","103701","17813","6","9103703"
"1782","0","2816","179","3","17822","17821","2022/08/11 5:00:00","400","0","-210","106101","17823","6","9106103"
"1791","0","2816","180","3","17912","17911","2022/08/12 5:00:00","400","0","-254","0","17913","6","0"
"1801","0","2816","181","3","18012","18011","2022/08/13 5:00:00","400","1","-369","0","18013","6","0"
"1811","0","2816","182","3","18112","18111","2022/08/14 5:00:00","400","0","295","101801","18113","7","9101803"
"1821","0","2816","183","3","18212","18211","2022/08/15 5:00:00","400","0","326","0","18213","7","0"
"1831","0","2816","184","3","18312","18311","2022/08/16 5:00:00","400","0","271","0","18313","7","0"
"1841","0","2816","185","3","18412","18411","2022/08/17 5:00:00","400","0","216","0","18413","7","0"
"1851","0","2816","186","3","18512","18511","2022/08/18 5:00:00","400","0","161","0","18513","7","0"
"1861","0","2816","187","3","18612","18611","2022/08/19 5:00:00","400","0","106","0","18613","7","0"
"1871","0","2816","188","3","18712","18711","2022/08/20 5:00:00","400","0","51","0","18713","7","0"
"1881","0","2816","189","3","18812","18811","2022/08/21 5:00:00","400","0","150","101301","18813","7","9101303"
"1891","0","2816","190","3","18912","18911","2022/08/22 5:00:00","400","0","-4","0","18913","7","0"
"1901","0","2816","191","3","19012","19011","2022/08/23 5:00:00","400","0","-59","0","19013","7","0"
"1911","0","2816","192","3","19112","19111","2022/08/24 5:00:00","400","0","-114","0","19113","7","0"
"1921","0","2816","193","3","19212","19211","2022/08/25 5:00:00","400","0","5","101101","19213","7","9101103"
"1931","0","2816","194","3","19312","19311","2022/08/26 5:00:00","400","0","-169","0","19313","7","0"
"1941","0","2816","195","3","19412","19411","2022/08/27 5:00:00","400","0","-130","100101","19413","7","9100103"
"1951","0","2816","196","3","19512","19511","2022/08/28 5:00:00","400","0","-224","0","19513","7","0"
"1961","0","2816","197","3","19612","19611","2022/08/29 5:00:00","400","0","-279","0","19613","7","0"
"1971","0","2816","198","3","19712","19711","2022/08/30 5:00:00","400","0","-369","0","19713","7","0"
"1981","0","2816","199","3","19812","19811","2022/08/31 5:00:00","400","1","-250","103001","19813","7","9103003"
"1991","0","2816","200","0","19912","19911","2022/09/01 5:00:00","500","0","571","0","19913","8","0"
"2001","0","2816","201","0","20012","20011","2022/09/02 5:00:00","500","0","480","106001","20013","8","9106003"
"2011","0","2816","202","0","20112","20111","2022/09/03 5:00:00","500","0","516","0","20113","8","0"
"2021","0","2816","203","0","20212","20211","2022/09/04 5:00:00","500","0","461","0","20213","8","0"
"2031","0","2816","204","0","20312","20311","2022/09/05 5:00:00","500","0","390","101501","20313","8","9101503"
"2041","0","2816","205","0","20412","20411","2022/09/06 5:00:00","500","0","406","0","20413","8","0"
"2051","0","2816","206","0","20512","20511","2022/09/07 5:00:00","500","0","340","105401","20513","8","9105403"
"2061","0","2816","207","0","20612","20611","2022/09/08 5:00:00","500","0","351","0","20613","8","0"
"2071","0","2816","208","0","20712","20711","2022/09/09 5:00:00","500","0","296","0","20713","8","0"
"2081","0","2816","209","0","20812","20811","2022/09/10 5:00:00","500","0","241","0","20813","8","0"
"2091","0","2816","210","0","20912","20911","2022/09/11 5:00:00","500","0","186","0","20913","8","0"
"2101","0","2816","211","0","21012","21011","2022/09/12 5:00:00","500","0","170","118501","21013","8","9118503"
"2111","0","2816","212","0","21112","21111","2022/09/13 5:00:00","500","0","131","0","21113","8","0"
"2121","0","2816","213","0","21212","21211","2022/09/14 5:00:00","500","0","76","0","21213","8","0"
"2131","0","2816","214","0","21312","21311","2022/09/15 5:00:00","500","0","50","110901","21313","8","9110903"
"2141","0","2816","215","0","21412","21411","2022/09/16 5:00:00","500","0","21","0","21413","8","0"
"2151","0","2816","216","0","21512","21511","2022/09/17 5:00:00","500","0","-34","0","21513","8","0"
"2161","0","2816","217","0","21612","21611","2022/09/18 5:00:00","500","0","-89","0","21613","8","0"
"2171","0","2816","218","0","21712","21711","2022/09/19 5:00:00","500","0","-120","118001","21713","8","9118003"
"2181","0","2816","219","0","21812","21811","2022/09/20 5:00:00","500","0","-144","0","21813","8","0"
"2191","0","2816","220","0","21912","21911","2022/09/21 5:00:00","500","0","-199","0","21913","8","0"
"2201","0","2816","221","0","22012","22011","2022/09/22 5:00:00","500","0","-270","101001","22013","8","9101003"
"2211","0","2816","222","0","22112","22111","2022/09/23 5:00:00","500","0","-254","0","22113","8","0"
"2221","0","2816","223","0","22212","22211","2022/09/24 5:00:00","500","0","-309","0","22213","8","0"
"2231","0","2816","224","0","22312","22311","2022/09/25 5:00:00","500","0","-364","0","22313","8","0"
"2241","0","2816","225","0","22412","22411","2022/09/26 5:00:00","500","0","-419","0","22413","8","0"
"2251","0","2816","226","0","22512","22511","2022/09/27 5:00:00","500","0","-474","0","22513","8","0"
"2261","0","2816","227","0","22612","22611","2022/09/28 5:00:00","500","0","-529","0","22613","8","0"
"2271","0","2816","228","0","22712","22711","2022/09/29 5:00:00","500","0","-370","106601","22713","8","9106603"
"2281","0","2816","229","0","22812","22811","2022/09/30 5:00:00","500","1","-579","0","22813","8","0"
"2291","0","2816","230","0","22912","22911","2022/10/01 5:00:00","500","0","383","0","22913","9","0"
"2301","0","2816","231","0","23012","23011","2022/10/02 5:00:00","500","0","339","0","23013","9","0"
"2311","0","2816","232","0","23112","23111","2022/10/03 5:00:00","500","0","296","0","23113","9","0"
"2321","0","2816","233","0","23212","23211","2022/10/04 5:00:00","500","0","290","102801","23213","9","9102803"
"2331","0","2816","234","0","23312","23311","2022/10/05 5:00:00","500","0","253","0","23313","9","0"
"2341","0","2816","235","0","23412","23411","2022/10/06 5:00:00","500","0","210","0","23413","9","0"
"2351","0","2816","236","0","23512","23511","2022/10/07 5:00:00","500","0","167","0","23513","9","0"
"2361","0","2816","237","0","23612","23611","2022/10/08 5:00:00","500","0","200","0","23613","9","0"
"2371","0","2816","238","0","23712","23711","2022/10/09 5:00:00","500","0","180","0","23713","9","0"
"2381","0","2816","239","0","23812","23811","2022/10/10 5:00:00","500","0","130","100801","23813","9","9100803"
"2391","0","2816","240","0","23912","23911","2022/10/11 5:00:00","500","0","125","0","23913","9","0"
"2401","0","2816","241","0","24012","24011","2022/10/12 5:00:00","500","0","83","0","24013","9","0"
"2411","0","2816","242","0","24112","24111","2022/10/13 5:00:00","500","0","100","0","24113","9","0"
"2421","0","2816","243","0","24212","24211","2022/10/14 5:00:00","500","0","80","0","24213","9","0"
"2431","0","2816","244","0","24312","24311","2022/10/15 5:00:00","500","0","41","0","24313","9","0"
"2441","0","2816","245","0","24412","24411","2022/10/16 5:00:00","500","0","-1","0","24413","9","0"
"2451","0","2816","246","0","24512","24511","2022/10/17 5:00:00","500","0","-43","0","24513","9","0"
"2461","0","2816","247","0","24612","24611","2022/10/18 5:00:00","500","0","10","0","24613","9","0"
"2471","0","2816","248","0","24712","24711","2022/10/19 5:00:00","500","0","-10","0","24713","9","0"
"2481","0","2816","249","0","24812","24811","2022/10/20 5:00:00","500","0","-10","0","24813","9","0"
"2491","0","2816","250","0","24912","24911","2022/10/21 5:00:00","500","0","-40","0","24913","9","0"
"2501","0","2816","251","0","25012","25011","2022/10/22 5:00:00","500","0","-85","0","25013","9","0"
"2511","0","2816","252","0","25112","25111","2022/10/23 5:00:00","500","0","-127","0","25113","9","0"
"2521","0","2816","253","0","25212","25211","2022/10/24 5:00:00","500","0","-130","104901","25213","9","9104903"
"2531","0","2816","254","0","25312","25311","2022/10/25 5:00:00","500","0","-270","104701","25313","9","9104703"
"2541","0","2816","255","0","25412","25411","2022/10/26 5:00:00","500","0","-169","0","25413","9","0"
"2551","0","2816","256","0","25512","25511","2022/10/27 5:00:00","500","0","-211","0","25513","9","0"
"2561","0","2816","257","0","25612","25611","2022/10/28 5:00:00","500","0","-253","0","25613","9","0"
"2571","0","2816","258","0","25712","25711","2022/10/29 5:00:00","500","0","-295","0","25713","9","0"
"2581","0","2816","259","0","25812","25811","2022/10/30 5:00:00","500","0","-337","0","25813","9","0"
"2591","0","2816","260","0","25912","25911","2022/10/31 5:00:00","500","1","-379","0","25913","9","0"
"2601","0","2816","261","0","26012","26011","2022/11/01 5:00:00","500","0","600","0","26013","10","0"
"2611","0","2816","262","0","26112","26111","2022/11/02 5:00:00","500","0","560","0","26113","10","0"
