3dac4c6d38c9e7afba52ee715afb96e0a1bd80fa51a641d9b4da55d8b6b4d551,46dedff366bacef2656f8aac0e948e3bcf946a1cb8af4759909f9b14903c3284,66d8626b23236a2e86f8560960724e9af59c6cb10fd5cebd1513ac024c418088,f979389bb7bdb7a5afa50767898496023f81fef16a4fae2f99a9a4ee8a2e7520,e2e2a9d96f29f772cabf09c3ee8477ac7d51d298c8d7b436e3dccd8829a69a0f,ed3ffd6da604cf0148a1d549d41f7ce8dd5f57a8535dee1203ef7b1268d4c67d,b216159029486bbb08adf14b476d475995201c23d341162c8b8a179438575d26,ae33eba1bd8b6609ec550483434ba96dbb0d549fcfcf062d786756681bad450c,b21ade5aae5ca942804db69084c354a4a33b8498027a90805748fd9fa5a2b71f,e72f3c6201dbe9c4c0bbba9ad080cb5eff05558b68aa828744568fc5adeb50ab,6fe8bae077de8a8c1d9734b40acffcb5928fa0fa7fc4bec8c2e4aead61ce4133,68c856158298a08048849ff2a9c7d180194d340617cf9a1a42a7d3eabd0817c1,d9ca7657ea006c97459649b669a9915d09c5b0483c0ff8c409d5bb805f33b5f8,8524b66d37f2d92d729f5c1df12224da74554fd0d35eb48e4c6eca5db3abce12,f0921b37378cd1e83203466e5cd257cde537ddedba54998aee4a216312e06283,1742321514769af110f999294f30579ee67d6a95b5ee9e49264cd31b3ca94626,9921aa46699a9e76a1850ac3bda96649bc9a0c6547cb2edffc256d2b4b57d850,bbe4e0b517666413da2a147f80889a39d28f0f83e8163523b24fcbe068b0ff13,44e1016472c6a34f9792748a8afee84a16eb165503756f056d909c226c6678b7,bd4607600ff0a8bb8fffe1129eac1f1c8b61fab02214df01bf1fdbb5fde0c682,546ec6c7a7b8dfb6eb6f69295fd4f1bae45e811ab8c6d6a01bfe410caf97eb10,c371d23f2bb9db36b9da692a42b51e8daffcbd5b30e0a4471f8701bc5b6cccfe,0769e7a59f5136759e8efff848f6646b0cf06a63a03e16c664fcbde8a6dff524,fa674f8a6e4b8a17dc15ced39d1c93d45c76d4e3005255900bf01eff406f4768,e783d9d7aee5c3baabe283f594efa78f8c3c1409ec209c4574f5b03897d44a7b,34f0fe707f5f3af153767e7992a1224a997f995ae57fe78093bb25279255da4e,8a947f9bd51844aecb28b06e2e44ba551d4d335e4d3e4f28353c4f122711bf09,64cc4636d0d434cfdd614dd37a8c46facb432bd61f3925f8e36284ff15050421,ec2ef2c45b5c040500543a346af1054b5187792570a1c801bfa99ba42c4507ad
"100258","31002008","3100205","0","1.2","99002","bgm_M06","0","0","94002","0","0","100258","0","0","0","0","bgm_M06","31002","0","0.8","0","8","40001","0","1","90","0","0"
"100259","31002009","3100206","0","1.2","90002","bgm_M06","0","0","94002","90005","0","100259","0","0","0","0","bgm_M06","31002","0","0.8","0","9","40004","99002","1","90","0","200"
"100261","31002010","3100207","0","1.2","90002","bgm_M63","0","0","94002","0","0","100261","0","0","0","0","bgm_M63","31002","0","1","501010021","10","40004","99002","3","90","0","200"
"100291","31003001","3100301","0","1.2","99002","bgm_M06","-50","0","94002","0","0","100291","0","0","0","0","bgm_M06","31003","0","0.4","0","1","40001","0","1","90","0","0"
"100292","31003002","3100302","0","1.2","99002","bgm_M06","-50","0","94002","0","0","100292","0","0","0","0","bgm_M06","31003","0","0.4","0","2","40001","0","1","90","0","0"
"100293","31003003","3100302","0","1.2","90002","bgm_M06","-50","0","94002","0","0","100293","0","0","0","0","bgm_M06","31003","0","0.6","0","3","40004","99002","1","90","0","300"
"100291","31003004","3100303","0","1.2","99002","bgm_M06","-50","0","94002","0","0","100291","0","0","0","0","bgm_M06","31003","0","0.65","0","4","40001","0","1","90","0","0"
"100292","31003005","3100303","0","1.2","90002","bgm_M06","-50","0","94002","0","0","100292","0","0","0","0","bgm_M06","31003","0","0.75","0","5","40004","99002","1","90","0","300"
"100294","31003006","3100304","0","1.2","99002","bgm_M06","-50","0","94002","0","0","100294","0","0","0","0","bgm_M06","31003","0","0.75","0","6","40001","0","1","90","0","0"
"100295","31003007","3100304","0","1.2","90002","bgm_M06","-50","0","94002","0","0","100295","0","0","0","0","bgm_M06","31003","0","0.8","0","7","40004","99002","1","90","0","300"
"100296","31003008","3100305","0","1.2","99002","bgm_M06","-50","0","94002","0","0","100296","0","0","0","0","bgm_M06","31003","0","0.85","0","8","40001","0","1","90","0","0"
"100297","31003009","3100307","0","1.2","90002","bgm_M06","-50","0","94002","90005","0","100297","0","0","0","0","bgm_M06","31003","0","0.85","0","9","40004","99002","1","90","0","300"
"100313","31003010","3100306","0","1.2","90002","bgm_M63","-50","0","94002","0","0","100313","0","0","0","0","bgm_M63","31003","0","1","501010031","10","40004","99002","3","90","0","300"
"100271","31004001","3100401","0","1.2","90002","bgm_M06","-50","0","94002","0","0","100271","0","0","0","0","bgm_M06","31004","0","0.7","0","1","40004","99002","1","90","0","400"
"100273","31004002","3100401","0","1.2","90002","bgm_M06","-50","0","94002","0","0","100273","0","0","0","0","bgm_M06","31004","0","0.85","0","2","40004","99002","1","90","0","400"
"100274","31004003","3100401","0","1.2","90002","bgm_M06","-50","0","94002","0","0","100274","0","0","0","0","bgm_M06","31004","0","0.9","0","3","40004","99002","1","90","0","400"
"100277","31004004","3100403","0","1.2","90002","bgm_M06","-50","0","94002","90005","0","100277","0","0","0","0","bgm_M06","31004","0","1","0","4","40004","99002","1","90","0","400"
"100283","31004005","3100402","0","1.2","90002","bgm_M63","-50","0","94002","0","0","100283","0","0","0","0","bgm_M63","31004","0","1","501010041","5","40004","99002","3","90","0","400"
"101601","31005001","3100501","0","1.2","90002","bgm_M06","-50","0","94002","140001","0","101601","0","0","0","0","bgm_M06","31005","0","0.7","0","1","40004","99002","1","90","0","500"
"101601","31005002","3100501","0","1.2","90002","bgm_M06","-50","0","94002","140001","0","101601","0","0","0","0","bgm_M06","31005","0","0.85","0","2","40004","99002","1","90","0","500"
"101602","31005003","3100501","0","1.2","90002","bgm_M06","-50","0","94002","140001","0","101602","0","0","0","0","bgm_M06","31005","0","0.9","0","3","40004","99002","1","90","0","600"
"101602","31005004","3100502","0","1.2","90002","bgm_M06","-50","0","94002","140001","0","101602","90005","0","0","0","bgm_M06","31005","0","1","0","4","40004","99002","1","90","0","600"
"101611","31005005","3100503","0","1.6","90002","bgm_M63","-50","0","94002","140001","0","101611","0","0","0","0","bgm_M63","31005","0","1","501010051","5","40004","99002","3","90","0","300"
"102171","31006001","3100601","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","102171","25001","0","94002","0","bgm_M06","31006","0","0.7","0","1","40004","20000","1","90","0","600"
"102172","31006002","3100601","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","102172","25001","0","94002","0","bgm_M06","31006","0","0.85","0","2","40004","20000","1","90","0","600"
"102173","31006003","3100601","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","102173","25001","0","94002","0","bgm_M06","31006","0","0.9","0","3","40004","20000","1","90","0","800"
"102172","31006004","3100602","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","102172","25001","0","90005","0","bgm_M06","31006","0","1","0","4","40004","20000","1","90","0","800"
"102174","31006005","3100603","0","1.3","99002","bgm_M63","-50","0","90002","140001","0","102174","25001","0","94002","0","bgm_M63","31006","0","1","501010061","5","40004","20000","3","90","0","400"
"102741","31007001","3100701","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","102741","25001","0","94002","0","bgm_M06","31007","0","0.7","0","1","40004","20000","1","90","0","700"
"102742","31007002","3100701","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","102742","25001","0","94002","0","bgm_M06","31007","0","0.85","0","2","40004","20000","1","90","0","700"
"102743","31007003","3100701","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","102743","25001","0","94002","0","bgm_M06","31007","0","0.9","0","3","40004","20000","1","90","0","1000"
"102742","31007004","3100702","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","102742","25001","0","90005","0","bgm_M06","31007","0","1","0","4","40004","20000","1","90","0","1000"
"102751","31007005","3100703","5.1","0.5","99002","bgm_M63","-50","0","90002","140001","1","102751","25001","0","94002","0","bgm_M63","31007","1","1","501010071","5","40004","20000","3","90","0","500"
"103002","31008001","3100801","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","103002","25001","0","94002","0","bgm_M06","31008","0","0.7","0","1","40004","20000","1","90","0","800"
"103002","31008002","3100801","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","103002","25001","0","94002","0","bgm_M06","31008","0","0.85","0","2","40004","20000","1","90","0","800"
"103002","31008003","3100801","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","103002","25001","0","94002","0","bgm_M06","31008","0","0.9","0","3","40004","20000","1","90","0","1200"
"103002","31008004","3100802","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","103002","25001","0","90005","0","bgm_M06","31008","0","1","0","4","40004","20000","1","90","0","1200"
"103001","31008005","3100803","2.9","1.3","99002","bgm_M63","-50","0","90002","140001","1","103001","25001","0","94002","0","bgm_M63","31008","1","1","0","5","40004","20000","4","90","0","600"
"103222","31009001","3100901","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","103222","25001","0","94002","0","bgm_M06","31009","0","0.7","0","1","40004","20000","1","90","0","900"
"103221","31009002","3100901","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","103221","25001","0","94002","0","bgm_M06","31009","0","0.85","0","2","40004","20000","1","90","0","900"
"103213","31009003","3100901","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","103213","25001","0","94002","0","bgm_M06","31009","0","0.9","0","3","40004","20000","1","90","0","1400"
"103211","31009004","3100902","0","1.2","99002","bgm_M06","-50","0","90002","140001","0","103211","25001","0","90005","0","bgm_M06","31009","0","1","0","4","40004","20000","1","90","0","1400"
"103232","31009005","3100903","2.9","1.3","99002","bgm_M63","-50","1","90002","140001","0","103232","25001","0","94002","0","bgm_M63","31009","1","1","0","5","40004","20000","6","90","0","700"
"103371","31010001","3101001","0","1.1","99002","bgm_M06","-50","1","90002","140001","0","103371","25001","0","94002","0","bgm_M06","31010","1","1","501010105","1","40004","20000","3","90","0","1400"
"103372","31010002","3101001","0","1.2","99002","bgm_M06","-50","1","90002","140001","0","103372","25001","0","94002","0","bgm_M06","31010","1","1","501010106","2","40004","20000","3","90","0","1400"
"103373","31010003","3101001","0","1.6","99002","bgm_M06","-50","1","90002","140001","0","103373","25001","0","94002","0","bgm_M06","31010","1","1","501010107","3","40004","20000","3","90","0","1400"
"103374","31010004","3101002","0","1.1","99002","bgm_M06","-50","1","90002","140001","0","103374","25001","0","90005","0","bgm_M06","31010","1","1","501010108","4","40004","20000","3","90","0","1400"
"103371","31010005","3101003","0","1.3","99002","bgm_M63","-50","1","90002","140001","0","103371","25001","0","94002","0","bgm_M63","31010","1","1","0","5","40004","20000","6","90","0","800"
