0933bd5b72ed9fea3e04143f7f827c734adfb36de8b9c0448329cd8ee636356d,d075abb5632542c5c9a462f23718c032a91fe6dd1f8448ab9ff7d461e43c44c2,1203c373b452dd31c39fa76a7c6fb3fd972b3d669a37285e1080c75f7997ae6a,73c5cdef4e83d5518bd9b3af89054799ae809beb27cf13ea1996097c2724a9e0,554af160301f81af1270b509768cfb454aa2208efb60b27fc6623c384a1749a0,f3859d5e6945f6e7f35084968a8d79cbb1cd8ecbeceba3f6b7430fe40e7a292a,cda98b0b30dbd71868726f7052ac74ef3837db242178f40c743e52211a0ccfe3,b32e82edf92ba681543bd53367e0d089327bad4de3484cea7edde4a82d5d9a36,5d04b0cc3f3aae39256b09dddca7ba4f4980bf826148e7f47e39f7a97c67e517,275e51616f2f1023c6d9af7ce3438b9aff04fec667c9f0dcaa9e62fd3433f646,3441dbc8f01c826859b2ba911bc379abae9c4b00ba2fe35fe4b7fb2e011d79ac,6de2f87ce99df5bdd062dbd08704858034bf6c1fef0a269835516e9457209747,f38a11e7e8b1c1b67b055c9d1fcf29360d1ee5d23a2d2d849697e6f3b6ee2554
"14","10010199","0","0","10010200","1","0","0","2","0","0","51","10010198"
"2","10010200","0","0","10010201","1","0","0","1","0","0","50","10010199"
"3","10010201","0","0","10010214","1","10010716","0","1","0","0","49","10010200"
"4","10010214","0","0","10010215","1","0","0","0","0","0","48","10010201"
"12","10010215","0","0","10010710","1","0","0","0","0","0","47","10010214"
"11","10010218","0","0","10010219","1","0","0","10001","0","0","44","10010711"
"2","10010219","0","0","10010220","1","0","0","2","0","0","43","10010218"
"4","10010220","0","0","10010221","1","0","0","0","0","0","42","10010219"
"3","10010221","0","0","10010222","1","0","0","2","0","0","41","10010220"
"2","10010222","0","0","10010223","1","0","0","1","0","0","40","10010221"
"2","10010223","0","0","10010224","1","0","0","2","0","0","39","10010222"
"4","10010224","0","0","10010225","1","0","0","0","0","0","38","10010223"
"7","10010225","0","0","10010226","1","0","0","10002","0","0","37","10010224"
"11","10010226","0","0","10010227","1","0","0","10001","0","0","36","10010225"
"14","10010227","0","0","10010228","1","0","0","4","0","0","35","10010226"
"5","10010228","0","0","10010229","1","0","0","0","0","0","34","10010227"
"2","10010229","0","0","10010230","1","0","0","1","0","0","33","10010228"
"14","10010230","0","0","10010231","1","0","0","3","0","0","32","10010229"
"4","10010231","0","0","10010232","1","0","0","0","0","0","31","10010230"
"7","10010232","0","0","10010233","1","0","0","10001","0","0","30","10010231"
"6","10010233","0","0","10010234","1","10010236","0","0","0","0","29","10010232"
"7","10010234","0","0","10010573","1","0","0","10001","0","0","28","10010233"
"2","10010236","0","0","10010237","1","0","0","3","0","0","28","10010233"
"3","10010237","0","0","10010574","1","0","0","2","0","0","27","10010236"
"3","10010239","0","0","10010240","1","0","0","3","0","0","25","10010574"
"2","10010240","0","0","10010241","1","0","0","3","0","0","24","10010239"
"4","10010241","0","0","10010575","1","0","0","0","0","0","23","10010240"
"14","10010244","0","0","10010564","1","0","0","2","0","0","24","10010245"
"7","10010245","0","0","10010244","1","0","0","10003","0","0","25","10010246"
"14","10010246","0","0","10010245","1","0","0","1","0","0","26","10010573"
"4","10010247","0","0","10010248","1","0","0","0","0","0","21","10010575"
"11","10010248","0","0","10010249","1","10010250","0","10001","0","0","20","10010247"
"7","10010249","0","0","10010253","1","0","0","10003","0","0","19","10010248"
"5","10010250","0","0","10010251","1","0","0","0","0","0","19","10010248"
"6","10010251","0","0","10010577","1","0","0","0","0","0","18","10010250"
"3","10010253","0","0","10010576","1","0","0","2","0","0","18","10010249"
"14","10010255","0","0","10010256","1","0","10010577","5","0","0","16","10010576"
"2","10010256","0","0","10010257","1","0","0","2","0","0","15","10010255"
"12","10010257","0","0","10010258","1","0","0","0","0","0","14","10010256"
"2","10010258","0","0","10010259","1","0","0","1","0","0","13","10010257"
"7","10010259","0","0","10010260","1","0","0","10001","0","0","12","10010258"
"2","10010260","0","0","10010261","1","0","0","2","0","0","11","10010259"
"7","10010261","0","0","10010262","1","0","0","10001","0","0","10","10010260"
"3","10010262","0","0","10010263","1","0","0","1","0","0","9","10010261"
"7","10010263","0","0","10010264","1","0","0","10001","0","0","8","10010262"
"6","10010264","0","0","10010719","1","10010717","0","0","0","0","7","10010263"
"3","10010272","0","0","10010273","1","0","0","2","0","0","5","10010719"
"7","10010273","0","0","10010274","1","0","10010721","10002","0","0","4","10010272"
"4","10010274","0","0","10010275","1","0","0","0","0","0","3","10010273"
"2","10010275","0","0","10010276","1","0","0","3","0","0","2","10010274"
"3","10010276","0","0","10010277","1","0","0","3","0","0","1","10010275"
"13","10010277","0","0","10010278","1","0","0","0","0","0","0","10010276"
"2","10010278","0","0","10010279","1","0","0","1","0","0","60","10010277"
"3","10010279","0","0","10010280","1","0","0","2","0","0","59","10010278"
"2","10010280","0","0","10010281","1","0","0","2","0","0","58","10010279"
"5","10010281","0","0","10010282","1","0","0","0","0","0","57","10010280"
"7","10010282","0","0","10010283","1","10010285","0","10002","0","0","56","10010281"
"12","10010283","0","0","10010296","1","0","0","0","0","0","55","10010282"
"2","10010285","0","0","10010695","1","0","0","3","0","0","61","10010282"
"7","10010287","0","0","10010697","1","0","0","10003","0","0","58","10010696"
"14","10010290","0","0","10010291","1","0","0","3","0","0","56","10010697"
"3","10010291","0","0","10010292","1","0","0","3","0","0","55","10010290"
"7","10010292","0","0","10010699","1","0","0","10002","0","0","54","10010291"
"2","10010295","0","0","10010300","1","0","0","2","0","0","51","10010700"
"6","10010296","0","0","10010578","1","0","0","0","0","0","54","10010283"
"4","10010299","0","0","10010300","1","0","0","0","0","0","51","10010723"
"5","10010300","0","0","10010301","1","0","10010299","0","0","0","50","10010295"
"3","10010301","0","0","10010580","1","0","0","1","0","0","49","10010300"
"11","10010304","0","0","10010305","1","10010307","0","10001","0","0","46","10010581"
"2","10010305","0","0","10010306","1","0","0","1","0","0","45","10010304"
"3","10010306","0","0","10010316","1","0","0","1","0","0","44","10010305"
"3","10010307","0","0","10010308","1","0","0","3","0","0","47","10010304"
"2","10010308","0","0","10010583","1","0","0","3","0","0","46","10010307"
"7","10010310","0","0","10010584","1","0","0","10003","0","0","44","10010583"
"2","10010312","0","0","10010582","1","0","0","3","0","0","42","10010584"
"12","10010314","0","0","10010315","1","0","0","0","0","0","40","10010582"
"2","10010315","0","0","10010586","1","0","0","3","0","0","39","10010314"
"4","10010316","0","0","10010317","1","0","0","0","0","0","43","10010306"
"2","10010317","0","0","10010318","1","0","0","2","0","0","42","10010316"
"6","10010318","0","0","10010319","1","0","0","0","0","0","41","10010317"
"4","10010319","0","0","10010320","1","0","0","0","0","0","40","10010318"
"7","10010320","0","0","10010586","1","0","0","10001","0","0","39","10010319"
"3","10010322","0","0","10010323","1","0","0","2","0","0","37","10010586"
"4","10010323","0","0","10010324","1","0","0","0","0","0","36","10010322"
"6","10010324","0","0","10010325","1","0","0","0","0","0","35","10010323"
"2","10010325","0","0","10010326","1","0","0","2","0","0","34","10010324"
"14","10010326","0","0","10010327","1","0","0","3","0","0","33","10010325"
"7","10010327","0","0","10010328","1","0","0","10001","0","0","32","10010326"
"14","10010328","0","0","10010329","1","0","0","4","0","0","31","10010327"
"4","10010329","0","0","10010330","1","0","0","0","0","0","30","10010328"
"12","10010330","0","0","10010587","1","0","0","0","0","0","29","10010329"
"5","10010332","0","0","10010333","1","0","0","0","0","0","27","10010587"
"7","10010333","0","0","10010334","1","0","0","10001","0","0","26","10010332"
"3","10010334","0","0","10010335","1","0","0","2","0","0","25","10010333"
"2","10010335","0","0","10010588","1","0","0","1","0","0","24","10010334"
"4","10010337","0","0","10010338","1","0","0","0","0","0","22","10010588"
"11","10010338","0","0","10010339","1","0","0","10001","0","0","21","10010337"
"6","10010339","0","0","10010340","1","0","0","0","0","0","20","10010338"
"2","10010340","0","0","10010341","1","0","0","2","0","0","19","10010339"
"3","10010341","0","0","10010342","1","0","0","1","0","0","18","10010340"
"5","10010342","0","0","10010343","1","10010355","0","0","0","0","17","10010341"
"3","10010343","0","0","10010344","1","0","0","1","0","0","16","10010342"
"7","10010344","0","0","10010589","1","0","0","10002","0","0","15","10010343"
"2","10010346","0","0","10010347","1","0","0","2","0","0","13","10010589"
"7","10010347","0","0","10010348","1","0","0","10001","0","0","12","10010346"
"3","10010348","0","0","10010349","1","0","0","3","0","0","11","10010347"
"6","10010349","0","0","10010590","1","0","10010350","0","0","0","10","10010348"
"2","10010350","0","0","10010349","1","0","0","1","0","0","11","10010351"
"2","10010351","0","0","10010350","1","0","0","3","0","0","12","10010352"
"7","10010352","0","0","10010351","1","0","0","10002","0","0","13","10010353"
"2","10010353","0","0","10010352","1","0","0","1","0","0","14","10010354"
"2","10010354","0","0","10010353","1","0","0","2","0","0","15","10010355"
"4","10010355","0","0","10010354","1","0","0","0","0","0","16","10010342"
"4","10010357","0","0","10010591","1","10010592","0","0","0","0","8","10010590"
"4","10010361","0","0","10010365","1","0","10010596","0","0","0","4","10010595"
"2","10010365","0","0","10010598","1","0","0","3","0","0","3","10010361"
"13","10010430","0","0","10010431","1","0","0","0","0","0","0","10010597"
"2","10010431","0","0","10010432","1","0","0","1","0","0","60","10010430"
"6","10010432","0","0","10010434","1","0","0","0","0","0","59","10010431"
"7","10010434","0","0","10010439","1","0","0","10001","0","0","58","10010432"
"11","10010439","0","0","10010484","1","0","0","10001","0","0","57","10010434"
"6","10010484","0","0","10010485","1","0","10010439","0","0","0","56","10010001"
"2","10010485","0","0","10010486","1","0","0","1","0","0","55","10010484"
"4","10010486","0","0","10010487","1","0","0","0","0","0","54","10010485"
"7","10010487","0","0","10010488","1","0","0","10001","0","0","53","10010486"
"12","10010488","0","0","10010489","1","0","0","0","0","0","52","10010487"
"2","10010489","0","0","10010490","1","0","0","1","0","0","51","10010488"
"5","10010490","0","0","10010491","1","0","0","0","0","0","50","10010489"
"4","10010491","0","0","10010611","1","10010612","0","0","0","0","49","10010490"
"5","10010555","0","0","10010556","1","0","0","0","0","0","6","10010184"
"6","10010556","0","0","10010558","1","0","0","0","0","0","5","10010555"
"7","10010558","0","0","10010186","1","0","0","10002","0","0","4","10010556"
"2","10010559","0","0","10010119","1","10010560","0","1","0","0","50","10010107"
"4","10010560","0","0","10010110","1","0","0","0","0","0","49","10010559"
"2","10010561","0","0","10010113","1","0","0","2","0","0","46","10010111"
"14","10010562","0","0","10010116","1","0","0","3","0","0","43","10010114"
"14","10010563","0","0","10010130","1","0","10010128","3","0","0","39","10010118"
"11","10010564","0","0","10010575","1","0","0","10001","0","0","23","10010244"
"14","10010565","0","0","10010123","1","0","0","3","0","0","46","10010121"
"7","10010566","0","0","10010125","1","0","0","10001","0","0","44","10010123"
"5","10010568","0","0","10010169","1","0","0","0","0","0","21","10010167"
"4","10010570","0","0","10010173","1","0","0","0","0","0","19","10010169"
"2","10010573","0","0","10010246","1","0","0","1","0","0","27","10010234"
"14","10010574","0","0","10010239","1","0","0","1","0","0","26","10010237"
"12","10010575","0","0","10010247","1","0","10010564","0","0","0","22","10010241"
"4","10010576","0","0","10010255","1","0","0","0","0","0","17","10010253"
"2","10010577","0","0","10010255","1","0","0","3","0","0","17","10010251"
"11","10010578","0","0","10010723","1","0","0","10001","0","0","53","10010296"
"14","10010580","0","0","10010581","1","0","0","2","0","0","48","10010301"
"2","10010581","0","0","10010304","1","0","0","1","0","0","47","10010580"
"7","10010582","0","0","10010314","1","0","0","10003","0","0","41","10010312"
"4","10010583","0","0","10010310","1","0","0","0","0","0","45","10010308"
"14","10010584","0","0","10010312","1","0","0","4","0","0","43","10010310"
"12","10010586","0","0","10010322","1","0","10010320","0","0","0","38","10010315"
"11","10010587","0","0","10010332","1","0","0","10001","0","0","28","10010330"
"14","10010588","0","0","10010337","1","0","0","5","0","0","23","10010335"
"11","10010589","0","0","10010346","1","0","0","10001","0","0","14","10010344"
"14","10010590","0","0","10010357","1","0","0","3","0","0","9","10010349"
"2","10010591","0","0","10010593","1","0","0","2","0","0","7","10010357"
"6","10010592","0","0","10010594","1","0","0","0","0","0","7","10010357"
"7","10010593","0","0","10010595","1","0","0","10003","0","0","6","10010591"
"3","10010594","0","0","10010596","1","0","0","3","0","0","6","10010592"
"12","10010595","0","0","10010361","1","0","0","0","0","0","5","10010593"
"11","10010596","0","0","10010361","1","0","0","10001","0","0","5","10010594"
"7","10010597","0","0","10010430","1","0","0","10003","0","0","1","10010598"
"7","10010598","0","0","10010597","1","0","0","10001","0","0","2","10010365"
"14","10010611","0","0","10010614","1","0","0","1","0","0","48","10010491"
"14","10010612","0","0","10010613","1","0","0","1","0","0","48","10010491"
"2","10010613","0","0","10010616","1","0","0","3","0","0","47","10010612"
"3","10010614","0","0","10010615","1","0","0","3","0","0","47","10010611"
"6","10010615","0","0","10010618","1","0","0","0","0","0","46","10010614"
"4","10010616","0","0","10010617","1","0","0","0","0","0","46","10010613"
"14","10010617","0","0","10010619","1","0","0","2","0","0","45","10010616"
"14","10010618","0","0","10010624","1","0","0","2","0","0","45","10010615"
"2","10010619","0","0","10010620","1","0","0","1","0","0","44","10010617"
"2","10010620","0","0","10010621","1","0","0","2","0","0","43","10010619"
"2","10010621","0","0","10010625","1","0","10010622","2","0","0","42","10010620"
"3","10010622","0","0","10010621","1","0","0","1","0","0","43","10010624"
"7","10010624","0","0","10010622","1","0","0","10001","0","0","44","10010618"
"4","10010625","0","0","10010626","1","0","0","0","0","0","41","10010621"
"7","10010626","0","0","10010627","1","0","0","10001","0","0","40","10010625"
"2","10010627","0","0","10010628","1","0","0","1","0","0","39","10010626"
"14","10010628","0","0","10010629","1","0","0","4","0","0","38","10010627"
"5","10010629","0","0","10010630","1","0","0","0","0","0","37","10010628"
"2","10010630","0","0","10010631","1","10010637","0","1","0","0","36","10010629"
"3","10010631","0","0","10010632","1","0","0","2","0","0","35","10010630"
"2","10010632","0","0","10010633","1","0","0","2","0","0","34","10010631"
"11","10010633","0","0","10010634","1","0","0","10001","0","0","33","10010632"
"4","10010634","0","0","10010638","1","0","10010635","0","0","0","32","10010633"
"3","10010635","0","0","10010634","1","0","0","2","0","0","33","10010636"
"7","10010636","0","0","10010635","1","0","0","10002","0","0","34","10010637"
"12","10010637","0","0","10010636","1","0","0","0","0","0","35","10010630"
"6","10010638","0","0","10010639","1","0","0","0","0","0","31","10010634"
"2","10010639","0","0","10010640","1","0","0","1","0","0","30","10010638"
"11","10010640","0","0","10010641","1","0","0","10001","0","0","29","10010639"
"14","10010641","0","0","10010642","1","0","0","5","0","0","28","10010640"
"4","10010642","0","0","10010643","1","0","0","0","0","0","27","10010641"
"12","10010643","0","0","10010644","1","0","0","0","0","0","26","10010642"
"2","10010644","0","0","10010645","1","0","0","1","0","0","25","10010643"
"3","10010645","0","0","10010646","1","0","0","2","0","0","24","10010644"
"4","10010646","0","0","10010647","1","0","0","0","0","0","23","10010645"
"2","10010647","0","0","10010648","1","0","0","2","0","0","22","10010646"
"14","10010648","0","0","10010649","1","0","0","3","0","0","21","10010647"
"3","10010649","0","0","10010650","1","10010653","0","1","0","0","20","10010648"
"3","10010650","0","0","10010651","1","0","0","2","0","0","19","10010649"
"2","10010651","0","0","10010654","1","0","0","3","0","0","18","10010650"
"7","10010652","0","0","10010655","1","0","0","10003","0","0","18","10010653"
"2","10010653","0","0","10010652","1","0","0","1","0","0","19","10010649"
"11","10010654","0","0","10010658","1","0","0","10001","0","0","17","10010651"
"3","10010655","0","0","10010656","1","0","0","2","0","0","17","10010652"
"7","10010656","0","0","10010657","1","0","0","10002","0","0","16","10010655"
"7","10010657","0","0","10010659","1","0","10010658","10001","0","0","15","10010656"
"2","10010658","0","0","10010657","1","0","0","2","0","0","16","10010654"
"5","10010659","0","0","10010660","1","0","0","0","0","0","14","10010657"
"2","10010660","0","0","10010661","1","0","0","2","0","0","13","10010659"
"4","10010661","0","0","10010662","1","0","0","0","0","0","12","10010660"
"14","10010662","0","0","10010663","1","0","0","5","0","0","11","10010661"
"2","10010663","0","0","10010664","1","0","0","3","0","0","10","10010662"
"12","10010664","0","0","10010665","1","0","0","0","0","0","9","10010663"
"6","10010665","0","0","10010666","1","0","0","0","0","0","8","10010664"
"2","10010666","0","0","10010667","1","0","0","1","0","0","7","10010665"
"7","10010667","0","0","10010668","1","0","0","10003","0","0","6","10010666"
"11","10010668","0","0","10010669","1","0","0","10001","0","0","5","10010667"
"4","10010669","0","0","10010670","1","0","0","0","0","0","4","10010668"
"3","10010670","0","0","10010671","1","0","0","1","0","0","3","10010669"
"2","10010671","0","0","10010672","1","0","0","3","0","0","2","10010670"
"7","10010672","0","0","10010673","1","0","0","10001","0","0","1","10010671"
"13","10010673","0","0","10010674","1","0","0","0","0","0","0","10010672"
"3","10010674","0","0","10010099","1","0","0","1","0","0","60","10010673"
"3","10010695","0","0","10010696","1","0","0","3","0","0","60","10010285"
"14","10010696","0","0","10010287","1","0","0","6","0","0","59","10010695"
"2","10010697","0","0","10010290","1","0","0","3","0","0","57","10010287"
"4","10010699","0","0","10010700","1","0","0","0","0","0","53","10010292"
"14","10010700","0","0","10010295","1","0","0","7","0","0","52","10010699"
"2","10010701","0","0","10010153","1","0","0","1","0","0","35","10010132"
"2","10010702","0","0","10010703","1","0","0","3","0","0","37","10010132"
"14","10010703","0","0","10010704","1","0","0","3","0","0","36","10010702"
"6","10010704","0","0","10010709","1","0","0","0","0","0","35","10010703"
"3","10010705","0","0","10010706","1","0","10010709","3","0","0","33","10010153"
"4","10010706","0","0","10010707","1","0","0","0","0","0","32","10010705"
"7","10010707","0","0","10010708","1","0","0","10001","0","0","31","10010706"
"3","10010708","0","0","10010158","1","0","0","1","0","0","30","10010707"
"7","10010709","0","0","10010705","1","0","0","10003","0","0","34","10010704"
"2","10010710","0","0","10010711","1","0","0","1","0","0","46","10010215"
"6","10010711","0","0","10010218","1","0","10010712","0","0","0","45","10010710"
"3","10010712","0","0","10010711","1","0","0","3","0","0","46","10010713"
"14","10010713","0","0","10010712","1","0","0","6","0","0","47","10010714"
"2","10010714","0","0","10010713","1","0","0","3","0","0","48","10010715"
"4","10010715","0","0","10010714","1","0","0","0","0","0","49","10010716"
"14","10010716","0","0","10010715","1","0","0","4","0","0","50","10010201"
"5","10010717","0","0","10010718","1","0","0","0","0","0","8","10010264"
"14","10010718","0","0","10010720","1","0","0","5","0","0","7","10010717"
"7","10010719","0","0","10010272","1","0","0","10001","0","0","6","10010264"
"7","10010720","0","0","10010721","1","0","0","10003","0","0","6","10010718"
"3","10010721","0","0","10010273","1","0","0","3","0","0","5","10010720"
"2","10010723","0","0","10010299","1","0","0","1","0","0","52","10010578"
"1","10020001","0","0","10020002","2","0","0","0","0","0","63","0"
"2","10020002","0","0","10020003","2","0","10020390","1","0","0","62","10020001"
"4","10020003","0","0","10020004","2","0","0","0","0","0","61","10020002"
"6","10020004","0","0","10020005","2","0","0","0","0","0","60","10020003"
"7","10020005","0","0","10020006","2","0","0","10001","0","0","59","10020004"
"2","10020006","0","0","10020007","2","0","0","2","0","0","58","10020005"
"5","10020007","0","0","10020592","2","0","0","0","0","0","57","10020006"
"12","10020009","0","0","10020588","2","10020589","0","0","0","0","55","10020592"
"14","10020012","0","0","10020015","2","0","0","1","0","0","53","10020588"
"14","10020013","0","0","10020014","2","0","0","1","0","0","53","10020589"
"4","10020014","0","0","10020016","2","0","0","0","0","0","52","10020013"
"6","10020015","0","0","10020020","2","0","0","0","0","0","52","10020012"
"14","10020016","0","0","10020590","2","0","0","2","0","0","51","10020014"
"4","10020018","0","0","10020021","2","0","10020590","0","0","0","49","10020587"
"14","10020020","0","0","10020587","2","0","0","2","0","0","51","10020015"
"3","10020021","0","0","10020022","2","0","0","1","0","0","48","10020018"
"2","10020022","0","0","10020023","2","0","0","1","0","0","47","10020021"
"6","10020023","0","0","10020024","2","0","0","0","0","0","46","10020022"
"5","10020024","0","0","10020025","2","0","0","0","0","0","45","10020023"
"4","10020025","0","0","10020026","2","0","0","0","0","0","44","10020024"
"14","10020026","0","0","10020027","2","0","0","4","0","0","43","10020025"
"2","10020027","0","0","10020028","2","0","0","1","0","0","42","10020026"
"6","10020028","0","0","10020029","2","0","0","0","0","0","41","10020027"
"2","10020029","0","0","10020030","2","0","0","1","0","0","40","10020028"
"11","10020030","0","0","10020031","2","0","0","10001","0","0","39","10020029"
"7","10020031","0","0","10020518","2","10020586","0","10001","0","0","38","10020030"
"2","10020062","0","0","10020063","2","0","0","1","0","0","12","10020544"
"4","10020063","0","0","10020064","2","0","0","0","0","0","11","10020062"
"3","10020064","0","0","10020515","2","0","0","2","0","0","10","10020063"
"7","10020079","0","0","10020404","2","0","0","10002","0","0","7","10020516"
"7","10020083","0","0","10020084","2","0","0","10003","0","0","3","10020406"
"12","10020084","0","0","10020085","2","0","0","0","0","0","2","10020083"
"6","10020085","0","0","10020086","2","0","0","0","0","0","1","10020084"
"13","10020086","0","0","10020087","2","0","0","0","0","0","0","10020085"
"2","10020087","0","0","10020088","2","0","0","2","0","0","66","10020086"
"4","10020088","0","0","10020089","2","0","0","0","0","0","65","10020087"
"7","10020089","0","0","10020090","2","0","0","10001","0","0","64","10020088"
"6","10020090","0","0","10020091","2","0","0","0","0","0","63","10020089"
"12","10020091","0","0","10020092","2","0","0","0","0","0","62","10020090"
"3","10020092","0","0","10020407","2","0","0","1","0","0","61","10020091"
"2","10020094","0","0","10020101","2","0","0","1","0","0","59","10020407"
"4","10020101","0","0","10020491","2","0","0","0","0","0","58","10020094"
"7","10020127","0","0","10020128","2","0","0","10002","0","0","38","10020512"
"6","10020128","0","0","10020573","2","10020561","0","0","0","10020567","37","10020127"
"11","10020143","0","0","10020147","2","0","10020566","10001","10020571","0","33","10020146"
"3","10020146","0","0","10020143","2","0","0","1","0","0","34","10020564"
"2","10020147","0","0","10020148","2","0","0","2","0","0","32","10020143"
"5","10020148","0","0","10020408","2","0","0","0","0","0","31","10020147"
"14","10020150","0","0","10020151","2","0","0","5","0","0","29","10020408"
"2","10020151","0","0","10020152","2","0","0","1","0","0","28","10020150"
"6","10020152","0","0","10020153","2","0","0","0","0","0","27","10020151"
"3","10020153","0","0","10020154","2","0","0","2","0","0","26","10020152"
"2","10020154","0","0","10020155","2","0","0","3","0","0","25","10020153"
"4","10020155","0","0","10020156","2","0","0","0","0","0","24","10020154"
"5","10020156","0","0","10020157","2","0","0","0","0","0","23","10020155"
