ce451eee693f35f59ddd7afa8d70ec1e927e0b7f82508d8f9c66906fb2092937,07f3b26ddce836601011c0d66b3f1135c441ac2049dac97ab83d24a5f3a9f956,d4c6b7e126a1051cfd5fd494310226a02e084931b6d4e34c6c6088715e14c93f,5828d9599e4786b41c22c2c0df19e70f0d015308f4476d5d1526f9b4539a69a8,ded8eed03455171b93cb966b85228ef094edec230cfe6a00a51ac64319e4512b,23f4997cab258669a12c4b2af968848392b2de270ac944a6c23a1f85f96034b3,0b72cc96f51712f569a709d0d6e550f634538d06da0643b4aff854c3a950f25d,5b487812552a1eb330bb15e8772fa0e15bdf941f8bc337db1e5f08cfc84dd965,a79c95fa27b4b9593e26d5f384cd9cc25b3094a889b19f393a099a387537295f,8a445eab660f863d3cd67b468e337212b67ee1045aaa8c2ecae7047efa9ad3f6,5a2b6e3a5a8a54de405be48032094208bfb150455a4f29080404d5e713d30c55
"","0","vo_caravan","","","vo_caravan_event_002_002","21","0","10201","1102010038",""
"","","1.3","","","0","93","","10201","1102010039",""
"","","1102010041","","","0","101","","10201","1102010040",""
"","","4","","","1","35","","10201","1102010041",""
"","","4","","","1","32","","10201","1102010042",""
"","","20","","","1","32","","10201","1102010043",""
"","","1","","","0","32","","10201","1102010044",""
"","","0.4","","","0","93","","10201","1102010045",""
"","","","","","","92","","10201","1102010046",""
"","","30","","","1","35","","10201","1102010047",""
"","","30","","","1","32","","10201","1102010048",""
"","","0.2","","","0","93","","10201","1102010049",""
"0","1","1","0","","1","6","1","10201","1102010050","0"
"0","1","2","0","","1","6","1","10201","1102010051","0"
"0","1","100","0","","1","6","1","10201","1102010052","0"
"","","0","","","0","32","","10201","1102010053",""
"","","2","","","0","32","","10201","1102010054",""
"","","3","","","0","32","","10201","1102010055",""
"","","4","","","0","32","","10201","1102010056",""
"","","10","","","0","32","","10201","1102010057",""
"","","0.3","","","0","93","","10201","1102010058",""
"0.9","-205","2","0","empty","1","5","50","10202","1102020001","-325"
"0.9","-205","102000","0","empty","2","5","58","10202","1102020002","-325"
"0.6","1500","100","0","idle_single","100","5","54","10202","1102020003","-263"
"0","0","102000","","","0","31","0","10202","1102020004","1"
"0","-263","102001","","","1","31","1500","10202","1102020005","1"
"0","0","102002","","","2","31","0","10202","1102020006","1"
"0","-136","102003","","","3","31","-132","10202","1102020007","1"
"0","0","102005","","","4","31","0","10202","1102020008","1"
"0","0","1","","","10","31","0","10202","1102020009","1"
"0","0","2","","","20","31","0","10202","1102020010","1"
"0","0","3","","","30","31","0","10202","1102020011","1"
"","","0","","","0","91","","10202","1102020012",""
"","","0","","","1","32","","10202","1102020013",""
"","","10","","","1","32","","10202","1102020014",""
"","","se_caravan","","","se_caravan_dice_get_intro","23","0","10202","1102020015",""
"0","","1","","","getDice_idle","3","1","10202","1102020016",""
"0","eat_loop","100","0","","run_getDice","3","0","10202","1102020017","1"
"","","1","","","1","32","","10202","1102020018",""
"","2","100","","","344","2","-263","10202","1102020019","11"
"","2","1","","","344","33","-263","10202","1102020020","11"
"","","2","","","1","32","","10202","1102020021",""
"","","1.7","","","0","93","","10202","1102020022",""
"0.2","","1","0","","getDice_curious","3","1","10202","1102020023",""
"","0","vo_caravan","","","vo_caravan_event_003_000","21","0","10202","1102020024",""
"","","1.5","","","0","93","","10202","1102020025",""
"","","se_caravan","","","se_caravan_dice_get_outro_2","23","0","10202","1102020026",""
"","0","vo_caravan","","","vo_caravan_event_003_001","21","0","10202","1102020027",""
"0.1","idle_single","100","0","","spit_in","3","0","10202","1102020028","1"
"0","","2","","","getDice_2","3","0","10202","1102020029",""
"0.1","","1","","","getDice_panic_2","3","0","10202","1102020030",""
"","","2.5","","","0","93","","10202","1102020031",""
"0.2","idle_single","100","0","","joy_single","3","0","10202","1102020032","1"
"","","0.5","","","0","93","","10202","1102020033",""
"","0.1","vo_caravan","","","vo_caravan_event_003_002","21","0","10202","1102020034",""
"","","0.1","","","0","93","","10202","1102020035",""
"","","3","","","1","32","","10202","1102020036",""
"","","1.6","","","0","93","","10202","1102020037",""
"","","1102020039","","","0","101","","10202","1102020038",""
"","","4","","","1","35","","10202","1102020039",""
"","","4","","","1","32","","10202","1102020040",""
"","","20","","","1","32","","10202","1102020041",""
"","","1","","","0","32","","10202","1102020042",""
"","","0.4","","","0","93","","10202","1102020043",""
"","","","","","","92","","10202","1102020044",""
"","","30","","","1","35","","10202","1102020045",""
"","","30","","","1","32","","10202","1102020046",""
"","","0.2","","","0","93","","10202","1102020047",""
"0","1","1","0","","1","6","1","10202","1102020048","0"
"0","1","2","0","","1","6","1","10202","1102020049","0"
"0","1","100","0","","1","6","1","10202","1102020050","0"
"","","0","","","0","32","","10202","1102020051",""
"","","2","","","0","32","","10202","1102020052",""
"","","3","","","0","32","","10202","1102020053",""
"","","4","","","0","32","","10202","1102020054",""
"","","10","","","0","32","","10202","1102020055",""
"","","20","","","0","32","","10202","1102020056",""
"","","0.3","","","0","93","","10202","1102020057",""
"1","0","1","0","magicitem_1","1","5","20","10301","1103010001","0"
"1","0","2","0","magicitem_2","2","5","19","10301","1103010002","0"
"1","0","3","0","magicitem_3","3","5","18","10301","1103010003","0"
"1","0","103000","0","magicitem_kyaru","4","5","21","10301","1103010004","0"
"0","0","103000","","","10","31","0","10301","1103010005","1"
"0","0","103001","","","11","31","0","10301","1103010006","1"
"0","0","103002","","","12","31","0","10301","1103010007","1"
"0","0","103003","","","13","31","0","10301","1103010008","1"
"0","0","103007","","","14","31","0","10301","1103010009","1"
"0","0","103011","","","19","31","0","10301","1103010010","1"
"1","0","1","","","15","31","0","10301","1103010011","1"
"0","0","2","","","16","31","0","10301","1103010012","1"
"0","0","3","","","17","31","0","10301","1103010013","1"
"0","0","4","","","18","31","0","10301","1103010014","1"
"1","0","18","","","0","35","0","10301","1103010015","1"
"","","18","","","1","32","","10301","1103010016",""
"","","0","","","0","91","","10301","1103010017",""
"","","10","","","1","32","","10301","1103010018",""
"","","11","","","1","32","","10301","1103010019",""
"","","12","","","1","32","","10301","1103010020",""
"","","13","","","1","32","","10301","1103010021",""
"","","19","","","1","32","","10301","1103010022",""
"0","","1","","","magicitem_1","3","0","10301","1103010023",""
"0","","2","","","magicitem_2","3","0","10301","1103010024",""
"0","","3","","","magicitem_3","3","0","10301","1103010025",""
"0","","4","","","magicitem_kyaru","3","0","10301","1103010026",""
"","2.17","vo_caravan","","","vo_caravan_event_004_000","21","0","10301","1103010027",""
"","3.2","vo_caravan","","","vo_caravan_event_004_001","21","1","10301","1103010028",""
"","4.9","vo_caravan","","","vo_caravan_event_004_002","21","2","10301","1103010029",""
"","","7","","","0","93","","10301","1103010030",""
"","","18","","","0","32","","10301","1103010031",""
"","","0.67","","","0","93","","10301","1103010032",""
"","","1103010034","","","1","101","","10301","1103010033",""
"","","14","","","1","35","","10301","1103010034",""
"","","14","","","1","32","","10301","1103010035",""
"","","16","","","1","32","","10301","1103010036",""
"","","19","","","0","32","","10301","1103010037",""
"","","18","","","1","35","","10301","1103010038",""
"","","0.4","","","0","93","","10301","1103010039",""
"","","","","","","92","","10301","1103010040",""
"","","17","","","1","35","","10301","1103010041",""
"","","17","","","1","32","","10301","1103010042",""
"","","0.2","","","0","93","","10301","1103010043",""
"0.01","0","1","0","","0","6","0","10301","1103010044","0"
"0.01","0","2","0","","0","6","0","10301","1103010045","0"
"0.01","0","3","0","","0","6","0","10301","1103010046","0"
"0.01","0","4","0","","0","6","0","10301","1103010047","0"
"","","10","","","0","32","","10301","1103010048",""
"","","11","","","0","32","","10301","1103010049",""
"","","12","","","0","32","","10301","1103010050",""
"","","13","","","0","32","","10301","1103010051",""
"","","14","","","0","32","","10301","1103010052",""
"","","15","","","0","32","","10301","1103010053",""
"","","16","","","0","32","","10301","1103010054",""
"","","18","","","0","32","","10301","1103010055",""
"","","0.3","","","0","93","","10301","1103010056",""
"1","0","4","0","magicitem_1","1","5","20","10302","1103020001","0"
"1","0","3","0","magicitem_2","2","5","19","10302","1103020002","0"
"1","0","1","0","magicitem_3","3","5","18","10302","1103020003","0"
"1","0","103000","0","magicitem_pekorine","4","5","21","10302","1103020004","0"
"0","0","103000","","","10","31","0","10302","1103020005","1"
"0","0","103001","","","11","31","0","10302","1103020006","1"
"0","0","103002","","","12","31","0","10302","1103020007","1"
"0","9","103004","","","13","31","-25","10302","1103020008","1"
"0","0","103008","","","14","31","0","10302","1103020009","1"
"0","0","103011","","","19","31","0","10302","1103020010","1"
"1","0","1","","","15","31","0","10302","1103020011","1"
"0","0","2","","","16","31","0","10302","1103020012","1"
"0","0","3","","","17","31","0","10302","1103020013","1"
"0","0","4","","","18","31","0","10302","1103020014","1"
"1","0","18","","","0","35","0","10302","1103020015","1"
"","","18","","","1","32","","10302","1103020016",""
"","","0","","","0","91","","10302","1103020017",""
"","","10","","","1","32","","10302","1103020018",""
"","","11","","","1","32","","10302","1103020019",""
"","","12","","","1","32","","10302","1103020020",""
"","","13","","","1","32","","10302","1103020021",""
"","","19","","","1","32","","10302","1103020022",""
"0","","1","","","magicitem_1","3","0","10302","1103020023",""
"0","","2","","","magicitem_2","3","0","10302","1103020024",""
"0","","3","","","magicitem_3","3","0","10302","1103020025",""
"0","","4","","","magicitem_pekorine","3","0","10302","1103020026",""
"","2.17","vo_caravan","","","vo_caravan_event_006_000","21","0","10302","1103020027",""
"","3.2","vo_caravan","","","vo_caravan_event_006_001","21","1","10302","1103020028",""
"","4.9","vo_caravan","","","vo_caravan_event_006_002","21","2","10302","1103020029",""
"","","7","","","0","93","","10302","1103020030",""
"","","18","","","0","32","","10302","1103020031",""
"","","0.67","","","0","93","","10302","1103020032",""
"","","1103020034","","","1","101","","10302","1103020033",""
"","","14","","","1","35","","10302","1103020034",""
"","","14","","","1","32","","10302","1103020035",""
"","","16","","","1","32","","10302","1103020036",""
"","","19","","","0","32","","10302","1103020037",""
"","","18","","","1","35","","10302","1103020038",""
"","","0.4","","","0","93","","10302","1103020039",""
"","","","","","","92","","10302","1103020040",""
"","","17","","","1","35","","10302","1103020041",""
"","","17","","","1","32","","10302","1103020042",""
"","","0.2","","","0","93","","10302","1103020043",""
"0.01","0","1","0","","0","6","0","10302","1103020044","0"
"0.01","0","2","0","","0","6","0","10302","1103020045","0"
"0.01","0","3","0","","0","6","0","10302","1103020046","0"
"0.01","0","4","0","","0","6","0","10302","1103020047","0"
"","","10","","","0","32","","10302","1103020048",""
"","","11","","","0","32","","10302","1103020049",""
"","","12","","","0","32","","10302","1103020050",""
"","","13","","","0","32","","10302","1103020051",""
"","","14","","","0","32","","10302","1103020052",""
"","","15","","","0","32","","10302","1103020053",""
"","","16","","","0","32","","10302","1103020054",""
"","","18","","","0","32","","10302","1103020055",""
"","","0.3","","","0","93","","10302","1103020056",""
"1","0","3","0","magicitem_1","1","5","20","10303","1103030001","0"
"1","0","1","0","magicitem_2","2","5","19","10303","1103030002","0"
"1","0","2","0","magicitem_3","3","5","18","10303","1103030003","0"
"1","0","103000","0","magicitem_kokkoro","4","5","21","10303","1103030004","0"
"0","0","103000","","","10","31","0","10303","1103030005","1"
"0","0","103001","","","11","31","0","10303","1103030006","1"
"0","0","103002","","","12","31","0","10303","1103030007","1"
"0","-35","103005","","","13","31","8","10303","1103030008","1"
"0","0","103009","","","14","31","0","10303","1103030009","1"
"0","0","103012","","","19","31","0","10303","1103030010","1"
"1","0","1","","","15","31","0","10303","1103030011","1"
"0","0","2","","","16","31","0","10303","1103030012","1"
"0","0","3","","","17","31","0","10303","1103030013","1"
"0","0","4","","","18","31","0","10303","1103030014","1"
"1","0","18","","","0","35","0","10303","1103030015","1"
"","","18","","","1","32","","10303","1103030016",""
"","","0","","","0","91","","10303","1103030017",""
"","","10","","","1","32","","10303","1103030018",""
"","","11","","","1","32","","10303","1103030019",""
"","","12","","","1","32","","10303","1103030020",""
"","","13","","","1","32","","10303","1103030021",""
"","","19","","","1","32","","10303","1103030022",""
"0","","1","","","magicitem_1","3","0","10303","1103030023",""
"0","","2","","","magicitem_2","3","0","10303","1103030024",""
"0","","3","","","magicitem_3","3","0","10303","1103030025",""
"0","","4","","","magicitem_kokkoro","3","0","10303","1103030026",""
"","2.17","vo_caravan","","","vo_caravan_event_005_000","21","0","10303","1103030027",""
"","3.2","vo_caravan","","","vo_caravan_event_005_001","21","1","10303","1103030028",""
"","4.9","vo_caravan","","","vo_caravan_event_005_002","21","2","10303","1103030029",""
"","","7","","","0","93","","10303","1103030030",""
"","","18","","","0","32","","10303","1103030031",""
"","","0.67","","","0","93","","10303","1103030032",""
"","","1103030034","","","1","101","","10303","1103030033",""
"","","14","","","1","35","","10303","1103030034",""
"","","14","","","1","32","","10303","1103030035",""
"","","16","","","1","32","","10303","1103030036",""
"","","19","","","0","32","","10303","1103030037",""
"","","18","","","1","35","","10303","1103030038",""
"","","0.4","","","0","93","","10303","1103030039",""
"","","","","","","92","","10303","1103030040",""
"","","17","","","1","35","","10303","1103030041",""
"","","17","","","1","32","","10303","1103030042",""
"","","0.2","","","0","93","","10303","1103030043",""
"0.01","0","1","0","","0","6","0","10303","1103030044","0"
"0.01","0","2","0","","0","6","0","10303","1103030045","0"
"0.01","0","3","0","","0","6","0","10303","1103030046","0"
"0.01","0","4","0","","0","6","0","10303","1103030047","0"
"","","10","","","0","32","","10303","1103030048",""
"","","11","","","0","32","","10303","1103030049",""
"","","12","","","0","32","","10303","1103030050",""
"","","13","","","0","32","","10303","1103030051",""
"","","14","","","0","32","","10303","1103030052",""
"","","15","","","0","32","","10303","1103030053",""
"","","16","","","0","32","","10303","1103030054",""
"","","18","","","0","32","","10303","1103030055",""
"","","0.3","","","0","93","","10303","1103030056",""
"1","0","1","0","magicitem_1","1","5","20","10304","1103040001","0"
"1","0","2","0","magicitem_2","2","5","19","10304","1103040002","0"
"1","0","4","0","magicitem_3","3","5","18","10304","1103040003","0"
"1","0","103000","0","magicitem_kyaru","4","5","21","10304","1103040004","0"
"0","0","103000","","","10","31","0","10304","1103040005","1"
"0","0","103001","","","11","31","0","10304","1103040006","1"
"0","0","103002","","","12","31","0","10304","1103040007","1"
"0","0","103006","","","13","31","0","10304","1103040008","1"
"0","0","103010","","","14","31","0","10304","1103040009","1"
"0","0","103011","","","19","31","0","10304","1103040010","1"
"1","0","1","","","15","31","0","10304","1103040011","1"
"0","0","2","","","16","31","0","10304","1103040012","1"
"0","0","3","","","17","31","0","10304","1103040013","1"
"0","0","4","","","18","31","0","10304","1103040014","1"
"1","0","18","","","0","35","0","10304","1103040015","1"
"","","18","","","1","32","","10304","1103040016",""
"","","0","","","0","91","","10304","1103040017",""
"","","10","","","1","32","","10304","1103040018",""
"","","11","","","1","32","","10304","1103040019",""
"","","12","","","1","32","","10304","1103040020",""
"","","13","","","1","32","","10304","1103040021",""
"","","19","","","1","32","","10304","1103040022",""
"0","","1","","","magicitem_1","3","0","10304","1103040023",""
"0","","2","","","magicitem_2","3","0","10304","1103040024",""
"0","","3","","","magicitem_3","3","0","10304","1103040025",""
"0","","4","","","magicitem_kyaru2","3","0","10304","1103040026",""
"","2.17","vo_caravan","","","vo_caravan_event_007_000","21","0","10304","1103040027",""
"","3.2","vo_caravan","","","vo_caravan_event_007_001","21","1","10304","1103040028",""
"","4.9","vo_caravan","","","vo_caravan_event_007_002","21","2","10304","1103040029",""
"","","7","","","0","93","","10304","1103040030",""
"","","18","","","0","32","","10304","1103040031",""
"","","0.67","","","0","93","","10304","1103040032",""
"","","1103040034","","","1","101","","10304","1103040033",""
"","","14","","","1","35","","10304","1103040034",""
"","","14","","","1","32","","10304","1103040035",""
"","","16","","","1","32","","10304","1103040036",""
"","","19","","","0","32","","10304","1103040037",""
"","","18","","","1","35","","10304","1103040038",""
"","","0.4","","","0","93","","10304","1103040039",""
"","","","","","","92","","10304","1103040040",""
"","","17","","","1","35","","10304","1103040041",""
"","","17","","","1","32","","10304","1103040042",""
"","","0.2","","","0","93","","10304","1103040043",""
"0.01","0","1","0","","0","6","0","10304","1103040044","0"
"0.01","0","2","0","","0","6","0","10304","1103040045","0"
"0.01","0","3","0","","0","6","0","10304","1103040046","0"
"0.01","0","4","0","","0","6","0","10304","1103040047","0"
"","","10","","","0","32","","10304","1103040048",""
"","","11","","","0","32","","10304","1103040049",""
"","","12","","","0","32","","10304","1103040050",""
"","","13","","","0","32","","10304","1103040051",""
"","","14","","","0","32","","10304","1103040052",""
"","","15","","","0","32","","10304","1103040053",""
"","","16","","","0","32","","10304","1103040054",""
"","","18","","","0","32","","10304","1103040055",""
"","","0.3","","","0","93","","10304","1103040056",""
"0.95","-250","3","0","empty","1","5","55","10401","1104010001","-270"
"0.95","-250","104000","0","empty","2","5","57","10401","1104010002","-270"
"0.95","150","5","0","empty","3","5","50","10401","1104010003","-260"
"0.95","150","5","0","empty","4","5","52","10401","1104010004","-260"
"0","0","104000","","","0","31","220","10401","1104010005","1"
"0","0","104001","","","1","31","0","10401","1104010006","1"
"0","-235","104002","","","2","31","-225","10401","1104010007","1"
"0","0","104003","","","3","31","0","10401","1104010008","1"
"0","0","104004","","","4","31","0","10401","1104010009","1"
"0","0","104006","","","6","31","400","10401","1104010010","1"
"0","0","1","","","10","31","0","10401","1104010011","1"
"0","0","2","","","20","31","0","10401","1104010012","1"
"0","0","3","","","30","31","0","10401","1104010013","1"
"0","0","5","","","50","31","0","10401","1104010014","1"
"","","0","","","0","91","","10401","1104010015",""
"","","50","","","1","32","","10401","1104010016",""
"","","0","","","1","32","","10401","1104010017",""
"","","10","","","1","32","","10401","1104010018",""
"","","0.5","","","0","93","","10401","1104010019",""
"","","se_caravan","","","se_caravan_event_kyaru_A","23","0","10401","1104010020",""
"","0.2","vo_caravan","","","vo_caravan_event_98011_000","21","0","10401","1104010021",""
"","","6","","","1","32","","10401","1104010022",""
"0","","3","0","","turnSkip_1_karin","3","0","10401","1104010023",""
"0","","4","0","","turnSkip_1_pen","3","0","10401","1104010024",""
"0","","1","0","","turnSkip_1","3","0","10401","1104010025",""
"0","","2","0","","turnSkip_1","3","0","10401","1104010026",""
"","0.7","0","","","0","33","0","10401","1104010027","8"
"","0.7","3","","","-250","2","-260","10401","1104010028","8"
"","0.7","4","","","-250","2","-260","10401","1104010029","8"
"","0.7","6","","","0","33","0","10401","1104010030","8"
"","","4.3","","","0","93","","10401","1104010031",""
"","","se_caravan","","","se_caravan_event_kyaru_1turn_B","23","0","10401","1104010032",""
"","0.533","vo_caravan","","","vo_caravan_event_98011_001","21","0","10401","1104010033",""
"","","0.833","","","0","93","","10401","1104010034",""
"","","3","","","1","32","","10401","1104010035",""
"","","0.3003","","","0","93","","10401","1104010036",""
"","","1","","","1","32","","10401","1104010037",""
"","","1.0337","","","0","93","","10401","1104010038",""
"","","vo_caravan","","","vo_caravan_event_98011_002","21","0","10401","1104010039",""
"","","2","","","1","32","","10401","1104010040",""
"","","0.833","","","0","93","","10401","1104010041",""
"","","1104010043","","","0","101","","10401","1104010042",""
"","","4","","","1","35","","10401","1104010043",""
"","","4","","","1","32","","10401","1104010044",""
"","","20","","","1","32","","10401","1104010045",""
"","","0.4","","","0","93","","10401","1104010046",""
"","","","","","","92","","10401","1104010047",""
"","","30","","","1","35","","10401","1104010048",""
"","","30","","","1","32","","10401","1104010049",""
"","","0.2","","","0","93","","10401","1104010050",""
"0","1","1","0","","1","6","1","10401","1104010051","0"
"0","1","2","0","","1","6","1","10401","1104010052","0"
"0","1","3","0","","1","6","1","10401","1104010053","0"
"0","1","4","0","","1","6","1","10401","1104010054","0"
"","","0","","","0","32","","10401","1104010055",""
"","","1","","","0","32","","10401","1104010056",""
"","","2","","","0","32","","10401","1104010057",""
"","","3","","","0","32","","10401","1104010058",""
"","","4","","","0","32","","10401","1104010059",""
"","","6","","","0","32","","10401","1104010060",""
"","","10","","","0","32","","10401","1104010061",""
"","","20","","","0","32","","10401","1104010062",""
"","","50","","","0","32","","10401","1104010063",""
"","","0.3","","","0","93","","10401","1104010064",""
"0.95","-250","3","0","empty","1","5","55","10402","1104020001","-270"
"0.95","-250","104000","0","empty","2","5","57","10402","1104020002","-270"
"0.95","100","5","0","empty","3","5","50","10402","1104020003","-260"
"0.95","100","5","0","empty","4","5","52","10402","1104020004","-260"
"0","0","104000","","","0","31","220","10402","1104020005","1"
"0","0","104001","","","1","31","0","10402","1104020006","1"
"0","-245","104002","","","2","31","-205","10402","1104020007","1"
"0","0","104003","","","3","31","0","10402","1104020008","1"
"0","0","104005","","","5","31","0","10402","1104020009","1"
"0","0","104006","","","6","31","265","10402","1104020010","1"
"0","0","1","","","10","31","0","10402","1104020011","1"
"0","0","2","","","20","31","0","10402","1104020012","1"
"0","0","3","","","30","31","0","10402","1104020013","1"
"0","0","5","","","50","31","0","10402","1104020014","1"
"","","0","","","0","91","","10402","1104020015",""
"","","50","","","1","32","","10402","1104020016",""
"","","0","","","1","32","","10402","1104020017",""
"","","10","","","1","32","","10402","1104020018",""
"","","0.5","","","0","93","","10402","1104020019",""
"","","se_caravan","","","se_caravan_event_kyaru_A","23","0","10402","1104020020",""
"","0.2","vo_caravan","","","vo_caravan_event_98012_000","21","0","10402","1104020021",""
"","","6","","","1","32","","10402","1104020022",""
"0","","3","0","","turnSkip_2_karin","3","0","10402","1104020023",""
"0","","4","0","","turnSkip_2_pen","3","0","10402","1104020024",""
"0","","1","0","","turnSkip_2","3","0","10402","1104020025",""
"0","","2","0","","turnSkip_2","3","0","10402","1104020026",""
"","0.7","0","","","0","33","0","10402","1104020027","8"
"","0.7","3","","","-250","2","-260","10402","1104020028","8"
"","0.7","4","","","-250","2","-260","10402","1104020029","8"
"","0.7","6","","","0","33","0","10402","1104020030","8"
"","","4.3","","","0","93","","10402","1104020031",""
"","","se_caravan","","","se_caravan_event_kyaru_2turn_B","23","0","10402","1104020032",""
"","0.63","vo_caravan","","","vo_caravan_event_98012_001","21","0","10402","1104020033",""
"","2.2","vo_caravan","","","vo_caravan_event_98012_002","21","0","10402","1104020034",""
"","","2.5","","","0","93","","10402","1104020035",""
"","","3","","","1","32","","10402","1104020036",""
"","","0.3","","","0","93","","10402","1104020037",""
"","","1","","","1","32","","10402","1104020038",""
"","","1.067","","","0","93","","10402","1104020039",""
"","","vo_caravan","","","vo_caravan_event_98012_003","21","0","10402","1104020040",""
"","","2","","","1","32","","10402","1104020041",""
"","","0.933","","","0","93","","10402","1104020042",""
"","","1104020044","","","0","101","","10402","1104020043",""
"","","5","","","1","35","","10402","1104020044",""
"","","5","","","1","32","","10402","1104020045",""
"","","20","","","1","32","","10402","1104020046",""
"","","0.4","","","0","93","","10402","1104020047",""
"","","","","","","92","","10402","1104020048",""
"","","30","","","1","35","","10402","1104020049",""
