e5f09907d9757c30df228325b2170f92384a717fd5b8fb17ee1c2368d352ff54,f01920d79f489df990dce02a4415ccc36bbdad8658a79dfcef54ca026da00bc5,4092587fc69db95c2c44e02448e49facb23864d08f22776cecf09a44902af0d3,728f59dd966895feef2a5650a7a45295401818a8798d8853a325692d3b60379b,170430a2eb1e2eca766f32bb1e9e1594838f6e005f4b006b192f0b928b42d3fb,aa815ffded0202e89a50ea48f299448d9dd8dbc6d7e3fc988bded32ecd448431,bf82a8520ec2e3a2c0a82e54b9b399ae792ace212dc1b045771e445d17ff512a,fb877dc2353826533fb04db9c6df0c20ee4da3ef38a5c3a886c8d38a514a2266
"36000","16800000000000","100512","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","1","100512"
"36000","15960000000000","100513","バトル開始から90秒間、敵の物理防御力がダウン","1005","物理防御ダウン90秒","1","100513"
"36000","15120000000000","100514","バトル開始から90秒間、敵の魔法防御力がダウン","1005","魔法防御ダウン90秒","1","100514"
"36000","14280000000000","100515","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","1","100515"
"36000","13160000000000","100516","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","1","100516"
"36000","12320000000000","100517","バトル開始から90秒間、敵の物理防御力がダウン","1005","物理防御ダウン90秒","1","100517"
"36000","11480000000000","100518","バトル開始から90秒間、敵の魔法防御力がダウン","1005","魔法防御ダウン90秒","1","100518"
"36000","10360000000000","100519","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","1","100519"
"36000","9520000000000","100520","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","1","100520"
"36000","8680000000000","100521","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","1","100521"
"36000","7560000000000","100522","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","1","100522"
"36000","6720000000000","100523","バトル開始から90秒間、敵の物理防御力がダウン","1005","物理防御ダウン90秒","1","100523"
"36000","5880000000000","100524","バトル開始から90秒間、敵の魔法防御力がダウン","1005","魔法防御ダウン90秒","1","100524"
"36000","5040000000000","100525","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","1","100525"
"36000","3920000000000","100526","バトル開始時、味方のＴＰが150アップ","1005","ＴＰ150アップ","1","100526"
"36000","3080000000000","100527","バトル開始から10秒間、味方が無敵状態になる","1005","無敵10秒","1","100527"
"36000","2240000000000","100528","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","物理攻撃ダウン90秒","1","100528"
"36000","1120000000000","100529","バトル開始から90秒間、敵の物理防御力がダウン","1005","物理防御ダウン90秒","1","100529"
"36000","280000000000","100530","バトル開始から90秒間、敵の魔法防御力がダウン","1005","魔法防御ダウン90秒","1","100530"
"36000","43650000000000","100601","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","魔法攻撃アップ90秒","1","100601"
"36000","41850000000000","100602","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","1","100602"
"36000","40500000000000","100603","バトル開始から90秒間、敵の物理防御力がダウン","1006","物理防御ダウン90秒","1","100603"
"36000","39150000000000","100604","バトル開始から90秒間、敵の魔法防御力がダウン","1006","魔法防御ダウン90秒","1","100604"
"36000","37800000000000","100605","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","魔法攻撃アップ90秒","1","100605"
"36000","36000000000000","100606","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","1","100606"
"36000","34650000000000","100607","バトル開始から90秒間、味方のＨＰが毎秒回復","1006","毎秒ＨＰ回復90秒","1","100607"
"36000","33300000000000","100608","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","1","100608"
"36000","31500000000000","100609","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","1","100609"
"36000","30150000000000","100610","バトル開始から90秒間、敵の魔法防御力がダウン","1006","魔法防御ダウン90秒","1","100610"
"36000","28800000000000","100611","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","魔法攻撃アップ90秒","1","100611"
"36000","27000000000000","100612","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","1","100612"
"36000","25650000000000","100613","バトル開始から90秒間、敵の物理防御力がダウン","1006","物理防御ダウン90秒","1","100613"
"36000","24300000000000","100614","バトル開始から90秒間、敵の魔法防御力がダウン","1006","魔法防御ダウン90秒","1","100614"
"36000","22950000000000","100615","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","魔法攻撃アップ90秒","1","100615"
"36000","21150000000000","100616","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","1","100616"
"36000","19800000000000","100617","バトル開始から90秒間、味方のＨＰが毎秒回復","1006","毎秒ＨＰ回復90秒","1","100617"
"36000","18450000000000","100618","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","1","100618"
"36000","16650000000000","100619","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","1","100619"
"36000","15300000000000","100620","バトル開始から90秒間、敵の魔法防御力がダウン","1006","魔法防御ダウン90秒","1","100620"
"36000","13950000000000","100621","バトル開始から90秒間、敵の物理防御力がダウン","1006","物理防御ダウン90秒","1","100621"
"36000","12150000000000","100622","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","魔法攻撃アップ90秒","1","100622"
"36000","10800000000000","100623","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","1","100623"
"36000","9450000000000","100624","バトル開始から90秒間、味方のＨＰが毎秒回復","1006","毎秒ＨＰ回復90秒","1","100624"
"36000","8100000000000","100625","バトル開始から90秒間、敵の魔法防御力がダウン","1006","魔法防御ダウン90秒","1","100625"
"36000","6300000000000","100626","バトル開始時、味方のＴＰが150アップ","1006","ＴＰ150アップ","1","100626"
"36000","4950000000000","100627","バトル開始から10秒間、味方が無敵状態になる","1006","無敵10秒","1","100627"
"36000","3600000000000","100628","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","魔法攻撃アップ90秒","1","100628"
"36000","1800000000000","100629","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","物理攻撃アップ90秒","1","100629"
"36000","450000000000","100630","バトル開始から90秒間、敵の魔法防御力がダウン","1006","魔法防御ダウン90秒","1","100630"
"36000","27160000000000","100701","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","毎秒ＴＰアップ90秒","1","100701"
"36000","26040000000000","100702","バトル開始時、味方のＴＰが50アップ","1007","ＴＰ50アップ","1","100702"
"36000","25200000000000","100703","バトル開始から10秒間、敵が火傷状態になる","1007","火傷ダメージ10秒","1","100703"
"36000","24360000000000","100704","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","1","100704"
"36000","23520000000000","100705","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","1","100705"
"36000","22400000000000","100706","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","物理攻撃アップ90秒","1","100706"
"36000","21560000000000","100707","バトル開始から90秒間、味方の魔法攻撃力がアップ","1007","魔法攻撃アップ90秒","1","100707"
"36000","20720000000000","100708","バトル開始から10秒間、敵が火傷状態になる","1007","火傷ダメージ10秒","1","100708"
"36000","19600000000000","100709","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","1","100709"
"36000","18760000000000","100710","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","物理攻撃アップ90秒","1","100710"
"36000","17920000000000","100711","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","毎秒ＴＰアップ90秒","1","100711"
"36000","16800000000000","100712","バトル開始から10秒間、敵が火傷状態になる","1007","火傷ダメージ10秒","1","100712"
"36000","15960000000000","100713","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","1","100713"
"36000","15120000000000","100714","バトル開始から90秒間、敵の魔法防御力がダウン","1007","魔法防御ダウン90秒","1","100714"
"36000","14280000000000","100715","バトル開始から90秒間、味方の魔法攻撃力がアップ","1007","魔法攻撃アップ90秒","1","100715"
"36000","13160000000000","100716","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","物理攻撃アップ90秒","1","100716"
"36000","12320000000000","100717","バトル開始時、味方のＴＰが100アップ","1007","ＴＰ100アップ","1","100717"
"36000","11480000000000","100718","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","1","100718"
"36000","10360000000000","100719","バトル開始から90秒間、敵の魔法防御力がダウン","1007","魔法防御ダウン90秒","1","100719"
"36000","9520000000000","100720","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","物理攻撃アップ90秒","1","100720"
"36000","8680000000000","100721","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","毎秒ＴＰアップ90秒","1","100721"
"36000","7560000000000","100722","バトル開始時、味方のＴＰが150アップ","1007","ＴＰ150アップ","1","100722"
"36000","6720000000000","100723","バトル開始から10秒間、敵が火傷状態になる","1007","火傷ダメージ10秒","1","100723"
"36000","5880000000000","100724","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","1","100724"
"36000","5040000000000","100725","バトル開始から90秒間、敵の魔法防御力がダウン","1007","魔法防御ダウン90秒","1","100725"
"36000","3920000000000","100726","バトル開始時、味方のＴＰが150アップ","1007","ＴＰ150アップ","1","100726"
"36000","3080000000000","100727","バトル開始から10秒間、味方が無敵状態になる","1007","無敵10秒","1","100727"
"36000","2240000000000","100728","バトル開始から10秒間、敵が火傷状態になる","1007","火傷ダメージ10秒","1","100728"
"36000","1120000000000","100729","バトル開始から90秒間、敵の物理防御力がダウン","1007","物理防御ダウン90秒","1","100729"
"36000","280000000000","100730","バトル開始から90秒間、敵の魔法防御力がダウン","1007","魔法防御ダウン90秒","1","100730"
"36000","43650000000000","100801","バトル開始から10秒間、敵が毒状態になる","1008","毒ダメージ10秒","1","100801"
"36000","41850000000000","100802","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","1","100802"
"36000","40500000000000","100803","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","1","100803"
"36000","39150000000000","100804","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","1","100804"
"36000","37800000000000","100805","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","1","100805"
"36000","36000000000000","100806","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","1","100806"
"36000","34650000000000","100807","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","1","100807"
"36000","33300000000000","100808","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","1","100808"
"36000","31500000000000","100809","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","1","100809"
"36000","30150000000000","100810","バトル開始から90秒間、敵の魔法攻撃力がダウン","1008","魔法攻撃ダウン90秒","1","100810"
"36000","28800000000000","100811","バトル開始から10秒間、敵が毒状態になる","1008","毒ダメージ10秒","1","100811"
"36000","27000000000000","100812","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","1","100812"
"36000","25650000000000","100813","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","1","100813"
"36000","24300000000000","100814","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","1","100814"
"36000","22950000000000","100815","バトル開始から90秒間、敵の魔法防御力がダウン","1008","魔法防御ダウン90秒","1","100815"
"36000","21150000000000","100816","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","1","100816"
"36000","19800000000000","100817","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","1","100817"
"36000","18450000000000","100818","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","1","100818"
"36000","16650000000000","100819","バトル開始から90秒間、敵の魔法防御力がダウン","1008","魔法防御ダウン90秒","1","100819"
"36000","15300000000000","100820","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","1","100820"
"36000","13950000000000","100821","バトル開始から10秒間、敵が毒状態になる","1008","毒ダメージ10秒","1","100821"
"36000","12150000000000","100822","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","1","100822"
"36000","10800000000000","100823","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","物理攻撃ダウン90秒","1","100823"
"36000","9450000000000","100824","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","1","100824"
"36000","8100000000000","100825","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","1","100825"
"36000","6300000000000","100826","バトル開始時、味方のＴＰが150アップ","1008","ＴＰ150アップ","1","100826"
"36000","4950000000000","100827","バトル開始から10秒間、味方が無敵状態になる","1008","無敵10秒","1","100827"
"36000","3600000000000","100828","バトル開始から90秒間、敵の物理防御力がダウン","1008","物理防御ダウン90秒","1","100828"
"36000","1800000000000","100829","バトル開始から90秒間、敵の魔法防御力がダウン","1008","魔法防御ダウン90秒","1","100829"
"36000","450000000000","100830","バトル開始から10秒間、敵が毒状態になる","1008","毒ダメージ10秒","1","100830"
