4543498a0fb9a813f62f97fc148e94bfcbfcb8defab6570422d4c627488b6169,40eefe07402f626d04e11bfac8b8b82f126adcc0cb7d06cadf14f5872dd002ef,6d7efbe6ae9c7c7a7778fa95fdd5ac734c90414669d801e34dfe7a98e0ad82ca,52959e84c6cb68668114a927d27e71686dbf34a42520fef3b3b92bb73c384a50,9bf6cbb09c67d85409069912832e71db4ed26e36f315b11bef81a4688e9a866f,ae7b937fb8d2dc421e4e851d9aa250030a0b980449f7d27927fbe28ec9d8410c,7063fd451c09b1e53fdae96a3c35d63097e39b73aa51bcd43b5c17942c6183af,cb5f2d0f61fde73fb416b7b7d5266e7a13f3f5fde93c0275125ba1dfc7a333b4
"3","2019/08/15 15:00:00","45","0","0","110601","2019/08/26 11:59:59","36"
"3","2019/08/26 12:00:00","46","0","0","104401","2019/08/31 11:59:59","37"
"2","2019/08/26 12:00:00","46","0","0","100601","2019/08/31 11:59:59","38"
"2","2019/08/26 12:00:00","46","0","0","100701","2019/08/31 11:59:59","39"
"2","2019/08/26 12:00:00","46","0","0","103101","2019/08/31 11:59:59","40"
"1","2019/08/26 12:00:00","46","0","0","102201","2019/08/31 11:59:59","41"
"3","2019/08/31 12:00:00","47","0","0","107001","2019/09/03 20:59:59","42"
"3","2019/08/31 12:00:00","47","0","0","106101","2019/09/03 20:59:59","43"
"3","2019/08/31 12:00:00","47","0","0","107101","2019/09/03 20:59:59","44"
"3","2019/09/03 21:00:00","48","0","0","110701","2019/09/12 11:59:59","45"
"3","2019/09/12 12:00:00","49","0","0","105701","2019/09/16 14:59:59","46"
"3","2019/09/12 12:00:00","49","0","0","106301","2019/09/16 14:59:59","47"
"3","2019/09/16 15:00:00","50","0","0","110801","2019/09/29 11:59:59","48"
"3","2019/09/29 12:00:00","51","0","0","107001","2019/09/30 11:59:59","49"
"3","2019/09/29 12:00:00","51","0","0","106101","2019/09/30 11:59:59","50"
"3","2019/09/29 12:00:00","51","0","0","107101","2019/09/30 11:59:59","51"
"3","2019/09/30 12:00:00","52","1001","0","111101","2019/10/11 11:59:59","52"
"3","2019/10/11 12:00:00","53","0","0","108101","2019/10/16 14:59:59","53"
"3","2019/10/11 12:00:00","53","0","0","108301","2019/10/16 14:59:59","54"
"3","2019/10/16 15:00:00","54","1002","0","111301","2019/10/31 11:59:59","55"
"3","2019/10/31 12:00:00","55","1003","0","111401","2019/11/11 11:59:59","56"
"3","2019/11/11 12:00:00","56","0","0","105601","2019/11/15 14:59:59","57"
"2","2019/11/11 12:00:00","56","0","0","101301","2019/11/15 14:59:59","58"
"2","2019/11/11 12:00:00","56","0","0","102701","2019/11/15 14:59:59","59"
"3","2019/11/15 15:00:00","57","1004","0","106501","2019/11/30 11:59:59","60"
"3","2019/11/30 12:00:00","58","1005","0","111501","2019/12/11 11:59:59","61"
"3","2019/12/11 12:00:00","59","0","0","108401","2019/12/20 14:59:59","62"
"3","2019/12/11 12:00:00","59","0","0","108601","2019/12/20 14:59:59","63"
"3","2019/12/20 15:00:00","60","1006","0","111701","2019/12/31 11:59:59","64"
"3","2019/12/31 12:00:00","61","1007","0","112001","2020/01/03 18:59:59","65"
"3","2019/12/31 12:00:00","61","0","0","106101","2020/01/03 18:59:59","66"
"3","2019/12/31 12:00:00","61","0","0","107101","2020/01/03 18:59:59","67"
"3","2019/12/31 12:00:00","61","0","0","107001","2020/01/03 18:59:59","68"
"3","2020/01/03 19:00:00","62","1007","0","112001","2020/01/10 11:59:59","69"
"3","2020/01/10 12:00:00","63","0","0","108801","2020/01/16 14:59:59","70"
"3","2020/01/10 12:00:00","63","0","0","108701","2020/01/16 14:59:59","71"
"3","2020/01/16 15:00:00","64","1008","0","111901","2020/01/31 11:59:59","72"
"3","2020/01/31 12:00:00","65","1009","0","112201","2020/02/10 11:59:59","73"
"3","2020/02/10 12:00:00","66","0","0","109101","2020/02/15 14:59:59","74"
"3","2020/02/15 15:00:00","67","1010","0","180401","2020/02/25 11:59:59","75"
"3","2020/02/15 15:00:00","67","0","0","107001","2020/02/25 11:59:59","76"
"3","2020/02/15 15:00:00","67","0","0","106101","2020/02/25 11:59:59","77"
"3","2020/02/15 15:00:00","67","0","0","107101","2020/02/25 11:59:59","78"
"3","2020/02/25 12:00:00","68","0","0","110001","2020/02/29 11:59:59","79"
"3","2020/02/25 12:00:00","68","0","0","110301","2020/02/29 11:59:59","80"
"3","2020/02/29 12:00:00","69","1011","0","112401","2020/03/13 14:59:59","81"
"3","2020/03/13 15:00:00","70","1012","0","112501","2020/03/26 11:59:59","82"
"3","2020/03/26 12:00:00","71","0","0","110401","2020/03/31 11:59:59","83"
"3","2020/03/26 12:00:00","71","0","0","110601","2020/03/31 11:59:59","84"
"3","2020/03/31 12:00:00","72","1013","0","111001","2020/04/10 11:59:59","85"
"3","2020/04/10 12:00:00","73","0","0","109201","2020/04/15 14:59:59","86"
"3","2020/04/10 12:00:00","73","0","0","109401","2020/04/15 14:59:59","87"
"3","2020/04/15 15:00:00","74","1014","0","110901","2020/04/24 11:59:59","88"
"3","2020/04/24 12:00:00","75","0","0","111101","2020/04/30 11:59:59","89"
"3","2020/04/30 12:00:00","76","1015","0","112701","2020/05/10 11:59:59","90"
"3","2020/05/10 12:00:00","77","0","0","109501","2020/05/15 14:59:59","91"
"3","2020/05/10 12:00:00","77","0","0","109601","2020/05/15 14:59:59","92"
"3","2020/05/15 15:00:00","78","1016","0","112801","2020/05/31 11:59:59","93"
"3","2020/05/31 12:00:00","79","1017","0","180501","2020/06/03 18:59:59","94"
"3","2020/05/31 12:00:00","79","0","0","180401","2020/06/03 18:59:59","95"
"3","2020/05/31 12:00:00","79","0","0","107001","2020/06/03 18:59:59","96"
"3","2020/05/31 12:00:00","79","0","0","106101","2020/06/03 18:59:59","97"
"3","2020/05/31 12:00:00","79","0","0","107101","2020/06/03 18:59:59","98"
"3","2020/06/03 19:00:00","80","1018","0","112901","2020/06/10 11:59:59","99"
"3","2020/06/10 12:00:00","81","0","0","110001","2020/06/17 14:59:59","100"
"3","2020/06/10 12:00:00","81","0","0","110301","2020/06/17 14:59:59","101"
"3","2020/06/17 15:00:00","82","1019","0","106601","2020/06/24 11:59:59","102"
"3","2020/06/24 12:00:00","83","0","0","111501","2020/06/30 11:59:59","103"
"3","2020/06/30 12:00:00","84","1020","0","180201","2020/07/03 18:59:59","104"
"3","2020/06/30 12:00:00","84","0","0","180501","2020/07/03 18:59:59","105"
"3","2020/06/30 12:00:00","84","0","0","180401","2020/07/03 18:59:59","106"
"3","2020/06/30 12:00:00","84","0","0","107001","2020/07/03 18:59:59","107"
"3","2020/06/30 12:00:00","84","0","0","106101","2020/07/03 18:59:59","108"
"3","2020/06/30 12:00:00","84","0","0","107101","2020/07/03 18:59:59","109"
"3","2020/07/03 19:00:00","85","1021","0","113101","2020/07/10 11:59:59","110"
"3","2020/07/10 12:00:00","86","0","0","110401","2020/07/15 14:59:59","111"
"3","2020/07/10 12:00:00","86","0","0","110601","2020/07/15 14:59:59","112"
"3","2020/07/15 15:00:00","87","1022","0","113301","2020/07/22 11:59:59","113"
"3","2020/07/22 12:00:00","88","0","0","112001","2020/07/27 11:59:59","114"
"3","2020/07/22 12:00:00","88","0","0","111901","2020/07/27 11:59:59","115"
"3","2020/07/27 12:00:00","89","0","0","107501","2020/07/31 11:59:59","116"
"3","2020/07/27 12:00:00","89","0","0","107801","2020/07/31 11:59:59","117"
"3","2020/07/31 12:00:00","90","1023","0","113401","2020/08/10 11:59:59","118"
"3","2020/08/10 12:00:00","91","0","0","110701","2020/08/15 14:59:59","119"
"3","2020/08/10 12:00:00","91","0","0","110801","2020/08/15 14:59:59","120"
"3","2020/08/15 15:00:00","92","1024","0","113601","2020/08/26 11:59:59","121"
"3","2020/08/26 12:00:00","93","0","0","107701","2020/08/31 11:59:59","122"
"3","2020/08/26 12:00:00","93","0","0","107901","2020/08/31 11:59:59","123"
"3","2020/08/31 12:00:00","94","1025","0","106801","2020/09/03 18:59:59","124"
"3","2020/08/31 12:00:00","94","0","0","180201","2020/09/03 18:59:59","125"
"3","2020/08/31 12:00:00","94","0","0","180501","2020/09/03 18:59:59","126"
"3","2020/08/31 12:00:00","94","0","0","180401","2020/09/03 18:59:59","127"
"3","2020/08/31 12:00:00","94","0","0","107001","2020/09/03 18:59:59","128"
"3","2020/08/31 12:00:00","94","0","0","106101","2020/09/03 18:59:59","129"
"3","2020/08/31 12:00:00","94","0","0","107101","2020/09/03 18:59:59","130"
"3","2020/09/03 19:00:00","95","1026","0","113701","2020/09/14 11:59:59","131"
"3","2020/09/14 12:00:00","96","0","0","111101","2020/09/19 14:59:59","132"
"3","2020/09/14 12:00:00","96","0","0","111301","2020/09/19 14:59:59","133"
"3","2020/09/19 15:00:00","97","1027","0","113801","2020/09/30 11:59:59","134"
"3","2020/09/30 12:00:00","98","1028","0","113901","2020/10/10 11:59:59","135"
"3","2020/10/10 12:00:00","99","0","0","111401","2020/10/15 14:59:59","136"
"3","2020/10/10 12:00:00","99","0","0","106501","2020/10/15 14:59:59","137"
"3","2020/10/15 15:00:00","100","1029","0","114001","2020/10/26 14:59:59","138"
"3","2020/10/26 15:00:00","101","0","0","108101","2020/10/31 11:59:59","139"
"3","2020/10/26 15:00:00","101","0","0","108301","2020/10/31 11:59:59","140"
"3","2020/10/31 12:00:00","102","1030","0","114201","2020/11/10 11:59:59","141"
"3","2020/11/10 12:00:00","103","0","0","109701","2020/11/21 14:59:59","142"
"3","2020/11/10 12:00:00","103","0","0","109901","2020/11/21 14:59:59","143"
"3","2020/11/16 15:00:00","104","1031","0","114301","2020/11/30 11:59:59","144"
"3","2020/11/30 12:00:00","105","1032","0","114401","2020/12/10 11:59:59","145"
"3","2020/12/10 12:00:00","106","0","0","111501","2020/12/21 14:59:59","146"
"3","2020/12/10 12:00:00","106","0","0","111701","2020/12/21 14:59:59","147"
"3","2020/12/10 12:00:00","106","0","0","108401","2020/12/21 14:59:59","148"
"3","2020/12/10 12:00:00","106","0","0","108601","2020/12/21 14:59:59","149"
"3","2020/12/21 15:00:00","107","1033","0","114501","2020/12/31 11:59:59","150"
"3","2020/12/31 12:00:00","108","1034","0","180101","2021/01/03 18:59:59","151"
"3","2020/12/31 12:00:00","108","0","0","106801","2021/01/03 18:59:59","152"
"3","2020/12/31 12:00:00","108","0","0","180201","2021/01/03 18:59:59","153"
"3","2020/12/31 12:00:00","108","0","0","180501","2021/01/03 18:59:59","154"
"3","2020/12/31 12:00:00","108","0","0","180401","2021/01/03 18:59:59","155"
"3","2020/12/31 12:00:00","108","0","0","107001","2021/01/03 18:59:59","156"
"3","2020/12/31 12:00:00","108","0","0","106101","2021/01/03 18:59:59","157"
"3","2020/12/31 12:00:00","108","0","0","107101","2021/01/03 18:59:59","158"
"3","2021/01/03 19:00:00","109","1035","0","111801","2021/01/12 11:59:59","159"
"3","2021/01/12 12:00:00","110","0","0","112001","2021/01/17 11:59:59","160"
"3","2021/01/12 12:00:00","110","0","0","111901","2021/01/17 11:59:59","161"
"3","2021/01/17 12:00:00","111","0","0","108801","2021/01/22 14:59:59","162"
"3","2021/01/17 12:00:00","111","0","0","108701","2021/01/22 14:59:59","163"
"3","2021/01/22 15:00:00","112","1036","0","115001","2021/01/31 11:59:59","164"
"3","2021/01/31 12:00:00","113","1037","0","115501","2021/02/10 11:59:59","165"
"3","2021/02/10 12:00:00","114","0","0","112201","2021/02/15 22:59:59","166"
"3","2021/02/10 12:00:00","114","0","0","109101","2021/02/15 22:59:59","167"
"3","2021/02/15 23:00:00","115","1038","0","106401","2021/02/23 14:59:59","168"
"3","2021/02/23 15:00:00","117","0","0","113101","2021/02/28 11:59:59","169"
"3","2021/02/23 15:00:00","118","1039","0","115701","2021/02/28 11:59:59","170"
"3","2021/02/28 12:00:00","119","1040","0","180601","2021/03/03 18:59:59","171"
"3","2021/02/28 12:00:00","119","0","0","180101","2021/03/03 18:59:59","172"
"3","2021/02/28 12:00:00","119","0","0","106801","2021/03/03 18:59:59","173"
"3","2021/02/28 12:00:00","119","0","0","180201","2021/03/03 18:59:59","174"
"3","2021/02/28 12:00:00","119","0","0","180501","2021/03/03 18:59:59","175"
"3","2021/02/28 12:00:00","119","0","0","180401","2021/03/03 18:59:59","176"
"3","2021/02/28 12:00:00","119","0","0","107001","2021/03/03 18:59:59","177"
"3","2021/02/28 12:00:00","119","0","0","106101","2021/03/03 18:59:59","178"
"3","2021/02/28 12:00:00","119","0","0","107101","2021/03/03 18:59:59","179"
"3","2021/03/03 19:00:00","120","1041","0","115901","2021/03/12 11:59:59","180"
"3","2021/03/08 12:00:00","121","0","0","112401","2021/03/24 11:59:59","181"
"3","2021/03/08 12:00:00","121","0","0","112501","2021/03/24 11:59:59","182"
"3","2021/03/12 12:00:00","122","0","0","113401","2021/03/22 14:59:59","183"
"3","2021/03/22 15:00:00","123","1042","0","116001","2021/03/31 11:59:59","184"
"3","2021/03/31 12:00:00","125","1043","0","116301","2021/04/08 11:59:59","185"
"3","2021/04/08 12:00:00","126","0","0","111001","2021/04/15 14:59:59","186"
"3","2021/04/08 12:00:00","126","0","0","110901","2021/04/15 14:59:59","187"
"3","2021/04/15 15:00:00","127","1044","0","116201","2021/04/22 11:59:59","188"
"3","2021/04/22 12:00:00","128","0","0","113901","2021/04/28 11:59:59","189"
"3","2021/04/28 12:00:00","129","1045","0","107101","2021/04/30 11:59:59","190"
"3","2021/04/28 12:00:00","129","0","0","180601","2021/04/30 11:59:59","191"
"3","2021/04/28 12:00:00","129","0","0","180101","2021/04/30 11:59:59","192"
"3","2021/04/28 12:00:00","129","0","0","106801","2021/04/30 11:59:59","193"
"3","2021/04/28 12:00:00","129","0","0","180201","2021/04/30 11:59:59","194"
"3","2021/04/28 12:00:00","129","0","0","180501","2021/04/30 11:59:59","195"
"3","2021/04/28 12:00:00","129","0","0","180401","2021/04/30 11:59:59","196"
"3","2021/04/28 12:00:00","129","0","0","107001","2021/04/30 11:59:59","197"
"3","2021/04/28 12:00:00","129","0","0","106101","2021/04/30 11:59:59","198"
"3","2021/04/30 12:00:00","130","1046","0","116501","2021/05/11 11:59:59","199"
"3","2021/05/11 12:00:00","131","0","0","112701","2021/05/21 14:59:59","200"
"3","2021/05/11 12:00:00","131","0","0","112801","2021/05/21 14:59:59","201"
"3","2021/05/21 15:00:00","133","1047","0","116601","2021/05/31 11:59:59","202"
"3","2021/05/31 12:00:00","134","1048","0","116701","2021/06/09 11:59:59","203"
"3","2021/06/09 12:00:00","135","0","0","112901","2021/06/16 14:59:59","204"
"3","2021/06/09 12:00:00","135","0","0","106601","2021/06/16 14:59:59","205"
"3","2021/06/16 15:00:00","136","0","0","110301","2021/06/20 14:59:59","206"
"3","2021/06/16 15:00:00","136","0","0","110001","2021/06/20 14:59:59","207"
"3","2021/06/16 15:00:00","137","1049","0","116901","2021/06/24 14:59:59","208"
"3","2021/06/20 15:00:00","138","0","0","107801","2021/06/24 14:59:59","209"
"3","2021/06/20 15:00:00","138","0","0","107501","2021/06/24 14:59:59","210"
"3","2021/06/24 15:00:00","139","0","0","114401","2021/06/30 11:59:59","211"
"3","2021/06/30 12:00:00","140","1050","0","180301","2021/07/03 18:59:59","212"
"3","2021/06/30 12:00:00","140","0","0","180601","2021/07/03 18:59:59","213"
"3","2021/06/30 12:00:00","140","0","0","180101","2021/07/03 18:59:59","214"
"3","2021/06/30 12:00:00","140","0","0","106801","2021/07/03 18:59:59","215"
"3","2021/06/30 12:00:00","140","0","0","180201","2021/07/03 18:59:59","216"
"3","2021/06/30 12:00:00","140","0","0","180501","2021/07/03 18:59:59","217"
"3","2021/06/30 12:00:00","140","0","0","180401","2021/07/03 18:59:59","218"
"3","2021/06/30 12:00:00","140","0","0","107001","2021/07/03 18:59:59","219"
"3","2021/06/30 12:00:00","140","0","0","106101","2021/07/03 18:59:59","220"
"3","2021/06/30 12:00:00","140","0","0","107101","2021/07/03 18:59:59","221"
"3","2021/07/03 19:00:00","141","1051","0","117001","2021/07/12 11:59:59","222"
"3","2021/07/08 12:00:00","142","0","0","113101","2021/07/15 14:59:59","223"
"3","2021/07/15 12:00:00","143","0","0","107701","2021/07/19 14:59:59","224"
"3","2021/07/15 12:00:00","143","0","0","107901","2021/07/19 14:59:59","225"
"3","2021/07/15 15:00:00","144","1052","0","117101","2021/07/24 14:59:59","226"
"3","2021/07/19 15:00:00","145","0","0","110401","2021/07/24 14:59:59","227"
"3","2021/07/24 15:00:00","146","0","0","111801","2021/07/31 11:59:59","228"
"3","2021/07/24 15:00:00","146","0","0","115001","2021/07/31 11:59:59","229"
"3","2021/07/31 12:00:00","147","1053","0","117201","2021/08/09 11:59:59","230"
"3","2021/08/09 12:00:00","148","0","0","113401","2021/08/15 14:59:59","231"
"3","2021/08/15 15:00:00","149","1054","0","117301","2021/08/23 11:59:59","232"
"3","2021/08/23 12:00:00","150","0","0","115501","2021/08/31 11:59:59","233"
"3","2021/08/31 12:00:00","151","1055","0","180701","2021/09/03 18:59:59","234"
"3","2021/08/31 12:00:00","151","0","0","180301","2021/09/03 18:59:59","235"
"3","2021/08/31 12:00:00","151","0","0","180601","2021/09/03 18:59:59","236"
"3","2021/08/31 12:00:00","151","0","0","180101","2021/09/03 18:59:59","237"
"3","2021/08/31 12:00:00","151","0","0","106801","2021/09/03 18:59:59","238"
"3","2021/08/31 12:00:00","151","0","0","180201","2021/09/03 18:59:59","239"
"3","2021/08/31 12:00:00","151","0","0","180501","2021/09/03 18:59:59","240"
"3","2021/08/31 12:00:00","151","0","0","180401","2021/09/03 18:59:59","241"
"3","2021/08/31 12:00:00","151","0","0","107001","2021/09/03 18:59:59","242"
"3","2021/08/31 12:00:00","151","0","0","106101","2021/09/03 18:59:59","243"
"3","2021/08/31 12:00:00","151","0","0","107101","2021/09/03 18:59:59","244"
"3","2021/09/03 19:00:00","152","1056","0","117501","2021/09/08 11:59:59","245"
"3","2021/09/08 12:00:00","153","0","0","113701","2021/09/13 11:59:59","246"
"3","2021/09/08 12:00:00","153","0","0","113801","2021/09/13 11:59:59","247"
"3","2021/09/13 12:00:00","154","1057","0","117601","2021/09/18 11:59:59","248"
"3","2021/09/18 12:00:00","155","1058","0","118001","2021/09/24 11:59:59","249"
"3","2021/09/24 12:00:00","156","0","0","108101","2021/09/30 11:59:59","250"
"3","2021/09/24 12:00:00","156","0","0","108301","2021/09/30 11:59:59","251"
"3","2021/09/24 12:00:00","157","0","0","110601","2021/09/30 11:59:59","252"
"3","2021/09/30 12:00:00","158","1059","0","117701","2021/10/08 11:59:59","253"
"3","2021/10/08 12:00:00","159","0","0","113901","2021/10/15 14:59:59","254"
"3","2021/10/15 15:00:00","160","1060","0","117901","2021/10/22 11:59:59","255"
"3","2021/10/22 12:00:00","161","0","0","111101","2021/10/31 11:59:59","256"
"3","2021/10/31 12:00:00","162","1061","0","106701","2021/11/03 18:59:59","257"
"3","2021/10/31 12:00:00","162","0","0","180701","2021/11/03 18:59:59","258"
"3","2021/10/31 12:00:00","162","0","0","180301","2021/11/03 18:59:59","259"
"3","2021/10/31 12:00:00","162","0","0","180601","2021/11/03 18:59:59","260"
"3","2021/10/31 12:00:00","162","0","0","180101","2021/11/03 18:59:59","261"
"3","2021/10/31 12:00:00","162","0","0","106801","2021/11/03 18:59:59","262"
"3","2021/10/31 12:00:00","162","0","0","180201","2021/11/03 18:59:59","263"
"3","2021/10/31 12:00:00","162","0","0","180501","2021/11/03 18:59:59","264"
"3","2021/10/31 12:00:00","162","0","0","180401","2021/11/03 18:59:59","265"
"3","2021/10/31 12:00:00","162","0","0","107001","2021/11/03 18:59:59","266"
"3","2021/10/31 12:00:00","162","0","0","106101","2021/11/03 18:59:59","267"
"3","2021/10/31 12:00:00","162","0","0","107101","2021/11/03 18:59:59","268"
"3","2021/11/03 19:00:00","163","1062","0","119001","2021/11/11 11:59:59","269"
"3","2021/11/11 12:00:00","164","0","0","114201","2021/11/16 11:59:59","270"
"3","2021/11/11 12:00:00","164","0","0","114301","2021/11/16 11:59:59","271"
"3","2021/11/16 12:00:00","166","1063","0","119101","2021/11/24 11:59:59","272"
"3","2021/11/24 12:00:00","167","0","0","108401","2021/11/30 11:59:59","273"
"3","2021/11/24 12:00:00","167","0","0","108601","2021/11/30 11:59:59","274"
"3","2021/11/30 12:00:00","168","1064","0","119901","2021/12/08 11:59:59","275"
"3","2021/12/08 12:00:00","169","0","0","114401","2021/12/15 14:59:59","276"
"3","2021/12/15 15:00:00","170","0","0","111501","2021/12/22 11:59:59","277"
"3","2021/12/22 12:00:00","171","1065","0","119301","2021/12/31 11:59:59","278"
"3","2021/12/31 12:00:00","172","1066","0","180801","2022/01/03 18:59:59","279"
"3","2021/12/31 12:00:00","172","0","0","106701","2022/01/03 18:59:59","280"
"3","2021/12/31 12:00:00","172","0","0","180701","2022/01/03 18:59:59","281"
"3","2021/12/31 12:00:00","172","0","0","180301","2022/01/03 18:59:59","282"
"3","2021/12/31 12:00:00","172","0","0","180601","2022/01/03 18:59:59","283"
"3","2021/12/31 12:00:00","172","0","0","180101","2022/01/03 18:59:59","284"
"3","2021/12/31 12:00:00","172","0","0","106801","2022/01/03 18:59:59","285"
"3","2021/12/31 12:00:00","172","0","0","180201","2022/01/03 18:59:59","286"
"3","2021/12/31 12:00:00","172","0","0","180501","2022/01/03 18:59:59","287"
"3","2021/12/31 12:00:00","172","0","0","180401","2022/01/03 18:59:59","288"
"3","2021/12/31 12:00:00","172","0","0","107001","2022/01/03 18:59:59","289"
"3","2021/12/31 12:00:00","172","0","0","106101","2022/01/03 18:59:59","290"
"3","2021/12/31 12:00:00","172","0","0","107101","2022/01/03 18:59:59","291"
"3","2022/01/03 19:00:00","173","1067","0","120701","2022/01/11 11:59:59","292"
"3","2022/01/11 12:00:00","174","0","0","111801","2022/01/15 14:59:59","293"
"3","2022/01/11 12:00:00","174","0","0","115001","2022/01/15 14:59:59","294"
"3","2022/01/15 15:00:00","175","1068","0","120901","2022/01/24 11:59:59","295"
"3","2022/01/24 12:00:00","176","0","0","108801","2022/01/27 11:59:59","296"
"3","2022/01/24 12:00:00","176","0","0","108701","2022/01/27 11:59:59","297"
"3","2022/01/27 12:00:00","177","0","0","112001","2022/01/31 11:59:59","298"
"3","2022/01/27 12:00:00","177","0","0","111901","2022/01/31 11:59:59","299"
"3","2022/01/31 12:00:00","178","1069","0","121001","2022/02/08 11:59:59","300"
"3","2022/02/08 12:00:00","179","1070","0","116401","2022/02/15 14:59:59","301"
"3","2022/02/15 15:00:00","180","0","0","115501","2022/02/24 11:59:59","302"
"3","2022/02/15 15:00:00","181","1071","0","121101","2022/02/24 11:59:59","303"
"3","2022/02/24 12:00:00","182","0","0","117001","2022/02/28 11:59:59","304"
"3","2022/02/28 12:00:00","183","1072","0","118101","2022/03/03 18:59:59","305"
"3","2022/02/28 12:00:00","183","0","0","180801","2022/03/03 18:59:59","306"
"3","2022/02/28 12:00:00","183","0","0","106701","2022/03/03 18:59:59","307"
"3","2022/02/28 12:00:00","183","0","0","180701","2022/03/03 18:59:59","308"
"3","2022/02/28 12:00:00","183","0","0","180301","2022/03/03 18:59:59","309"
"3","2022/02/28 12:00:00","183","0","0","180601","2022/03/03 18:59:59","310"
"3","2022/02/28 12:00:00","183","0","0","180101","2022/03/03 18:59:59","311"
"3","2022/02/28 12:00:00","183","0","0","106801","2022/03/03 18:59:59","312"
"3","2022/02/28 12:00:00","183","0","0","180201","2022/03/03 18:59:59","313"
"3","2022/02/28 12:00:00","183","0","0","180501","2022/03/03 18:59:59","314"
"3","2022/02/28 12:00:00","183","0","0","180401","2022/03/03 18:59:59","315"
"3","2022/02/28 12:00:00","183","0","0","107001","2022/03/03 18:59:59","316"
"3","2022/02/28 12:00:00","183","0","0","106101","2022/03/03 18:59:59","317"
"3","2022/02/28 12:00:00","183","0","0","107101","2022/03/03 18:59:59","318"
"3","2022/03/03 19:00:00","184","1073","0","121301","2022/03/11 11:59:59","319"
"3","2022/03/08 12:00:00","185","0","0","107801","2022/03/11 11:59:59","320"
"3","2022/03/08 12:00:00","185","0","0","107501","2022/03/11 11:59:59","321"
"3","2022/03/11 12:00:00","186","0","0","115901","2022/03/15 14:59:59","322"
