8c87f3a256eec8993be535a4936c805976794ac1e14f66d8860197e838794ba9,49e08758e6acaba21215192a2d6fe363b8ea0084e90176b56ea72635736f3937,de85e2251c240bcfc00cdd69905ed2a228d191ac01adb912017d5e8555e3ba49,43c43d2af977b3ef6b466864dde5f8f7f4919646648896d22d93e21e306f343f,ccc0444a0fb894eb925001ccd48bc892d6264752ba8fb9ba17980b625ff84cd6
"10190","10","414","799","100"
"10191","10","190","804","100"
"10192","10","147","809","101"
"10193","10","334","815","100"
"10194","10","270","820","100"
"10195","10","487","825","100"
"10196","10","590","831","101"
"10197","10","637","835","100"
"10198","10","572","840","101"
"10199","10","652","842","100"
"10200","10","746","850","100"
"11001","11","255","30","100"
"11002","11","634","34","100"
"11003","11","539","37","100"
"11004","11","413","41","101"
"11005","11","748","46","100"
"11006","11","608","51","100"
"11007","11","1002","54","100"
"11008","11","802","58","101"
"11009","11","509","62","100"
"11010","11","648","67","100"
"11011","11","305","71","100"
"11012","11","15","75","100"
"11013","11","440","78","101"
"11014","11","476","82","100"
"11015","11","735","87","100"
"11016","11","955","92","100"
"11017","11","1027","96","100"
"11018","11","590","101","100"
"11019","11","249","105","100"
"11020","11","694","108","100"
"11021","11","491","112","100"
"11022","11","174","117","100"
"11023","11","218","120","100"
"11024","11","498","125","100"
"11025","11","928","129","101"
"11026","11","819","133","100"
"11027","11","1136","137","100"
"11028","11","875","140","100"
"11029","11","1010","143","100"
"11030","11","1178","147","100"
"11031","11","785","152","101"
"11032","11","357","155","100"
"11033","11","593","159","101"
"11034","11","382","162","101"
"11035","11","662","165","100"
"11036","11","543","170","100"
"11037","11","916","173","101"
"11038","11","1181","178","100"
"11039","11","771","183","400"
"11040","11","1083","188","100"
"11041","11","1192","192","100"
"11042","11","887","197","101"
"11043","11","628","202","100"
"11044","11","674","205","100"
"11045","11","545","210","100"
"11046","11","411","215","101"
"11047","11","546","219","100"
"11048","11","105","224","100"
"11049","11","178","227","100"
"11050","11","261","232","100"
"11051","11","224","237","100"
"11052","11","354","240","100"
"11053","11","638","244","100"
"11054","11","445","247","101"
"11055","11","697","252","100"
"11056","11","1108","255","200"
"11057","11","695","259","100"
"11058","11","1000","262","100"
"11059","11","768","265","101"
"11060","11","608","270","100"
"11061","11","486","273","101"
"11062","11","595","277","100"
"11063","11","430","281","100"
"11064","11","359","284","100"
"11065","11","474","289","100"
"11066","11","230","292","100"
"11067","11","652","296","101"
"11068","11","424","300","100"
"11069","11","472","304","300"
"11070","11","678","307","100"
"11071","11","946","310","100"
"11072","11","912","314","101"
"11073","11","762","317","100"
"11074","11","1057","321","100"
"11075","11","684","326","101"
"11076","11","770","330","100"
"11077","11","565","335","100"
"11078","11","632","340","100"
"11079","11","1049","345","100"
"11080","11","1089","349","101"
"11081","11","908","352","100"
"11082","11","686","357","100"
"11083","11","537","361","100"
"11084","11","271","364","101"
"11085","11","71","369","100"
"11086","11","463","374","100"
"11087","11","585","379","101"
"11088","11","469","383","100"
"11089","11","113","386","100"
"11090","11","7","391","100"
"11091","11","99","395","101"
"11092","11","363","398","100"
"11093","11","118","402","100"
"11094","11","533","407","100"
"11095","11","376","410","100"
"11096","11","160","414","100"
"11097","11","406","417","101"
"11098","11","163","422","100"
"11099","11","544","425","100"
"11100","11","846","429","100"
"11101","11","397","434","101"
"11102","11","174","439","100"
"11103","11","364","444","100"
"11104","11","730","447","400"
"11105","11","922","452","100"
"11106","11","1024","456","100"
"11107","11","625","461","101"
"11108","11","488","464","100"
"11109","11","555","467","300"
"11110","11","655","471","100"
"11111","11","818","476","101"
"11112","11","602","481","100"
"11113","11","909","484","100"
"11114","11","1185","488","100"
"11115","11","828","492","100"
"11116","11","619","495","100"
"11117","11","567","500","100"
"11118","11","806","503","200"
"11119","11","708","506","100"
"11120","11","1043","510","100"
"11121","11","707","514","100"
"11122","11","992","519","101"
"11123","11","811","522","100"
"11124","11","497","526","101"
"11125","11","166","529","100"
"11126","11","5","532","100"
"11127","11","436","537","101"
"11128","11","658","541","100"
"11129","11","559","546","100"
"11130","11","380","551","101"
"11131","11","153","554","100"
"11132","11","385","558","101"
"11133","11","635","563","100"
"11134","11","339","566","100"
"11135","11","27","570","101"
"11136","11","367","575","100"
"11137","11","143","580","100"
"11138","11","42","583","100"
"11139","11","275","586","101"
"11140","11","712","590","100"
"11141","11","1015","595","100"
"11142","11","620","599","400"
"11143","11","675","604","100"
"11144","11","1033","608","100"
"11145","11","852","612","101"
"11146","11","776","615","100"
"11147","11","546","619","300"
"11148","11","498","624","100"
"11149","11","787","628","101"
"11150","11","562","633","100"
"11151","11","158","636","100"
"11152","11","303","640","100"
"11153","11","204","644","100"
"11154","11","310","649","101"
"11155","11","35","653","100"
"11156","11","210","656","100"
"11157","11","473","659","100"
"11158","11","240","662","100"
"11159","11","123","665","100"
"11160","11","457","670","101"
"11161","11","582","674","100"
"11162","11","764","677","101"
"11163","11","430","682","100"
"11164","11","394","686","100"
"11165","11","546","690","101"
"11166","11","686","694","100"
"11167","11","754","698","101"
"11168","11","323","702","100"
"11169","11","765","706","100"
"11170","11","1034","710","200"
"11171","11","775","714","100"
"11172","11","387","719","100"
"11173","11","584","722","100"
"11174","11","473","727","101"
"11175","11","651","730","100"
"11176","11","772","735","100"
"11177","11","677","739","101"
"11178","11","274","743","100"
"11179","11","567","748","100"
"11180","11","671","752","100"
"11181","11","290","755","400"
"11182","11","511","760","100"
"11183","11","135","764","100"
"11184","11","47","768","100"
"11185","11","139","773","100"
"11186","11","268","778","101"
"11187","11","669","783","100"
"11188","11","589","787","100"
"11189","11","419","793","101"
"11190","11","859","799","100"
"11191","11","1120","804","100"
"11192","11","1054","809","101"
"11193","11","904","815","100"
"11194","11","1153","820","100"
"11195","11","899","825","100"
"11196","11","805","831","101"
"11197","11","546","835","100"
"11198","11","308","840","101"
"11199","11","50","842","100"
"11200","11","483","850","100"
"12001","12","512","30","100"
"12002","12","411","35","100"
"12003","12","536","40","101"
"12004","12","762","43","100"
"12005","12","361","47","100"
"12006","12","725","51","100"
"12007","12","1121","56","100"
"12008","12","805","59","101"
"12009","12","341","63","100"
"12010","12","658","67","100"
"12011","12","351","71","100"
"12012","12","150","75","100"
"12013","12","504","78","101"
"12014","12","978","82","100"
"12015","12","517","87","101"
"12016","12","877","92","100"
"12017","12","650","97","100"
"12018","12","818","102","100"
"12019","12","510","110","100"
"12020","12","549","115","100"
"12021","12","450","120","100"
"12022","12","735","125","100"
"12023","12","929","128","100"
"12024","12","868","131","101"
"12025","12","1060","138","100"
"12026","12","929","142","100"
"12027","12","726","146","101"
"12028","12","674","151","100"
"12029","12","1052","155","100"
"12030","12","1013","160","100"
"12031","12","1095","164","100"
"12032","12","1039","168","101"
"12033","12","579","171","100"
"12034","12","255","174","100"
"12035","12","593","178","100"
"12036","12","947","183","100"
"12037","12","638","186","100"
"12038","12","1037","189","100"
"12039","12","987","192","101"
"12040","12","812","195","100"
"12041","12","685","198","100"
"12042","12","1105","202","100"
"12043","12","750","207","100"
"12044","12","476","212","101"
"12045","12","697","216","100"
"12046","12","366","219","400"
"12047","12","705","223","100"
"12048","12","382","226","100"
"12049","12","269","230","101"
"12050","12","694","235","100"
"12051","12","470","238","100"
"12052","12","764","243","100"
"12053","12","391","248","101"
"12054","12","236","252","100"
"12055","12","142","255","100"
"12056","12","298","258","100"
"12057","12","594","263","300"
"12058","12","916","266","100"
"12059","12","793","271","100"
"12060","12","854","275","100"
"12061","12","681","279","101"
"12062","12","1030","282","100"
"12063","12","550","286","200"
"12064","12","278","289","100"
"12065","12","145","294","100"
"12066","12","65","297","101"
"12067","12","319","300","100"
"12068","12","398","303","101"
"12069","12","438","308","101"
"12070","12","66","312","100"
"12071","12","104","317","100"
"12072","12","520","322","100"
"12073","12","851","326","100"
"12074","12","736","329","101"
"12075","12","1175","334","100"
"12076","12","742","337","100"
"12077","12","978","340","100"
"12078","12","1194","344","100"
"12079","12","1143","349","101"
"12080","12","712","354","100"
"12081","12","1129","357","100"
"12082","12","1088","361","101"
"12083","12","749","364","100"
"12084","12","605","368","100"
"12085","12","773","371","100"
"12086","12","457","376","100"
"12087","12","231","381","101"
"12088","12","595","385","100"
"12089","12","322","389","100"
"12090","12","445","393","100"
"12091","12","130","396","101"
"12092","12","588","399","100"
"12093","12","726","402","100"
"12094","12","314","405","101"
"12095","12","595","410","100"
"12096","12","652","413","200"
"12097","12","757","418","100"
"12098","12","604","423","100"
"12099","12","853","426","101"
"12100","12","1121","429","100"
"12101","12","919","434","100"
"12102","12","840","439","400"
"12103","12","723","443","100"
"12104","12","811","448","100"
"12105","12","769","452","300"
"12106","12","427","457","101"
"12107","12","599","462","100"
"12108","12","228","465","100"
"12109","12","44","469","101"
"12110","12","224","472","100"
"12111","12","25","476","100"
"12112","12","128","481","100"
"12113","12","589","484","101"
"12114","12","961","489","100"
"12115","12","632","493","100"
"12116","12","662","497","100"
"12117","12","316","501","100"
"12118","12","487","509","101"
"12119","12","545","514","100"
"12120","12","929","522","100"
"12121","12","667","525","101"
"12122","12","468","528","100"
"12123","12","341","531","100"
"12124","12","711","534","400"
"12125","12","1007","538","100"
"12126","12","1054","543","100"
"12127","12","703","546","101"
"12128","12","421","551","100"
"12129","12","634","554","100"
"12130","12","1101","557","100"
"12131","12","842","562","101"
"12132","12","1021","567","100"
"12133","12","1103","572","100"
"12134","12","931","575","100"
"12135","12","1062","579","100"
"12136","12","1020","583","100"
"12137","12","1108","586","100"
"12138","12","1052","591","100"
"12139","12","681","596","100"
"12140","12","438","599","101"
"12141","12","471","604","100"
"12142","12","311","607","101"
"12143","12","373","612","100"
"12144","12","771","616","101"
"12145","12","983","619","100"
"12146","12","1098","622","100"
"12147","12","890","625","101"
"12148","12","1032","629","100"
"12149","12","642","632","300"
"12150","12","378","636","100"
"12151","12","90","641","100"
"12152","12","525","646","200"
"12153","12","980","651","100"
"12154","12","1012","654","100"
"12155","12","1177","658","101"
"12156","12","761","663","100"
"12157","12","804","666","101"
"12158","12","1015","670","100"
"12159","12","1095","673","100"
"12160","12","1052","675","100"
"12161","12","868","680","400"
"12162","12","705","683","100"
"12163","12","1023","686","100"
"12164","12","798","690","101"
"12165","12","684","694","100"
"12166","12","870","698","100"
"12167","12","1074","702","100"
"12168","12","999","707","100"
"12169","12","610","711","101"
"12170","12","644","715","100"
"12171","12","783","719","101"
"12172","12","981","724","100"
"12173","12","1188","728","100"
"12174","12","1079","734","101"
"12175","12","658","739","100"
"12176","12","750","742","100"
"12177","12","526","745","100"
"12178","12","636","751","100"
"12179","12","457","757","101"
"12180","12","178","763","100"
"12181","12","369","768","100"
"12182","12","677","772","101"
"12183","12","793","777","100"
"12184","12","424","781","100"
"12185","12","510","786","101"
"12186","12","791","792","100"
"12187","12","1074","797","101"
"12188","12","905","802","100"
"12189","12","590","805","100"
"12190","12","759","808","100"
"12191","12","419","812","100"
"12192","12","513","817","100"
"12193","12","912","823","100"
"12194","12","792","828","100"
"12195","12","1154","833","101"
"12196","12","678","837","100"
"12197","12","833","841","100"
"12198","12","571","845","100"
"12199","12","608","850","100"
"12200","12","446","855","101"
"13001","13","314","30","100"
"13002","13","355","35","100"
"13003","13","159","39","100"
"13004","13","535","42","100"
"13005","13","72","46","100"
"13006","13","150","49","101"
"13007","13","298","53","100"
"13008","13","665","56","100"
"13009","13","1046","60","100"
"13010","13","973","65","100"
"13011","13","800","68","101"
"13012","13","723","73","100"
"13013","13","763","76","100"
"13014","13","858","81","100"
"13015","13","682","85","101"
"13016","13","426","89","100"
"13017","13","268","94","100"
"13018","13","122","97","100"
"13019","13","43","102","101"
"13020","13","376","107","100"
"13021","13","765","112","100"
"13022","13","1006","117","100"
"13023","13","855","121","101"
"13024","13","789","124","100"
"13025","13","1021","129","100"
"13026","13","707","133","101"
"13027","13","1093","138","100"
"13028","13","1172","143","100"
"13029","13","700","148","101"
"13030","13","1003","153","100"
"13031","13","746","158","100"
"13032","13","429","163","101"
"13033","13","84","167","100"
"13034","13","230","171","100"
"13035","13","409","174","100"
"13036","13","234","179","100"
"13037","13","627","183","100"
"13038","13","504","188","100"
"13039","13","620","191","101"
"13040","13","831","196","100"
"13041","13","621","200","100"
"13042","13","754","205","100"
"13043","13","403","208","100"
"13044","13","325","212","101"
"13045","13","128","215","100"
"13046","13","510","220","400"
"13047","13","119","223","100"
"13048","13","159","228","100"
"13049","13","220","232","101"
"13050","13","61","236","100"
"13051","13","176","239","100"
"13052","13","289","243","100"
"13053","13","150","246","101"
"13054","13","398","251","100"
"13055","13","672","254","100"
"13056","13","985","257","100"
"13057","13","650","262","300"
"13058","13","740","267","100"
"13059","13","1016","271","100"
"13060","13","1058","274","100"
"13061","13","989","277","101"
"13062","13","703","282","100"
"13063","13","410","285","200"
"13064","13","800","288","100"
"13065","13","750","291","100"
"13066","13","821","294","101"
"13067","13","768","298","100"
"13068","13","1078","303","101"
"13069","13","1120","308","101"
"13070","13","831","313","100"
"13071","13","783","318","100"
"13072","13","459","322","100"
"13073","13","229","325","100"
"13074","13","271","328","101"
"13075","13","75","332","100"
"13076","13","355","337","100"
"13077","13","202","342","100"
"13078","13","288","347","100"
"13079","13","546","350","101"
"13080","13","497","355","400"
"13081","13","430","359","100"
"13082","13","258","362","101"
"13083","13","594","366","100"
"13084","13","894","371","100"
"13085","13","1131","376","100"
"13086","13","1176","380","100"
"13087","13","930","385","101"
"13088","13","572","390","100"
"13089","13","300","394","100"
"13090","13","540","398","100"
"13091","13","759","401","101"
"13092","13","1048","405","100"
"13093","13","712","410","100"
"13094","13","445","413","101"
"13095","13","391","416","100"
"13096","13","313","421","200"
"13097","13","223","424","100"
"13098","13","347","429","100"
"13099","13","677","432","101"
"13100","13","473","435","100"
"13101","13","370","438","100"
"13102","13","315","443","100"
"13103","13","388","447","100"
"13104","13","720","452","300"
"13105","13","991","456","100"
"13106","13","1131","460","101"
"13107","13","814","464","100"
"13108","13","626","467","100"
"13109","13","413","472","101"
"13110","13","210","477","100"
"13111","13","327","480","100"
"13112","13","658","483","100"
"13113","13","911","488","101"
"13114","13","564","493","100"
"13115","13","704","496","100"
"13116","13","553","501","100"
"13117","13","456","504","100"
"13118","13","834","508","100"
"13119","13","1009","512","101"
"13120","13","1059","517","100"
"13121","13","716","522","100"
"13122","13","361","525","100"
"13123","13","300","530","101"
"13124","13","171","533","100"
"13125","13","399","536","100"
"13126","13","302","541","400"
"13127","13","559","545","100"
"13128","13","872","550","100"
"13129","13","1059","554","101"
"13130","13","1125","559","100"
"13131","13","891","564","100"
"13132","13","685","569","100"
"13133","13","772","574","101"
"13134","13","406","577","100"
"13135","13","180","580","100"
"13136","13","315","584","100"
"13137","13","459","590","100"
"13138","13","245","596","100"
"13139","13","149","599","100"
"13140","13","377","602","100"
"13141","13","587","607","100"
"13142","13","879","611","101"
"13143","13","1189","614","100"
"13144","13","983","617","101"
"13145","13","648","623","100"
"13146","13","745","629","101"
"13147","13","662","634","100"
"13148","13","381","637","100"
"13149","13","607","642","101"
"13150","13","390","646","100"
"13151","13","743","651","100"
"13152","13","704","657","100"
"13153","13","531","660","100"
"13154","13","316","663","100"
"13155","13","477","668","300"
"13156","13","316","673","100"
"13157","13","347","676","101"
"13158","13","697","682","100"
"13159","13","376","686","101"
"13160","13","524","692","100"
"13161","13","585","695","100"
"13162","13","436","701","400"
"13163","13","332","705","100"
"13164","13","391","710","101"
"13165","13","344","714","100"
"13166","13","696","719","100"
"13167","13","406","723","100"
"13168","13","556","726","100"
"13169","13","963","730","101"
"13170","13","1149","733","100"
"13171","13","713","737","101"
"13172","13","238","742","100"
"13173","13","500","746","100"
"13174","13","265","750","101"
"13175","13","576","754","100"
"13176","13","444","758","100"
"13177","13","858","762","100"
"13178","13","1152","767","100"
"13179","13","696","770","100"
"13180","13","1043","773","100"
"13181","13","1164","776","101"
"13182","13","825","781","100"
"13183","13","537","784","100"
"13184","13","588","788","101"
"13185","13","445","792","100"
"13186","13","297","795","101"
"13187","13","447","798","100"
"13188","13","307","801","100"
"13189","13","388","804","100"
"13190","13","182","809","200"
"13191","13","275","813","100"
"13192","13","234","816","100"
"13193","13","378","821","100"
"13194","13","693","825","100"
"13195","13","478","828","101"
"13196","13","758","832","100"
"13197","13","299","837","100"
"13198","13","637","840","100"
"13199","13","380","844","100"
"13200","13","203","850","101"
"14001","14","314","30","100"
"14002","14","602","34","100"
"14003","14","446","37","100"
"14004","14","762","47","100"
"14005","14","620","53","100"
"14006","14","571","58","101"
"14007","14","685","62","100"
"14008","14","887","65","100"
"14009","14","1184","70","100"
"14010","14","934","72","100"
"14011","14","972","74","101"
"14012","14","681","79","100"
"14013","14","747","85","100"
"14014","14","483","90","100"
"14015","14","194","93","101"
"14016","14","102","99","100"
"14017","14","358","103","100"
"14018","14","547","105","100"
"14019","14","462","111","101"
"14020","14","735","116","100"
"14021","14","651","119","100"
"14022","14","555","123","100"
"14023","14","226","125","101"
"14024","14","293","131","100"
"14025","14","637","133","100"
"14026","14","601","139","101"
"14027","14","873","141","100"
"14028","14","688","147","100"
"14029","14","1023","153","101"
"14030","14","978","155","100"
"14031","14","906","157","100"
"14032","14","773","162","101"
"14033","14","623","168","100"
"14034","14","491","174","100"
"14035","14","525","177","100"
"14036","14","864","183","100"
"14037","14","1036","189","100"
"14038","14","1162","195","100"
"14039","14","848","197","101"
"14040","14","731","202","100"
"14041","14","844","205","100"
"14042","14","772","210","100"
"14043","14","998","214","100"
"14044","14","925","217","101"
"14045","14","1005","223","100"
"14046","14","540","229","400"
"14047","14","719","231","100"
"14048","14","476","236","100"
"14049","14","563","238","101"
"14050","14","504","243","100"
"14051","14","598","249","100"
"14052","14","923","252","100"
"14053","14","696","257","101"
"14054","14","983","261","100"
"14055","14","802","264","100"
"14056","14","929","267","100"
"14057","14","641","272","300"
"14058","14","872","274","100"
"14059","14","776","280","100"
"14060","14","607","285","100"
"14061","14","487","288","101"
"14062","14","681","291","100"
"14063","14","815","294","200"
"14064","14","990","300","100"
"14065","14","911","304","100"
"14066","14","558","309","101"
"14067","14","411","312","100"
"14068","14","558","317","101"
"14069","14","634","322","101"
"14070","14","988","326","100"
"14071","14","1155","330","100"
"14072","14","880","334","100"
"14073","14","670","336","100"
"14074","14","629","340","101"
"14075","14","383","342","100"
"14076","14","309","347","100"
"14077","14","447","353","100"
"14078","14","176","358","100"
"14079","14","65","362","101"
"14080","14","250","366","400"
"14081","14","507","369","100"
"14082","14","201","373","101"
"14083","14","418","375","100"
"14084","14","136","378","100"
"14085","14","335","380","100"
"14086","14","17","383","100"
"14087","14","93","388","101"
"14088","14","152","390","100"
"14089","14","408","392","100"
"14090","14","618","394","100"
"14091","14","398","397","101"
"14092","14","170","403","100"
"14093","14","336","407","100"
"14094","14","446","409","101"
"14095","14","298","412","100"
"14096","14","658","418","200"
"14097","14","934","424","100"
"14098","14","1137","426","100"
"14099","14","786","431","101"
"14100","14","1145","434","100"
"14101","14","818","438","100"
"14102","14","526","443","100"
"14103","14","239","449","100"
"14104","14","29","454","100"
"14105","14","238","456","100"
"14106","14","603","458","101"
"14107","14","737","460","100"
"14108","14","952","463","100"
"14109","14","1184","466","101"
"14110","14","1120","468","100"
"14111","14","860","474","100"
"14112","14","1113","479","100"
"14113","14","912","484","101"
"14114","14","684","488","100"
"14115","14","725","491","100"
"14116","14","1021","494","100"
"14117","14","869","500","300"
"14118","14","535","506","100"
"14119","14","759","510","101"
"14120","14","583","516","100"
"14121","14","251","518","100"
"14122","14","152","522","100"
"14123","14","378","525","101"
"14124","14","604","527","100"
"14125","14","446","529","100"
"14126","14","312","532","400"
"14127","14","429","534","100"
"14128","14","12","537","100"
"14129","14","301","543","101"
"14130","14","714","548","100"
"14131","14","481","553","100"
"14132","14","305","558","100"
"14133","14","212","560","101"
"14134","14","511","562","100"
"14135","14","314","566","100"
"14136","14","512","572","100"
"14137","14","771","578","100"
"14138","14","719","583","100"
"14139","14","572","586","100"
"14140","14","521","589","100"
"14141","14","823","595","100"
"14142","14","608","598","101"
"14143","14","561","604","100"
"14144","14","869","608","101"
"14145","14","1199","614","100"
"14146","14","991","618","101"
"14147","14","816","621","100"
"14148","14","757","627","100"
"14149","14","1187","633","101"
"14150","14","1073","636","100"
"14151","14","925","642","100"
"14152","14","670","648","400"
"14153","14","730","654","100"
"14154","14","1018","656","100"
"14155","14","938","659","300"
"14156","14","612","662","100"
"14157","14","259","664","101"
"14158","14","293","670","100"
"14159","14","342","675","101"
"14160","14","458","677","100"
"14161","14","585","683","100"
"14162","14","501","685","100"
"14163","14","82","691","100"
"14164","14","433","695","101"
"14165","14","281","700","100"
"14166","14","247","706","100"
"14167","14","71","708","100"
"14168","14","499","711","100"
"14169","14","843","717","101"
"14170","14","887","722","100"
"14171","14","441","725","101"
"14172","14","115","729","100"
"14173","14","241","735","100"
"14174","14","477","738","101"
"14175","14","534","743","100"
"14176","14","859","746","200"
"14177","14","742","750","100"
"14178","14","599","754","100"
"14179","14","433","760","100"
"14180","14","239","766","100"
"14181","14","670","771","101"
"14182","14","267","777","100"
"14183","14","617","781","100"
"14184","14","959","784","101"
"14185","14","649","790","100"
"14186","14","776","795","101"
"14187","14","602","800","100"
"14188","14","375","803","100"
"14189","14","720","805","100"
"14190","14","451","810","100"
"14191","14","196","813","100"
"14192","14","70","815","100"
"14193","14","340","818","100"
"14194","14","548","823","100"
"14195","14","758","829","101"
"14196","14","1005","833","100"
"14197","14","830","836","100"
"14198","14","727","841","100"
"14199","14","814","847","100"
"14200","14","1111","855","101"
"15001","15","120","30","100"
"15002","15","40","33","100"
"15003","15","239","40","101"
"15004","15","64","44","100"
"15005","15","10","48","100"
"15006","15","262","53","100"
"15007","15","228","57","100"
"15008","15","190","61","101"
"15009","15","339","66","100"
"15010","15","205","69","100"
"15011","15","369","72","100"
"15012","15","151","75","100"
"15013","15","187","78","100"
"15014","15","458","81","101"
"15015","15","427","85","100"
"15016","15","665","88","100"
"15017","15","433","93","400"
"15018","15","602","96","100"
"15019","15","301","99","100"
"15020","15","168","102","100"
"15021","15","335","106","101"
"15022","15","648","110","100"
"15023","15","915","115","100"
"15024","15","1085","119","101"
"15025","15","785","122","100"
"15026","15","467","127","100"
"15027","15","568","132","101"
"15028","15","231","136","100"
"15029","15","155","141","100"
"15030","15","259","145","100"
"15031","15","531","150","500"
"15032","15","263","155","100"
"15033","15","633","160","100"
"15034","15","212","163","101"
"15035","15","104","168","100"
"15036","15","371","173","100"
