f53321e76e17a866804215c7f0c6cddc1c41f594628c1df3254716c18274ccf3,06017a36be07f3747f021fd85be5ffebf9d5f7937a4b63d7e59bc8ceadd9a98d,07a1482e015e93a70b13c7c1f275df95b98ba9d7da853f7534483f3f2941c5db,f00b506b85e3700f22ad5635df0bdda785478ffa045888f609aebabea8a38ef8,5993e25a3e05be1c0470060a0faaf24ce667aac693447a73e6bf00986ab6f9c9,e2323e6df80f52104561da6708290766fb71d1709512f236d3bcb7529d1b4e19,de390c1cadc52732dc00b39925954595ae78534b0f9904b260d57bfd4af01d57,e276d493834762c33a83cae295ad95fc7523931914b1b549f56f96bc35b9e0d4,898329cc90c1ca8304181eb95fb112954c91cb83d653ba4e9d0437a3cb2fa6ed,5bd852938fbe4b811b5e0571cdf3c64d04889eaa6d63d7624af5acca91fa57de,4b1938ae54dbc13b562aef803cf999edbd88dc74b4d2aca19370e91599fcca1b,58e4e54984f00838d45ea8233a9fcbad4a63ae9bbc867dc49000405d60c4aafb,44158a4f1779f44ee785a953f363f4d909c6ce2d9fd3af8c9f58e8d90c33fba7,7d86e86cf2aa0f605d097db1456457d8ac6c38bf4cc3955970a7b3ed94889d44,b9cea987209b483c60238a9ec952a4ab333dd1ec0a0f1a21ffe099f663a0e200,501e373628278a82efddf271d9e309656e43936d290751719e8f9153ac378fb6
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1005106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1005107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1005108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1005109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31042","1","90006","1005110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1005111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1005112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1005113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1005114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31042","1","90006","1005115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1005116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1006101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1006102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1006103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1006104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31025","2","90006","1006105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1006106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1006107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1006108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1006109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31025","1","90006","1006110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1006111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1006112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1006113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1006114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31025","1","90006","1006115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1006116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1007101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1007102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1007103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1007104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31018","2","90006","1007105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1007106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1007107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1007108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1007109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31018","1","90006","1007110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1007111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1007112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1007113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1007114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31018","1","90006","1007115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1007116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1008101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1008102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1008103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1008104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31042","2","90006","1008105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1008106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1008107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1008108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1008109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31042","1","90006","1008110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1008111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1008112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1008113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1008114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31042","1","90006","1008115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1008116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1009101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1009102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1009103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1009104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31043","2","90006","1009105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1009106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1009107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1009108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1009109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31043","1","90006","1009110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1009111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1009112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1009113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1009114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31043","1","90006","1009115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1009116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1010101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1010102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1010103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1010104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31022","2","90006","1010105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1010106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1010107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1010108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1010109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31022","1","90006","1010110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1010111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1010112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1010113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1010114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31022","1","90006","1010115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1010116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1011101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1011102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1011103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1011104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31025","2","90006","1011105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1011106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1011107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1011108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1011109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31025","1","90006","1011110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1011111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1011112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1011113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1011114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31025","1","90006","1011115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1011116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1012101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1012102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1012103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1012104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31018","2","90006","1012105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1012106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1012107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1012108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1012109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31018","1","90006","1012110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1012111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1012112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1012113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1012114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31018","1","90006","1012115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1012116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1013101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1013102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1013103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1013104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31042","2","90006","1013105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1013106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1013107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1013108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1013109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31042","1","90006","1013110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1013111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1013112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1013113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1013114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31042","1","90006","1013115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1013116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1014101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1014102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1014103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1014104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31043","2","90006","1014105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1014106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1014107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1014108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1014109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31043","1","90006","1014110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1014111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1014112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1014113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1014114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31043","1","90006","1014115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1014116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1015101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1015102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1015103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1015104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31025","2","90006","1015105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1015106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1015107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1015108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1015109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31025","1","90006","1015110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1015111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1015112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1015113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1015114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31025","1","90006","1015115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1015116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1016101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1016102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1016103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1016104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31022","2","90006","1016105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1016106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1016107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1016108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1016109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31022","1","90006","1016110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1016111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1016112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1016113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1016114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31022","1","90006","1016115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1016116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1017101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1017102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1017103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1017104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31018","2","90006","1017105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1017106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1017107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1017108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1017109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31018","1","90006","1017110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1017111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1017112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1017113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1017114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31018","1","90006","1017115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1017116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1018101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1018102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1018103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1018104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31042","2","90006","1018105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1018106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1018107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1018108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1018109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31042","1","90006","1018110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1018111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1018112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1018113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1018114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31042","1","90006","1018115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1018116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1019101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1019102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1019103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1019104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31043","2","90006","1019105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1019106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1019107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1019108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1019109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31043","1","90006","1019110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1019111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1019112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1019113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1019114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31043","1","90006","1019115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1019116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1020101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1020102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1020103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1020104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31025","2","90006","1020105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1020106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1020107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1020108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1020109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31025","1","90006","1020110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1020111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1020112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1020113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1020114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31025","1","90006","1020115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1020116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1021101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1021102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1021103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1021104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31022","2","90006","1021105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1021106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1021107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1021108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1021109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31022","1","90006","1021110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1021111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1021112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1021113"
"2","8","91002","2","40","0","0","0","60","0","0","0","0","0","90006","1021114"
"2","8","91002","2","80","0","0","0","100","0","0","0","31022","1","90006","1021115"
"0","12","94002","0","25000","0","0","0","0","0","0","0","0","0","0","1021116"
"2","8","91002","2","40","0","0","0","20","0","0","0","0","0","90006","1022101"
"2","8","91002","2","50","0","0","0","30","0","0","0","0","0","90006","1022102"
"2","8","91002","2","75","0","0","0","40","0","0","0","0","0","90006","1022103"
"2","8","91002","2","100","0","0","0","50","0","0","0","0","0","90006","1022104"
"2","8","91002","2","150","0","0","0","100","0","0","0","31018","2","90006","1022105"
"2","8","91002","2","20","0","0","0","20","0","0","0","0","0","90006","1022106"
"2","8","91002","2","25","0","0","0","30","0","0","0","0","0","90006","1022107"
"2","8","91002","2","30","0","0","0","40","0","0","0","0","0","90006","1022108"
"2","8","91002","2","40","0","0","0","50","0","0","0","0","0","90006","1022109"
"2","8","91002","2","80","0","0","0","100","0","0","0","31018","1","90006","1022110"
"2","8","91002","2","20","0","0","0","30","0","0","0","0","0","90006","1022111"
"2","8","91002","2","25","0","0","0","40","0","0","0","0","0","90006","1022112"
"2","8","91002","2","30","0","0","0","50","0","0","0","0","0","90006","1022113"
