6055b76828c2cd1abeea8a555069243ecbdaa793059ceb07ae8fee296380ae0b,42f6cd1ecd6cc6871239eacf655c9b50852a1a54f382964cf522b94fb7cf0007,33dbf97cc6d750f20ec7cd5e6130f58b7191ffdc425031ef7614d58ce2d0f92e,0a858e669790e16c6c8f34d496f1cf9b4b443500fb4038c2ee5a66fa9aa51572,e7f224aacaf9bd7d4e2482604eeb9f7e56be9f122e2ba6a13a2f8cb6109b6f93,a1601c7902b01548c0c334983a841bf4481863d72ddd48c24a797a16bc2268a1,2d9772a95044c250e27b2777002bb83c6f0e6300a57a18e9bbd9d2aa4a222ed9,332accaf10ba9552b88dea21013bdcfe7eefbf3bb337f23b2737292ed9df7b8a,a697eef928644b64282e5197924145e6da401c2577fada84dfecf419b5ab208a
"410011001","70","8000","8000","8000","0","8010","8000","410011001"
"410020101","70","8010","8000","8000","0","8000","8000","410020101"
"410020201","70","8000","8010","8000","0","8000","8000","410020201"
"410020301","70","8000","8000","8010","0","8000","8000","410020301"
"410020401","70","8000","8000","8000","0","8010","8000","410020401"
"410020501","70","8000","8000","8000","0","8000","8010","410020501"
"410020601","70","8000","8010","8000","0","8000","8000","410020601"
"410020701","70","8010","8000","8000","0","8000","8000","410020701"
"410020801","70","8000","8000","8010","0","8000","8000","410020801"
"410020901","70","8000","8000","8000","0","8010","8000","410020901"
"410021001","70","8000","8000","8000","0","8000","8010","410021001"
"715707801","14","8010","8010","8010","0","8010","8010","715707801"
"715707801","15","8010","8010","8010","0","8010","8010","715707802"
"725707801","15","8010","8010","8010","0","8010","8010","725707801"
"74005101","36","8000","8000","8000","0","8000","8000","740051011"
"74005102","36","8000","8000","8000","0","8000","8000","740051021"
"74005103","36","8000","8000","8000","0","8000","8000","740051031"
"74005104","36","8000","8000","8000","0","8000","8000","740051041"
"74005105","36","8000","8000","8000","0","8000","8000","740051051"
"74005201","36","8000","8000","8000","0","8000","8000","740052011"
"74005202","36","8000","8000","8000","0","8000","8000","740052021"
"74005203","36","8000","8000","8000","0","8000","8000","740052031"
"74005204","36","8000","8000","8000","0","8000","8000","740052041"
"74005205","36","8000","8000","8000","0","8000","8000","740052051"
"74006101","36","8000","8000","8000","0","8000","8000","740061011"
"74006102","36","8000","8000","8000","0","8000","8000","740061021"
"74006103","36","8000","8000","8000","0","8000","8000","740061031"
"74006104","36","8000","8000","8000","0","8000","8000","740061041"
"74006105","36","8000","8000","8000","0","8000","8000","740061051"
"74006201","36","8000","8000","8000","0","8000","8000","740062011"
"74006202","36","8000","8000","8000","0","8000","8000","740062021"
"74006203","36","8000","8000","8000","0","8000","8000","740062031"
"74006204","36","8000","8000","8000","0","8000","8000","740062041"
"74006205","36","8000","8000","8000","0","8000","8000","740062051"
"74006502","36","8030","8030","8030","0","8030","8030","740065021"
"74006503","36","8010","8010","8010","0","8010","8010","740065031"
"74006504","36","8020","8020","8020","0","8020","8020","740065041"
"74006505","36","8020","8020","8020","0","8020","8020","740065051"
"74007101","36","8000","8000","8000","0","8000","8000","740071011"
"74007102","36","8000","8000","8000","0","8000","8000","740071021"
"74007103","36","8000","8000","8000","0","8000","8000","740071031"
"74007104","36","8000","8000","8000","0","8000","8000","740071041"
"74007105","36","8000","8000","8000","0","8000","8000","740071051"
"74007201","36","8000","8000","8000","0","8000","8000","740072011"
"74007202","36","8000","8000","8000","0","8000","8000","740072021"
"74007203","36","8000","8000","8000","0","8000","8000","740072031"
"74007204","36","8000","8000","8000","0","8000","8000","740072041"
"74007205","36","8000","8000","8000","0","8000","8000","740072051"
"74008101","36","8000","8000","8000","0","8000","8000","740081011"
"74008102","36","8000","8000","8000","0","8000","8000","740081021"
"74008103","36","8000","8000","8000","0","8000","8000","740081031"
"74008104","36","8000","8000","8000","0","8000","8000","740081041"
"74008105","36","8000","8000","8000","0","8000","8000","740081051"
"74008201","36","8000","8000","8000","0","8000","8000","740082011"
"74008202","36","8000","8000","8000","0","8000","8000","740082021"
"74008203","36","8000","8000","8000","0","8000","8000","740082031"
"74008204","36","8000","8000","8000","0","8000","8000","740082041"
"74008205","36","8000","8000","8000","0","8000","8000","740082051"
"760100061","55","8010","8010","8010","0","8010","8010","760100061"
"760100071","55","8010","8010","8010","0","8010","8010","760100071"
"760100081","55","8010","8010","8010","0","8010","8010","760100081"
"760100091","55","8010","8010","8010","0","8010","8010","760100091"
"760100101","55","8010","8010","8010","0","8010","8010","760100101"
"760200061","55","8010","8010","8010","0","8010","8010","760200061"
"760200071","55","8010","8010","8010","0","8010","8010","760200071"
"760200081","55","8010","8010","8010","0","8010","8010","760200081"
"760200091","55","8010","8010","8010","0","8010","8010","760200091"
"760200101","55","8010","8010","8010","0","8010","8010","760200101"
"760300011","55","8010","8010","8010","0","8010","8010","760300011"
"760300021","55","8010","8010","8010","0","8010","8010","760300021"
"760300031","55","8010","8010","8010","0","8010","8010","760300031"
"760300041","55","8010","8010","8010","0","8010","8010","760300041"
"760300051","55","8010","8010","8010","0","8010","8010","760300051"
"760400011","55","8010","8010","8010","0","8010","8010","760400011"
"760400021","55","8010","8010","8010","0","8010","8010","760400021"
"760400031","55","8010","8010","8010","0","8010","8010","760400031"
"760400041","55","8010","8010","8010","0","8010","8010","760400041"
"760400051","55","8010","8010","8010","0","8010","8010","760400051"
"78100111","63","8040","8000","8000","0","8040","8000","781001110"
"78100112","63","8040","8000","8000","0","8040","8000","781001120"
"78100113","63","8040","8000","8000","0","8040","8000","781001130"
"78100114","63","8040","8000","8000","0","8040","8000","781001140"
"78100115","65","8040","8000","8000","0","8040","8000","781001150"
"78100121","63","8040","8000","8000","0","8040","8000","781001210"
"78100122","63","8040","8000","8000","0","8040","8000","781001220"
"78100123","63","8040","8000","8000","0","8040","8000","781001230"
"78100124","63","8040","8000","8000","0","8040","8000","781001240"
"78100125","65","8040","8000","8000","0","8040","8000","781001250"
"78100131","63","8040","8000","8000","0","8040","8000","781001310"
"78100132","63","8040","8000","8000","0","8040","8000","781001320"
"78100133","63","8040","8000","8000","0","8040","8000","781001330"
"78100134","63","8040","8000","8000","0","8040","8000","781001340"
"78100135","65","8040","8000","8000","0","8040","8000","781001350"
"78100211","63","8000","8040","8000","0","8000","8040","781002110"
"78100212","63","8000","8040","8000","0","8000","8040","781002120"
"78100213","63","8000","8040","8000","0","8000","8040","781002130"
"78100214","63","8000","8040","8000","0","8000","8040","781002140"
"78100215","65","8000","8040","8000","0","8000","8040","781002150"
"78100221","63","8000","8040","8000","0","8000","8040","781002210"
"78100222","63","8000","8040","8000","0","8000","8040","781002220"
"78100223","63","8000","8040","8000","0","8000","8040","781002230"
"78100224","63","8000","8040","8000","0","8000","8040","781002240"
"78100225","65","8000","8040","8000","0","8000","8040","781002250"
"78100231","63","8000","8040","8000","0","8000","8040","781002310"
"78100232","63","8000","8040","8000","0","8000","8040","781002320"
"78100233","63","8000","8040","8000","0","8000","8040","781002330"
"78100234","63","8000","8040","8000","0","8000","8040","781002340"
"78100235","65","8000","8040","8000","0","8000","8040","781002350"
"810010011","43","8000","8000","8000","0","8010","8000","810010011"
"810010021","43","8000","8000","8000","0","8010","8000","810010021"
"810010031","43","8000","8000","8000","0","8010","8000","810010031"
"810010041","43","8000","8000","8000","0","8010","8000","810010041"
"810010051","43","8000","8000","8000","0","8010","8000","810010051"
"810010061","43","8000","8000","8000","0","8010","8000","810010061"
"810010071","43","8000","8000","8000","0","8010","8000","810010071"
"810010081","43","8000","8000","8000","0","8010","8000","810010081"
"810010091","43","8000","8000","8000","0","8010","8000","810010091"
"810010101","43","8000","8000","8000","0","8010","8000","810010101"
"810010111","43","8000","8000","8000","0","8010","8000","810010111"
"810010121","43","8000","8000","8000","0","8010","8000","810010121"
"810010131","43","8000","8000","8000","0","8010","8000","810010131"
"810010141","43","8000","8000","8000","0","8010","8000","810010141"
"810010151","43","8000","8000","8000","0","8010","8000","810010151"
"810010161","43","8000","8000","8000","0","8010","8000","810010161"
"810010171","43","8000","8000","8000","0","8010","8000","810010171"
"810010181","43","8000","8000","8000","0","8010","8000","810010181"
"810010191","43","8000","8000","8000","0","8010","8000","810010191"
"810010201","43","8000","8000","8000","0","8010","8000","810010201"
"810010211","43","8000","8000","8000","0","8010","8000","810010211"
"810010221","43","8000","8000","8000","0","8010","8000","810010221"
"810010231","43","8000","8000","8000","0","8010","8000","810010231"
"810010241","43","8000","8000","8000","0","8010","8000","810010241"
"810010251","43","8000","8000","8000","0","8010","8000","810010251"
"810010261","43","8000","8000","8000","0","8010","8000","810010261"
"810010271","43","8000","8000","8000","0","8010","8000","810010271"
"810010281","43","8000","8000","8000","0","8010","8000","810010281"
"810010291","43","8000","8000","8000","0","8010","8000","810010291"
"810010301","43","8000","8000","8000","0","8010","8000","810010301"
"810010311","43","8000","8000","8000","0","8020","8000","810010311"
"810010321","43","8000","8000","8000","0","8020","8000","810010321"
"810010331","43","8000","8000","8000","0","8020","8000","810010331"
"810010341","43","8000","8000","8000","0","8020","8000","810010341"
"810010351","43","8000","8000","8000","0","8020","8000","810010351"
"810010361","43","8000","8000","8000","0","8020","8000","810010361"
"810010371","43","8000","8000","8000","0","8020","8000","810010371"
"810010381","43","8000","8000","8000","0","8020","8000","810010381"
"810010391","43","8000","8000","8000","0","8020","8000","810010391"
"810010401","43","8000","8000","8000","0","8020","8000","810010401"
"810010411","43","8000","8000","8000","0","8020","8000","810010411"
"810010421","43","8000","8000","8000","0","8020","8000","810010421"
"810010431","43","8000","8000","8000","0","8020","8000","810010431"
"810010441","43","8000","8000","8000","0","8020","8000","810010441"
"810010451","43","8000","8000","8000","0","8020","8000","810010451"
"810010461","43","8000","8000","8000","0","8020","8000","810010461"
"810010471","43","8000","8000","8000","0","8020","8000","810010471"
"810010481","43","8000","8000","8000","0","8020","8000","810010481"
"810010491","43","8000","8000","8000","0","8020","8000","810010491"
"810010501","43","8000","8000","8000","0","8020","8000","810010501"
"810010511","43","8000","8000","8000","0","8020","8000","810010511"
"810010521","43","8000","8000","8000","0","8020","8000","810010521"
"810010531","43","8000","8000","8000","0","8020","8000","810010531"
"810010541","43","8000","8000","8000","0","8020","8000","810010541"
"810010551","43","8000","8000","8000","0","8020","8000","810010551"
"810010561","43","8000","8000","8000","0","8020","8000","810010561"
"810010571","43","8000","8000","8000","0","8020","8000","810010571"
"810010581","43","8000","8000","8000","0","8020","8000","810010581"
"810010591","43","8000","8000","8000","0","8020","8000","810010591"
"810010601","43","8000","8000","8000","0","8020","8000","810010601"
"810010611","43","8000","8000","8000","0","8020","8000","810010611"
"810010621","43","8000","8000","8000","0","8020","8000","810010621"
"810010631","43","8000","8000","8000","0","8020","8000","810010631"
"810010641","43","8000","8000","8000","0","8020","8000","810010641"
"810010651","43","8000","8000","8000","0","8020","8000","810010651"
"810010661","43","8000","8000","8000","0","8020","8000","810010661"
"810010671","43","8000","8000","8000","0","8020","8000","810010671"
"810010681","43","8000","8000","8000","0","8020","8000","810010681"
"810010691","43","8000","8000","8000","0","8020","8000","810010691"
"810010701","43","8000","8000","8000","0","8020","8000","810010701"
"810010711","43","8000","8000","8000","0","8020","8000","810010711"
"810010721","43","8000","8000","8000","0","8020","8000","810010721"
"810010731","43","8000","8000","8000","0","8020","8000","810010731"
"810010741","43","8000","8000","8000","0","8020","8000","810010741"
"810010751","43","8000","8000","8000","0","8020","8000","810010751"
"810010761","43","8000","8000","8000","0","8020","8000","810010761"
"810010771","43","8000","8000","8000","0","8020","8000","810010771"
"810010781","43","8000","8000","8000","0","8020","8000","810010781"
"810010791","43","8000","8000","8000","0","8020","8000","810010791"
"810010801","43","8000","8000","8000","0","8020","8000","810010801"
"810010811","43","8000","8000","8000","0","8020","8000","810010811"
"810010821","43","8000","8000","8000","0","8020","8000","810010821"
"810010831","43","8000","8000","8000","0","8020","8000","810010831"
"810010841","43","8000","8000","8000","0","8020","8000","810010841"
"810010851","43","8000","8000","8000","0","8020","8000","810010851"
"810010861","43","8000","8000","8000","0","8020","8000","810010861"
"810010871","43","8000","8000","8000","0","8020","8000","810010871"
"810010881","43","8000","8000","8000","0","8020","8000","810010881"
"810010891","43","8000","8000","8000","0","8020","8000","810010891"
"810010901","43","8000","8000","8000","0","8020","8000","810010901"
"810010911","43","8000","8000","8000","0","8020","8000","810010911"
"810010921","43","8000","8000","8000","0","8020","8000","810010921"
"810010931","43","8000","8000","8000","0","8020","8000","810010931"
"810010941","43","8000","8000","8000","0","8020","8000","810010941"
"810010951","43","8000","8000","8000","0","8020","8000","810010951"
"810010961","43","8000","8000","8000","0","8020","8000","810010961"
"810010971","43","8000","8000","8000","0","8020","8000","810010971"
"810010981","43","8000","8000","8000","0","8020","8000","810010981"
"810010991","43","8000","8000","8000","0","8020","8000","810010991"
"810011001","43","8000","8000","8000","0","8020","8000","810011001"
"820010011","43","8000","8000","8000","0","8000","8010","820010011"
"820010021","43","8000","8000","8000","0","8000","8010","820010021"
"820010031","43","8000","8000","8000","0","8000","8010","820010031"
"820010041","43","8000","8000","8000","0","8000","8010","820010041"
"820010051","43","8000","8000","8000","0","8000","8010","820010051"
"820010061","43","8000","8000","8000","0","8000","8010","820010061"
"820010071","43","8000","8000","8000","0","8000","8010","820010071"
"820010081","43","8000","8000","8000","0","8000","8010","820010081"
"820010091","43","8000","8000","8000","0","8000","8010","820010091"
"820010101","43","8000","8000","8000","0","8000","8010","820010101"
"820010111","43","8000","8000","8000","0","8000","8010","820010111"
"820010121","43","8000","8000","8000","0","8000","8010","820010121"
"820010131","43","8000","8000","8000","0","8000","8010","820010131"
"820010141","43","8000","8000","8000","0","8000","8010","820010141"
"820010151","43","8000","8000","8000","0","8000","8010","820010151"
"820010161","43","8000","8000","8000","0","8000","8010","820010161"
"820010171","43","8000","8000","8000","0","8000","8010","820010171"
"820010181","43","8000","8000","8000","0","8000","8010","820010181"
"820010191","43","8000","8000","8000","0","8000","8010","820010191"
"820010201","43","8000","8000","8000","0","8000","8010","820010201"
"820010211","43","8000","8000","8000","0","8000","8010","820010211"
"820010221","43","8000","8000","8000","0","8000","8010","820010221"
"820010231","43","8000","8000","8000","0","8000","8010","820010231"
"820010241","43","8000","8000","8000","0","8000","8010","820010241"
"820010251","43","8000","8000","8000","0","8000","8010","820010251"
"820010261","43","8000","8000","8000","0","8000","8010","820010261"
"820010271","43","8000","8000","8000","0","8000","8010","820010271"
"820010281","43","8000","8000","8000","0","8000","8010","820010281"
"820010291","43","8000","8000","8000","0","8000","8010","820010291"
"820010301","43","8000","8000","8000","0","8000","8010","820010301"
"820010311","43","8000","8000","8000","0","8000","8020","820010311"
"820010321","43","8000","8000","8000","0","8000","8020","820010321"
"820010331","43","8000","8000","8000","0","8000","8020","820010331"
"820010341","43","8000","8000","8000","0","8000","8020","820010341"
"820010351","43","8000","8000","8000","0","8000","8020","820010351"
"820010361","43","8000","8000","8000","0","8000","8020","820010361"
"820010371","43","8000","8000","8000","0","8000","8020","820010371"
"820010381","43","8000","8000","8000","0","8000","8020","820010381"
"820010391","43","8000","8000","8000","0","8000","8020","820010391"
"820010401","43","8000","8000","8000","0","8000","8020","820010401"
"820010411","43","8000","8000","8000","0","8000","8020","820010411"
"820010421","43","8000","8000","8000","0","8000","8020","820010421"
"820010431","43","8000","8000","8000","0","8000","8020","820010431"
"820010441","43","8000","8000","8000","0","8000","8020","820010441"
"820010451","43","8000","8000","8000","0","8000","8020","820010451"
"820010461","43","8000","8000","8000","0","8000","8020","820010461"
"820010471","43","8000","8000","8000","0","8000","8020","820010471"
"820010481","43","8000","8000","8000","0","8000","8020","820010481"
"820010491","43","8000","8000","8000","0","8000","8020","820010491"
"820010501","43","8000","8000","8000","0","8000","8020","820010501"
"820010511","43","8000","8000","8000","0","8000","8020","820010511"
"820010521","43","8000","8000","8000","0","8000","8020","820010521"
"820010531","43","8000","8000","8000","0","8000","8020","820010531"
"820010541","43","8000","8000","8000","0","8000","8020","820010541"
"820010551","43","8000","8000","8000","0","8000","8020","820010551"
"820010561","43","8000","8000","8000","0","8000","8020","820010561"
"820010571","43","8000","8000","8000","0","8000","8020","820010571"
"820010581","43","8000","8000","8000","0","8000","8020","820010581"
"820010591","43","8000","8000","8000","0","8000","8020","820010591"
"820010601","43","8000","8000","8000","0","8000","8020","820010601"
"820010611","43","8000","8000","8000","0","8000","8020","820010611"
"820010621","43","8000","8000","8000","0","8000","8020","820010621"
"820010631","43","8000","8000","8000","0","8000","8020","820010631"
"820010641","43","8000","8000","8000","0","8000","8020","820010641"
"820010651","43","8000","8000","8000","0","8000","8020","820010651"
"820010661","43","8000","8000","8000","0","8000","8020","820010661"
"820010671","43","8000","8000","8000","0","8000","8020","820010671"
"820010681","43","8000","8000","8000","0","8000","8020","820010681"
"820010691","43","8000","8000","8000","0","8000","8020","820010691"
"820010701","43","8000","8000","8000","0","8000","8020","820010701"
"820010711","43","8000","8000","8000","0","8000","8020","820010711"
"820010721","43","8000","8000","8000","0","8000","8020","820010721"
"820010731","43","8000","8000","8000","0","8000","8020","820010731"
"820010741","43","8000","8000","8000","0","8000","8020","820010741"
"820010751","43","8000","8000","8000","0","8000","8020","820010751"
"820010761","43","8000","8000","8000","0","8000","8020","820010761"
"820010771","43","8000","8000","8000","0","8000","8020","820010771"
"820010781","43","8000","8000","8000","0","8000","8020","820010781"
"820010791","43","8000","8000","8000","0","8000","8020","820010791"
"820010801","43","8000","8000","8000","0","8000","8020","820010801"
"820010811","43","8000","8000","8000","0","8000","8020","820010811"
"820010821","43","8000","8000","8000","0","8000","8020","820010821"
"820010831","43","8000","8000","8000","0","8000","8020","820010831"
"820010841","43","8000","8000","8000","0","8000","8020","820010841"
"820010851","43","8000","8000","8000","0","8000","8020","820010851"
"820010861","43","8000","8000","8000","0","8000","8020","820010861"
"820010871","43","8000","8000","8000","0","8000","8020","820010871"
"820010881","43","8000","8000","8000","0","8000","8020","820010881"
"820010891","43","8000","8000","8000","0","8000","8020","820010891"
"820010901","43","8000","8000","8000","0","8000","8020","820010901"
"820010911","43","8000","8000","8000","0","8000","8020","820010911"
"820010921","43","8000","8000","8000","0","8000","8020","820010921"
"820010931","43","8000","8000","8000","0","8000","8020","820010931"
"820010941","43","8000","8000","8000","0","8000","8020","820010941"
"820010951","43","8000","8000","8000","0","8000","8020","820010951"
"820010961","43","8000","8000","8000","0","8000","8020","820010961"
"820010971","43","8000","8000","8000","0","8000","8020","820010971"
"820010981","43","8000","8000","8000","0","8000","8020","820010981"
"820010991","43","8000","8000","8000","0","8000","8020","820010991"
"820011001","43","8000","8000","8000","0","8000","8020","820011001"
"830010011","43","8000","8010","8000","0","8000","8000","830010011"
"830010021","43","8000","8010","8000","0","8000","8000","830010021"
"830010031","43","8000","8010","8000","0","8000","8000","830010031"
"830010041","43","8000","8010","8000","0","8000","8000","830010041"
"830010051","43","8000","8010","8000","0","8000","8000","830010051"
"830010061","43","8000","8010","8000","0","8000","8000","830010061"
"830010071","43","8000","8010","8000","0","8000","8000","830010071"
"830010081","43","8000","8010","8000","0","8000","8000","830010081"
"830010091","43","8000","8010","8000","0","8000","8000","830010091"
"830010101","43","8000","8010","8000","0","8000","8000","830010101"
"830010111","43","8000","8010","8000","0","8000","8000","830010111"
"830010121","43","8000","8010","8000","0","8000","8000","830010121"
"830010131","43","8000","8010","8000","0","8000","8000","830010131"
"830010141","43","8000","8010","8000","0","8000","8000","830010141"
"830010151","43","8000","8010","8000","0","8000","8000","830010151"
"830010161","43","8000","8010","8000","0","8000","8000","830010161"
"830010171","43","8000","8010","8000","0","8000","8000","830010171"
"830010181","43","8000","8010","8000","0","8000","8000","830010181"
"830010191","43","8000","8010","8000","0","8000","8000","830010191"
"830010201","43","8000","8010","8000","0","8000","8000","830010201"
"830010211","43","8000","8010","8000","0","8000","8000","830010211"
"830010221","43","8000","8010","8000","0","8000","8000","830010221"
"830010231","43","8000","8010","8000","0","8000","8000","830010231"
"830010241","43","8000","8010","8000","0","8000","8000","830010241"
"830010251","43","8000","8010","8000","0","8000","8000","830010251"
"830010261","43","8000","8010","8000","0","8000","8000","830010261"
"830010271","43","8000","8010","8000","0","8000","8000","830010271"
"830010281","43","8000","8010","8000","0","8000","8000","830010281"
"830010291","43","8000","8010","8000","0","8000","8000","830010291"
"830010301","43","8000","8010","8000","0","8000","8000","830010301"
"830010311","43","8000","8020","8000","0","8000","8000","830010311"
"830010321","43","8000","8020","8000","0","8000","8000","830010321"
"830010331","43","8000","8020","8000","0","8000","8000","830010331"
"830010341","43","8000","8020","8000","0","8000","8000","830010341"
"830010351","43","8000","8020","8000","0","8000","8000","830010351"
"830010361","43","8000","8020","8000","0","8000","8000","830010361"
"830010371","43","8000","8020","8000","0","8000","8000","830010371"
"830010381","43","8000","8020","8000","0","8000","8000","830010381"
"830010391","43","8000","8020","8000","0","8000","8000","830010391"
"830010401","43","8000","8020","8000","0","8000","8000","830010401"
"830010411","43","8000","8020","8000","0","8000","8000","830010411"
"830010421","43","8000","8020","8000","0","8000","8000","830010421"
"830010431","43","8000","8020","8000","0","8000","8000","830010431"
"830010441","43","8000","8020","8000","0","8000","8000","830010441"
"830010451","43","8000","8020","8000","0","8000","8000","830010451"
"830010461","43","8000","8020","8000","0","8000","8000","830010461"
"830010471","43","8000","8020","8000","0","8000","8000","830010471"
"830010481","43","8000","8020","8000","0","8000","8000","830010481"
"830010491","43","8000","8020","8000","0","8000","8000","830010491"
"830010501","43","8000","8020","8000","0","8000","8000","830010501"
"830010511","43","8000","8020","8000","0","8000","8000","830010511"
"830010521","43","8000","8020","8000","0","8000","8000","830010521"
"830010531","43","8000","8020","8000","0","8000","8000","830010531"
"830010541","43","8000","8020","8000","0","8000","8000","830010541"
"830010551","43","8000","8020","8000","0","8000","8000","830010551"
"830010561","43","8000","8020","8000","0","8000","8000","830010561"
"830010571","43","8000","8020","8000","0","8000","8000","830010571"
"830010581","43","8000","8020","8000","0","8000","8000","830010581"
"830010591","43","8000","8020","8000","0","8000","8000","830010591"
"830010601","43","8000","8020","8000","0","8000","8000","830010601"
"830010611","43","8000","8020","8000","0","8000","8000","830010611"
"830010621","43","8000","8020","8000","0","8000","8000","830010621"
"830010631","43","8000","8020","8000","0","8000","8000","830010631"
"830010641","43","8000","8020","8000","0","8000","8000","830010641"
"830010651","43","8000","8020","8000","0","8000","8000","830010651"
"830010661","43","8000","8020","8000","0","8000","8000","830010661"
"830010671","43","8000","8020","8000","0","8000","8000","830010671"
"830010681","43","8000","8020","8000","0","8000","8000","830010681"
"830010691","43","8000","8020","8000","0","8000","8000","830010691"
"830010701","43","8000","8020","8000","0","8000","8000","830010701"
"830010711","43","8000","8020","8000","0","8000","8000","830010711"
"830010721","43","8000","8020","8000","0","8000","8000","830010721"
"830010731","43","8000","8020","8000","0","8000","8000","830010731"
"830010741","43","8000","8020","8000","0","8000","8000","830010741"
"830010751","43","8000","8020","8000","0","8000","8000","830010751"
"830010761","43","8000","8020","8000","0","8000","8000","830010761"
"830010771","43","8000","8020","8000","0","8000","8000","830010771"
"830010781","43","8000","8020","8000","0","8000","8000","830010781"
"830010791","43","8000","8020","8000","0","8000","8000","830010791"
"830010801","43","8000","8020","8000","0","8000","8000","830010801"
"830010811","43","8000","8020","8000","0","8000","8000","830010811"
"830010821","43","8000","8020","8000","0","8000","8000","830010821"
"830010831","43","8000","8020","8000","0","8000","8000","830010831"
"830010841","43","8000","8020","8000","0","8000","8000","830010841"
"830010851","43","8000","8020","8000","0","8000","8000","830010851"
"830010861","43","8000","8020","8000","0","8000","8000","830010861"
"830010871","43","8000","8020","8000","0","8000","8000","830010871"
"830010881","43","8000","8020","8000","0","8000","8000","830010881"
"830010891","43","8000","8020","8000","0","8000","8000","830010891"
"830010901","43","8000","8020","8000","0","8000","8000","830010901"
"830010911","43","8000","8020","8000","0","8000","8000","830010911"
"830010921","43","8000","8020","8000","0","8000","8000","830010921"
"830010931","43","8000","8020","8000","0","8000","8000","830010931"
"830010941","43","8000","8020","8000","0","8000","8000","830010941"
"830010951","43","8000","8020","8000","0","8000","8000","830010951"
"830010961","43","8000","8020","8000","0","8000","8000","830010961"
"830010971","43","8000","8020","8000","0","8000","8000","830010971"
"830010981","43","8000","8020","8000","0","8000","8000","830010981"
"830010991","43","8000","8020","8000","0","8000","8000","830010991"
"830011001","43","8000","8020","8000","0","8000","8000","830011001"
"840010011","43","8010","8000","8000","0","8000","8000","840010011"
"840010021","43","8010","8000","8000","0","8000","8000","840010021"
"840010031","43","8010","8000","8000","0","8000","8000","840010031"
"840010041","43","8010","8000","8000","0","8000","8000","840010041"
"840010051","43","8010","8000","8000","0","8000","8000","840010051"
"840010061","43","8010","8000","8000","0","8000","8000","840010061"
