b956528effd754ea51b1113832d2d04d141e348e17854d80d7666d186c760d6c,65764801b3bfe152d6482fbecd379c9c80b545a2111caaceab2e2320475bbed7,0a343b3090e735ee00965f95a9777ebb4a9e2e6955d9127b7a517dfea182b9cd,2dbe513d82a1931d6fd87d1d715eeaf9a42a50a9f0bf40ddc79d1454c16dd9a8,9922060e2451b8f5665fc49688c7318b5bc465cb5e159e399b6aba87c5c3ff75,442f68842cd6d54a0aebbd9c8489b6e146bc7a5d238b7e408a5bb21c836e9287,0aa0818baac72739d29d647667d716f25cecd5327aa2b6a0bd66ba03d0efbfe3,ffaba290f6c65e003ca016129ad030c00b61c6259cf0428b3bb5fbffe8c54984,78a2e6863a7acef10b983bb7c4eda757c2d7cd1cc9b48011b535ce2e10deda86,396ad5f164e5874a35cf423d17f5e198e305513b74a2da15d475c6e9df1c8e80,50fb72e27cdf82b7e5fef3ff87d1eb3bb6ce45caf4c910bf66cddfca3e1bdfed,05cafb4a53c55d921f3bf92e7c59d457fff6a5be55f4f1d32f9f25a6e26bead4,962a6dbe8adaf598d0a09d8a2903fd0f67a79a5dfffa99b8670ded7dbc1c5e31,bcb6b50701d53d2429deb2f79664f45ebef5c3e97c4fb7226d4a35ba811809f4,79c2cc1c644d08a17445cb3cea13e76c8dd9992726e40f9125be6d9936ef50c2,bcd4f794634a1cd140178801f547f45bb255315a9cce2cca652ea9353d1f3d0a,712c1c9d1003430b645dfa086e6b54d86ed32a6f4e0a8788b2ba7009c57721c3,3930e2a21d0ac3b282c848b725c4f290b3b7c207b081668400e946f65110746c,6aab0f28aecd6af27ee346adad5162258d2ea140c1df1de00978f405c8a991f6
"2","19","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1001","0","25206","0","0","0","77000000"
"4","20","0","200","0","invasion_reward_icon_jewel","50","0","150003","8","0","0","1001","0","91002","0","0","0","84000000"
"0","21","0","10","0","invasion_reward_icon_piece_p_heart","0","0","0","4","0","0","1001","0","140001","0","0","0","92000000"
"0","22","0","10","0","invasion_reward_icon_piece_p_heart","0","0","0","4","0","0","1001","0","140001","0","0","0","100000000"
"0","23","0","20","0","invasion_reward_icon_piece_p_heart","0","0","0","4","0","0","1001","0","140001","0","0","0","108000000"
"4","24","0","10","0","invasion_reward_icon_hiseki","20","0","140001","2","0","0","1001","0","90005","0","0","0","116000000"
"4","25","0","10","0","invasion_reward_icon_hiseki","30","0","140001","2","0","0","1001","0","90005","0","0","0","124000000"
"2","26","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1002","0","25202","0","0","0","500000"
"2","27","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1002","0","25204","0","0","0","1000000"
"2","28","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1002","0","25206","0","0","0","2000000"
"4","29","0","50","0","invasion_reward_icon_jewel","50","0","150001","8","0","0","1002","0","91002","0","0","0","3000000"
"2","30","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1002","0","25202","0","0","0","4000000"
"2","31","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1002","0","25204","0","0","0","7000000"
"2","32","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1002","0","25206","0","0","0","10000000"
"4","33","0","50","0","invasion_reward_icon_jewel","50","0","150001","8","0","0","1002","0","91002","0","0","0","13000000"
"2","34","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1002","0","25202","0","0","0","16000000"
"2","35","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1002","0","25204","0","0","0","19000000"
"2","36","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1002","0","25206","0","0","0","25000000"
"4","37","0","100","0","invasion_reward_icon_jewel","50","0","150002","8","0","0","1002","0","91002","0","0","0","31000000"
"2","38","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1002","0","25202","0","0","0","37000000"
"2","39","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1002","0","25204","0","0","0","43000000"
"2","40","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1002","0","25206","0","0","0","49000000"
"4","41","0","100","0","invasion_reward_icon_jewel","50","0","150002","8","0","0","1002","0","91002","0","0","0","56000000"
"2","42","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1002","0","25202","0","0","0","63000000"
"2","43","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1002","0","25204","0","0","0","70000000"
"2","44","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1002","0","25206","0","0","0","77000000"
"4","45","0","200","0","invasion_reward_icon_jewel","50","0","150003","8","0","0","1002","0","91002","0","0","0","84000000"
"0","46","0","10","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1002","0","140001","0","0","0","92000000"
"0","47","0","10","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1002","0","140001","0","0","0","100000000"
"0","48","0","20","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1002","0","140001","0","0","0","108000000"
"4","49","0","10","0","invasion_reward_icon_hiseki","20","0","140001","2","0","0","1002","0","90005","0","0","0","116000000"
"4","50","0","10","0","invasion_reward_icon_hiseki","30","0","140001","2","0","0","1002","0","90005","0","0","0","124000000"
"2","51","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1003","0","25202","0","0","0","500000"
"2","52","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1003","0","25204","0","0","0","1000000"
"2","53","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1003","0","25206","0","0","0","2000000"
"4","54","0","50","0","invasion_reward_icon_jewel","50","0","150001","8","0","0","1003","0","91002","0","0","0","3000000"
"2","55","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1003","0","25202","0","0","0","4000000"
"2","56","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1003","0","25204","0","0","0","7000000"
"2","57","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1003","0","25206","0","0","0","10000000"
"4","58","0","50","0","invasion_reward_icon_jewel","50","0","150001","8","0","0","1003","0","91002","0","0","0","13000000"
"2","59","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1003","0","25202","0","0","0","16000000"
"2","60","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1003","0","25204","0","0","0","19000000"
"2","61","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1003","0","25206","0","0","0","25000000"
"4","62","0","100","0","invasion_reward_icon_jewel","50","0","150002","8","0","0","1003","0","91002","0","0","0","31000000"
"2","63","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1003","0","25202","0","0","0","37000000"
"2","64","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1003","0","25204","0","0","0","43000000"
"2","65","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1003","0","25206","0","0","0","49000000"
"4","66","0","100","0","invasion_reward_icon_jewel","50","0","150002","8","0","0","1003","0","91002","0","0","0","56000000"
"2","67","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1003","0","25202","0","0","0","63000000"
"2","68","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1003","0","25204","0","0","0","70000000"
"2","69","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1003","0","25206","0","0","0","77000000"
"4","70","0","200","0","invasion_reward_icon_jewel","50","0","150003","8","0","0","1003","0","91002","0","0","0","84000000"
"0","71","0","10","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1003","0","140001","0","0","0","92000000"
"0","72","0","10","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1003","0","140001","0","0","0","100000000"
"0","73","0","20","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1003","0","140001","0","0","0","108000000"
"4","74","0","10","0","invasion_reward_icon_hiseki","20","0","140001","2","0","0","1003","0","90005","0","0","0","116000000"
"4","75","0","10","0","invasion_reward_icon_hiseki","30","0","140001","2","0","0","1003","0","90005","0","0","0","124000000"
"2","76","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1004","0","25202","0","0","0","500000"
"2","77","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1004","0","25204","0","0","0","1000000"
"2","78","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1004","0","25206","0","0","0","2000000"
"4","79","0","50","0","invasion_reward_icon_jewel","50","0","150001","8","0","0","1004","0","91002","0","0","0","3000000"
"2","80","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1004","0","25202","0","0","0","4000000"
"2","81","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1004","0","25204","0","0","0","7000000"
"2","82","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1004","0","25206","0","0","0","10000000"
"4","83","0","50","0","invasion_reward_icon_jewel","50","0","150001","8","0","0","1004","0","91002","0","0","0","13000000"
"2","84","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1004","0","25202","0","0","0","16000000"
"2","85","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1004","0","25204","0","0","0","19000000"
"2","86","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1004","0","25206","0","0","0","25000000"
"4","87","0","100","0","invasion_reward_icon_jewel","50","0","150002","8","0","0","1004","0","91002","0","0","0","31000000"
"2","88","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1004","0","25202","0","0","0","37000000"
"2","89","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1004","0","25204","0","0","0","43000000"
"2","90","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1004","0","25206","0","0","0","49000000"
"4","91","0","100","0","invasion_reward_icon_jewel","50","0","150002","8","0","0","1004","0","91002","0","0","0","56000000"
"2","92","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1004","0","25202","0","0","0","63000000"
"2","93","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1004","0","25204","0","0","0","70000000"
"2","94","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1004","0","25206","0","0","0","77000000"
"4","95","0","200","0","invasion_reward_icon_jewel","50","0","150003","8","0","0","1004","0","91002","0","0","0","84000000"
"0","96","0","10","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1004","0","140001","0","0","0","92000000"
"0","97","0","10","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1004","0","140001","0","0","0","100000000"
"0","98","0","20","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1004","0","140001","0","0","0","108000000"
"4","99","0","10","0","invasion_reward_icon_hiseki","20","0","140001","2","0","0","1004","0","90005","0","0","0","116000000"
"4","100","0","10","0","invasion_reward_icon_hiseki","30","0","140001","2","0","0","1004","0","90005","0","0","0","124000000"
"2","101","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1005","0","25202","0","0","0","500000"
"2","102","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1005","0","25204","0","0","0","1000000"
"2","103","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1005","0","25206","0","0","0","2000000"
"4","104","0","50","0","invasion_reward_icon_jewel","50","0","150001","8","0","0","1005","0","91002","0","0","0","3000000"
"2","105","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1005","0","25202","0","0","0","4000000"
"2","106","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1005","0","25204","0","0","0","7000000"
"2","107","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1005","0","25206","0","0","0","10000000"
"4","108","0","50","0","invasion_reward_icon_jewel","50","0","150001","8","0","0","1005","0","91002","0","0","0","13000000"
"2","109","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1005","0","25202","0","0","0","16000000"
"2","110","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1005","0","25204","0","0","0","19000000"
"2","111","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1005","0","25206","0","0","0","25000000"
"4","112","0","100","0","invasion_reward_icon_jewel","50","0","150002","8","0","0","1005","0","91002","0","0","0","31000000"
"2","113","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1005","0","25202","0","0","0","37000000"
"2","114","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1005","0","25204","0","0","0","43000000"
"2","115","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1005","0","25206","0","0","0","49000000"
"4","116","0","100","0","invasion_reward_icon_jewel","50","0","150002","8","0","0","1005","0","91002","0","0","0","56000000"
"2","117","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1005","0","25202","0","0","0","63000000"
"2","118","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1005","0","25204","0","0","0","70000000"
"2","119","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1005","0","25206","0","0","0","77000000"
"4","120","0","200","0","invasion_reward_icon_jewel","50","0","150003","8","0","0","1005","0","91002","0","0","0","84000000"
"0","121","0","10","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1005","0","140001","0","0","0","92000000"
"0","122","0","10","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1005","0","140001","0","0","0","100000000"
"0","123","0","20","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1005","0","140001","0","0","0","108000000"
"4","124","0","10","0","invasion_reward_icon_hiseki","20","0","140001","2","0","0","1005","0","90005","0","0","0","116000000"
"4","125","0","10","0","invasion_reward_icon_hiseki","30","0","140001","2","0","0","1005","0","90005","0","0","0","124000000"
"2","126","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1006","0","25202","0","0","0","500000"
"2","127","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1006","0","25204","0","0","0","1000000"
"2","128","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1006","0","25206","0","0","0","2000000"
"4","129","0","50","0","invasion_reward_icon_jewel","50","0","150001","8","0","0","1006","0","91002","0","0","0","3000000"
"2","130","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1006","0","25202","0","0","0","4000000"
"2","131","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1006","0","25204","0","0","0","7000000"
"2","132","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1006","0","25206","0","0","0","10000000"
"4","133","0","50","0","invasion_reward_icon_jewel","50","0","150001","8","0","0","1006","0","91002","0","0","0","13000000"
"2","134","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1006","0","25202","0","0","0","16000000"
"2","135","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1006","0","25204","0","0","0","19000000"
"2","136","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1006","0","25206","0","0","0","25000000"
"4","137","0","100","0","invasion_reward_icon_jewel","50","0","150002","8","0","0","1006","0","91002","0","0","0","31000000"
"2","138","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1006","0","25202","0","0","0","37000000"
"2","139","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1006","0","25204","0","0","0","43000000"
"2","140","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1006","0","25206","0","0","0","49000000"
"4","141","0","100","0","invasion_reward_icon_jewel","50","0","150002","8","0","0","1006","0","91002","0","0","0","56000000"
"2","142","0","30","0","invasion_reward_icon_connectpiece_1","40","0","25201","2","0","0","1006","0","25202","0","0","0","63000000"
"2","143","0","15","0","invasion_reward_icon_connectpiece_2","40","0","25203","2","0","0","1006","0","25204","0","0","0","70000000"
"2","144","0","5","0","invasion_reward_icon_connectpiece_3","40","0","25205","2","0","0","1006","0","25206","0","0","0","77000000"
"4","145","0","200","0","invasion_reward_icon_jewel","50","0","150003","8","0","0","1006","0","91002","0","0","0","84000000"
"0","146","0","10","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1006","0","140001","0","0","0","92000000"
"0","147","0","10","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1006","0","140001","0","0","0","100000000"
"0","148","0","20","0","invasion_reward_icon_hiseki","0","0","0","4","0","0","1006","0","140001","0","0","0","108000000"
"4","149","0","10","0","invasion_reward_icon_hiseki","20","0","140001","2","0","0","1006","0","90005","0","0","0","116000000"
"4","150","0","10","0","invasion_reward_icon_hiseki","30","0","140001","2","0","0","1006","0","90005","0","0","0","124000000"
