2eaba262286228c1bf8363c8d180007cf4e4c8269550a01f26297878ded15888,8d68c7555344d51f0f91f722b8c297046959b2a72938f4ee000532f81ab11bc4,b82c8377a10bbf8b9073692658a9d5ca64f86455b90401356959c136262ec45d,e7776735306a43e9f3f4c3776c4272d23c0c39f2309b84bc00ab6dd258aca1de,9fedcf1aef1bd3c081d70ce6d7317e4844dcb5716f0a2b3cd8f2ada27189a360,c9e4b7913f618ac426b950395c1a68858e02259f10816f1ac583fd271948ccd5
"-1014","-1014","4","2816","2","1161"
"-1014","-1014","4","2816","2","1171"
"-973","-1014","4","2816","2","1181"
"-932","-973","4","2816","2","1191"
"-891","-932","4","2816","2","1201"
"-891","-891","4","2816","2","1211"
"-891","-891","4","2816","2","1221"
"-891","-891","4","2816","2","1231"
"-850","-891","4","2816","2","1241"
"-809","-850","4","2816","2","1251"
"-809","-809","4","2816","2","1261"
"-809","-809","4","2816","2","1271"
"-768","-809","4","2816","2","1281"
"-727","-768","4","2816","2","1291"
"-686","-727","4","2816","2","1301"
"-686","-686","4","2816","2","1311"
"-645","-686","4","2816","2","1321"
"-604","-645","4","2816","2","1331"
"-563","-604","4","2816","2","1341"
"-522","-563","4","2816","2","1351"
"-439","-522","4","2816","2","1361"
"-1166","-1230","5","2816","2","1371"
"-1129","-1166","5","2816","2","1381"
"-1129","-1129","5","2816","2","1391"
"-1129","-1129","5","2816","2","1401"
"-1129","-1129","5","2816","2","1411"
"-1092","-1129","5","2816","2","1421"
"-1092","-1092","5","2816","2","1431"
"-1055","-1092","5","2816","2","1441"
"-1018","-1055","5","2816","2","1451"
"-981","-1018","5","2816","2","1461"
"-981","-981","5","2816","2","1471"
"-944","-981","5","2816","2","1481"
"-907","-944","5","2816","2","1491"
"-870","-907","5","2816","2","1501"
"-833","-870","5","2816","2","1511"
"-796","-833","5","2816","2","1521"
"-759","-796","5","2816","2","1531"
"-722","-759","5","2816","2","1541"
"-722","-722","5","2816","2","1551"
"-722","-722","5","2816","2","1561"
"-685","-722","5","2816","2","1571"
"-648","-685","5","2816","2","1581"
"-611","-648","5","2816","2","1591"
"-574","-611","5","2816","2","1601"
"-574","-574","5","2816","2","1611"
"-537","-574","5","2816","2","1621"
"-500","-537","5","2816","2","1631"
"-500","-500","5","2816","2","1641"
"-500","-500","5","2816","2","1651"
"-500","-500","5","2816","2","1661"
"-436","-500","5","2816","2","1671"
"-1115","-1230","6","2816","2","1681"
"-1035","-1115","6","2816","2","1691"
"-955","-1035","6","2816","2","1701"
"-875","-955","6","2816","2","1711"
"-795","-875","6","2816","2","1721"
"-715","-795","6","2816","2","1731"
"-715","-715","6","2816","2","1741"
"-635","-715","6","2816","2","1751"
"-635","-635","6","2816","2","1761"
"-635","-635","6","2816","2","1771"
"-635","-635","6","2816","2","1781"
"-635","-635","6","2816","2","1782"
"-555","-635","6","2816","2","1791"
"-440","-555","6","2816","2","1801"
"-1225","-1225","7","2816","2","1811"
"-1135","-1225","7","2816","2","1821"
"-1080","-1135","7","2816","2","1831"
"-1025","-1080","7","2816","2","1841"
"-970","-1025","7","2816","2","1851"
"-915","-970","7","2816","2","1861"
"-860","-915","7","2816","2","1871"
"-860","-860","7","2816","2","1881"
"-805","-860","7","2816","2","1891"
"-750","-805","7","2816","2","1901"
"-695","-750","7","2816","2","1911"
"-695","-695","7","2816","2","1921"
"-640","-695","7","2816","2","1931"
"-640","-640","7","2816","2","1941"
"-585","-640","7","2816","2","1951"
"-530","-585","7","2816","2","1961"
"-440","-530","7","2816","2","1971"
"-440","-440","7","2816","2","1981"
"-1380","-1480","8","2816","1","1991"
"-1380","-1380","8","2816","1","2001"
"-1325","-1380","8","2816","1","2011"
"-1270","-1325","8","2816","1","2021"
"-1270","-1270","8","2816","1","2031"
"-1215","-1270","8","2816","1","2041"
"-1215","-1215","8","2816","1","2051"
"-1160","-1215","8","2816","1","2061"
"-1105","-1160","8","2816","1","2071"
"-1050","-1105","8","2816","1","2081"
"-995","-1050","8","2816","1","2091"
"-995","-995","8","2816","1","2101"
"-940","-995","8","2816","1","2111"
"-885","-940","8","2816","1","2121"
"-885","-885","8","2816","1","2131"
"-830","-885","8","2816","1","2141"
"-775","-830","8","2816","1","2151"
"-720","-775","8","2816","1","2161"
"-720","-720","8","2816","1","2171"
"-665","-720","8","2816","1","2181"
"-610","-665","8","2816","1","2191"
"-610","-610","8","2816","1","2201"
"-555","-610","8","2816","1","2211"
"-500","-555","8","2816","1","2221"
"-445","-500","8","2816","1","2231"
"-390","-445","8","2816","1","2241"
"-335","-390","8","2816","1","2251"
"-280","-335","8","2816","1","2261"
"-280","-280","8","2816","1","2271"
"-230","-280","8","2816","1","2281"
"-1192","-1240","9","2816","2","2291"
"-1148","-1192","9","2816","2","2301"
"-1105","-1148","9","2816","2","2311"
"-1105","-1105","9","2816","2","2321"
"-1062","-1105","9","2816","2","2331"
"-1019","-1062","9","2816","2","2341"
"-976","-1019","9","2816","2","2351"
"-976","-976","9","2816","2","2361"
"-976","-976","9","2816","2","2371"
"-976","-976","9","2816","2","2381"
"-934","-976","9","2816","2","2391"
"-892","-934","9","2816","2","2401"
"-892","-892","9","2816","2","2411"
"-892","-892","9","2816","2","2421"
"-850","-892","9","2816","2","2431"
"-808","-850","9","2816","2","2441"
"-766","-808","9","2816","2","2451"
"-766","-766","9","2816","2","2461"
"-766","-766","9","2816","2","2471"
"-766","-766","9","2816","2","2481"
"-766","-766","9","2816","2","2491"
"-724","-766","9","2816","2","2501"
"-682","-724","9","2816","2","2511"
"-682","-682","9","2816","2","2521"
"-682","-682","9","2816","2","2531"
"-640","-682","9","2816","2","2541"
"-598","-640","9","2816","2","2551"
"-556","-598","9","2816","2","2561"
"-514","-556","9","2816","2","2571"
"-472","-514","9","2816","2","2581"
"-430","-472","9","2816","2","2591"
"-1440","-1440","10","2816","1","2601"
"-1440","-1440","10","2816","1","2611"
"-1440","-1440","10","2816","1","2621"
"-1440","-1440","10","2816","1","2622"
"-1440","-1440","10","2816","1","2623"
"-1373","-1440","10","2816","1","2631"
"-1308","-1373","10","2816","1","2641"
"-1244","-1308","10","2816","1","2651"
"-1181","-1244","10","2816","1","2661"
"-1118","-1181","10","2816","1","2671"
"-1055","-1118","10","2816","1","2681"
"-992","-1055","10","2816","1","2691"
"-992","-992","10","2816","1","2701"
"-929","-992","10","2816","1","2711"
"-866","-929","10","2816","1","2721"
"-803","-866","10","2816","1","2731"
"-740","-803","10","2816","1","2741"
"-677","-740","10","2816","1","2751"
"-614","-677","10","2816","1","2761"
"-551","-614","10","2816","1","2771"
"-551","-551","10","2816","1","2781"
"-551","-551","10","2816","1","2791"
"-551","-551","10","2816","1","2801"
"-551","-551","10","2816","1","2811"
"-551","-551","10","2816","1","2821"
"-551","-551","10","2816","1","2831"
"-551","-551","10","2816","1","2841"
"-488","-551","10","2816","1","2851"
"-425","-488","10","2816","1","2861"
"-361","-425","10","2816","1","2871"
"-296","-361","10","2816","1","2881"
"-230","-296","10","2816","1","2891"
"-1240","-1240","11","2816","2","2901"
"-1203","-1240","11","2816","2","2911"
"-1168","-1203","11","2816","2","2921"
"-1133","-1168","11","2816","2","2931"
"-1098","-1133","11","2816","2","2941"
"-1063","-1098","11","2816","2","2951"
"-1028","-1063","11","2816","2","2961"
"-993","-1028","11","2816","2","2971"
"-958","-993","11","2816","2","2981"
"-923","-958","11","2816","2","2991"
"-888","-923","11","2816","2","3001"
"-888","-888","11","2816","2","3011"
"-853","-888","11","2816","2","3021"
"-853","-853","11","2816","2","3031"
"-818","-853","11","2816","2","3041"
"-783","-818","11","2816","2","3051"
"-748","-783","11","2816","2","3061"
"-713","-748","11","2816","2","3071"
"-678","-713","11","2816","2","3081"
"-643","-678","11","2816","2","3091"
"-608","-643","11","2816","2","3101"
"-608","-608","11","2816","2","3111"
"-573","-608","11","2816","2","3121"
"-573","-573","11","2816","2","3131"
"-573","-573","11","2816","2","3141"
"-573","-573","11","2816","2","3151"
"-538","-573","11","2816","2","3161"
"-538","-538","11","2816","2","3171"
"-503","-538","11","2816","2","3181"
"-468","-503","11","2816","2","3191"
"-430","-468","11","2816","2","3201"
"-1240","-1240","12","2816","2","3211"
"-1240","-1240","12","2816","2","3221"
"-1240","-1240","12","2816","2","3231"
"-1194","-1240","12","2816","2","3241"
"-1150","-1194","12","2816","2","3251"
"-1108","-1150","12","2816","2","3261"
"-1066","-1108","12","2816","2","3271"
"-1024","-1066","12","2816","2","3281"
"-982","-1024","12","2816","2","3291"
"-940","-982","12","2816","2","3301"
"-898","-940","12","2816","2","3311"
"-898","-898","12","2816","2","3321"
"-856","-898","12","2816","2","3331"
"-814","-856","12","2816","2","3341"
"-772","-814","12","2816","2","3351"
"-730","-772","12","2816","2","3361"
"-688","-730","12","2816","2","3371"
"-688","-688","12","2816","2","3381"
"-688","-688","12","2816","2","3391"
"-646","-688","12","2816","2","3401"
"-604","-646","12","2816","2","3411"
"-562","-604","12","2816","2","3421"
"-562","-562","12","2816","2","3431"
"-562","-562","12","2816","2","3441"
"-519","-562","12","2816","2","3451"
"-519","-519","12","2816","2","3461"
"-519","-519","12","2816","2","3471"
"-475","-519","12","2816","2","3481"
"-475","-475","12","2816","2","3491"
"-475","-475","12","2816","2","3501"
"-430","-475","12","2816","2","3511"
"-1190","-1240","13","2816","2","3521"
"-1190","-1190","13","2816","2","3531"
"-1190","-1190","13","2816","2","3541"
"-1190","-1190","13","2816","2","3551"
"-1190","-1190","13","2816","2","3561"
"-1190","-1190","13","2816","2","3571"
"-1190","-1190","13","2816","2","3581"
"-1141","-1190","13","2816","2","3591"
"-1094","-1141","13","2816","2","3601"
"-1047","-1094","13","2816","2","3611"
"-1000","-1047","13","2816","2","3621"
"-953","-1000","13","2816","2","3631"
"-906","-953","13","2816","2","3641"
"-859","-906","13","2816","2","3651"
"-812","-859","13","2816","2","3661"
"-765","-812","13","2816","2","3671"
"-718","-765","13","2816","2","3681"
"-718","-718","13","2816","2","3691"
"-718","-718","13","2816","2","3701"
"-671","-718","13","2816","2","3711"
"-624","-671","13","2816","2","3721"
"-577","-624","13","2816","2","3731"
"-577","-577","13","2816","2","3741"
"-577","-577","13","2816","2","3751"
"-529","-577","13","2816","2","3761"
"-480","-529","13","2816","2","3771"
"-430","-480","13","2816","2","3781"
"-430","-430","13","2816","2","3791"
"-1440","-1440","14","2816","1","3801"
"-1440","-1440","14","2816","1","3811"
"-1440","-1440","14","2816","1","3821"
"-1362","-1440","14","2816","1","3831"
"-1285","-1362","14","2816","1","3841"
"-1209","-1285","14","2816","1","3851"
"-1209","-1209","14","2816","1","3861"
"-1134","-1209","14","2816","1","3871"
"-1059","-1134","14","2816","1","3881"
"-1059","-1059","14","2816","1","3891"
"-984","-1059","14","2816","1","3901"
"-984","-984","14","2816","1","3911"
"-984","-984","14","2816","1","3921"
"-984","-984","14","2816","1","3931"
"-984","-984","14","2816","1","3941"
"-984","-984","14","2816","1","3951"
"-984","-984","14","2816","1","3961"
"-984","-984","14","2816","1","3971"
"-909","-984","14","2816","1","3981"
"-834","-909","14","2816","1","3991"
"-759","-834","14","2816","1","4001"
"-684","-759","14","2816","1","4011"
"-684","-684","14","2816","1","4021"
"-684","-684","14","2816","1","4031"
"-609","-684","14","2816","1","4041"
"-534","-609","14","2816","1","4051"
"-459","-534","14","2816","1","4061"
"-384","-459","14","2816","1","4071"
"-308","-384","14","2816","1","4081"
"-230","-308","14","2816","1","4091"
"-200","-200","1","2816","1","4092"
