f187b039acb782888910750742e19dfcdb4c0a5fe7c99365ab6594240b511d15,d2de65bdd8f15f57f156feba0345a92600feaa9902a1f99adc65302a15076aac,21104038f74cb8254b395cee3d97afbe7d7cbb51f18eaaf68b9d5c449f93e8a3,872ec8da6e9933c639e035aa78c727d6c55f37da69c88f6eca39031cd9f6fc21,9c7f77a5a9d23ceabd38e1d841ae0852f748ebff59890768b6fa98c5a06af85d,6dd457fd98c84fb3a780eca21f74b1f1d93da7f6fc2ee09d860bfa272440aa0d,46a4beee1a3786471fe9342add53426a8673bf695d1a57c6c47379d7977eb1a4,a29afc8ace36c0fc75ae1f8ba9852b494dfc3792dae23edf67e3d866762ef1b6,4ca8dc398a5e2c1da97e199118a959376024da37ab85f71dd644220531a4625d,82a655bc8c5179f68509bc237b5b51770d6a671060b75f81e553ad7a44901d83,94debfb8946aee8f3f989574a83b2a634a4d0ffeb836e5564c0d5a8487949717,8379bde0493b5184b88e992319d99e1a7716cd4580e3f7a026697b39c3b8f5df,1e06d320817b49a67160cacba7832baaba1da250556729102a977382daf9f541,22fbee69e8469a234c155a25c8fabe1a64575c30ca8f461f986e1f43c0734371,6b09362201a02a61198c23c4f3b6e10507c70326ce7c10340443654d016fa286,bcb1b73b351d8c541d56d6e7a059516cbe9b383c7a455ddf424d75fcac67c4b2,bc29abeb2dfd1e768aed462fa5ecd69b4b2a4f4eb24221aedbc24c7aa4325a33,b6a439992f196d79f5e4080993c6ae656f29bc1b92d1b235ff636b051f74fc00,5ed3ff18647dc91aaeb3e1362701e4d14007f33d7ceef91e1fe935ddff3cd03d,06e9cf18a3cab9f94b764cff15792c7247991393800992a1b29e5bab1481f5cd,abbeaf63b5e7b72aad2acf684e9b363b05987789ae33f60525f1122e153f1787
"102013","0","0","0","0","0","0","ブルーブラッド","0","2","0","27","剣","0","0","0","0","0","0","0","60"
"102014","0","0","0","0","0","0","オーロラの剣","0","2","0","27","剣","1","0","0","1","0","0","0","0"
"102041","0","0","0","0","0","0","クレセントソード","0","2","0","30","刀","0","0","0","0","0","0","0","35"
"102071","5","0","0","0","0","0","コマンドナイフ","0","2","0","13","短剣","0","0","0","0","0","0","0","0"
"102101","10","0","0","0","0","0","レザーナックル","0","2","0","27","ナックル","0","0","0","0","0","0","0","0"
"102131","0","0","0","0","0","0","クリスタルボウ","0","2","0","27","弓","0","0","0","1","0","0","0","0"
"102162","0","0","0","0","0","0","トライデント","0","2","0","12","槍","1","0","0","0","0","0","0","0"
"102163","0","0","0","0","0","0","フレイムスピア","0","2","0","20","槍","3","0","0","0","0","0","0","0"
"102191","0","0","0","0","0","0","メタルアックス","0","2","0","16","斧","0","0","0","0","0","0","0","0"
"102192","0","0","0","0","0","0","ハイメタルアックス","0","2","0","34","斧","0","0","0","0","0","0","0","0"
"102221","0","0","0","0","0","16","グリーンロッド","0","2","0","0","攻撃杖","0","0","0","0","0","0","0","0"
"102222","0","0","0","0","0","34","リトルドラゴンロッド","0","2","0","0","攻撃杖","0","0","0","0","0","0","0","0"
"102251","0","0","0","0","0","13","医者いらずの杖","0","2","0","0","回復杖","0","0","0","1","0","0","0","0"
"102252","0","0","0","0","0","27","ユニコーンの慈愛","0","2","0","0","回復杖","0","0","0","1","0","0","0","0"
"102281","0","0","0","0","0","0","智慧の衣","0","2","0","5","軽装鎧","0","0","0","0","0","0","0","90"
"102282","0","0","0","0","0","0","ライトプレート","0","2","0","7","軽装鎧","1","0","0","1","0","0","0","150"
"102311","0","0","0","0","0","0","スケイルメイル","0","2","0","0","重装鎧","1","0","0","0","0","0","0","95"
"102312","0","0","0","0","0","0","ハイメタルプレート","0","2","0","0","重装鎧","2","0","0","1","0","0","0","180"
"102341","0","0","0","0","0","0","フォークロアクロース","0","2","0","6","服","0","0","0","0","0","0","0","90"
"102342","0","0","0","110","0","0","忍び装束","0","2","0","7","服","1","0","0","1","0","0","0","120"
"102371","0","0","0","0","0","4","春色ローブ","0","2","0","0","魔法服","0","0","0","1","0","0","0","65"
"102372","0","0","0","0","0","7","ノルディックローブ","0","2","0","0","魔法服","1","0","0","2","0","0","0","120"
"102401","0","0","0","0","0","0","タワーシールド","0","2","0","7","盾","3","0","0","0","0","0","0","135"
"102431","0","0","0","0","0","0","クラウンブーツ","1","2","0","2","靴","1","0","0","0","0","0","0","30"
"102432","0","0","0","0","0","0","ハンティングブーツ","2","2","0","3","靴","2","0","0","1","0","0","0","60"
"102461","0","0","0","0","0","8","ウィッチブーツ","0","2","0","0","魔法靴","0","0","0","1","0","0","0","30"
"102491","0","0","0","0","0","0","かわいいキャスケット","0","2","0","3","兜","1","0","0","0","0","0","0","90"
"102493","0","0","0","0","0","0","レギオンヘルム","0","2","0","0","兜","1","0","0","1","0","0","0","90"
"102521","0","0","0","0","0","7","修道女のフード","0","2","0","0","魔法帽子","1","0","10","3","0","0","0","0"
"102551","5","0","0","30","0","0","勇気の宝珠","0","2","0","11","攻撃アクセサリ","0","0","0","0","0","0","0","0"
"102552","10","0","0","0","0","0","スパイクバングル","0","2","0","20","攻撃アクセサリ","1","0","5","0","0","0","0","0"
"102581","0","0","0","25","0","0","仁愛の宝珠","0","2","0","0","防御アクセサリ","1","0","0","1","0","0","0","55"
"102582","0","0","0","0","0","0","勝利のミサンガ","0","2","0","0","防御アクセサリ","2","0","0","2","0","0","0","120"
"102611","0","0","0","0","0","11","マジックグラス","0","2","0","0","魔法アクセサリ","0","0","0","1","0","0","0","0"
"102612","5","0","0","25","0","10","智慧の宝珠","0","2","0","0","魔法アクセサリ","0","0","0","0","0","0","0","0"
"102613","0","0","0","0","0","24","マジックモノクル","0","2","0","0","魔法アクセサリ","0","0","0","2","0","0","0","0"
"102614","10","0","0","0","0","20","文様の腕輪","0","2","0","0","魔法アクセサリ","0","0","0","1","0","0","0","0"
"103011","0","0","0","0","0","0","煌めきの剣","0","3","0","13.4","剣","0","0","0","0","0","0","0","30"
"103012","0","0","0","0","0","0","竜紋剣","0","3","0","17.7","剣","0","0","0","0","0","0","0","38.4"
"103013","0","0","0","0","0","0","フェザーブレード","0","3","0","20.4","剣","0","0","0","0","0","0","0","45"
"103041","0","0","0","0","0","0","月光刀","0","3","0","19.4","刀","0","0","0","0","0","0","0","21.7"
"103042","0","0","0","0","0","0","雷神刀","0","3","0","22.7","刀","0","0","0","0","0","0","0","25"
"103071","5","0","0","0","0","0","プラチナナイフ","0","3","0","13.4","短剣","0","0","0","0","0","0","0","0"
"103072","0","0","0","0","0","0","ヴァンパイアダガー","0","3","1","20.4","短剣","0","0","0","0","0","0","0","0"
"103101","5","0","0","0","0","0","ドラゴンズクロー","0","3","0","17.7","ナックル","0","0","0","0","0","0","0","0"
"103131","0","0","0","0","0","0","キューピッドの弓","0","3","0","17.7","弓","0","0","0","1","0","0","0","0"
"103132","0","0","0","0","0","0","デビルズボウ","0","3","0","20.4","弓","0","0","0","1","0","0","0","0"
"103161","0","0","0","0","0","0","騎士の誇り","0","3","0","11.7","槍","1","0","0","0","0","0","0","0"
"103162","0","0","0","0","0","0","アブソリュートスピア","0","3","0","15.4","槍","1.7","0","0","0","0","0","0","0"
"103191","0","0","0","0","0","0","ブルースフィアアックス","0","3","0","16.7","斧","0","0","0","0","0","0","0","0"
"103192","0","0","0","0","0","0","麗花の戦斧","0","3","0","22","斧","0","0","0","0","0","0","0","0"
"103193","0","0","0","0","0","0","稲妻の斧","0","3","0","25.7","斧","0","0","0","0","0","0","0","0"
"103221","0","0","0","0","0","16.7","ソーンブラッドロッド","0","3","0","0","攻撃杖","0","0","0","0","0","0","0","0"
"103222","0","0","0","0","0","25.7","デビルズホーン","0","3","0","0","攻撃杖","0","0","0","0","0","0","0","0"
"103251","0","0","0","0","0","13.4","天球の見守り","0","3","0","0","回復杖","0","0","0","0.7","0","0","0","0"
"103252","0","0","0","0","0","17.7","花蕾の杖","0","3","0","0","回復杖","0","0","0","1","0","0","0","0"
"103281","0","0","0","0","0","0","ファッションアーマー","0","3","0","3.7","軽装鎧","0.4","0","0","0.4","0","0","0","81.7"
"103282","0","0","0","0","0","0","バトリングドレス","0","3","0","5","軽装鎧","0.7","0","0","0.7","0","0","0","108.4"
"103283","0","0","0","0","0","0","ヘビーメタルアーマー","0","3","0","5.7","軽装鎧","0.7","0","0","0.7","0","0","0","126.7"
"103311","0","0","0","0","0","0","ゴージャスアーマー","0","3","0","0","重装鎧","1","0","0","0.7","0","0","0","81.7"
"103341","0","0","0","53.4","0","0","ミルフィーユクロース","0","3","0","3.4","服","0.4","0","0","0.4","0","0","0","60"
"103342","0","0","0","70","0","0","パレスクロース","0","3","0","4.4","服","0.7","0","0","0.4","0","0","0","78.4"
"103343","0","0","0","123.4","0","0","コスモスクロース","0","3","0","5","服","0.7","0","0","0.7","0","0","0","68.4"
"103371","0","0","0","0","0","4.4","キューピッドのローブ","0","3","0","0","魔法服","0.7","0","0","1.4","0","0","0","78.4"
"103372","0","0","0","0","0","4.7","哲学者のローブ","0","3","0","0","魔法服","0.7","0","1.7","1.4","0","0","0","81.7"
"103401","0","0","0","0","0","0","ガーネットシールド","0","3","0","2.7","盾","2","0","0","0","0","0","0","96.7"
"103431","0","0","0","0","0","0","忍び足","1","3","0","1.7","靴","0.7","0","0","0.4","0","0","0","30"
"103432","0","0","0","0","0","0","フェンサーブーツ","1.4","3","0","8.7","靴","0","0","0","0","0","0","0","38.4"
"103461","0","0","0","0","0","6.7","ウィッチパレスブーツ","0","3","0","0","魔法靴","1","0","0","1.4","0","0","0","38.4"
"103491","0","0","0","0","0","0","ドラゴンヘッド","0","3","0","0","兜","1.7","0","0","1.4","0","0","0","78.4"
"103521","0","0","0","0","0","6.7","ウィッチカチューシャ","0","3","0","0","魔法帽子","0","0","0","1.4","0","0","0","30"
"103522","0","0","0","0","0","8.7","ウィッチハット","0","3","0","0","魔法帽子","0","0","0","2","0","0","0","38.4"
"103551","0","0","0","30","0","0","オパールイヤリング","0","3","0","11","攻撃アクセサリ","1","0","0","0","0","0","0","0"
"103552","0","0","0","78.4","0","0","鷲獅子の羽飾り","0","3","0","14.7","攻撃アクセサリ","0.7","0","0","0","0","0","0","0"
"103553","0","0","0","0","0","0","スカーレットダイヤ","0","3","0","18","攻撃アクセサリ","1.4","0","0","0","0","0","0","23.4"
"103581","0","0","0","0","0","0","エメラルドイヤリング","0","3","0","0","防御アクセサリ","1","0","0","1","0","0","0","60"
"103582","0","0","0","0","0","0","オクタグラムペンダント","0","3","0","8.7","防御アクセサリ","1.7","0","0","1.4","0","0","0","0"
"103583","0","0","0","0","0","0","獅子王の守護","0","3","0","0","防御アクセサリ","1.7","0","0","1.7","0","0","0","90"
"103611","8.4","0","0","0","0","10","ターコイズイヤリング","0","3","0","0","魔法アクセサリ","0","0","0","0","0","0","0","0"
"103612","0","0","0","0","0","3.4","パールイヤリング","0","3","0","0","魔法アクセサリ","0","0","5","1.7","0","0","0","0"
"103613","11.7","0","0","0","0","13","ソーサラーグラス","0","3","0","0","魔法アクセサリ","0","0","0","0","0","0","0","0"
"103614","0","0","0","0","0","15.4","月桂樹の哀しみ","0","3","0","0","魔法アクセサリ","0","0","5","1","0","0","0","0"
"104011","0","0","0","0","0","0","エンジェルブレード","0","4","0","14.6","剣","0","0","0","0","0","0","0","33"
"104012","3","0","0","0","0","0","太陽剣","0","4","0","16","剣","0","0","0","0","0","0","0","14"
"104013","0","0","0","0","0","0","アイスクレイモア","0","4","0","19","剣","0","0","0","0","0","0.8","2","0"
"104014","0","0","0","0","0","0","カオスブレード","0","4","0.4","19","剣","0","0","0","0","0","0","0","28"
"104041","0","0","0","0","0","0","妖蝶の刀","0","4","0.4","14.6","刀","0","0","0","0","0","0","0","16"
"104042","0","0","0","0","0","0","光輝の剣","0","4","0","20.8","刀","0","0","0","0","0","1.6","0","0"
"104043","0","0","0","0","0","0","鷹神の煌剣","0","4","0","21","刀","0","0","0","0","0","0","3","0"
"104044","0","0","0","20","0","0","鳳凰刀","0","4","0","22","刀","0","0","0","0","0","0","2","0"
"104071","5","0","0","0","0","0","プレシャスナイフ","0","4","0","14.6","短剣","0","0","0","0","0","0","0","0"
"104072","0","0","0","60","0","0","プリンセスの懐剣","0","4","0","15","短剣","0","0","0","0","0","0","0","10"
"104073","0","0","0","30","0","0","ダークマターエッジ","0","4","0","16","短剣","0","0","0","1","0","0","0","0"
"104074","0","0","0","30","1","0","ユニコーンナイフ","0","4","0","16.8","短剣","0","0","0","0","0","0","0","20"
"104101","5","0","0","0","0","0","火焔のガントレット","0","4","0","14.6","ナックル","0","0","0","0","0","0","0","0"
"104102","0","0","0","0","0","0","獅子王のガントレット","0","4","0","22.2","ナックル","0","0","0","0","0","1.8","2","0"
"104103","0","0","0","0","0","0","ブリザードクロー","0","4","0","18","ナックル","0","0","0","0","1","0","2","0"
"104104","0","0","0","0","0","0","蒼雷拳","0","4","0","20","ナックル","0","0","0","0.8","0","0","2","0"
"104131","0","0","0","0","0","0","雷光弓","0","4","0","14.6","弓","0","0","0","0.8","0","0","0","0"
"104132","0","0","0","24","0","0","エンジェルボウ","0","4","0","15","弓","0","0","0","0.8","0","0.8","0","0"
"104133","0","0","0","0","0","0","アルテミスボウ","0","4","0","15","弓","0","0","0","1.2","0","0","3","0"
"104134","0","0","0","12","1","0","精霊樹の弓","0","4","0","16","弓","0","0","0","0.8","0","0","0","0"
"104161","0","0","0","0","0","0","緋竜槍","0","4","0","12.8","槍","1.2","0","0","0","0","0","0","0"
"104162","0","0","0","0","0","0","クイーンビースピア","0","4","0","13.6","槍","1","0","0","0.4","0","0","0","0"
"104163","0","0","0","0","0","0","ストームブリンガー","0","4","0","17","槍","0.6","0","0","0.4","0","0","1","0"
"104164","0","0","0","0","0","0","ガイアバルディッシュ","0","4","0","16","槍","0.6","0","0","0.4","0","0.6","0","0"
"104191","0","0","0","0","0","0","紫龍斧","0","4","0","18.2","斧","0","0","0","0","0","0","0","0"
"104192","0","0","0","0","0","0","ヘルファイアアックス","0","4","0","19.4","斧","0","0","0","0","0","0","0","0"
"104193","0","0","0","0","0","0","戦女王の烈斧","0","4","0","22.8","斧","0","0","0","0","0","0","0","0"
"104194","0","0","0","0","0","0","アクアスラッシャー","0","4","0","24","斧","0","0","0","0","0","0","2","0"
"104221","0","0","0","0","0","18.2","フューリーロッド","0","4","0","0","攻撃杖","0","0","0","0","0","0","0","0"
"104222","0","0","0","0","0","18.4","太陽のロッド","0","4","0.2","0","攻撃杖","0","0","0","0","0","0","0","0"
"104223","0","0","1","0","0","20.8","司法神の錫杖","0","4","0","0","攻撃杖","0","0","0","0","0","0","0","0"
"104224","0","0","1","20","0","21.6","ハイデビルズワンド","0","4","0.2","0","攻撃杖","0","0","0","0","0","0","0","0"
"104251","0","0","0","0","0","14.6","月華杖","0","4","0","0","回復杖","0","0","0","0.8","0","0","0","0"
"104252","0","0","0","0","0","13.4","生命のロッド","0","4","0","0","回復杖","0","0","3","0.8","0","0","0","0"
"104253","0","0","0","0","0","15.4","フェニックスロッド","0","4","0","0","回復杖","0","0","0","0.8","1","0","0","0"
"104254","0","0","0","20","0","17.2","ハイエンジェルロッド","0","4","0","0","回復杖","0","0","1","0.8","0","0","0","0"
"104281","0","0","0","0","0","0","インビジブルドレス","0","4","0","4","軽装鎧","0.4","0","0","0.4","0","0","0","90"
"104282","5","0","0","0","0","0","ミスリルプレート","0","4","0","5","軽装鎧","0.6","0","0","0.4","0","0","0","50"
"104283","0","0","0","0","0","0","クルセイダープレート","0","4","0","7","軽装鎧","1","0","0","0.8","0","0","2","30"
"104284","0","0","0","0","0","0","スカーレットメイル","0","4","0","8.8","軽装鎧","0.8","0","0","0.6","0","0","2","32"
"104311","0","0","0","0","0","0","エンジェルアーマー","0","4","0","0","重装鎧","1","0","0","0.8","0","0","0","90"
"104312","0","0","0","80","0","0","バーミリオンメイル","0","4","0","0","重装鎧","0.8","0","0","0.8","0","0","0","60"
"104313","0","0","0","0","0","0","バイオレットアーマー","0","4","0","0","重装鎧","0.8","0","0","2","0","0","0","60"
"104314","0","0","0","0","0","0","ドラゴニックアーマー","0","4","0.2","0","重装鎧","1.4","0","0","2","0","0","0","20"
"104341","0","0","0","65","0","0","月下の法衣","0","4","0","2","服","0.4","0","0","0.4","0","0","0","72"
"104342","0","0","0","0","0","0","ハーミットクロース","0.2","4","0","7","服","1","0","0","0.6","0","0","0","36"
"104343","0","0","0","0","0","0","蒼天のローブ","0","4","0","9","服","0.6","0","0","0.4","0","0","2","40"
"104344","0","0","0","50","0","0","ダークテラードレス","0","4","0","6","服","1.4","0","0","0","0","0","0","40"
"104371","0","0","0","0","0","9.4","大魔導師のローブ","0","4","0","0","魔法服","0.4","0","0","0.8","0","0.8","0","33"
"104372","0","0","0","0","0","7.4","聖者のローブ","0","4","0","0","魔法服","0.4","0","1","0.8","0","0","0","48"
"104373","0","0","0","0","0","5","翠緑の霊衣","0","4","0","0","魔法服","0.8","0","0.6","1.2","0","0","0","40"
"104401","0","0","0","0","0","0","エンプレスシールド","0","4","0.8","3.6","盾","0.8","0","0","0.8","0","0","0","33"
"104402","0","0","0","0","0","0","ガーディアンシールド","0","4","0.6","10","盾","0.8","0","0","0.8","0","0","0","0"
"104431","0","0","0","0","0","0","パラディングリーブ","1.2","4","0","1.8","靴","0.8","0","0","0.4","0","0","0","33"
"104432","0","0","0","0","0","0","エンジェルブーツ","1","4","0","0","靴","0.6","0","3","0.6","0","0","0","44"
"104433","0","0","0","0","0","0","フェアリアルブーツ","1","4","0","7.6","靴","0","0","2","0.6","0","0","0","0"
"104461","0","0","0","0","0","5.4","ウィザードブーツ","0","4","0","0","魔法靴","0.8","0","0","1.2","0","0","0","33"
"104462","0","0","0","40","0","3","ネクロマンサーブーツ","0","4","0","0","魔法靴","0.2","0","0","2.4","0","0","0","20"
"104463","0","0","1.4","0","0","10","アクエリアスブーツ","0","4","0","0","魔法靴","0","0","0","1","0.4","0","0","8"
"104491","0","0","0","0","0","0","フェザーワルツ","0","4","0","3.6","兜","0.8","0","0","0","0","0","0","98"
"104521","0","0","0","0","0","7.4","ウィザードフード","0","4","0","0","魔法帽子","0","0","0","1.6","0","0","0","33"
"104522","4","0","1","0","0","9","法王のフード","0","4","0","0","魔法帽子","0","0","0","0.8","0","0","0","18"
"104523","0","0","1","0","0","9","福音のティアラ","0","4","0","0","魔法帽子","0.6","0","0","1","0","0","0","20"
"104551","0","0","0","0","0","0","エレメンタルハート","0","4","0","13.2","攻撃アクセサリ","0.4","0","0","0","0","1","2","0"
"104552","0","0","0","0","0","0","太陽のアミュレット","0","4","0","14","攻撃アクセサリ","0","0","2","0.4","0","0","2","0"
"104553","0","0","0","0","0","0","焔帝の指輪","0","4","0","14.8","攻撃アクセサリ","0","0","0","0","0","0","2.4","40"
"104554","0","0","0","0","2","0","猫神のペンダント","0.4","4","0","10.8","命中アクセサリ","0","0","0","0","0","0","1.6","0"
"104581","0","0","0","0","0","2","身代わりのバングル","0","4","0","0","防御アクセサリ","1","0","0","1.2","0","1","0","26"
"104582","0","0","0","0","0","0","月のブレスレット","0","4","0","0","防御アクセサリ","1.8","0","0","1","0","0","0","60"
"104583","0","0","0","0","0","0","聖信徒のペンダント","0","4","0","0","防御アクセサリ","1.2","0","2","1.2","0","0","0","40"
"104611","3","0","1.2","0","0","9.2","三日月の嘆き","0","4","0","0","魔法アクセサリ","0","0","0","0","0","1","0","10"
"104612","0","0","1.6","24","0","14","竜の涙","0","4","0","0","魔法アクセサリ","0","0","0","0","0","0","0","24"
"104613","3.2","0","2","0","0","16","大賢者の宝珠","0","4","0","0","魔法アクセサリ","0","0","0","0","0","0","0","0"
"105011","0","0","0","0","0.6","0","ライトニングブレード","0","5","0","21","剣","0","0","0","0","0","0","2","24"
"105012","0","0","0","0","0.6","0","天開の聖剣","0","5","0","23","剣","0","0","0","0","0","0","0","24"
"105013","1.6","0","0","0","0","0","罪過の大剣","0","5","0","24","剣","0","0","0","0","0","0","0","28"
"105014","0","0","0","0","0","0","神湊剣アクアルーラー","0","5","0","26.4","剣","0","0","0","0","0","0","0.8","32"
"105015","0","0","0","0","0","0","覇王光龍剣","0","5","0","29","剣","0","0","0","0","0","0","2","12"
"105016","0","0","0","0","0","0","星核剣エルツシュナイド","0","5","0","30.6","剣","0","0","0","0","0","0","2.8","16"
"105017","0","0","0","0","0","0","神兎乃大剣","0","5","0","33.4","剣","0","0","0","0","0","0","3.2","12"
"105041","0","0","0","0","0.6","0","百華白桜刀","0","5","0","23.6","刀","0","0","0","0","0","0","2.4","0"
"105042","0","0","0","0","0","0","流禍の蒼刃","0","5","0","24","刀","0","0","1.2","0","0","0","2.4","0"
"105043","0","0","0","0","0","0","妖刀血鴉","0","5","0.4","25","刀","0","0","0","0","0","0","2.8","0"
"105044","0","0","0","0","0","0","焔神刀イグニース","0","5","0","26.8","刀","0","0","0","0","0","0","3.2","16"
"105045","0","0","0","0","0","0","翠風神ノ太刀","0","5","0","24","刀","0.8","0","0","0","0","0","2","20"
"105046","0","0","0","0","0.4","0","神降りの枝刃刀","0","5","0","30","刀","0","0","0","0","0","0","5","0"
"105047","0","0","0","0","0","0","旺鯉乃神刀","0","5","0","34.4","刀","0","0","0","0","0","0","4","0"
"105071","0","0","0","30","0","0","エメラルドダガー","0","5","0","20","短剣","0","0","0","0","0","0","4","24"
"105072","0","0","0","0","0","0","ラヴァエッジ","0","5","0","23","短剣","0","0","0","0","0","0.4","4","8"
"105073","0","0","0","24","0","0","ティルナノーグダガー","0","5","0","24","短剣","0","0","0","0","0","0","3.2","12"
"105074","1.2","0","0","0","0","0","天雷の双神剣","0","5","0","24.8","短剣","0","0","0","0","0","0","4","22"
"105075","0","0","0","0","0","0","天黒剣オブシウス","0","5","0","29.2","短剣","0","0","0","0","0","0","4","0"
"105076","0","0","0","0","0","0","ゲヘナドラグーン","0","5","0","32.2","短剣","0","0","0","0","0","0","2.8","0"
"105077","0","0","0","0","0.8","0","冥刃・鴉天狗","0","5","0","30.6","短剣","0","0","0","0","0","0","6","0"
"105101","0","0","0","0","0.6","0","ムーンセスタス","0","5","0","24","拳","0","0","0","0","0","0","1.2","0"
"105102","0","0","0","0","0","0","クリムゾンクロー","0","5","0","26","拳","0","0","0","0","0","0","3.2","0"
"105103","0","0","0","0","0","0","コキュートスネイル","0","5","0","24","拳","0.6","0","0","0","0","0","2.8","0"
"105104","0","0","0","0","0","0","嵐神テンペストギア","0","5","0","24.8","拳","0.8","0","0","0","0","0","3.2","0"
"105105","0","0","0","0","0","0","極闇爪ブラッディハウル","0","5","0","22.2","拳","0","0","0","1.2","0","0","6","0"
"105106","0","0","0","0","0","0","星核拳エルツロア","0","5","0","30.8","拳","0","0","0","0","0","0","6","0"
"105107","0","0","0","0","0","0","通天手甲・犀打ち","0","5","0","26.6","拳","0.8","0","0","0.6","0","0","5.6","0"
"105131","0","0","0","0","0","0","白銀の大翼弓","0","5","0","20","弓","0","0","0","0.8","0","0.4","0.8","0"
"105132","0","0","0","0","0","0","アビスボウ","0","5","0.4","22","弓","0","0","0","0.6","0","0","1.4","0"
"105133","0","0","0","0","0.6","0","紅天弓","0","5","0","25.2","弓","0","0","0","0","0","0","3","0"
"105134","0","0","0","0","0","0","装號弓デウスフォール","0","5","0","26.4","弓","0.4","0","0","0.4","0","0","0","0"
"105135","0","0","0","0","0","0","氷涙弓フリージングティア","0","5","0","27.4","弓","0.6","0","0","0.2","0","0","0","0"
"105136","0","0","0","0","0","0","星核弓エルツボーゲン","0","5","0","27.8","弓","0.8","0","0","0.4","0","0","0","0"
"105137","0","0","0","0","0","0","天穿乃隼弓","0","5","0","32","弓","0","0","0","0.4","0","0","4.4","0"
"105161","0","0","0","0","0","0","ゼロフロストランス","0","5","0","19.6","槍","0.8","0","0","0.4","0","0","2","0"
"105162","0","0","0","0","0","0","ゲイルスティンガー","0.4","5","0","18.4","槍","0.8","0","0","0.6","0","0","0","0"
"105163","0","0","0","0","0","0","護天の聖槍","0","5","0","20.4","槍","0.8","0","0","0.8","0","0","0","0"
"105164","0","0","0","0","0","0","冥神槍ドゥームペイン","0","5","0.4","22.6","槍","0.6","0","0","0.6","0","0","0","0"
"105165","0","0","0","0","0","0","豪炎槍プロミネンス","0","5","0","28.2","槍","0","0","0","0.6","0","0","0","0"
