2f17a41b0fdb23a156f7658fbc9190664d08ade41dd198559878370b59fe66e3,dd515a45a0a3aa582b722dba61d3abd7bc6302d6075d25d9c0871e16de8112e7,1fc7eb0648b7e655c700895c810e055eaee71ca2883cb49ce3344b897dcebae2,c1ad9d42400745c2af686e917bfc6427cac7a4835a93f8965e03a99f51f9db71,654b7cd0684c0c8e8bcca8f25cc06caf6ebc81b646fcaed497adc8ec16913d6e,541cad453e7cbd25e0c29eacaa105ca4919d0fc97480ed807dbdcef07c037e50,412a253b3c29024bee52b930544470e149d5dc4190e4455b9152573b25147456,6aa5cda1fe364205ed2fcd72aac5aa0e08108ec90d67afd32dd6068f7859f63c,9a7d34967639aa5489e754a30a3145b4f03d3062a6415ed774474c3c2b9f392e,ab000945bba089ecf87d4321861f470fdfbcae19fb5a6ae57156e60438c33038,e17a863c92ed53b014dc1bdc069653df7d832c50019ec348f891c46d86508be4,6d907e1911f9fb6eef07e8f53ac8c202b68f19bc37828762ae5c9db3f047c8f3
"924143102","1","92414110","92414","2","1000000000","924141200","2","90","92414130","924142102","92414120"
"924143103","1","92414120","92414","3","1500000000","924141300","3","90","92414140","924142103","92414130"
"924143104","1","92414130","92414","4","0","924141400","4","90","0","924142104","92414140"
"924143201","1","0","92414","1","500000000","924142100","1","90","92414220","924142201","92414210"
"924143202","1","92414210","92414","2","1000000000","924142200","2","90","92414230","924142202","92414220"
"924143203","1","92414220","92414","3","1500000000","924142300","3","90","92414240","924142203","92414230"
"924143204","1","92414230","92414","4","0","924142400","4","90","0","924142204","92414240"
"924143301","1","0","92414","1","500000000","924143100","1","90","92414320","924142301","92414310"
"924143302","1","92414310","92414","2","1000000000","924143200","2","90","92414330","924142302","92414320"
"924143303","1","92414320","92414","3","1500000000","924143300","3","90","92414340","924142303","92414330"
"924143304","1","92414330","92414","4","0","924143400","4","90","0","924142304","92414340"
"924153101","1","0","92415","1","500000000","924151100","1","90","92415120","924152101","92415110"
"924153102","1","92415110","92415","2","1000000000","924151200","2","90","92415130","924152102","92415120"
"924153103","1","92415120","92415","3","1500000000","924151300","3","90","92415140","924152103","92415130"
"924153104","1","92415130","92415","4","0","924151400","4","90","0","924152104","92415140"
"924153201","1","0","92415","1","500000000","924152100","1","90","92415220","924152201","92415210"
"924153202","1","92415210","92415","2","1000000000","924152200","2","90","92415230","924152202","92415220"
"924153203","1","92415220","92415","3","1500000000","924152300","3","90","92415240","924152203","92415230"
"924153204","1","92415230","92415","4","0","924152400","4","90","0","924152204","92415240"
"924153301","1","0","92415","1","500000000","924153100","1","90","92415320","924152301","92415310"
"924153302","1","92415310","92415","2","1000000000","924153200","2","90","92415330","924152302","92415320"
"924153303","1","92415320","92415","3","1500000000","924153300","3","90","92415340","924152303","92415330"
"924153304","1","92415330","92415","4","0","924153400","4","90","0","924152304","92415340"
"924163101","1","0","92416","1","500000000","924161100","1","90","92416120","924162101","92416110"
"924163102","1","92416110","92416","2","1000000000","924161200","2","90","92416130","924162102","92416120"
"924163103","1","92416120","92416","3","1500000000","924161300","3","90","92416140","924162103","92416130"
"924163104","1","92416130","92416","4","0","924161400","4","90","0","924162104","92416140"
"924163201","1","0","92416","1","500000000","924162100","1","90","92416220","924162201","92416210"
"924163202","1","92416210","92416","2","1000000000","924162200","2","90","92416230","924162202","92416220"
"924163203","1","92416220","92416","3","1500000000","924162300","3","90","92416240","924162203","92416230"
"924163204","1","92416230","92416","4","0","924162400","4","90","0","924162204","92416240"
"924163301","1","0","92416","1","500000000","924163100","1","90","92416320","924162301","92416310"
"924163302","1","92416310","92416","2","1000000000","924163200","2","90","92416330","924162302","92416320"
"924163303","1","92416320","92416","3","1500000000","924163300","3","90","92416340","924162303","92416330"
"924163304","1","92416330","92416","4","0","924163400","4","90","0","924162304","92416340"
"924173101","1","0","92417","1","500000000","924171100","1","90","92417120","924172101","92417110"
"924173102","1","92417110","92417","2","1000000000","924171200","2","90","92417130","924172102","92417120"
"924173103","1","92417120","92417","3","1500000000","924171300","3","90","92417140","924172103","92417130"
"924173104","1","92417130","92417","4","0","924171400","4","90","0","924172104","92417140"
"924173201","1","0","92417","1","500000000","924172100","1","90","92417220","924172201","92417210"
"924173202","1","92417210","92417","2","1000000000","924172200","2","90","92417230","924172202","92417220"
"924173203","1","92417220","92417","3","1500000000","924172300","3","90","92417240","924172203","92417230"
"924173204","1","92417230","92417","4","0","924172400","4","90","0","924172204","92417240"
"924173301","1","0","92417","1","500000000","924173100","1","90","92417320","924172301","92417310"
"924173302","1","92417310","92417","2","1000000000","924173200","2","90","92417330","924172302","92417320"
"924173303","1","92417320","92417","3","1500000000","924173300","3","90","92417340","924172303","92417330"
"924173304","1","92417330","92417","4","0","924173400","4","90","0","924172304","92417340"
"924183101","1","0","92418","1","500000000","924181100","1","90","92418120","924182101","92418110"
"924183102","1","92418110","92418","2","1000000000","924181200","2","90","92418130","924182102","92418120"
"924183103","1","92418120","92418","3","1500000000","924181300","3","90","92418140","924182103","92418130"
"924183104","1","92418130","92418","4","0","924181400","4","90","0","924182104","92418140"
"924183201","1","0","92418","1","500000000","924182100","1","90","92418220","924182201","92418210"
"924183202","1","92418210","92418","2","1000000000","924182200","2","90","92418230","924182202","92418220"
"924183203","1","92418220","92418","3","1500000000","924182300","3","90","92418240","924182203","92418230"
"924183204","1","92418230","92418","4","0","924182400","4","90","0","924182204","92418240"
"924183301","1","0","92418","1","500000000","924183100","1","90","92418320","924182301","92418310"
"924183302","1","92418310","92418","2","1000000000","924183200","2","90","92418330","924182302","92418320"
"924183303","1","92418320","92418","3","1500000000","924183300","3","90","92418340","924182303","92418330"
"924183304","1","92418330","92418","4","0","924183400","4","90","0","924182304","92418340"
"924193101","1","0","92419","1","500000000","924191100","1","90","92419120","924192101","92419110"
"924193102","1","92419110","92419","2","1000000000","924191200","2","90","92419130","924192102","92419120"
"924193103","1","92419120","92419","3","1500000000","924191300","3","90","92419140","924192103","92419130"
"924193104","1","92419130","92419","4","0","924191400","4","90","0","924192104","92419140"
"924193201","1","0","92419","1","500000000","924192100","1","90","92419220","924192201","92419210"
"924193202","1","92419210","92419","2","1000000000","924192200","2","90","92419230","924192202","92419220"
"924193203","1","92419220","92419","3","1500000000","924192300","3","90","92419240","924192203","92419230"
"924193204","1","92419230","92419","4","0","924192400","4","90","0","924192204","92419240"
"924193301","1","0","92419","1","500000000","924193100","1","90","92419320","924192301","92419310"
"924193302","1","92419310","92419","2","1000000000","924193200","2","90","92419330","924192302","92419320"
"924193303","1","92419320","92419","3","1500000000","924193300","3","90","92419340","924192303","92419330"
"924193304","1","92419330","92419","4","0","924193400","4","90","0","924192304","92419340"
"924203101","1","0","92420","1","500000000","924201100","1","90","92420120","924202101","92420110"
"924203102","1","92420110","92420","2","1000000000","924201200","2","90","92420130","924202102","92420120"
"924203103","1","92420120","92420","3","1500000000","924201300","3","90","92420140","924202103","92420130"
"924203104","1","92420130","92420","4","0","924201400","4","90","0","924202104","92420140"
"924203201","1","0","92420","1","500000000","924202100","1","90","92420220","924202201","92420210"
"924203202","1","92420210","92420","2","1000000000","924202200","2","90","92420230","924202202","92420220"
"924203203","1","92420220","92420","3","1500000000","924202300","3","90","92420240","924202203","92420230"
"924203204","1","92420230","92420","4","0","924202400","4","90","0","924202204","92420240"
"924203301","1","0","92420","1","500000000","924203100","1","90","92420320","924202301","92420310"
"924203302","1","92420310","92420","2","1000000000","924203200","2","90","92420330","924202302","92420320"
"924203303","1","92420320","92420","3","1500000000","924203300","3","90","92420340","924202303","92420330"
"924203304","1","92420330","92420","4","0","924203400","4","90","0","924202304","92420340"
"924213101","1","0","92421","1","500000000","924211100","1","90","92421120","924212101","92421110"
"924213102","1","92421110","92421","2","1000000000","924211200","2","90","92421130","924212102","92421120"
"924213103","1","92421120","92421","3","1500000000","924211300","3","90","92421140","924212103","92421130"
"924213104","1","92421130","92421","4","0","924211400","4","90","0","924212104","92421140"
"924213201","1","0","92421","1","500000000","924212100","1","90","92421220","924212201","92421210"
"924213202","1","92421210","92421","2","1000000000","924212200","2","90","92421230","924212202","92421220"
"924213203","1","92421220","92421","3","1500000000","924212300","3","90","92421240","924212203","92421230"
"924213204","1","92421230","92421","4","0","924212400","4","90","0","924212204","92421240"
"924213301","1","0","92421","1","500000000","924213100","1","90","92421320","924212301","92421310"
"924213302","1","92421310","92421","2","1000000000","924213200","2","90","92421330","924212302","92421320"
"924213303","1","92421320","92421","3","1500000000","924213300","3","90","92421340","924212303","92421330"
"924213304","1","92421330","92421","4","0","924213400","4","90","0","924212304","92421340"
"924223101","1","0","92422","1","500000000","924221100","1","90","92422120","924222101","92422110"
"924223102","1","92422110","92422","2","1000000000","924221200","2","90","92422130","924222102","92422120"
"924223103","1","92422120","92422","3","1500000000","924221300","3","90","92422140","924222103","92422130"
"924223104","1","92422130","92422","4","0","924221400","4","90","0","924222104","92422140"
"924223201","1","0","92422","1","500000000","924222100","1","90","92422220","924222201","92422210"
"924223202","1","92422210","92422","2","1000000000","924222200","2","90","92422230","924222202","92422220"
"924223203","1","92422220","92422","3","1500000000","924222300","3","90","92422240","924222203","92422230"
"924223204","1","92422230","92422","4","0","924222400","4","90","0","924222204","92422240"
"924223301","1","0","92422","1","500000000","924223100","1","90","92422320","924222301","92422310"
"924223302","1","92422310","92422","2","1000000000","924223200","2","90","92422330","924222302","92422320"
"924223303","1","92422320","92422","3","1500000000","924223300","3","90","92422340","924222303","92422330"
"924223304","1","92422330","92422","4","0","924223400","4","90","0","924222304","92422340"
"924233101","1","0","92423","1","500000000","924231100","1","90","92423120","924232101","92423110"
"924233102","1","92423110","92423","2","1000000000","924231200","2","90","92423130","924232102","92423120"
"924233103","1","92423120","92423","3","1500000000","924231300","3","90","92423140","924232103","92423130"
"924233104","1","92423130","92423","4","0","924231400","4","90","0","924232104","92423140"
"924233201","1","0","92423","1","500000000","924232100","1","90","92423220","924232201","92423210"
"924233202","1","92423210","92423","2","1000000000","924232200","2","90","92423230","924232202","92423220"
"924233203","1","92423220","92423","3","1500000000","924232300","3","90","92423240","924232203","92423230"
"924233204","1","92423230","92423","4","0","924232400","4","90","0","924232204","92423240"
"924233301","1","0","92423","1","500000000","924233100","1","90","92423320","924232301","92423310"
"924233302","1","92423310","92423","2","1000000000","924233200","2","90","92423330","924232302","92423320"
"924233303","1","92423320","92423","3","1500000000","924233300","3","90","92423340","924232303","92423330"
"924233304","1","92423330","92423","4","0","924233400","4","90","0","924232304","92423340"
"924243101","1","0","92424","1","500000000","924241100","1","90","92424120","924242101","92424110"
"924243102","1","92424110","92424","2","1000000000","924241200","2","90","92424130","924242102","92424120"
"924243103","1","92424120","92424","3","1500000000","924241300","3","90","92424140","924242103","92424130"
"924243104","1","92424130","92424","4","0","924241400","4","90","0","924242104","92424140"
"924243201","1","0","92424","1","500000000","924242100","1","90","92424220","924242201","92424210"
"924243202","1","92424210","92424","2","1000000000","924242200","2","90","92424230","924242202","92424220"
"924243203","1","92424220","92424","3","1500000000","924242300","3","90","92424240","924242203","92424230"
"924243204","1","92424230","92424","4","0","924242400","4","90","0","924242204","92424240"
"924243301","1","0","92424","1","500000000","924243100","1","90","92424320","924242301","92424310"
"924243302","1","92424310","92424","2","1000000000","924243200","2","90","92424330","924242302","92424320"
"924243303","1","92424320","92424","3","1500000000","924243300","3","90","92424340","924242303","92424330"
"924243304","1","92424330","92424","4","0","924243400","4","90","0","924242304","92424340"
"924253101","1","0","92425","1","500000000","924251100","1","90","92425120","924252101","92425110"
"924253102","1","92425110","92425","2","1000000000","924251200","2","90","92425130","924252102","92425120"
"924253103","1","92425120","92425","3","1500000000","924251300","3","90","92425140","924252103","92425130"
"924253104","1","92425130","92425","4","0","924251400","4","90","0","924252104","92425140"
"924253201","1","0","92425","1","500000000","924252100","1","90","92425220","924252201","92425210"
"924253202","1","92425210","92425","2","1000000000","924252200","2","90","92425230","924252202","92425220"
"924253203","1","92425220","92425","3","1500000000","924252300","3","90","92425240","924252203","92425230"
"924253204","1","92425230","92425","4","0","924252400","4","90","0","924252204","92425240"
"924253301","1","0","92425","1","500000000","924253100","1","90","92425320","924252301","92425310"
"924253302","1","92425310","92425","2","1000000000","924253200","2","90","92425330","924252302","92425320"
"924253303","1","92425320","92425","3","1500000000","924253300","3","90","92425340","924252303","92425330"
"924253304","1","92425330","92425","4","0","924253400","4","90","0","924252304","92425340"
"924263101","1","0","92426","1","500000000","924261100","1","90","92426120","924262101","92426110"
"924263102","1","92426110","92426","2","1000000000","924261200","2","90","92426130","924262102","92426120"
"924263103","1","92426120","92426","3","1500000000","924261300","3","90","92426140","924262103","92426130"
"924263104","1","92426130","92426","4","0","924261400","4","90","0","924262104","92426140"
"924263201","1","0","92426","1","500000000","924262100","1","90","92426220","924262201","92426210"
"924263202","1","92426210","92426","2","1000000000","924262200","2","90","92426230","924262202","92426220"
"924263203","1","92426220","92426","3","1500000000","924262300","3","90","92426240","924262203","92426230"
"924263204","1","92426230","92426","4","0","924262400","4","90","0","924262204","92426240"
"924263301","1","0","92426","1","500000000","924263100","1","90","92426320","924262301","92426310"
"924263302","1","92426310","92426","2","1000000000","924263200","2","90","92426330","924262302","92426320"
"924263303","1","92426320","92426","3","1500000000","924263300","3","90","92426340","924262303","92426330"
"924263304","1","92426330","92426","4","0","924263400","4","90","0","924262304","92426340"
"924273101","1","0","92427","1","500000000","924271100","1","90","92427120","924272101","92427110"
"924273102","1","92427110","92427","2","1000000000","924271200","2","90","92427130","924272102","92427120"
"924273103","1","92427120","92427","3","1500000000","924271300","3","90","92427140","924272103","92427130"
"924273104","1","92427130","92427","4","0","924271400","4","90","0","924272104","92427140"
"924273201","1","0","92427","1","500000000","924272100","1","90","92427220","924272201","92427210"
"924273202","1","92427210","92427","2","1000000000","924272200","2","90","92427230","924272202","92427220"
"924273203","1","92427220","92427","3","1500000000","924272300","3","90","92427240","924272203","92427230"
"924273204","1","92427230","92427","4","0","924272400","4","90","0","924272204","92427240"
"924273301","1","0","92427","1","500000000","924273100","1","90","92427320","924272301","92427310"
"924273302","1","92427310","92427","2","1000000000","924273200","2","90","92427330","924272302","92427320"
"924273303","1","92427320","92427","3","1500000000","924273300","3","90","92427340","924272303","92427330"
"924273304","1","92427330","92427","4","0","924273400","4","90","0","924272304","92427340"
"924283101","1","0","92428","1","500000000","924281100","1","90","92428120","924282101","92428110"
"924283102","1","92428110","92428","2","1000000000","924281200","2","90","92428130","924282102","92428120"
"924283103","1","92428120","92428","3","1500000000","924281300","3","90","92428140","924282103","92428130"
"924283104","1","92428130","92428","4","0","924281400","4","90","0","924282104","92428140"
"924283201","1","0","92428","1","500000000","924282100","1","90","92428220","924282201","92428210"
"924283202","1","92428210","92428","2","1000000000","924282200","2","90","92428230","924282202","92428220"
"924283203","1","92428220","92428","3","1500000000","924282300","3","90","92428240","924282203","92428230"
"924283204","1","92428230","92428","4","0","924282400","4","90","0","924282204","92428240"
"924283301","1","0","92428","1","500000000","924283100","1","90","92428320","924282301","92428310"
"924283302","1","92428310","92428","2","1000000000","924283200","2","90","92428330","924282302","92428320"
"924283303","1","92428320","92428","3","1500000000","924283300","3","90","92428340","924282303","92428330"
"924283304","1","92428330","92428","4","0","924283400","4","90","0","924282304","92428340"
"924293101","1","0","92429","1","500000000","924291100","1","90","92429120","924292101","92429110"
"924293102","1","92429110","92429","2","1000000000","924291200","2","90","92429130","924292102","92429120"
"924293103","1","92429120","92429","3","1500000000","924291300","3","90","92429140","924292103","92429130"
"924293104","1","92429130","92429","4","0","924291400","4","90","0","924292104","92429140"
"924293201","1","0","92429","1","500000000","924292100","1","90","92429220","924292201","92429210"
"924293202","1","92429210","92429","2","1000000000","924292200","2","90","92429230","924292202","92429220"
"924293203","1","92429220","92429","3","1500000000","924292300","3","90","92429240","924292203","92429230"
"924293204","1","92429230","92429","4","0","924292400","4","90","0","924292204","92429240"
"924293301","1","0","92429","1","500000000","924293100","1","90","92429320","924292301","92429310"
"924293302","1","92429310","92429","2","1000000000","924293200","2","90","92429330","924292302","92429320"
"924293303","1","92429320","92429","3","1500000000","924293300","3","90","92429340","924292303","92429330"
"924293304","1","92429330","92429","4","0","924293400","4","90","0","924292304","92429340"
"924303101","1","0","92430","1","500000000","924301100","1","90","92430120","924302101","92430110"
"924303102","1","92430110","92430","2","1000000000","924301200","2","90","92430130","924302102","92430120"
"924303103","1","92430120","92430","3","1500000000","924301300","3","90","92430140","924302103","92430130"
"924303104","1","92430130","92430","4","0","924301400","4","90","0","924302104","92430140"
"924303201","1","0","92430","1","500000000","924302100","1","90","92430220","924302201","92430210"
"924303202","1","92430210","92430","2","1000000000","924302200","2","90","92430230","924302202","92430220"
"924303203","1","92430220","92430","3","1500000000","924302300","3","90","92430240","924302203","92430230"
"924303204","1","92430230","92430","4","0","924302400","4","90","0","924302204","92430240"
"924303301","1","0","92430","1","500000000","924303100","1","90","92430320","924302301","92430310"
"924303302","1","92430310","92430","2","1000000000","924303200","2","90","92430330","924302302","92430320"
"924303303","1","92430320","92430","3","1500000000","924303300","3","90","92430340","924302303","92430330"
"924303304","1","92430330","92430","4","0","924303400","4","90","0","924302304","92430340"
"925013101","1","0","92413","1","500000000","925011100","1","90","92501120","925012101","92501110"
"925013102","1","92501110","92413","2","1000000000","925011200","2","90","92501130","925012102","92501120"
"925013103","1","92501120","92413","3","1500000000","925011300","3","90","92501140","925012103","92501130"
"925013104","1","92501130","92413","4","0","925011400","4","90","0","925012104","92501140"
"925013201","1","0","92413","1","500000000","925012100","1","90","92501220","925012201","92501210"
"925013202","1","92501210","92413","2","1000000000","925012200","2","90","92501230","925012202","92501220"
"925013203","1","92501220","92413","3","1500000000","925012300","3","90","92501240","925012203","92501230"
"925013204","1","92501230","92413","4","0","925012400","4","90","0","925012204","92501240"
"925013301","1","0","92413","1","500000000","925013100","1","90","92501320","925012301","92501310"
"925013302","1","92501310","92413","2","1000000000","925013200","2","90","92501330","925012302","92501320"
"925013303","1","92501320","92413","3","1500000000","925013300","3","90","92501340","925012303","92501330"
"925013304","1","92501330","92413","4","0","925013400","4","90","0","925012304","92501340"
