9f1cdac1542d229745b092e0080c0e5eb048930756d54c91ca6c46d92620b63d,764c7d0f89d662db4652749c6c36523873dd9dba63d7a56c190a5905db3dfff2,aa919763c3ddf03dfc001e115fc96dfe9c7a29fc805c05c683732d8aef61f4a5,8dc5df8e37e061dfd11c6f5760989248221c33a487961c41b82fae9994f9b974,dba95d1289dbcf022aeb902b3f6e0abf103b6b6877204fe75a9c86e04c72064b,8739cb42a1350e9ab743b1025d34fe821a45ba1f7db0f9474f1796d792fd1d31,739d9460f55a60f3738ec6d577b87ffd3028cd6f64de079299e7d126866b400e,d386c30c44900a2d0041afeb90b1f8a454fed726a1fd5d4335bfd60578ee385d,796396204ecce9a74215b9f6b08edc56d7d6b69b7e51f714e29c089adce94ae3
"0","0","0","-200","2","0.78","610203501","","0"
"0","0","0","-140","3","0.78","610203502","","0"
"0","0","0","-60","4","0.78","610203503","","0"
"0","0","0","-30","5","0.78","610203504","","0"
"1","0","305","0","1","1.75","610204101","","-65"
"1","0","305","0","1","1.4","610204201","","-55"
"1","0","305","0","1","1.75","610204202","","-65"
"1","0","305","0","1","1.75","610204203","","-65"
"1","0","305","0","1","1.4","610204301","","-55"
"1","0","305","0","1","1.75","610204302","","-65"
"1","0","305","0","1","1.75","610204303","","-65"
"0","0","0","-200","2","0.85","610204401","","0"
"0","0","0","-140","3","0.85","610204402","","0"
"0","0","0","-60","4","1","610204403","","0"
"0","0","0","-60","5","1","610204404","","0"
"0","0","0","-200","2","0.85","610204501","","0"
"0","0","0","-140","3","0.85","610204502","","0"
"0","0","0","-60","4","1","610204503","","0"
"0","0","0","-60","5","1","610204504","","0"
"1","0","160","0","1","1.38","610205101","","-60"
"1","0","160","0","1","0.94","610205201","","0"
"1","0","160","0","1","1.38","610205202","","-60"
"1","0","160","0","1","1.38","610205203","","-60"
"1","0","160","0","1","0.94","610205301","","0"
"1","0","160","0","1","1.38","610205302","","-60"
"1","0","160","0","1","1.38","610205303","","-60"
"0","0","0","-200","2","0.9","610205401","","0"
"0","0","0","-140","3","0.9","610205402","","0"
"0","0","0","-60","4","0.9","610205403","","0"
"0","0","0","-60","5","0.9","610205404","","0"
"0","0","0","-200","2","0.9","610205501","","0"
"0","0","0","-140","3","0.9","610205502","","0"
"0","0","0","-60","4","0.9","610205503","","0"
"0","0","0","-60","5","0.9","610205504","","0"
"1","0","295","0","1","0.86","610206101","","-80"
"1","0","295","0","1","0.68","610206201","","-50"
"1","0","295","0","1","0.68","610206202","","-50"
"1","0","295","0","1","0.86","610206203","","-80"
"1","0","295","0","1","0.68","610206301","","-50"
"1","0","295","0","1","0.68","610206302","","-50"
"1","0","295","0","1","0.86","610206303","","-80"
"0","0","0","-200","2","0.85","610206401","","0"
"0","0","0","-140","3","1","610206402","","0"
"0","0","0","-60","4","1","610206403","","0"
"0","0","0","-60","5","1","610206404","","0"
"0","0","0","-200","6","0.78","610206405","","0"
"0","0","0","-140","7","0.78","610206406","","0"
"0","0","0","-60","8","0.78","610206407","","0"
"0","0","0","-60","9","0.78","610206408","","0"
"0","0","0","-200","2","0.85","610206501","","0"
"0","0","0","-140","3","1","610206502","","0"
"0","0","0","-60","4","1","610206503","","0"
"0","0","0","-60","5","1","610206504","","0"
"0","0","0","-200","6","0.78","610206505","","0"
"0","0","0","-140","7","0.78","610206506","","0"
"0","0","0","-60","8","0.78","610206507","","0"
"0","0","0","-60","9","0.78","610206508","","0"
