1314705e54d64d7dfd3b654fe46162c408a63fbd9f011c26e0ecbe698c02421f,3472eb405b6ae787b8a44a3f514bdcec88974b9a63413f3b70e34399f90101a1,7bf34d4899b5f2f7a520d1cff1d31b49ef276cc4dd22c8229fcf6131cde6f52f,8797cd88a9e11b5d8bb35ceade7b2d4468b452675d1768780c85effdaf18025d,b5849fd99c24d940a53137d5ed186b945b2542767b75515ca2872206f88cd8c0,bbabdb0085218f46693e3ec6f60f4b8a0dce2d5f25c06d138f12e97bede81b73
"550104113","0","0","74004401","0","0"
"550104215","0","0","74004402","0","0"
"550104316","0","0","74004403","0","0"
"550104416","0","0","74004404","0","0"
"550104516","0","0","74004405","0","0"
"550104117","0","0","74004501","0","0"
"550104219","0","0","74004502","0","0"
"550104320","0","0","74004503","0","0"
"550104420","0","0","74004504","0","550104421"
"550104522","0","550104521","74004505","0","550104520"
"550105101","550105105","550105103","74005101","550105104","550105102"
"550105201","550105205","550105203","74005102","550105204","550105202"
"550105301","550105305","550105303","74005103","550105304","550105302"
"550105401","550105405","550105403","74005104","550105404","550105402"
"550105501","550105505","550105503","74005105","550105504","550105502"
"550105106","550105110","550105108","74005201","550105109","550105107"
"550105206","550105210","550105208","74005202","550105209","550105207"
"550105307","550105311","550105309","74005203","550105310","550105308"
"550105407","550105411","550105409","74005204","550105410","550105408"
"550105507","550105511","550105509","74005205","550105510","550105508"
"550105111","0","0","74005301","0","0"
"550105211","0","550105213","74005302","0","550105212"
"550105313","0","550105315","74005303","0","550105314"
"550105413","0","550105416","74005304","550105415","550105414"
"550105513","0","550105516","74005305","550105515","550105514"
"550105116","0","0","74005401","0","0"
"550105218","0","550105220","74005402","0","550105219"
"550105320","0","550105322","74005403","0","550105321"
"550105421","0","550105424","74005404","550105423","550105422"
"550105521","0","550105524","74005405","550105523","550105522"
"550105118","0","0","74005501","0","0"
"550105222","0","550105224","74005502","0","550105223"
"550105324","0","550105326","74005503","0","550105325"
"550105426","0","550105429","74005504","550105428","550105427"
"550105526","0","550105529","74005505","550105528","550105527"
"550106101","550106105","550106103","74006101","550106104","550106102"
"550106201","550106205","550106203","74006102","550106204","550106202"
"550106301","550106305","550106303","74006103","550106304","550106302"
"550106401","550106405","550106403","74006104","550106404","550106402"
"550106501","550106505","550106503","74006105","550106504","550106502"
"550106106","550106110","550106108","74006201","550106109","550106107"
"550106206","550106210","550106208","74006202","550106209","550106207"
"550106306","550106310","550106308","74006203","550106309","550106307"
"550106407","550106411","550106409","74006204","550106410","550106408"
"550106507","550106511","550106509","74006205","550106510","550106508"
"550106112","550106111","550106114","74006301","550106115","550106113"
"550106212","550106211","550106214","74006302","550106215","550106213"
"550106312","550106311","550106314","74006303","550106315","550106313"
"550106413","0","0","74006304","0","0"
"550106513","0","0","74006305","0","0"
"550106116","0","0","74006401","0","0"
"550106217","0","0","74006402","0","0"
"550106317","0","0","74006403","0","0"
"550106416","550106415","550106418","74006404","550106419","550106417"
"550106515","0","0","74006405","0","0"
"550106118","0","0","74006501","0","0"
"550106220","0","0","74006502","0","0"
"550106320","0","0","74006503","0","0"
"550106422","0","0","74006504","0","0"
"550106518","0","0","74006505","0","0"
"550107111","550107115","550107113","74007101","550107114","550107112"
"550107211","550107215","550107213","74007102","550107214","550107212"
"550107311","550107315","550107313","74007103","550107314","550107312"
"550107411","550107415","550107413","74007104","550107414","550107412"
"550107511","550107515","550107513","74007105","550107514","550107512"
"550107121","550107125","550107123","74007201","550107124","550107122"
"550107221","550107225","550107223","74007202","550107224","550107222"
"550107321","550107325","550107323","74007203","550107324","550107322"
"550107421","550107425","550107423","74007204","550107424","550107422"
"550107521","550107525","550107523","74007205","550107524","550107522"
"550107131","550107135","550107133","74007301","550107134","550107132"
"550107231","550107235","550107233","74007302","550107234","550107232"
"550107331","550107335","550107333","74007303","550107334","550107332"
"550107431","550107435","550107433","74007304","550107434","550107432"
"550107531","550107535","550107533","74007305","550107534","550107532"
"550107141","0","0","74007401","0","0"
"550107241","0","0","74007402","0","0"
"550107341","0","0","74007403","0","0"
"550107441","0","0","74007404","0","0"
"550107541","0","0","74007405","0","0"
"550107151","0","0","74007501","0","0"
"550107251","0","0","74007502","0","0"
"550107351","0","0","74007503","0","0"
"550107451","0","0","74007504","0","550107452"
"550107553","0","550107552","74007505","0","550107551"
"550108101","550108105","550108103","74008101","550108104","550108102"
"550108201","550108205","550108203","74008102","550108204","550108202"
"550108301","550108305","550108303","74008103","550108304","550108302"
"550108401","550108405","550108403","74008104","550108404","550108402"
"550108501","550108505","550108503","74008105","550108504","550108502"
"550108106","550108110","550108108","74008201","550108109","550108107"
"550108206","550108210","550108208","74008202","550108209","550108207"
"550108307","550108311","550108309","74008203","550108310","550108308"
"550108407","550108411","550108409","74008204","550108410","550108408"
"550108507","550108511","550108509","74008205","550108510","550108508"
"550108111","0","550108113","74008301","550108114","550108112"
"550108211","550108215","550108213","74008302","550108214","550108212"
"550108313","550108317","550108315","74008303","550108316","550108314"
"550108413","550108417","550108415","74008304","550108416","550108414"
"550108513","550108517","550108515","74008305","550108516","550108514"
"550108115","0","550108118","74008401","550108117","550108116"
"550108216","550108220","550108219","74008402","550108218","550108217"
"550108318","550108322","550108321","74008403","550108320","550108319"
"550108418","550108422","550108421","74008404","550108420","550108419"
"550108518","550108522","550108521","74008405","550108520","550108519"
"550108119","0","0","74008501","0","0"
"550108221","0","550108223","74008502","0","550108222"
"550108323","0","550108325","74008503","0","550108324"
"550108423","0","550108426","74008504","550108425","550108424"
"550108523","0","550108526","74008505","550108525","550108524"
"550109101","550109105","550109103","74009101","550109104","550109102"
"550109201","550109205","550109203","74009102","550109204","550109202"
"550109301","550109305","550109303","74009103","550109304","550109302"
"550109401","550109405","550109403","74009104","550109404","550109402"
"550109501","550109505","550109503","74009105","550109504","550109502"
"550109106","550109110","550109108","74009201","550109109","550109107"
"550109206","550109210","550109208","74009202","550109209","550109207"
"550109306","550109310","550109308","74009203","550109309","550109307"
"550109407","550109411","550109409","74009204","550109410","550109408"
"550109507","550109511","550109509","74009205","550109510","550109508"
"550109111","0","0","74009301","0","0"
"550109215","0","550109211","74009302","0","550109216"
"550109315","0","550109311","74009303","0","550109316"
"550109418","0","550109414","74009304","550109413","550109419"
"550109518","0","550109514","74009305","550109513","550109519"
"550109116","0","0","74009401","0","0"
"550109219","0","550109218","74009402","0","550109220"
"550109320","0","550109319","74009403","0","550109321"
"550109424","0","550109423","74009404","550109422","550109425"
"550109524","0","550109523","74009405","550109522","550109525"
"550109118","0","0","74009501","0","0"
"550109223","0","550109222","74009502","0","550109224"
"550109325","0","550109324","74009503","0","550109326"
"550109430","0","550109429","74009504","550109428","550109431"
"550109530","0","550109529","74009505","550109528","550109531"
