fb342d3a26178c10eedd6a250398037d32b692b1de780b915629b6c89ebc41c2,c0a93961a5e939a3317c5895af279c949507e208876f2a616cc2295ab8f2572e,ccd8c0d53640d2e6fee4c6aefdcd2903c6b178fc824ab826d1f380625e498553,4560767ee318dcd70ab07c665d4242ab479485c44f876175528d070ac7d2d19c,bd02a43be8f6e343ec2403a528abc434364397fff1a2986e69777ce685935a6a,84c754a7a8b0fb3ef7586297a99fb6b435f7ca845c2543f8505e78d1fd832924,a138e75c6c0d22b73bdd4196e4529ebd186589fcb7bb4f3ed771f73bb91a9f33,a558fbe5a8204d46f76b4fa2c0d0f05482a0995fde953de33e1532373d0fa608
"0","0","0","0","2","144","3","3041"
"0","0","0","0","2","180","3","3051"
"0","0","0","0","3","46","1","3111"
"0","0","0","0","3","92","1","3121"
"0","0","0","0","3","138","1","3131"
"0","0","0","0","3","184","1","3141"
"0","0","0","0","3","230","1","3151"
"0","0","0","0","4","88","4","3211"
"0","0","0","0","4","176","4","3221"
"0","0","0","0","4","264","4","3231"
"0","0","0","0","4","352","4","3241"
"0","0","0","0","4","440","4","3251"
"0","0","0","0","1","86","4","3311"
"0","0","0","0","1","172","4","3321"
"0","0","0","0","1","258","4","3331"
"0","0","0","0","1","344","4","3341"
"0","0","0","0","1","430","4","3351"
"0","0","0","0","2","86","2","3411"
"0","0","0","0","2","172","2","3421"
"0","0","0","0","2","258","2","3431"
"0","0","0","0","2","344","2","3441"
"0","0","0","0","2","430","2","3451"
"0","0","0","0","3","38","5","3511"
"0","0","0","0","3","76","5","3521"
"0","0","0","0","3","114","5","3531"
"0","0","0","0","3","152","5","3541"
"0","0","0","0","3","190","5","3551"
"0","0","0","0","4","86","2","3611"
"0","0","0","0","4","172","2","3621"
"0","0","0","0","4","258","2","3631"
"0","0","0","0","4","344","2","3641"
"0","0","0","0","4","430","2","3651"
"0","0","0","0","5","88","4","3711"
"0","0","0","0","5","176","4","3721"
"0","0","0","0","5","264","4","3731"
"0","0","0","0","5","352","4","3741"
"0","0","0","0","5","440","4","3751"
"0","0","0","0","2","44","1","3811"
"0","0","0","0","2","88","1","3821"
"0","0","0","0","2","132","1","3831"
"0","0","0","0","2","176","1","3841"
"0","0","0","0","2","220","1","3851"
"0","0","0","0","3","86","4","3911"
"0","0","0","0","3","172","4","3921"
"0","0","0","0","3","258","4","3931"
"0","0","0","0","3","344","4","3941"
"0","0","0","0","3","430","4","3951"
"0","0","0","0","5","36","3","4011"
"0","0","0","0","5","72","3","4021"
"0","0","0","0","5","108","3","4031"
"0","0","0","0","5","144","3","4041"
"0","0","0","0","5","180","3","4051"
"0","0","0","0","2","10","7","4111"
"0","0","0","0","2","20","7","4121"
"0","0","0","0","2","30","7","4131"
"0","0","0","0","2","40","7","4141"
"0","0","0","0","2","50","7","4151"
"0","0","0","0","1","88","2","4211"
"0","0","0","0","1","176","2","4221"
"0","0","0","0","1","264","2","4231"
"0","0","0","0","1","352","2","4241"
"0","0","0","0","1","440","2","4251"
"0","0","0","0","4","38","3","4311"
"0","0","0","0","4","76","3","4321"
"0","0","0","0","4","114","3","4331"
"0","0","0","0","4","152","3","4341"
"0","0","0","0","4","190","3","4351"
"0","0","0","0","5","58","1","4411"
"0","0","0","0","5","116","1","4421"
"0","0","0","0","5","174","1","4431"
"0","0","0","0","5","232","1","4441"
"0","0","0","0","5","290","1","4451"
"0","0","0","0","2","88","2","4511"
"0","0","0","0","2","176","2","4521"
"0","0","0","0","2","264","2","4531"
"0","0","0","0","2","352","2","4541"
"0","0","0","0","2","440","2","4551"
"0","0","0","0","3","86","2","4611"
"0","0","0","0","3","172","2","4621"
"0","0","0","0","3","258","2","4631"
"0","0","0","0","3","344","2","4641"
"0","0","0","0","3","430","2","4651"
"0","0","0","0","4","10","7","4711"
"0","0","0","0","4","20","7","4721"
"0","0","0","0","4","30","7","4731"
"0","0","0","0","4","40","7","4741"
"0","0","0","0","4","50","7","4751"
"0","0","0","0","1","38","3","4811"
"0","0","0","0","1","76","3","4821"
"0","0","0","0","1","114","3","4831"
"0","0","0","0","1","152","3","4841"
"0","0","0","0","1","190","3","4851"
"0","0","0","0","2","38","5","4911"
"0","0","0","0","2","76","5","4921"
"0","0","0","0","2","114","5","4931"
"0","0","0","0","2","152","5","4941"
"0","0","0","0","2","190","5","4951"
"0","0","0","0","5","86","2","5011"
"0","0","0","0","5","172","2","5021"
"0","0","0","0","5","258","2","5031"
"0","0","0","0","5","344","2","5041"
"0","0","0","0","5","430","2","5051"
"0","0","0","0","1","88","4","5111"
"0","0","0","0","1","176","4","5121"
"0","0","0","0","1","264","4","5131"
"0","0","0","0","1","352","4","5141"
"0","0","0","0","1","440","4","5151"
"0","0","0","0","3","36","3","5211"
"0","0","0","0","3","72","3","5221"
"0","0","0","0","3","108","3","5231"
"0","0","0","0","3","144","3","5241"
"0","0","0","0","3","180","3","5251"
"0","0","0","0","4","15","7","5311"
"0","0","0","0","4","30","7","5321"
"0","0","0","0","4","45","7","5331"
"0","0","0","0","4","60","7","5341"
"0","0","0","0","4","75","7","5351"
"5","2","3","4","1","1","101","5411"
"5","2","3","4","1","2","101","5421"
"5","2","3","4","1","3","101","5431"
"0","0","0","0","1","90","4","5511"
"0","0","0","0","1","180","4","5521"
"0","0","0","0","1","270","4","5531"
"0","0","0","0","1","360","4","5541"
"0","0","0","0","1","450","4","5551"
"0","0","0","0","2","1","100","5611"
"0","0","0","0","2","2","100","5621"
"0","0","0","0","5","10","6","5711"
"0","0","0","0","5","20","6","5721"
"0","0","0","0","5","30","6","5731"
"0","0","0","0","5","40","6","5741"
"0","0","0","0","5","50","6","5751"
"0","0","0","0","2","90","2","5811"
"0","0","0","0","2","180","2","5821"
"0","0","0","0","2","270","2","5831"
"0","0","0","0","2","360","2","5841"
"0","0","0","0","2","450","2","5851"
"0","0","0","0","3","48","1","5911"
"0","0","0","0","3","96","1","5921"
"0","0","0","0","3","144","1","5931"
"0","0","0","0","3","192","1","5941"
"0","0","0","0","3","240","1","5951"
"0","0","0","0","5","1","101","6011"
"0","0","0","0","5","2","101","6021"
"0","0","0","0","1","90","2","6111"
"0","0","0","0","1","180","2","6121"
"0","0","0","0","1","270","2","6131"
"0","0","0","0","1","360","2","6141"
"0","0","0","0","1","450","2","6151"
"0","0","0","0","2","38","3","6211"
"0","0","0","0","2","76","3","6221"
"0","0","0","0","2","114","3","6231"
"0","0","0","0","2","152","3","6241"
"0","0","0","0","2","190","3","6251"
"0","0","0","0","3","88","2","6311"
"0","0","0","0","3","176","2","6321"
"0","0","0","0","3","264","2","6331"
"0","0","0","0","3","352","2","6341"
"0","0","0","0","3","440","2","6351"
"0","0","0","0","4","88","2","6411"
"0","0","0","0","4","176","2","6421"
"0","0","0","0","4","264","2","6431"
"0","0","0","0","4","352","2","6441"
"0","0","0","0","4","440","2","6451"
"0","0","0","0","1","10","7","6511"
"0","0","0","0","1","20","7","6521"
"0","0","0","0","1","30","7","6531"
"0","0","0","0","1","40","7","6541"
"0","0","0","0","1","50","7","6551"
"0","0","0","0","4","1","100","6611"
"0","0","0","0","5","36","5","6711"
"0","0","0","0","5","72","5","6721"
"0","0","0","0","5","108","5","6731"
"0","0","0","0","5","144","5","6741"
"0","0","0","0","5","180","5","6751"
"0","0","0","0","1","36","5","6811"
"0","0","0","0","1","72","5","6821"
"0","0","0","0","1","108","5","6831"
"0","0","0","0","1","144","5","6841"
"0","0","0","0","1","180","5","6851"
"0","0","0","0","2","86","4","6911"
"0","0","0","0","2","172","4","6921"
"0","0","0","0","2","258","4","6931"
"0","0","0","0","2","344","4","6941"
"0","0","0","0","2","430","4","6951"
"0","0","0","0","4","10","6","7011"
"0","0","0","0","4","20","6","7021"
"0","0","0","0","4","30","6","7031"
"0","0","0","0","4","40","6","7041"
"0","0","0","0","4","50","6","7051"
"0","0","0","0","1","10","6","7111"
"0","0","0","0","1","20","6","7121"
"0","0","0","0","1","30","6","7131"
"0","0","0","0","1","40","6","7141"
"0","0","0","0","1","50","6","7151"
"0","0","0","0","3","1","101","7211"
"0","0","0","0","3","38","3","7311"
"0","0","0","0","3","76","3","7321"
"0","0","0","0","3","114","3","7331"
"0","0","0","0","3","152","3","7341"
"0","0","0","0","3","190","3","7351"
"0","0","0","0","4","56","1","7411"
"0","0","0","0","4","112","1","7421"
"0","0","0","0","4","168","1","7431"
"0","0","0","0","4","224","1","7441"
"0","0","0","0","4","280","1","7451"
"0","0","0","0","2","40","5","7511"
"0","0","0","0","2","80","5","7521"
"0","0","0","0","2","120","5","7531"
"0","0","0","0","2","160","5","7541"
"0","0","0","0","2","200","5","7551"
"0","0","0","0","4","90","4","7611"
"0","0","0","0","4","180","4","7621"
"0","0","0","0","4","270","4","7631"
"0","0","0","0","4","360","4","7641"
"0","0","0","0","4","450","4","7651"
"0","0","0","0","5","1","100","7711"
"0","0","0","0","1","1","101","7811"
"0","0","0","0","1","2","101","7821"
"0","0","0","0","4","40","3","7911"
"0","0","0","0","4","80","3","7921"
"0","0","0","0","4","120","3","7931"
"0","0","0","0","4","160","3","7941"
"0","0","0","0","4","200","3","7951"
"0","0","0","0","3","10","7","8011"
"0","0","0","0","3","20","7","8021"
"0","0","0","0","3","30","7","8031"
"0","0","0","0","3","40","7","8041"
"0","0","0","0","3","50","7","8051"
"0","0","0","0","5","38","3","8111"
"0","0","0","0","5","76","3","8121"
"0","0","0","0","5","114","3","8131"
"0","0","0","0","5","152","3","8141"
"0","0","0","0","5","190","3","8151"
"5","2","3","4","1","15","6","8211"
"5","2","3","4","1","30","6","8221"
"5","2","3","4","1","45","6","8231"
"5","2","3","4","1","60","6","8241"
"5","2","3","4","1","75","6","8251"
"0","0","0","0","2","10","6","8311"
"0","0","0","0","2","20","6","8321"
"0","0","0","0","2","30","6","8331"
"0","0","0","0","2","40","6","8341"
"0","0","0","0","2","50","6","8351"
"0","0","0","0","4","58","1","8411"
"0","0","0","0","4","116","1","8421"
"0","0","0","0","4","174","1","8431"
"0","0","0","0","4","232","1","8441"
"0","0","0","0","4","290","1","8451"
"0","0","0","0","1","92","2","8511"
"0","0","0","0","1","184","2","8521"
"0","0","0","0","1","276","2","8531"
"0","0","0","0","1","368","2","8541"
"0","0","0","0","1","460","2","8551"
"0","0","0","0","3","40","5","8611"
"0","0","0","0","3","80","5","8621"
"0","0","0","0","3","120","5","8631"
"0","0","0","0","3","160","5","8641"
"0","0","0","0","3","200","5","8651"
"0","0","0","0","1","46","1","8711"
"0","0","0","0","1","92","1","8721"
"0","0","0","0","1","138","1","8731"
"0","0","0","0","1","184","1","8741"
"0","0","0","0","1","230","1","8751"
"0","0","0","0","2","15","7","8811"
"0","0","0","0","2","30","7","8821"
"0","0","0","0","2","45","7","8831"
"0","0","0","0","2","60","7","8841"
"0","0","0","0","2","75","7","8851"
"0","0","0","0","5","90","4","8911"
"0","0","0","0","5","180","4","8921"
"0","0","0","0","5","270","4","8931"
"0","0","0","0","5","360","4","8941"
"0","0","0","0","5","450","4","8951"
"0","0","0","0","2","88","4","9011"
"0","0","0","0","2","176","4","9021"
"0","0","0","0","2","264","4","9031"
"0","0","0","0","2","352","4","9041"
"0","0","0","0","2","440","4","9051"
"0","0","0","0","3","42","5","9111"
"0","0","0","0","3","84","5","9121"
"0","0","0","0","3","126","5","9131"
"0","0","0","0","3","168","5","9141"
"0","0","0","0","3","210","5","9151"
"0","0","0","0","4","15","6","9211"
"0","0","0","0","4","30","6","9221"
"0","0","0","0","4","45","6","9231"
"0","0","0","0","4","60","6","9241"
"0","0","0","0","4","75","6","9251"
"0","0","0","0","5","40","3","9311"
"0","0","0","0","5","80","3","9321"
"0","0","0","0","5","120","3","9331"
"0","0","0","0","5","160","3","9341"
"0","0","0","0","5","200","3","9351"
"0","0","0","0","1","38","5","9411"
"0","0","0","0","1","76","5","9421"
"0","0","0","0","1","114","5","9431"
"0","0","0","0","1","152","5","9441"
"0","0","0","0","1","190","5","9451"
"0","0","0","0","3","40","3","9511"
"0","0","0","0","3","80","3","9521"
"0","0","0","0","3","120","3","9531"
"0","0","0","0","3","160","3","9541"
"0","0","0","0","3","200","3","9551"
"0","0","0","0","4","92","4","9611"
"0","0","0","0","4","184","4","9621"
"0","0","0","0","4","276","4","9631"
"0","0","0","0","4","368","4","9641"
"0","0","0","0","4","460","4","9651"
"0","0","0","0","5","15","7","9711"
"0","0","0","0","5","30","7","9721"
"0","0","0","0","5","45","7","9731"
"0","0","0","0","5","60","7","9741"
"0","0","0","0","5","75","7","9751"
"0","0","0","0","2","40","3","9811"
"0","0","0","0","2","80","3","9821"
"0","0","0","0","2","120","3","9831"
"0","0","0","0","2","160","3","9841"
"0","0","0","0","2","200","3","9851"
"0","0","0","0","3","90","2","9911"
"0","0","0","0","3","180","2","9921"
"0","0","0","0","3","270","2","9931"
"0","0","0","0","3","360","2","9941"
"0","0","0","0","3","450","2","9951"
"0","0","0","0","4","90","2","10011"
"0","0","0","0","4","180","2","10021"
"0","0","0","0","4","270","2","10031"
"0","0","0","0","4","360","2","10041"
"0","0","0","0","4","450","2","10051"
"0","0","0","0","1","40","5","10111"
"0","0","0","0","1","80","5","10121"
"0","0","0","0","1","120","5","10131"
"0","0","0","0","1","160","5","10141"
"0","0","0","0","1","200","5","10151"
"0","0","0","0","2","46","1","10211"
"0","0","0","0","2","92","1","10221"
"0","0","0","0","2","138","1","10231"
"0","0","0","0","2","184","1","10241"
"0","0","0","0","2","230","1","10251"
"0","0","0","0","5","42","3","10311"
"0","0","0","0","5","84","3","10321"
"0","0","0","0","5","126","3","10331"
"0","0","0","0","5","168","3","10341"
"0","0","0","0","5","210","3","10351"
"0","0","0","0","3","10","6","10411"
"0","0","0","0","3","20","6","10421"
"0","0","0","0","3","30","6","10431"
"0","0","0","0","3","40","6","10441"
"0","0","0","0","3","50","6","10451"
"0","0","0","0","5","38","5","10511"
"0","0","0","0","5","76","5","10521"
"0","0","0","0","5","114","5","10531"
"0","0","0","0","5","152","5","10541"
"0","0","0","0","5","190","5","10551"
"0","0","0","0","1","15","7","10611"
"0","0","0","0","1","30","7","10621"
"0","0","0","0","1","45","7","10631"
"0","0","0","0","1","60","7","10641"
"0","0","0","0","1","75","7","10651"
"0","0","0","0","2","42","5","10711"
"0","0","0","0","2","84","5","10721"
"0","0","0","0","2","126","5","10731"
"0","0","0","0","2","168","5","10741"
"0","0","0","0","2","210","5","10751"
"0","0","0","0","3","88","4","10811"
"0","0","0","0","3","176","4","10821"
"0","0","0","0","3","264","4","10831"
"0","0","0","0","3","352","4","10841"
"0","0","0","0","3","440","4","10851"
"0","0","0","0","5","88","2","10911"
"0","0","0","0","5","176","2","10921"
"0","0","0","0","5","264","2","10931"
"0","0","0","0","5","352","2","10941"
"0","0","0","0","5","440","2","10951"
"5","2","3","4","1","15","7","11011"
"5","2","3","4","1","30","7","11021"
"5","2","3","4","1","45","7","11031"
"5","2","3","4","1","60","7","11041"
"5","2","3","4","1","75","7","11051"
"0","0","0","0","2","15","6","11111"
"0","0","0","0","2","30","6","11121"
"0","0","0","0","2","45","6","11131"
"0","0","0","0","2","60","6","11141"
"0","0","0","0","2","75","6","11151"
"0","0","0","0","4","92","2","11211"
"0","0","0","0","4","184","2","11221"
"0","0","0","0","4","276","2","11231"
"0","0","0","0","4","368","2","11241"
"0","0","0","0","4","460","2","11251"
"0","0","0","0","5","92","4","11311"
"0","0","0","0","5","184","4","11321"
"0","0","0","0","5","276","4","11331"
"0","0","0","0","5","368","4","11341"
"0","0","0","0","5","460","4","11351"
"0","0","0","0","2","92","2","11411"
"0","0","0","0","2","184","2","11421"
"0","0","0","0","2","276","2","11431"
"0","0","0","0","2","368","2","11441"
"0","0","0","0","2","460","2","11451"
"0","0","0","0","3","90","4","11511"
"0","0","0","0","3","180","4","11521"
"0","0","0","0","3","270","4","11531"
"0","0","0","0","3","360","4","11541"
"0","0","0","0","3","450","4","11551"
"0","0","0","0","4","20","7","11611"
"0","0","0","0","4","40","7","11621"
"0","0","0","0","4","60","7","11631"
"0","0","0","0","4","80","7","11641"
"0","0","0","0","4","100","7","11651"
"0","0","0","0","2","48","1","11711"
"0","0","0","0","2","96","1","11721"
"0","0","0","0","2","144","1","11731"
"0","0","0","0","2","192","1","11741"
"0","0","0","0","2","240","1","11751"
"0","0","0","0","3","15","6","11811"
"0","0","0","0","3","30","6","11821"
"0","0","0","0","3","45","6","11831"
"0","0","0","0","3","60","6","11841"
"0","0","0","0","3","75","6","11851"
"0","0","0","0","5","44","3","11911"
"0","0","0","0","5","88","3","11921"
"0","0","0","0","5","132","3","11931"
"0","0","0","0","5","176","3","11941"
"0","0","0","0","5","220","3","11951"
"0","0","0","0","1","42","5","12011"
"0","0","0","0","1","84","5","12021"
"0","0","0","0","1","126","5","12031"
"0","0","0","0","1","168","5","12041"
"0","0","0","0","1","210","5","12051"
"0","0","0","0","3","92","2","12111"
"0","0","0","0","3","184","2","12121"
"0","0","0","0","3","276","2","12131"
"0","0","0","0","3","368","2","12141"
"0","0","0","0","3","460","2","12151"
"0","0","0","0","4","1","100","12211"
"0","0","0","0","4","2","100","12221"
"0","0","0","0","1","15","6","12311"
"0","0","0","0","1","30","6","12321"
"0","0","0","0","1","45","6","12331"
"0","0","0","0","1","60","6","12341"
"0","0","0","0","1","75","6","12351"
"0","0","0","0","2","90","4","12411"
"0","0","0","0","2","180","4","12421"
"0","0","0","0","2","270","4","12431"
"0","0","0","0","2","360","4","12441"
"0","0","0","0","2","450","4","12451"
"0","0","0","0","3","15","7","12511"
"0","0","0","0","3","30","7","12521"
"0","0","0","0","3","45","7","12531"
"0","0","0","0","3","60","7","12541"
"0","0","0","0","3","75","7","12551"
"0","0","0","0","5","1","101","12611"
"0","0","0","0","5","2","101","12621"
"0","0","0","0","5","3","101","12631"
"0","0","0","0","3","42","3","12711"
"0","0","0","0","3","84","3","12721"
"0","0","0","0","3","126","3","12731"
"0","0","0","0","3","168","3","12741"
"0","0","0","0","3","210","3","12751"
"0","0","0","0","4","38","5","12811"
"0","0","0","0","4","76","5","12821"
"0","0","0","0","4","114","5","12831"
"0","0","0","0","4","152","5","12841"
"0","0","0","0","4","190","5","12851"
"0","0","0","0","1","48","1","12911"
"0","0","0","0","1","96","1","12921"
"0","0","0","0","1","144","1","12931"
"0","0","0","0","1","192","1","12941"
"0","0","0","0","1","240","1","12951"
"0","0","0","0","2","44","5","13011"
"0","0","0","0","2","88","5","13021"
"0","0","0","0","2","132","5","13031"
"0","0","0","0","2","176","5","13041"
"0","0","0","0","2","220","5","13051"
"0","0","0","0","4","20","6","13111"
"0","0","0","0","4","40","6","13121"
"0","0","0","0","4","60","6","13131"
"0","0","0","0","4","80","6","13141"
"0","0","0","0","4","100","6","13151"
"0","0","0","0","5","90","2","13211"
"0","0","0","0","5","180","2","13221"
"0","0","0","0","5","270","2","13231"
"0","0","0","0","5","360","2","13241"
"0","0","0","0","5","450","2","13251"
"0","0","0","0","1","1","101","13311"
"0","0","0","0","1","2","101","13321"
"0","0","0","0","1","3","101","13331"
"0","0","0","0","4","1","101","13411"
"0","0","0","0","5","62","1","13511"
"0","0","0","0","5","124","1","13521"
"0","0","0","0","5","186","1","13531"
"0","0","0","0","5","248","1","13541"
"0","0","0","0","5","310","1","13551"
"0","0","0","0","1","92","4","13611"
"0","0","0","0","1","184","4","13621"
"0","0","0","0","1","276","4","13631"
"0","0","0","0","1","368","4","13641"
"0","0","0","0","1","460","4","13651"
"0","0","0","0","5","40","5","13711"
"0","0","0","0","5","80","5","13721"
"0","0","0","0","5","120","5","13731"
"0","0","0","0","5","160","5","13741"
"0","0","0","0","5","200","5","13751"
"5","2","3","4","1","42","5","13811"
"5","2","3","4","1","84","5","13821"
"5","2","3","4","1","126","5","13831"
"5","2","3","4","1","168","5","13841"
"5","2","3","4","1","210","5","13851"
"0","0","0","0","3","20","6","13911"
"0","0","0","0","3","40","6","13921"
"0","0","0","0","3","60","6","13931"
"0","0","0","0","3","80","6","13941"
"0","0","0","0","3","100","6","13951"
"0","0","0","0","4","40","5","14011"
"0","0","0","0","4","80","5","14021"
"0","0","0","0","4","120","5","14031"
"0","0","0","0","4","160","5","14041"
"0","0","0","0","4","200","5","14051"
"0","0","0","0","1","40","3","14111"
"0","0","0","0","1","80","3","14121"
"0","0","0","0","1","120","3","14131"
"0","0","0","0","1","160","3","14141"
"0","0","0","0","1","200","3","14151"
"0","0","0","0","2","94","2","14211"
"0","0","0","0","2","188","2","14221"
"0","0","0","0","2","282","2","14231"
"0","0","0","0","2","376","2","14241"
"0","0","0","0","2","470","2","14251"
"0","0","0","0","4","62","1","14311"
"0","0","0","0","4","124","1","14321"
"0","0","0","0","4","186","1","14331"
"0","0","0","0","4","248","1","14341"
"0","0","0","0","4","310","1","14351"
"0","0","0","0","5","92","2","14411"
"0","0","0","0","5","184","2","14421"
"0","0","0","0","5","276","2","14431"
"0","0","0","0","5","368","2","14441"
"0","0","0","0","5","460","2","14451"
"0","0","0","0","1","20","7","14511"
"0","0","0","0","1","40","7","14521"
"0","0","0","0","1","60","7","14531"
"0","0","0","0","1","80","7","14541"
"0","0","0","0","1","100","7","14551"
"0","0","0","0","2","46","5","14611"
"0","0","0","0","2","92","5","14621"
"0","0","0","0","2","138","5","14631"
"0","0","0","0","2","184","5","14641"
"0","0","0","0","2","230","5","14651"
"0","0","0","0","3","1","101","14711"
"0","0","0","0","3","2","101","14721"
"0","0","0","0","4","1","101","14811"
"0","0","0","0","4","2","101","14821"
"0","0","0","0","3","50","1","14911"
"0","0","0","0","3","100","1","14921"
"0","0","0","0","3","150","1","14931"
"0","0","0","0","3","200","1","14941"
"0","0","0","0","3","250","1","14951"
"0","0","0","0","5","42","5","15011"
"0","0","0","0","5","84","5","15021"
"0","0","0","0","5","126","5","15031"
"0","0","0","0","5","168","5","15041"
"0","0","0","0","5","210","5","15051"
"0","0","0","0","1","44","5","15111"
"0","0","0","0","1","88","5","15121"
"0","0","0","0","1","132","5","15131"
"0","0","0","0","1","176","5","15141"
"0","0","0","0","1","220","5","15151"
"0","0","0","0","1","1","100","15211"
"0","0","0","0","2","1","101","15311"
"0","0","0","0","2","2","101","15321"
"0","0","0","0","3","94","2","15411"
"0","0","0","0","3","188","2","15421"
"0","0","0","0","3","282","2","15431"
"0","0","0","0","3","376","2","15441"
"0","0","0","0","3","470","2","15451"
"0","0","0","0","4","42","5","15511"
"0","0","0","0","4","84","5","15521"
