8b084eeb95f08b322cd70a1f9f573e4c32e2f805340840e597ae4c2c812e89d8,3fa9b7cf85712f937febc77ed9eacb593ee4715b61a6c0693f6999cff465d31d,690a76caed95e2449fc9a6aa65ad397da78fd54b7772d311434ea465c318420e,f973525bfc7604a06dd79ae83fdaf71869615f57e4bec238b0f6a937097d85ed,b40b2605fe0195029d27bca0cccfab0d26da17a7a6ae516ee718e8b3f35f0021,f53fca5a7185d457b7c1a7f0f646a86d6eaba99152a6f1fb62b70c069992123b,8f78a6d158e0d5e1004f40cc49685e272668e1690b029c9cc66fa5fd3f89a577,60d423dfcdd88b56f77292cc9f5e4fea30feb26548de3338fe2df4d738433dc9,1a48ba1db0aa7cb91c420684c083442695b19b5cd47a3f65dd1dfd38c9859576,e1d95e0e3dac7202b472dc5eb2c770364c64c2900b5c5a0dc52c0c1dfac19a01,86a4b6c6bd19eef362591ec12633377c7b95a4684d4fe168a80636bd3d71c9f6,59d86971aaabedb008e90493643f535ddd12b3f64a6fe9a1cae9b59a3e7a3c33,e50c285b3846ededcafe2b70ceb2946338af1c4f449553af38fb4874a7c52ed1,ae740dd6d6d146dd50ec0b0d1e9cb557622830b5fdfb3935cc8dd4b39387598d,12e85a3e5306bc9783be6d5da433cc14d5450f922f36bb22987a794a0843721c,083fb42c3cf22dff5c0c6c7f43d9b4a2be4dcd3b2443bbe99b5369417d29d9bf,42128b636a45cd8390028e5e9705fe203aca241147a0a9901c2493b18be97b76,5ac0558140847ab5af238787bf11752a5b7d78dad91a69b6d174bb64039be72a,2deb6624c4d0baf2c35683ef5e41853c9bb11e3fbd66fb91e7d0fb2af744c96b,450c00ec270482bd431ce6360f8290bd9cc599ff44842cbece5104d0b4331bc8,505837c4318b4cabaac5890fcabda129e5901a6c477ab52210326a90a11b7231
"9","0","0","0","1","91002","2","25","90006","0","4500","4500","31042","28","0","9","0","8","2","0","1003"
"10","0","0","0","1","91002","2","30","90006","0","5000","5000","31042","29","0","-1","0","8","2","0","1003"
"1","0","0","0","1","91002","2","5","90006","0","500","500","31018","30","0","1","0","8","2","0","1004"
"2","0","0","0","1","91002","2","8","90006","0","1000","1000","31018","31","0","2","0","8","2","0","1004"
"3","0","0","0","1","91002","2","10","90006","0","1500","1500","31018","32","0","3","0","8","2","0","1004"
"4","0","0","0","1","91002","2","12","90006","0","2000","2000","31018","33","0","4","0","8","2","0","1004"
"5","0","0","0","1","91002","2","14","90006","0","2500","2500","31018","34","0","5","0","8","2","0","1004"
"6","0","0","0","1","91002","2","16","90006","0","3000","3000","31018","35","0","6","0","8","2","0","1004"
"7","0","0","0","1","91002","2","18","90006","0","3500","3500","31018","36","0","7","0","8","2","0","1004"
"8","0","0","0","1","91002","2","20","90006","0","4000","4000","31018","37","0","8","0","8","2","0","1004"
"9","0","0","0","1","91002","2","25","90006","0","4500","4500","31018","38","0","9","0","8","2","0","1004"
"10","0","0","0","1","91002","2","30","90006","0","5000","5000","31018","39","0","-1","0","8","2","0","1004"
"1","0","0","0","1","91002","2","5","90006","0","500","500","31025","40","0","1","0","8","2","0","1005"
"2","0","0","0","1","91002","2","8","90006","0","1000","1000","31025","41","0","2","0","8","2","0","1005"
"3","0","0","0","1","91002","2","10","90006","0","1500","1500","31025","42","0","3","0","8","2","0","1005"
"4","0","0","0","1","91002","2","12","90006","0","2000","2000","31025","43","0","4","0","8","2","0","1005"
"5","0","0","0","1","91002","2","14","90006","0","2500","2500","31025","44","0","5","0","8","2","0","1005"
"6","0","0","0","1","91002","2","16","90006","0","3000","3000","31025","45","0","6","0","8","2","0","1005"
"7","0","0","0","1","91002","2","18","90006","0","3500","3500","31025","46","0","7","0","8","2","0","1005"
"8","0","0","0","1","91002","2","20","90006","0","4000","4000","31025","47","0","8","0","8","2","0","1005"
"9","0","0","0","1","91002","2","25","90006","0","4500","4500","31025","48","0","9","0","8","2","0","1005"
"10","0","0","0","1","91002","2","30","90006","0","5000","5000","31025","49","0","-1","0","8","2","0","1005"
"1","0","0","0","1","91002","2","5","90006","0","500","500","31043","50","0","1","0","8","2","0","1006"
"2","0","0","0","1","91002","2","8","90006","0","1000","1000","31043","51","0","2","0","8","2","0","1006"
"3","0","0","0","1","91002","2","10","90006","0","1500","1500","31043","52","0","3","0","8","2","0","1006"
"4","0","0","0","1","91002","2","12","90006","0","2000","2000","31043","53","0","4","0","8","2","0","1006"
"5","0","0","0","1","91002","2","14","90006","0","2500","2500","31043","54","0","5","0","8","2","0","1006"
"6","0","0","0","1","91002","2","16","90006","0","3000","3000","31043","55","0","6","0","8","2","0","1006"
"7","0","0","0","1","91002","2","18","90006","0","3500","3500","31043","56","0","7","0","8","2","0","1006"
"8","0","0","0","1","91002","2","20","90006","0","4000","4000","31043","57","0","8","0","8","2","0","1006"
"9","0","0","0","1","91002","2","25","90006","0","4500","4500","31043","58","0","9","0","8","2","0","1006"
"10","0","0","0","1","91002","2","30","90006","0","5000","5000","31043","59","0","-1","0","8","2","0","1006"
"1","0","0","0","1","91002","2","5","90006","0","500","500","31022","60","0","1","0","8","2","0","1007"
"2","0","0","0","1","91002","2","8","90006","0","1000","1000","31022","61","0","2","0","8","2","0","1007"
"3","0","0","0","1","91002","2","10","90006","0","1500","1500","31022","62","0","3","0","8","2","0","1007"
"4","0","0","0","1","91002","2","12","90006","0","2000","2000","31022","63","0","4","0","8","2","0","1007"
"5","0","0","0","1","91002","2","14","90006","0","2500","2500","31022","64","0","5","0","8","2","0","1007"
"6","0","0","0","1","91002","2","16","90006","0","3000","3000","31022","65","0","6","0","8","2","0","1007"
"7","0","0","0","1","91002","2","18","90006","0","3500","3500","31022","66","0","7","0","8","2","0","1007"
"8","0","0","0","1","91002","2","20","90006","0","4000","4000","31022","67","0","8","0","8","2","0","1007"
"9","0","0","0","1","91002","2","25","90006","0","4500","4500","31022","68","0","9","0","8","2","0","1007"
"10","0","0","0","1","91002","2","30","90006","0","5000","5000","31022","69","0","-1","0","8","2","0","1007"
"1","0","0","0","1","91002","2","5","90006","0","500","500","31042","70","0","1","0","8","2","0","1008"
"2","0","0","0","1","91002","2","8","90006","0","1000","1000","31042","71","0","2","0","8","2","0","1008"
"3","0","0","0","1","91002","2","10","90006","0","1500","1500","31042","72","0","3","0","8","2","0","1008"
"4","0","0","0","1","91002","2","12","90006","0","2000","2000","31042","73","0","4","0","8","2","0","1008"
"5","0","0","0","1","91002","2","14","90006","0","2500","2500","31042","74","0","5","0","8","2","0","1008"
"6","0","0","0","1","91002","2","16","90006","0","3000","3000","31042","75","0","6","0","8","2","0","1008"
"7","0","0","0","1","91002","2","18","90006","0","3500","3500","31042","76","0","7","0","8","2","0","1008"
"8","0","0","0","1","91002","2","20","90006","0","4000","4000","31042","77","0","8","0","8","2","0","1008"
"9","0","0","0","1","91002","2","25","90006","0","4500","4500","31042","78","0","9","0","8","2","0","1008"
"10","0","0","0","1","91002","2","30","90006","0","5000","5000","31042","79","0","-1","0","8","2","0","1008"
"1","0","0","0","1","91002","2","5","90006","0","500","500","31018","80","0","1","0","8","2","0","1009"
"2","0","0","0","1","91002","2","8","90006","0","1000","1000","31018","81","0","2","0","8","2","0","1009"
"3","0","0","0","1","91002","2","10","90006","0","1500","1500","31018","82","0","3","0","8","2","0","1009"
"4","0","0","0","1","91002","2","12","90006","0","2000","2000","31018","83","0","4","0","8","2","0","1009"
"5","0","0","0","1","91002","2","14","90006","0","2500","2500","31018","84","0","5","0","8","2","0","1009"
"6","0","0","0","1","91002","2","16","90006","0","3000","3000","31018","85","0","6","0","8","2","0","1009"
"7","0","0","0","1","91002","2","18","90006","0","3500","3500","31018","86","0","7","0","8","2","0","1009"
"8","0","0","0","1","91002","2","20","90006","0","4000","4000","31018","87","0","8","0","8","2","0","1009"
"9","0","0","0","1","91002","2","25","90006","0","4500","4500","31018","88","0","9","0","8","2","0","1009"
"10","0","0","0","1","91002","2","30","90006","0","5000","5000","31018","89","0","-1","0","8","2","0","1009"
"1","0","0","0","1","91002","2","5","90006","0","500","500","31025","90","0","1","0","8","2","0","1010"
"2","0","0","0","1","91002","2","8","90006","0","1000","1000","31025","91","0","2","0","8","2","0","1010"
"3","0","0","0","1","91002","2","10","90006","0","1500","1500","31025","92","0","3","0","8","2","0","1010"
"4","0","0","0","1","91002","2","12","90006","0","2000","2000","31025","93","0","4","0","8","2","0","1010"
"5","0","0","0","1","91002","2","14","90006","0","2500","2500","31025","94","0","5","0","8","2","0","1010"
"6","0","0","0","1","91002","2","16","90006","0","3000","3000","31025","95","0","6","0","8","2","0","1010"
"7","0","0","0","1","91002","2","18","90006","0","3500","3500","31025","96","0","7","0","8","2","0","1010"
"8","0","0","0","1","91002","2","20","90006","0","4000","4000","31025","97","0","8","0","8","2","0","1010"
"9","0","0","0","1","91002","2","25","90006","0","4500","4500","31025","98","0","9","0","8","2","0","1010"
"10","0","0","0","1","91002","2","30","90006","0","5000","5000","31025","99","0","-1","0","8","2","0","1010"
"1","0","0","0","1","91002","2","5","90006","0","500","500","31043","100","0","1","0","8","2","0","1011"
"2","0","0","0","1","91002","2","8","90006","0","1000","1000","31043","101","0","2","0","8","2","0","1011"
"3","0","0","0","1","91002","2","10","90006","0","1500","1500","31043","102","0","3","0","8","2","0","1011"
"4","0","0","0","1","91002","2","12","90006","0","2000","2000","31043","103","0","4","0","8","2","0","1011"
"5","0","0","0","1","91002","2","14","90006","0","2500","2500","31043","104","0","5","0","8","2","0","1011"
"6","0","0","0","1","91002","2","16","90006","0","3000","3000","31043","105","0","6","0","8","2","0","1011"
"7","0","0","0","1","91002","2","18","90006","0","3500","3500","31043","106","0","7","0","8","2","0","1011"
"8","0","0","0","1","91002","2","20","90006","0","4000","4000","31043","107","0","8","0","8","2","0","1011"
"9","0","0","0","1","91002","2","25","90006","0","4500","4500","31043","108","0","9","0","8","2","0","1011"
"10","0","0","0","1","91002","2","30","90006","0","5000","5000","31043","109","0","-1","0","8","2","0","1011"
"1","0","0","0","1","91002","2","5","90006","0","500","500","31022","110","0","1","0","8","2","0","1012"
"2","0","0","0","1","91002","2","8","90006","0","1000","1000","31022","111","0","2","0","8","2","0","1012"
"3","0","0","0","1","91002","2","10","90006","0","1500","1500","31022","112","0","3","0","8","2","0","1012"
"4","0","0","0","1","91002","2","12","90006","0","2000","2000","31022","113","0","4","0","8","2","0","1012"
"5","0","0","0","1","91002","2","14","90006","0","2500","2500","31022","114","0","5","0","8","2","0","1012"
"6","0","0","0","1","91002","2","16","90006","0","3000","3000","31022","115","0","6","0","8","2","0","1012"
"7","0","0","0","1","91002","2","18","90006","0","3500","3500","31022","116","0","7","0","8","2","0","1012"
"8","0","0","0","1","91002","2","20","90006","0","4000","4000","31022","117","0","8","0","8","2","0","1012"
"9","0","0","0","1","91002","2","25","90006","0","4500","4500","31022","118","0","9","0","8","2","0","1012"
"10","0","0","0","1","91002","2","30","90006","0","5000","5000","31022","119","0","-1","0","8","2","0","1012"
"1","0","0","0","1","91002","2","5","90006","0","500","500","31042","120","0","1","0","8","2","0","1013"
"2","0","0","0","1","91002","2","8","90006","0","1000","1000","31042","121","0","2","0","8","2","0","1013"
"3","0","0","0","1","91002","2","10","90006","0","1500","1500","31042","122","0","3","0","8","2","0","1013"
"4","0","0","0","1","91002","2","12","90006","0","2000","2000","31042","123","0","4","0","8","2","0","1013"
"5","0","0","0","1","91002","2","14","90006","0","2500","2500","31042","124","0","5","0","8","2","0","1013"
"6","0","0","0","1","91002","2","16","90006","0","3000","3000","31042","125","0","6","0","8","2","0","1013"
"7","0","0","0","1","91002","2","18","90006","0","3500","3500","31042","126","0","7","0","8","2","0","1013"
"8","0","0","0","1","91002","2","20","90006","0","4000","4000","31042","127","0","8","0","8","2","0","1013"
"9","0","0","0","1","91002","2","25","90006","0","4500","4500","31042","128","0","9","0","8","2","0","1013"
"10","0","0","0","1","91002","2","30","90006","0","5000","5000","31042","129","0","-1","0","8","2","0","1013"
"1","0","0","0","1","91002","2","5","90006","0","500","500","31018","130","0","1","0","8","2","0","1014"
"2","0","0","0","1","91002","2","8","90006","0","1000","1000","31018","131","0","2","0","8","2","0","1014"
"3","0","0","0","1","91002","2","10","90006","0","1500","1500","31018","132","0","3","0","8","2","0","1014"
"4","0","0","0","1","91002","2","12","90006","0","2000","2000","31018","133","0","4","0","8","2","0","1014"
"5","0","0","0","1","91002","2","14","90006","0","2500","2500","31018","134","0","5","0","8","2","0","1014"
"6","0","0","0","1","91002","2","16","90006","0","3000","3000","31018","135","0","6","0","8","2","0","1014"
"7","0","0","0","1","91002","2","18","90006","0","3500","3500","31018","136","0","7","0","8","2","0","1014"
"8","0","0","0","1","91002","2","20","90006","0","4000","4000","31018","137","0","8","0","8","2","0","1014"
"9","0","0","0","1","91002","2","25","90006","0","4500","4500","31018","138","0","9","0","8","2","0","1014"
"10","0","0","0","1","91002","2","30","90006","0","5000","5000","31018","139","0","-1","0","8","2","0","1014"
"1","0","0","0","1","91002","2","5","90006","0","500","500","31042","140","0","1","0","8","2","0","1015"
"2","0","0","0","1","91002","2","8","90006","0","1000","1000","31042","141","0","2","0","8","2","0","1015"
"3","0","0","0","1","91002","2","10","90006","0","1500","1500","31042","142","0","3","0","8","2","0","1015"
"4","0","0","0","1","91002","2","12","90006","0","2000","2000","31042","143","0","4","0","8","2","0","1015"
"5","0","0","0","1","91002","2","14","90006","0","2500","2500","31042","144","0","5","0","8","2","0","1015"
"6","0","0","0","1","91002","2","16","90006","0","3000","3000","31042","145","0","6","0","8","2","0","1015"
"7","0","0","0","1","91002","2","18","90006","0","3500","3500","31042","146","0","7","0","8","2","0","1015"
"8","0","0","0","1","91002","2","20","90006","0","4000","4000","31042","147","0","8","0","8","2","0","1015"
"9","0","0","0","1","91002","2","25","90006","0","4500","4500","31042","148","0","9","0","8","2","0","1015"
"10","0","0","0","1","91002","2","30","90006","0","5000","5000","31042","149","0","-1","0","8","2","0","1015"
"1","0","0","0","1","91002","2","3","90006","0","300","300","31043","150","0","1","0","8","2","0","1016"
"2","0","0","0","1","91002","2","4","90006","0","400","400","31043","151","0","2","0","8","2","0","1016"
"3","0","0","0","1","91002","2","5","90006","0","500","500","31043","152","0","3","0","8","2","0","1016"
"4","0","0","0","1","91002","2","7","90006","0","750","750","31043","153","0","4","0","8","2","0","1016"
"5","0","0","0","1","91002","2","8","90006","0","1000","1000","31043","154","0","5","0","8","2","0","1016"
"6","0","0","0","1","91002","2","10","90006","0","1500","1500","31043","155","0","6","0","8","2","0","1016"
"7","0","0","0","1","91002","2","12","90006","0","2000","2000","31043","156","0","-1","0","8","2","0","1016"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","157","0","1","0","12","0","0","1019"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","158","0","2","0","12","2","0","1019"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","159","0","3","0","12","2","0","1019"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","160","0","4","0","12","2","0","1019"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","161","0","-1","0","12","2","0","1019"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","162","0","1","0","12","0","0","1020"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","163","0","2","0","12","2","0","1020"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","164","0","3","0","12","2","0","1020"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","165","0","4","0","12","2","0","1020"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","166","0","-1","0","12","2","0","1020"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","167","0","1","0","12","0","0","1021"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","168","0","2","0","12","2","0","1021"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","169","0","3","0","12","2","0","1021"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","170","0","4","0","12","2","0","1021"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","171","0","-1","0","12","2","0","1021"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","172","0","1","0","12","0","0","1022"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","173","0","2","0","12","2","0","1022"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","174","0","3","0","12","2","0","1022"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","175","0","4","0","12","2","0","1022"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","176","0","-1","0","12","2","0","1022"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","177","0","1","0","12","0","0","1023"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","178","0","2","0","12","2","0","1023"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","179","0","3","0","12","2","0","1023"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","180","0","4","0","12","2","0","1023"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","181","0","-1","0","12","2","0","1023"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","182","0","1","0","12","0","0","1024"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","183","0","2","0","12","2","0","1024"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","184","0","3","0","12","2","0","1024"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","185","0","4","0","12","2","0","1024"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","186","0","-1","0","12","2","0","1024"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","187","0","1","0","12","0","0","1025"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","188","0","2","0","12","2","0","1025"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","189","0","3","0","12","2","0","1025"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","190","0","4","0","12","2","0","1025"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","191","0","-1","0","12","2","0","1025"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","192","0","1","0","12","0","0","1026"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","193","0","2","0","12","2","0","1026"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","194","0","3","0","12","2","0","1026"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","195","0","4","0","12","2","0","1026"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","196","0","-1","0","12","2","0","1026"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","197","0","1","0","12","0","0","1027"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","198","0","2","0","12","2","0","1027"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","199","0","3","0","12","2","0","1027"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","200","0","4","0","12","2","0","1027"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","201","0","-1","0","12","2","0","1027"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","202","0","1","0","12","0","0","1028"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","203","0","2","0","12","2","0","1028"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","204","0","3","0","12","2","0","1028"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","205","0","4","0","12","2","0","1028"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","206","0","-1","0","12","2","0","1028"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","207","0","1","0","12","0","0","1029"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","208","0","2","0","12","2","0","1029"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","209","0","3","0","12","2","0","1029"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","210","0","4","0","12","2","0","1029"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","211","0","-1","0","12","2","0","1029"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","212","0","1","0","12","0","0","1030"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","213","0","2","0","12","2","0","1030"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","214","0","3","0","12","2","0","1030"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","215","0","4","0","12","2","0","1030"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","216","0","-1","0","12","2","0","1030"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","217","0","1","0","12","0","0","1031"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","218","0","2","0","12","2","0","1031"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","219","0","3","0","12","2","0","1031"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","220","0","4","0","12","2","0","1031"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","221","0","-1","0","12","2","0","1031"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","222","0","1","0","12","0","0","1032"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","223","0","2","0","12","2","0","1032"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","224","0","3","0","12","2","0","1032"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","225","0","4","0","12","2","0","1032"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","226","0","-1","0","12","2","0","1032"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","227","0","1","0","12","0","0","1033"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","228","0","2","0","12","2","0","1033"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","229","0","3","0","12","2","0","1033"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","230","0","4","0","12","2","0","1033"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","231","0","-1","0","12","2","0","1033"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","232","0","1","0","12","0","0","1034"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","233","0","2","0","12","2","0","1034"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","234","0","3","0","12","2","0","1034"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","235","0","4","0","12","2","0","1034"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","236","0","-1","0","12","2","0","1034"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","237","0","1","0","12","0","0","1035"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","238","0","2","0","12","2","0","1035"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","239","0","3","0","12","2","0","1035"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","240","0","4","0","12","2","0","1035"
"5","0","0","0","1","94002","2","16","22002","0","1000000","80","22003","241","0","-1","0","12","2","0","1035"
"1","0","0","0","1","94002","0","0","0","0","10000","0","0","242","0","1","0","12","0","0","1036"
"2","0","0","0","1","94002","2","4","22002","0","250000","20","22003","243","0","2","0","12","2","0","1036"
"3","0","0","0","1","94002","2","8","22002","0","500000","40","22003","244","0","3","0","12","2","0","1036"
"4","0","0","0","1","94002","2","12","22002","0","750000","60","22003","245","0","4","0","12","2","0","1036"
