aa791e1564b4a2873cb9b6c0520b601c8d9be6453b648580c5001d2e775c9d32,9775927c314d92d8023cffad4a067c3068d93056dcb442a3dfe5f4cb94a56cd7,60c184f034208c673c7acf52db4f89b570738da11f8fb6aaba9668de80749645,622d8fdda1c5ff18f5c89d70297fae5172dadf30ac0b8e6d20abe1f2f9c86a3d,4d3ff4e7a67cd4aaf3ceadc17a7a5c6acdab0e666475bf4f9953d383fb3f620d,26bc678b92a2913c3a8ac7dda676270e972a67fe66294b7aee79e04023a015f9,31a95ffbaf018238f7d9a0092698e153db71d162a6cc7d1094d95473dba40ae8,b08ded638aa6e9455a7e90e969fac777673d855abdc408cb46d5fe72b648ccc0,34e699e242fa4a954148c3be02e70081b1cffaa4802d14667c63599e70b22ffd,4995f43c0f8c38f6a1d47e4695ade103941a5abd039e62ba861070e7d2b95c74,4ac21b59fe04b33a7eb991feba96e5473f773e714e882b74d737e82f498e414e,2cb07e45206f2a734f7cc8a7ee08a21adbaa4b9ed1745b10ac3d88911d01657b,b9131fdf8558fdf151652f281a66c781e82fc1736978caa56c49f1850ca587c4,24cb587f81f6ac5716018bc02749eeb9299fca54a26e4647dd63fd96fcb9c79c,bb55169b8be6ecf82d2ea45cf0d4ede28586faf62b23e56d9e39e7994093a553,65e588214da8e8a10e8ae1aebd754e90ebcac6157f71dfe73269c9640c4cc1c6
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1002007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1002008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1002009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","400","2","10","2","10","1002010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1002011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1002012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1002013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1002014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1002015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1002016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1002017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1002018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1003001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1003002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1003003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1003004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1003005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1003006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1003007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1003008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1003009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","400","2","10","2","10","1003010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1003011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1003012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1003013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1003014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1003015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1003016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1003017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1003018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1004001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1004002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1004003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1004004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1004005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1004006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1004007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1004008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1004009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","400","2","10","2","10","1004010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1004011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1004012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1004013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1004014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1004015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1004016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1004017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1004018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1005001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1005002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1005003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1005004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1005005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1005006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1005007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1005008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1005009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","400","2","10","2","10","1005010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1005011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1005012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1005013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1005014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1005015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1005016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1005017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1005018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1006001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1006002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1006003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1006004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1006005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1006006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1006007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1006008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1006009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","400","2","10","2","10","1006010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1006011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1006012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1006013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1006014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1006015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1006016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1006017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1006018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1007001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1007002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1007003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1007004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1007005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1007006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1007007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1007008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1007009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","400","2","10","2","10","1007010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1007011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1007012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1007013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1007014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1007015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1007016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1007017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1007018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1008001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1008002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1008003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1008004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1008005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1008006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1008007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1008008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1008009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","400","2","10","2","10","1008010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1008011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1008012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1008013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1008014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","400","2","50","2","10","1008015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1008016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1008017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","50","2","10","1008018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1009001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1009002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1009003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1009004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1009005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1009006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1009007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1009008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1009009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","1000","2","10","2","10","1009010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1009011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1009012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1009013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1009014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1009015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1009016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1009017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1009018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1010001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1010002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1010003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1010004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1010005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1010006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1010007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1010008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1010009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","1000","2","10","2","10","1010010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1010011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1010012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1010013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1010014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1010015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1010016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1010017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1010018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1011001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1011002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1011003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1011004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1011005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1011006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1011007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1011008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1011009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","1000","2","10","2","10","1011010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1011011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1011012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1011013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1011014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1011015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1011016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1011017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1011018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1012001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1012002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1012003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1012004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1012005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1012006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1012007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1012008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1012009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","1000","2","10","2","10","1012010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1012011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1012012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1012013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1012014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1012015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1012016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1012017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1012018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1013001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1013002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1013003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1013004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1013005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1013006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1013007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1013008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1013009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","1000","2","10","2","10","1013010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1013011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1013012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1013013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1013014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1013015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1013016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1013017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1013018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1014001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1014002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1014003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1014004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1014005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1014006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1014007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1014008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1014009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","1000","2","10","2","10","1014010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1014011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1014012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1014013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1014014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1014015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1014016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1014017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1014018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1015001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1015002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1015003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1015004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1015005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1015006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1015007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1015008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1015009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","1000","2","10","2","10","1015010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1015011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1015012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1015013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1015014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1015015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1015016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1015017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1015018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1016001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1016002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1016003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1016004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1016005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1016006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1016007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1016008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1016009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","1000","2","10","2","10","1016010"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1016011"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1016012"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1016013"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1016014"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1016015"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1016016"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1016017"
"0","500000","90008","2","91002","8","94002","12","25021","200","0","0","125","2","10","1016018"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1017001"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1017002"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1017003"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1017004"
"25015","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1017005"
"25011","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1017006"
"25012","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1017007"
"25013","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1017008"
"25014","500000","90008","2","91002","8","94002","12","25021","200","1000","2","125","2","10","1017009"
"25015","500000","90008","2","91002","8","94002","12","25001","200","1000","2","10","2","10","1017010"
