a82eec8f4ccde4dd45034019c5b20d8d87da67dd3448a94afe84ef3cb1124591,732c8af274a46b33858741a63d56ce021cf7e905fcadcbe4be9cc500343cf7b5,67b4877b5bdcacc36b2a27da817882beffb73d9584bd7bb28a7175ce40c4cf0d,201b5c4fd0722450f846966862d613d82a22406717ad3e374c7bad467fb7373b,4cf94141a3743adc8855b21d3f3e7355571ae2079204b4036afbec4fb6f1527a,e04e5d9246aa09d65e70b1610963a00383319f849ed93a00ed5877d1f61cea0c,d1952b9d6a3d3d547c1bcb2f799adf876bce63748fdf2ddea8ce61750298e6f1,80e7aeafcb73c357701679c413da986e2f373cb9a776084be6dd5f25ba961b1b,09f4d1099e863238ce1f9bcd8de09df3db8dab5e33611ece07891d4437c8f612,08d2561e24e1fe6d8d3cfccd6e31ed0ccb5bca0e64c211bb90cadcc1b2ea7271,4c814a70f61cec7fc2f8b30a4f5bb2189a6c0f11e2024c73344e7f82f1837b92,b518257bc17e013f0784aa84eda4db39c6d79a94abd79aa2f7be25e7c5c9bbb3,da35eb14be2876cde6db072a676147062636687824a160e3b68b7edfb9a20a90
"60362","0","0","0","0","31008","10037","0","31043","0","0","0","60361"
"60372","0","0","0","0","31046","10038","0","31107","0","0","0","60371"
"60382","0","0","0","0","31018","10039","0","31093","0","0","0","60381"
"60392","0","0","0","0","31033","10040","0","31028","0","0","0","60391"
"60402","0","0","0","0","31045","10041","0","31053","0","0","0","60401"
"60412","0","0","0","0","31065","10042","0","31130","0","0","0","60411"
"60422","0","0","0","0","31050","10043","0","31101","0","0","0","60421"
"60432","0","0","0","0","31027","10044","0","31132","0","0","0","60431"
"60442","0","0","0","0","31014","10045","0","31105","0","0","0","60441"
"60452","0","0","0","0","31023","10046","0","31135","0","0","0","60451"
"60462","0","0","0","0","31040","10047","0","31056","0","0","0","60461"
"60472","0","0","0","0","31013","10048","0","31016","0","0","0","60471"
"60482","0","0","0","0","31036","10049","0","31112","0","0","0","60481"
"60492","0","0","0","0","31054","10050","0","31141","0","0","0","60491"
"60502","0","0","0","0","31005","10051","0","31037","0","0","0","60501"
"60512","0","0","0","0","31037","10052","0","31014","0","0","0","60511"
"60522","0","0","0","0","31025","10053","0","31098","0","0","0","60521"
"60532","0","0","0","0","31048","10054","0","31146","0","0","0","60531"
"60542","0","0","0","0","31044","10055","0","31116","0","0","0","60541"
"60552","0","0","0","0","31060","10056","0","31147","0","0","0","60551"
"60562","0","0","0","0","31021","10057","0","31121","0","0","0","60561"
"60572","0","0","0","0","31003","10058","0","31156","0","0","0","60571"
"60572","0","0","0","0","31003","10059","0","31156","0","0","0","60571"
"60592","0","0","0","0","31049","10060","0","31123","0","0","0","60591"
"60602","0","0","0","0","31010","10061","0","31158","0","0","0","60601"
"60612","0","0","0","0","31042","10062","0","31126","0","0","0","60611"
"60612","0","0","0","0","31042","10063","0","31126","0","0","0","60611"
"60632","0","0","0","0","31031","10064","0","31032","0","0","0","60631"
"60642","0","0","0","0","31046","10065","0","31107","0","0","0","60641"
"60652","0","0","0","0","31015","10066","0","31065","0","0","0","60651"
"60662","0","0","0","0","31033","10067","0","31028","0","0","0","60661"
"60672","0","0","0","0","31040","10068","0","31168","0","0","0","60671"
"60682","0","0","0","0","31065","10069","0","31130","0","0","0","60681"
"60692","0","0","0","0","31050","10070","0","31018","0","0","0","60691"
"60702","0","0","0","0","31027","10071","0","31132","0","0","0","60701"
"60712","0","0","0","0","31109","10072","0","31174","0","0","0","60711"
"60722","0","0","0","0","31023","10073","0","31135","0","0","0","60721"
"60732","0","0","0","0","31051","10074","0","31096","0","0","0","60731"
"60742","0","0","0","0","31013","10075","0","31016","0","0","0","60741"
"60752","0","0","0","0","31047","10076","0","31178","0","0","0","60751"
"60762","0","0","0","0","31054","10077","0","31141","0","0","0","60761"
"60772","0","0","0","0","31055","10078","0","31053","0","0","0","60771"
"60782","0","0","0","0","31037","10079","0","31014","0","0","0","60781"
"60792","0","0","0","0","31006","10080","0","31192","0","0","0","60791"
"60802","0","0","0","0","31048","10081","0","31146","0","0","0","60801"
"60812","0","0","0","0","31044","10082","0","31208","0","0","0","60811"
"60822","0","0","0","0","31060","10083","0","31147","0","0","0","60821"
"60832","0","0","0","0","31060","10084","0","31059","0","0","0","60831"
"60842","0","0","0","0","31058","10085","0","31212","0","0","0","60841"
"60852","0","0","0","0","31003","10086","0","31156","0","0","0","60851"
"60852","0","0","0","0","31003","10087","0","31156","0","0","0","60851"
"60872","0","0","0","0","31026","10088","0","31128","0","0","0","60871"
"60882","0","0","0","0","31010","10089","0","31158","0","0","0","60881"
"60892","0","0","0","0","31046","10090","0","31065","0","0","0","60891"
"60902","0","0","0","0","31031","10091","0","31032","0","0","0","60901"
"60912","0","0","0","0","31031","10092","0","31014","0","0","0","60911"
"60922","0","0","0","0","31015","10093","0","31065","0","0","0","60921"
"60932","0","0","0","0","31034","10094","0","31221","0","0","0","60931"
"60942","0","0","0","0","31040","10095","0","31168","0","0","0","60941"
"60952","0","0","0","0","31002","10096","0","31224","0","0","0","60951"
"60962","0","0","0","0","31050","10097","0","31018","0","0","0","60961"
"60972","0","0","0","0","31036","10098","0","31228","0","0","0","60971"
"60982","0","0","0","0","31109","10099","0","31174","0","0","0","60981"
"60992","0","0","0","0","31023","10100","0","31010","0","0","0","60991"
"61002","0","0","0","0","31051","10101","0","31096","0","0","0","61001"
"61012","0","0","0","0","31013","10102","0","31235","0","0","0","61011"
"61022","0","0","0","0","31047","10103","0","31178","0","0","0","61021"
"61032","0","0","0","0","31005","10104","0","31037","0","0","0","61031"
"61042","0","0","0","0","31055","10105","0","31053","0","0","0","61041"
"61052","0","0","0","0","31047","10106","0","31241","0","0","0","61051"
"61062","0","0","0","0","31006","10107","0","31192","0","0","0","61061"
"61072","0","0","0","0","31066","10108","0","31247","0","0","0","61071"
"61082","0","0","0","0","31044","10109","0","31208","0","0","0","61081"
"61092","0","0","0","0","31029","10110","0","31249","0","0","0","61091"
"61102","0","0","0","0","31042","10111","0","31249","0","0","0","61101"
"61112","0","0","0","0","31060","10112","0","31059","0","0","0","61111"
"61122","0","0","0","0","31058","10113","0","31212","0","0","0","61121"
"61132","0","0","0","0","31046","10114","0","31053","0","0","0","61131"
"61142","0","0","0","0","31026","10115","0","31128","0","0","0","61141"
"61152","0","0","0","0","31038","10116","0","31012","0","0","0","61151"
"61162","0","0","0","0","31046","10117","0","31065","0","0","0","61161"
"61172","0","0","0","0","31057","10118","0","31257","0","0","0","61171"
"61182","0","0","0","0","31031","10119","0","31014","0","0","0","61181"
"61192","0","0","0","0","31008","10120","0","31044","0","0","0","61191"
"61202","0","0","0","0","31034","10121","0","31221","0","0","0","61201"
"61212","0","0","0","0","31048","10122","0","31267","0","0","0","61211"
"61222","0","0","0","0","31002","10123","0","31224","0","0","0","61221"
"61232","0","0","0","0","31031","10124","0","31270","0","0","0","61231"
"61242","0","0","0","0","31036","10125","0","31228","0","0","0","61241"
"61252","0","0","0","0","31060","10126","0","31011","0","0","0","61251"
"61262","0","0","0","0","31023","10127","0","31010","0","0","0","61261"
"61272","0","0","0","0","31042","10128","0","31056","0","0","0","61271"
"61282","0","0","0","0","31013","10129","0","31235","0","0","0","61281"
"61292","0","0","0","0","31054","10130","0","31018","0","0","0","61291"
"61302","0","0","0","0","31005","10131","0","31037","0","0","0","61301"
"61312","0","0","0","0","31058","10132","0","31028","0","0","0","61311"
"61322","0","0","0","0","31047","10133","0","31241","0","0","0","61321"
"61332","0","0","0","0","31014","10134","0","31283","0","0","0","61331"
"61342","0","0","0","0","31066","10135","0","31247","0","0","0","61341"
"61352","0","0","0","0","31002","10136","0","31288","0","0","0","61351"
"61362","0","0","0","0","31001","10137","0","31288","0","0","0","61361"
"61372","0","0","0","0","31029","10138","0","31249","0","0","0","61371"
"61382","0","0","0","0","31042","10139","0","31249","0","0","0","61381"
"61392","0","0","0","0","31034","10140","0","31110","0","0","0","61391"
"61402","0","0","0","0","31046","10141","0","31053","0","0","0","61401"
"61412","0","0","0","0","31027","10142","0","31043","0","0","0","61411"
"61422","0","0","0","0","31038","10143","0","31012","0","0","0","61421"
"61432","0","0","0","0","31025","10144","0","31036","0","0","0","61431"
"61442","0","0","0","0","31057","10145","0","31257","0","0","0","61441"
"61452","0","0","0","0","31021","10146","0","31010","0","0","0","61451"
"61462","0","0","0","0","31008","10147","0","31044","0","0","0","61461"
"61472","0","0","0","0","31042","10148","0","31029","0","0","0","61471"
"61482","0","0","0","0","31048","10149","0","31267","0","0","0","61481"
"61492","0","0","0","0","31058","10150","0","31047","0","0","0","61491"
"61502","0","0","0","0","31031","10151","0","31270","0","0","0","61501"
"61512","0","0","0","0","31059","10152","0","31319","0","0","0","61511"
"61522","0","0","0","0","31025","10153","0","31098","0","0","0","61521"
"61532","0","0","0","0","31007","10154","0","31012","0","0","0","61531"
"61542","0","0","0","0","31060","10155","0","31011","0","0","0","61541"
"61552","0","0","0","0","31038","10156","0","31049","0","0","0","61551"
"61562","0","0","0","0","31042","10157","0","31056","0","0","0","61561"
"61572","0","0","0","0","31050","10158","0","31016","0","0","0","61571"
"61582","0","0","0","0","31054","10159","0","31018","0","0","0","61581"
"61592","0","0","0","0","31028","10160","0","31332","0","0","0","61591"
"61602","0","0","0","0","31058","10161","0","31028","0","0","0","61601"
"61622","0","0","0","0","31014","10163","0","31283","0","0","0","61621"
"61632","0","0","0","0","31002","10164","0","31288","0","0","0","61631"
"61642","0","0","0","0","31001","10165","0","31288","0","0","0","61641"
"61652","0","0","0","0","31034","10166","0","31110","0","0","0","61651"
"61662","0","0","0","0","31027","10167","0","31043","0","0","0","61661"
"61672","0","0","0","0","31025","10168","0","31036","0","0","0","61671"
"61682","0","0","0","0","31021","10169","0","31010","0","0","0","61681"
"61692","0","0","0","0","31042","10170","0","31029","0","0","0","61691"
"61702","0","0","0","0","31058","10171","0","31047","0","0","0","61701"
"61712","0","0","0","0","31059","10172","0","31319","0","0","0","61711"
"61722","0","0","0","0","31007","10173","0","31012","0","0","0","61721"
"61732","0","0","0","0","31042","10174","0","31126","0","0","0","61731"
"61732","0","0","0","0","31042","10175","0","31126","0","0","0","61731"
