440689745e4efd1403cd253fd87871834d3a6aea0cfc3303c02a4fa8c271545c,4b886c18980754d8e7478bce766d630acb993e52c73be38acde1e607e733cade,ea00c88427c97c60bd3eaf029056722eb534bcb17d278cbd508c49ed9b35b550,c137899d5eddf5f680e207d5f74269922ed164b026be084e706e16465bb91adf,69787454c418016a22a356c555f7dcaa6466d83d9e55101178a292eb799f9421,4d3861595c8b04930b96f40d6cf5fb083563202f40d21e4ac5b1fb6906792c0d,02b6d6f8512c03260378a8c25785a154ec5203d6d9ef5382c62c5382067b05b0,5ace30dcd4c163ee70fc47dedb82303a476d8db7de7e32ade9145addd7c284d4,a9455c1dd2e557bcf12cf97ba91e86c9eab5ef37efb3f5354b0722a2f714bb3e,5c0842d567bb9f9a9a705d4fe8573da394be757767a07715ce7a68fc4560ea38,e1ea0b24194c0b7b8a3e902e49e5fec049b84602dd1cca22fdb90b25570f5d19
"","8","0","91002","0","30000","100","0","14","","34"
"","2","0","24001","0","30000","1","0","15","","35"
"","8","0","91002","0","40000","100","0","1","","36"
"ぺコリーヌ","8","107501","91002","1","40001","150","0","1","今日は記念日、お祝いですね！\n焼肉、お寿司、ピザ、ケーキ～☆\nあなたとパーティできるなんて、\n幸せです～♪","37"
"コッコロ","8","107601","91002","1","40001","150","0","2","この記念日を迎えられたのは、\n主さまの器量の賜物\nさすがは主さまでございます\nえらい、えらい♪","38"
"キャル","8","107801","91002","1","40001","150","0","3","あんたもけっこうやるじゃない！\nちょっとは…割と…け、けっこう\n見直しちゃったわ\n褒めてあげる♪","39"
"スズメ","8","107701","91002","1","40001","150","0","4","あなたと私にとって、\n今日は特別な日\nあなたの支えがあるから、\n私は頑張れるんです！","40"
"タマキ","8","107901","91002","1","40001","150","0","5","今日はキミにとっての\n特別な記念日だにゃ\nキミの活躍にはいつも\n猫ながら感謝してるにゃ～♪","41"
"ぺコリーヌ","8","107501","91002","2","40001","150","0","6","う～かき氷食べ過ぎて、\n身体が冷えちゃいました…\nあなたの体温で温めてください！\nギューーッ♪","42"
"コッコロ","8","107601","91002","2","40001","150","0","7","夏は危険がいっぱいと申します…\nですが、わたくしが主さまを\nしっかりとお守りいたしますよ","43"
"キャル","8","107801","91002","2","40001","150","0","8","ん～なんであんたと、ひと夏を\n過ごすことになったのかな…\n結構楽しいからいいけど！\nさ、まだまだ遊ぶわよ！","44"
"スズメ","8","107701","91002","2","40001","150","0","9","あなたと過ごすはじめての夏…\nいまからドキドキが止まりません\n楽しくて素敵な思い出が、\nまた一つ増えるんですね♪","45"
"タマキ","8","107901","91002","2","40001","150","0","10","夏は一番の稼ぎ時にゃのに、\n今年はキミと過ごしたいって\n思ってるにゃ楽しい思い出\n増やしてくれるかにゃ？","46"
"","8","0","91002","0","40003","150","0","1","","57"
"","8","0","91002","0","40003","150","0","2","","58"
"","8","0","91002","0","40003","150","0","3","","59"
"","8","0","91002","0","40003","150","0","4","","60"
"","8","0","91002","0","40003","150","0","5","","61"
"","8","0","91002","0","40003","150","0","6","","62"
"","8","0","91002","0","40003","150","0","7","","63"
"","8","0","91002","0","40003","150","0","8","","64"
"","8","0","91002","0","40003","150","0","9","","65"
"","8","0","91002","0","40003","150","0","10","","66"
"","8","0","91002","0","40004","150","0","1","","67"
"","8","0","91002","0","40004","150","0","2","","68"
"","8","0","91002","0","40004","150","0","3","","69"
"","8","0","91002","0","40004","150","0","4","","70"
"","8","0","91002","0","40004","150","0","5","","71"
"","8","0","91002","0","40004","150","0","6","","72"
"","8","0","91002","0","40004","150","0","7","","73"
"","8","0","91002","0","40004","150","0","8","","74"
"","8","0","91002","0","40004","150","0","9","","75"
"","8","0","91002","0","40004","150","0","10","","76"
"","8","0","91002","0","40005","150","0","1","","77"
"","8","0","91002","0","40005","150","0","2","","78"
"","8","0","91002","0","40005","150","0","3","","79"
"","8","0","91002","0","40005","150","0","4","","80"
"","8","0","91002","0","40005","150","0","5","","81"
"","8","0","91002","0","40005","150","0","6","","82"
"","8","0","91002","0","40005","150","0","7","","83"
"","8","0","91002","0","40005","150","0","8","","84"
"","8","0","91002","0","40005","150","0","9","","85"
"","8","0","91002","0","40005","150","0","10","","86"
"","8","0","91002","0","70000","500","0","1","","87"
"","8","0","91002","0","70000","500","0","2","","88"
"","8","0","91002","0","70001","300","0","1","","89"
"","8","0","91002","0","70001","300","0","2","","90"
"","8","0","91002","0","70001","300","0","3","","91"
"ハツネ","8","101201","91002","1","80001","100","500213","1","","92"
"キョウカ","8","103601","91002","1","80001","100","500193","2","","93"
"マホ","8","101001","91002","1","80001","100","500263","3","","94"
"スズメ","8","102501","91002","1","80001","100","500164","4","","95"
"タマキ","8","104601","91002","1","80001","100","500284","5","","96"
"アキノ","8","103201","91002","1","80001","100","500070","6","","97"
"クリスティーナ","8","107101","91002","1","80001","100","500096","7","","98"
"トモ","8","103701","91002","1","80001","100","500096","8","","99"
"ミヤコ","8","100701","91002","1","80001","100","500264","9","","100"
"アンナ","8","100901","91002","1","80001","100","500143","10","","101"
"ルカ","8","105601","91002","1","80001","100","500143","11","","102"
"クルミ","8","102101","91002","1","80001","100","500114","12","","103"
"リノ","8","101101","91002","1","80001","100","500600","13","","104"
"ユイ","8","100201","91002","1","80001","100","500040","14","","105"
"ペコリーヌ","8","105801","91002","1","80001","100","500033","15","","106"
"","8","0","91002","0","70002","500","0","1","","107"
"","8","0","91002","0","70002","500","0","2","","108"
"","8","0","91002","0","70003","300","0","1","","109"
"","8","0","91002","0","70003","300","0","2","","110"
"","8","0","91002","0","70003","300","0","3","","111"
"","8","0","91002","0","80002","100","0","1","","112"
"","8","0","91002","0","80002","100","0","2","","113"
"","8","0","91002","0","80002","100","0","3","","114"
"","8","0","91002","0","80002","100","0","4","","115"
"","8","0","91002","0","80002","100","0","5","","116"
"","8","0","91002","0","80002","100","0","6","","117"
"","8","0","91002","0","80002","100","0","7","","118"
"","8","0","91002","0","80002","100","0","8","","119"
"","8","0","91002","0","80002","100","0","9","","120"
"","8","0","91002","0","80002","100","0","10","","121"
"","8","0","91002","0","80002","100","0","11","","122"
"","8","0","91002","0","80002","100","0","12","","123"
"","8","0","91002","0","80002","100","0","13","","124"
"","8","0","91002","0","80002","100","0","14","","125"
"","8","0","91002","0","80002","100","0","15","","126"
"","8","0","91002","0","40006","150","0","1","","127"
"","8","0","91002","0","40006","150","0","2","","128"
"","8","0","91002","0","40006","150","0","3","","129"
"","8","0","91002","0","40006","150","0","4","","130"
"","8","0","91002","0","40006","150","0","5","","131"
"","8","0","91002","0","40006","150","0","6","","132"
"","8","0","91002","0","40006","150","0","7","","133"
"","8","0","91002","0","40006","150","0","8","","134"
"","8","0","91002","0","40006","150","0","9","","135"
"","8","0","91002","0","40006","150","0","10","","136"
"","8","0","91002","0","40007","150","0","1","","137"
"","8","0","91002","0","40007","150","0","2","","138"
"","8","0","91002","0","40007","150","0","3","","139"
"","8","0","91002","0","40007","150","0","4","","140"
"","8","0","91002","0","40007","150","0","5","","141"
"","8","0","91002","0","40007","150","0","6","","142"
"","8","0","91002","0","40007","150","0","7","","143"
"","8","0","91002","0","40007","150","0","8","","144"
"","8","0","91002","0","40007","150","0","9","","145"
"","8","0","91002","0","40007","150","0","10","","146"
"","8","0","91002","0","40008","150","0","1","","147"
"","8","0","91002","0","40008","150","0","2","","148"
"","8","0","91002","0","40008","150","0","3","","149"
"","8","0","91002","0","40008","150","0","4","","150"
"","8","0","91002","0","40008","150","0","5","","151"
"","8","0","91002","0","40008","150","0","6","","152"
"","8","0","91002","0","40008","150","0","7","","153"
"","8","0","91002","0","40008","150","0","8","","154"
"","8","0","91002","0","40008","150","0","9","","155"
"","8","0","91002","0","40008","150","0","10","","156"
"","8","0","91002","1","80003","100","500371","1","","157"
"","8","0","91002","1","80003","100","500371","2","","158"
"","8","0","91002","1","80003","100","500033","3","","159"
"","8","0","91002","1","80003","100","500371","4","","160"
"","8","0","91002","1","80003","100","500033","5","","161"
"","8","0","91002","1","80003","100","500371","6","","162"
"","8","0","91002","1","80003","100","500367","7","","163"
"","8","0","91002","1","80003","100","500367","8","","164"
"","8","0","91002","1","80003","100","500367","9","","165"
"","8","0","91002","1","80003","100","500033","10","","166"
"","8","0","91002","1","80003","100","500033","11","","167"
"","8","0","91002","1","80003","100","500033","12","","168"
"","8","0","91002","1","80003","100","509020","13","","169"
"","8","0","91002","1","80003","100","500371","14","","170"
"","8","0","91002","1","80003","100","500033","15","","171"
"","8","0","91002","0","70004","500","0","1","","183"
"","8","0","91002","0","70004","500","0","2","","184"
"","8","0","91002","0","70005","300","0","1","","185"
"","8","0","91002","0","70005","300","0","2","","186"
"","8","0","91002","0","70005","300","0","3","","187"
"","8","0","91002","0","80004","100","530101","1","","188"
"","8","0","91002","0","80004","100","530102","2","","189"
"","8","0","91002","0","80004","100","530103","3","","190"
"","8","0","91002","0","80004","100","530104","4","","191"
"","8","0","91002","0","80004","100","530105","5","","192"
"","8","0","91002","0","80004","100","530106","6","","193"
"","8","0","91002","0","80004","100","530107","7","","194"
"","8","0","91002","0","80004","100","530108","8","","195"
"","8","0","91002","0","80004","100","530109","9","","196"
"","8","0","91002","0","80004","100","530110","10","","197"
"","8","0","91002","0","80004","100","530111","11","","198"
"","8","0","91002","0","80004","100","530112","12","","199"
"","8","0","91002","0","80004","100","530113","13","","200"
"","8","0","91002","0","80004","100","530114","14","","201"
"","8","0","91002","0","80004","100","530115","15","","202"
"","8","0","91002","0","80004","100","530116","16","","203"
"","8","0","91002","0","80004","100","530117","17","","204"
"","7","0","2805","0","80004","1","530117","17","","205"
"","8","0","91002","0","40009","150","0","1","","206"
"","8","0","91002","0","40009","150","0","2","","207"
"","8","0","91002","0","40009","150","0","3","","208"
"","8","0","91002","0","40009","150","0","4","","209"
"","8","0","91002","0","40009","150","0","5","","210"
"","8","0","91002","0","40009","150","0","6","","211"
"","8","0","91002","0","40009","150","0","7","","212"
"","8","0","91002","0","40009","150","0","8","","213"
"","8","0","91002","0","40009","150","0","9","","214"
"","8","0","91002","0","40009","150","0","10","","215"
"","8","0","91002","0","80005","100","500367","1","","216"
"","8","0","91002","0","80005","100","500367","2","","217"
"","8","0","91002","0","80005","100","500367","3","","218"
"","8","0","91002","0","80005","100","500367","4","","219"
"","8","0","91002","0","80005","100","500367","5","","220"
"","8","0","91002","0","80005","100","500367","6","","221"
"","8","0","91002","0","80005","100","500367","7","","222"
"","8","0","91002","0","80005","100","500367","8","","223"
"","8","0","91002","0","80005","100","500367","9","","224"
"","8","0","91002","0","80005","100","500367","10","","225"
"","8","0","91002","0","80005","100","500367","11","","226"
"","8","0","91002","0","80005","100","500367","12","","227"
"","8","0","91002","0","80005","100","500367","13","","228"
"","8","0","91002","0","80005","100","500367","14","","229"
"","8","0","91002","0","80005","100","500367","15","","230"
"","8","0","91002","0","70006","500","0","1","","231"
"","8","0","91002","0","70006","500","0","2","","232"
"","8","0","91002","0","70007","300","0","1","","233"
"","8","0","91002","0","70007","300","0","2","","234"
"","8","0","91002","0","70007","300","0","3","","235"
"","8","0","91002","0","40010","150","0","1","","236"
"","8","0","91002","0","40010","150","0","2","","237"
"","8","0","91002","0","40010","150","0","3","","238"
"","8","0","91002","0","40010","150","0","4","","239"
"","8","0","91002","0","40010","150","0","5","","240"
"","8","0","91002","0","40010","150","0","6","","241"
"","8","0","91002","0","40010","150","0","7","","242"
"","8","0","91002","0","40010","150","0","8","","243"
"","8","0","91002","0","40010","150","0","9","","244"
"","8","0","91002","0","40010","150","0","10","","245"
"","8","0","91002","0","80006","100","530121","1","","246"
"","8","0","91002","0","80006","100","530122","2","","247"
"","8","0","91002","0","80006","100","530123","3","","248"
"","8","0","91002","0","80006","100","530124","4","","249"
"","8","0","91002","0","80006","100","530125","5","","250"
"","8","0","91002","0","80006","100","530126","6","","251"
"","8","0","91002","0","80006","100","530127","7","","252"
"","8","0","91002","0","80006","100","530128","8","","253"
"","8","0","91002","0","80006","100","530129","9","","254"
"","8","0","91002","0","80006","100","530130","10","","255"
"","8","0","91002","0","80006","100","530131","11","","256"
"","8","0","91002","0","80006","100","530132","12","","257"
"","8","0","91002","0","80006","100","530133","13","","258"
"","8","0","91002","0","80006","100","530134","14","","259"
"","8","0","91002","0","80006","100","530135","15","","260"
"","8","0","91002","0","80006","100","530136","16","","261"
"","8","0","91002","0","80006","100","530137","17","","262"
"","7","0","2816","0","80006","1","530137","17","","263"
"","8","0","91002","0","80007","100","530123","1","","264"
"","8","0","91002","0","80007","100","530124","2","","265"
"","8","0","91002","0","80007","100","530125","3","","266"
"","8","0","91002","0","80007","100","530126","4","","267"
"","8","0","91002","0","80007","100","530127","5","","268"
"","8","0","91002","0","80007","100","530128","6","","269"
"","8","0","91002","0","80007","100","530129","7","","270"
"","8","0","91002","0","80007","100","530130","8","","271"
"","8","0","91002","0","80007","100","530131","9","","272"
"","8","0","91002","0","80007","100","530132","10","","273"
"","8","0","91002","0","80007","100","530133","11","","274"
"","8","0","91002","0","80007","100","530134","12","","275"
"","8","0","91002","0","80007","100","530135","13","","276"
"","8","0","91002","0","80007","100","530136","14","","277"
"","8","0","91002","0","80007","100","530137","15","","278"
"","16","0","9000215","0","80007","1","530137","15","","279"
"","16","0","9000216","0","80007","1","530137","15","","280"
"","8","0","91002","0","70008","500","0","1","","281"
"","8","0","91002","0","70008","500","0","2","","282"
"","8","0","91002","0","70009","1000","0","1","","283"
"","8","0","91002","0","80008","100","530141","1","","284"
"","8","0","91002","0","80008","100","530142","2","","285"
"","8","0","91002","0","80008","100","530143","3","","286"
"","8","0","91002","0","80008","100","530144","4","","287"
"","8","0","91002","0","80008","100","530145","5","","288"
"","8","0","91002","0","80008","100","530146","6","","289"
"","8","0","91002","0","80008","100","530147","7","","290"
"","8","0","91002","0","80008","100","530148","8","","291"
"","8","0","91002","0","80008","100","530149","9","","292"
"","8","0","91002","0","80008","100","530150","10","","293"
"","8","0","91002","0","80008","100","530151","11","","294"
"","8","0","91002","0","80008","100","530152","12","","295"
"","8","0","91002","0","80008","100","530153","13","","296"
"","8","0","91002","0","80008","100","530154","14","","297"
"","8","0","91002","0","80008","100","530155","15","","298"
"","8","0","91002","0","80008","100","530156","16","","299"
"","7","0","2830","0","80008","1","530156","16","","300"
"","8","0","91002","0","20001","100","0","1","","301"
"","2","0","23001","0","20001","20","0","1","","302"
"","8","0","91002","0","20001","100","0","2","","303"
"","2","0","23001","0","20001","20","0","2","","304"
"","2","0","24016","0","20001","1","0","3","","305"
"","2","0","23001","0","20001","20","0","3","","306"
"","8","0","91002","0","20001","100","0","4","","307"
"","2","0","23001","0","20001","20","0","4","","308"
"","8","0","91002","0","20001","300","0","5","","309"
"","2","0","23001","0","20001","20","0","5","","310"
"","8","0","91002","0","20001","100","0","6","","311"
"","2","0","23001","0","20001","20","0","6","","312"
"","8","0","91002","0","20001","100","0","7","","313"
"","2","0","23001","0","20001","20","0","7","","314"
"","8","0","91002","0","20001","200","0","8","","315"
"","2","0","23001","0","20001","20","0","8","","316"
"","8","0","91002","0","20001","300","0","9","","317"
"","2","0","23001","0","20001","20","0","9","","318"
"","2","0","24016","0","20001","1","0","10","","319"
"","2","0","23001","0","20001","20","0","10","","320"
"リリ","2","125801","24001","1","40011","1","0","1","もうすぐ、みなさまに\nお会いできるのですね。\n胸が高鳴ってしまいます……\n","321"
"クリア","2","126001","24001","1","40011","1","0","2","初めまして、クリアです♪\nみなさんと一緒に冒険するの\nとっても楽しみにしてます","322"
"プレシア","2","126101","24001","1","40011","1","0","3","んーと。\nこれ、あげる。\nはい","323"
"リリ","2","125801","24001","2","40011","1","0","4","あらためまして……\n【アルターメイデン】の\nギルドマスター、リリと申します","324"
"クリア","2","126001","24001","2","40011","1","0","5","こんにちは、お兄さん♪\n【アルターメイデン】の\nクリアです","325"
"プレシア","2","126101","24001","2","40011","1","0","6","お兄。\nきてくれて、うれしい","326"
"","8","0","91002","0","80009","100","532001","1","","327"
"","8","0","91002","0","80009","100","532002","2","","328"
"","8","0","91002","0","80009","100","532003","3","","329"
"","8","0","91002","0","80009","100","532004","4","","330"
"","8","0","91002","0","80009","100","532005","5","","331"
"","8","0","91002","0","80009","100","532006","6","","332"
"","8","0","91002","0","80009","100","532007","7","","333"
"","8","0","91002","0","80009","100","532008","8","","334"
"","8","0","91002","0","80009","100","532009","9","","335"
"","8","0","91002","0","80009","100","532010","10","","336"
"","8","0","91002","0","80009","100","532011","11","","337"
"","8","0","91002","0","80009","100","532012","12","","338"
"","8","0","91002","0","80009","100","532013","13","","339"
"","8","0","91002","0","80009","100","532014","14","","340"
"","8","0","91002","0","80009","100","532015","15","","341"
"","2","0","24001","0","40012","1","0","1","","342"
"","2","0","24001","0","40012","1","0","2","","343"
"","18","0","4201402","0","40012","1","0","3","","344"
"","2","0","24001","0","40012","1","0","4","","345"
"","2","0","24001","0","40012","1","0","5","","346"
"","18","0","4203402","0","40012","1","0","6","","347"
"","2","0","24001","0","40012","1","0","7","","348"
"","16","0","9000229","0","40012","1","0","8","","349"
"","8","0","91002","0","70010","500","0","1","","350"
"","2","0","41000","0","70012","1","0","1","","351"
"","8","0","91002","0","70011","1000","0","1","","352"
"","8","0","91002","0","80010","100","530157","1","","353"
"","8","0","91002","0","80010","100","530158","2","","354"
"","8","0","91002","0","80010","100","530159","3","","355"
"","8","0","91002","0","80010","100","530160","4","","356"
"","8","0","91002","0","80010","100","530161","5","","357"
"","8","0","91002","0","80010","100","530162","6","","358"
"","8","0","91002","0","80010","100","530163","7","","359"
"","8","0","91002","0","80010","100","530164","8","","360"
"","8","0","91002","0","80010","100","530165","9","","361"
"","8","0","91002","0","80010","100","530166","10","","362"
"","8","0","91002","0","80010","100","530167","11","","363"
"","8","0","91002","0","80010","100","530168","12","","364"
"","7","0","2844","0","80010","1","530173","12","","365"
"","8","0","91002","0","80010","100","530169","13","","366"
"","7","0","2846","0","80010","1","530173","13","","367"
"","8","0","91002","0","80010","100","530170","14","","368"
"","7","0","2845","0","80010","1","530173","14","","369"
"","8","0","91002","0","80010","100","530171","15","","370"
"","7","0","2843","0","80010","5","530173","15","","371"
"","8","0","91002","0","80010","100","530172","16","","372"
"","7","0","2842","0","80010","1","530173","16","","373"
"","16","0","9000236","0","40013","1","0","1","","374"
"","16","0","9000237","0","40013","1","0","1","","375"
"","16","0","9000238","0","40013","1","0","1","","376"
"","16","0","9000239","0","40013","1","0","1","","377"
"","8","0","91002","0","80011","100","532001","1","","378"
"","8","0","91002","0","80011","100","532002","2","","379"
"","8","0","91002","0","80011","100","532003","3","","380"
"","8","0","91002","0","80011","100","532004","4","","381"
"","8","0","91002","0","80011","100","532005","5","","382"
"","8","0","91002","0","80011","100","532006","6","","383"
"","8","0","91002","0","80011","100","532007","7","","384"
"","8","0","91002","0","80011","100","532008","8","","385"
"","8","0","91002","0","80011","100","532009","9","","386"
"","8","0","91002","0","80011","100","532010","10","","387"
"","8","0","91002","0","80011","100","532011","11","","388"
"","8","0","91002","0","80011","100","532012","12","","389"
"","8","0","91002","0","80011","100","532013","13","","390"
"","8","0","91002","0","80011","100","532014","14","","391"
"","8","0","91002","0","80011","100","532015","15","","392"
"","18","0","4305403","0","40014","1","0","1","","393"
"","16","0","9000242","0","40014","1","0","2","","394"
"","8","0","91002","0","40015","500","0","1","","395"
"","2","0","90008","0","40015","3000","0","2","","396"
"","8","0","91002","0","40015","500","0","3","","397"
"","2","0","90008","0","40015","3000","0","4","","398"
"","8","0","91002","0","40015","1000","0","5","","399"
"","8","0","91002","0","70013","1000","0","1","","400"
"","8","0","91002","0","70014","500","0","1","","401"
"","2","0","41000","0","70015","1","0","1","","402"
"","8","0","91002","0","80012","100","530208","1","","403"
"","8","0","91002","0","80012","100","530209","2","","404"
"","8","0","91002","0","80012","100","530210","3","","405"
"","8","0","91002","0","80012","100","530211","4","","406"
"","8","0","91002","0","80012","100","530212","5","","407"
"","8","0","91002","0","80012","100","530213","6","","408"
"","8","0","91002","0","80012","100","530214","7","","409"
"","8","0","91002","0","80012","100","530215","8","","410"
"","2","0","25011","0","40015","10000","0","1","","411"
"","2","0","25021","0","40015","3000","0","1","","412"
"","2","0","25012","0","40015","10000","0","2","","413"
"","2","0","25021","0","40015","3000","0","2","","414"
"","2","0","25013","0","40015","10000","0","3","","415"
"","2","0","25021","0","40015","3000","0","3","","416"
"","2","0","25014","0","40015","10000","0","4","","417"
"","2","0","25021","0","40015","3000","0","4","","418"
"","2","0","25015","0","40015","10000","0","5","","419"
"","2","0","25021","0","40015","3000","0","5","","420"
"","8","0","91002","0","70016","50","0","1","","421"
"","8","0","91002","0","80013","100","530216","1","","422"
"","8","0","91002","0","80013","100","530217","2","","423"
"","8","0","91002","0","80013","100","530218","3","","424"
"","8","0","91002","0","80013","100","530219","4","","425"
"","8","0","91002","0","80013","100","530220","5","","426"
"","8","0","91002","0","80014","100","530221","1","","427"
"","8","0","91002","0","80014","100","530222","2","","428"
"","8","0","91002","0","80014","100","530223","3","","429"
