543b771a2feee9d8f4ca180116228963fbdbd4b05e29f22acb3e619317379700,6184c2a753557e831fadef38606b911b7528aa69ba928e5a8952f883cacf0e3d,ec8630e00e0317fc09b233f09e8d3d5192656a859e8c3e24d2887c27dc8290fd,43a3bd1ef32704547b108e65362acb72d2d2fc2413cd2a375f2a3b17c69e8f39,1741db1c718e9f96f899653f7bbba67ff901930f0b55a275a13c57a7991b8cd0,1fa85ae63e4cd8a7209cb53e64f2890fa8eff27986502d8ec6a898f9a4410e27,66fc924fcdd8ca98f61f49600f6c7df26e62710aed45266eeead5bbc50ba352d,7f10cf02c2888d6fce412ffdd42eb82b36cf5a762952ddc7d617d402dfd39c06,99d497db48a7236c9f6d7993c3732905f00403713cda7e57f5495300e9a89a5e,91d1d5d452876a4643d3bfbc42d939d2f899beded6a2a3d3eae96d6ea9626199,de8ab571e004254d814da6410f188f5d59a09ddd1c46cf453414c60611ec5541
"122711","","","lsv_idle_normal","","1009801","1","3","1009801060","0.2",""
"122811","1","lsv_idle_normal","lsv_hello","0.2","1009801","0","3","1009801061","0",""
"122911","1","lsv_idle_normal_joyR","lsv_hello","0.2","1009801","0","3","1009801062","0",""
"vo_lsv","","0","vo_lsv_0129","","1009801","0","21","1009801063","",""
"122811","1","1","はーい！","0","1009801","10","11","1009801064","0","0"
"122911","1","1","はーい！","0","1009801","10","11","1009801065","0","0"
"0","","","","","1009801","","91","1009801066","",""
"122711","","","lsv_idle_normal","","1009801","1","3","1009801067","0.2",""
"122911","","","lsv_talk_surprise","","1009801","1","3","1009801068","0.2",""
"vo_lsv","","0","vo_lsv_0130","","1009801","0","21","1009801069","",""
"122911","1","1","みゅ～ちゃんはふしぎだよね～\nはじめて会ったときは\nびっくりしちゃった！","0","1009801","10","11","1009801070","0","0"
"0","","","","","1009801","","91","1009801071","",""
"122911","","","lsv_idle_normal_suprise1","","1009801","1","3","1009801072","0.2",""
"122811","1","lsv_talk_cool_loop","lsv_talk_cool","0.2","1009801","0","3","1009801073","0",""
"vo_lsv","","0","vo_lsv_0131","","1009801","0","21","1009801074","",""
"122811","1","1","タマゴも石みたいだったしね！\nねっ、にいちゃんは、\nどんな生き物だと思う？","0","1009801","10","11","1009801075","0","0"
"0","","","","","1009801","","91","1009801076","",""
"122711","1","lsv_look_idle_normal","lsv_choice","0.2","1009801","0","3","1009801077","0",""
"122811","1","lsv_look_idle_normal","lsv_choice","0.2","1009801","0","3","1009801078","0",""
"122911","1","lsv_look_idle_normal","lsv_choice","0.2","1009801","0","3","1009801079","0",""
"0.1","","","0","","1009801","","93","1009801080","",""
"122711","2","0.33","-452","0.2","1009801","-235","2","1009801081","",""
"122811","2","0.33","420","0.2","1009801","-220","2","1009801082","",""
"122911","2","0.33","545","0.2","1009801","-250","2","1009801083","",""
"0","","","0","","1009801","1","22","1009801084","0.2",""
"怪獣の赤ちゃん。","","","1009801088","","1009801","0","103","1009801085","",""
"おっきなナメクジ。","","","1009801102","","1009801","0","103","1009801086","",""
"毒のある生き物。","","","1009801115","","1009801","0","103","1009801087","",""
"122711","1","lsv_idle_normal","lsv_choice","0.2","1009801","0","3","1009801088","0",""
"122811","1","lsv_idle_normal","lsv_choice","0.2","1009801","0","3","1009801089","0",""
"122911","1","lsv_idle_normal","lsv_choice","0.2","1009801","0","3","1009801090","0",""
"0.1","","","0","","1009801","","93","1009801091","",""
"122711","2","0.33","-200","0.2","1009801","-235","2","1009801092","",""
"122811","2","0.33","100","0.2","1009801","-220","2","1009801093","",""
"122911","2","0.33","270","0.2","1009801","-250","2","1009801094","",""
"0.7","","","0","","1009801","","93","1009801095","",""
"122911","","","lsv_talk_wish_joy","","1009801","1","3","1009801096","0.2",""
"vo_lsv","","0","vo_lsv_0132","","1009801","0","21","1009801097","",""
"122911","1","1","怪獣さんっ？\nきっと、おっきくなるね～♪\nお城よりもおっきくなるかな？","0","1009801","10","11","1009801098","0","0"
"0","","","","","1009801","","91","1009801099","",""
"122911","","","lsv_idle_normal","","1009801","1","3","1009801100","0.2",""
"1009801129","","","","","1009801","","101","1009801101","",""
"122711","1","lsv_idle_normal","lsv_choice","0.2","1009801","0","3","1009801102","0",""
"122811","1","lsv_idle_normal","lsv_choice","0.2","1009801","0","3","1009801103","0",""
"122911","1","lsv_idle_normal","lsv_choice","0.2","1009801","0","3","1009801104","0",""
"0.1","","","0","","1009801","","93","1009801105","",""
"122711","2","0.33","-200","0.2","1009801","-235","2","1009801106","",""
"122811","2","0.33","100","0.2","1009801","-220","2","1009801107","",""
"122911","2","0.33","270","0.2","1009801","-250","2","1009801108","",""
"0.7","","","0","","1009801","","93","1009801109","",""
"122811","","","lsv_talk_bitter_sad","","1009801","1","3","1009801110","0.2",""
"vo_lsv","","0","vo_lsv_0133","","1009801","0","21","1009801111","",""
"122811","1","1","えー、ナメクジ～？\nあんまりかっこよくないけど…\n塩は近づけないようにしとく？","0","1009801","10","11","1009801112","0","0"
"0","","","","","1009801","","91","1009801113","",""
"1009801129","","","","","1009801","","101","1009801114","",""
"122711","1","lsv_idle_normal","lsv_choice","0.2","1009801","0","3","1009801115","0",""
"122811","1","lsv_idle_normal","lsv_choice","0.2","1009801","0","3","1009801116","0",""
"122911","1","lsv_idle_normal","lsv_choice","0.2","1009801","0","3","1009801117","0",""
"0.1","","","0","","1009801","","93","1009801118","",""
"122711","2","0.33","-200","0.2","1009801","-235","2","1009801119","",""
"122811","2","0.33","100","0.2","1009801","-220","2","1009801120","",""
"122911","2","0.33","270","0.2","1009801","-250","2","1009801121","",""
"0.7","","","0","","1009801","","93","1009801122","",""
"122711","","","lsv_talk_normal_worry","","1009801","1","3","1009801123","0.2",""
"vo_lsv","","0","vo_lsv_0134","","1009801","0","21","1009801124","",""
"122711","1","1","みんなでナデナデしたから\nそれはありえませんよ。\nなにより…かわいいですし。","0","1009801","10","11","1009801125","0","0"
"0","","","","","1009801","","91","1009801126","",""
"122711","","","lsv_idle_normal","","1009801","1","3","1009801127","0.2",""
"1009801129","","","","","1009801","","101","1009801128","",""
"0","","","","","1009801","","91","1009801129","",""
"122811","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","0.2","1009801","0","3","1009801130","0",""
"vo_lsv","","0","vo_lsv_0135","","1009801","0","21","1009801131","",""
"122811","1","1","まあ、なんにしてもさ？\n育ててみればわかるよ！\nということで、がんばろー！","0","1009801","10","11","1009801132","0","0"
"0","","","","","1009801","","91","1009801133","",""
"122811","1","lsv_idle_normal_joy","lsv_handsup_joy","0.2","1009801","0","3","1009801134","0",""
"122911","1","lsv_idle_normal_joy","lsv_handsup_joy","0.2","1009801","0","3","1009801135","0",""
"122711","1","lsv_idle_normal_joy","lsv_handsup_joy2","0.2","1009801","0","3","1009801136","0",""
"vo_lsv","","0","vo_lsv_0136","","1009801","0","21","1009801137","",""
"122811","1","1","おー！","0","1009801","10","11","1009801138","0","0"
"122911","1","1","おー！","0","1009801","10","11","1009801139","0","0"
"122711","1","1","おー！","0","1009801","10","11","1009801140","0","0"
"0","","","","","1009801","","91","1009801141","",""
"0","","","0.2","","1009801","","22","1009801142","",""
"0.2","","","","","1009801","","93","1009801143","",""
"","","","","","1009801","","102","1009801144","",""
"122911","0","0","7","0","1009801","1","12","1009801145","0","0"
"122911","","","lsv_talk_joy3","","1009801","1","3","1009801146","0.2",""
"3","","","0","","1009801","","93","1009801147","",""
"122911","","","lsv_idle_normal_joyR","","1009801","1","3","1009801148","0.2",""
"122811","0","0","6","0","1009801","1","12","1009801149","0","0"
"122811","1","lsv_talk_guts1_loop","lsv_talk_guts1","0.2","1009801","0","3","1009801150","0",""
"3","","","0","","1009801","","93","1009801151","",""
"122811","","","lsv_idle_joy","","1009801","1","3","1009801152","0.2",""
"122711","0","0","10","0","1009801","1","12","1009801153","0","0"
"122711","","","lsv_talk_joy1_normal","","1009801","1","3","1009801154","0.2",""
"3","","","0","","1009801","","93","1009801155","",""
"122711","","","lsv_idle_normal_joy","","1009801","1","3","1009801156","0.2",""
"1009801145","","","","","1009801","","101","1009801157","",""
"333","0","1","1","0","1009801","1","6","1009801158","1",""
"122711","","","1","","1009801","","4","1009801159","",""
"122711","","","lsv_run","","1009801","1","3","1009801160","0.2",""
"122711","0","0.8","-750","","1009801","-235","2","1009801161","",""
"122811","","","0","","1009801","","4","1009801162","",""
"122811","","","lsv_run","","1009801","1","3","1009801163","0.2",""
"122811","0","0.8","750","","1009801","-220","2","1009801164","",""
"122911","","","0","","1009801","","4","1009801165","",""
"122911","","","lsv_run","","1009801","1","3","1009801166","0.2",""
"122911","0","0.8","850","","1009801","-250","2","1009801167","",""
"0.6","","","","","1009801","","93","1009801168","",""
"122711","0","1","1","0","1009801","1","6","1009801169","0.2",""
"122811","0","1","1","0","1009801","1","6","1009801170","0.2",""
"122911","0","1","1","0","1009801","1","6","1009801171","0.2",""
"0","","","","","1009801","","91","1009801172","",""
"1","-235","-650","122911","0","1009802","102","1","1009802001","1.95","lsv_idle_normal"
"1","-220","650","122811","1","1009802","100","1","1009802002","1.95","lsv_idle_normal"
"1","-250","750","122711","1","1009802","101","1","1009802003","1.95","lsv_idle_normal"
"1","0","0","333","0","1009802","0","5","1009802004","1","lsv_white_loop"
"333","0","1","1","0","1009802","1","6","1009802005","0",""
"122911","0","1","1","0","1009802","1","6","1009802006","0",""
"122811","0","1","1","0","1009802","1","6","1009802007","0",""
"122711","0","1","1","0","1009802","1","6","1009802008","0",""
"1","","","0","","1009802","","93","1009802009","",""
"333","0.4","1","1","0","1009802","1","6","1009802010","0.8",""
"122911","","","lsv_walk","","1009802","1","3","1009802011","0.2",""
"122911","0","2","-200","","1009802","-235","2","1009802012","",""
"122911","1","1","1","0","1009802","1","6","1009802013","0.4",""
"122811","","","lsv_walk","","1009802","1","3","1009802014","0.2",""
"122811","0","2","100","","1009802","-220","2","1009802015","",""
"122811","1","1","1","0","1009802","1","6","1009802016","0.4",""
"122711","","","lsv_walk","","1009802","1","3","1009802017","0.2",""
"122711","0","2","270","","1009802","-250","2","1009802018","",""
"122711","1","1","1","0","1009802","1","6","1009802019","0.4",""
"2","","","0","","1009802","","93","1009802020","",""
"122911","","","lsv_idle_normal","","1009802","1","3","1009802021","0.2",""
"122811","","","lsv_idle_normal","","1009802","1","3","1009802022","0.2",""
"122711","","","lsv_idle_normal","","1009802","1","3","1009802023","0.2",""
"0.6","","","0","","1009802","","93","1009802024","",""
"122811","","","lsv_talk_sad_dead","","1009802","1","3","1009802025","0.2",""
"vo_lsv","","0","vo_lsv_0221","","1009802","0","21","1009802026","",""
"122811","1","1","もう一回海に行ってみたけど\nみゅ～ちゃんの家族は\n見つからなかったねー","0","1009802","10","11","1009802027","0","0"
"0","","","","","1009802","","91","1009802028","",""
"122811","","","lsv_idle_sad_talk1","","1009802","1","3","1009802029","0.2",""
"122711","","","lsv_talk_thinking_sadR","","1009802","1","3","1009802030","0.2",""
"vo_lsv","","0","vo_lsv_0222","","1009802","0","21","1009802031","",""
"122711","1","1","うん。それどころか、\nわからないことが\nますます増えちゃったね。","0","1009802","10","11","1009802032","0","0"
"0","","","","","1009802","","91","1009802033","",""
"122711","","","lsv_idle_normal_suprise1","","1009802","1","3","1009802034","0.2",""
"122811","","","lsv_idle_normal","","1009802","1","3","1009802035","0.2",""
"122911","","","lsv_talk_normal","","1009802","1","3","1009802036","0.2",""
"vo_lsv","","0","vo_lsv_0223","","1009802","0","21","1009802037","",""
"122911","1","1","でも、みゅ～ちゃんの\nごはんのことはわかったよ～\nミミたちと同じのでいいって♪","0","1009802","10","11","1009802038","0","0"
"0","","","","","1009802","","91","1009802039","",""
"122911","","","lsv_idle_normal_joyR","","1009802","1","3","1009802040","0.2",""
"122711","","","lsv_talk_normal","","1009802","1","3","1009802041","0.2",""
"vo_lsv","","0","vo_lsv_0224","","1009802","0","21","1009802042","",""
"122711","1","1","あ、確かにそうだね。\nそのことがわかったのは\nよかったと思う。","0","1009802","10","11","1009802043","0","0"
"0","","","","","1009802","","91","1009802044","",""
"122711","","","lsv_idle_normal","","1009802","1","3","1009802045","0.2",""
"122911","","","lsv_talk_surprise","","1009802","1","3","1009802046","0.2",""
"vo_lsv","","0","vo_lsv_0225","","1009802","0","21","1009802047","",""
"122911","1","1","みゅ～ちゃんは、どんな\nごはんが好きになるのかな～？\nおにいちゃんならわかる？","0","1009802","10","11","1009802048","0","0"
"0","","","","","1009802","","91","1009802049","",""
"122911","","","lsv_idle_surprise_talkjoy","","1009802","1","3","1009802050","0.2",""
"122911","1","lsv_look_idle_normal","lsv_choice","0.2","1009802","0","3","1009802051","0",""
"122811","1","lsv_look_idle_normal","lsv_choice","0.2","1009802","0","3","1009802052","0",""
"122711","1","lsv_look_idle_normal","lsv_choice","0.2","1009802","0","3","1009802053","0",""
"0.1","","","0","","1009802","","93","1009802054","",""
"122911","2","0.33","-452","0.2","1009802","-235","2","1009802055","",""
"122811","2","0.33","420","0.2","1009802","-220","2","1009802056","",""
"122711","2","0.33","545","0.2","1009802","-250","2","1009802057","",""
"0","","","0","","1009802","1","22","1009802058","0.2",""
"ケーキ。","","","1009802062","","1009802","0","103","1009802059","",""
"リンゴ。","","","1009802086","","1009802","0","103","1009802060","",""
"パン。","","","1009802109","","1009802","0","103","1009802061","",""
"122911","1","lsv_idle_normal","lsv_choice","0.2","1009802","0","3","1009802062","0",""
"122811","1","lsv_idle_normal","lsv_choice","0.2","1009802","0","3","1009802063","0",""
"122711","1","lsv_idle_normal","lsv_choice","0.2","1009802","0","3","1009802064","0",""
"0.1","","","0","","1009802","","93","1009802065","",""
"122911","2","0.33","-200","0.2","1009802","-235","2","1009802066","",""
"122811","2","0.33","100","0.2","1009802","-220","2","1009802067","",""
"122711","2","0.33","270","0.2","1009802","-250","2","1009802068","",""
"0.7","","","0","","1009802","","93","1009802069","",""
"122911","","","lsv_talk_joy3","","1009802","1","3","1009802070","0.2",""
"vo_lsv","","0","vo_lsv_0226","","1009802","0","21","1009802071","",""
"122911","1","1","ケーキ、おいしいもんね～\nミミもだ～い好きっ♪","0","1009802","10","11","1009802072","0","0"
"0","","","","","1009802","","91","1009802073","",""
"122911","","","lsv_idle_normal_joy","","1009802","1","3","1009802074","0.2",""
"122811","","","lsv_talk_wish_joy","","1009802","1","3","1009802075","0.2",""
"vo_lsv","","0","vo_lsv_0227","","1009802","0","21","1009802076","",""
"122811","1","1","ケーキ…それなら\nどのケーキが好きなのかも\n調べたほうがいいね、絶対！","0","1009802","10","11","1009802077","0","0"
"0","","","","","1009802","","91","1009802078","",""
"122811","","","lsv_idle_wish_joy","","1009802","1","3","1009802079","0.2",""
"122711","1","lsv_talk_doya_shy_loop","lsv_talk_doya_shy","0.2","1009802","0","3","1009802080","0",""
"vo_lsv","","0","vo_lsv_0228","","1009802","0","21","1009802081","",""
"122711","1","1","そう言って、いろんなケーキを\n食べたいだけなんじゃ…\nでも、私も賛成っ♪","0","1009802","10","11","1009802082","0","0"
"0","","","","","1009802","","91","1009802083","",""
"122711","","","lsv_idle_doya","","1009802","1","3","1009802084","0.2",""
"1009802133","","","","","1009802","","101","1009802085","",""
"122911","1","lsv_idle_normal","lsv_choice","0.2","1009802","0","3","1009802086","0",""
"122811","1","lsv_idle_normal","lsv_choice","0.2","1009802","0","3","1009802087","0",""
"122711","1","lsv_idle_normal","lsv_choice","0.2","1009802","0","3","1009802088","0",""
"0.1","","","0","","1009802","","93","1009802089","",""
"122911","2","0.33","-200","0.2","1009802","-235","2","1009802090","",""
"122811","2","0.33","100","0.2","1009802","-220","2","1009802091","",""
"122711","2","0.33","270","0.2","1009802","-250","2","1009802092","",""
"0.7","","","0","","1009802","","93","1009802093","",""
"122711","","","lsv_talk_thinking_joyR","","1009802","1","3","1009802094","0.2",""
"vo_lsv","","0","vo_lsv_0229","","1009802","0","21","1009802095","",""
"122711","1","1","リンゴ…くだものですか。\n健康的でいいと思います。","0","1009802","10","11","1009802096","0","0"
"0","","","","","1009802","","91","1009802097","",""
"122711","","","lsv_idle_normal_joy","","1009802","1","3","1009802098","0.2",""
"122911","1","lsv_talk_guts2_joy_loop","lsv_talk_guts2_joy","0.2","1009802","0","3","1009802099","0",""
"vo_lsv","","0","vo_lsv_0230","","1009802","0","21","1009802100","",""
"122911","1","1","ミミ、ウサギさんの形に\n切ったリンゴ好き～♪","0","1009802","10","11","1009802101","0","0"
"0","","","","","1009802","","91","1009802102","",""
"122911","","","lsv_idle_normal_joyR","","1009802","1","3","1009802103","0.2",""
"122811","1","lsv_talk_guts2_loop","lsv_talk_guts2","0.2","1009802","0","3","1009802104","0",""
"vo_lsv","","0","vo_lsv_0231","","1009802","0","21","1009802105","",""
"122811","1","1","ミソギたちも切ってあげよっ！\nむずかしそうだけど、\nきっとなんとかなるって！","0","1009802","10","11","1009802106","0","0"
"0","","","","","1009802","","91","1009802107","",""
"1009802133","","","","","1009802","","101","1009802108","",""
"122911","1","lsv_idle_normal","lsv_choice","0.2","1009802","0","3","1009802109","0",""
"122811","1","lsv_idle_normal","lsv_choice","0.2","1009802","0","3","1009802110","0",""
"122711","1","lsv_idle_normal","lsv_choice","0.2","1009802","0","3","1009802111","0",""
"0.1","","","0","","1009802","","93","1009802112","",""
"122911","2","0.33","-200","0.2","1009802","-235","2","1009802113","",""
"122811","2","0.33","100","0.2","1009802","-220","2","1009802114","",""
"122711","2","0.33","270","0.2","1009802","-250","2","1009802115","",""
"0.7","","","0","","1009802","","93","1009802116","",""
"122811","","","lsv_talk_normal_worry","","1009802","1","3","1009802117","0.2",""
"vo_lsv","","0","vo_lsv_0232","","1009802","0","21","1009802118","",""
"122811","1","1","パンかぁ…なんか普通だなー\nミソギたちも毎日食べてるし","0","1009802","10","11","1009802119","0","0"
"0","","","","","1009802","","91","1009802120","",""
"122811","","","lsv_idle_normal_suprise1","","1009802","1","3","1009802121","0.2",""
"122711","","","lsv_talk_normal","","1009802","1","3","1009802122","0.2",""
"vo_lsv","","0","vo_lsv_0233","","1009802","0","21","1009802123","",""
"122711","1","1","でも、嫌いだったら毎日は\n食べられないよ。\nそれに、アレンジもできるし。","0","1009802","10","11","1009802124","0","0"
"0","","","","","1009802","","91","1009802125","",""
"122711","","","lsv_idle_normal","","1009802","1","3","1009802126","0.2",""
"122911","","","lsv_talk_wish_joy","","1009802","1","3","1009802127","0.2",""
"vo_lsv","","0","vo_lsv_0234","","1009802","0","21","1009802128","",""
"122911","1","1","サンドイッチなら、\nミミたちにも作れるかも！\n作ってみよ～♪","0","1009802","10","11","1009802129","0","0"
"0","","","","","1009802","","91","1009802130","",""
"122911","","","lsv_idle_wish_joyR","","1009802","1","3","1009802131","0.2",""
"1009802133","","","","","1009802","","101","1009802132","",""
"0","","","","","1009802","","91","1009802133","",""
"","","","","","1009802","","102","1009802134","",""
"0","","","0.2","","1009802","","22","1009802135","",""
"0.2","","","","","1009802","","93","1009802136","",""
"122811","0","0","11","0","1009802","1","12","1009802137","0","0"
"122811","1","lsv_surprise3_kira_loop","lsv_surprise3_kira","0.2","1009802","0","3","1009802138","0.2",""
"3","","","0","","1009802","","93","1009802139","",""
"122811","","","lsv_idle_normal_joy","","1009802","1","3","1009802140","0.2",""
"122711","0","0","10","0","1009802","1","12","1009802141","0","0"
"122711","","","lsv_talk_joy3_dere","","1009802","1","3","1009802142","0.2",""
"3","","","0","","1009802","","93","1009802143","",""
"122711","","","lsv_idle_normal_joy","","1009802","1","3","1009802144","0.2",""
"122911","0","0","7","0","1009802","1","12","1009802145","0","0"
"122911","","","lsv_talk_memory","","1009802","1","3","1009802146","0.2",""
"3","","","0","","1009802","","93","1009802147","",""
"122911","","","lsv_idle_normal_joyR","","1009802","1","3","1009802148","0.2",""
"1009802137","","","","","1009802","","101","1009802149","",""
"333","0","1","1","0","1009802","1","6","1009802150","1",""
"122911","","","1","","1009802","","4","1009802151","",""
"122911","","","lsv_run","","1009802","1","3","1009802152","0.2",""
"122911","0","0.8","-750","","1009802","-235","2","1009802153","",""
"122811","","","0","","1009802","","4","1009802154","",""
"122811","","","lsv_run","","1009802","1","3","1009802155","0.2",""
"122811","0","0.8","750","","1009802","-220","2","1009802156","",""
"122711","","","0","","1009802","","4","1009802157","",""
"122711","","","lsv_run","","1009802","1","3","1009802158","0.2",""
"122711","0","0.8","850","","1009802","-250","2","1009802159","",""
"0.6","","","","","1009802","","93","1009802160","",""
"122911","0","1","1","0","1009802","1","6","1009802161","0.2",""
"122811","0","1","1","0","1009802","1","6","1009802162","0.2",""
"122711","0","1","1","0","1009802","1","6","1009802163","0.2",""
"0","","","","","1009802","","91","1009802164","",""
"1","-220","-700","100411","0","1009803","101","1","1009803001","1.95","lsv_idle_normal"
"1","-235","-550","103611","0","1009803","100","1","1009803002","1.95","lsv_idle_normal"
"1","-250","-800","102011","0","1009803","102","1","1009803003","1.95","lsv_idle_normal"
"1","0","0","333","0","1009803","0","5","1009803004","1","lsv_white_loop"
"333","0","1","1","0","1009803","1","6","1009803005","0",""
"3","1.3","110","13","","1009803","-630","31","1009803006","0",""
"100411","0","1","1","0","1009803","1","6","1009803007","0",""
"103611","0","1","1","0","1009803","1","6","1009803008","0",""
"102011","0","1","1","0","1009803","1","6","1009803009","0",""
"1","","","0","","1009803","","93","1009803010","",""
"333","0.4","1","1","0","1009803","1","6","1009803011","0.8",""
"100411","","","lsv_walk_glad","","1009803","1","3","1009803012","0.2",""
"100411","0","2","-100","","1009803","-220","2","1009803013","",""
"100411","1","1","1","0","1009803","1","6","1009803014","0.4",""
"103611","","","lsv_walk_glad2","","1009803","1","3","1009803015","0.2",""
"103611","0","2.2","100","","1009803","-235","2","1009803016","",""
"103611","1","1","1","0","1009803","1","6","1009803017","0.4",""
"102011","","","lsv_walk_glad","","1009803","1","3","1009803018","0.2",""
"102011","0","2","-270","","1009803","-250","2","1009803019","",""
"102011","1","1","1","0","1009803","1","6","1009803020","0.4",""
"13","","","1","","1009803","","32","1009803021","",""
"13","0","2","-180","","1009803","110","33","1009803022","",""
"2","","","","","1009803","","93","1009803023","",""
"13","","","0","","1009803","","32","1009803024","",""
"100411","","","lsv_idle_normal","","1009803","1","3","1009803025","0.2",""
"102011","","","lsv_idle_normal","","1009803","1","3","1009803026","0.2",""
"0.2","","","","","1009803","","93","1009803027","",""
"103611","","","1","","1009803","","4","1009803028","",""
