4c43e1ac29b6d4db4231224c48b8958ac052db2256d08360c4f9e9c632dfef15,637e2714d068f8e6438de0e7571933fe157415cf915945897afc1146d409950f,1b4735083686aa9a8c4e4d4d53e4195217e7e8ae64ad481f0d012079b7b9b722,d9435c12a807b7a7b1cb3d1dc495a48b295da9c012cd7fb0b94ac180adfcccee,0772c4150e65caa197eaf1c5c4b3a4b1db4b72cf670d99dce575aa5c6eaa0b6d,e5af43f950e1cd269da2fc162f772a2a0b19ad3111c5a4a3f9c9a1346841fd37,6220490fddab5ff517ef0e15aaedb74868395efee13caf1a3fe9d28677c02aab,8bd97fb460e7021c41ded9535822f9f31fb027738d0f5bac6a0329a7344f61d9,660126888ef91578b2a0a73c050e16d71eb857edf6aaab9616b31af42b8d97e0,eec7aedd758f22f780fe6397bf36fc04bd3ee8b4fe9d0bed956845985ea84df7,84fcb07a527e4a6fb2f497f6ba85d379503bfe0eeeda930ed564e2286801e3f5
"","211","3","","1001005","0","0","","102110034","1","<weapon>_run"
"","211","2","","1001001","","0","3","102110035","-90","850"
"","211","2","","1001002","","0","3","102110036","-15","780"
"","211","2","","1001003","","0","3","102110037","-105","710"
"","211","2","","1001004","","0","3","102110038","-15","640"
"","211","2","","1001005","","0","3","102110039","-90","570"
"","211","33","","1001001","","0","3","102110040","-90","850"
"","211","33","","1001002","","0","3","102110041","-15","780"
"","211","33","","1001003","","0","3","102110042","-105","710"
"","211","33","","1001004","","0","3","102110043","-15","640"
"","211","33","","1001005","","0","3","102110044","-90","570"
"","211","3","","1002001","0","0","","102110045","1","<weapon>_run"
"","211","3","","1002002","0","0","","102110046","1","<weapon>_run"
"","211","3","","1002003","0","0","","102110047","1","<weapon>_run"
"","211","3","","1002004","0","0","","102110048","1","<weapon>_run"
"","211","3","","1002005","0","0","","102110049","1","<weapon>_run"
"","211","2","","1002001","","0","3","102110050","-240","450"
"","211","2","","1002002","","0","3","102110051","-165","380"
"","211","2","","1002003","","0","3","102110052","-255","310"
"","211","2","","1002004","","0","3","102110053","-165","240"
"","211","2","","1002005","","0","3","102110054","-240","170"
"","211","33","","1002001","","0","3","102110055","-240","450"
"","211","33","","1002002","","0","3","102110056","-165","380"
"","211","33","","1002003","","0","3","102110057","-255","310"
"","211","33","","1002004","","0","3","102110058","-165","240"
"","211","33","","1002005","","0","3","102110059","-240","170"
"","211","32","","10020","","","","102110060","","1"
"","211","93","","2.5","","","","102110061","","0"
"","211","32","","10031","","","","102110062","","1"
"","211","93","","0.4","","","","102110063","","0"
"","211","91","","0","","","","102110064","","0"
"","311","23","","se_travel","","","","103110001","0","se_travel_start_3pt"
"","311","31","","10010","1","1","0","103110002","0","10010"
"","311","31","","10011","1","1","0","103110003","0","10011"
"","311","31","","10020","0","1","0","103110004","0","10020"
"<weapon>_idle","311","1","0","2","0.68","-240","0","103110005","62","1001001"
"<weapon>_idle","311","1","0","2","0.68","-165","-70","103110006","61","1001002"
"<weapon>_idle","311","1","0","2","0.68","-255","-140","103110007","63","1001003"
"<weapon>_idle","311","1","0","2","0.68","-165","-210","103110008","61","1001004"
"<weapon>_idle","311","1","0","2","0.68","-240","-280","103110009","62","1001005"
"","311","31","0","10012","1","0.68","-240","103110010","0","1001001"
"","311","31","0","10012","1","0.68","-165","103110011","-70","1001002"
"","311","31","0","10012","1","0.68","-255","103110012","-140","1001003"
"","311","31","0","10012","1","0.68","-165","103110013","-210","1001004"
"","311","31","0","10012","1","0.68","-240","103110014","-280","1001005"
"<weapon>_idle","311","1","0","2","0.68","-60","-250","103110015","52","1002001"
"<weapon>_idle","311","1","0","2","0.68","15","-320","103110016","51","1002002"
"<weapon>_idle","311","1","0","2","0.68","-75","-390","103110017","53","1002003"
"<weapon>_idle","311","1","0","2","0.68","15","-460","103110018","51","1002004"
"<weapon>_idle","311","1","0","2","0.68","-60","-530","103110019","52","1002005"
"","311","31","0","10012","1","0.68","-60","103110020","-250","1002001"
"","311","31","0","10012","1","0.68","15","103110021","-320","1002002"
"","311","31","0","10012","1","0.68","-75","103110022","-390","1002003"
"","311","31","0","10012","1","0.68","15","103110023","-460","1002004"
"","311","31","0","10012","1","0.68","-60","103110024","-530","1002005"
"<weapon>_idle","311","1","0","2","0.68","-250","-500","103110025","62","1003001"
"<weapon>_idle","311","1","0","2","0.68","-175","-570","103110026","61","1003002"
"<weapon>_idle","311","1","0","2","0.68","-265","-640","103110027","63","1003003"
"<weapon>_idle","311","1","0","2","0.68","-175","-710","103110028","61","1003004"
"<weapon>_idle","311","1","0","2","0.68","-250","-780","103110029","62","1003005"
"","311","31","0","10012","1","0.68","-250","103110030","-500","1003001"
"","311","31","0","10012","1","0.68","-175","103110031","-570","1003002"
"","311","31","0","10012","1","0.68","-265","103110032","-640","1003003"
"","311","31","0","10012","1","0.68","-175","103110033","-710","1003004"
"","311","31","0","10012","1","0.68","-250","103110034","-780","1003005"
"","311","31","","10030","0","1","0","103110035","0","10030"
"","311","31","","10031","0","1","0","103110036","0","10031"
"","311","91","","","","","","103110037","","0"
"","311","32","","10030","","","","103110038","","1"
"","311","91","","0","","","","103110039","","0"
"","311","3","","1001001","0","0","","103110040","1","<weapon>_run"
"","311","3","","1001002","0","0","","103110041","1","<weapon>_run"
"","311","3","","1001003","0","0","","103110042","1","<weapon>_run"
"","311","3","","1001004","0","0","","103110043","1","<weapon>_run"
"","311","3","","1001005","0","0","","103110044","1","<weapon>_run"
"","311","2","","1001001","","0","3","103110045","-240","950"
"","311","2","","1001002","","0","3","103110046","-165","880"
"","311","2","","1001003","","0","3","103110047","-255","810"
"","311","2","","1001004","","0","3","103110048","-165","740"
"","311","2","","1001005","","0","3","103110049","-240","670"
"","311","33","","1001001","","0","3","103110050","-240","950"
"","311","33","","1001002","","0","3","103110051","-165","880"
"","311","33","","1001003","","0","3","103110052","-255","810"
"","311","33","","1001004","","0","3","103110053","-165","740"
"","311","33","","1001005","","0","3","103110054","-240","670"
"","311","3","","1002001","0","0","","103110055","1","<weapon>_run"
"","311","3","","1002002","0","0","","103110056","1","<weapon>_run"
"","311","3","","1002003","0","0","","103110057","1","<weapon>_run"
"","311","3","","1002004","0","0","","103110058","1","<weapon>_run"
"","311","3","","1002005","0","0","","103110059","1","<weapon>_run"
"","311","2","","1002001","","0","3","103110060","-60","700"
"","311","2","","1002002","","0","3","103110061","15","630"
"","311","2","","1002003","","0","3","103110062","-75","560"
"","311","2","","1002004","","0","3","103110063","15","490"
"","311","2","","1002005","","0","3","103110064","-60","420"
"","311","33","","1002001","","0","3","103110065","-60","700"
"","311","33","","1002002","","0","3","103110066","15","630"
"","311","33","","1002003","","0","3","103110067","-75","560"
"","311","33","","1002004","","0","3","103110068","15","490"
"","311","33","","1002005","","0","3","103110069","-60","420"
"","311","3","","1003001","0","0","","103110070","1","<weapon>_run"
"","311","3","","1003002","0","0","","103110071","1","<weapon>_run"
"","311","3","","1003003","0","0","","103110072","1","<weapon>_run"
"","311","3","","1003004","0","0","","103110073","1","<weapon>_run"
"","311","3","","1003005","0","0","","103110074","1","<weapon>_run"
"","311","2","","1003001","","0","3","103110075","-250","450"
"","311","2","","1003002","","0","3","103110076","-175","380"
"","311","2","","1003003","","0","3","103110077","-265","310"
"","311","2","","1003004","","0","3","103110078","-175","240"
"","311","2","","1003005","","0","3","103110079","-250","170"
"","311","33","","1003001","","0","3","103110080","-250","450"
"","311","33","","1003002","","0","3","103110081","-175","380"
"","311","33","","1003003","","0","3","103110082","-265","310"
"","311","33","","1003004","","0","3","103110083","-175","240"
"","311","33","","1003005","","0","3","103110084","-250","170"
"","311","32","","10020","","","","103110085","","1"
"","311","93","","2.5","","","","103110086","","0"
"","311","32","","10031","","","","103110087","","1"
"","311","93","","0.4","","","","103110088","","0"
"","311","91","","0","","","","103110089","","0"
