ecee998accdd7e41f1a3e2e56bcf694c578c6bf404f2c51eb705031c1a380d2b,ce1c041dc4f306a3270198ee5b37b0f9ce483db5c9b1a72aae039dc7ceb91148,1403c7df1eec199d00b3656a07dd7ffbd4bf52d45eec1d6249ed2d050e9bcc78,7c65f3ed9c8b00daa37ec76e81e4a291e20ca0d772cb942af2f5bd2827ea0e8c,7f1896ab3ccafc8dbc3d2b22471131bd2f8fa1949101b9e346c8d5e4b4b94d18,304db478eb2035d8215be14a1f30f15effd3734feabfbc6bacd2c09ba307d161,80a80dda1d28773c760c1a9083614c24052711a962916eca7b6cdedc382d7913,d405b8d0bffcb0cbd55cf5e1034d4df51020a840788b3405976ba7e59564f5ae,a07fee2907f63f271d82374c5c68fae9dfdff59a1112e21cbf397db994b236b0,d5ab78bc7e323f1c61ad503b3353f71c57728701eeddca698daab55be218d4cf,c573d7f1c7055d51f654ed0a9620c703649bdcfddeda42af97c2a5d8d2797fbe,cbdbb1e4aee80aad552268b9a8e46972dd28a7856757f517c0ccca42db560620
"0","1005802","0","0","0","1.747","4","0","11","1","100580211","0"
"389","1005802","2","0","266","0","1","0","12","0","100580212","1.216"
"0","1005802","0","0","0","1.216","4","0","13","1","100580213","0"
"272","1005802","3","0","0","0","1","0","14","0","100580214","1.868"
"0","1005802","0","0","0","3.78","4","0","15","1","100580215","0"
"0","1005802","0","vo_ske_0203","0","0","2","vo_ske","16","0","100580216","0"
"90","1005802","4","0","0","0","1","0","17","0","100580217","0.655"
"0","1005802","0","0","0","1.632","4","0","18","1","100580218","0"
"270","1005802","4","0","90","0","1","0","19","0","100580219","1.586"
"0","1005802","0","0","0","2.357","4","0","20","1","100580220","0"
"336","1005802","4","0","270","0","1","0","21","0","100580221","0.386"
"0","1005802","0","0","0","0.386","4","0","22","1","100580222","0"
"110","1005802","5","0","0","0","1","0","23","0","100580223","0.872"
"0","1005802","0","0","0","3.189","4","0","24","1","100580224","0"
"0","1005802","0","vo_ske_0204","0","0","2","vo_ske","25","0","100580225","0"
"241","1005802","5","0","110","0","1","0","26","0","100580226","1.065"
"0","1005802","0","0","0","1.882","4","0","27","1","100580227","0"
"359","1005802","5","0","241","0","1","0","28","0","100580228","0.888"
"0","1005802","0","0","0","0.888","4","0","29","1","100580229","0"
"66","1005802","6","0","0","0","1","0","30","0","100580230","0.607"
"0","1005802","0","0","0","1.21","4","0","31","1","100580231","0"
"158","1005802","6","0","66","0","1","0","32","0","100580232","0.933"
"0","1005802","0","0","0","2.332","4","0","33","1","100580233","0"
"360","1005802","6","0","158","0","1","0","34","0","100580234","1.649"
"0","1005802","0","0","0","4.223","4","0","35","1","100580235","0"
"0","1005802","0","vo_ske_0205","0","0","2","vo_ske","36","0","100580236","0"
"102","1005802","7","0","0","0","1","0","37","0","100580237","0.349"
"0","1005802","0","0","0","1.46","4","0","38","1","100580238","0"
"285","1005802","7","0","102","0","1","0","39","0","100580239","1.532"
"0","1005802","0","0","0","2.11","4","0","40","1","100580240","0"
"336","1005802","7","0","285","0","1","0","41","0","100580241","0.341"
"0","1005802","0","0","0","0.341","4","0","42","1","100580242","0"
"176","1005802","8","0","0","0","1","0","43","0","100580243","1.202"
"0","1005802","0","0","0","3.101","4","0","44","1","100580244","0"
"0","1005802","0","vo_ske_0206","0","0","2","vo_ske","45","0","100580245","0"
"85","1005802","9","0","0","0","1","0","46","0","100580246","0.706"
"0","1005802","0","0","0","1.796","4","0","47","1","100580247","0"
"331","1005802","9","0","85","0","1","0","48","0","100580248","1.854"
"0","1005802","0","0","0","2.709","4","0","49","1","100580249","0"
"139","1005802","10","0","0","0","1","0","50","0","100580250","1.202"
"0","1005802","0","0","0","3.52","4","0","51","1","100580251","0"
"0","1005802","0","vo_ske_0207","0","0","2","vo_ske","52","0","100580252","0"
"228","1005802","10","0","139","0","1","0","53","0","100580253","0.754"
"0","1005802","0","0","0","1.291","4","0","54","1","100580254","0"
"293","1005802","10","0","228","0","1","0","55","0","100580255","0.505"
"0","1005802","0","0","0","2.624","4","0","56","1","100580256","0"
"0","1005802","0","vo_ske_0208","0","0","2","vo_ske","57","0","100580257","0"
"130","1005802","11","0","0","0","1","0","58","0","100580258","1.061"
"0","1005802","0","0","0","1.6","4","0","59","1","100580259","0"
"310","1005802","11","0","130","0","1","0","60","0","100580260","1.645"
"0","1005802","0","0","0","2.3","4","0","61","1","100580261","0"
"240","1005802","12","0","0","0","1","0","62","0","100580262","1.616"
"0","1005802","0","0","0","3.913","4","0","63","1","100580263","0"
"0","1005802","0","vo_ske_0209","0","0","2","vo_ske","64","0","100580264","0"
"128","1005802","13","0","0","0","1","0","65","0","100580265","1.258"
"0","1005802","0","0","0","3.579","4","0","66","1","100580266","0"
"0","1005802","0","vo_ske_0210","0","0","2","vo_ske","67","0","100580267","0"
"250","1005802","14","0","0","0","1","0","68","0","100580268","1.496"
"0","1005802","0","0","0","3.996","4","0","69","1","100580269","0"
"0","1005803","0","0","0","0.8","4","0","1","1","100580301","0"
"0","1005803","0","vo_ske_0301","0","0","2","vo_ske","2","0","100580302","0"
"200","1005803","1","0","0","0","1","0","3","0","100580303","1.797"
"0","1005803","0","0","0","2.514","4","0","4","1","100580304","0"
"304","1005803","1","0","200","0","1","0","5","0","100580305","0.612"
"0","1005803","0","0","0","0.612","4","0","6","1","100580306","0"
"56","1005803","2","0","0","0","1","0","7","0","100580307","0.464"
"0","1005803","0","0","0","0.889","4","0","8","1","100580308","0"
"179","1005803","2","0","56","0","1","0","9","0","100580309","1.164"
"0","1005803","0","0","0","2.59","4","0","10","1","100580310","0"
"0","1005803","0","vo_ske_0302","0","0","2","vo_ske","11","0","100580311","0"
"316","1005803","2","0","179","0","1","0","12","0","100580312","1.185"
"0","1005803","0","0","0","1.185","4","0","13","1","100580313","0"
"137","1005803","3","0","0","0","1","0","14","0","100580314","0.952"
"0","1005803","0","0","0","1.747","4","0","15","1","100580315","0"
"219","1005803","3","0","137","0","1","0","16","0","100580316","0.961"
"0","1005803","0","0","0","2.398","4","0","17","1","100580317","0"
"0","1005803","0","vo_ske_0303","0","0","2","vo_ske","18","0","100580318","0"
"188","1005803","4","0","0","0","1","0","19","0","100580319","1.401"
"0","1005803","0","0","0","1.935","4","0","20","1","100580320","0"
"356","1005803","4","0","188","0","1","0","21","0","100580321","1.288"
"0","1005803","0","0","0","2.418","4","0","22","1","100580322","0"
"0","1005803","0","vo_ske_0304","0","0","2","vo_ske","23","0","100580323","0"
"55","1005803","5","0","0","0","1","0","24","0","100580324","0.619"
"0","1005803","0","0","0","1.407","4","0","25","1","100580325","0"
"333","1005803","5","0","55","0","1","0","26","0","100580326","2.1"
"0","1005803","0","0","0","4.561","4","0","27","1","100580327","0"
"0","1005803","0","vo_ske_0305","0","0","2","vo_ske","28","0","100580328","0"
"280","1005803","6","0","0","0","1","0","29","0","100580329","2.309"
"0","1005803","0","0","0","3.378","4","0","30","1","100580330","0"
"79","1005803","7","0","0","0","1","0","31","0","100580331","0.664"
"0","1005803","0","0","0","1.555","4","0","32","1","100580332","0"
"328","1005803","7","0","79","0","1","0","33","0","100580333","1.706"
"0","1005803","0","0","0","4.399","4","0","34","1","100580334","0"
"0","1005803","0","vo_ske_0306","0","0","2","vo_ske","35","0","100580335","0"
"212","1005803","8","0","0","0","1","0","36","0","100580336","2.137"
"0","1005803","0","0","0","3.014","4","0","37","1","100580337","0"
"340","1005803","8","0","212","0","1","0","38","0","100580338","0.788"
"0","1005803","0","0","0","2.288","4","0","39","1","100580339","0"
"0","1005803","0","vo_ske_0307","0","0","2","vo_ske","40","0","100580340","0"
"267","1005803","9","0","0","0","1","0","41","0","100580341","2.054"
"0","1005803","0","0","0","2.931","4","0","42","1","100580342","0"
"358","1005803","9","0","267","0","1","0","43","0","100580343","0.801"
"0","1005803","0","0","0","1.48","4","0","44","1","100580344","0"
"347","1005803","10","0","0","0","1","0","45","0","100580345","2.75"
"0","1005803","0","0","0","5.052","4","0","46","1","100580346","0"
"0","1005803","0","vo_ske_0308","0","0","2","vo_ske","47","0","100580347","0"
"71","1005803","11","0","0","0","1","0","48","0","100580348","0.527"
"0","1005803","0","0","0","1.38","4","0","49","1","100580349","0"
"247","1005803","11","0","71","0","1","0","50","0","100580350","1.473"
"0","1005803","0","0","0","1.759","4","0","51","1","100580351","0"
"354","1005803","11","0","247","0","1","0","52","0","100580352","0.68"
"0","1005803","0","0","0","1.838","4","0","53","1","100580353","0"
"0","1005803","0","vo_ske_0309","0","0","2","vo_ske","54","0","100580354","0"
"63","1005803","12","0","0","0","1","0","55","0","100580355","0.477"
"0","1005803","0","0","0","1.108","4","0","56","1","100580356","0"
"323","1005803","12","0","63","0","1","0","57","0","100580357","2.144"
"0","1005803","0","0","0","3.802","4","0","58","1","100580358","0"
"0","1005803","0","vo_ske_0310","0","0","2","vo_ske","59","0","100580359","0"
"113","1005803","13","0","0","0","1","0","60","0","100580360","1.251"
"0","1005803","0","0","0","2.672","4","0","61","1","100580361","0"
"197","1005803","13","0","113","0","1","0","62","0","100580362","0.65"
"0","1005803","0","0","0","1.349","4","0","63","1","100580363","0"
"290","1005803","13","0","197","0","1","0","64","0","100580364","0.589"
"0","1005803","0","0","0","3.089","4","0","65","1","100580365","0"
"0","1005804","0","0","0","0.8","4","0","1","1","100580401","0"
"0","1005804","0","vo_ske_0401","0","0","2","vo_ske","2","0","100580402","0"
"186","1005804","1","0","0","0","1","0","3","0","100580403","1.769"
"0","1005804","0","0","0","3.723","4","0","4","1","100580404","0"
"0","1005804","0","vo_ske_0402","0","0","2","vo_ske","5","0","100580405","0"
"70","1005804","2","0","0","0","1","0","6","0","100580406","0.818"
"0","1005804","0","0","0","1.553","4","0","7","1","100580407","0"
"289","1005804","2","0","70","0","1","0","8","0","100580408","1.87"
"0","1005804","0","0","0","2.537","4","0","9","1","100580409","0"
"347","1005804","2","0","289","0","1","0","10","0","100580410","0.487"
"0","1005804","0","0","0","0.487","4","0","11","1","100580411","0"
"101","1005804","3","0","0","0","1","0","12","0","100580412","0.822"
"0","1005804","0","0","0","2.459","4","0","13","1","100580413","0"
"268","1005804","3","0","101","0","1","0","14","0","100580414","1.696"
"0","1005804","0","0","0","2.551","4","0","15","1","100580415","0"
"356","1005804","3","0","268","0","1","0","16","0","100580416","0.688"
"0","1005804","0","0","0","1.121","4","0","17","1","100580417","0"
"221","1005804","4","0","0","0","1","0","18","0","100580418","1.807"
"0","1005804","0","0","0","4.87","4","0","19","1","100580419","0"
"0","1005804","0","vo_ske_0403","0","0","2","vo_ske","20","0","100580420","0"
"101","1005804","5","0","0","0","1","0","21","0","100580421","0.78"
"0","1005804","0","0","0","2.288","4","0","22","1","100580422","0"
"324","1005804","5","0","101","0","1","0","23","0","100580423","1.497"
"0","1005804","0","0","0","3.177","4","0","24","1","100580424","0"
"0","1005804","0","vo_ske_0404","0","0","2","vo_ske","25","0","100580425","0"
"102","1005804","6","0","0","0","1","0","26","0","100580426","0.729"
"0","1005804","0","0","0","1.799","4","0","27","1","100580427","0"
"177","1005804","6","0","102","0","1","0","28","0","100580428","0.823"
"0","1005804","0","0","0","1.447","4","0","29","1","100580429","0"
"275","1005804","6","0","177","0","1","0","30","0","100580430","0.982"
"0","1005804","0","0","0","1.587","4","0","31","1","100580431","0"
"325","1005804","6","0","275","0","1","0","32","0","100580432","0.639"
"0","1005804","0","0","0","0.639","4","0","33","1","100580433","0"
"266","1005804","7","0","0","0","1","0","34","0","100580434","1.712"
"0","1005804","0","0","0","3.735","4","0","35","1","100580435","0"
"0","1005804","0","vo_ske_0405","0","0","2","vo_ske","36","0","100580436","0"
"58","1005804","8","0","0","0","1","0","37","0","100580437","0.793"
"0","1005804","0","0","0","2.073","4","0","38","1","100580438","0"
"80","1005804","8","0","58","0","1","0","39","0","100580439","0.405"
"0","1005804","0","0","0","1.081","4","0","40","1","100580440","0"
"228","1005804","8","0","80","0","1","0","41","0","100580441","0.962"
"0","1005804","0","0","0","3.994","4","0","42","1","100580442","0"
"0","1005804","0","vo_ske_0406","0","0","2","vo_ske","43","0","100580443","0"
"117","1005804","9","0","0","0","1","0","44","0","100580444","0.869"
"0","1005804","0","0","0","2.298","4","0","45","1","100580445","0"
"0","1005804","0","vo_ske_0407","0","0","2","vo_ske","46","0","100580446","0"
"242","1005804","9","0","117","0","1","0","47","0","100580447","1.07"
"0","1005804","0","0","0","2.401","4","0","48","1","100580448","0"
"0","1005804","0","vo_ske_0408","0","0","2","vo_ske","49","0","100580449","0"
"368","1005804","9","0","242","0","1","0","50","0","100580450","0.939"
"0","1005804","0","0","0","0.939","4","0","51","1","100580451","0"
"124","1005804","10","0","0","0","1","0","52","0","100580452","0.816"
"0","1005804","0","0","0","2.428","4","0","53","1","100580453","0"
"0","1005804","0","vo_ske_0409","0","0","2","vo_ske","54","0","100580454","0"
"172","1005804","10","0","124","0","1","0","55","0","100580455","0.626"
"0","1005804","0","0","0","1.776","4","0","56","1","100580456","0"
"360","1005804","10","0","172","0","1","0","57","0","100580457","1.439"
"0","1005804","0","0","0","1.439","4","0","58","1","100580458","0"
"71","1005804","11","0","0","0","1","0","59","0","100580459","0.447"
"0","1005804","0","0","0","2.012","4","0","60","1","100580460","0"
"0","1005804","0","vo_ske_0410","0","0","2","vo_ske","61","0","100580461","0"
"130","1005804","11","0","71","0","1","0","62","0","100580462","0.504"
"0","1005804","0","0","0","1.659","4","0","63","1","100580463","0"
"235","1005804","11","0","130","0","1","0","64","0","100580464","0.488"
"0","1005804","0","0","0","3.099","4","0","65","1","100580465","0"
"0","1005804","0","vo_ske_0411","0","0","2","vo_ske","66","0","100580466","0"
"89","1005804","12","0","0","0","1","0","67","0","100580467","0.743"
"0","1005804","0","0","0","1.683","4","0","68","1","100580468","0"
"319","1005804","12","0","89","0","1","0","69","0","100580469","2.16"
"0","1005804","0","0","0","3.689","4","0","70","1","100580470","0"
"220","1005804","13","0","0","0","1","0","71","0","100580471","1.846"
"0","1005804","0","0","0","4.239","4","0","72","1","100580472","0"
"0","1005804","0","vo_ske_0412","0","0","2","vo_ske","73","0","100580473","0"
"80","1005804","14","0","0","0","1","0","74","0","100580474","0.584"
"0","1005804","0","0","0","1.837","4","0","75","1","100580475","0"
"275","1005804","14","0","80","0","1","0","76","0","100580476","1.393"
"0","1005804","0","0","0","3.893","4","0","77","1","100580477","0"
"0","1005805","0","0","0","0.8","4","0","1","1","100580501","0"
"0","1005805","0","vo_ske_0501","0","0","2","vo_ske","2","0","100580502","0"
"123","1005805","1","0","0","0","1","0","3","0","100580503","1.013"
"0","1005805","0","0","0","1.598","4","0","4","1","100580504","0"
"271","1005805","1","0","123","0","1","0","5","0","100580505","1.062"
"0","1005805","0","0","0","2.428","4","0","6","1","100580506","0"
"0","1005805","0","vo_ske_0502","0","0","2","vo_ske","7","0","100580507","0"
"107","1005805","2","0","0","0","1","0","8","0","100580508","1.244"
"0","1005805","0","0","0","1.839","4","0","9","1","100580509","0"
"357","1005805","2","0","107","0","1","0","10","0","100580510","1.989"
"0","1005805","0","0","0","3.898","4","0","11","1","100580511","0"
"0","1005805","0","vo_ske_0503","0","0","2","vo_ske","12","0","100580512","0"
"188","1005805","3","0","0","0","1","0","13","0","100580513","1.43"
"0","1005805","0","0","0","1.915","4","0","14","1","100580514","0"
"309","1005805","3","0","188","0","1","0","15","0","100580515","0.906"
"0","1005805","0","0","0","2.75","4","0","16","1","100580516","0"
"0","1005805","0","vo_ske_0504","0","0","2","vo_ske","17","0","100580517","0"
"103","1005805","4","0","0","0","1","0","18","0","100580518","1.11"
"0","1005805","0","0","0","1.656","4","0","19","1","100580519","0"
"235","1005805","4","0","103","0","1","0","20","0","100580520","1.445"
"0","1005805","0","0","0","1.899","4","0","21","1","100580521","0"
"326","1005805","4","0","235","0","1","0","22","0","100580522","0.574"
"0","1005805","0","0","0","2.491","4","0","23","1","100580523","0"
"0","1005805","0","vo_ske_0505","0","0","2","vo_ske","24","0","100580524","0"
"167","1005805","5","0","0","0","1","0","25","0","100580525","1.192"
"0","1005805","0","0","0","1.943","4","0","26","1","100580526","0"
"279","1005805","5","0","167","0","1","0","27","0","100580527","0.864"
"0","1005805","0","0","0","1.47","4","0","28","1","100580528","0"
"340","1005805","5","0","279","0","1","0","29","0","100580529","0.713"
"0","1005805","0","0","0","3.073","4","0","30","1","100580530","0"
"0","1005805","0","vo_ske_0506","0","0","2","vo_ske","31","0","100580531","0"
"153","1005805","6","0","0","0","1","0","32","0","100580532","1.159"
"0","1005805","0","0","0","1.779","4","0","33","1","100580533","0"
"391","1005805","6","0","153","0","1","0","34","0","100580534","1.634"
"0","1005805","0","0","0","5.206","4","0","35","1","100580535","0"
"0","1005805","0","vo_ske_0507","0","0","2","vo_ske","36","0","100580536","0"
"183","1005805","7","0","0","0","1","0","37","0","100580537","1.363"
"0","1005805","0","0","0","2.334","4","0","38","1","100580538","0"
"343","1005805","7","0","183","0","1","0","39","0","100580539","1.128"
"0","1005805","0","0","0","3.267","4","0","40","1","100580540","0"
"0","1005805","0","vo_ske_0508","0","0","2","vo_ske","41","0","100580541","0"
"305","1005805","8","0","0","0","1","0","42","0","100580542","2.341"
"0","1005805","0","0","0","3.817","4","0","43","1","100580543","0"
"360","1005805","8","0","305","0","1","0","44","0","100580544","0.614"
"0","1005805","0","0","0","1.798","4","0","45","1","100580545","0"
"286","1005805","9","0","0","0","1","0","46","0","100580546","1.942"
"0","1005805","0","0","0","4.447","4","0","47","1","100580547","0"
"0","1005805","0","vo_ske_0509","0","0","2","vo_ske","48","0","100580548","0"
"108","1005805","10","0","0","0","1","0","49","0","100580549","0.441"
"0","1005805","0","0","0","1.691","4","0","50","1","100580550","0"
"382","1005805","10","0","108","0","1","0","51","0","100580551","2.177"
"0","1005805","0","0","0","4.215","4","0","52","1","100580552","0"
"0","1005805","0","vo_ske_0510","0","0","2","vo_ske","53","0","100580553","0"
"118","1005805","11","0","0","0","1","0","54","0","100580554","1.116"
"0","1005805","0","0","0","2.252","4","0","55","1","100580555","0"
"380","1005805","11","0","118","0","1","0","56","0","100580556","2.025"
"0","1005805","0","0","0","4.486","4","0","57","1","100580557","0"
"0","1005805","0","vo_ske_0511","0","0","2","vo_ske","58","0","100580558","0"
"64","1005805","12","0","0","0","1","0","59","0","100580559","0.473"
"0","1005805","0","0","0","1.015","4","0","60","1","100580560","0"
"164","1005805","12","0","64","0","1","0","61","0","100580561","0.759"
"0","1005805","0","0","0","2.172","4","0","62","1","100580562","0"
"362","1005805","13","0","0","0","1","0","63","0","100580563","2.606"
"0","1005805","0","0","0","5.313","4","0","64","1","100580564","0"
"0","1005805","0","vo_ske_0512","0","0","2","vo_ske","65","0","100580565","0"
"197","1005805","14","0","0","0","1","0","66","0","100580566","1.072"
"0","1005805","0","0","0","2.416","4","0","67","1","100580567","0"
"362","1005805","14","0","197","0","1","0","68","0","100580568","1.331"
"0","1005805","0","0","0","3.831","4","0","69","1","100580569","0"
"0","1005901","0","0","0","0.8","4","0","1","1","100590101","0"
"0","1005901","0","vo_ske_0601","0","0","2","vo_ske","2","0","100590102","0"
"198","1005901","1","0","0","0","1","0","3","0","100590103","1.86"
"0","1005901","0","0","0","2.5","4","0","4","1","100590104","0"
"365","1005901","1","0","198","0","1","0","5","0","100590105","1.2"
"0","1005901","0","0","0","3.1","4","0","6","1","100590106","0"
"0","1005901","0","vo_ske_0602","0","0","2","vo_ske","7","0","100590107","0"
"268","1005901","2","0","0","0","1","0","8","0","100590108","2.2"
"0","1005901","0","0","0","3.3","4","0","9","1","100590109","0"
"356","1005901","2","0","268","0","1","0","10","0","100590110","0.9"
"0","1005901","0","0","0","1.5","4","0","11","1","100590111","0"
"186","1005901","3","0","0","0","1","0","12","0","100590112","1.5"
"0","1005901","0","0","0","3.7","4","0","13","1","100590113","0"
"0","1005901","0","vo_ske_0603","0","0","2","vo_ske","14","0","100590114","0"
"381","1005901","3","0","186","0","1","0","15","0","100590115","1.5"
"0","1005901","0","0","0","1.5","4","0","16","1","100590116","0"
"50","1005901","4","0","0","0","1","0","17","0","100590117","0.3"
"0","1005901","0","0","0","1.5","4","0","18","1","100590118","0"
"132","1005901","4","0","50","0","1","0","19","0","100590119","0.8"
"0","1005901","0","0","0","1.5","4","0","20","1","100590120","0"
"378","1005901","4","0","132","0","1","0","21","0","100590121","1.9"
"0","1005901","0","0","0","4.5","4","0","22","1","100590122","0"
"0","1005901","0","vo_ske_0604","0","0","2","vo_ske","23","0","100590123","0"
"273","1005901","5","0","0","0","1","0","24","0","100590124","2.3"
"0","1005901","0","0","0","3.3","4","0","25","1","100590125","0"
"385","1005901","5","0","273","0","1","0","26","0","100590126","1.1"
"0","1005901","0","0","0","1.1","4","0","27","1","100590127","0"
"223","1005901","6","0","0","0","1","0","28","0","100590128","1.1"
"0","1005901","0","0","0","3.9","4","0","29","1","100590129","0"
"0","1005901","0","vo_ske_0605","0","0","2","vo_ske","30","0","100590130","0"
"76","1005901","7","0","0","0","1","0","31","0","100590131","0.5"
"0","1005901","0","0","0","1.7","4","0","32","1","100590132","0"
"210","1005901","7","0","76","0","1","0","33","0","100590133","1.2"
"0","1005901","0","0","0","1.9","4","0","34","1","100590134","0"
"292","1005901","7","0","210","0","1","0","35","0","100590135","0.9"
"0","1005901","0","0","0","2.6","4","0","36","1","100590136","0"
"0","1005901","0","vo_ske_0606","0","0","2","vo_ske","37","0","100590137","0"
"217","1005901","8","0","0","0","1","0","38","0","100590138","1.6"
"0","1005901","0","0","0","2","4","0","39","1","100590139","0"
"340","1005901","8","0","217","0","1","0","40","0","100590140","1"
"0","1005901","0","0","0","1","4","0","41","1","100590141","0"
"166","1005901","9","0","0","0","1","0","42","0","100590142","1.3"
"0","1005901","0","0","0","2.2","4","0","43","1","100590143","0"
"372","1005901","9","0","166","0","1","0","44","0","100590144","1.4"
"0","1005901","0","0","0","4","4","0","45","1","100590145","0"
"0","1005901","0","vo_ske_0607","0","0","2","vo_ske","46","0","100590146","0"
"115","1005901","10","0","0","0","1","0","47","0","100590147","1.1"
"0","1005901","0","0","0","1.8","4","0","48","1","100590148","0"
"220","1005901","10","0","115","0","1","0","49","0","100590149","1"
"0","1005901","0","0","0","2.3","4","0","50","1","100590150","0"
"366","1005901","10","0","220","0","1","0","51","0","100590151","1.4"
