b0c1d36497c98e77697002fe3722f8d27dd7cb371aae42102eeacaae5ee99dfa,717bbccb530aac9458a6642aea8c43c64dbd96e3d599b23e7795a4b84cd030fa,bc295b645072ca64a5f18074c53d2e95f27539fa51af79c0a43522eaf5e2103d,62ee6cdbfa52ff96c93c47337749acc2ee2fb38f60fb8bbf304ef374f3766a1b,57b242242c0a4191c1739c7d15b1000b7289a63539fd56cc2431bb27898dcb24,fec37448d05fb4153d651f4aee97d4902b2b0ff62deec51ba6f3f0aedec3e397,276f145221bfdac5257c68ef8f968f3c66c8abaac583b4a9cb0c12e85bddec8b,170449c0d3c1d88ff37b2d6cf5d908fd573c82a82ba662720f582fd03d8e100e,a5240c956a5134d96df8f7effba331390d484f6660a0ff3a80bb18554264db2c,684b49d2ae0d76ad5a38a0dfed1bad28c10e906fb45ecbb2e40f9ab6d2aa9912,022703393f24c2deaa6595a3689184df4f9d631191337400d63acbcf390a074e,62a389b9ebdd66e44b59eeea214b03fd90c3886890531279f018feca73b8a976
"0","0","1005801","0","4","41","0","0.969","0","0","1","100580141"
"0","10","1005801","115","1","42","0.808","0","0","0","0","100580142"
"0","0","1005801","0","4","43","0","2.8","0","0","1","100580143"
"0","0","1005801","0","2","44","0","0","vo_ske_0107","vo_ske","0","100580144"
"0","11","1005801","52","1","45","0.25","0","0","0","0","100580145"
"0","0","1005801","0","4","46","0","0.25","0","0","1","100580146"
"52","11","1005801","280","1","47","1.817","0","0","0","0","100580147"
"0","0","1005801","0","4","48","0","3.312","0","0","1","100580148"
"280","11","1005801","372","1","49","0.666","0","0","0","0","100580149"
"0","0","1005801","0","4","50","0","1.17","0","0","1","100580150"
"0","12","1005801","217","1","51","1.616","0","0","0","0","100580151"
"0","0","1005801","0","4","52","0","4.15","0","0","1","100580152"
"0","0","1005801","0","2","53","0","0","vo_ske_0108","vo_ske","0","100580153"
"0","13","1005801","142","1","54","1.198","0","0","0","0","100580154"
"0","0","1005801","0","4","55","0","2.442","0","0","1","100580155"
"0","14","1005801","267","1","56","1.934","0","0","0","0","100580156"
"0","0","1005801","0","4","57","0","4.434","0","0","1","100580157"
"0","0","1005802","0","4","1","0","0.8","0","0","1","100580201"
"0","0","1005802","0","2","2","0","0","vo_ske_0201","vo_ske","0","100580202"
"0","1","1005802","130","1","3","1.122","0","0","0","0","100580203"
"0","0","1005802","0","4","4","0","1.689","0","0","1","100580204"
"130","1","1005802","327","1","5","1.13","0","0","0","0","100580205"
"0","0","1005802","0","4","6","0","2.883","0","0","1","100580206"
"0","0","1005802","0","2","7","0","0","vo_ske_0202","vo_ske","0","100580207"
"0","2","1005802","119","1","8","1.057","0","0","0","0","100580208"
"0","0","1005802","0","4","9","0","1.962","0","0","1","100580209"
"119","2","1005802","266","1","10","1.166","0","0","0","0","100580210"
"0","0","1005802","0","4","11","0","1.747","0","0","1","100580211"
"266","2","1005802","389","1","12","1.216","0","0","0","0","100580212"
"0","0","1005802","0","4","13","0","1.216","0","0","1","100580213"
"0","3","1005802","272","1","14","1.868","0","0","0","0","100580214"
"0","0","1005802","0","4","15","0","3.78","0","0","1","100580215"
"0","0","1005802","0","2","16","0","0","vo_ske_0203","vo_ske","0","100580216"
"0","4","1005802","90","1","17","0.655","0","0","0","0","100580217"
"0","0","1005802","0","4","18","0","1.632","0","0","1","100580218"
"90","4","1005802","270","1","19","1.586","0","0","0","0","100580219"
"0","0","1005802","0","4","20","0","2.357","0","0","1","100580220"
"270","4","1005802","336","1","21","0.386","0","0","0","0","100580221"
"0","0","1005802","0","4","22","0","0.386","0","0","1","100580222"
"0","5","1005802","110","1","23","0.872","0","0","0","0","100580223"
"0","0","1005802","0","4","24","0","3.189","0","0","1","100580224"
"0","0","1005802","0","2","25","0","0","vo_ske_0204","vo_ske","0","100580225"
"110","5","1005802","241","1","26","1.065","0","0","0","0","100580226"
"0","0","1005802","0","4","27","0","1.882","0","0","1","100580227"
"241","5","1005802","359","1","28","0.888","0","0","0","0","100580228"
"0","0","1005802","0","4","29","0","0.888","0","0","1","100580229"
"0","6","1005802","66","1","30","0.607","0","0","0","0","100580230"
"0","0","1005802","0","4","31","0","1.21","0","0","1","100580231"
"66","6","1005802","158","1","32","0.933","0","0","0","0","100580232"
"0","0","1005802","0","4","33","0","2.332","0","0","1","100580233"
"158","6","1005802","360","1","34","1.649","0","0","0","0","100580234"
"0","0","1005802","0","4","35","0","4.223","0","0","1","100580235"
"0","0","1005802","0","2","36","0","0","vo_ske_0205","vo_ske","0","100580236"
"0","7","1005802","102","1","37","0.349","0","0","0","0","100580237"
"0","0","1005802","0","4","38","0","1.46","0","0","1","100580238"
"102","7","1005802","285","1","39","1.532","0","0","0","0","100580239"
"0","0","1005802","0","4","40","0","2.11","0","0","1","100580240"
"285","7","1005802","336","1","41","0.341","0","0","0","0","100580241"
"0","0","1005802","0","4","42","0","0.341","0","0","1","100580242"
"0","8","1005802","176","1","43","1.202","0","0","0","0","100580243"
"0","0","1005802","0","4","44","0","3.101","0","0","1","100580244"
"0","0","1005802","0","2","45","0","0","vo_ske_0206","vo_ske","0","100580245"
"0","9","1005802","85","1","46","0.706","0","0","0","0","100580246"
"0","0","1005802","0","4","47","0","1.796","0","0","1","100580247"
"85","9","1005802","331","1","48","1.854","0","0","0","0","100580248"
"0","0","1005802","0","4","49","0","2.709","0","0","1","100580249"
"0","10","1005802","139","1","50","1.202","0","0","0","0","100580250"
"0","0","1005802","0","4","51","0","3.52","0","0","1","100580251"
"0","0","1005802","0","2","52","0","0","vo_ske_0207","vo_ske","0","100580252"
"139","10","1005802","228","1","53","0.754","0","0","0","0","100580253"
"0","0","1005802","0","4","54","0","1.291","0","0","1","100580254"
"228","10","1005802","293","1","55","0.505","0","0","0","0","100580255"
"0","0","1005802","0","4","56","0","2.624","0","0","1","100580256"
"0","0","1005802","0","2","57","0","0","vo_ske_0208","vo_ske","0","100580257"
"0","11","1005802","130","1","58","1.061","0","0","0","0","100580258"
"0","0","1005802","0","4","59","0","1.6","0","0","1","100580259"
"130","11","1005802","310","1","60","1.645","0","0","0","0","100580260"
"0","0","1005802","0","4","61","0","2.3","0","0","1","100580261"
"0","12","1005802","240","1","62","1.616","0","0","0","0","100580262"
"0","0","1005802","0","4","63","0","3.913","0","0","1","100580263"
"0","0","1005802","0","2","64","0","0","vo_ske_0209","vo_ske","0","100580264"
"0","13","1005802","128","1","65","1.258","0","0","0","0","100580265"
"0","0","1005802","0","4","66","0","3.579","0","0","1","100580266"
"0","0","1005802","0","2","67","0","0","vo_ske_0210","vo_ske","0","100580267"
"0","14","1005802","250","1","68","1.496","0","0","0","0","100580268"
"0","0","1005802","0","4","69","0","3.996","0","0","1","100580269"
"0","0","1005803","0","4","1","0","0.8","0","0","1","100580301"
"0","0","1005803","0","2","2","0","0","vo_ske_0301","vo_ske","0","100580302"
"0","1","1005803","200","1","3","1.797","0","0","0","0","100580303"
"0","0","1005803","0","4","4","0","2.514","0","0","1","100580304"
"200","1","1005803","304","1","5","0.612","0","0","0","0","100580305"
"0","0","1005803","0","4","6","0","0.612","0","0","1","100580306"
"0","2","1005803","56","1","7","0.464","0","0","0","0","100580307"
"0","0","1005803","0","4","8","0","0.889","0","0","1","100580308"
"56","2","1005803","179","1","9","1.164","0","0","0","0","100580309"
"0","0","1005803","0","4","10","0","2.59","0","0","1","100580310"
"0","0","1005803","0","2","11","0","0","vo_ske_0302","vo_ske","0","100580311"
"179","2","1005803","316","1","12","1.185","0","0","0","0","100580312"
"0","0","1005803","0","4","13","0","1.185","0","0","1","100580313"
"0","3","1005803","137","1","14","0.952","0","0","0","0","100580314"
"0","0","1005803","0","4","15","0","1.747","0","0","1","100580315"
"137","3","1005803","219","1","16","0.961","0","0","0","0","100580316"
"0","0","1005803","0","4","17","0","2.398","0","0","1","100580317"
"0","0","1005803","0","2","18","0","0","vo_ske_0303","vo_ske","0","100580318"
"0","4","1005803","188","1","19","1.401","0","0","0","0","100580319"
"0","0","1005803","0","4","20","0","1.935","0","0","1","100580320"
"188","4","1005803","356","1","21","1.288","0","0","0","0","100580321"
"0","0","1005803","0","4","22","0","2.418","0","0","1","100580322"
"0","0","1005803","0","2","23","0","0","vo_ske_0304","vo_ske","0","100580323"
"0","5","1005803","55","1","24","0.619","0","0","0","0","100580324"
"0","0","1005803","0","4","25","0","1.407","0","0","1","100580325"
"55","5","1005803","333","1","26","2.1","0","0","0","0","100580326"
"0","0","1005803","0","4","27","0","4.561","0","0","1","100580327"
"0","0","1005803","0","2","28","0","0","vo_ske_0305","vo_ske","0","100580328"
"0","6","1005803","280","1","29","2.309","0","0","0","0","100580329"
"0","0","1005803","0","4","30","0","3.378","0","0","1","100580330"
"0","7","1005803","79","1","31","0.664","0","0","0","0","100580331"
"0","0","1005803","0","4","32","0","1.555","0","0","1","100580332"
"79","7","1005803","328","1","33","1.706","0","0","0","0","100580333"
"0","0","1005803","0","4","34","0","4.399","0","0","1","100580334"
"0","0","1005803","0","2","35","0","0","vo_ske_0306","vo_ske","0","100580335"
"0","8","1005803","212","1","36","2.137","0","0","0","0","100580336"
"0","0","1005803","0","4","37","0","3.014","0","0","1","100580337"
"212","8","1005803","340","1","38","0.788","0","0","0","0","100580338"
"0","0","1005803","0","4","39","0","2.288","0","0","1","100580339"
"0","0","1005803","0","2","40","0","0","vo_ske_0307","vo_ske","0","100580340"
"0","9","1005803","267","1","41","2.054","0","0","0","0","100580341"
"0","0","1005803","0","4","42","0","2.931","0","0","1","100580342"
"267","9","1005803","358","1","43","0.801","0","0","0","0","100580343"
"0","0","1005803","0","4","44","0","1.48","0","0","1","100580344"
"0","10","1005803","347","1","45","2.75","0","0","0","0","100580345"
"0","0","1005803","0","4","46","0","5.052","0","0","1","100580346"
"0","0","1005803","0","2","47","0","0","vo_ske_0308","vo_ske","0","100580347"
"0","11","1005803","71","1","48","0.527","0","0","0","0","100580348"
"0","0","1005803","0","4","49","0","1.38","0","0","1","100580349"
"71","11","1005803","247","1","50","1.473","0","0","0","0","100580350"
"0","0","1005803","0","4","51","0","1.759","0","0","1","100580351"
"247","11","1005803","354","1","52","0.68","0","0","0","0","100580352"
"0","0","1005803","0","4","53","0","1.838","0","0","1","100580353"
"0","0","1005803","0","2","54","0","0","vo_ske_0309","vo_ske","0","100580354"
"0","12","1005803","63","1","55","0.477","0","0","0","0","100580355"
"0","0","1005803","0","4","56","0","1.108","0","0","1","100580356"
"63","12","1005803","323","1","57","2.144","0","0","0","0","100580357"
"0","0","1005803","0","4","58","0","3.802","0","0","1","100580358"
"0","0","1005803","0","2","59","0","0","vo_ske_0310","vo_ske","0","100580359"
"0","13","1005803","113","1","60","1.251","0","0","0","0","100580360"
"0","0","1005803","0","4","61","0","2.672","0","0","1","100580361"
"113","13","1005803","197","1","62","0.65","0","0","0","0","100580362"
"0","0","1005803","0","4","63","0","1.349","0","0","1","100580363"
"197","13","1005803","290","1","64","0.589","0","0","0","0","100580364"
"0","0","1005803","0","4","65","0","3.089","0","0","1","100580365"
"0","0","1005804","0","4","1","0","0.8","0","0","1","100580401"
"0","0","1005804","0","2","2","0","0","vo_ske_0401","vo_ske","0","100580402"
"0","1","1005804","186","1","3","1.769","0","0","0","0","100580403"
"0","0","1005804","0","4","4","0","3.723","0","0","1","100580404"
"0","0","1005804","0","2","5","0","0","vo_ske_0402","vo_ske","0","100580405"
"0","2","1005804","70","1","6","0.818","0","0","0","0","100580406"
"0","0","1005804","0","4","7","0","1.553","0","0","1","100580407"
"70","2","1005804","289","1","8","1.87","0","0","0","0","100580408"
"0","0","1005804","0","4","9","0","2.537","0","0","1","100580409"
"289","2","1005804","347","1","10","0.487","0","0","0","0","100580410"
"0","0","1005804","0","4","11","0","0.487","0","0","1","100580411"
"0","3","1005804","101","1","12","0.822","0","0","0","0","100580412"
"0","0","1005804","0","4","13","0","2.459","0","0","1","100580413"
"101","3","1005804","268","1","14","1.696","0","0","0","0","100580414"
"0","0","1005804","0","4","15","0","2.551","0","0","1","100580415"
"268","3","1005804","356","1","16","0.688","0","0","0","0","100580416"
"0","0","1005804","0","4","17","0","1.121","0","0","1","100580417"
"0","4","1005804","221","1","18","1.807","0","0","0","0","100580418"
"0","0","1005804","0","4","19","0","4.87","0","0","1","100580419"
"0","0","1005804","0","2","20","0","0","vo_ske_0403","vo_ske","0","100580420"
"0","5","1005804","101","1","21","0.78","0","0","0","0","100580421"
"0","0","1005804","0","4","22","0","2.288","0","0","1","100580422"
"101","5","1005804","324","1","23","1.497","0","0","0","0","100580423"
"0","0","1005804","0","4","24","0","3.177","0","0","1","100580424"
"0","0","1005804","0","2","25","0","0","vo_ske_0404","vo_ske","0","100580425"
"0","6","1005804","102","1","26","0.729","0","0","0","0","100580426"
"0","0","1005804","0","4","27","0","1.799","0","0","1","100580427"
"102","6","1005804","177","1","28","0.823","0","0","0","0","100580428"
"0","0","1005804","0","4","29","0","1.447","0","0","1","100580429"
"177","6","1005804","275","1","30","0.982","0","0","0","0","100580430"
"0","0","1005804","0","4","31","0","1.587","0","0","1","100580431"
"275","6","1005804","325","1","32","0.639","0","0","0","0","100580432"
"0","0","1005804","0","4","33","0","0.639","0","0","1","100580433"
"0","7","1005804","266","1","34","1.712","0","0","0","0","100580434"
"0","0","1005804","0","4","35","0","3.735","0","0","1","100580435"
"0","0","1005804","0","2","36","0","0","vo_ske_0405","vo_ske","0","100580436"
"0","8","1005804","58","1","37","0.793","0","0","0","0","100580437"
"0","0","1005804","0","4","38","0","2.073","0","0","1","100580438"
"58","8","1005804","80","1","39","0.405","0","0","0","0","100580439"
"0","0","1005804","0","4","40","0","1.081","0","0","1","100580440"
"80","8","1005804","228","1","41","0.962","0","0","0","0","100580441"
"0","0","1005804","0","4","42","0","3.994","0","0","1","100580442"
"0","0","1005804","0","2","43","0","0","vo_ske_0406","vo_ske","0","100580443"
"0","9","1005804","117","1","44","0.869","0","0","0","0","100580444"
"0","0","1005804","0","4","45","0","2.298","0","0","1","100580445"
"0","0","1005804","0","2","46","0","0","vo_ske_0407","vo_ske","0","100580446"
"117","9","1005804","242","1","47","1.07","0","0","0","0","100580447"
"0","0","1005804","0","4","48","0","2.401","0","0","1","100580448"
"0","0","1005804","0","2","49","0","0","vo_ske_0408","vo_ske","0","100580449"
"242","9","1005804","368","1","50","0.939","0","0","0","0","100580450"
"0","0","1005804","0","4","51","0","0.939","0","0","1","100580451"
"0","10","1005804","124","1","52","0.816","0","0","0","0","100580452"
"0","0","1005804","0","4","53","0","2.428","0","0","1","100580453"
"0","0","1005804","0","2","54","0","0","vo_ske_0409","vo_ske","0","100580454"
"124","10","1005804","172","1","55","0.626","0","0","0","0","100580455"
"0","0","1005804","0","4","56","0","1.776","0","0","1","100580456"
"172","10","1005804","360","1","57","1.439","0","0","0","0","100580457"
"0","0","1005804","0","4","58","0","1.439","0","0","1","100580458"
"0","11","1005804","71","1","59","0.447","0","0","0","0","100580459"
"0","0","1005804","0","4","60","0","2.012","0","0","1","100580460"
"0","0","1005804","0","2","61","0","0","vo_ske_0410","vo_ske","0","100580461"
"71","11","1005804","130","1","62","0.504","0","0","0","0","100580462"
"0","0","1005804","0","4","63","0","1.659","0","0","1","100580463"
"130","11","1005804","235","1","64","0.488","0","0","0","0","100580464"
"0","0","1005804","0","4","65","0","3.099","0","0","1","100580465"
"0","0","1005804","0","2","66","0","0","vo_ske_0411","vo_ske","0","100580466"
"0","12","1005804","89","1","67","0.743","0","0","0","0","100580467"
"0","0","1005804","0","4","68","0","1.683","0","0","1","100580468"
"89","12","1005804","319","1","69","2.16","0","0","0","0","100580469"
"0","0","1005804","0","4","70","0","3.689","0","0","1","100580470"
"0","13","1005804","220","1","71","1.846","0","0","0","0","100580471"
"0","0","1005804","0","4","72","0","4.239","0","0","1","100580472"
"0","0","1005804","0","2","73","0","0","vo_ske_0412","vo_ske","0","100580473"
"0","14","1005804","80","1","74","0.584","0","0","0","0","100580474"
"0","0","1005804","0","4","75","0","1.837","0","0","1","100580475"
"80","14","1005804","275","1","76","1.393","0","0","0","0","100580476"
"0","0","1005804","0","4","77","0","3.893","0","0","1","100580477"
"0","0","1005805","0","4","1","0","0.8","0","0","1","100580501"
"0","0","1005805","0","2","2","0","0","vo_ske_0501","vo_ske","0","100580502"
"0","1","1005805","123","1","3","1.013","0","0","0","0","100580503"
"0","0","1005805","0","4","4","0","1.598","0","0","1","100580504"
"123","1","1005805","271","1","5","1.062","0","0","0","0","100580505"
"0","0","1005805","0","4","6","0","2.428","0","0","1","100580506"
"0","0","1005805","0","2","7","0","0","vo_ske_0502","vo_ske","0","100580507"
"0","2","1005805","107","1","8","1.244","0","0","0","0","100580508"
"0","0","1005805","0","4","9","0","1.839","0","0","1","100580509"
"107","2","1005805","357","1","10","1.989","0","0","0","0","100580510"
"0","0","1005805","0","4","11","0","3.898","0","0","1","100580511"
"0","0","1005805","0","2","12","0","0","vo_ske_0503","vo_ske","0","100580512"
"0","3","1005805","188","1","13","1.43","0","0","0","0","100580513"
"0","0","1005805","0","4","14","0","1.915","0","0","1","100580514"
"188","3","1005805","309","1","15","0.906","0","0","0","0","100580515"
"0","0","1005805","0","4","16","0","2.75","0","0","1","100580516"
"0","0","1005805","0","2","17","0","0","vo_ske_0504","vo_ske","0","100580517"
"0","4","1005805","103","1","18","1.11","0","0","0","0","100580518"
"0","0","1005805","0","4","19","0","1.656","0","0","1","100580519"
"103","4","1005805","235","1","20","1.445","0","0","0","0","100580520"
"0","0","1005805","0","4","21","0","1.899","0","0","1","100580521"
"235","4","1005805","326","1","22","0.574","0","0","0","0","100580522"
"0","0","1005805","0","4","23","0","2.491","0","0","1","100580523"
"0","0","1005805","0","2","24","0","0","vo_ske_0505","vo_ske","0","100580524"
"0","5","1005805","167","1","25","1.192","0","0","0","0","100580525"
"0","0","1005805","0","4","26","0","1.943","0","0","1","100580526"
"167","5","1005805","279","1","27","0.864","0","0","0","0","100580527"
"0","0","1005805","0","4","28","0","1.47","0","0","1","100580528"
"279","5","1005805","340","1","29","0.713","0","0","0","0","100580529"
"0","0","1005805","0","4","30","0","3.073","0","0","1","100580530"
"0","0","1005805","0","2","31","0","0","vo_ske_0506","vo_ske","0","100580531"
"0","6","1005805","153","1","32","1.159","0","0","0","0","100580532"
"0","0","1005805","0","4","33","0","1.779","0","0","1","100580533"
"153","6","1005805","391","1","34","1.634","0","0","0","0","100580534"
"0","0","1005805","0","4","35","0","5.206","0","0","1","100580535"
"0","0","1005805","0","2","36","0","0","vo_ske_0507","vo_ske","0","100580536"
"0","7","1005805","183","1","37","1.363","0","0","0","0","100580537"
"0","0","1005805","0","4","38","0","2.334","0","0","1","100580538"
"183","7","1005805","343","1","39","1.128","0","0","0","0","100580539"
"0","0","1005805","0","4","40","0","3.267","0","0","1","100580540"
"0","0","1005805","0","2","41","0","0","vo_ske_0508","vo_ske","0","100580541"
"0","8","1005805","305","1","42","2.341","0","0","0","0","100580542"
"0","0","1005805","0","4","43","0","3.817","0","0","1","100580543"
"305","8","1005805","360","1","44","0.614","0","0","0","0","100580544"
"0","0","1005805","0","4","45","0","1.798","0","0","1","100580545"
"0","9","1005805","286","1","46","1.942","0","0","0","0","100580546"
"0","0","1005805","0","4","47","0","4.447","0","0","1","100580547"
"0","0","1005805","0","2","48","0","0","vo_ske_0509","vo_ske","0","100580548"
"0","10","1005805","108","1","49","0.441","0","0","0","0","100580549"
"0","0","1005805","0","4","50","0","1.691","0","0","1","100580550"
"108","10","1005805","382","1","51","2.177","0","0","0","0","100580551"
"0","0","1005805","0","4","52","0","4.215","0","0","1","100580552"
"0","0","1005805","0","2","53","0","0","vo_ske_0510","vo_ske","0","100580553"
"0","11","1005805","118","1","54","1.116","0","0","0","0","100580554"
"0","0","1005805","0","4","55","0","2.252","0","0","1","100580555"
"118","11","1005805","380","1","56","2.025","0","0","0","0","100580556"
"0","0","1005805","0","4","57","0","4.486","0","0","1","100580557"
"0","0","1005805","0","2","58","0","0","vo_ske_0511","vo_ske","0","100580558"
"0","12","1005805","64","1","59","0.473","0","0","0","0","100580559"
"0","0","1005805","0","4","60","0","1.015","0","0","1","100580560"
"64","12","1005805","164","1","61","0.759","0","0","0","0","100580561"
"0","0","1005805","0","4","62","0","2.172","0","0","1","100580562"
"0","13","1005805","362","1","63","2.606","0","0","0","0","100580563"
"0","0","1005805","0","4","64","0","5.313","0","0","1","100580564"
"0","0","1005805","0","2","65","0","0","vo_ske_0512","vo_ske","0","100580565"
"0","14","1005805","197","1","66","1.072","0","0","0","0","100580566"
"0","0","1005805","0","4","67","0","2.416","0","0","1","100580567"
"197","14","1005805","362","1","68","1.331","0","0","0","0","100580568"
"0","0","1005805","0","4","69","0","3.831","0","0","1","100580569"
"0","0","1005901","0","4","1","0","0.8","0","0","1","100590101"
"0","0","1005901","0","2","2","0","0","vo_ske_0601","vo_ske","0","100590102"
"0","1","1005901","198","1","3","1.86","0","0","0","0","100590103"
"0","0","1005901","0","4","4","0","2.5","0","0","1","100590104"
"198","1","1005901","365","1","5","1.2","0","0","0","0","100590105"
"0","0","1005901","0","4","6","0","3.1","0","0","1","100590106"
"0","0","1005901","0","2","7","0","0","vo_ske_0602","vo_ske","0","100590107"
"0","2","1005901","268","1","8","2.2","0","0","0","0","100590108"
"0","0","1005901","0","4","9","0","3.3","0","0","1","100590109"
"268","2","1005901","356","1","10","0.9","0","0","0","0","100590110"
"0","0","1005901","0","4","11","0","1.5","0","0","1","100590111"
"0","3","1005901","186","1","12","1.5","0","0","0","0","100590112"
"0","0","1005901","0","4","13","0","3.7","0","0","1","100590113"
"0","0","1005901","0","2","14","0","0","vo_ske_0603","vo_ske","0","100590114"
"186","3","1005901","381","1","15","1.5","0","0","0","0","100590115"
"0","0","1005901","0","4","16","0","1.5","0","0","1","100590116"
"0","4","1005901","50","1","17","0.3","0","0","0","0","100590117"
"0","0","1005901","0","4","18","0","1.5","0","0","1","100590118"
"50","4","1005901","132","1","19","0.8","0","0","0","0","100590119"
"0","0","1005901","0","4","20","0","1.5","0","0","1","100590120"
"132","4","1005901","378","1","21","1.9","0","0","0","0","100590121"
"0","0","1005901","0","4","22","0","4.5","0","0","1","100590122"
"0","0","1005901","0","2","23","0","0","vo_ske_0604","vo_ske","0","100590123"
"0","5","1005901","273","1","24","2.3","0","0","0","0","100590124"
"0","0","1005901","0","4","25","0","3.3","0","0","1","100590125"
"273","5","1005901","385","1","26","1.1","0","0","0","0","100590126"
"0","0","1005901","0","4","27","0","1.1","0","0","1","100590127"
"0","6","1005901","223","1","28","1.1","0","0","0","0","100590128"
"0","0","1005901","0","4","29","0","3.9","0","0","1","100590129"
"0","0","1005901","0","2","30","0","0","vo_ske_0605","vo_ske","0","100590130"
"0","7","1005901","76","1","31","0.5","0","0","0","0","100590131"
"0","0","1005901","0","4","32","0","1.7","0","0","1","100590132"
"76","7","1005901","210","1","33","1.2","0","0","0","0","100590133"
"0","0","1005901","0","4","34","0","1.9","0","0","1","100590134"
"210","7","1005901","292","1","35","0.9","0","0","0","0","100590135"
"0","0","1005901","0","4","36","0","2.6","0","0","1","100590136"
"0","0","1005901","0","2","37","0","0","vo_ske_0606","vo_ske","0","100590137"
"0","8","1005901","217","1","38","1.6","0","0","0","0","100590138"
"0","0","1005901","0","4","39","0","2","0","0","1","100590139"
"217","8","1005901","340","1","40","1","0","0","0","0","100590140"
"0","0","1005901","0","4","41","0","1","0","0","1","100590141"
"0","9","1005901","166","1","42","1.3","0","0","0","0","100590142"
"0","0","1005901","0","4","43","0","2.2","0","0","1","100590143"
"166","9","1005901","372","1","44","1.4","0","0","0","0","100590144"
"0","0","1005901","0","4","45","0","4","0","0","1","100590145"
"0","0","1005901","0","2","46","0","0","vo_ske_0607","vo_ske","0","100590146"
"0","10","1005901","115","1","47","1.1","0","0","0","0","100590147"
"0","0","1005901","0","4","48","0","1.8","0","0","1","100590148"
"115","10","1005901","220","1","49","1","0","0","0","0","100590149"
"0","0","1005901","0","4","50","0","2.3","0","0","1","100590150"
"220","10","1005901","366","1","51","1.4","0","0","0","0","100590151"
"0","0","1005901","0","4","52","0","3.4","0","0","1","100590152"
