97b872da88e5e00d2c61b17e2841d6765c58370b25cb17844d4139782a199a42,6e50f309aca412d0b9cb2a854f43ccdb663148ffa920f0a8d94011f2c800bf55,d7db04ed4e176ab9d899bc3fa306eed20e2c6891e43c8ab8cd51a31e4480830c,afddbbc3bc8177fccc53b85c95fc1441aafbcdc6609083edbf074cbe9df7549a,1f81138bed1b6b56a14fe2011a2b4e5d268a241cde01435bdd297733f68a7573,c30a76403f878a5b6b77dff3868272a2448363e136d3b4c5b787dcb6a4e1e096,2043d0b2285d9cde63ef6aaae03060c2264d22bac51428ecff1a1822cfc498b6,f5881c5f43e7413215b8a5bd125b1c569439b8abf27835a49deb81176ccb43ff,684865e4c25de330f6cc8f294b717e122917b14da369f88c2a45e4930bd33ceb,49cc60b7f922f1cb2cb365f3b595641cff363ec2863479fa76494a18771adc8a,0f4d080a1c57e8a5bbe9e245216074b5ebc27a8a22830cd37ccc4d72e0cbab83,b819dc7670bd7429cc4b8ccf1693a822b6d49befd838ac7d7d4d46199d168b40,cdd2615b03458ce3fe8cadfadb4665206c1ab5fbb7386b59d86e20ecd775e0bf,7d9389f5e25ae82d44c2d2a7d74b6c65c1b4aee12e716b15b551ec5f7d7a56b7,d3e639e7c5153018ef945d0412ec6e2a6092b4b75afaafa8518953f9cd405526,003bb8dd7a78560d2e13180b3c529a36148628b395d95b7513235cf227161349,fc3babf5dbf650e27899e975eb5419debf6c4c50153c8d53f8de7f85edf6a70b,8b64d322639a6710de2b3f880605b5884bacea7a9b3ea9e07bae2d49fc14b101,580ade2fa3d887010085503a1280fec0df692e0161b0d108671ac424cbbbb57d,aa66a155675ca8bedb1cdfdb8db5a5bc401114fd0f19c22e1452eb884d534a41,230c22565dba90a19ab6913eebf4fa7d742c98e2c8ed1325b9f6c3bef8f01b24,9bb8e9368e6e1ac190ba129092c60e6545245ffe4a033bc9acf21b1d41407725,cac72626c45eb3f19ff5309106e8d119bd01e6310f0d5d527845bdbfd337e0bc,f5de29e972bb77e23330b5bee38dc9703e81a26410b93dc5d7a7e658b1e4ba7d,d10a6b96baa3d215bca304c76012ac74ca1c6864f593df0af1846baf44d7478c,66c893741b0bbb4d0c3b6f2bb401a4c7e7cf13bc30713d34e067e7c89b7a55e0,0bba7efa54de4f6781d9073d0c54fd4f1142bdd011e8fa95e077121b8c3574ed,b6010060a19fe98be633ed005f12324f80ccb87cf30be15b05ddf3722bf2f511,361d0f30e8679c18e215315288135ed0cd8196b11e253d7f0f295485a2bbfbd4
"1","bgm_M06","94002","0","0","0.8","40001","0","100258","0","100258","0","31002008","0","90","31002","0","1.2","0","0","8","0","99002","0","bgm_M06","0","0","0","3100205"
"1","bgm_M06","94002","0","0","0.8","40004","0","100259","0","100259","0","31002009","0","90","31002","90005","1.2","0","200","9","0","90002","0","bgm_M06","0","99002","0","3100206"
"3","bgm_M63","94002","501010021","0","1","40004","0","100261","0","100261","0","31002010","0","90","31002","0","1.2","0","200","10","0","90002","0","bgm_M63","0","99002","0","3100207"
"1","bgm_M06","94002","0","0","0.4","40001","0","100291","0","100291","0","31003001","-50","90","31003","0","1.2","0","0","1","0","99002","0","bgm_M06","0","0","0","3100301"
"1","bgm_M06","94002","0","0","0.4","40001","0","100292","0","100292","0","31003002","-50","90","31003","0","1.2","0","0","2","0","99002","0","bgm_M06","0","0","0","3100302"
"1","bgm_M06","94002","0","0","0.6","40004","0","100293","0","100293","0","31003003","-50","90","31003","0","1.2","0","300","3","0","90002","0","bgm_M06","0","99002","0","3100302"
"1","bgm_M06","94002","0","0","0.65","40001","0","100291","0","100291","0","31003004","-50","90","31003","0","1.2","0","0","4","0","99002","0","bgm_M06","0","0","0","3100303"
"1","bgm_M06","94002","0","0","0.75","40004","0","100292","0","100292","0","31003005","-50","90","31003","0","1.2","0","300","5","0","90002","0","bgm_M06","0","99002","0","3100303"
"1","bgm_M06","94002","0","0","0.75","40001","0","100294","0","100294","0","31003006","-50","90","31003","0","1.2","0","0","6","0","99002","0","bgm_M06","0","0","0","3100304"
"1","bgm_M06","94002","0","0","0.8","40004","0","100295","0","100295","0","31003007","-50","90","31003","0","1.2","0","300","7","0","90002","0","bgm_M06","0","99002","0","3100304"
"1","bgm_M06","94002","0","0","0.85","40001","0","100296","0","100296","0","31003008","-50","90","31003","0","1.2","0","0","8","0","99002","0","bgm_M06","0","0","0","3100305"
"1","bgm_M06","94002","0","0","0.85","40004","0","100297","0","100297","0","31003009","-50","90","31003","90005","1.2","0","300","9","0","90002","0","bgm_M06","0","99002","0","3100307"
"3","bgm_M63","94002","501010031","0","1","40004","0","100313","0","100313","0","31003010","-50","90","31003","0","1.2","0","300","10","0","90002","0","bgm_M63","0","99002","0","3100306"
"1","bgm_M06","94002","0","0","0.7","40004","0","100271","0","100271","0","31004001","-50","90","31004","0","1.2","0","400","1","0","90002","0","bgm_M06","0","99002","0","3100401"
"1","bgm_M06","94002","0","0","0.85","40004","0","100273","0","100273","0","31004002","-50","90","31004","0","1.2","0","400","2","0","90002","0","bgm_M06","0","99002","0","3100401"
"1","bgm_M06","94002","0","0","0.9","40004","0","100274","0","100274","0","31004003","-50","90","31004","0","1.2","0","400","3","0","90002","0","bgm_M06","0","99002","0","3100401"
"1","bgm_M06","94002","0","0","1","40004","0","100277","0","100277","0","31004004","-50","90","31004","90005","1.2","0","400","4","0","90002","0","bgm_M06","0","99002","0","3100403"
"3","bgm_M63","94002","501010041","0","1","40004","0","100283","0","100283","0","31004005","-50","90","31004","0","1.2","0","400","5","0","90002","0","bgm_M63","0","99002","0","3100402"
"1","bgm_M06","94002","0","0","0.7","40004","0","101601","0","101601","0","31005001","-50","90","31005","140001","1.2","0","500","1","0","90002","0","bgm_M06","0","99002","0","3100501"
"1","bgm_M06","94002","0","0","0.85","40004","0","101601","0","101601","0","31005002","-50","90","31005","140001","1.2","0","500","2","0","90002","0","bgm_M06","0","99002","0","3100501"
"1","bgm_M06","94002","0","0","0.9","40004","0","101602","0","101602","0","31005003","-50","90","31005","140001","1.2","0","600","3","0","90002","0","bgm_M06","0","99002","0","3100501"
"1","bgm_M06","94002","0","0","1","40004","0","101602","0","101602","0","31005004","-50","90","31005","140001","1.2","90005","600","4","0","90002","0","bgm_M06","0","99002","0","3100502"
"3","bgm_M63","94002","501010051","0","1","40004","0","101611","0","101611","0","31005005","-50","90","31005","140001","1.6","0","300","5","0","90002","0","bgm_M63","0","99002","0","3100503"
"1","bgm_M06","90002","0","0","0.7","40004","0","102171","0","102171","0","31006001","-50","90","31006","140001","1.2","25001","600","1","0","99002","0","bgm_M06","94002","20000","0","3100601"
"1","bgm_M06","90002","0","0","0.85","40004","0","102172","0","102172","0","31006002","-50","90","31006","140001","1.2","25001","600","2","0","99002","0","bgm_M06","94002","20000","0","3100601"
"1","bgm_M06","90002","0","0","0.9","40004","0","102173","0","102173","0","31006003","-50","90","31006","140001","1.2","25001","800","3","0","99002","0","bgm_M06","94002","20000","0","3100601"
"1","bgm_M06","90002","0","0","1","40004","0","102172","0","102172","0","31006004","-50","90","31006","140001","1.2","25001","800","4","0","99002","0","bgm_M06","90005","20000","0","3100602"
"3","bgm_M63","90002","501010061","0","1","40004","0","102174","0","102174","0","31006005","-50","90","31006","140001","1.3","25001","400","5","0","99002","0","bgm_M63","94002","20000","0","3100603"
"1","bgm_M06","90002","0","0","0.7","40004","0","102741","0","102741","0","31007001","-50","90","31007","140001","1.2","25001","700","1","0","99002","0","bgm_M06","94002","20000","0","3100701"
"1","bgm_M06","90002","0","0","0.85","40004","0","102742","0","102742","0","31007002","-50","90","31007","140001","1.2","25001","700","2","0","99002","0","bgm_M06","94002","20000","0","3100701"
"1","bgm_M06","90002","0","0","0.9","40004","0","102743","0","102743","0","31007003","-50","90","31007","140001","1.2","25001","1000","3","0","99002","0","bgm_M06","94002","20000","0","3100701"
"1","bgm_M06","90002","0","0","1","40004","0","102742","0","102742","0","31007004","-50","90","31007","140001","1.2","25001","1000","4","0","99002","0","bgm_M06","90005","20000","0","3100702"
"3","bgm_M63","90002","501010071","0","1","40004","5.1","102751","0","102751","1","31007005","-50","90","31007","140001","0.5","25001","500","5","0","99002","1","bgm_M63","94002","20000","0","3100703"
"1","bgm_M06","90002","0","0","0.7","40004","0","103002","0","103002","0","31008001","-50","90","31008","140001","1.2","25001","800","1","0","99002","0","bgm_M06","94002","20000","0","3100801"
"1","bgm_M06","90002","0","0","0.85","40004","0","103002","0","103002","0","31008002","-50","90","31008","140001","1.2","25001","800","2","0","99002","0","bgm_M06","94002","20000","0","3100801"
"1","bgm_M06","90002","0","0","0.9","40004","0","103002","0","103002","0","31008003","-50","90","31008","140001","1.2","25001","1200","3","0","99002","0","bgm_M06","94002","20000","0","3100801"
"1","bgm_M06","90002","0","0","1","40004","0","103002","0","103002","0","31008004","-50","90","31008","140001","1.2","25001","1200","4","0","99002","0","bgm_M06","90005","20000","0","3100802"
"4","bgm_M63","90002","0","0","1","40004","2.9","103001","0","103001","1","31008005","-50","90","31008","140001","1.3","25001","600","5","0","99002","1","bgm_M63","94002","20000","0","3100803"
"1","bgm_M06","90002","0","0","0.7","40004","0","103222","0","103222","0","31009001","-50","90","31009","140001","1.2","25001","900","1","0","99002","0","bgm_M06","94002","20000","0","3100901"
"1","bgm_M06","90002","0","0","0.85","40004","0","103221","0","103221","0","31009002","-50","90","31009","140001","1.2","25001","900","2","0","99002","0","bgm_M06","94002","20000","0","3100901"
"1","bgm_M06","90002","0","0","0.9","40004","0","103213","0","103213","0","31009003","-50","90","31009","140001","1.2","25001","1400","3","0","99002","0","bgm_M06","94002","20000","0","3100901"
"1","bgm_M06","90002","0","0","1","40004","0","103211","0","103211","0","31009004","-50","90","31009","140001","1.2","25001","1400","4","0","99002","0","bgm_M06","90005","20000","0","3100902"
"6","bgm_M63","90002","0","0","1","40004","2.9","103232","1","103232","0","31009005","-50","90","31009","140001","1.3","25001","700","5","0","99002","1","bgm_M63","94002","20000","0","3100903"
"3","bgm_M06","90002","501010105","0","1","40004","0","103371","1","103371","0","31010001","-50","90","31010","140001","1.1","25001","1400","1","0","99002","1","bgm_M06","94002","20000","0","3101001"
"3","bgm_M06","90002","501010106","0","1","40004","0","103372","1","103372","0","31010002","-50","90","31010","140001","1.2","25001","1400","2","0","99002","1","bgm_M06","94002","20000","0","3101001"
"3","bgm_M06","90002","501010107","0","1","40004","0","103373","1","103373","0","31010003","-50","90","31010","140001","1.6","25001","1400","3","0","99002","1","bgm_M06","94002","20000","0","3101001"
"3","bgm_M06","90002","501010108","0","1","40004","0","103374","1","103374","0","31010004","-50","90","31010","140001","1.1","25001","1400","4","0","99002","1","bgm_M06","90005","20000","0","3101002"
"6","bgm_M63","90002","0","0","1","40004","0","103371","1","103371","0","31010005","-50","90","31010","140001","1.3","25001","800","5","0","99002","1","bgm_M63","94002","20000","0","3101003"
