079d7324ad16a1d7f9758bdf094a17e7033ec037c6507009f88b9ab1b38615c6,44f2afcbdff16f9e74c4fd3925118b121f1a0a08b3145118756028f4935f0fae,5e84c54c6e5cf2dc511309edb5aa09d6b0f9c94689b4172de4042c60f1065b7a,38e80cbb3efa7d05c40c601474a42a93b564da6f4d16091c921d203d55773ea1,305a479acd63fe9b3b6af19de1930474d4e8359653d4e40ca8d8df1d33b8ca46,4a263e3cc075e936a7a76905873cddae2af282f7d4cb1053b13834fab2d18bbd,4d00e2605e7762a13e2816a0fd2822492bb1583bab8608b492bc78d681197e59,499bb11d800d506b5d526b718ba12e61504fb759aebb79c5c9fc12444293ca26
"1521","4","0","0","0","0","5","72"
"1531","4","0","0","0","0","5","108"
"1541","4","0","0","0","0","5","144"
"1551","4","0","0","0","0","5","180"
"1611","5","0","0","0","0","101","1"
"1711","2","0","0","0","0","100","1"
"1811","3","0","0","0","0","4","84"
"1821","3","0","0","0","0","4","168"
"1831","3","0","0","0","0","4","252"
"1841","3","0","0","0","0","4","336"
"1851","3","0","0","0","0","4","420"
"1911","4","0","0","0","0","3","36"
"1921","4","0","0","0","0","3","72"
"1931","4","0","0","0","0","3","108"
"1941","4","0","0","0","0","3","144"
"1951","4","0","0","0","0","3","180"
"2011","1","0","0","0","0","4","84"
"2021","1","0","0","0","0","4","168"
"2031","1","0","0","0","0","4","252"
"2041","1","0","0","0","0","4","336"
"2051","1","0","0","0","0","4","420"
"2111","3","0","0","0","0","100","1"
"2211","5","0","0","0","0","2","84"
"2221","5","0","0","0","0","2","168"
"2231","5","0","0","0","0","2","252"
"2241","5","0","0","0","0","2","336"
"2251","5","0","0","0","0","2","420"
"2311","1","0","0","0","0","1","44"
"2321","1","0","0","0","0","1","88"
"2331","1","0","0","0","0","1","132"
"2341","1","0","0","0","0","1","176"
"2351","1","0","0","0","0","1","220"
"2411","2","0","0","0","0","2","84"
"2421","2","0","0","0","0","2","168"
"2431","2","0","0","0","0","2","252"
"2441","2","0","0","0","0","2","336"
"2451","2","0","0","0","0","2","420"
"2511","5","0","0","0","0","4","86"
"2521","5","0","0","0","0","4","172"
"2531","5","0","0","0","0","4","258"
"2541","5","0","0","0","0","4","344"
"2551","5","0","0","0","0","4","430"
"2611","1","2","3","4","5","100","1"
"2621","1","2","3","4","5","100","2"
"2631","1","2","3","4","5","100","3"
"2711","1","0","0","0","0","3","36"
"2721","1","0","0","0","0","3","72"
"2731","1","0","0","0","0","3","108"
"2741","1","0","0","0","0","3","144"
"2751","1","0","0","0","0","3","180"
"2811","4","0","0","0","0","4","86"
"2821","4","0","0","0","0","4","172"
"2831","4","0","0","0","0","4","258"
"2841","4","0","0","0","0","4","344"
"2851","4","0","0","0","0","4","430"
"2911","5","0","0","0","0","7","10"
"2921","5","0","0","0","0","7","20"
"2931","5","0","0","0","0","7","30"
"2941","5","0","0","0","0","7","40"
"2951","5","0","0","0","0","7","50"
"3011","2","0","0","0","0","3","36"
"3021","2","0","0","0","0","3","72"
"3031","2","0","0","0","0","3","108"
"3041","2","0","0","0","0","3","144"
"3051","2","0","0","0","0","3","180"
"3111","3","0","0","0","0","1","46"
"3121","3","0","0","0","0","1","92"
"3131","3","0","0","0","0","1","138"
"3141","3","0","0","0","0","1","184"
"3151","3","0","0","0","0","1","230"
"3211","4","0","0","0","0","4","88"
"3221","4","0","0","0","0","4","176"
"3231","4","0","0","0","0","4","264"
"3241","4","0","0","0","0","4","352"
"3251","4","0","0","0","0","4","440"
"3311","1","0","0","0","0","4","86"
"3321","1","0","0","0","0","4","172"
"3331","1","0","0","0","0","4","258"
"3341","1","0","0","0","0","4","344"
"3351","1","0","0","0","0","4","430"
"3411","2","0","0","0","0","2","86"
"3421","2","0","0","0","0","2","172"
"3431","2","0","0","0","0","2","258"
"3441","2","0","0","0","0","2","344"
"3451","2","0","0","0","0","2","430"
"3511","3","0","0","0","0","5","38"
"3521","3","0","0","0","0","5","76"
"3531","3","0","0","0","0","5","114"
"3541","3","0","0","0","0","5","152"
"3551","3","0","0","0","0","5","190"
"3611","4","0","0","0","0","2","86"
"3621","4","0","0","0","0","2","172"
"3631","4","0","0","0","0","2","258"
"3641","4","0","0","0","0","2","344"
"3651","4","0","0","0","0","2","430"
"3711","5","0","0","0","0","4","88"
"3721","5","0","0","0","0","4","176"
"3731","5","0","0","0","0","4","264"
"3741","5","0","0","0","0","4","352"
"3751","5","0","0","0","0","4","440"
"3811","2","0","0","0","0","1","44"
"3821","2","0","0","0","0","1","88"
"3831","2","0","0","0","0","1","132"
"3841","2","0","0","0","0","1","176"
"3851","2","0","0","0","0","1","220"
"3911","3","0","0","0","0","4","86"
"3921","3","0","0","0","0","4","172"
"3931","3","0","0","0","0","4","258"
"3941","3","0","0","0","0","4","344"
"3951","3","0","0","0","0","4","430"
"4011","5","0","0","0","0","3","36"
"4021","5","0","0","0","0","3","72"
"4031","5","0","0","0","0","3","108"
"4041","5","0","0","0","0","3","144"
"4051","5","0","0","0","0","3","180"
"4111","2","0","0","0","0","7","10"
"4121","2","0","0","0","0","7","20"
"4131","2","0","0","0","0","7","30"
"4141","2","0","0","0","0","7","40"
"4151","2","0","0","0","0","7","50"
"4211","1","0","0","0","0","2","88"
"4221","1","0","0","0","0","2","176"
"4231","1","0","0","0","0","2","264"
"4241","1","0","0","0","0","2","352"
"4251","1","0","0","0","0","2","440"
"4311","4","0","0","0","0","3","38"
"4321","4","0","0","0","0","3","76"
"4331","4","0","0","0","0","3","114"
"4341","4","0","0","0","0","3","152"
"4351","4","0","0","0","0","3","190"
"4411","5","0","0","0","0","1","58"
"4421","5","0","0","0","0","1","116"
"4431","5","0","0","0","0","1","174"
"4441","5","0","0","0","0","1","232"
"4451","5","0","0","0","0","1","290"
"4511","2","0","0","0","0","2","88"
"4521","2","0","0","0","0","2","176"
"4531","2","0","0","0","0","2","264"
"4541","2","0","0","0","0","2","352"
"4551","2","0","0","0","0","2","440"
"4611","3","0","0","0","0","2","86"
"4621","3","0","0","0","0","2","172"
"4631","3","0","0","0","0","2","258"
"4641","3","0","0","0","0","2","344"
"4651","3","0","0","0","0","2","430"
"4711","4","0","0","0","0","7","10"
"4721","4","0","0","0","0","7","20"
"4731","4","0","0","0","0","7","30"
"4741","4","0","0","0","0","7","40"
"4751","4","0","0","0","0","7","50"
"4811","1","0","0","0","0","3","38"
"4821","1","0","0","0","0","3","76"
"4831","1","0","0","0","0","3","114"
"4841","1","0","0","0","0","3","152"
"4851","1","0","0","0","0","3","190"
"4911","2","0","0","0","0","5","38"
"4921","2","0","0","0","0","5","76"
"4931","2","0","0","0","0","5","114"
"4941","2","0","0","0","0","5","152"
"4951","2","0","0","0","0","5","190"
"5011","5","0","0","0","0","2","86"
"5021","5","0","0","0","0","2","172"
"5031","5","0","0","0","0","2","258"
"5041","5","0","0","0","0","2","344"
"5051","5","0","0","0","0","2","430"
"5111","1","0","0","0","0","4","88"
"5121","1","0","0","0","0","4","176"
"5131","1","0","0","0","0","4","264"
"5141","1","0","0","0","0","4","352"
"5151","1","0","0","0","0","4","440"
"5211","3","0","0","0","0","3","36"
"5221","3","0","0","0","0","3","72"
"5231","3","0","0","0","0","3","108"
"5241","3","0","0","0","0","3","144"
"5251","3","0","0","0","0","3","180"
"5311","4","0","0","0","0","7","15"
"5321","4","0","0","0","0","7","30"
"5331","4","0","0","0","0","7","45"
"5341","4","0","0","0","0","7","60"
"5351","4","0","0","0","0","7","75"
"5411","1","2","3","4","5","101","1"
"5421","1","2","3","4","5","101","2"
"5431","1","2","3","4","5","101","3"
"5511","1","0","0","0","0","4","90"
"5521","1","0","0","0","0","4","180"
"5531","1","0","0","0","0","4","270"
"5541","1","0","0","0","0","4","360"
"5551","1","0","0","0","0","4","450"
"5611","2","0","0","0","0","100","1"
"5621","2","0","0","0","0","100","2"
"5711","5","0","0","0","0","6","10"
"5721","5","0","0","0","0","6","20"
"5731","5","0","0","0","0","6","30"
"5741","5","0","0","0","0","6","40"
"5751","5","0","0","0","0","6","50"
"5811","2","0","0","0","0","2","90"
"5821","2","0","0","0","0","2","180"
"5831","2","0","0","0","0","2","270"
"5841","2","0","0","0","0","2","360"
"5851","2","0","0","0","0","2","450"
"5911","3","0","0","0","0","1","48"
"5921","3","0","0","0","0","1","96"
"5931","3","0","0","0","0","1","144"
"5941","3","0","0","0","0","1","192"
"5951","3","0","0","0","0","1","240"
"6011","5","0","0","0","0","101","1"
"6021","5","0","0","0","0","101","2"
"6111","1","0","0","0","0","2","90"
"6121","1","0","0","0","0","2","180"
"6131","1","0","0","0","0","2","270"
"6141","1","0","0","0","0","2","360"
"6151","1","0","0","0","0","2","450"
"6211","2","0","0","0","0","3","38"
"6221","2","0","0","0","0","3","76"
"6231","2","0","0","0","0","3","114"
"6241","2","0","0","0","0","3","152"
"6251","2","0","0","0","0","3","190"
"6311","3","0","0","0","0","2","88"
"6321","3","0","0","0","0","2","176"
"6331","3","0","0","0","0","2","264"
"6341","3","0","0","0","0","2","352"
"6351","3","0","0","0","0","2","440"
"6411","4","0","0","0","0","2","88"
"6421","4","0","0","0","0","2","176"
"6431","4","0","0","0","0","2","264"
"6441","4","0","0","0","0","2","352"
"6451","4","0","0","0","0","2","440"
"6511","1","0","0","0","0","7","10"
"6521","1","0","0","0","0","7","20"
"6531","1","0","0","0","0","7","30"
"6541","1","0","0","0","0","7","40"
"6551","1","0","0","0","0","7","50"
"6611","4","0","0","0","0","100","1"
"6711","5","0","0","0","0","5","36"
"6721","5","0","0","0","0","5","72"
"6731","5","0","0","0","0","5","108"
"6741","5","0","0","0","0","5","144"
"6751","5","0","0","0","0","5","180"
"6811","1","0","0","0","0","5","36"
"6821","1","0","0","0","0","5","72"
"6831","1","0","0","0","0","5","108"
"6841","1","0","0","0","0","5","144"
"6851","1","0","0","0","0","5","180"
"6911","2","0","0","0","0","4","86"
"6921","2","0","0","0","0","4","172"
"6931","2","0","0","0","0","4","258"
"6941","2","0","0","0","0","4","344"
"6951","2","0","0","0","0","4","430"
"7011","4","0","0","0","0","6","10"
"7021","4","0","0","0","0","6","20"
"7031","4","0","0","0","0","6","30"
"7041","4","0","0","0","0","6","40"
"7051","4","0","0","0","0","6","50"
"7111","1","0","0","0","0","6","10"
"7121","1","0","0","0","0","6","20"
"7131","1","0","0","0","0","6","30"
"7141","1","0","0","0","0","6","40"
"7151","1","0","0","0","0","6","50"
"7211","3","0","0","0","0","101","1"
"7311","3","0","0","0","0","3","38"
"7321","3","0","0","0","0","3","76"
"7331","3","0","0","0","0","3","114"
"7341","3","0","0","0","0","3","152"
"7351","3","0","0","0","0","3","190"
"7411","4","0","0","0","0","1","56"
"7421","4","0","0","0","0","1","112"
"7431","4","0","0","0","0","1","168"
"7441","4","0","0","0","0","1","224"
"7451","4","0","0","0","0","1","280"
"7511","2","0","0","0","0","5","40"
"7521","2","0","0","0","0","5","80"
"7531","2","0","0","0","0","5","120"
"7541","2","0","0","0","0","5","160"
"7551","2","0","0","0","0","5","200"
"7611","4","0","0","0","0","4","90"
"7621","4","0","0","0","0","4","180"
"7631","4","0","0","0","0","4","270"
"7641","4","0","0","0","0","4","360"
"7651","4","0","0","0","0","4","450"
"7711","5","0","0","0","0","100","1"
"7811","1","0","0","0","0","101","1"
"7821","1","0","0","0","0","101","2"
"7911","4","0","0","0","0","3","40"
"7921","4","0","0","0","0","3","80"
"7931","4","0","0","0","0","3","120"
"7941","4","0","0","0","0","3","160"
"7951","4","0","0","0","0","3","200"
"8011","3","0","0","0","0","7","10"
"8021","3","0","0","0","0","7","20"
"8031","3","0","0","0","0","7","30"
"8041","3","0","0","0","0","7","40"
"8051","3","0","0","0","0","7","50"
"8111","5","0","0","0","0","3","38"
"8121","5","0","0","0","0","3","76"
"8131","5","0","0","0","0","3","114"
"8141","5","0","0","0","0","3","152"
"8151","5","0","0","0","0","3","190"
"8211","1","2","3","4","5","6","15"
"8221","1","2","3","4","5","6","30"
"8231","1","2","3","4","5","6","45"
"8241","1","2","3","4","5","6","60"
"8251","1","2","3","4","5","6","75"
"8311","2","0","0","0","0","6","10"
"8321","2","0","0","0","0","6","20"
"8331","2","0","0","0","0","6","30"
"8341","2","0","0","0","0","6","40"
"8351","2","0","0","0","0","6","50"
"8411","4","0","0","0","0","1","58"
"8421","4","0","0","0","0","1","116"
"8431","4","0","0","0","0","1","174"
"8441","4","0","0","0","0","1","232"
"8451","4","0","0","0","0","1","290"
"8511","1","0","0","0","0","2","92"
"8521","1","0","0","0","0","2","184"
"8531","1","0","0","0","0","2","276"
"8541","1","0","0","0","0","2","368"
"8551","1","0","0","0","0","2","460"
"8611","3","0","0","0","0","5","40"
"8621","3","0","0","0","0","5","80"
"8631","3","0","0","0","0","5","120"
"8641","3","0","0","0","0","5","160"
"8651","3","0","0","0","0","5","200"
"8711","1","0","0","0","0","1","46"
"8721","1","0","0","0","0","1","92"
"8731","1","0","0","0","0","1","138"
"8741","1","0","0","0","0","1","184"
"8751","1","0","0","0","0","1","230"
"8811","2","0","0","0","0","7","15"
"8821","2","0","0","0","0","7","30"
"8831","2","0","0","0","0","7","45"
"8841","2","0","0","0","0","7","60"
"8851","2","0","0","0","0","7","75"
"8911","5","0","0","0","0","4","90"
"8921","5","0","0","0","0","4","180"
"8931","5","0","0","0","0","4","270"
"8941","5","0","0","0","0","4","360"
"8951","5","0","0","0","0","4","450"
"9011","2","0","0","0","0","4","88"
"9021","2","0","0","0","0","4","176"
"9031","2","0","0","0","0","4","264"
"9041","2","0","0","0","0","4","352"
"9051","2","0","0","0","0","4","440"
"9111","3","0","0","0","0","5","42"
"9121","3","0","0","0","0","5","84"
"9131","3","0","0","0","0","5","126"
"9141","3","0","0","0","0","5","168"
"9151","3","0","0","0","0","5","210"
"9211","4","0","0","0","0","6","15"
"9221","4","0","0","0","0","6","30"
"9231","4","0","0","0","0","6","45"
"9241","4","0","0","0","0","6","60"
"9251","4","0","0","0","0","6","75"
"9311","5","0","0","0","0","3","40"
"9321","5","0","0","0","0","3","80"
"9331","5","0","0","0","0","3","120"
"9341","5","0","0","0","0","3","160"
"9351","5","0","0","0","0","3","200"
"9411","1","0","0","0","0","5","38"
"9421","1","0","0","0","0","5","76"
"9431","1","0","0","0","0","5","114"
"9441","1","0","0","0","0","5","152"
"9451","1","0","0","0","0","5","190"
"9511","3","0","0","0","0","3","40"
"9521","3","0","0","0","0","3","80"
"9531","3","0","0","0","0","3","120"
"9541","3","0","0","0","0","3","160"
"9551","3","0","0","0","0","3","200"
"9611","4","0","0","0","0","4","92"
"9621","4","0","0","0","0","4","184"
"9631","4","0","0","0","0","4","276"
"9641","4","0","0","0","0","4","368"
"9651","4","0","0","0","0","4","460"
"9711","5","0","0","0","0","7","15"
"9721","5","0","0","0","0","7","30"
"9731","5","0","0","0","0","7","45"
"9741","5","0","0","0","0","7","60"
"9751","5","0","0","0","0","7","75"
"9811","2","0","0","0","0","3","40"
"9821","2","0","0","0","0","3","80"
"9831","2","0","0","0","0","3","120"
"9841","2","0","0","0","0","3","160"
"9851","2","0","0","0","0","3","200"
"9911","3","0","0","0","0","2","90"
"9921","3","0","0","0","0","2","180"
"9931","3","0","0","0","0","2","270"
"9941","3","0","0","0","0","2","360"
"9951","3","0","0","0","0","2","450"
"10011","4","0","0","0","0","2","90"
"10021","4","0","0","0","0","2","180"
"10031","4","0","0","0","0","2","270"
"10041","4","0","0","0","0","2","360"
"10051","4","0","0","0","0","2","450"
"10111","1","0","0","0","0","5","40"
"10121","1","0","0","0","0","5","80"
"10131","1","0","0","0","0","5","120"
"10141","1","0","0","0","0","5","160"
"10151","1","0","0","0","0","5","200"
"10211","2","0","0","0","0","1","46"
"10221","2","0","0","0","0","1","92"
"10231","2","0","0","0","0","1","138"
"10241","2","0","0","0","0","1","184"
"10251","2","0","0","0","0","1","230"
"10311","5","0","0","0","0","3","42"
"10321","5","0","0","0","0","3","84"
"10331","5","0","0","0","0","3","126"
"10341","5","0","0","0","0","3","168"
"10351","5","0","0","0","0","3","210"
"10411","3","0","0","0","0","6","10"
"10421","3","0","0","0","0","6","20"
"10431","3","0","0","0","0","6","30"
"10441","3","0","0","0","0","6","40"
"10451","3","0","0","0","0","6","50"
"10511","5","0","0","0","0","5","38"
"10521","5","0","0","0","0","5","76"
"10531","5","0","0","0","0","5","114"
"10541","5","0","0","0","0","5","152"
"10551","5","0","0","0","0","5","190"
"10611","1","0","0","0","0","7","15"
"10621","1","0","0","0","0","7","30"
"10631","1","0","0","0","0","7","45"
"10641","1","0","0","0","0","7","60"
"10651","1","0","0","0","0","7","75"
"10711","2","0","0","0","0","5","42"
"10721","2","0","0","0","0","5","84"
"10731","2","0","0","0","0","5","126"
"10741","2","0","0","0","0","5","168"
"10751","2","0","0","0","0","5","210"
"10811","3","0","0","0","0","4","88"
"10821","3","0","0","0","0","4","176"
"10831","3","0","0","0","0","4","264"
"10841","3","0","0","0","0","4","352"
"10851","3","0","0","0","0","4","440"
"10911","5","0","0","0","0","2","88"
"10921","5","0","0","0","0","2","176"
"10931","5","0","0","0","0","2","264"
"10941","5","0","0","0","0","2","352"
"10951","5","0","0","0","0","2","440"
"11011","1","2","3","4","5","7","15"
"11021","1","2","3","4","5","7","30"
"11031","1","2","3","4","5","7","45"
"11041","1","2","3","4","5","7","60"
"11051","1","2","3","4","5","7","75"
"11111","2","0","0","0","0","6","15"
"11121","2","0","0","0","0","6","30"
"11131","2","0","0","0","0","6","45"
"11141","2","0","0","0","0","6","60"
"11151","2","0","0","0","0","6","75"
"11211","4","0","0","0","0","2","92"
"11221","4","0","0","0","0","2","184"
"11231","4","0","0","0","0","2","276"
"11241","4","0","0","0","0","2","368"
"11251","4","0","0","0","0","2","460"
"11311","5","0","0","0","0","4","92"
"11321","5","0","0","0","0","4","184"
"11331","5","0","0","0","0","4","276"
"11341","5","0","0","0","0","4","368"
"11351","5","0","0","0","0","4","460"
"11411","2","0","0","0","0","2","92"
"11421","2","0","0","0","0","2","184"
"11431","2","0","0","0","0","2","276"
"11441","2","0","0","0","0","2","368"
"11451","2","0","0","0","0","2","460"
"11511","3","0","0","0","0","4","90"
"11521","3","0","0","0","0","4","180"
"11531","3","0","0","0","0","4","270"
"11541","3","0","0","0","0","4","360"
"11551","3","0","0","0","0","4","450"
"11611","4","0","0","0","0","7","20"
"11621","4","0","0","0","0","7","40"
"11631","4","0","0","0","0","7","60"
"11641","4","0","0","0","0","7","80"
"11651","4","0","0","0","0","7","100"
"11711","2","0","0","0","0","1","48"
"11721","2","0","0","0","0","1","96"
"11731","2","0","0","0","0","1","144"
"11741","2","0","0","0","0","1","192"
"11751","2","0","0","0","0","1","240"
"11811","3","0","0","0","0","6","15"
"11821","3","0","0","0","0","6","30"
"11831","3","0","0","0","0","6","45"
"11841","3","0","0","0","0","6","60"
"11851","3","0","0","0","0","6","75"
"11911","5","0","0","0","0","3","44"
"11921","5","0","0","0","0","3","88"
"11931","5","0","0","0","0","3","132"
"11941","5","0","0","0","0","3","176"
"11951","5","0","0","0","0","3","220"
"12011","1","0","0","0","0","5","42"
"12021","1","0","0","0","0","5","84"
"12031","1","0","0","0","0","5","126"
"12041","1","0","0","0","0","5","168"
"12051","1","0","0","0","0","5","210"
"12111","3","0","0","0","0","2","92"
"12121","3","0","0","0","0","2","184"
"12131","3","0","0","0","0","2","276"
"12141","3","0","0","0","0","2","368"
"12151","3","0","0","0","0","2","460"
"12211","4","0","0","0","0","100","1"
"12221","4","0","0","0","0","100","2"
"12311","1","0","0","0","0","6","15"
"12321","1","0","0","0","0","6","30"
"12331","1","0","0","0","0","6","45"
"12341","1","0","0","0","0","6","60"
"12351","1","0","0","0","0","6","75"
"12411","2","0","0","0","0","4","90"
"12421","2","0","0","0","0","4","180"
"12431","2","0","0","0","0","4","270"
"12441","2","0","0","0","0","4","360"
"12451","2","0","0","0","0","4","450"
"12511","3","0","0","0","0","7","15"
"12521","3","0","0","0","0","7","30"
"12531","3","0","0","0","0","7","45"
"12541","3","0","0","0","0","7","60"
"12551","3","0","0","0","0","7","75"
"12611","5","0","0","0","0","101","1"
"12621","5","0","0","0","0","101","2"
"12631","5","0","0","0","0","101","3"
"12711","3","0","0","0","0","3","42"
"12721","3","0","0","0","0","3","84"
"12731","3","0","0","0","0","3","126"
"12741","3","0","0","0","0","3","168"
"12751","3","0","0","0","0","3","210"
"12811","4","0","0","0","0","5","38"
"12821","4","0","0","0","0","5","76"
"12831","4","0","0","0","0","5","114"
"12841","4","0","0","0","0","5","152"
"12851","4","0","0","0","0","5","190"
"12911","1","0","0","0","0","1","48"
"12921","1","0","0","0","0","1","96"
"12931","1","0","0","0","0","1","144"
"12941","1","0","0","0","0","1","192"
"12951","1","0","0","0","0","1","240"
"13011","2","0","0","0","0","5","44"
"13021","2","0","0","0","0","5","88"
"13031","2","0","0","0","0","5","132"
"13041","2","0","0","0","0","5","176"
"13051","2","0","0","0","0","5","220"
"13111","4","0","0","0","0","6","20"
"13121","4","0","0","0","0","6","40"
"13131","4","0","0","0","0","6","60"
"13141","4","0","0","0","0","6","80"
"13151","4","0","0","0","0","6","100"
"13211","5","0","0","0","0","2","90"
"13221","5","0","0","0","0","2","180"
"13231","5","0","0","0","0","2","270"
"13241","5","0","0","0","0","2","360"
"13251","5","0","0","0","0","2","450"
"13311","1","0","0","0","0","101","1"
"13321","1","0","0","0","0","101","2"
"13331","1","0","0","0","0","101","3"
"13411","4","0","0","0","0","101","1"
"13511","5","0","0","0","0","1","62"
"13521","5","0","0","0","0","1","124"
"13531","5","0","0","0","0","1","186"
"13541","5","0","0","0","0","1","248"
"13551","5","0","0","0","0","1","310"
"13611","1","0","0","0","0","4","92"
"13621","1","0","0","0","0","4","184"
"13631","1","0","0","0","0","4","276"
"13641","1","0","0","0","0","4","368"
"13651","1","0","0","0","0","4","460"
"13711","5","0","0","0","0","5","40"
"13721","5","0","0","0","0","5","80"
"13731","5","0","0","0","0","5","120"
"13741","5","0","0","0","0","5","160"
"13751","5","0","0","0","0","5","200"
"13811","1","2","3","4","5","5","42"
"13821","1","2","3","4","5","5","84"
"13831","1","2","3","4","5","5","126"
"13841","1","2","3","4","5","5","168"
"13851","1","2","3","4","5","5","210"
"13911","3","0","0","0","0","6","20"
"13921","3","0","0","0","0","6","40"
"13931","3","0","0","0","0","6","60"
"13941","3","0","0","0","0","6","80"
"13951","3","0","0","0","0","6","100"
"14011","4","0","0","0","0","5","40"
"14021","4","0","0","0","0","5","80"
"14031","4","0","0","0","0","5","120"
"14041","4","0","0","0","0","5","160"
"14051","4","0","0","0","0","5","200"
"14111","1","0","0","0","0","3","40"
"14121","1","0","0","0","0","3","80"
"14131","1","0","0","0","0","3","120"
"14141","1","0","0","0","0","3","160"
"14151","1","0","0","0","0","3","200"
"14211","2","0","0","0","0","2","94"
"14221","2","0","0","0","0","2","188"
"14231","2","0","0","0","0","2","282"
"14241","2","0","0","0","0","2","376"
"14251","2","0","0","0","0","2","470"
"14311","4","0","0","0","0","1","62"
"14321","4","0","0","0","0","1","124"
"14331","4","0","0","0","0","1","186"
"14341","4","0","0","0","0","1","248"
"14351","4","0","0","0","0","1","310"
"14411","5","0","0","0","0","2","92"
"14421","5","0","0","0","0","2","184"
"14431","5","0","0","0","0","2","276"
"14441","5","0","0","0","0","2","368"
"14451","5","0","0","0","0","2","460"
"14511","1","0","0","0","0","7","20"
"14521","1","0","0","0","0","7","40"
"14531","1","0","0","0","0","7","60"
"14541","1","0","0","0","0","7","80"
"14551","1","0","0","0","0","7","100"
"14611","2","0","0","0","0","5","46"
"14621","2","0","0","0","0","5","92"
"14631","2","0","0","0","0","5","138"
"14641","2","0","0","0","0","5","184"
"14651","2","0","0","0","0","5","230"
"14711","3","0","0","0","0","101","1"
"14721","3","0","0","0","0","101","2"
"14811","4","0","0","0","0","101","1"
"14821","4","0","0","0","0","101","2"
"14911","3","0","0","0","0","1","50"
"14921","3","0","0","0","0","1","100"
"14931","3","0","0","0","0","1","150"
"14941","3","0","0","0","0","1","200"
"14951","3","0","0","0","0","1","250"
"15011","5","0","0","0","0","5","42"
"15021","5","0","0","0","0","5","84"
"15031","5","0","0","0","0","5","126"
"15041","5","0","0","0","0","5","168"
"15051","5","0","0","0","0","5","210"
"15111","1","0","0","0","0","5","44"
"15121","1","0","0","0","0","5","88"
"15131","1","0","0","0","0","5","132"
"15141","1","0","0","0","0","5","176"
"15151","1","0","0","0","0","5","220"
"15211","1","0","0","0","0","100","1"
"15311","2","0","0","0","0","101","1"
"15321","2","0","0","0","0","101","2"
"15411","3","0","0","0","0","2","94"
"15421","3","0","0","0","0","2","188"
"15431","3","0","0","0","0","2","282"
"15441","3","0","0","0","0","2","376"
"15451","3","0","0","0","0","2","470"
"15511","4","0","0","0","0","5","42"
"15521","4","0","0","0","0","5","84"
