98e1cd20370d60683509f117205230a08c950570f644c5329fb6acee9d959a87,fdc8f2373e6de0e55e809f87e19d00ae68a66fed8e32291394b94de8d9fdb190,234864a4f83eedd5bd60c03c0160d860483485935f9f87d087253afedb2af3f4,7155aaf6934a847ab84d7d5db0061b9c38fe5d6ee0c615b1b1fec88ec6a80f6b,842e2cdc455e9caa5997da35aa8f8c86a4e10e3e6e82249dbde86c70c38fae5a,05145c4535cfcdaf31d13cb393819b26e26b99490e6dc5697c42a3acdbf92bc9
"-1153","3","2","-1226","2816","761"
"-1115","3","2","-1153","2816","771"
"-1115","3","2","-1115","2816","781"
"-1077","3","2","-1115","2816","791"
"-1077","3","2","-1077","2816","801"
"-1039","3","2","-1077","2816","811"
"-1001","3","2","-1039","2816","821"
"-1001","3","2","-1001","2816","831"
"-963","3","2","-1001","2816","841"
"-963","3","2","-963","2816","851"
"-963","3","2","-963","2816","861"
"-925","3","2","-963","2816","871"
"-887","3","2","-925","2816","881"
"-887","3","2","-887","2816","891"
"-887","3","2","-887","2816","901"
"-849","3","2","-887","2816","911"
"-811","3","2","-849","2816","921"
"-773","3","2","-811","2816","931"
"-735","3","2","-773","2816","941"
"-697","3","2","-735","2816","951"
"-659","3","2","-697","2816","961"
"-621","3","2","-659","2816","971"
"-583","3","2","-621","2816","981"
"-583","3","2","-583","2816","991"
"-583","3","2","-583","2816","1001"
"-583","3","2","-583","2816","1011"
"-545","3","2","-583","2816","1021"
"-507","3","2","-545","2816","1031"
"-507","3","2","-507","2816","1041"
"-507","3","2","-507","2816","1051"
"-434","3","2","-507","2816","1061"
"-1137","4","2","-1220","2816","1071"
"-1096","4","2","-1137","2816","1081"
"-1096","4","2","-1096","2816","1091"
"-1096","4","2","-1096","2816","1101"
"-1096","4","2","-1096","2816","1111"
"-1096","4","2","-1096","2816","1121"
"-1055","4","2","-1096","2816","1131"
"-1014","4","2","-1055","2816","1141"
"-1014","4","2","-1014","2816","1151"
"-1014","4","2","-1014","2816","1161"
"-1014","4","2","-1014","2816","1171"
"-973","4","2","-1014","2816","1181"
"-932","4","2","-973","2816","1191"
"-891","4","2","-932","2816","1201"
"-891","4","2","-891","2816","1211"
"-891","4","2","-891","2816","1221"
"-891","4","2","-891","2816","1231"
"-850","4","2","-891","2816","1241"
"-809","4","2","-850","2816","1251"
"-809","4","2","-809","2816","1261"
"-809","4","2","-809","2816","1271"
"-768","4","2","-809","2816","1281"
"-727","4","2","-768","2816","1291"
"-686","4","2","-727","2816","1301"
"-686","4","2","-686","2816","1311"
"-645","4","2","-686","2816","1321"
"-604","4","2","-645","2816","1331"
"-563","4","2","-604","2816","1341"
"-522","4","2","-563","2816","1351"
"-439","4","2","-522","2816","1361"
"-1166","5","2","-1230","2816","1371"
"-1129","5","2","-1166","2816","1381"
"-1129","5","2","-1129","2816","1391"
"-1129","5","2","-1129","2816","1401"
"-1129","5","2","-1129","2816","1411"
"-1092","5","2","-1129","2816","1421"
"-1092","5","2","-1092","2816","1431"
"-1055","5","2","-1092","2816","1441"
"-1018","5","2","-1055","2816","1451"
"-981","5","2","-1018","2816","1461"
"-981","5","2","-981","2816","1471"
"-944","5","2","-981","2816","1481"
"-907","5","2","-944","2816","1491"
"-870","5","2","-907","2816","1501"
"-833","5","2","-870","2816","1511"
"-796","5","2","-833","2816","1521"
"-759","5","2","-796","2816","1531"
"-722","5","2","-759","2816","1541"
"-722","5","2","-722","2816","1551"
"-722","5","2","-722","2816","1561"
"-685","5","2","-722","2816","1571"
"-648","5","2","-685","2816","1581"
"-611","5","2","-648","2816","1591"
"-574","5","2","-611","2816","1601"
"-574","5","2","-574","2816","1611"
"-537","5","2","-574","2816","1621"
"-500","5","2","-537","2816","1631"
"-500","5","2","-500","2816","1641"
"-500","5","2","-500","2816","1651"
"-500","5","2","-500","2816","1661"
"-436","5","2","-500","2816","1671"
"-1115","6","2","-1230","2816","1681"
"-1035","6","2","-1115","2816","1691"
"-955","6","2","-1035","2816","1701"
"-875","6","2","-955","2816","1711"
"-795","6","2","-875","2816","1721"
"-715","6","2","-795","2816","1731"
"-715","6","2","-715","2816","1741"
"-635","6","2","-715","2816","1751"
"-635","6","2","-635","2816","1761"
"-635","6","2","-635","2816","1771"
"-635","6","2","-635","2816","1781"
"-635","6","2","-635","2816","1782"
"-555","6","2","-635","2816","1791"
"-440","6","2","-555","2816","1801"
"-1225","7","2","-1225","2816","1811"
"-1135","7","2","-1225","2816","1821"
"-1080","7","2","-1135","2816","1831"
"-1025","7","2","-1080","2816","1841"
"-970","7","2","-1025","2816","1851"
"-915","7","2","-970","2816","1861"
"-860","7","2","-915","2816","1871"
"-860","7","2","-860","2816","1881"
"-805","7","2","-860","2816","1891"
"-750","7","2","-805","2816","1901"
"-695","7","2","-750","2816","1911"
"-695","7","2","-695","2816","1921"
"-640","7","2","-695","2816","1931"
"-640","7","2","-640","2816","1941"
"-585","7","2","-640","2816","1951"
"-530","7","2","-585","2816","1961"
"-440","7","2","-530","2816","1971"
"-440","7","2","-440","2816","1981"
"-1380","8","1","-1480","2816","1991"
"-1380","8","1","-1380","2816","2001"
"-1325","8","1","-1380","2816","2011"
"-1270","8","1","-1325","2816","2021"
"-1270","8","1","-1270","2816","2031"
"-1215","8","1","-1270","2816","2041"
"-1215","8","1","-1215","2816","2051"
"-1160","8","1","-1215","2816","2061"
"-1105","8","1","-1160","2816","2071"
"-1050","8","1","-1105","2816","2081"
"-995","8","1","-1050","2816","2091"
"-995","8","1","-995","2816","2101"
"-940","8","1","-995","2816","2111"
"-885","8","1","-940","2816","2121"
"-885","8","1","-885","2816","2131"
"-830","8","1","-885","2816","2141"
"-775","8","1","-830","2816","2151"
"-720","8","1","-775","2816","2161"
"-720","8","1","-720","2816","2171"
"-665","8","1","-720","2816","2181"
"-610","8","1","-665","2816","2191"
"-610","8","1","-610","2816","2201"
"-555","8","1","-610","2816","2211"
"-500","8","1","-555","2816","2221"
"-445","8","1","-500","2816","2231"
"-390","8","1","-445","2816","2241"
"-335","8","1","-390","2816","2251"
"-280","8","1","-335","2816","2261"
"-280","8","1","-280","2816","2271"
"-230","8","1","-280","2816","2281"
"-1192","9","2","-1240","2816","2291"
"-1148","9","2","-1192","2816","2301"
"-1105","9","2","-1148","2816","2311"
"-1105","9","2","-1105","2816","2321"
"-1062","9","2","-1105","2816","2331"
"-1019","9","2","-1062","2816","2341"
"-976","9","2","-1019","2816","2351"
"-976","9","2","-976","2816","2361"
"-976","9","2","-976","2816","2371"
"-976","9","2","-976","2816","2381"
"-934","9","2","-976","2816","2391"
"-892","9","2","-934","2816","2401"
"-892","9","2","-892","2816","2411"
"-892","9","2","-892","2816","2421"
"-850","9","2","-892","2816","2431"
"-808","9","2","-850","2816","2441"
"-766","9","2","-808","2816","2451"
"-766","9","2","-766","2816","2461"
"-766","9","2","-766","2816","2471"
"-766","9","2","-766","2816","2481"
"-766","9","2","-766","2816","2491"
"-724","9","2","-766","2816","2501"
"-682","9","2","-724","2816","2511"
"-682","9","2","-682","2816","2521"
"-682","9","2","-682","2816","2531"
"-640","9","2","-682","2816","2541"
"-598","9","2","-640","2816","2551"
"-556","9","2","-598","2816","2561"
"-514","9","2","-556","2816","2571"
"-472","9","2","-514","2816","2581"
"-430","9","2","-472","2816","2591"
"-1440","10","1","-1440","2816","2601"
"-1440","10","1","-1440","2816","2611"
"-1440","10","1","-1440","2816","2621"
"-1440","10","1","-1440","2816","2622"
"-1440","10","1","-1440","2816","2623"
"-1373","10","1","-1440","2816","2631"
"-1308","10","1","-1373","2816","2641"
"-1244","10","1","-1308","2816","2651"
"-1181","10","1","-1244","2816","2661"
"-1118","10","1","-1181","2816","2671"
"-1055","10","1","-1118","2816","2681"
"-992","10","1","-1055","2816","2691"
"-992","10","1","-992","2816","2701"
"-929","10","1","-992","2816","2711"
"-866","10","1","-929","2816","2721"
"-803","10","1","-866","2816","2731"
"-740","10","1","-803","2816","2741"
"-677","10","1","-740","2816","2751"
"-614","10","1","-677","2816","2761"
"-551","10","1","-614","2816","2771"
"-551","10","1","-551","2816","2781"
"-551","10","1","-551","2816","2791"
"-551","10","1","-551","2816","2801"
"-551","10","1","-551","2816","2811"
"-551","10","1","-551","2816","2821"
"-551","10","1","-551","2816","2831"
"-551","10","1","-551","2816","2841"
"-488","10","1","-551","2816","2851"
"-425","10","1","-488","2816","2861"
"-361","10","1","-425","2816","2871"
"-296","10","1","-361","2816","2881"
"-230","10","1","-296","2816","2891"
"-1240","11","2","-1240","2816","2901"
"-1203","11","2","-1240","2816","2911"
"-1168","11","2","-1203","2816","2921"
"-1133","11","2","-1168","2816","2931"
"-1098","11","2","-1133","2816","2941"
"-1063","11","2","-1098","2816","2951"
"-1028","11","2","-1063","2816","2961"
"-993","11","2","-1028","2816","2971"
"-958","11","2","-993","2816","2981"
"-923","11","2","-958","2816","2991"
"-888","11","2","-923","2816","3001"
"-888","11","2","-888","2816","3011"
"-853","11","2","-888","2816","3021"
"-853","11","2","-853","2816","3031"
"-818","11","2","-853","2816","3041"
"-783","11","2","-818","2816","3051"
"-748","11","2","-783","2816","3061"
"-713","11","2","-748","2816","3071"
"-678","11","2","-713","2816","3081"
"-643","11","2","-678","2816","3091"
"-608","11","2","-643","2816","3101"
"-608","11","2","-608","2816","3111"
"-573","11","2","-608","2816","3121"
"-573","11","2","-573","2816","3131"
"-573","11","2","-573","2816","3141"
"-573","11","2","-573","2816","3151"
"-538","11","2","-573","2816","3161"
"-538","11","2","-538","2816","3171"
"-503","11","2","-538","2816","3181"
"-468","11","2","-503","2816","3191"
"-430","11","2","-468","2816","3201"
"-1240","12","2","-1240","2816","3211"
"-1240","12","2","-1240","2816","3221"
"-1240","12","2","-1240","2816","3231"
"-1194","12","2","-1240","2816","3241"
"-1150","12","2","-1194","2816","3251"
"-1108","12","2","-1150","2816","3261"
"-1066","12","2","-1108","2816","3271"
"-1024","12","2","-1066","2816","3281"
"-982","12","2","-1024","2816","3291"
"-940","12","2","-982","2816","3301"
"-898","12","2","-940","2816","3311"
"-898","12","2","-898","2816","3321"
"-856","12","2","-898","2816","3331"
"-814","12","2","-856","2816","3341"
"-772","12","2","-814","2816","3351"
"-730","12","2","-772","2816","3361"
"-688","12","2","-730","2816","3371"
"-688","12","2","-688","2816","3381"
"-688","12","2","-688","2816","3391"
"-646","12","2","-688","2816","3401"
"-604","12","2","-646","2816","3411"
"-562","12","2","-604","2816","3421"
"-562","12","2","-562","2816","3431"
"-562","12","2","-562","2816","3441"
"-519","12","2","-562","2816","3451"
"-519","12","2","-519","2816","3461"
"-519","12","2","-519","2816","3471"
"-475","12","2","-519","2816","3481"
"-475","12","2","-475","2816","3491"
"-475","12","2","-475","2816","3501"
"-430","12","2","-475","2816","3511"
"-1190","13","2","-1240","2816","3521"
"-1190","13","2","-1190","2816","3531"
"-1190","13","2","-1190","2816","3541"
"-1190","13","2","-1190","2816","3551"
"-1190","13","2","-1190","2816","3561"
"-1190","13","2","-1190","2816","3571"
"-1190","13","2","-1190","2816","3581"
"-1141","13","2","-1190","2816","3591"
"-1094","13","2","-1141","2816","3601"
"-1047","13","2","-1094","2816","3611"
"-1000","13","2","-1047","2816","3621"
"-953","13","2","-1000","2816","3631"
"-906","13","2","-953","2816","3641"
"-859","13","2","-906","2816","3651"
"-812","13","2","-859","2816","3661"
"-765","13","2","-812","2816","3671"
"-718","13","2","-765","2816","3681"
"-718","13","2","-718","2816","3691"
"-718","13","2","-718","2816","3701"
"-671","13","2","-718","2816","3711"
"-624","13","2","-671","2816","3721"
"-577","13","2","-624","2816","3731"
"-577","13","2","-577","2816","3741"
"-577","13","2","-577","2816","3751"
"-529","13","2","-577","2816","3761"
"-480","13","2","-529","2816","3771"
"-430","13","2","-480","2816","3781"
"-430","13","2","-430","2816","3791"
"-1440","14","1","-1440","2816","3801"
"-1440","14","1","-1440","2816","3811"
"-1440","14","1","-1440","2816","3821"
"-1362","14","1","-1440","2816","3831"
"-1285","14","1","-1362","2816","3841"
"-1209","14","1","-1285","2816","3851"
"-1209","14","1","-1209","2816","3861"
"-1134","14","1","-1209","2816","3871"
"-1059","14","1","-1134","2816","3881"
"-1059","14","1","-1059","2816","3891"
"-984","14","1","-1059","2816","3901"
"-984","14","1","-984","2816","3911"
"-984","14","1","-984","2816","3921"
"-984","14","1","-984","2816","3931"
"-984","14","1","-984","2816","3941"
"-984","14","1","-984","2816","3951"
"-984","14","1","-984","2816","3961"
"-984","14","1","-984","2816","3971"
"-909","14","1","-984","2816","3981"
"-834","14","1","-909","2816","3991"
"-759","14","1","-834","2816","4001"
"-684","14","1","-759","2816","4011"
"-684","14","1","-684","2816","4021"
"-684","14","1","-684","2816","4031"
"-609","14","1","-684","2816","4041"
"-534","14","1","-609","2816","4051"
"-459","14","1","-534","2816","4061"
"-384","14","1","-459","2816","4071"
"-308","14","1","-384","2816","4081"
"-230","14","1","-308","2816","4091"
"-200","1","1","-200","2816","4092"
