777e898b0d88c8a3b0d2924a0b84c613584347384a41b1c52fb84fb27e25890f,eec5546883c0a08afd4523de0461deabe36d070687ae3951fbeba95766c08b62,5a4613f02a314be9a5eeb52def768a2ee6dbd44d23a62fb3eae73c79cc1ee4b5,989058853825ba9d9d35782b5889eb8d491ebca33fdc7b1c22cecf85e7b9af32,897050f012a0adab93249f584f3d1840bdbb71461c93973ac5c79d4df086155f,b70b48c6e403b4c019c419bfde6040f3ee244978b1c8f1c6bcde11be2d78a75a,279601e35c11059777a564b9d032ebeb86eacf81b31fcfb3588568f10ba169cc,c814b7036f90111dad40905d251876b82c395fecb63c7ef1c4181590e47f2267,66f1d710c639738d9ef1994c57d810dbe446f19695ccba0b9a7cf1285cf72b1b,cc5faab1c6b3a7942dfe109dec4fe46238009291be4c806772ef834af9a5cca7,b983f84d80ce757cfc4f17fdabb35b5cb56ce6f5a95f80acb5efd89f82650ca2
"1","1046501","","11","にゃはは～！\n誕生日のお祝いしてくれて\nどうもありがとにゃ！","104611","0","6","1046501040","0","1"
"","1046501","","91","","0","","","1046501041","",""
"","1046501","","21","vo_adv_1046501_001","vo_adv_1046501","","0","1046501042","","0"
"1","1046501","","11","たい焼きの他にケーキまで\n作れるにゃんて……\nキミって意外と料理上手にゃ？","104611","0","6","1046501043","0","1"
"","1046501","","91","","0","","","1046501044","",""
"","1046501","","21","vo_adv_1046501_002","vo_adv_1046501","","0","1046501045","","0"
"1","1046501","","11","にゃにゃ……？\nキミのケーキを見てたら\n新しいたい焼きのアイデアが\nどんどん湧いてきたにゃ！","104611","0","6","1046501046","0","1"
"","1046501","","91","","0","","","1046501047","",""
"","1046501","","21","vo_adv_1046501_003","vo_adv_1046501","","0","1046501048","","0"
"1","1046501","","11","にゃっふっふ……\nそれじゃ今度、絶品のたい焼きを\nキミにごちそうしてあげるにゃ！\n楽しみに待ってるといいにゃ♪","104611","0","6","1046501049","0","1"
"","1046501","","91","","0","","","1046501050","",""
"1","1046501","","31","9","9","","0","1046501051","1","0"
"","1046501","","131","","0","","","1046501052","",""
"","1046501","","22","1","0","","0","1046501053","","0"
"","1046501","","111","","","","","1046501054","",""
"","1046501","","91","","0","","","1046501055","",""
"-220","1051501","cmn_talk_def_N","1","105111","1","1","850","1051501001","1.5","400"
"1","1051501","","31","8","8","","0","1051501002","1","0"
"1","1051501","","31","7","7","","0","1051501003","1","0"
"1","1051501","","31","81","81","","0","1051501004","1","0"
"1","1051501","","31","3","3","","0","1051501005","1","0"
"1","1051501","","31","2","2","","0","1051501006","1","0"
"1","1051501","","31","1","1","","0","1051501007","1","0"
"1","1051501","","31","12","12","","0","1051501008","0","0"
"","1051501","","3","blb_run_01","105111","","1","1051501009","0.3",""
"0","1051501","","2","90","105111","","-220","1051501010","","1.3"
"","1051501","","25","bgm_M321_2C","bgm_M321","","","1051501011","",""
"0","1051501","","121","0","0","","1.25","1051501012","0","1.25"
"","1051501","","32","1","12","","","1051501013","",""
"","1051501","","23","se_sys_login_birthday_new_01","se_common","","0","1051501014","",""
"","1051501","","93","","1.3","","","1051501015","",""
"0","1051501","","3","blb_stop","105111","0.3","0","1051501016","0.05","blb_idle"
"0","1051501","","2","80","105111","","-220","1051501017","","0.25"
"","1051501","","93","","1.4","","","1051501018","",""
"1","1051501","","121","0","0","","1.4","1051501019","3","1.4"
"","1051501","","131","","1","","","1051501020","",""
"1","1051501","","3","blb_blowout_03","105111","0.3","0","1051501021","0.3","blb_idle_02"
"","1051501","","93","","0.7","","","1051501022","",""
"","1051501","","32","0","12","","","1051501023","",""
"1","1051501","","31","13","13","","0","1051501024","1","0"
"","1051501","","93","","0.2","","","1051501025","",""
"","1051501","","23","se_sys_login_birthday_blow_candle","se_common","","0","1051501026","","0"
"","1051501","","93","","1.2","","","1051501027","",""
"","1051501","","23","se_adv_tickle_02","se_adv_tickle_02","","0","1051501028","","0"
"1","1051501","","31","4","4","","0","1051501029","1","0"
"","1051501","","93","","1","","","1051501030","",""
"","1051501","","23","se_sys_login_birthday_02","se_common","","0","1051501031","","0"
"0","1051501","","3","blb_idle_02","105111","","1","1051501032","0.3",""
"","1051501","","93","","1.05","","","1051501033","",""
"","1051501","","23","se_sys_login_birthday_cracker","se_common","","0","1051501034","","0"
"1","1051501","","31","6","6","","0","1051501035","1","0"
"1","1051501","","3","blb_joy_04","105111","","0","1051501036","0","blb_wish_04"
"","1051501","","93","","2","","","1051501037","",""
"","1051501","","21","vo_adv_1051501_000","vo_adv_1051501","","0","1051501038","","0"
"","1051501","","13","870","105111","","","1051501039","",""
"1","1051501","","11","誕生日を祝ってくれてありがとう。\nいくつになってもお祝いして\nもらえるのはうれしいものね。","105111","0","7","1051501040","0","1"
"","1051501","","91","","0","","","1051501041","",""
"","1051501","","21","vo_adv_1051501_001","vo_adv_1051501","","0","1051501042","","0"
"1","1051501","","11","え、このケーキ君の手作りなの？\nなによ至れり尽くせりじゃない。","105111","0","4","1051501043","0","1"
"","1051501","","91","","0","","","1051501044","",""
"","1051501","","21","vo_adv_1051501_002","vo_adv_1051501","","0","1051501045","","0"
"1","1051501","","11","ここまでしてもらったら大人しく\n祝ってもらうしかないわね。\nいくら私でも時と場合は\nちゃんとわきまえるわよ。","105111","0","6","1051501046","0","1"
"","1051501","","91","","0","","","1051501047","",""
"","1051501","","21","vo_adv_1051501_003","vo_adv_1051501","","0","1051501048","","0"
"1","1051501","","11","でも、もらってばかりなのは\n性に合わないから、今度お返しに\n体が丈夫になる薬でも\nプレゼントするわ。","105111","0","6","1051501049","0","1"
"","1051501","","91","","0","","","1051501050","",""
"","1051501","","21","vo_adv_1051501_004","vo_adv_1051501","","0","1051501051","","0"
"1","1051501","","11","君には健康でいてもらって\nまた誕生日を祝ってもらいたいもの。\nまあ、薬が効きすぎて\n変なことになってもご愛敬ね。","105111","0","6","1051501052","0","1"
"","1051501","","91","","0","","","1051501053","",""
"1","1051501","","31","9","9","","0","1051501054","1","0"
"","1051501","","131","","0","","","1051501055","",""
"","1051501","","22","1","0","","0","1051501056","","0"
"","1051501","","111","","","","","1051501057","",""
"","1051501","","91","","0","","","1051501058","",""
"-220","1052501","cmn_talk_def_N","1","105211","1","1","850","1052501001","1.5","400"
"1","1052501","","31","8","8","","0","1052501002","1","0"
"1","1052501","","31","7","7","","0","1052501003","1","0"
"1","1052501","","31","84","84","","0","1052501004","1","0"
"1","1052501","","31","3","3","","0","1052501005","1","0"
"1","1052501","","31","2","2","","0","1052501006","1","0"
"1","1052501","","31","1","1","","0","1052501007","1","0"
"1","1052501","","31","12","12","","0","1052501008","0","0"
"","1052501","","3","blb_run_01","105211","","1","1052501009","0.3",""
"0","1052501","","2","90","105211","","-220","1052501010","","1.3"
"","1052501","","25","bgm_M321_2C","bgm_M321","","0","1052501011","","0"
"0","1052501","","121","0","0","","1.25","1052501012","0","1.25"
"1","1052501","","32","1","12","","0","1052501013","1","0"
"","1052501","","23","se_sys_login_birthday_new_01","se_common","","0","1052501014","","0"
"","1052501","","93","","1.3","","","1052501015","",""
"0","1052501","","3","blb_stop","105211","0.3","0","1052501016","0.05","blb_idle"
"0","1052501","","2","80","105211","","-220","1052501017","","0.25"
"","1052501","","93","","1.4","","","1052501018","",""
"1","1052501","","121","0","0","","1.4","1052501019","3","1.4"
"","1052501","","131","","1","","","1052501020","",""
"1","1052501","","3","blb_blowout_02","105211","0.3","0","1052501021","0.3","blb_idle"
"","1052501","","93","","0.7","","","1052501022","",""
"1","1052501","","32","0","12","","0","1052501023","1","0"
"1","1052501","","31","13","13","","0","1052501024","1","0"
"","1052501","","93","","0.2","","","1052501025","",""
"","1052501","","23","se_sys_login_birthday_blow_candle","se_common","","0","1052501026","","0"
"","1052501","","93","","1.2","","","1052501027","",""
"","1052501","","23","se_adv_tickle_02","se_adv_tickle_02","","0","1052501028","","0"
"1","1052501","","31","4","4","","0","1052501029","1","0"
"","1052501","","93","","1","","","1052501030","",""
"","1052501","","23","se_sys_login_birthday_02","se_common","","0","1052501031","","0"
"0","1052501","","3","blb_idle","105211","","1","1052501032","0.3",""
"","1052501","","93","","1.05","","","1052501033","",""
"","1052501","","23","se_sys_login_birthday_cracker","se_common","","0","1052501034","","0"
"1","1052501","","31","6","6","","0","1052501035","1","0"
"1","1052501","","3","blb_joy_03","105211","","0","1052501036","0","blb_wish_03"
"","1052501","","93","","2","","","1052501037","",""
"","1052501","","21","vo_adv_1052501_000","vo_adv_1052501","","0","1052501038","","0"
"","1052501","","13","870","105211","","","1052501039","",""
"1","1052501","","11","素敵なケーキをありがとう！\nまさかこんな盛大に\nお祝いしてもらえるなんて\n思わなかったわ！","105211","0","6","1052501040","0","1"
"","1052501","","91","","0","","","1052501041","",""
"","1052501","","21","vo_adv_1052501_001","vo_adv_1052501","","0","1052501042","","0"
"1","1052501","","11","おめでとうって言ってもらえるだけでも\nうれしいのに、手作りのケーキまで……\n私、あなたにいろんなものを\nもらってばっかりね。","105211","0","6","1052501043","0","1"
"","1052501","","91","","0","","","1052501044","",""
"","1052501","","21","vo_adv_1052501_002","vo_adv_1052501","","0","1052501045","","0"
"1","1052501","","11","少しでもお返ししたいけど……\nあなたは何かしてほしいことはある？\nえ？　私の誕生日だから私が\n喜んでくれたらうれしい……？","105211","0","5","1052501046","0","1"
"","1052501","","91","","0","","","1052501047","",""
"","1052501","","21","vo_adv_1052501_003","vo_adv_1052501","","0","1052501048","","0"
"1","1052501","","11","私、もう十分に喜んでるわ！\nでも、あなたのそんな言葉を聞いたら\nもう少しわがままを\n言いたくなっちゃうわ。","105211","0","5","1052501049","0","1"
"","1052501","","91","","0","","","1052501050","",""
"","1052501","","21","vo_adv_1052501_004","vo_adv_1052501","","0","1052501051","","0"
"1","1052501","","11","ケーキをあーんしてもらってもいい？\n一口だけ、一口だけでいいから！\nいいの？　ありがとう！\n最高の誕生日だわ！","105211","0","4","1052501052","0","1"
"","1052501","","91","","0","","","1052501053","",""
"1","1052501","","31","9","9","","0","1052501054","1","0"
"","1052501","","131","","0","","","1052501055","",""
"","1052501","","22","1","0","","0","1052501056","","0"
"","1052501","","111","","","","","1052501057","",""
"","1052501","","91","","0","","","1052501058","",""
"-220","1057501","cmn_talk_def_N","1","105711","1","1","850","1057501001","1.5","400"
"1","1057501","","31","8","8","","0","1057501002","1","0"
"1","1057501","","31","7","7","","0","1057501003","1","0"
"1","1057501","","31","82","82","","0","1057501004","1","0"
"1","1057501","","31","3","3","","0","1057501005","1","0"
"1","1057501","","31","2","2","","0","1057501006","1","0"
"1","1057501","","31","1","1","","0","1057501007","1","0"
"1","1057501","","31","12","12","","0","1057501008","0","0"
"","1057501","","3","blb_run_01","105711","","1","1057501009","0.3",""
"0","1057501","","2","90","105711","","-220","1057501010","","1.3"
"","1057501","","25","bgm_M321_2C","bgm_M321","","0","1057501011","","0"
"0","1057501","","121","0","0","","1.25","1057501012","0","1.25"
"1","1057501","","32","1","12","","0","1057501013","1","0"
"","1057501","","23","se_sys_login_birthday_new_01","se_common","","0","1057501014","","0"
"","1057501","","93","","1.3","","","1057501015","",""
"0","1057501","","3","blb_stop","105711","0.3","0","1057501016","0.05","blb_idle"
"0","1057501","","2","80","105711","","-220","1057501017","","0.25"
"","1057501","","93","","1.4","","","1057501018","",""
"1","1057501","","121","0","0","","1.4","1057501019","3","1.4"
"","1057501","","131","","1","","","1057501020","",""
"1","1057501","","3","blb_blowout_01","105711","0.3","0","1057501021","0.3","blb_idle"
"","1057501","","93","","0.7","","","1057501022","",""
"1","1057501","","32","0","12","","0","1057501023","1","0"
"1","1057501","","31","13","13","","0","1057501024","1","0"
"","1057501","","93","","0.2","","","1057501025","",""
"","1057501","","23","se_sys_login_birthday_blow_candle","se_common","","0","1057501026","","0"
"","1057501","","93","","1.2","","","1057501027","",""
"","1057501","","23","se_adv_tickle_02","se_adv_tickle_02","","0","1057501028","","0"
"1","1057501","","31","4","4","","0","1057501029","1","0"
"","1057501","","93","","1","","","1057501030","",""
"","1057501","","23","se_sys_login_birthday_02","se_common","","0","1057501031","","0"
"0","1057501","","3","blb_idle","105711","","1","1057501032","0.3",""
"","1057501","","93","","1.05","","","1057501033","",""
"","1057501","","23","se_sys_login_birthday_cracker","se_common","","0","1057501034","","0"
"1","1057501","","31","6","6","","0","1057501035","1","0"
"1","1057501","","3","blb_joy_01","105711","","0","1057501036","0","blb_wish_01"
"","1057501","","93","","2","","","1057501037","",""
"","1057501","","21","vo_adv_1057501_000","vo_adv_1057501","","0","1057501038","","0"
"","1057501","","13","870","105711","","","1057501039","",""
"1","1057501","","11","お祝いしてくれてありがとう！\n私の誕生日、覚えててくれたんだね。\nすごくうれしいな。","105711","0","6","1057501040","0","1"
"","1057501","","91","","0","","","1057501041","",""
"","1057501","","21","vo_adv_1057501_001","vo_adv_1057501","","0","1057501042","","0"
"1","1057501","","11","このケーキ、すごく美味しそうだね。\n有名なお店のケーキなのかな？\nえ？　あなたが自分で作ってくれたの？\nすごーい！","105711","0","5","1057501043","0","1"
"","1057501","","91","","0","","","1057501044","",""
