9c98bb18be4d78ad18db48aface5758262f81064e969563d859aadd610a2f04e,706e6005779122b108f48c48d34626c17f9810a98cfaf82597f588427dde1c3e,d491a873924fcfd43956514291877a27814198834c539cc338b8d47036d20b00,8263d6ffbdf0ac9ed7456b56205d28c2b6acce77b7c15394a737ae158c88fa14,b6af379170879a2a12de2bc1e4146ce4777bda8afb69a0eec7d6e613c5fc1210,11e6dd1d8091b831ade03db2b563394d18bd463f09b32d99a8bc161c408d6959,2fc0126376e31db68b3b7569e4d9ceb362b4ced39702fe49b46891d77134c34b,62adad3fb17add0366147fceb1dc92d8ef3fee9be46dd0694072f17972713ef8,783ff13433495a65242148805d45e681deccbb437a55cad990d1a1523bfd41f6,78dadffcbcf455415687a845abb8337277e2ed540f02a0c2192579f3d822e86c,770c555cd25bd577b3173e70ef7ae539bafb1768f04f43aa8d601914bbd14223,bcef232aaef98e5357b71274bb56def15ccac1b3a0e7aa4b3da0aa41c4222371,a07ad78c35b336e36ba4d41e323a7c2a4819643b7ea415c03ac88b3c5d98066a,768e80d111479ae13167affcab0bdcb27b5bfcf78c05a512c06a1de1a37adbe4,2acd6631c5dc0d7e1080236ae4c10e4de3a65531f078e6e23e6265455f8951b2,51b9bffc44b219cd51a16926a07a79abab9e5e240d23b76136ba2ba125feeea0,19e0ac6e2089218de58ae9835b926cfd694be9a10ea29484d869e9ab9d3d2844,a1f36ee4f25d86e9fe48f0187957aec8d4e7b00d49f97c5e198319459218ca5b,82cd885d411b2bf9275d6e8b2e50ea8260efeb7f7b33b9ccc99f1afa7a830cf2
"241201","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92412","2","200","2","2","0","1000000000","1000","0"
"241202","abyss_reward_icon_astralshard","2","25021","1000","0","300","25011","25013","25012","92412","2","1000","2","2","0","2000000000","1000","0"
"241203","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92412","2","500","2","2","0","3000000000","1000","0"
"241204","abyss_reward_icon_astralshard","2","25021","1000","0","500","25011","25013","25012","92412","2","1000","2","2","0","4000000000","1000","0"
"241205","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92412","2","1000","2","2","0","5000000000","1000","0"
"241206","abyss_reward_icon_astralshard","2","25021","1000","0","1000","25011","25013","25012","92412","2","1000","2","2","0","6000000000","1000","0"
"241207","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92412","2","1000","2","2","0","7000000000","3000","0"
"241208","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92412","2","3000","2","2","0","8000000000","3000","0"
"241209","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92412","2","1000","2","2","0","9000000000","3000","0"
"241210","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25012","25011","92412","2","1000","2","2","0","10000000000","3000","0"
"241211","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25013","92412","2","1000","2","2","0","12000000000","3000","0"
"241212","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25014","25012","92412","2","3000","2","2","0","16000000000","3000","0"
"241213","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25013","25015","25014","92412","2","3000","2","2","0","20000000000","3000","0"
"241214","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92412","2","3000","2","2","0","25000000000","3000","0"
"241215","abyss_reward_icon_hiseki","0","90005","0","0","10","0","0","0","92412","0","0","0","2","0","30000000000","0","0"
"241216","abyss_reward_icon_hiseki","0","90005","0","0","20","0","0","0","92412","0","0","0","2","0","35000000000","0","0"
"241217","abyss_reward_icon_hiseki","0","90005","0","0","30","0","0","0","92412","0","0","0","2","0","40000000000","0","0"
"241218","abyss_reward_icon_hiseki","0","90005","0","0","50","0","0","0","92412","0","0","0","2","0","50000000000","0","0"
"241219","abyss_reward_icon_piece_p_heart","0","140001","0","0","50","0","0","0","92412","0","0","0","4","0","60000000000","0","0"
"241220","abyss_reward_icon_piece_p_heart","0","140001","0","0","50","0","0","0","92412","0","0","0","4","0","70000000000","0","0"
"241401","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92414","2","200","2","2","0","1000000000","1000","0"
"241402","abyss_reward_icon_astralshard","2","25021","1000","0","300","25011","25013","25012","92414","2","1000","2","2","0","2000000000","1000","0"
"241403","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92414","2","500","2","2","0","3000000000","1000","0"
"241404","abyss_reward_icon_astralshard","2","25021","1000","0","500","25011","25013","25012","92414","2","1000","2","2","0","4000000000","1000","0"
"241405","abyss_reward_icon_masterpieces_piece","2","25102","1000","0","10","25021","25015","25014","92414","2","1000","2","2","0","5000000000","1000","0"
"241406","abyss_reward_icon_astralshard","2","25021","1000","0","1000","25011","25013","25012","92414","2","1000","2","2","0","6000000000","1000","0"
"241407","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92414","2","1000","2","2","0","7000000000","3000","0"
"241408","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92414","2","3000","2","2","0","8000000000","3000","0"
"241409","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92414","2","1000","2","2","0","9000000000","3000","0"
"241410","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25012","25011","92414","2","1000","2","2","0","10000000000","3000","0"
"241411","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25013","92414","2","1000","2","2","0","12000000000","3000","0"
"241412","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25014","25012","92414","2","3000","2","2","0","16000000000","3000","0"
"241413","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25013","25015","25014","92414","2","3000","2","2","0","20000000000","3000","0"
"241414","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92414","2","3000","2","2","0","25000000000","3000","0"
"241415","abyss_reward_icon_hiseki","0","90005","0","0","10","0","0","0","92414","0","0","0","2","0","30000000000","0","0"
"241416","abyss_reward_icon_hiseki","0","90005","0","0","20","0","0","0","92414","0","0","0","2","0","35000000000","0","0"
"241417","abyss_reward_icon_hiseki","0","90005","0","0","30","0","0","0","92414","0","0","0","2","0","40000000000","0","0"
"241418","abyss_reward_icon_hiseki","0","90005","0","0","50","0","0","0","92414","0","0","0","2","0","50000000000","0","0"
"241419","abyss_reward_icon_piece_p_heart","0","140001","0","0","50","0","0","0","92414","0","0","0","4","0","60000000000","0","0"
"241420","abyss_reward_icon_piece_p_heart","0","140001","0","0","50","0","0","0","92414","0","0","0","4","0","70000000000","0","0"
"241501","abyss_reward_icon_masterpieces_piece","2","25102","1250","0","10","25021","25015","25014","92415","2","500","2","2","0","1000000000","1250","0"
"241502","abyss_reward_icon_astralshard","2","25021","1250","0","500","25011","25013","25012","92415","2","1250","2","2","0","2000000000","1250","0"
"241503","abyss_reward_icon_masterpieces_piece","2","25102","1250","0","10","25021","25015","25014","92415","2","500","2","2","0","3000000000","1250","0"
"241504","abyss_reward_icon_astralshard","2","25021","1250","0","500","25011","25013","25012","92415","2","1250","2","2","0","4000000000","1250","0"
"241505","abyss_reward_icon_masterpieces_piece","2","25102","1250","0","10","25021","25015","25014","92415","2","1000","2","2","0","5000000000","1250","0"
"241506","abyss_reward_icon_astralshard","2","25021","1250","0","1000","25011","25013","25012","92415","2","1250","2","2","0","6000000000","1250","0"
"241507","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92415","2","1000","2","2","0","7000000000","3000","0"
"241508","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92415","2","3000","2","2","0","8000000000","3000","0"
"241509","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92415","2","1000","2","2","0","9000000000","3000","0"
"241510","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25012","25011","92415","2","1000","2","2","0","10000000000","3000","0"
"241511","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25013","92415","2","1000","2","2","0","12000000000","3000","0"
"241512","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25014","25012","92415","2","3000","2","2","0","16000000000","3000","0"
"241513","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25013","25015","25014","92415","2","3000","2","2","0","20000000000","3000","0"
"241514","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92415","2","3000","2","2","0","25000000000","3000","0"
"241515","abyss_reward_icon_hiseki","0","90005","0","0","10","0","0","0","92415","0","0","0","2","0","30000000000","0","0"
"241516","abyss_reward_icon_hiseki","0","90005","0","0","20","0","0","0","92415","0","0","0","2","0","35000000000","0","0"
"241517","abyss_reward_icon_hiseki","0","90005","0","0","30","0","0","0","92415","0","0","0","2","0","40000000000","0","0"
"241518","abyss_reward_icon_hiseki","0","90005","0","0","50","0","0","0","92415","0","0","0","2","0","50000000000","0","0"
"241519","abyss_reward_icon_piece_p_heart","0","140001","0","0","50","0","0","0","92415","0","0","0","4","0","60000000000","0","0"
"241520","abyss_reward_icon_piece_p_heart","0","140001","0","0","50","0","0","0","92415","0","0","0","4","0","70000000000","0","0"
"241601","abyss_reward_icon_masterpieces_piece","2","25102","1250","0","10","25021","25015","25014","92416","2","500","2","2","0","1000000000","1250","0"
"241602","abyss_reward_icon_astralshard","2","25021","1250","0","500","25011","25013","25012","92416","2","1250","2","2","0","2000000000","1250","0"
"241603","abyss_reward_icon_masterpieces_piece","2","25102","1250","0","10","25021","25015","25014","92416","2","500","2","2","0","3000000000","1250","0"
"241604","abyss_reward_icon_astralshard","2","25021","1250","0","500","25011","25013","25012","92416","2","1250","2","2","0","4000000000","1250","0"
"241605","abyss_reward_icon_masterpieces_piece","2","25102","1250","0","10","25021","25015","25014","92416","2","1000","2","2","0","5000000000","1250","0"
"241606","abyss_reward_icon_astralshard","2","25021","1250","0","1000","25011","25013","25012","92416","2","1250","2","2","0","6000000000","1250","0"
"241607","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92416","2","1000","2","2","0","7000000000","3000","0"
"241608","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92416","2","3000","2","2","0","8000000000","3000","0"
"241609","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92416","2","1000","2","2","0","9000000000","3000","0"
"241610","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25012","25011","92416","2","1000","2","2","0","10000000000","3000","0"
"241611","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25013","92416","2","1000","2","2","0","12000000000","3000","0"
"241612","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25014","25012","92416","2","3000","2","2","0","16000000000","3000","0"
"241613","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25013","25015","25014","92416","2","3000","2","2","0","20000000000","3000","0"
"241614","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92416","2","3000","2","2","0","25000000000","3000","0"
"241615","abyss_reward_icon_hiseki","0","90005","0","0","10","0","0","0","92416","0","0","0","2","0","30000000000","0","0"
"241616","abyss_reward_icon_hiseki","0","90005","0","0","20","0","0","0","92416","0","0","0","2","0","35000000000","0","0"
"241617","abyss_reward_icon_hiseki","0","90005","0","0","30","0","0","0","92416","0","0","0","2","0","40000000000","0","0"
"241618","abyss_reward_icon_hiseki","0","90005","0","0","50","0","0","0","92416","0","0","0","2","0","50000000000","0","0"
"241619","abyss_reward_icon_piece_p_heart","0","140001","0","0","50","0","0","0","92416","0","0","0","4","0","60000000000","0","0"
"241620","abyss_reward_icon_piece_p_heart","0","140001","0","0","50","0","0","0","92416","0","0","0","4","0","70000000000","0","0"
"241701","abyss_reward_icon_masterpieces_piece","2","25102","1250","0","10","25021","25015","25014","92417","2","500","2","2","0","1000000000","1250","0"
"241702","abyss_reward_icon_astralshard","2","25021","1250","0","500","25011","25013","25012","92417","2","1250","2","2","0","2000000000","1250","0"
"241703","abyss_reward_icon_masterpieces_piece","2","25102","1250","0","10","25021","25015","25014","92417","2","500","2","2","0","3000000000","1250","0"
"241704","abyss_reward_icon_astralshard","2","25021","1250","0","500","25011","25013","25012","92417","2","1250","2","2","0","4000000000","1250","0"
"241705","abyss_reward_icon_masterpieces_piece","2","25102","1250","0","10","25021","25015","25014","92417","2","1000","2","2","0","5000000000","1250","0"
"241706","abyss_reward_icon_astralshard","2","25021","1250","0","1000","25011","25013","25012","92417","2","1250","2","2","0","6000000000","1250","0"
"241707","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92417","2","1000","2","2","0","7000000000","3000","0"
"241708","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92417","2","3000","2","2","0","8000000000","3000","0"
"241709","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25014","92417","2","1000","2","2","0","9000000000","3000","0"
"241710","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25012","25011","92417","2","1000","2","2","0","10000000000","3000","0"
"241711","abyss_reward_icon_masterpieces_piece","2","25102","3000","0","10","25021","25015","25013","92417","2","1000","2","2","0","12000000000","3000","0"
"241712","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25014","25012","92417","2","3000","2","2","0","16000000000","3000","0"
"241713","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25013","25015","25014","92417","2","3000","2","2","0","20000000000","3000","0"
"241714","abyss_reward_icon_astralshard","2","25021","3000","0","1000","25011","25013","25012","92417","2","3000","2","2","0","25000000000","3000","0"
"241715","abyss_reward_icon_hiseki","0","90005","0","0","10","0","0","0","92417","0","0","0","2","0","30000000000","0","0"
"241716","abyss_reward_icon_hiseki","0","90005","0","0","20","0","0","0","92417","0","0","0","2","0","35000000000","0","0"
