836206b21bf76a63f5b25de424b5745385423a3bc4f10ab7503224226676791a,8b74c159ad6711be516c6ef388acb68d51953a3a6ca8761a7709cd313ef74149,8c3f862867bb794f60c2ec1c8875dda68f037c85cd7734a436f68428816a1557,9ab41e7d673f7528638be4b2291c471ceb9c6da402d107d06871b196eee4c606,f7b8e828a244a2dbd5ba3aac86973899cb67c3a54c12c825d9dc5ac51b98def4,c56525fd0a625f52ebd547e3f9d94bcf2bc4ddd5beb84b75da2dfa96eb9d247a,c39f5b7db52980e2617efed75f7710e73a848ef374ce08d92de7d29985762206,5159f6265bfecbbb3a6abd9f877aebff6af864ba3e05d64b5d36caeef890fe94,4334841b7ecbf41374f870a526cb8c393c88f2c2704ad824a691e0ae7f67946b,04c612161234482587567941de9c75f57cf421e57e603f06eba105031c8a09e8,421cba497868a5ecc98f118649774bd75cab69ebfd0f15b59d2cf3a50a648445
"31","0","1","0","0","2","","","5152061","61020","2"
"31","0","1","0","1","3","","","5152061","61021","3"
"31","0","1","0","0","11","","","5152061","61022","11"
"91","","","","","0","","","5152061","61023","0"
"37","","","","","3","","","5152061","61024","telop_1"
"102","","","0","","0","","","5152061","61025","0"
"93","","","","","1","","","5152061","61026","0"
"3","callout_loop","1","0","0.2","110311","0","","5152061","61027","callout_in"
"93","","","","","0.1","","","5152061","61028","0"
"21","0","","0","","vo_rag","","","5152061","61029","vo_rag_6001"
"3","","","0","0","3","","","5152061","61030","1001_in"
"93","","","","","1.9","","","5152061","61031","1"
"3","","","0","0","3","","","5152061","61032","1001_mid"
"92","","","","","","","","5152061","61033",""
"3","","","0","0","3","","","5152061","61034","1001_out"
"93","","","","","0.2","","","5152061","61035","0"
"3","","","1","0.3","110311","","","5152061","61036","doya_idle_joy1R"
"3","gutsB_talk_joy","1","0","0.2","102311","0","","5152061","61037","gutsB_in_joy"
"3","","","1","0.2","102111","","","5152061","61038","wish_talk"
"3","idle_normal_joy","1","0","0.2","131911","0","","5152061","61039","hello_2"
"3","","","1","0.2","107711","","","5152061","61040","sad_talk_joy"
"3","handsup_loop","1","0","0.2","122811","0","","5152061","61041","handsup_in"
"3","","","1","0.2","122911","","","5152061","61042","leanforward_joy"
"3","","","1","0.2","122711","","","5152061","61043","talk_normal"
"21","0","","0","","vo_rag","","","5152061","61044","vo_rag_6002"
"2","0","0","142","","3","","","5152061","61045","-110"
"3","","","0","0","3","","","5152061","61046","1002_in"
"93","","","","","1.9","","","5152061","61047","1"
"3","","","0","0","3","","","5152061","61048","1002_mid"
"92","","","","","","","","5152061","61049",""
"3","","","0","0","3","","","5152061","61050","1002_out"
"3","","","1","0.2","102311","","","5152061","61051","gutsB_idle"
"3","","","1","0.2","102111","","","5152061","61052","wish_idle"
"3","","","1","0.2","131911","","","5152061","61053","idle_normal"
"3","","","1","0.2","107711","","","5152061","61054","sad_idle_normal"
"3","","","1","0.2","122811","","","5152061","61055","cool_idle"
"3","","","1","0.2","122911","","","5152061","61056","idle_normal_joy1R"
"3","","","1","0.2","122711","","","5152061","61057","wish_idle"
"3","gutsB_talk","1","0","0.2","110311","0","","5152061","61058","gutsB_in"
"21","0","","0","","vo_rag","","","5152061","61059","vo_rag_6003"
"11","1","1","10","0","110311","15","0","5152061","61060","おっきいお友達も元気でとてもいいわ！\nさっそく体操はじめましょう！"
"91","0","","0","","0","","","5152061","61061",""
"25","","","","","bgm_MC175B","","","5152061","61062","bgm_MC175B"
"32","","","","","2","","","5152061","61063","1"
"3","kids_gungun_loop","1","0","0.2","110311","0","","5152061","61064","kids_gungun_in"
"21","0","","0","","vo_rag","","","5152061","61065","vo_rag_6004"
"11","1","0","10","0","110311","0","1.7","5152061","61066","まずは空に向かって\n腕をグングン伸ばしてー！"
"93","","","","","0.1","","","5152061","61067","0"
"3","kids_gungun_loop","1","0","0.2","131911","0","","5152061","61068","kids_gungun_in"
"3","kids_gungun_loop","1","0","0.2","102311","0","","5152061","61069","kids_gungun_in"
"3","kids_gungun_loop","1","0","0.2","102111","0","","5152061","61070","kids_gungun_in"
"3","kids_gungun_loop","1","0","0.2","107711","0","","5152061","61071","kids_gungun_in"
"3","kids_gungun_loop","1","0","0.2","122811","0","","5152061","61072","kids_gungun_in"
"3","kids_gungun_loop","1","0","0.2","122911","0","","5152061","61073","kids_gungun_in"
"3","kids_gungun_loop","1","0","0.2","122711","0","","5152061","61074","kids_gungun_in"
"93","","","","","5.2","","","5152061","61075","0"
"91","0","","0","","61066","","","5152061","61076",""
"21","0","","0","","vo_rag","","","5152061","61077","vo_rag_6005"
"11","1","0","10","13","102311","60","2.3","5152061","61078","グーン、グーン！\nあはは、思い切り体動かすの楽しいね！"
"93","","","","","7.8","","","5152061","61079","0"
"91","0","","0","","61078","","","5152061","61080",""
"3","","","1","0.3","110311","","","5152061","61081","kids_furifuri"
"21","0","","0","","vo_rag","","","5152061","61082","vo_rag_6006"
"11","1","0","10","21","110311","17","1.7","5152061","61083","今度は腰を左右にフリフリ！\nキュートに、そしてリズミカルにね！"
"93","","","","","0.1","","","5152061","61084","0"
"3","","","1","0.3","131911","","","5152061","61085","kids_furifuri"
"3","","","1","0.3","102311","","","5152061","61086","kids_furifuriB"
"3","","","1","0.3","102111","","","5152061","61087","kids_furifuri"
"3","","","1","0.3","107711","","","5152061","61088","kids_furifuriB"
"3","","","1","0.3","122811","","","5152061","61089","kids_furifuri"
"3","","","1","0.3","122911","","","5152061","61090","kids_furifuriB"
"3","","","1","0.3","122711","","","5152061","61091","kids_furifuri"
"93","","","","","7.3","","","5152061","61092","0"
"91","0","","0","","61083","","","5152061","61093",""
"21","0","","0","","vo_rag","","","5152061","61094","vo_rag_6007"
"11","1","0","10","0","102111","60","0.5","5152061","61095","フリフリ～、楽しくなってきましたぁ♪"
"93","","","","","5.2","","","5152061","61096","0"
"91","0","","0","","61095","","","5152061","61097",""
"3","","","1","0.2","131911","","","5152061","61098","joy_idle"
"3","","","1","0.2","102311","","","5152061","61099","joy_idle"
"3","","","1","0.2","102111","","","5152061","61100","joy_idle"
"3","","","1","0.2","107711","","","5152061","61101","joy_idle"
"3","","","1","0.2","122811","","","5152061","61102","joy_idle"
"3","","","1","0.2","122911","","","5152061","61103","joy_idle"
"3","","","1","0.2","122711","","","5152061","61104","joy_idle"
"3","kids_jump_sideHair_out","0","0","0.2","110311","0","","5152061","61105","kids_jump_in_saren"
"21","0","","0","","vo_rag","","","5152061","61106","vo_rag_6008"
"11","1","0","10","0","110311","0","1","5152061","61107","最後はみんなで大きく…ジャーンプ！"
"93","","","","","0.1","","","5152061","61108","0"
"3","kids_jump_mid","1","0","0.2","131911","0","","5152061","61109","kids_jump_in"
"3","kids_jump_mid","1","0","0.2","102311","0","","5152061","61110","kids_jump_in"
"3","kids_jump_mid","1","0","0.2","102111","0","","5152061","61111","kids_jump_in"
"3","kids_jump_mid","1","0","0.2","107711","0","","5152061","61112","kids_jump_in"
"3","kids_jump_mid","1","0","0.2","122811","0","","5152061","61113","kids_jump_in"
"3","kids_jump_mid","1","0","0.2","122911","0","","5152061","61114","kids_jump_in"
"3","kids_jump_mid","1","0","0.2","122711","0","","5152061","61115","kids_jump_in"
"93","","","","","4.1","","","5152061","61116","0"
"91","0","","0","","61107","","","5152061","61117",""
"37","","","","","2","","","5152061","61118","finish"
"23","","","0","","se_10058300","","","5152061","61119","se_10058300_kids_finish"
"3","","","0","0","131911","","","5152061","61120","kids_jump_out"
"3","","","0","0","102311","","","5152061","61121","kids_jump_out"
"3","","","0","0","102111","","","5152061","61122","kids_jump_out"
"3","","","0","0","107711","","","5152061","61123","kids_jump_sideHair_out"
"3","","","0","0","122811","","","5152061","61124","kids_jump_out"
"3","","","0","0","122911","","","5152061","61125","kids_jump_out"
"3","","","0","0","122711","","","5152061","61126","kids_jump_sideHair_out"
"21","0","","0","","vo_rag","","","5152061","61127","vo_rag_6009"
"3","","","0","0","2","","","5152061","61128","1009_in"
"93","","","","","0.4","","","5152061","61129","1"
"3","","","0","0","2","","","5152061","61130","1009_mid"
"92","","","","","","","","5152061","61131",""
"3","","","0","0","2","","","5152061","61132","1009_out"
"93","","","","","0.2","","","5152061","61133","0"
"3","idle_normal","1","0","0","131911","0.2","","5152061","61134","kids_jump_end"
"3","joy_idle_normal","1","0","0","102311","0.2","","5152061","61135","kids_jump_end"
"3","wish_idle","1","0","0","102111","0.2","","5152061","61136","kids_jump_end"
"3","idle_normal","1","0","0","107711","0.2","","5152061","61137","kids_jump_sideHair_end"
"3","doya_idle","1","0","0","122811","0.2","","5152061","61138","kids_jump_end"
"3","idle_normal","1","0","0","122911","0.2","","5152061","61139","kids_jump_end"
"3","idle_normal","1","0","0","122711","0.2","","5152061","61140","kids_jump_sideHair_end"
"27","0.5","0","0.5","0","bgm_MC173B","1","","5152061","61141","bgm_MC173B"
"3","talk_normal","1","0","0","110311","0.2","","5152061","61142","kids_jump_sideHair_end"
"21","0","","0","","vo_rag","","","5152061","61143","vo_rag_6010"
"11","1","1","10","0","110311","0","0","5152061","61144","はい、お疲れさま\nみんな、楽しかったかしら？"
"91","0","","0","","0","","","5152061","61145",""
"3","","","1","0.2","110311","","","5152061","61146","idle_normal"
"3","gutsB_talk","1","0","0.2","131911","0","","5152061","61147","gutsB_in"
"3","surprise3_loop_joy2","1","0","0.2","102311","0","","5152061","61148","surprise3_in_joy2"
"3","","","1","0.2","102111","","","5152061","61149","memory_talk"
"3","","","1","0.2","107711","","","5152061","61150","wish_talk_joy_shy"
"3","eieio_loop","1","0","0.2","122811","0","","5152061","61151","eieio_in"
"3","","","1","0.2","122911","","","5152061","61152","anger_talk_joy"
"3","","","1","0.2","122711","","","5152061","61153","sad_talk_dere2"
"21","0","","0","","vo_rag","","","5152061","61154","vo_rag_6011"
"11","1","1","10","0","131911","60","0","5152061","61155","ええ、とっても！\nすごーく新鮮な\nラジーオタイソーだったわ！"
"91","0","","0","","0","","","5152061","61156",""
"3","","","1","0.2","131911","","","5152061","61157","gutsB_idle"
"3","","","1","0.2","102111","","","5152061","61158","memory_talk"
"21","0","","0","","vo_rag","","","5152061","61159","vo_rag_6012"
"11","1","1","10","0","102111","56","0","5152061","61160","かわいくて元気が出て♪\nママ・サレンの体操、すごいですぅ♪"
"91","0","","0","","0","","","5152061","61161",""
"3","","","1","0.2","102111","","","5152061","61162","memory_talk"
"23","","","0","","se_10058300","","","5152061","61163","se_10058300_emotion_laugh"
"32","","","","","11","","","5152061","61164","1"
"3","","","1","0.2","110311","","","5152061","61165","sad_talk_normal"
"21","0","","0","","vo_rag","","","5152061","61166","vo_rag_6013"
"11","1","1","10","0","110311","0","0","5152061","61167","あはは、\nそんなに喜んでもらえるなんて、\n悪い気はしないわね"
"91","0","","0","","0","","","5152061","61168",""
"32","","","","","11","","","5152061","61169","0"
"22","","","","","0","","","5152061","61170","0"
"93","","","","","0.1","","","5152061","61171","0"
"3","","","1","0.2","110311","","","5152061","61172","wish_talk_joy_shy"
"3","sad_idle_joy","1","0","0.2","131911","0","","5152061","61173","smile2_joy"
"3","","","1","0.2","102311","","","5152061","61174","joy_idle"
"3","","","1","0.2","102111","","","5152061","61175","memory_idle"
"3","","","1","0.2","107711","","","5152061","61176","wish_idle_dere"
"3","","","1","0.2","122811","","","5152061","61177","cool_talk_dere2"
"3","","","1","0.2","122911","","","5152061","61178","anger_idle_normal2"
"3","","","1","0.2","122711","","","5152061","61179","sad_idle_dere"
"23","","","0","","se_10058300","","","5152061","61180","se_10058300_emotion_kids"
"12","0","0","2","0","110311","0","0","5152061","61181","9"
"12","0","0","2","0","131911","0","0","5152061","61182","7"
"12","0","0","2","0","102311","0","0","5152061","61183","10"
"12","0","0","2","0","102111","0","0","5152061","61184","6"
"93","","","","","2.5","","","5152061","61185","0"
"101","","","","","61187","","","5152061","61186",""
"25","","","","","bgm_MC173B","","","5152061","61187","bgm_MC173B"
"22","","","","","0","","","5152061","61188","0"
"1","382","-280","110","1.55","1","1","doya_idle","5152062","62001","107111"
"1","145","-210","105","1.5","1","0","idle_normal","5152062","62002","107611"
"1","-22","-296","107","1.57","1","0","joy_idle_normal","5152062","62003","131911"
"1","-217","-311","109","1.57","1","0","wish_idle_joy","5152062","62004","107511"
"1","-440","-255","108","1.53","1","0","cool_idle","5152062","62005","107811"
"1","34","-136","103","1.45","1","0","idle_normal","5152062","62006","131411"
"1","-163","-146","104","1.45","1","0","riri_idle","5152062","62007","131311"
"1","-350","-166","105","1.45","1","0","sad_idle_surprise1","5152062","62008","131511"
"5","-13","-235","106","1.5","5","1","empty","5152062","62009","5"
"5","145","-210","110","1.5","1","0","empty","5152062","62010","11"
"5","-22","-296","110","1.57","1","0","empty","5152062","62011","12"
"5","-217","-311","110","1.57","1","0","empty","5152062","62012","13"
"5","-440","-255","110","1.53","1","0","empty","5152062","62013","14"
"5","34","-136","107","1.45","1","0","empty","5152062","62014","15"
"5","-163","-146","107","1.45","1","0","empty","5152062","62015","16"
"5","-350","-166","107","1.45","1","0","empty","5152062","62016","17"
"13","","","","","107111","","","5152062","62017","210"
"13","","","","","131911","","","5152062","62018","207"
"13","","","","","107511","","","5152062","62019","209"
"13","","","","","107611","","","5152062","62020","205"
"13","","","","","107811","","","5152062","62021","208"
"13","","","","","131411","","","5152062","62022","203"
"13","","","","","131311","","","5152062","62023","204"
"13","","","","","131511","","","5152062","62024","205"
"5","-13","-235","108","1.57","1","0","empty","5152062","62025","1"
"5","382","11","210","1","2","0","empty","5152062","62026","2"
"31","0","1","0","1","1","","","5152062","62027","1"
"31","0","1","0","0","2","","","5152062","62028","2"
"31","0","1","0","0","12","","","5152062","62029","12"
"31","0","1","0","1","3","","","5152062","62030","3"
"91","","","","","0","","","5152062","62031",""
"37","","","","","3","","","5152062","62032","telop_2"
"102","","","0","","0","","","5152062","62033","0"
"93","","","","","1","","","5152062","62034","0"
"3","","","1","0.2","107111","","","5152062","62035","doya_talk"
"21","0","","0","","vo_rag","","","5152062","62036","vo_rag_2001"
"11","1","1","10","0","107111","35","0","5152062","62037","早朝にもかかわらず、よく集まった"
"91","0","","0","","0","","","5152062","62038",""
"3","cool_talk_joy","1","0","0.2","107111","0","","5152062","62039","cool_in_joy"
"21","0","","0","","vo_rag","","","5152062","62040","vo_rag_2002"
"11","1","1","10","0","107111","35","0","5152062","62041","オマエたちにとっておきの体操を\n伝授してやろう♪"
"91","0","","0","","0","","","5152062","62042",""
"3","","","1","0.2","107111","","","5152062","62043","cool_idle"
"3","","","1","0.2","131311","","","5152062","62044","gutsB_talk_anger"
"21","0","","0","","vo_rag","","","5152062","62045","vo_rag_2003"
"11","1","1","10","0","131311","0","0","5152062","62046","どんな苛烈な体操でも…\n頑張りぬく所存です…！"
"91","0","","0","","0","","","5152062","62047",""
"3","","","1","0.2","131311","","","5152062","62048","riri_idle"
"26","","","","","1","","","5152062","62049",""
"3","","","1","0.2","107111","","","5152062","62050","joy_talk_normal"
"3","","","1","0.2","131911","","","5152062","62051","idle_normal"
"3","","","1","0.2","107511","","","5152062","62052","idle_normal"
"3","","","1","0.2","107611","","","5152062","62053","idle_normal"
"3","","","1","0.2","107811","","","5152062","62054","idle_normal"
"3","","","1","0.2","131411","","","5152062","62055","idle_normal"
"3","","","1","0.2","131311","","","5152062","62056","idle_normal"
"3","","","1","0.2","131511","","","5152062","62057","idle_normal"
"21","0","","0","","vo_rag","","","5152062","62058","vo_rag_2004"
"11","1","0","10","0","107111","0","2","5152062","62059","ではいくぞ\nそれ、ワンツーワンツー\nもっと腕を高く！"
"93","0","","0","","1.1","","","5152062","62060","0"
"25","","","","","bgm_MC175A","","","5152062","62061","bgm_MC175A"
"32","","","","","2","","","5152062","62062","1"
"3","clapping_loop","1","0","0.2","107111","0","","5152062","62063","clapping_in"
"3","","","0","0.2","131911","","","5152062","62064","idol_before_dance"
"3","","","0","0.2","107511","","","5152062","62065","idol_before_dance"
"3","","","0","0.2","107611","","","5152062","62066","idol_before_dance"
"3","","","0","0.2","107811","","","5152062","62067","idol_before_dance"
"3","","","0","0.2","131411","","","5152062","62068","idol_before_dance"
"3","","","0","0.2","131311","","","5152062","62069","idol_before_dance"
"3","","","0","0.2","131511","","","5152062","62070","idol_before_dance"
"91","","","","","0","","","5152062","62071",""
"32","","","","","12","","","5152062","62072","1"
"3","","","1","0.2","131911","","","5152062","62073","idol_danceF"
"3","","","1","0.2","107511","","","5152062","62074","idol_danceF"
"3","","","1","0.2","107611","","","5152062","62075","idol_danceF"
"3","","","1","0.2","107811","","","5152062","62076","idol_danceF"
"3","idol_danceB_loop","1","0","0.2","131411","0","","5152062","62077","idol_danceB_in"
"3","idol_danceB_loop","1","0","0.2","131311","0","","5152062","62078","idol_danceB_in"
"3","idol_danceB_loop","1","0","0.2","131511","0","","5152062","62079","idol_danceB_in"
"3","","","1","0.2","12","","","5152062","62080","idol_danceF"
"3","","","1","0.2","13","","","5152062","62081","idol_danceF"
"3","","","1","0.2","11","","","5152062","62082","idol_danceF"
"3","","","1","0.2","14","","","5152062","62083","idol_danceF"
"3","","","1","0.2","15","","","5152062","62084","idol_danceB_loop"
"3","","","1","0.2","16","","","5152062","62085","idol_danceB_loop"
"3","","","1","0.2","17","","","5152062","62086","idol_danceB_loop"
"93","0","","0","","2.8","","","5152062","62087","0"
"93","0","","0","","0.1","","","5152062","62088","0"
"3","pointing_loop_anger","1","0","0.2","107111","0","","5152062","62089","pointing_in_anger"
"93","0","","0","","0.5","","","5152062","62090","0"
"21","0","","0","","vo_rag","","","5152062","62091","vo_rag_2005"
"3","","","0","0","2","","","5152062","62092","0204_in"
"93","","","","","2.5","","","5152062","62093","0"
"3","","","0","0","2","","","5152062","62094","0204_out"
"93","","","","","0.2","","","5152062","62095","0"
"3","","","1","0.2","107111","","","5152062","62096","angry_loop"
"21","0","","0","","vo_rag","","","5152062","62097","vo_rag_2006"
"3","","","0","0","2","","","5152062","62098","0205_in"
"93","","","","","2.2","","","5152062","62099","0"
"3","","","0","0","2","","","5152062","62100","0205_out"
"93","","","","","0.3","","","5152062","62101","0"
"3","clapping_loop_talk2","1","0","0.2","107111","0","","5152062","62102","clapping_in_talk2"
"93","","","","","2.1","","","5152062","62103","0"
"37","","","","","12","","","5152062","62104","out"
"3","idol_poseF_loop","1","0","0.1","131911","0","","5152062","62105","idol_poseF_in"
"3","idol_poseF_loop","1","0","0.1","107511","0","","5152062","62106","idol_poseF_in"
"3","idol_poseF_loop","1","0","0.1","107611","0","","5152062","62107","idol_poseF_in"
"3","idol_poseF_loop","1","0","0.1","107811","0","","5152062","62108","idol_poseF_in"
"3","idol_poseB_loop","1","0","0.1","131411","0","","5152062","62109","idol_poseB_in"
"3","idol_poseB_loop","1","0","0.1","131311","0","","5152062","62110","idol_poseB_in"
"3","idol_poseB_loop","1","0","0.1","131511","0","","5152062","62111","idol_poseB_in"
"3","","","1","0.2","12","","","5152062","62112","empty"
"3","","","1","0.2","13","","","5152062","62113","empty"
"3","","","1","0.2","11","","","5152062","62114","empty"
"3","","","1","0.2","14","","","5152062","62115","empty"
"3","","","1","0.2","15","","","5152062","62116","empty"
"3","","","1","0.2","16","","","5152062","62117","empty"
"3","","","1","0.2","17","","","5152062","62118","empty"
"2","0.7","11","-206","","107611","","","5152062","62119","93"
"2","0.7","11","-235","","131911","","","5152062","62120","-13"
"2","0.7","11","-248","","107511","","","5152062","62121","-152"
"2","0.7","11","-243","","107811","","","5152062","62122","-277"
"2","0.7","11","-151","","131411","","","5152062","62123","8"
"2","0.7","11","-154","","131311","","","5152062","62124","-102"
"2","0.7","11","-167","","131511","","","5152062","62125","-222"
"93","","","","","1.6","","","5152062","62126","0"
"37","","","","","2","","","5152062","62127","finish"
"23","","","0","","se_10058300","","","5152062","62128","se_10058300_idle_finish"
"27","0.5","0","0.5","0","bgm_MC173B","1","","5152062","62129","bgm_MC173B"
"93","","","","","0","","","5152062","62130","0"
"3","","","0","0.1","107111","","","5152062","62131","clapping_end"
"93","","","","","2","","","5152062","62132","0"
"3","armcrossed_talk","1","0","0.2","107111","0","","5152062","62133","armcrossed_in"
"21","0","","0","","vo_rag","","","5152062","62134","vo_rag_2007"
"11","1","1","10","0","107111","35","0","5152062","62135","これでフィニッシュ！　…見事だ☆\nアイドルの道は険しいが\nオマエたちならやれるだろう"
"91","0","","0","","0","","","5152062","62136",""
"3","","","1","0.2","107111","","","5152062","62137","armcrossed_idle"
"3","pack_talk","1","0","0","5","0","","5152062","62138","pack_in"
"23","","","0","","se_10058300","","","5152062","62139","se_10058300_pack_appear"
"3","idol_poseF_end_emilia_loop","1","0","0.2","131911","0","","5152062","62140","idol_poseF_end_emilia_in"
"93","","","","","1","","","5152062","62141","0"
"21","0","","0","","vo_rag","","","5152062","62142","vo_rag_2008"
"11","1","1","10","5","5","24","0","5152062","62143","ねえリア、\nこれってラジーオタイソーなの？"
"91","0","","0","","0","","","5152062","62144",""
"22","","","","","0","","","5152062","62145","0"
"3","","","1","0.2","131911","","","5152062","62146","idol_poseF_end_emilia_loop_nervous"
"3","idol_poseF_end_emilia_loop","1","0","0","1","0","","5152062","62147","idol_poseF_end_emilia_nervous_in"
"3","","","1","0.2","5","","","5152062","62148","pack_idle"
"3","","","1","0.2","107111","","","5152062","62149","chris_laugh"
"23","","","0","","se_10058300","","","5152062","62150","se_10058300_emotion_idol"
"12","0","0","2","5","5","5","0","5152062","62151","5"
"12","0","0","2","0","107111","0","0","5152062","62152","10"
"93","","","","","2.5","","","5152062","62153","0"
"101","","","","","62155","","","5152062","62154",""
"25","","","","","bgm_MC173B","","","5152062","62155","bgm_MC173B"
"22","","","","","0","","","5152062","62156","0"
"1","124","-215","109","1.8","1","1","ames_sit_idle","5152063","63001","131711"
"1","-119","-215","108","1.8","1","0","echidna_sit_thinking_idle","5152063","63002","132011"
"5","-119","-215","109","1.8","1","0","empty","5152063","63003","1"
"13","","","","","131711","","","5152063","63004","209"
"13","","","","","132011","","","5152063","63005","208"
"31","0","1.16","0","1","1","","","5152063","63006","1"
"31","0","1","0","1","10","","","5152063","63007","10"
"31","0","1","0","0","5","","","5152063","63008","5"
"31","0","1","0","1","3","","","5152063","63009","3"
"91","","","","","0","","","5152063","63010","0"
"37","","","","","3","","","5152063","63011","telop_3"
"102","","","0","","0","","","5152063","63012","0"
"93","","","","","1","","","5152063","63013","0"
"3","","","1","0.2","132011","","","5152063","63014","echidna_sit_thinking_talk"
"21","0","","0","","vo_rag","","","5152063","63015","vo_rag_5001"
"11","1","1","10","-20","132011","50","0","5152063","63016","この世界には『アイドル』という\n種族にのみ伝わる、伝統の\nタイソーとやらがあるらしいね"
"91","0","","0","","0","","","5152063","63017",""
"3","","","1","0.2","132011","","","5152063","63018","echidna_sit_talk"
"21","0","","0","","vo_rag","","","5152063","63019","vo_rag_5002"
"11","1","1","10","-20","132011","50","0","5152063","63020","君は智に長けた存在だろう？\nボクにもその動きを\n教えてもらえないかな？"
"91","0","","0","","0","","","5152063","63021",""
"3","","","1","0.2","132011","","","5152063","63022","echidna_sit_idle"
"3","ames_yareyare_talk","1","0","0.2","131711","0","","5152063","63023","ames_yareyare_in"
"21","0","","0","","vo_rag","","","5152063","63024","vo_rag_5003"
"11","1","1","10","20","131711","50","0","5152063","63025","随分と面倒なこと言ってくれちゃって"
"91","0","","0","","0","","","5152063","63026",""
"3","","","1","0.2","131711","","","5152063","63027","ames_sit_talk"
"21","0","","0","","vo_rag","","","5152063","63028","vo_rag_5004"
"11","1","1","10","20","131711","50","0","5152063","63029","色々誤解があるみたいだけど、\nまあいいわ"
"91","0","","0","","0","","","5152063","63030",""
"21","0","","0","","vo_rag","","","5152063","63031","vo_rag_5005"
"11","1","1","10","20","131711","50","0","5152063","63032","それじゃ、\nあたしと同じ動きをやってみて"
"91","0","","0","","0","","","5152063","63033",""
"3","idle_normal","1","0","0.2","131711","0","","5152063","63034","ames_sit_out"
"93","","","","","0.1","","","5152063","63035","0"
"3","idle_normal","1","0","0.2","132011","0","","5152063","63036","echidna_sit_out"
"37","","","","","10","","","5152063","63037","out"
"93","","","","","1","","","5152063","63038","0"
"91","0","","0","","0","","","5152063","63039",""
"25","","","","","bgm_MC175A","","","5152063","63040","bgm_MC175A"
"32","","","","","5","","","5152063","63041","1"
"3","","","1","0.2","131711","","","5152063","63042","isekai_dance"
"93","","","","","0.1","","","5152063","63043","0"
"3","","","1","0.2","132011","","","5152063","63044","isekai_dance"
"21","0","","0","","vo_rag","","","5152063","63045","vo_rag_5006"
"11","1","0","10","0","131711","0","1.7","5152063","63046","はい、ワンツーワンツー、\nステップステップ…"
"93","","","","","7","","","5152063","63047","0"
"91","0","","0","","0","","","5152063","63048",""
"21","0","","0","","vo_rag","","","5152063","63049","vo_rag_5007"
"11","1","1","10","0","132011","0","0","5152063","63050","ワン、ツー…ワン、ツ…\nはぁ、はぁ…\n今日のところは、ここまで、だね…"
"93","","","","","3.4","","","5152063","63051","0"
"27","0.5","0","0.5","0","bgm_MC173B","1","","5152063","63052","bgm_MC173B"
"37","","","","","5","","","5152063","63053","out"
"3","tired_talk","1","0","0","1","0","","5152063","63054","tired_in"
"3","echidna_tired_talk","1","0","0","132011","0","","5152063","63055","echidna_tired_in"
"23","","","0","","se_10058300","","","5152063","63056","se_10058300_isekai_breath"
"93","","","","","7.6","","","5152063","63057","0"
"91","0","","0","","63050","","","5152063","63058",""
"3","","","1","0.2","1","","","5152063","63059","tired_idle"
"3","","","1","0.2","132011","","","5152063","63060","echidna_tired_idle"
"3","shock_talk","1","0","0","131711","0","","5152063","63061","shock_in"
"21","0","","0","","vo_rag","","","5152063","63062","vo_rag_5008"
"11","1","1","10","0","131711","0","0","5152063","63063","ウソでしょ！　まだちょっとしか\nやってないわよ！"
"91","0","","0","","0","","","5152063","63064",""
