435beca02b2b1dd0c07f05f974ed5bd2b634add54593ba8628e741d636ce1782,1430903aaa7ad773169b2fe9dfc5f79ae19ce2b79314ad7003fda160b2f38f7c,c52c12256feb16d9f0d67cde215e9da4d07ab872690f6abc4cd89c30a5747cdd,afaaf8d9601d546bb7a2836023a82c8d128e55e8449d9c3c66e4c8dce63283a5,3120099a043347e837f4029b633921ae90d778f0fea712b5195f3f24d0ed7275,56b48defaba638c1e90efdb2c9e783be757b4ce8fbd473ac2a1c630c589c2b79,6ddb08520bb0cdebbd408413a1df69c76faee4df3c651f9d55a1af80d8fa38e1,9c5475f939288b8e5d9deefa0c0a2732b90ccef4c17d378f1e29fb2b8f4929ac,87f0e606dd503f5c4939e8efc16be78e2e546c5c4604dd0a502eab88993d3c5b,09717e57e6e8ed878bd9f83c7d4edddfd954fe43dfa54885d0db2d94116d23b4,cd99b79c262c680ea9ba3653bbe56bfbb34295d5d29e6a41da08820e311ec081,1a0360ce9e8be8fc8d6c72fe22ed60b75141f36ee4cde262f069e3b3280f479d,25e0693b8016863dd0b6e570451a07cd3743f6934959d52ffbe9794d2937bf90,23d701336158b32d9598da441ef6ce4e6c4cf1b7e936b6bbe6dbe06f766feec1,6910dc0c5da134cc56ca2cd3bdbbd53ace20b6c6954090ae34612fc4a6b3a706,b7e2aa99a1a75bbd5201dfc1d39f9254eea5c2357de1e7ada3e16f2081062824,90a77dfc44aaaca217fb4a885286ab753aedff109dc1c7bbcc26fb820eea580c,9ca9f5bb436936b89c2c5ddcfbcbdd1d329b6a89b52d9c56a195e2a7e02708e4,8b22678bd810bd9843b6613761669c210bc0cf28a513e813e13cde2dab100d4b,d2da77e2be3aae75c7b2ee924b0502426b26cc391d1eb5f7921dbd8ff41b03f7,b6228cc7d7fdf59e273e3bc95130bc8c525291697fbb548ed37fccbb2c562856,0b72503f51f1a07784cfc852343e1396a92bb6fe82a62ddaeff44a6f35d8f3b5,6d03af8d75ffa8401c32ac512d59d10f20c6bfa63aa05abe7f87bc073d4bfb08,55954175cf7d913b89ac028bf469f5ce4de067a6a4493cfed6c1bb229f9df010
"42","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","443","0","11066","0","《EX》危険な影と魔物・雷々傲M","0","15066007","0","150","0","2","0","0","8","91002","300020","0"
"-32","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","-208","31008","11067","0","甘くておいしい美容法","5","15067001","0","30","5","1","31258","2","8","91002","300010","0"
"44","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","2","-58","31045","11067","1","ドＭとショタを確保せよ","5","15067002","51017","30","5","1","31233","2","8","91002","300010","0"
"-165","バトルに勝利する。","0","0","18","2015/12/17 15:00:00","0","-84","0","11067","0","《EX》受難体質の次女、遭難","0","15067003","0","150","1","2","4105402","0","8","91002","300020","0"
"90","バトルに勝利する。","1","2","2","2015/12/17 15:00:00","2","425","31034","11067","5","甘やかすのは誰か","5","15067004","31059","30","5","1","31181","2","8","91002","300010","51018"
"36","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","551","0","11067","0","お腹ペコペコデュエット","0","15067005","0","30","10","1","90005","0","8","91002","300010","0"
"-120","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","602","0","11067","0","《EX》危険な魔物・大鬼と雷鳥","0","15067006","0","150","0","2","0","0","8","91002","300020","0"
"-20","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","2","-40","31014","11068","1","裏世界にも事件の香り","5","15068001","51021","30","5","1","31093","2","8","91002","300010","0"
"-179","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","90","31051","11068","0","煉獄に咲く華のような","5","15068002","0","30","5","1","31027","2","8","91002","300010","0"
"-171","バトルに勝利する。","0","0","18","2015/12/17 15:00:00","0","245","0","11068","0","《EX》豪放磊落の長女、狂酔","0","15068003","0","150","1","2","4101403","0","8","91002","300020","0"
"44","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","2","643","31033","11068","1","湯あたりにご注意を","5","15068004","51022","30","5","1","31032","2","8","91002","300010","0"
"-93","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","768","0","11068","0","ウサギ追いしジオ・ゲヘナ","0","15068005","0","30","10","1","90005","0","8","91002","300010","0"
"91","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","814","0","11068","0","《EX》危険な影の群れ","0","15068006","0","150","0","2","0","0","8","91002","300020","0"
"0","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","2","-324","31020","11069","1","裏世界の迷子ちゃん","5","15069001","51023","30","5","1","31047","2","8","91002","300010","0"
"-78","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","-175","31060","11069","0","ジオ・ゲヘナの魔法研究","5","15069002","0","30","5","1","31016","2","8","91002","300010","0"
"-136","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","0","0","11069","0","《EX》危険な影の群れ","0","15069003","0","150","0","2","0","0","8","91002","300020","0"
"-9","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","2","411","31055","11069","1","ジオ・ゲヘナに舞う忍び達","5","15069004","51024","30","5","1","31096","2","8","91002","300010","0"
"-167","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","522","31063","11069","0","けんぞくにしてあげる！","5","15069005","0","30","5","1","31223","2","8","91002","300010","0"
"-39","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","859","0","11069","0","《EX》危険な影の群れ","0","15069006","0","150","0","2","0","0","8","91002","300020","0"
"128","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","-291","51025","11070","0","ジオ・ゲヘナの植物採取","1","15070001","0","30","5","1","31040","2","8","91002","300010","0"
"38","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","-143","31065","11070","0","灼熱のケンカタイム","5","15070002","0","30","5","1","31066","2","8","91002","300010","0"
"-14","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","0","0","11070","0","《EX》危険な影の群れ・偶像","0","15070003","0","150","0","2","0","0","8","91002","300020","0"
"38","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","434","51026","11070","0","深淵なる煉獄での邂逅","1","15070004","0","30","5","1","31009","2","8","91002","300010","0"
"22","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","2","575","31261","11070","5","大人の余裕を見せつけろ","5","15070005","31050","30","5","1","31004","2","8","91002","300010","0"
"-180","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","546","0","11070","0","《EX》危険な影の群れ・財団","0","15070006","0","150","0","2","0","0","8","91002","300020","0"
"90","バトルに勝利する。","1","2","2","2015/12/17 15:00:00","2","15","31180","11071","5","軽やかなる乙女たち","5","15071001","31002","30","5","1","31028","2","8","91002","300010","51027"
"-81","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","-89","0","11071","0","イオ先生の裏世界教室","0","15071002","0","30","5","1","31018","0","8","91002","300010","0"
"-135","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","-408","0","11071","0","《EX》危険な影の群れ・遊戯","0","15071003","0","150","0","2","0","0","8","91002","300020","0"
"-73","バトルに勝利する。","1","2","2","2015/12/17 15:00:00","2","253","31006","11071","5","傀儡の糸を払いのけろ","5","15071004","31093","30","5","1","31026","2","8","91002","300010","51028"
"-173","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","383","31296","11071","0","花と刃が舞い踊る","5","15071005","0","30","5","1","31056","2","8","91002","300010","0"
"-173","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","622","0","11071","0","《EX》危険な影の群れ・獣苑","0","15071006","0","150","0","2","0","0","8","91002","300020","0"
"94","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","-252","51029","11072","0","煉獄に降り立つ氷竜","1","15072001","0","30","5","1","31064","2","8","91002","300010","0"
"-111","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","-193","31008","11072","0","ウツクシキ黒天使たち","5","15072002","0","30","5","1","31258","2","8","91002","300010","0"
"94","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","84","0","11072","0","《EX》危険な影の群れ・美食","0","15072003","0","150","0","2","0","0","8","91002","300020","0"
"-120","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","277","51030","11072","0","魅せろ、灼熱のプレイスタイル","1","15072004","0","30","5","1","31022","2","8","91002","300010","0"
"-106","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","510","0","11072","0","おさんぽはアツアツヒヤヒヤ","0","15072005","0","30","5","1","31064","0","8","91002","300010","0"
"-100","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","703","0","11072","0","《EX》危険な影の群れ・救護","0","15072006","0","150","0","2","0","0","8","91002","300020","0"
"-188","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","-487","51031","11073","0","裏世界ヒーローショー","1","15073001","0","30","5","1","31309","2","8","91002","300010","0"
"-190","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","-208","31185","11073","0","冥府のドM","5","15073002","0","30","5","1","31045","2","8","91002","300010","0"
"33","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","-133","0","11073","0","《EX》危険な影の群れ・森精","0","15073003","0","150","0","2","0","0","8","91002","300020","0"
"37","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","508","0","11073","0","冥界の魔物調査","0","15073004","0","30","1","1","51032","0","8","91002","300010","0"
"-117","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","670","0","11073","0","《EX》危険な影の群れ・黄昏","0","15073005","0","150","0","2","0","0","8","91002","300020","0"
"-46","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","2","-182","31056","11074","1","大人女子会へようこそ","5","15074001","51033","30","5","1","31034","2","8","91002","300010","0"
"-179","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","-76","31033","11074","0","冥界を笑わせに来ました！　","5","15074002","0","30","5","1","31052","2","8","91002","300010","0"
"87","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","102","0","11074","0","《EX》危険な影の群れ・学院","0","15074003","0","150","0","2","0","0","8","91002","300020","0"
"-148","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","2","391","31260","11074","1","白き剣と黒き盾","5","15074004","51034","30","5","1","31057","2","8","91002","300010","0"
"12","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","694","0","11074","0","《EX》危険な影の群れ・白翼","0","15074005","0","150","0","2","0","0","8","91002","300020","0"
"92","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","2","-237","31006","11075","1","小悪魔妹と堕天使妹","5","15075001","51035","30","5","1","31258","2","8","91002","300010","0"
"93","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","96","0","11075","0","《EX》危険な影の群れ・仲良","0","15075002","0","150","0","2","0","0","8","91002","300020","0"
"-58","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","591","51036","11075","0","迷子の鳥を導け！","1","15075003","0","30","5","1","31001","2","8","91002","300010","0"
"76","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","808","0","11075","0","《EX》危険な影の群れ・竜巣","0","15075004","0","150","0","2","0","0","8","91002","300020","0"
"39","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","2","-380","31020","11076","5","冥界ファッションショー☆","5","15076001","31016","30","5","1","31023","2","8","91002","300010","0"
"-196","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","2","-486","31013","11076","1","忍者冥剣伝","5","15076002","51037","30","5","1","31030","2","8","91002","300010","0"
"-31","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","69","0","11076","0","《EX》危険な影の群れ・光願","0","15076003","0","150","0","2","0","0","8","91002","300020","0"
"-186","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","521","51043","11076","0","魔と闇の令嬢","1","15076004","0","30","5","1","31003","2","8","91002","300010","0"
"-69","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","718","0","11076","0","《EX》危険な影の群れ・魔軍","0","15076005","0","150","0","2","0","0","8","91002","300020","0"
"-185","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","-420","51038","11077","0","裏世界を彷徨う謎の巨女","1","15077001","0","30","5","1","31063","2","8","91002","300010","0"
"-191","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","74","0","11077","0","《EX》危険な影の群れ・魔学","0","15077002","0","150","0","2","0","0","8","91002","300020","0"
"62","バトルに勝利する。","1","2","2","2015/12/17 15:00:00","2","561","31301","11077","5","冥界に漂う魔性の香り","5","15077003","31044","30","5","1","31021","2","8","91002","300010","51039"
"33","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","0","741","31015","11077","0","衝突、母性vs商魂！？","5","15077004","0","30","5","1","31180","2","8","91002","300010","0"
"-125","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","517","0","11077","0","《EX》危険な影の群れ・堕天","0","15077005","0","150","0","2","0","0","8","91002","300020","0"
"118","バトルに勝利する。","0","0","2","2015/12/17 15:00:00","2","-440","31066","11078","1","ギャングとヒーロー","5","15078001","51040","30","5","1","31005","2","8","91002","300010","0"
"-78","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","-124","0","11078","0","《EX》危険な魔物・大鬼ふたたび","0","15078002","0","400","0","2","0","0","8","91002","300020","0"
"-184","バトルに勝利する。","1","2","2","2015/12/17 15:00:00","2","86","31092","11078","5","ミスト・イン・リビングデッド","5","15078003","31093","30","5","1","31094","2","8","91002","300010","51041"
"-187","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","477","0","11078","0","《EX》危険な魔物・懶獣","0","15078004","0","400","0","2","0","0","8","91002","300020","0"
"-146","バトルに勝利する。","1","2","2","2015/12/17 15:00:00","2","687","31355","11078","5","襲来！赤髪盗賊三姉妹！？","5","15078005","31302","30","5","1","31300","2","8","91002","300010","51042"
"30","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","760","0","11078","0","《EX》危険な魔物・鷲獅子","0","15078006","0","400","0","2","0","0","8","91002","300020","0"
"100","バトルに勝利する。","1","2","2","2015/12/17 15:00:00","2","-414","31050","11079","5","凸凹楽団三重奏","5","15079001","31181","30","5","1","31358","2","8","91002","300010","51044"
"-163","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","-861","0","11079","0","《EX》危険な魔物・雷鳥ふたたび","0","15079002","0","400","0","2","0","0","8","91002","300020","0"
"-6","バトルに勝利する。","1","2","2","2015/12/17 15:00:00","2","-160","31028","11079","5","焼きそばパン、いただきにゃ！","5","15079003","31032","30","5","1","31046","2","8","91002","300010","51045"
"-65","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","17","0","11079","0","《EX》危険な魔物・眼蔓ふたたび","0","15079004","0","400","0","2","0","0","8","91002","300020","0"
"-26","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","311","0","11079","0","サブクエスト３","0","15079005","0","0","0","1","0","0","0","0","300010","0"
"-94","バトルに勝利する。","0","0","0","2015/12/17 15:00:00","0","682","0","11079","0","《EX》ＥＸクエスト３","0","15079006","0","0","0","2","0","0","0","0","300020","0"
