68d183c058419ea89bb2285f969c8abeed293bbaf0606cfe34c077b90363b8b5,0b353c2861be8ed8cbdcff6490435f88e319845bf041d731f0ecb458f0843ef7,e7b549f8f32615b17893b3ae0e3453e9fa8b1193d0a1c14794d3687d30bc49fa,977b4d1d0a7d19a9f263c96b29b315778701a6d5846a9fe4cc9eb41d62f6537d,b417f9b791790892045c07a38197670f7d8e6d534ff0b0644ac72c345aef4fd0,c8c5f9fb95fd44a0f6656cd5c0a8ac1fcf9782ece029bcb08b884c8b4e903d6d,fcd053dcd9f65d5c0ca846c54b7972326d4cca449149554f664837ac199be1b2,f4ee0ad7fadec076db9b95ca76c303f4064d586cc82ec2a1cf6b04af19285bcd,8bba4a8813f7730137ccae70b74224a4b3f7a9eb481febdff7b0b8e36c844be0,4db6b10050bc81174ba59bb501e8c26f39f3b90098b0c957c53e7bcbecffedce,61ab8975b6b6a259fe56c812bd95b4f2a383de2c88ad31673d76a36cdbf135c1
"0","2","0","11","10","0","1","1","13","だって、楽しい思い出と同じくらい、\nヘマしたり、力及ばずなこともあって。\nそれを改めてお兄さんに見てもらうのは\n勇気がいるっていうか……","13030"
"","0","","91","0","","","0","13","","13031"
"","2","0.3","3","1","","","","13","clear_idle_look_shy","13032"
"","3","0.2","3","1","","","","13","sad_talk_look_precia","13033"
"","vo_asb","","21","0","","","0","13","vo_asb_1523","13034"
"0","3","0","11","10","0","1","1","13","せきらら\nぼうけんき。","13035"
"","0","","91","0","","","0","13","","13036"
"","3","0.2","3","1","","","","13","idle_look_precia","13037"
"","1","0.3","3","1","","","","13","talk_look_shy_riri","13038"
"","vo_asb","","21","0","","","0","13","vo_asb_1524","13039"
"0","1","0","11","10","0","1","1","13","でも……これも学びです。\n兄様。ぜひご覧になった感想を、\nお聞かせ願えませんでしょうか？","13040"
"","0","","91","0","","","0","13","","13041"
"","1","0.2","3","1","","","","13","wish_talk_look_shy_riri","13042"
"","vo_asb","","21","0","","","0","13","vo_asb_1525","13043"
"0","1","0","11","10","0","1","1","13","どんなに厳しい叱咤もご指導も、\n謹んでお受けいたしますので──\nって、…………え？","13044"
"","0","","91","0","","","0","13","","13045"
"","2","0.2","3","1","","","","13","idle_look_shy","13046"
"","3","0.3","3","1","","","","13","joy_idle_look_shy_precia","13047"
"","1","0.2","3","1","","","","13","wish_talk_Ex4","13048"
"","vo_asb","","21","0","","","0","13","vo_asb_1526","13049"
"0","1","0","11","10","0","1","1","13","…………\nま、まさか……\nそのようにお褒めいただけるなんて……","13050"
"","0","","91","0","","","0","13","","13051"
"","1","0.2","3","1","","","","13","idle_look_shy_riri","13052"
"","3","0.4","3","1","","","","13","surprise_idle_lookR_precia","13053"
"","vo_asb","","21","0","","","0","13","vo_asb_1527","13054"
"0","3","0","11","10","0","1","1","13","お兄……","13055"
"","0","","91","0","","","0","13","","13056"
"","3","0.4","3","1","","","","13","joy_idle_look_shy_precia2","13057"
"","2","0.2","3","1","","","","13","clear_talk2_look","13058"
"","vo_asb","","21","0","","","0","13","vo_asb_1528","13059"
"0","2","0","11","10","0","1","1","13","お兄さんは、\n結果云々ではなく、\nわたしたちががんばったこと、\nそれ自体を褒めてくれるんですね……","13060"
"","0","","91","0","","","0","13","","13061"
"","1","0.2","3","1","","","","13","wish_talk_Ex3","13062"
"","3","0.3","3","1","","","","13","joy_idle_look_shy_precia","13063"
"0","2","0.2","3","0","","1","clear_wish_talk_joy_look","13","talk2ToWish_look","13064"
"","vo_asb","","21","0","","","0","13","vo_asb_1529","13065"
"0","1","0","11","10","0","1","1","13","……ありがとうございます！","13066"
"","0","","91","0","","","0","13","","13067"
"","1","0.2","3","1","","","","13","idle_look_shy_riri","13068"
"","2","0.2","3","1","","","","13","idle_look_shy","13069"
"0","3","0.2","3","0","","1","doya_talk_precia","13","doya_in_precia","13070"
"","vo_asb","","21","0","","","0","13","vo_asb_1530","13071"
"0","3","0","11","10","0","1","1","13","むねはり。\nぼうけんき。","13072"
"","0","","91","0","","","0","13","","13073"
"","3","0.4","3","1","","","","13","idle_look_normal_precia","13074"
"","1","0.2","3","1","","","","13","riri_talk_look_shy","13075"
"","vo_asb","","21","0","","","0","13","vo_asb_1531","13076"
"0","1","0","11","10","0","1","1","13","ご覧の通り何事も拙く、\n未熟なわたくしたちですが……","13077"
"","0","","91","0","","","0","13","","13078"
"","1","0.2","3","1","","","","13","riri_idle_look_normal_shy","13079"
"","2","0.2","3","1","","","","13","clear_talk3_look","13080"
"","vo_asb","","21","0","","","0","13","vo_asb_1532","13081"
"0","2","0","11","10","0","1","1","13","こうしてお兄さんが\n温かく見守ってくれるおかげで、\n立派な冒険者になるという夢を、\n追い続けることができています。","13082"
"","0","","91","0","","","0","13","","13083"
"","2","0.2","3","1","","","","13","clear_wish_talk_joy_look","13084"
"","vo_asb","","21","0","","","0","13","vo_asb_1533","13085"
"0","2","0","11","10","0","1","1","13","お兄さん。\nこれからも、【アルターメイデン】の\n側にいてくださいね。","13086"
"","0","","91","0","","","0","13","","13087"
"","2","0.2","3","1","","","","13","clear_wish_idle_look","13088"
"0.2","3","0.1","3","0","","1","joy_idle_look_shy_precia2","13","agree","13089"
"","vo_asb","","21","0","","","0","13","vo_asb_1534","13090"
"0","3","0","11","10","0","1","1","13","よろしく。","13091"
"","0","","91","0","","","0","13","","13092"
"0.2","1","0.2","3","0","","1","idle_look_shy_riri","13","bow_riri","13093"
"","vo_asb","","21","0","","","0","13","vo_asb_1535","13094"
"0","1","0","11","10","0","1","1","13","お願いいたします……！","13095"
"","0","","91","0","","","0","13","","13096"
"","13098","","101","","","","","13","","13097"
"0","1","0.3","6","1","","0","1","13","1","13098"
"0","2","0.3","6","1","","0","1","13","1","13099"
"0","3","0.3","6","1","","0","1","13","1","13100"
"0","0","0.3","6","1","","0","1","13","1","13101"
"","1","","2","-230","","1","0.3","13","-130","13102"
"","2","","2","-255","","1","0.3","13","-290","13103"
"","3","","2","-245","","1","0.3","13","120","13104"
"","0","","2","0","","1","0.3","13","-100","13105"
"","0","","22","","","","","13","0","13106"
"","100","","35","","","","","13","1","13107"
"","100","","33","0","","1","0.3","13","-100","13108"
"","0.4","","93","","","","","13","0","13109"
"","100","","32","","","","","13","0","13110"
"0","3","2.2","5","52","surprise_idle_normal2_precia","-250","30","22","1","22001"
"0","1","0","6","1","","0","1","22","1","22002"
"0","0","1","5","29","black","0","50","22","0","22003"
"0","0","0","6","1","","0","1","22","1","22004"
"","0","","91","","","","","22","","22005"
"0","1","0.2","6","1","","1","1","22","1","22006"
"0","0","0.2","6","1","","1","1","22","1","22007"
"","1","","2","-250","","2","0.3","22","-20","22008"
"","0","","2","0","","2","0.3","22","0","22009"
"","0.6","","93","","","","","22","0","22010"
"","vo_asb","","21","0","","","0","22","vo_asb_0221","22011"
"0","1","0","11","10","0","1","1","22","ざぶとん。\nくっきー。\nいっぱいたべた。","22012"
"","0","","91","0","","","0","22","","22013"
"","1","0.3","3","1","","","","22","talk_surprise_precia","22014"
"","vo_asb","","21","0","","","0","22","vo_asb_0222","22015"
"0","1","0","11","10","0","1","1","22","スズメ。\nいろいろつくってる。\nらしい。","22016"
"","0","","91","0","","","0","22","","22017"
"","1","0.3","3","1","","","","22","think_idle_precia","22018"
"","vo_asb","","21","0","","","0","22","vo_asb_0223","22019"
"0","1","0","11","10","0","1","1","22","ざぶとん、ほっとけーき。\nとか？","22020"
"","0","","91","0","","","0","22","","22021"
"","1","0.3","3","1","","","","22","think_idle_dere_precia","22022"
"","vo_asb","","21","0","","","0","22","vo_asb_0224","22023"
"0","1","0","11","10","0","1","1","22","ざぶとん、まふぃん。\nとか？","22024"
"","0","","91","0","","","0","22","","22025"
"","1","0.3","3","1","","","","22","think_idle_angerR","22026"
"","vo_asb","","21","0","","","0","22","vo_asb_0225","22027"
"0","1","0","11","10","0","1","1","22","ざぶとん、にくまん……\nとか……（ごくり）","22028"
"","0","","91","0","","","0","22","","22029"
"0","1","0.1","3","0","","1","speak1_light_precia","22","thinkToSpeak_precia","22030"
"","vo_asb","","21","0","","","0","22","vo_asb_0226","22031"
"0","1","0","11","10","0","1","1","22","スズメ。\nすかうとする。\n【あるたーめいでん】に。","22032"
"","0","","91","0","","","0","22","","22033"
"","22035","","101","","","","","22","","22034"
"0","1","0.3","6","1","","0","1","22","1","22035"
"0","0","0.3","6","1","","0","1","22","1","22036"
"","1","","2","-250","","1","0.3","22","-120","22037"
"","0","","2","0","","1","0.3","22","-100","22038"
"","0","","22","","","","","22","0","22039"
"","0.4","","93","","","","","22","0","22040"
"0","1","2.2","5","52","riri_idle_look","-230","20","32","1","32001"
"0","2","2.2","5","58","clear_book_read","-255","-140","32","2","32002"
"1","3","2.2","5","55","joy_idle_precia","-245","270","32","3","32003"
"0","1","0","6","1","","0","1","32","1","32004"
"0","2","0","6","1","","0","1","32","1","32005"
"0","3","0","6","1","","0","1","32","1","32006"
"0","0","1","5","29","black","0","50","32","0","32007"
"0","0","0","6","1","","0","1","32","1","32008"
"","0","","91","","","","","32","","32009"
"0","1","0.2","6","1","","1","1","32","1","32010"
"0","2","0.2","6","1","","1","1","32","1","32011"
"0","3","0.2","6","1","","1","1","32","1","32012"
"0","0","0.2","6","1","","1","1","32","1","32013"
"","1","","2","-230","","2","0.3","32","-30","32014"
"","2","","2","-255","","2","0.3","32","-190","32015"
"","3","","2","-245","","2","0.3","32","220","32016"
"","0","","2","0","","2","0.3","32","0","32017"
"","0.6","","93","","","","","32","0","32018"
"","2","0.2","3","1","","","","32","clear_book_talk","32019"
"","vo_asb","","21","0","","","0","32","vo_asb_0321","32020"
"0","2","0","11","10","0","1","1","32","この牛さんの絵、\n上手すぎませんか！？","32021"
"","0","","91","0","","","0","32","","32022"
"","2","0.4","3","1","","","","32","clear_book_idle","32023"
"","1","0.2","3","1","","","","32","riri_talk_look","32024"
"","vo_asb","","21","0","","","0","32","vo_asb_0322","32025"
"0","1","0","11","10","0","1","1","32","プレシアさん作です。\n彼女は天才タイプなので。","32026"
"","0","","91","0","","","0","32","","32027"
"","1","0.2","3","1","","","","32","riri_idle_look","32028"
"0","2","0.1","3","0","","1","clear_talk2_noShy","32","clear_bookToTalk2","32029"
"","vo_asb","","21","0","","","0","32","vo_asb_0323","32030"
"0","2","0","11","10","0","1","1","32","そういえば、わたしとリリちゃんが、\n『腰に手』が上手くできなくて、\nマヒルさんに教わりながら、\n悪戦苦闘してた時も……","32031"
"","0","","91","0","","","0","32","","32032"
"0","2","0.1","3","0","","1","idle_talkjoy2","32","talk2ToIdle_talkjoy2","32033"
"","1","0.2","3","1","","","","32","sad_talk_joy2R","32034"
"","vo_asb","","21","0","","","0","32","vo_asb_0324","32035"
"0","1","0","11","10","0","1","1","32","はい。プレシアさんだけが、\n一発合格でしたね。\n素人のわたくしたちの目から見ても、\n実に完璧な『腰に手』でございました。","32036"
"","0","","91","0","","","0","32","","32037"
"","1","0.2","3","1","","","","32","sad_idle_normal_riri","32038"
"","2","0.2","3","1","","","","32","idle","32039"
"","3","0.3","3","1","","","","32","talk_precia","32040"
"","vo_asb","","21","0","","","0","32","vo_asb_0325","32041"
"0","3","0","11","10","0","1","1","32","みたい？","32042"
"","0","","91","0","","","0","32","","32043"
"","3","0.3","3","1","","","","32","joy_idle_precia","32044"
"","1","0.2","3","1","","","","32","guts2_talk_riri","32045"
"","2","0.2","3","1","","","","32","clear_hope_talk","32046"
"","vo_asb","","21","0","","","0","32","vo_asb_0326","32047"
"0","1","0","11","10","0","1","1","32","ぜひっ。","32048"
"","0","","91","0","","","0","32","","32049"
"","1","0.2","3","1","","","","32","guts2_idle_riri","32050"
"","2","0.2","3","1","","","","32","clear_hope_idle","32051"
"0","3","0.2","3","0","","1","cool_idle","32","cool_in","32052"
"","vo_asb","","21","0","","","0","32","vo_asb_0327","32053"
"0","3","0","11","10","0","1","1","32","びしっ。","32054"
"","0","","91","0","","","0","32","","32055"
"0.1","3","0.2","3","0","","1","cool_idle_doya","32","cool_idle_doya_in","32056"
"","1","0.2","3","1","","","","32","guts2_idle_joy_riri","32057"
"","2","0.2","3","1","","","","32","clear_hope_joy","32058"
"","vo_asb","","21","0","","","0","32","vo_asb_0328","32059"
"-22","1","-85","11","10","0","1","1","32","わぁ～♪","32060"
"","0","","91","0","","","0","32","","32061"
"","32063","","101","","","","","32","","32062"
"0","1","0.3","6","1","","0","1","32","1","32063"
"0","2","0.3","6","1","","0","1","32","1","32064"
"0","3","0.3","6","1","","0","1","32","1","32065"
"0","0","0.3","6","1","","0","1","32","1","32066"
"","1","","2","-230","","1","0.3","32","-130","32067"
"","2","","2","-255","","1","0.3","32","-290","32068"
"","3","","2","-245","","1","0.3","32","120","32069"
"","0","","2","0","","1","0.3","32","-100","32070"
"","0","","22","","","","","32","0","32071"
"","0.4","","93","","","","","32","0","32072"
"0","2","2.2","5","52","clear_wish_talk_joy_noShy","-250","30","42","1","42001"
"0","1","0","6","1","","0","1","42","1","42002"
"0","0","1","5","29","black","0","50","42","0","42003"
"0","0","0","6","1","","0","1","42","1","42004"
"","0","","91","","","","","42","","42005"
"0","1","0.2","6","1","","1","1","42","1","42006"
"0","0","0.2","6","1","","1","1","42","1","42007"
"","1","","2","-250","","2","0.3","42","-20","42008"
"","0","","2","0","","2","0.3","42","0","42009"
"","0.6","","93","","","","","42","0","42010"
"","vo_asb","","21","0","","","0","42","vo_asb_0421","42011"
"0","1","0","11","10","0","1","1","42","リンさんによるマヒルさんのモノマネ、\nとっても上手でした。","42012"
"","0","","91","0","","","0","42","","42013"
"","1","0.1","3","1","","","","42","clear_talk_normal","42014"
"","vo_asb","","21","0","","","0","42","vo_asb_0422","42015"
"0","1","0","11","10","0","1","1","42","ギルドも長くなると、\n絆を深めたメンバー同士、\nああして互いのモノマネも、\n難なくできるようになるんですね……","42016"
"","0","","91","0","","","0","42","","42017"
"0","1","0.2","3","0","","1","clear_kohon_loop","42","clear_kohon_in","42018"
"","vo_asb","","21","0","","","0","42","vo_asb_0423","42019"
"0","1","0","11","10","0","1","1","42","…………\n……こほん。","42020"
"","0","","91","0","","","0","42","","42021"
"0","1","0.2","3","0","","1","clear_speak2_talk","42","clear_imitation_in","42022"
"","vo_asb","","21","0","","","0","42","vo_asb_0424","42023"
"0","1","0","11","10","0","1","1","42","に、兄様。兄様……？　\nお、おに、お兄……お兄。\n…………","42024"
"","0","","91","0","","","0","42","","42025"
"0","1","0.3","3","0","","1","clear_surprise_talk_red","42","clear_surprise_in_red","42026"
"","vo_asb","","21","0","","","0","42","vo_asb_0425","42027"
"0","1","0","11","10","0","1","1","42","……はっ！\nギルドメンバーのモノマネを\nしていただけなのに、\nわたしってば、どうして赤く……！","42028"
"","0","","91","0","","","0","42","","42029"
"","1","0.2","3","1","","","","42","clear_wish_talk_pain_red","42030"
"","vo_asb","","21","0","","","0","42","vo_asb_0426","42031"
"0","1","0","11","10","0","1","1","42","色んな意味で、まだまだです……っ！","42032"
"","0","","91","0","","","0","42","","42033"
"","42035","","101","","","","","42","","42034"
"0","1","0.3","6","1","","0","1","42","1","42035"
"0","0","0.3","6","1","","0","1","42","1","42036"
"","1","","2","-250","","1","0.3","42","-120","42037"
"","0","","2","0","","1","0.3","42","-100","42038"
"","0","","22","","","","","42","0","42039"
"","0.4","","93","","","","","42","0","42040"
"0","1","2.2","5","55","dance_riri","-243","70","52","1","52001"
"1","2","2.2","5","52","dance_clear","-245","320","52","2","52002"
"0","3","2.2","5","58","dance_precia","-255","-90","52","3","52003"
"0","1","0","6","1","","0","1","52","1","52004"
"0","2","0","6","1","","0","1","52","1","52005"
"0","3","0","6","1","","0","1","52","1","52006"
"0","0","1","5","29","black","0","50","52","0","52007"
"0","0","0","6","1","","0","1","52","1","52008"
"","0","","91","","","","","52","","52009"
"","1","0.1","3","0","","","","52","dance_riri","52010"
"0","2","0.1","3","0","","1","idle","52","dance_clear","52011"
"0","3","0.1","3","0","","1","idle_precia","52","dance_precia","52012"
"0","1","0.2","6","1","","1","1","52","1","52013"
"0","2","0.2","6","1","","1","1","52","1","52014"
"0","3","0.2","6","1","","1","1","52","1","52015"
"0","0","0.2","6","1","","1","1","52","1","52016"
"","1","","2","-243","","2","0.3","52","-30","52017"
"","2","","2","-245","","2","0.3","52","220","52018"
"","3","","2","-255","","2","0.3","52","-190","52019"
"","0","","2","0","","2","0.3","52","0","52020"
"","0.6","","93","","","","","52","0","52021"
"","vo_asb","","21","0","","","0","52","vo_asb_0521","52022"
"0","3","0","11","26","0.15","0","0","52","くいっく、くいっく、すろー。","52023"
"","0","","91","0","","","0","52","","52024"
"","vo_asb","","21","0","","","0","52","vo_asb_0522","52025"
"0","1","0","11","10","0.75","0","0","52","ターンエン、ターンエン、\nクイッククイックスロー！","52026"
"","52010","","91","","","","","52","","52027"
"","1","0.1","3","1","","","","52","idle","52028"
"","0.2","","93","","","","","52","0","52029"
"0.2","1","0.1","3","0","","1","talk_joy","52","smile_riri","52030"
"","vo_asb","","21","0","","","0","52","vo_asb_0523","52031"
"0","1","0","11","10","0","1","1","52","……ふふふ。この掛け声があると、\n不思議と３人の息が、\nぴったり合うのですよね。","52032"
"","0","","91","","","","","52","","52033"
"","1","0.2","3","1","","","","52","riri_idle","52034"
"","2","0.2","3","1","","","","52","clear_talk2_noShy","52035"
"","vo_asb","","21","0","","","0","52","vo_asb_0524","52036"
"0","2","0","11","10","0","1","1","52","はい。だからその後も、\nけっこう使ってますよね。\n重い物を持ち上げる時とか。\n３人で体操をする時とか。","52037"
"","0","","91","0","","","0","52","","52038"
"0","2","0.2","3","0","","1","idle","52","talk2ToIdle","52039"
"","1","0.2","3","1","","","","52","riri_talk","52040"
"","vo_asb","","21","0","","","0","52","vo_asb_0525","52041"
"0","1","0","11","10","0","1","1","52","他にも、戦闘訓練で息を合わせる際や、\nあとは夜道を歩く時の、魔物避けにも！","52042"
"","0","","91","0","","","0","52","","52043"
"","1","0.2","3","1","","","","52","riri_idle_look","52044"
"","2","0.2","3","1","","","","52","idle_talkjoy2","52045"
"","3","0.3","3","1","","","","52","talk_precia","52046"
"","vo_asb","","21","0","","","0","52","vo_asb_0526","52047"
"0","3","0","11","10","0","1","1","52","はんようせい。\nありすぎ。","52048"
"","0","","91","0","","","0","52","","52049"
"","52051","","101","","","","","52","","52050"
"0","1","0.3","6","1","","0","1","52","1","52051"
"0","2","0.3","6","1","","0","1","52","1","52052"
"0","3","0.3","6","1","","0","1","52","1","52053"
"0","0","0.3","6","1","","0","1","52","1","52054"
"","1","","2","-230","","1","0.3","52","-130","52055"
"","2","","2","-245","","1","0.3","52","120","52056"
"","3","","2","-255","","1","0.3","52","-290","52057"
"","0","","2","0","","1","0.3","52","-100","52058"
"","0","","22","","","","","52","0","52059"
"","0.4","","93","","","","","52","0","52060"
"0","1","2.2","5","52","talk_joy","-250","30","62","1","62001"
"0","1","0","6","1","","0","1","62","1","62002"
"0","0","1","5","29","black","0","50","62","0","62003"
"0","0","0","6","1","","0","1","62","1","62004"
"","0","","91","","","","","62","","62005"
"0","1","0.2","6","1","","1","1","62","1","62006"
"0","0","0.2","6","1","","1","1","62","1","62007"
"","1","","2","-250","","2","0.3","62","-20","62008"
"","0","","2","0","","2","0.3","62","0","62009"
"","0.6","","93","","","","","62","0","62010"
"","vo_asb","","21","0","","","0","62","vo_asb_0621","62011"
"0","1","0","11","10","0","1","1","62","ライブ後、【カルミナ】の皆様が\n来てくださったのです。","62012"
"","0","","91","0","","","0","62","","62013"
"","1","0.2","3","1","","","","62","wish_talk_joyR_riri","62014"
"","vo_asb","","21","0","","","0","62","vo_asb_0622","62015"
"0","1","0","11","10","0","1","1","62","「また絶対一緒に踊ろうね」って、\n手まで、重ねさせていただいて……","62016"
"","0","","91","0","","","0","62","","62017"
"","1","0.3","3","1","","","","62","memoly_talk_joy","62018"
"","vo_asb","","21","0","","","0","62","vo_asb_0623","62019"
"0","1","0","11","10","0","1","1","62","お三方のあまりの可憐さと華やかさに、\nわたくし、もう、\nクラクラしてしまって……","62020"
"","0","","91","0","","","0","62","","62021"
"","1","0.2","3","1","","","","62","sad_talk2_dere","62022"
"","vo_asb","","21","0","","","0","62","vo_asb_0624","62023"
"0","1","0","11","10","0","1","1","62","実は、重ねさせていただいたこの手、\nあれ以来まだ一度も洗っておりません。","62024"
"","0","","91","0","","","0","62","","62025"
"","1","0.3","3","1","","","","62","wish_talk_nervous_riri","62026"
"","vo_asb","","21","0","","","0","62","vo_asb_0625","62027"
"0","1","0","11","10","0","1","1","62","リアさんには、やや呆れた目で\n見られている気が、\nしないでもありませんが……\nせめて、あと半日は……！","62028"
"","0","","91","0","","","0","62","","62029"
"","62031","","101","","","","","62","","62030"
"0","1","0.3","6","1","","0","1","62","1","62031"
"0","0","0.3","6","1","","0","1","62","1","62032"
"","1","","2","-250","","1","0.3","62","-120","62033"
"","0","","2","0","","1","0.3","62","-100","62034"
"","0","","22","","","","","62","0","62035"
"","0.4","","93","","","","","62","0","62036"
"0","2","2.2","5","52","idle","-250","30","72","1","72001"
"0","1","0","6","1","","0","1","72","1","72002"
"0","0","1","5","29","black","0","50","72","0","72003"
"0","0","0","6","1","","0","1","72","1","72004"
"","0","","91","","","","","72","","72005"
"0","1","0.2","6","1","","1","1","72","1","72006"
"0","0","0.2","6","1","","1","1","72","1","72007"
"","1","","2","-250","","2","0.3","72","-20","72008"
"","0","","2","0","","2","0.3","72","0","72009"
"","0.6","","93","","","","","72","0","72010"
"","1","0.2","3","1","","","","72","clear_talk_normal","72011"
"","vo_asb","","21","0","","","0","72","vo_asb_0721","72012"
"0","1","0","11","10","0","1","1","72","アオイさんて、すごくシャイみたいで。\nだけど、言うじゃないですか。\n共通の話題がある相手とは、\n打ち解けやすい、って。","72013"
"","0","","91","0","","","0","72","","72014"
"","1","0.2","3","1","","","","72","clear_kohon_talk_surprise","72015"
"","vo_asb","","21","0","","","0","72","vo_asb_0722","72016"
"0","1","0","11","10","0","1","1","72","直感、あったんですよね。\nアオイさんほど詳しくはないですが、\nわたしも草花が好きなので。\nこの人とは仲良くなれそう、みたいな。","72017"
"","0","","91","0","","","0","72","","72018"
"","1","0.2","3","1","","","","72","clear_talk2_noShy","72019"
"","vo_asb","","21","0","","","0","72","vo_asb_0723","72020"
"0","1","0","11","10","0","1","1","72","だからわたし、\n勇気を出して言ってみたんです！\nお友だちになりませんか、って。","72021"
"","0","","91","0","","","0","72","","72022"
"0","1","0.2","3","0","","1","clear_wish_talk_joy","72","talk2ToWish","72023"
"","vo_asb","","21","0","","","0","72","vo_asb_0724","72024"
"0","1","0","11","10","0","1","1","72","そしたらアオイさん、\n顔を真っ赤にして、ブンブン！　って、\n首を縦に振ってくれて。\nやった！　って思ったんですよね。","72025"
"","0","","91","0","","","0","72","","72026"
"","1","0.2","3","1","","","","72","clear_talk2_nervous","72027"
"","vo_asb","","21","0","","","0","72","vo_asb_0725","72028"
"0","1","0","11","10","0","1","1","72","……でもその後、\n心の準備が欲しいって言われちゃって。\n心の準備、300年くらいかかるかも\nしれないんだそうです……","72029"
