aed5daf44f1a6944c3c83430372550863533d1e6f56ecff918be029555fdd1e6,d81348213b88663306787043a5ebf5327225c803cd0e1deee44bcc53a601d2e7,a66e64cd544554e07945d3fbdfca703893b5729347c939345ae6265063da2525,c303590df8465810d0b0b6904aff778b9433512263c2618f0dfce7e32e9e1136,e674171ac3ac212ec38ec13605fd7472efdd7395aa526837d3d3d688d9e16b24,10895aa5b093b8c58cd1e70ccd5dc11d5e47159d8ab1069b2978abb5a0c8bf7a,78d33f665d0c4cd17754ec0de93f587b04ffaefe02d8e96e7e88134e6c9ee0bc,9c8eac92da1a6e7e8609e1c4088e04d4023c0d19fd5c7162382c168ceeae0675,5d2e9a40fe96a565e8fbe61fcea22fb8d560fbbbbd056439ebcffe81a5e065fa,5fb2961e1c32d4beddd3ce8c52fde4d27e2b97e5f7064af5b4cdfc8398011045,063a31e7e4c676ab6c1f544a0fd922992355205f049ca3de5f38ae1f6bcf0081
"37","","","","","","","telop_1","5152061","3","61024"
"102","","","","","","0","0","5152061","0","61025"
"93","","","","","","","0","5152061","1","61026"
"3","0.2","1","0","callout_loop","","0","callout_in","5152061","110311","61027"
"93","","","","","","","0","5152061","0.1","61028"
"21","","","","0","","0","vo_rag_6001","5152061","vo_rag","61029"
"3","0","","","","","0","1001_in","5152061","3","61030"
"93","","","","","","","1","5152061","1.9","61031"
"3","0","","","","","0","1001_mid","5152061","3","61032"
"92","","","","","","","","5152061","","61033"
"3","0","","","","","0","1001_out","5152061","3","61034"
"93","","","","","","","0","5152061","0.2","61035"
"3","0.3","","","","","1","doya_idle_joy1R","5152061","110311","61036"
"3","0.2","1","0","gutsB_talk_joy","","0","gutsB_in_joy","5152061","102311","61037"
"3","0.2","","","","","1","wish_talk","5152061","102111","61038"
"3","0.2","1","0","idle_normal_joy","","0","hello_2","5152061","131911","61039"
"3","0.2","","","","","1","sad_talk_joy","5152061","107711","61040"
"3","0.2","1","0","handsup_loop","","0","handsup_in","5152061","122811","61041"
"3","0.2","","","","","1","leanforward_joy","5152061","122911","61042"
"3","0.2","","","","","1","talk_normal","5152061","122711","61043"
"21","","","","0","","0","vo_rag_6002","5152061","vo_rag","61044"
"2","","0","","0","","142","-110","5152061","3","61045"
"3","0","","","","","0","1002_in","5152061","3","61046"
"93","","","","","","","1","5152061","1.9","61047"
"3","0","","","","","0","1002_mid","5152061","3","61048"
"92","","","","","","","","5152061","","61049"
"3","0","","","","","0","1002_out","5152061","3","61050"
"3","0.2","","","","","1","gutsB_idle","5152061","102311","61051"
"3","0.2","","","","","1","wish_idle","5152061","102111","61052"
"3","0.2","","","","","1","idle_normal","5152061","131911","61053"
"3","0.2","","","","","1","sad_idle_normal","5152061","107711","61054"
"3","0.2","","","","","1","cool_idle","5152061","122811","61055"
"3","0.2","","","","","1","idle_normal_joy1R","5152061","122911","61056"
"3","0.2","","","","","1","wish_idle","5152061","122711","61057"
"3","0.2","1","0","gutsB_talk","","0","gutsB_in","5152061","110311","61058"
"21","","","","0","","0","vo_rag_6003","5152061","vo_rag","61059"
"11","0","1","15","1","0","10","おっきいお友達も元気でとてもいいわ！\nさっそく体操はじめましょう！","5152061","110311","61060"
"91","","","","0","","0","","5152061","0","61061"
"25","","","","","","","bgm_MC175B","5152061","bgm_MC175B","61062"
"32","","","","","","","1","5152061","2","61063"
"3","0.2","1","0","kids_gungun_loop","","0","kids_gungun_in","5152061","110311","61064"
"21","","","","0","","0","vo_rag_6004","5152061","vo_rag","61065"
"11","0","0","0","1","1.7","10","まずは空に向かって\n腕をグングン伸ばしてー！","5152061","110311","61066"
"93","","","","","","","0","5152061","0.1","61067"
"3","0.2","1","0","kids_gungun_loop","","0","kids_gungun_in","5152061","131911","61068"
"3","0.2","1","0","kids_gungun_loop","","0","kids_gungun_in","5152061","102311","61069"
"3","0.2","1","0","kids_gungun_loop","","0","kids_gungun_in","5152061","102111","61070"
"3","0.2","1","0","kids_gungun_loop","","0","kids_gungun_in","5152061","107711","61071"
"3","0.2","1","0","kids_gungun_loop","","0","kids_gungun_in","5152061","122811","61072"
"3","0.2","1","0","kids_gungun_loop","","0","kids_gungun_in","5152061","122911","61073"
"3","0.2","1","0","kids_gungun_loop","","0","kids_gungun_in","5152061","122711","61074"
"93","","","","","","","0","5152061","5.2","61075"
"91","","","","0","","0","","5152061","61066","61076"
"21","","","","0","","0","vo_rag_6005","5152061","vo_rag","61077"
"11","13","0","60","1","2.3","10","グーン、グーン！\nあはは、思い切り体動かすの楽しいね！","5152061","102311","61078"
"93","","","","","","","0","5152061","7.8","61079"
"91","","","","0","","0","","5152061","61078","61080"
"3","0.3","","","","","1","kids_furifuri","5152061","110311","61081"
"21","","","","0","","0","vo_rag_6006","5152061","vo_rag","61082"
"11","21","0","17","1","1.7","10","今度は腰を左右にフリフリ！\nキュートに、そしてリズミカルにね！","5152061","110311","61083"
"93","","","","","","","0","5152061","0.1","61084"
"3","0.3","","","","","1","kids_furifuri","5152061","131911","61085"
"3","0.3","","","","","1","kids_furifuriB","5152061","102311","61086"
"3","0.3","","","","","1","kids_furifuri","5152061","102111","61087"
"3","0.3","","","","","1","kids_furifuriB","5152061","107711","61088"
"3","0.3","","","","","1","kids_furifuri","5152061","122811","61089"
"3","0.3","","","","","1","kids_furifuriB","5152061","122911","61090"
"3","0.3","","","","","1","kids_furifuri","5152061","122711","61091"
"93","","","","","","","0","5152061","7.3","61092"
"91","","","","0","","0","","5152061","61083","61093"
"21","","","","0","","0","vo_rag_6007","5152061","vo_rag","61094"
"11","0","0","60","1","0.5","10","フリフリ～、楽しくなってきましたぁ♪","5152061","102111","61095"
"93","","","","","","","0","5152061","5.2","61096"
"91","","","","0","","0","","5152061","61095","61097"
"3","0.2","","","","","1","joy_idle","5152061","131911","61098"
"3","0.2","","","","","1","joy_idle","5152061","102311","61099"
"3","0.2","","","","","1","joy_idle","5152061","102111","61100"
"3","0.2","","","","","1","joy_idle","5152061","107711","61101"
"3","0.2","","","","","1","joy_idle","5152061","122811","61102"
"3","0.2","","","","","1","joy_idle","5152061","122911","61103"
"3","0.2","","","","","1","joy_idle","5152061","122711","61104"
"3","0.2","0","0","kids_jump_sideHair_out","","0","kids_jump_in_saren","5152061","110311","61105"
"21","","","","0","","0","vo_rag_6008","5152061","vo_rag","61106"
"11","0","0","0","1","1","10","最後はみんなで大きく…ジャーンプ！","5152061","110311","61107"
"93","","","","","","","0","5152061","0.1","61108"
"3","0.2","1","0","kids_jump_mid","","0","kids_jump_in","5152061","131911","61109"
"3","0.2","1","0","kids_jump_mid","","0","kids_jump_in","5152061","102311","61110"
"3","0.2","1","0","kids_jump_mid","","0","kids_jump_in","5152061","102111","61111"
"3","0.2","1","0","kids_jump_mid","","0","kids_jump_in","5152061","107711","61112"
"3","0.2","1","0","kids_jump_mid","","0","kids_jump_in","5152061","122811","61113"
"3","0.2","1","0","kids_jump_mid","","0","kids_jump_in","5152061","122911","61114"
"3","0.2","1","0","kids_jump_mid","","0","kids_jump_in","5152061","122711","61115"
"93","","","","","","","0","5152061","4.1","61116"
"91","","","","0","","0","","5152061","61107","61117"
"37","","","","","","","finish","5152061","2","61118"
"23","","","","","","0","se_10058300_kids_finish","5152061","se_10058300","61119"
"3","0","","","","","0","kids_jump_out","5152061","131911","61120"
"3","0","","","","","0","kids_jump_out","5152061","102311","61121"
"3","0","","","","","0","kids_jump_out","5152061","102111","61122"
"3","0","","","","","0","kids_jump_sideHair_out","5152061","107711","61123"
"3","0","","","","","0","kids_jump_out","5152061","122811","61124"
"3","0","","","","","0","kids_jump_out","5152061","122911","61125"
"3","0","","","","","0","kids_jump_sideHair_out","5152061","122711","61126"
"21","","","","0","","0","vo_rag_6009","5152061","vo_rag","61127"
"3","0","","","","","0","1009_in","5152061","2","61128"
"93","","","","","","","1","5152061","0.4","61129"
"3","0","","","","","0","1009_mid","5152061","2","61130"
"92","","","","","","","","5152061","","61131"
"3","0","","","","","0","1009_out","5152061","2","61132"
"93","","","","","","","0","5152061","0.2","61133"
"3","0","1","0.2","idle_normal","","0","kids_jump_end","5152061","131911","61134"
"3","0","1","0.2","joy_idle_normal","","0","kids_jump_end","5152061","102311","61135"
"3","0","1","0.2","wish_idle","","0","kids_jump_end","5152061","102111","61136"
"3","0","1","0.2","idle_normal","","0","kids_jump_sideHair_end","5152061","107711","61137"
"3","0","1","0.2","doya_idle","","0","kids_jump_end","5152061","122811","61138"
"3","0","1","0.2","idle_normal","","0","kids_jump_end","5152061","122911","61139"
"3","0","1","0.2","idle_normal","","0","kids_jump_sideHair_end","5152061","122711","61140"
"27","0","0","1","0.5","","0.5","bgm_MC173B","5152061","bgm_MC173B","61141"
"3","0","1","0.2","talk_normal","","0","kids_jump_sideHair_end","5152061","110311","61142"
"21","","","","0","","0","vo_rag_6010","5152061","vo_rag","61143"
"11","0","1","0","1","0","10","はい、お疲れさま\nみんな、楽しかったかしら？","5152061","110311","61144"
"91","","","","0","","0","","5152061","0","61145"
"3","0.2","","","","","1","idle_normal","5152061","110311","61146"
"3","0.2","1","0","gutsB_talk","","0","gutsB_in","5152061","131911","61147"
"3","0.2","1","0","surprise3_loop_joy2","","0","surprise3_in_joy2","5152061","102311","61148"
"3","0.2","","","","","1","memory_talk","5152061","102111","61149"
"3","0.2","","","","","1","wish_talk_joy_shy","5152061","107711","61150"
"3","0.2","1","0","eieio_loop","","0","eieio_in","5152061","122811","61151"
"3","0.2","","","","","1","anger_talk_joy","5152061","122911","61152"
"3","0.2","","","","","1","sad_talk_dere2","5152061","122711","61153"
"21","","","","0","","0","vo_rag_6011","5152061","vo_rag","61154"
"11","0","1","60","1","0","10","ええ、とっても！\nすごーく新鮮な\nラジーオタイソーだったわ！","5152061","131911","61155"
"91","","","","0","","0","","5152061","0","61156"
"3","0.2","","","","","1","gutsB_idle","5152061","131911","61157"
"3","0.2","","","","","1","memory_talk","5152061","102111","61158"
"21","","","","0","","0","vo_rag_6012","5152061","vo_rag","61159"
"11","0","1","56","1","0","10","かわいくて元気が出て♪\nママ・サレンの体操、すごいですぅ♪","5152061","102111","61160"
"91","","","","0","","0","","5152061","0","61161"
"3","0.2","","","","","1","memory_talk","5152061","102111","61162"
"23","","","","","","0","se_10058300_emotion_laugh","5152061","se_10058300","61163"
"32","","","","","","","1","5152061","11","61164"
"3","0.2","","","","","1","sad_talk_normal","5152061","110311","61165"
"21","","","","0","","0","vo_rag_6013","5152061","vo_rag","61166"
"11","0","1","0","1","0","10","あはは、\nそんなに喜んでもらえるなんて、\n悪い気はしないわね","5152061","110311","61167"
"91","","","","0","","0","","5152061","0","61168"
"32","","","","","","","0","5152061","11","61169"
"22","","","","","","","0","5152061","0","61170"
"93","","","","","","","0","5152061","0.1","61171"
"3","0.2","","","","","1","wish_talk_joy_shy","5152061","110311","61172"
"3","0.2","1","0","sad_idle_joy","","0","smile2_joy","5152061","131911","61173"
"3","0.2","","","","","1","joy_idle","5152061","102311","61174"
"3","0.2","","","","","1","memory_idle","5152061","102111","61175"
"3","0.2","","","","","1","wish_idle_dere","5152061","107711","61176"
"3","0.2","","","","","1","cool_talk_dere2","5152061","122811","61177"
"3","0.2","","","","","1","anger_idle_normal2","5152061","122911","61178"
"3","0.2","","","","","1","sad_idle_dere","5152061","122711","61179"
"23","","","","","","0","se_10058300_emotion_kids","5152061","se_10058300","61180"
"12","0","0","0","0","0","2","9","5152061","110311","61181"
"12","0","0","0","0","0","2","7","5152061","131911","61182"
"12","0","0","0","0","0","2","10","5152061","102311","61183"
"12","0","0","0","0","0","2","6","5152061","102111","61184"
"93","","","","","","","0","5152061","2.5","61185"
"101","","","","","","","","5152061","61187","61186"
"25","","","","","","","bgm_MC173B","5152061","bgm_MC173B","61187"
"22","","","","","","","0","5152061","0","61188"
"1","1.55","-280","1","382","doya_idle","110","107111","5152062","1","62001"
"1","1.5","-210","0","145","idle_normal","105","107611","5152062","1","62002"
"1","1.57","-296","0","-22","joy_idle_normal","107","131911","5152062","1","62003"
"1","1.57","-311","0","-217","wish_idle_joy","109","107511","5152062","1","62004"
"1","1.53","-255","0","-440","cool_idle","108","107811","5152062","1","62005"
"1","1.45","-136","0","34","idle_normal","103","131411","5152062","1","62006"
"1","1.45","-146","0","-163","riri_idle","104","131311","5152062","1","62007"
"1","1.45","-166","0","-350","sad_idle_surprise1","105","131511","5152062","1","62008"
"5","1.5","-235","1","-13","empty","106","5","5152062","5","62009"
"5","1.5","-210","0","145","empty","110","11","5152062","1","62010"
"5","1.57","-296","0","-22","empty","110","12","5152062","1","62011"
"5","1.57","-311","0","-217","empty","110","13","5152062","1","62012"
"5","1.53","-255","0","-440","empty","110","14","5152062","1","62013"
"5","1.45","-136","0","34","empty","107","15","5152062","1","62014"
"5","1.45","-146","0","-163","empty","107","16","5152062","1","62015"
"5","1.45","-166","0","-350","empty","107","17","5152062","1","62016"
"13","","","","","","","210","5152062","107111","62017"
"13","","","","","","","207","5152062","131911","62018"
"13","","","","","","","209","5152062","107511","62019"
"13","","","","","","","205","5152062","107611","62020"
"13","","","","","","","208","5152062","107811","62021"
"13","","","","","","","203","5152062","131411","62022"
"13","","","","","","","204","5152062","131311","62023"
"13","","","","","","","205","5152062","131511","62024"
"5","1.57","-235","0","-13","empty","108","1","5152062","1","62025"
"5","1","11","0","382","empty","210","2","5152062","2","62026"
"31","1","1","","0","","0","1","5152062","1","62027"
"31","0","1","","0","","0","2","5152062","2","62028"
"31","0","1","","0","","0","12","5152062","12","62029"
"31","1","1","","0","","0","3","5152062","3","62030"
"91","","","","","","","","5152062","0","62031"
"37","","","","","","","telop_2","5152062","3","62032"
"102","","","","","","0","0","5152062","0","62033"
"93","","","","","","","0","5152062","1","62034"
"3","0.2","","","","","1","doya_talk","5152062","107111","62035"
"21","","","","0","","0","vo_rag_2001","5152062","vo_rag","62036"
"11","0","1","35","1","0","10","早朝にもかかわらず、よく集まった","5152062","107111","62037"
"91","","","","0","","0","","5152062","0","62038"
"3","0.2","1","0","cool_talk_joy","","0","cool_in_joy","5152062","107111","62039"
"21","","","","0","","0","vo_rag_2002","5152062","vo_rag","62040"
"11","0","1","35","1","0","10","オマエたちにとっておきの体操を\n伝授してやろう♪","5152062","107111","62041"
"91","","","","0","","0","","5152062","0","62042"
"3","0.2","","","","","1","cool_idle","5152062","107111","62043"
"3","0.2","","","","","1","gutsB_talk_anger","5152062","131311","62044"
"21","","","","0","","0","vo_rag_2003","5152062","vo_rag","62045"
"11","0","1","0","1","0","10","どんな苛烈な体操でも…\n頑張りぬく所存です…！","5152062","131311","62046"
"91","","","","0","","0","","5152062","0","62047"
"3","0.2","","","","","1","riri_idle","5152062","131311","62048"
"26","","","","","","","","5152062","1","62049"
"3","0.2","","","","","1","joy_talk_normal","5152062","107111","62050"
"3","0.2","","","","","1","idle_normal","5152062","131911","62051"
"3","0.2","","","","","1","idle_normal","5152062","107511","62052"
"3","0.2","","","","","1","idle_normal","5152062","107611","62053"
"3","0.2","","","","","1","idle_normal","5152062","107811","62054"
"3","0.2","","","","","1","idle_normal","5152062","131411","62055"
"3","0.2","","","","","1","idle_normal","5152062","131311","62056"
"3","0.2","","","","","1","idle_normal","5152062","131511","62057"
"21","","","","0","","0","vo_rag_2004","5152062","vo_rag","62058"
"11","0","0","0","1","2","10","ではいくぞ\nそれ、ワンツーワンツー\nもっと腕を高く！","5152062","107111","62059"
"93","","","","0","","0","0","5152062","1.1","62060"
"25","","","","","","","bgm_MC175A","5152062","bgm_MC175A","62061"
"32","","","","","","","1","5152062","2","62062"
"3","0.2","1","0","clapping_loop","","0","clapping_in","5152062","107111","62063"
"3","0.2","","","","","0","idol_before_dance","5152062","131911","62064"
"3","0.2","","","","","0","idol_before_dance","5152062","107511","62065"
"3","0.2","","","","","0","idol_before_dance","5152062","107611","62066"
"3","0.2","","","","","0","idol_before_dance","5152062","107811","62067"
"3","0.2","","","","","0","idol_before_dance","5152062","131411","62068"
"3","0.2","","","","","0","idol_before_dance","5152062","131311","62069"
"3","0.2","","","","","0","idol_before_dance","5152062","131511","62070"
"91","","","","","","","","5152062","0","62071"
"32","","","","","","","1","5152062","12","62072"
"3","0.2","","","","","1","idol_danceF","5152062","131911","62073"
"3","0.2","","","","","1","idol_danceF","5152062","107511","62074"
"3","0.2","","","","","1","idol_danceF","5152062","107611","62075"
"3","0.2","","","","","1","idol_danceF","5152062","107811","62076"
"3","0.2","1","0","idol_danceB_loop","","0","idol_danceB_in","5152062","131411","62077"
"3","0.2","1","0","idol_danceB_loop","","0","idol_danceB_in","5152062","131311","62078"
"3","0.2","1","0","idol_danceB_loop","","0","idol_danceB_in","5152062","131511","62079"
"3","0.2","","","","","1","idol_danceF","5152062","12","62080"
"3","0.2","","","","","1","idol_danceF","5152062","13","62081"
"3","0.2","","","","","1","idol_danceF","5152062","11","62082"
"3","0.2","","","","","1","idol_danceF","5152062","14","62083"
"3","0.2","","","","","1","idol_danceB_loop","5152062","15","62084"
"3","0.2","","","","","1","idol_danceB_loop","5152062","16","62085"
"3","0.2","","","","","1","idol_danceB_loop","5152062","17","62086"
"93","","","","0","","0","0","5152062","2.8","62087"
"93","","","","0","","0","0","5152062","0.1","62088"
"3","0.2","1","0","pointing_loop_anger","","0","pointing_in_anger","5152062","107111","62089"
"93","","","","0","","0","0","5152062","0.5","62090"
"21","","","","0","","0","vo_rag_2005","5152062","vo_rag","62091"
"3","0","","","","","0","0204_in","5152062","2","62092"
"93","","","","","","","0","5152062","2.5","62093"
"3","0","","","","","0","0204_out","5152062","2","62094"
"93","","","","","","","0","5152062","0.2","62095"
"3","0.2","","","","","1","angry_loop","5152062","107111","62096"
"21","","","","0","","0","vo_rag_2006","5152062","vo_rag","62097"
"3","0","","","","","0","0205_in","5152062","2","62098"
"93","","","","","","","0","5152062","2.2","62099"
"3","0","","","","","0","0205_out","5152062","2","62100"
"93","","","","","","","0","5152062","0.3","62101"
"3","0.2","1","0","clapping_loop_talk2","","0","clapping_in_talk2","5152062","107111","62102"
"93","","","","","","","0","5152062","2.1","62103"
"37","","","","","","","out","5152062","12","62104"
"3","0.1","1","0","idol_poseF_loop","","0","idol_poseF_in","5152062","131911","62105"
"3","0.1","1","0","idol_poseF_loop","","0","idol_poseF_in","5152062","107511","62106"
"3","0.1","1","0","idol_poseF_loop","","0","idol_poseF_in","5152062","107611","62107"
"3","0.1","1","0","idol_poseF_loop","","0","idol_poseF_in","5152062","107811","62108"
"3","0.1","1","0","idol_poseB_loop","","0","idol_poseB_in","5152062","131411","62109"
"3","0.1","1","0","idol_poseB_loop","","0","idol_poseB_in","5152062","131311","62110"
"3","0.1","1","0","idol_poseB_loop","","0","idol_poseB_in","5152062","131511","62111"
"3","0.2","","","","","1","empty","5152062","12","62112"
"3","0.2","","","","","1","empty","5152062","13","62113"
"3","0.2","","","","","1","empty","5152062","11","62114"
"3","0.2","","","","","1","empty","5152062","14","62115"
"3","0.2","","","","","1","empty","5152062","15","62116"
"3","0.2","","","","","1","empty","5152062","16","62117"
"3","0.2","","","","","1","empty","5152062","17","62118"
"2","","11","","0.7","","-206","93","5152062","107611","62119"
"2","","11","","0.7","","-235","-13","5152062","131911","62120"
"2","","11","","0.7","","-248","-152","5152062","107511","62121"
"2","","11","","0.7","","-243","-277","5152062","107811","62122"
"2","","11","","0.7","","-151","8","5152062","131411","62123"
"2","","11","","0.7","","-154","-102","5152062","131311","62124"
"2","","11","","0.7","","-167","-222","5152062","131511","62125"
"93","","","","","","","0","5152062","1.6","62126"
"37","","","","","","","finish","5152062","2","62127"
"23","","","","","","0","se_10058300_idle_finish","5152062","se_10058300","62128"
"27","0","0","1","0.5","","0.5","bgm_MC173B","5152062","bgm_MC173B","62129"
"93","","","","","","","0","5152062","0","62130"
"3","0.1","","","","","0","clapping_end","5152062","107111","62131"
"93","","","","","","","0","5152062","2","62132"
"3","0.2","1","0","armcrossed_talk","","0","armcrossed_in","5152062","107111","62133"
"21","","","","0","","0","vo_rag_2007","5152062","vo_rag","62134"
"11","0","1","35","1","0","10","これでフィニッシュ！　…見事だ☆\nアイドルの道は険しいが\nオマエたちならやれるだろう","5152062","107111","62135"
"91","","","","0","","0","","5152062","0","62136"
"3","0.2","","","","","1","armcrossed_idle","5152062","107111","62137"
"3","0","1","0","pack_talk","","0","pack_in","5152062","5","62138"
"23","","","","","","0","se_10058300_pack_appear","5152062","se_10058300","62139"
"3","0.2","1","0","idol_poseF_end_emilia_loop","","0","idol_poseF_end_emilia_in","5152062","131911","62140"
"93","","","","","","","0","5152062","1","62141"
"21","","","","0","","0","vo_rag_2008","5152062","vo_rag","62142"
"11","5","1","24","1","0","10","ねえリア、\nこれってラジーオタイソーなの？","5152062","5","62143"
"91","","","","0","","0","","5152062","0","62144"
"22","","","","","","","0","5152062","0","62145"
"3","0.2","","","","","1","idol_poseF_end_emilia_loop_nervous","5152062","131911","62146"
"3","0","1","0","idol_poseF_end_emilia_loop","","0","idol_poseF_end_emilia_nervous_in","5152062","1","62147"
"3","0.2","","","","","1","pack_idle","5152062","5","62148"
"3","0.2","","","","","1","chris_laugh","5152062","107111","62149"
"23","","","","","","0","se_10058300_emotion_idol","5152062","se_10058300","62150"
"12","5","0","5","0","0","2","5","5152062","5","62151"
"12","0","0","0","0","0","2","10","5152062","107111","62152"
"93","","","","","","","0","5152062","2.5","62153"
"101","","","","","","","","5152062","62155","62154"
"25","","","","","","","bgm_MC173B","5152062","bgm_MC173B","62155"
"22","","","","","","","0","5152062","0","62156"
"1","1.8","-215","1","124","ames_sit_idle","109","131711","5152063","1","63001"
"1","1.8","-215","0","-119","echidna_sit_thinking_idle","108","132011","5152063","1","63002"
"5","1.8","-215","0","-119","empty","109","1","5152063","1","63003"
"13","","","","","","","209","5152063","131711","63004"
"13","","","","","","","208","5152063","132011","63005"
"31","1","1.16","","0","","0","1","5152063","1","63006"
"31","1","1","","0","","0","10","5152063","10","63007"
"31","0","1","","0","","0","5","5152063","5","63008"
"31","1","1","","0","","0","3","5152063","3","63009"
"91","","","","","","","0","5152063","0","63010"
"37","","","","","","","telop_3","5152063","3","63011"
"102","","","","","","0","0","5152063","0","63012"
"93","","","","","","","0","5152063","1","63013"
"3","0.2","","","","","1","echidna_sit_thinking_talk","5152063","132011","63014"
"21","","","","0","","0","vo_rag_5001","5152063","vo_rag","63015"
"11","-20","1","50","1","0","10","この世界には『アイドル』という\n種族にのみ伝わる、伝統の\nタイソーとやらがあるらしいね","5152063","132011","63016"
"91","","","","0","","0","","5152063","0","63017"
"3","0.2","","","","","1","echidna_sit_talk","5152063","132011","63018"
"21","","","","0","","0","vo_rag_5002","5152063","vo_rag","63019"
"11","-20","1","50","1","0","10","君は智に長けた存在だろう？\nボクにもその動きを\n教えてもらえないかな？","5152063","132011","63020"
"91","","","","0","","0","","5152063","0","63021"
"3","0.2","","","","","1","echidna_sit_idle","5152063","132011","63022"
"3","0.2","1","0","ames_yareyare_talk","","0","ames_yareyare_in","5152063","131711","63023"
"21","","","","0","","0","vo_rag_5003","5152063","vo_rag","63024"
"11","20","1","50","1","0","10","随分と面倒なこと言ってくれちゃって","5152063","131711","63025"
"91","","","","0","","0","","5152063","0","63026"
"3","0.2","","","","","1","ames_sit_talk","5152063","131711","63027"
"21","","","","0","","0","vo_rag_5004","5152063","vo_rag","63028"
"11","20","1","50","1","0","10","色々誤解があるみたいだけど、\nまあいいわ","5152063","131711","63029"
"91","","","","0","","0","","5152063","0","63030"
"21","","","","0","","0","vo_rag_5005","5152063","vo_rag","63031"
"11","20","1","50","1","0","10","それじゃ、\nあたしと同じ動きをやってみて","5152063","131711","63032"
"91","","","","0","","0","","5152063","0","63033"
"3","0.2","1","0","idle_normal","","0","ames_sit_out","5152063","131711","63034"
"93","","","","","","","0","5152063","0.1","63035"
"3","0.2","1","0","idle_normal","","0","echidna_sit_out","5152063","132011","63036"
"37","","","","","","","out","5152063","10","63037"
"93","","","","","","","0","5152063","1","63038"
"91","","","","0","","0","","5152063","0","63039"
"25","","","","","","","bgm_MC175A","5152063","bgm_MC175A","63040"
"32","","","","","","","1","5152063","5","63041"
"3","0.2","","","","","1","isekai_dance","5152063","131711","63042"
"93","","","","","","","0","5152063","0.1","63043"
"3","0.2","","","","","1","isekai_dance","5152063","132011","63044"
"21","","","","0","","0","vo_rag_5006","5152063","vo_rag","63045"
"11","0","0","0","1","1.7","10","はい、ワンツーワンツー、\nステップステップ…","5152063","131711","63046"
"93","","","","","","","0","5152063","7","63047"
"91","","","","0","","0","","5152063","0","63048"
"21","","","","0","","0","vo_rag_5007","5152063","vo_rag","63049"
"11","0","1","0","1","0","10","ワン、ツー…ワン、ツ…\nはぁ、はぁ…\n今日のところは、ここまで、だね…","5152063","132011","63050"
"93","","","","","","","0","5152063","3.4","63051"
"27","0","0","1","0.5","","0.5","bgm_MC173B","5152063","bgm_MC173B","63052"
"37","","","","","","","out","5152063","5","63053"
"3","0","1","0","tired_talk","","0","tired_in","5152063","1","63054"
"3","0","1","0","echidna_tired_talk","","0","echidna_tired_in","5152063","132011","63055"
"23","","","","","","0","se_10058300_isekai_breath","5152063","se_10058300","63056"
"93","","","","","","","0","5152063","7.6","63057"
"91","","","","0","","0","","5152063","63050","63058"
"3","0.2","","","","","1","tired_idle","5152063","1","63059"
"3","0.2","","","","","1","echidna_tired_idle","5152063","132011","63060"
"3","0","1","0","shock_talk","","0","shock_in","5152063","131711","63061"
"21","","","","0","","0","vo_rag_5008","5152063","vo_rag","63062"
"11","0","1","0","1","0","10","ウソでしょ！　まだちょっとしか\nやってないわよ！","5152063","131711","63063"
