1b66cb2230714686930d081dac1f0dbe18902f2755715275d1fc4fb8a5e59189,e449ca69984f09be2df39c514aa35b803218074ab146a3118144b959b9a70494,af29114571ed833ca75ee0780429527993d68137cc12c32a1eabc436f1e5bdf6,ead0f198efa1027d10f73a4846ce5456a4f10add7e35b08ebc28e0808bb63a64,800068bc0b828b312d816a113f7719b73fe9cbf12e4d44fe2b1b91f6a81db85b,41b2a3fd11f2a1fca8e9416465d54f9a45b6923441ba0d14d715dcb771a24b52,6cfe7695333d31267881660195ed48b431b823d2e2d85741f3faf0c7339f0a9c,41da572dfa38c1d99324a10c029c30724d64cf33a3be11d289dc50f2317400ba,54fa0aa835b20f1c45207383f3d8c1102e7a65e6b097b23f747f606fae962412,6d791e541f598564df0191baac89f5b9be4b496455309e6c1c4ab4338dfc4396,61aaa48cbca4429d0868427dc637762188074ae2eef59bf5b0baae0e4ce8ff19,a44e9ffee57ba8e0080ab014248d501b2863fbdb7d4ac24cd1869091868b7ca0,8c2f71ac0e2395ff9f6ab64e1f6d1d0308bdb6087f24c30c3a4a06b5a38f2443,cc754b14b4240bc9357a1e8ab8b3af0453df4a71d588dd77a8c0968c800c38a6,a3a40cd25c6bcabbdfed1619e3c65fbcfc34dc427401b1ae863f06b5886619bb,664e567804de55ae713d58812ae344b2726484dde71f33871ea8c4ccc67e9256
"22002","0","0","2","0","90006","0","2","0","0","40","0","0","0","1","1003106"
"22002","0","0","2","0","90006","0","2","0","0","40","0","0","0","1","1003107"
"22002","0","0","2","0","90006","0","2","0","0","40","0","0","0","1","1003108"
"22002","0","0","2","0","90006","0","2","0","0","40","0","0","0","1","1003109"
"22003","0","0","2","0","90006","0","2","0","0","40","0","0","0","1","1003110"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1004101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1004102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1004103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1004104"
"90006","0","0","2","2","91002","0","8","0","0","150","31018","2","0","100","1004105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1004106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1004107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1004108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1004109"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1004110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1004111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1004112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1004113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1004114"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1004115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1004116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1005101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1005102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1005103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1005104"
"90006","0","0","2","2","91002","0","8","0","0","150","31042","2","0","100","1005105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1005106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1005107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1005108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1005109"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1005110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1005111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1005112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1005113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1005114"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1005115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1005116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1006101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1006102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1006103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1006104"
"90006","0","0","2","2","91002","0","8","0","0","150","31025","2","0","100","1006105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1006106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1006107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1006108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1006109"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1006110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1006111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1006112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1006113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1006114"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1006115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1006116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1007101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1007102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1007103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1007104"
"90006","0","0","2","2","91002","0","8","0","0","150","31018","2","0","100","1007105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1007106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1007107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1007108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1007109"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1007110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1007111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1007112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1007113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1007114"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1007115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1007116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1008101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1008102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1008103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1008104"
"90006","0","0","2","2","91002","0","8","0","0","150","31042","2","0","100","1008105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1008106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1008107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1008108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1008109"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1008110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1008111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1008112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1008113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1008114"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1008115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1008116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1009101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1009102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1009103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1009104"
"90006","0","0","2","2","91002","0","8","0","0","150","31043","2","0","100","1009105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1009106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1009107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1009108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1009109"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1009110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1009111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1009112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1009113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1009114"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1009115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1009116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1010101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1010102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1010103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1010104"
"90006","0","0","2","2","91002","0","8","0","0","150","31022","2","0","100","1010105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1010106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1010107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1010108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1010109"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1010110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1010111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1010112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1010113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1010114"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1010115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1010116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1011101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1011102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1011103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1011104"
"90006","0","0","2","2","91002","0","8","0","0","150","31025","2","0","100","1011105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1011106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1011107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1011108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1011109"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1011110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1011111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1011112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1011113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1011114"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1011115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1011116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1012101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1012102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1012103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1012104"
"90006","0","0","2","2","91002","0","8","0","0","150","31018","2","0","100","1012105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1012106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1012107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1012108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1012109"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1012110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1012111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1012112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1012113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1012114"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1012115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1012116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1013101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1013102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1013103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1013104"
"90006","0","0","2","2","91002","0","8","0","0","150","31042","2","0","100","1013105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1013106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1013107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1013108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1013109"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1013110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1013111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1013112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1013113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1013114"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1013115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1013116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1014101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1014102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1014103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1014104"
"90006","0","0","2","2","91002","0","8","0","0","150","31043","2","0","100","1014105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1014106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1014107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1014108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1014109"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1014110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1014111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1014112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1014113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1014114"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1014115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1014116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1015101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1015102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1015103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1015104"
"90006","0","0","2","2","91002","0","8","0","0","150","31025","2","0","100","1015105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1015106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1015107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1015108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1015109"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1015110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1015111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1015112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1015113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1015114"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1015115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1015116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1016101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1016102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1016103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1016104"
"90006","0","0","2","2","91002","0","8","0","0","150","31022","2","0","100","1016105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1016106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1016107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1016108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1016109"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1016110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1016111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1016112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1016113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1016114"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1016115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1016116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1017101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1017102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1017103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1017104"
"90006","0","0","2","2","91002","0","8","0","0","150","31018","2","0","100","1017105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1017106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1017107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1017108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1017109"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1017110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1017111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1017112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1017113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1017114"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1017115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1017116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1018101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1018102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1018103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1018104"
"90006","0","0","2","2","91002","0","8","0","0","150","31042","2","0","100","1018105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1018106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1018107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1018108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1018109"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1018110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1018111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1018112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1018113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1018114"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1018115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1018116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1019101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1019102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1019103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1019104"
"90006","0","0","2","2","91002","0","8","0","0","150","31043","2","0","100","1019105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1019106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1019107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1019108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1019109"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1019110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1019111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1019112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1019113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1019114"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1019115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1019116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1020101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1020102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1020103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1020104"
"90006","0","0","2","2","91002","0","8","0","0","150","31025","2","0","100","1020105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1020106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1020107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1020108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1020109"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1020110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1020111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1020112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1020113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1020114"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1020115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1020116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1021101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1021102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1021103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1021104"
"90006","0","0","2","2","91002","0","8","0","0","150","31022","2","0","100","1021105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1021106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1021107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1021108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1021109"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1021110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1021111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1021112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1021113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1021114"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1021115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1021116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1022101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1022102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1022103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1022104"
"90006","0","0","2","2","91002","0","8","0","0","150","31018","2","0","100","1022105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1022106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1022107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1022108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1022109"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1022110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1022111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1022112"
