a67cd655662b5e60c62943fef30dd413bef4bcf370d4ee6d045d7cf8a13e0b26,eae018ba1b7a5d9120920ab43c087c078004698f567b958870133cf3a9121d07,b2380d4a42e67aa3f5e0fd7cc87a87367040cadc9dfa44796f888a73a75dc948,e2341d81f4cf9737f72e754184ce3442079b9182e52335f77d7976160ac21d62,e4aac41eab6bbbbf2beb3f869c5b621da62b05c3488e0e5fae810cdb26c0d9ca,94f44ef4bb9584cdbbb1c689612736d664bccd4a23af530e529e3f65090b3c38,e1953d011f8cf964476ef56fbfb7e0eff1b1153122b7db3e94b33403a73f511f,124d0ab988b1052714054104a6e3512cd4ae91c64d69f3ed343415b343891ea3,a86837f5825c7269421a2511442e72cd7fe55fe870d3942897bc137b8779f162,f13bdec00be3f666c5df7457349f4c8c6d3e5553a118ab8ce813e5b514872804,d5ff4a8dd3a82b9057de4f8df6b31d84c564a3a8765d0a1708d3dadc135ab810,d14b29871508ed48f74839b47af4cd0b36224ca39a0608fbe2ba6d1a78ad3579,940c10f405177145b120918bc5b6eb706a6a486fb23ab8cc0f89d1960524aff8,03e7ee52a3336653ba21126f1c5f79fbbc2b883038b94d2bb36bec5af6f81dbf
"0","201","1","20015","0","0","bgm_M237","0","0","0","サンレインビーチ","0","bgm_M237","20015201"
"0","201","1","20016","0","0","bgm_M245_02","0","0","0","マホマホ王国避暑地？","150","bgm_M245","20016101"
"0","201","1","20016","0","0","bgm_M245_02","0","0","0","マホマホ王国避暑地？","0","bgm_M245","20016201"
"0","201","1","20017","0","0","bgm_M254","1","0","0","聖テレサ女学院","70","bgm_M254","20017101"
"0","201","1","20017","0","0","bgm_M254","0","0","0","聖テレサ女学院","0","bgm_M254","20017201"
"0","201","1","20018","0","0","bgm_M265_Top","1","0","0","テラーハウス周辺","0","bgm_M265","20018101"
"0","201","1","20018","202","0","bgm_M265_Top","2","1","0","ゴーストグレイヴ","0","bgm_M265","20018102"
"0","201","1","20018","0","0","bgm_M265_Top","1","0","0","ゴーストグレイヴ","0","bgm_M265","20018201"
"0","201","1","20019","0","0","bgm_M273","0","0","0","エルピス島 開拓キャンプ一帯","90","bgm_M273","20019101"
"0","201","1","20019","0","0","bgm_M273","0","0","0","エルピス島 開拓キャンプ一帯","0","bgm_M273","20019201"
"0","201","1","20020","0","0","bgm_M281","1","0","0","王都ランドソル 郊外","0","bgm_M281","20020101"
"11","201","1","20020","0","0","bgm_M281","2","0","0","王都ランドソル 中央広場","0","bgm_M281","20020102"
"0","201","1","20020","0","0","bgm_M281","1","0","0","王都ランドソル 中央広場","0","bgm_M281","20020201"
"0","201","1","20021","0","0","bgm_M294","1","0","0","ギルドレース　１区→２区","30","bgm_M294","20021101"
"0","201","1","20021","0","0","bgm_M294","2","0","0","ギルドレース　３区→４区","30","bgm_M294","20021102"
"0","201","1","20021","0","0","bgm_M294","1","0","0","ギルドレース　３区→４区","0","bgm_M294","20021201"
"0","201","1","20022","0","0","bgm_M316","1","0","0","王都ランドソル","87","bgm_M316","20022101"
"0","201","1","20022","0","0","bgm_M316","1","0","0","王都ランドソル","0","bgm_M316","20022201"
"0","201","1","20023","0","0","bgm_M343","1","0","0","聖テレサ女学院","45","bgm_M343","20023101"
"0","201","1","20023","0","0","bgm_M343","0","0","0","聖テレサ女学院","0","bgm_M343","20023201"
"0","201","1","20024","0","0","bgm_M351","1","0","0","エリザベスパーク","0","bgm_M351","20024101"
"0","201","1","20024","0","0","bgm_M351","2","0","0","王都ランドソル","0","bgm_M351","20024102"
"0","201","1","20024","0","0","bgm_M351","3","0","0","エリザベスパーク","0","bgm_M351","20024103"
"0","201","1","20024","0","0","bgm_M351","1","0","0","エリザベスパーク","0","bgm_M351","20024201"
"0","201","1","20025","0","0","bgm_M375","0","0","0","不思議の国","200","bgm_M375","20025101"
"0","201","1","20025","0","0","bgm_M375","0","0","0","不思議の国","100","bgm_M375","20025201"
"0","201","1","20026","0","0","bgm_M380A","1","0","0","ウィッシュビーチ周辺","90","bgm_M380A","20026101"
"0","201","1","20026","0","0","bgm_M380B_02","2","0","0","星降る天の川","0","bgm_M380B","20026102"
"0","201","1","20026","0","0","bgm_M380B_02","0","0","0","星降る天の川","0","bgm_M380B","20026201"
"0","201","1","20027","0","0","bgm_M393","0","0","0","ビーチボールパーク","115","bgm_M393","20027101"
"0","201","1","20027","0","0","bgm_M393","0","0","0","ビーチボールパーク","0","bgm_M393","20027201"
"0","201","1","20028","0","0","bgm_M403","1","0","0","王都ランドソル","80","bgm_M403","20028101"
"0","201","1","20028","0","0","bgm_M403","1","0","0","王都ランドソル","0","bgm_M403","20028201"
"0","201","1","20029","0","0","bgm_M413","0","0","0","ハロウィンパーク","128","bgm_M413","20029101"
"0","201","1","20029","0","0","bgm_M413","0","0","0","ハロウィンパーク","0","bgm_M413","20029201"
"0","201","1","20030","0","0","bgm_M421","1","0","0","王都ランドソル","80","bgm_M421","20030101"
"0","201","1","20030","0","0","bgm_M421","1","0","0","王都ランドソル","0","bgm_M421","20030201"
"0","201","1","20031","0","0","bgm_M426","1","0","0","デビュタント・シャングリ・ラ会場","60","bgm_M426","20031101"
"0","201","1","20031","0","0","bgm_M426","1","0","0","デビュタント・シャングリ・ラ会場","0","bgm_M426","20031201"
"0","201","1","20032","0","0","bgm_M435","1","0","0","港町・オーマ","100","bgm_M435","20032101"
"0","201","1","20032","0","0","bgm_M435","1","0","0","港町・オーマ","0","bgm_M435","20032201"
"0","201","1","20033","0","0","bgm_M442A","1","0","0","ランドソル近郊","70","bgm_M442A","20033101"
"0","201","1","20033","0","0","bgm_M442A","0","0","0","ランドソル近郊","0","bgm_M442A","20033201"
"0","201","1","20034","0","0","bgm_M442B","0","0","0","エルフの里　清らかな森","25","bgm_M442B","20034101"
"0","201","1","20034","0","0","bgm_M442B","0","0","0","エルフの里　清らかな森","0","bgm_M442B","20034201"
"0","201","1","20035","0","0","bgm_M451","1","0","0","ランドソル近郊","0","bgm_M451","20035101"
"0","201","1","20035","0","0","bgm_M451","2","0","0","辺境の地","0","bgm_M451","20035102"
"0","201","1","20035","0","0","bgm_M451","0","0","0","辺境の地","0","bgm_M451","20035201"
"0","201","1","20036","0","0","bgm_M457","1","0","0","聖テレサ女学院 聖学祭会場","91","bgm_M457","20036101"
"0","201","1","20036","0","0","bgm_M457","0","0","0","聖テレサ女学院 聖学祭会場","0","bgm_M457","20036201"
"0","201","1","20037","0","0","bgm_M467","1","0","0","異時間軸のランドソル","90","bgm_M467","20037101"
"0","201","1","20037","0","0","bgm_M467","2","0","0","タイムトンネル","0","bgm_M467","20037102"
"0","201","1","20037","0","0","bgm_M467","0","0","0","タイムトンネル","0","bgm_M467","20037201"
"0","201","1","20038","0","40","bgm_M478_Lofi","1","0","0","おもちゃ工場","0","bgm_M478","20038101"
"0","201","1","20038","0","0","bgm_M478_Lofi","2","0","0","王都ランドソル","0","bgm_M478","20038102"
"0","201","1","20038","0","0","bgm_M478_Lofi","0","0","0","王都ランドソル","0","bgm_M478","20038201"
"0","201","1","20039","0","0","bgm_M486","1","0","0","王都ランドソル","0","bgm_M486","20039101"
"0","201","1","20039","0","0","bgm_M486","2","0","0","とある無人島","58","bgm_M486","20039102"
"0","201","1","20039","0","0","bgm_M486","3","0","0","王都ランドソル","0","bgm_M486","20039103"
"0","201","1","20039","0","0","bgm_M486","0","0","0","王都ランドソル","0","bgm_M486","20039201"
"0","201","1","20040","0","0","bgm_M496","1","0","0","カルミナサマーライブ会場","100","bgm_M496","20040101"
"0","201","1","20040","0","0","bgm_M496","0","0","0","カルミナサマーライブ会場","0","bgm_M496","20040201"
"0","201","1","20041","0","0","bgm_M508","1","0","0","王都ランドソル","0","bgm_M508","20041101"
"0","201","1","20041","0","0","bgm_M508","2","0","0","オーエド町","45","bgm_M508","20041102"
"0","201","1","20041","0","0","bgm_M508","0","0","0","オーエド町","0","bgm_M508","20041201"
"0","201","1","20042","0","0","bgm_M520","1","0","0","王都ランドソル","128","bgm_M520","20042101"
"0","201","1","20042","0","0","bgm_M520","2","0","0","王都ランドソル","0","bgm_M520","20042102"
"31","201","1","20042","0","0","bgm_M520","1","0","0","王都ランドソル","0","bgm_M520","20042201"
"0","201","1","20043","0","0","bgm_M527","1","0","0","王都ランドソル","40","bgm_M527","20043101"
"0","201","1","20043","0","0","bgm_M527","2","0","0","ランドソル近郊","0","bgm_M527","20043102"
"0","201","1","20043","0","0","bgm_M527","0","0","0","ランドソル近郊","0","bgm_M527","20043201"
"0","201","1","20044","0","0","bgm_M536","1","0","0","スイーツコンテスト会場","70","bgm_M536","20044101"
"0","201","1","20044","0","0","bgm_M536","0","0","0","スイーツコンテスト会場","0","bgm_M536","20044201"
"0","201","1","20045","0","0","bgm_M543","1","0","0","ランドソル近郊","0","bgm_M543","20045101"
"0","201","1","20045","0","0","bgm_M543","2","0","0","港町・オーマ","0","bgm_M543","20045102"
"0","201","1","20045","0","0","bgm_M543","3","0","0","タパスビーチ周辺","0","bgm_M543","20045103"
"0","201","1","20045","0","0","bgm_M543","4","0","0","ガストロス山","0","bgm_M543","20045104"
"0","201","1","20045","0","0","bgm_M543","0","0","0","ガストロス山","0","bgm_M543","20045201"
"0","201","1","20046","0","0","bgm_M552_03","1","0","0","王都ランドソル","0","bgm_M552","20046101"
"0","201","1","20046","0","0","bgm_M552_03","2","0","0","ランドソル近郊","0","bgm_M552","20046102"
"0","201","1","20046","0","0","bgm_M552_03","3","0","0","イリス樹海","0","bgm_M552","20046103"
"0","201","1","20046","0","0","bgm_M552_03","4","0","0","フローラ湖畔","0","bgm_M552","20046104"
"0","201","1","20046","0","0","bgm_M552_03","0","0","0","フローラ湖畔","0","bgm_M552","20046201"
"0","201","1","20047","0","0","bgm_M553","1","0","0","王都ランドソル","40","bgm_M553","20047101"
"0","201","1","20047","0","0","bgm_M553","2","0","0","世界と世界の狭間","0","bgm_M553","20047102"
"0","201","1","20047","0","0","bgm_M553","0","0","0","世界と世界の狭間","0","bgm_M553","20047201"
"0","201","1","20048","0","0","bgm_M565","1","0","0","サレンディア救護院内","0","bgm_M565","20048101"
"0","201","1","20048","0","0","bgm_M565","2","0","0","エリザベスパーク　牧場温泉","0","bgm_M565","20048102"
"0","201","1","20048","0","0","bgm_M565","0","0","0","エリザベスパーク　牧場温泉","0","bgm_M565","20048201"
"0","201","1","20049","0","0","bgm_M574","1","0","0","ランドソル郊外","0","bgm_M574","20049101"
"0","201","1","20049","0","0","bgm_M574","2","0","0","カジノホール","0","bgm_M574","20049102"
"0","201","1","20049","0","0","bgm_M574","0","0","0","カジノホール","0","bgm_M574","20049201"
"0","201","1","20050","0","0","bgm_M582","1","0","0","呪われた海賊島","0","bgm_M582","20050101"
"0","201","1","20050","0","0","bgm_M582","0","0","0","呪われた海賊島","0","bgm_M582","20050201"
"0","201","1","20051","0","0","bgm_M595","1","0","0","キャンピングフィールド","128","bgm_M595","20051101"
"0","201","1","20051","0","0","bgm_M595","0","0","0","キャンピングフィールド","0","bgm_M595","20051201"
"0","201","1","20052","0","0","bgm_M601","1","0","0","王都ランドソル","0","bgm_M601","20052101"
"0","201","1","20052","0","0","bgm_M601","2","0","0","サマーゲームリゾート","80","bgm_M601","20052102"
"0","201","1","20052","0","0","bgm_M601","0","0","0","サマーゲームリゾート","0","bgm_M601","20052201"
"0","201","1","20053","0","0","bgm_M608","1","0","0","ちいさな出会いの海岸","0","bgm_M608","20053101"
"0","201","1","20053","0","0","bgm_M608","2","0","0","リトルリリカル秘密基地近辺","0","bgm_M608","20053102"
"0","201","1","20053","0","0","bgm_M608","3","0","0","ちいさな出会いの海岸","0","bgm_M608","20053103"
"0","201","1","20053","0","0","bgm_M608","0","0","0","ちいさな出会いの海岸","0","bgm_M608","20053201"
"0","201","1","20054","0","0","bgm_M618","1","0","0","最果てを目指す旅路","0","bgm_M618","20054101"
"0","201","1","20054","0","0","bgm_M618","2","0","0","世界の果ての森","30","bgm_M618","20054102"
"0","201","1","20054","0","0","bgm_M618","0","0","0","世界の果ての森","0","bgm_M618","20054201"
"0","201","1","20055","0","0","bgm_M623","1","0","0","ランフェス会場","115","bgm_M623","20055101"
"0","201","1","20055","0","0","bgm_M623","1","0","0","ランフェス会場","0","bgm_M623","20055201"
"0","201","1","20056","0","0","bgm_M630","1","0","0","王都ランドソル","0","bgm_M630","20056101"
"0","201","1","20056","0","0","bgm_M630","2","0","0","和平活動の道のり","30","bgm_M630","20056102"
"0","201","1","20056","0","0","bgm_M630","0","0","0","和平活動の道のり","0","bgm_M630","20056201"
"11","201","1","20057","0","0","bgm_M638","1","0","0","ランドソル 繁華街","110","bgm_M638","20057101"
"0","201","1","20057","0","0","bgm_M638","0","0","0","ランドソル 繁華街","0","bgm_M638","20057201"
"0","201","1","20058","0","0","bgm_M647","1","0","0","オーエド町","45","bgm_M647","20058101"
"0","201","1","20058","0","0","bgm_M647","0","0","0","オーエド町","0","bgm_M647","20058201"
"0","201","1","20059","0","0","bgm_M659","1","0","0","王都ランドソル 女神の祭典","85","bgm_M659","20059101"
"0","201","1","20059","0","0","bgm_M659","1","0","0","王都ランドソル 女神の祭典","0","bgm_M659","20059201"
"0","201","1","20060","0","0","bgm_M660","1","0","0","王都ランドソル 女神の祭典","0","bgm_M660","20060101"
"0","201","1","20060","0","0","bgm_M660","2","0","0","追想の楽園","0","bgm_M660","20060102"
"0","201","1","20060","0","0","bgm_M660","0","0","0","追想の楽園","0","bgm_M660","20060201"
"0","201","1","20061","0","0","bgm_M668","1","0","0","ランドソル 市街地","108","bgm_M668","20061101"
"0","201","1","20061","0","0","bgm_M668","1","0","0","ランドソル 市街地","0","bgm_M668","20061201"
"0","201","1","20062","0","0","bgm_MC017","1","0","0","レンジャー合宿所周辺","128","bgm_MC017","20062101"
"0","201","1","20062","0","0","bgm_MC017","0","0","0","レンジャー合宿所周辺","0","bgm_MC017","20062201"
"0","201","1","20063","0","0","bgm_MC026","1","0","0","フリーマーケット会場","0","bgm_MC026","20063101"
"0","201","1","20063","0","0","bgm_MC026","2","0","0","叡智の森周辺","110","bgm_MC026","20063102"
"0","201","1","20063","0","0","bgm_MC026","0","0","0","叡智の森周辺","0","bgm_MC026","20063201"
