9a6332d43100ef9a6e26bfe236e6b71ba888593fe12d0eeb21b6126b9257e663,21f0413036c3814a868f0d4c97b0ca00933980b881c8097c153cfbe968289c48,f127b10920845b128f08f25a65965defb4b1a3ef12221f206d50bcb982618cbc,9040412ecb1e9198955810551555114e0fb731112d192979bae36196a2a549ff,34c7f1b029d7127627254471c3b9da063711159da7ce4665e14598faa405b4d9,59931cd16ed54d6f56f301e29222697aae68165bffd84b28ac45e49aca0724e9,e0e52e9eb9f0a9d460495debbf26cd544d83372cb2c4e2b7e534bee10b15293f,7a02f5f7e6002fcf2b05f488816501c110fa765435543652471d558d8efe5400
"0","0","3","0","184","0","2","12121"
"0","0","3","0","276","0","2","12131"
"0","0","3","0","368","0","2","12141"
"0","0","3","0","460","0","2","12151"
"0","0","4","0","1","0","100","12211"
"0","0","4","0","2","0","100","12221"
"0","0","1","0","15","0","6","12311"
"0","0","1","0","30","0","6","12321"
"0","0","1","0","45","0","6","12331"
"0","0","1","0","60","0","6","12341"
"0","0","1","0","75","0","6","12351"
"0","0","2","0","90","0","4","12411"
"0","0","2","0","180","0","4","12421"
"0","0","2","0","270","0","4","12431"
"0","0","2","0","360","0","4","12441"
"0","0","2","0","450","0","4","12451"
"0","0","3","0","15","0","7","12511"
"0","0","3","0","30","0","7","12521"
"0","0","3","0","45","0","7","12531"
"0","0","3","0","60","0","7","12541"
"0","0","3","0","75","0","7","12551"
"0","0","5","0","1","0","101","12611"
"0","0","5","0","2","0","101","12621"
"0","0","5","0","3","0","101","12631"
"0","0","3","0","42","0","3","12711"
"0","0","3","0","84","0","3","12721"
"0","0","3","0","126","0","3","12731"
"0","0","3","0","168","0","3","12741"
"0","0","3","0","210","0","3","12751"
"0","0","4","0","38","0","5","12811"
"0","0","4","0","76","0","5","12821"
"0","0","4","0","114","0","5","12831"
"0","0","4","0","152","0","5","12841"
"0","0","4","0","190","0","5","12851"
"0","0","1","0","48","0","1","12911"
"0","0","1","0","96","0","1","12921"
"0","0","1","0","144","0","1","12931"
"0","0","1","0","192","0","1","12941"
"0","0","1","0","240","0","1","12951"
"0","0","2","0","44","0","5","13011"
"0","0","2","0","88","0","5","13021"
"0","0","2","0","132","0","5","13031"
"0","0","2","0","176","0","5","13041"
"0","0","2","0","220","0","5","13051"
"0","0","4","0","20","0","6","13111"
"0","0","4","0","40","0","6","13121"
"0","0","4","0","60","0","6","13131"
"0","0","4","0","80","0","6","13141"
"0","0","4","0","100","0","6","13151"
"0","0","5","0","90","0","2","13211"
"0","0","5","0","180","0","2","13221"
"0","0","5","0","270","0","2","13231"
"0","0","5","0","360","0","2","13241"
"0","0","5","0","450","0","2","13251"
"0","0","1","0","1","0","101","13311"
"0","0","1","0","2","0","101","13321"
"0","0","1","0","3","0","101","13331"
"0","0","4","0","1","0","101","13411"
"0","0","5","0","62","0","1","13511"
"0","0","5","0","124","0","1","13521"
"0","0","5","0","186","0","1","13531"
"0","0","5","0","248","0","1","13541"
"0","0","5","0","310","0","1","13551"
"0","0","1","0","92","0","4","13611"
"0","0","1","0","184","0","4","13621"
"0","0","1","0","276","0","4","13631"
"0","0","1","0","368","0","4","13641"
"0","0","1","0","460","0","4","13651"
"0","0","5","0","40","0","5","13711"
"0","0","5","0","80","0","5","13721"
"0","0","5","0","120","0","5","13731"
"0","0","5","0","160","0","5","13741"
"0","0","5","0","200","0","5","13751"
"3","2","1","4","42","5","5","13811"
"3","2","1","4","84","5","5","13821"
"3","2","1","4","126","5","5","13831"
"3","2","1","4","168","5","5","13841"
"3","2","1","4","210","5","5","13851"
"0","0","3","0","20","0","6","13911"
"0","0","3","0","40","0","6","13921"
"0","0","3","0","60","0","6","13931"
"0","0","3","0","80","0","6","13941"
"0","0","3","0","100","0","6","13951"
"0","0","4","0","40","0","5","14011"
"0","0","4","0","80","0","5","14021"
"0","0","4","0","120","0","5","14031"
"0","0","4","0","160","0","5","14041"
"0","0","4","0","200","0","5","14051"
"0","0","1","0","40","0","3","14111"
"0","0","1","0","80","0","3","14121"
"0","0","1","0","120","0","3","14131"
"0","0","1","0","160","0","3","14141"
"0","0","1","0","200","0","3","14151"
"0","0","2","0","94","0","2","14211"
"0","0","2","0","188","0","2","14221"
"0","0","2","0","282","0","2","14231"
"0","0","2","0","376","0","2","14241"
"0","0","2","0","470","0","2","14251"
"0","0","4","0","62","0","1","14311"
"0","0","4","0","124","0","1","14321"
"0","0","4","0","186","0","1","14331"
"0","0","4","0","248","0","1","14341"
"0","0","4","0","310","0","1","14351"
"0","0","5","0","92","0","2","14411"
"0","0","5","0","184","0","2","14421"
"0","0","5","0","276","0","2","14431"
"0","0","5","0","368","0","2","14441"
"0","0","5","0","460","0","2","14451"
"0","0","1","0","20","0","7","14511"
"0","0","1","0","40","0","7","14521"
"0","0","1","0","60","0","7","14531"
"0","0","1","0","80","0","7","14541"
"0","0","1","0","100","0","7","14551"
"0","0","2","0","46","0","5","14611"
"0","0","2","0","92","0","5","14621"
"0","0","2","0","138","0","5","14631"
"0","0","2","0","184","0","5","14641"
"0","0","2","0","230","0","5","14651"
"0","0","3","0","1","0","101","14711"
"0","0","3","0","2","0","101","14721"
"0","0","4","0","1","0","101","14811"
"0","0","4","0","2","0","101","14821"
"0","0","3","0","50","0","1","14911"
"0","0","3","0","100","0","1","14921"
"0","0","3","0","150","0","1","14931"
"0","0","3","0","200","0","1","14941"
"0","0","3","0","250","0","1","14951"
"0","0","5","0","42","0","5","15011"
"0","0","5","0","84","0","5","15021"
"0","0","5","0","126","0","5","15031"
"0","0","5","0","168","0","5","15041"
"0","0","5","0","210","0","5","15051"
"0","0","1","0","44","0","5","15111"
"0","0","1","0","88","0","5","15121"
"0","0","1","0","132","0","5","15131"
"0","0","1","0","176","0","5","15141"
"0","0","1","0","220","0","5","15151"
"0","0","1","0","1","0","100","15211"
"0","0","2","0","1","0","101","15311"
"0","0","2","0","2","0","101","15321"
"0","0","3","0","94","0","2","15411"
"0","0","3","0","188","0","2","15421"
"0","0","3","0","282","0","2","15431"
"0","0","3","0","376","0","2","15441"
"0","0","3","0","470","0","2","15451"
"0","0","4","0","42","0","5","15511"
"0","0","4","0","84","0","5","15521"
"0","0","4","0","126","0","5","15531"
"0","0","4","0","168","0","5","15541"
