2ddf6b7af4b1645ac19f7da3662f2d12fd4efd3d313b5cc8c6420bdfff65f5a6,1058dfcdb4858111d8392346db0f062cbe8cf0cb7f0555b2c59c2c883b01085b,0ebe3d5b5cbc3566acc1263cddbeed93993cfa5287e9dd6cb73c3ff8d66d6c7e,aec7a9a7e8235364190d2607dc0d9433f1aa9b36ea874b172e63698bde33dc9b,1fea7741bdad440db0948d6772984b438878fe98aadec732704ec604d2821226,b93fa3725995f43a87a98b65818fa4d1b1ed1dafc8bdabb5d37d2882b855af9d,d64902a52f46d0b80017ffa241614b06a4246414d601d2b16a69255eada3d7ac,f65a78e530e0d04e901da9fbf605c15a3ed30b51516799f07db07a1d4a5c0cd1,7ab639f6845ccd156a3302ec8b48961a8611f1b72306819ee29c4a21bff282ed,00db9b507172748366f6dee3bc3f4f77610f14ffd02c36cc5dbe1fd78013576e,0c0e403f62c4501ad654184515d12eb364424716acac4958e6a1613ee0c0e025,dbb28bc2c1d8181bd945c13f8067816f1b0dd41f97a5ccd60682e05b649bf841
"0","3","8","0","0","314","2.455","0","1","2","0","1020008"
"0","0","9","0","0","0","0","3.527","4","2","1","1020009"
"vo_minigame_1005","0","10","vo_minigame_1005_nikki02_002","0","0","0","0","2","2","0","1020010"
"0","4","11","0","0","70","0.454","0","1","2","0","1020011"
"0","0","12","0","0","0","0","0.874","4","2","1","1020012"
"0","4","13","0","70","392","2.154","0","1","2","0","1020013"
"0","0","14","0","0","0","0","3.373","4","2","1","1020014"
"vo_minigame_1005","0","15","vo_minigame_1005_nikki02_003","0","0","0","0","2","2","0","1020015"
"0","5","16","0","0","125","0.895","0","1","2","0","1020016"
"0","0","17","0","0","0","0","1.311","4","2","1","1020017"
"0","5","18","0","125","265","1.114","0","1","2","0","1020018"
"0","0","19","0","0","0","0","1.181","4","2","1","1020019"
"0","5","20","0","265","340","0.497","0","1","2","0","1020020"
"0","0","21","0","0","0","0","0.497","4","2","1","1020021"
"0","6","22","0","0","189","1.37","0","1","2","0","1020022"
"0","0","23","0","0","0","0","2.407","4","2","1","1020023"
"vo_minigame_1005","0","24","vo_minigame_1005_nikki02_004","0","0","0","0","2","2","0","1020024"
"0","7","25","0","0","195","1.616","0","1","2","0","1020025"
"0","0","26","0","0","0","0","2.035","4","2","1","1020026"
"0","7","27","0","195","295","0.951","0","1","2","0","1020027"
"0","0","28","0","0","0","0","1.322","4","2","1","1020028"
"0","8","29","0","0","258","1.924","0","1","2","0","1020029"
"0","0","30","0","0","0","0","2.98","4","2","1","1020030"
"vo_minigame_1005","0","31","vo_minigame_1005_nikki02_005","0","0","0","0","2","2","0","1020031"
"0","9","32","0","0","114","0.93","0","1","2","0","1020032"
"0","0","33","0","0","0","0","1.24","4","2","1","1020033"
"0","9","34","0","114","257","0.879","0","1","2","0","1020034"
"0","0","35","0","0","0","0","1.877","4","2","1","1020035"
"vo_minigame_1005","0","36","vo_minigame_1005_nikki02_006","0","0","0","0","2","2","0","1020036"
"0","10","37","0","0","144","1.148","0","1","2","0","1020037"
"0","0","38","0","0","0","0","1.541","4","2","1","1020038"
"0","10","39","0","144","307","1.145","0","1","2","0","1020039"
"0","0","40","0","0","0","0","2.645","4","2","1","1020040"
"0","0","1","0","0","0","0","1","4","3","3","1030001"
"vo_minigame_1005","0","2","vo_minigame_1005_nikki03_000","0","0","0","0","2","3","0","1030002"
"0","1","3","0","0","332","2.61","0","1","3","0","1030003"
"0","0","4","0","0","0","0","3.007","4","3","1","1030004"
"0","2","5","0","0","233","1.47","0","1","3","0","1030005"
"0","0","6","0","0","0","0","2.171","4","3","1","1030006"
"vo_minigame_1005","0","7","vo_minigame_1005_nikki03_001","0","0","0","0","2","3","0","1030007"
"0","3","8","0","0","322","2.1","0","1","3","0","1030008"
"0","0","9","0","0","0","0","2.579","4","3","1","1030009"
"0","4","10","0","0","349","2.298","0","1","3","0","1030010"
"0","0","11","0","0","0","0","3.18","4","3","1","1030011"
"vo_minigame_1005","0","12","vo_minigame_1005_nikki03_002","0","0","0","0","2","3","0","1030012"
"0","5","13","0","0","173","1.262","0","1","3","0","1030013"
"0","0","14","0","0","0","0","1.993","4","3","1","1030014"
"vo_minigame_1005","0","15","vo_minigame_1005_nikki03_003","0","0","0","0","2","3","0","1030015"
"0","5","16","0","173","243","0.373","0","1","3","0","1030016"
"0","0","17","0","0","0","0","0.69","4","3","1","1030017"
"0","5","18","0","243","362","1.045","0","1","3","0","1030018"
"0","0","19","0","0","0","0","2.131","4","3","1","1030019"
"vo_minigame_1005","0","20","vo_minigame_1005_nikki03_004","0","0","0","0","2","3","0","1030020"
"0","6","21","0","0","289","2.147","0","1","3","0","1030021"
"0","0","22","0","0","0","0","2.618","4","3","1","1030022"
"0","7","23","0","0","202","1.445","0","1","3","0","1030023"
"0","0","24","0","0","0","0","2.552","4","3","1","1030024"
"vo_minigame_1005","0","25","vo_minigame_1005_nikki03_005","0","0","0","0","2","3","0","1030025"
"0","8","26","0","0","123","0.876","0","1","3","0","1030026"
"0","0","27","0","0","0","0","1.252","4","3","1","1030027"
"0","8","28","0","123","324","1.306","0","1","3","0","1030028"
"0","0","29","0","0","0","0","1.507","4","3","1","1030029"
"0","9","30","0","0","186","1.319","0","1","3","0","1030030"
"0","0","31","0","0","0","0","2.549","4","3","1","1030031"
"vo_minigame_1005","0","32","vo_minigame_1005_nikki03_006","0","0","0","0","2","3","0","1030032"
"0","10","33","0","0","383","2.728","0","1","3","0","1030033"
"0","0","34","0","0","0","0","3.023","4","3","1","1030034"
"0","11","35","0","0","123","0.91","0","1","3","0","1030035"
"0","0","36","0","0","0","0","1.977","4","3","1","1030036"
"vo_minigame_1005","0","37","vo_minigame_1005_nikki03_007","0","0","0","0","2","3","0","1030037"
"0","11","38","0","123","208","0.558","0","1","3","0","1030038"
"0","0","39","0","0","0","0","0.973","4","3","1","1030039"
"0","11","40","0","208","392","1.35","0","1","3","0","1030040"
"0","0","41","0","0","0","0","2.103","4","3","1","1030041"
"vo_minigame_1005","0","42","vo_minigame_1005_nikki03_008","0","0","0","0","2","3","0","1030042"
"0","12","43","0","0","150","0.935","0","1","3","0","1030043"
"0","0","44","0","0","0","0","2.435","4","3","1","1030044"
"0","0","1","0","0","0","0","1","4","4","3","1040001"
"vo_minigame_1005","0","2","vo_minigame_1005_nikki04_000","0","0","0","0","2","4","0","1040002"
"0","1","3","0","0","222","1.597","0","1","4","0","1040003"
"0","0","4","0","0","0","0","1.881","4","4","1","1040004"
"0","2","5","0","0","239","1.46","0","1","4","0","1040005"
"0","0","6","0","0","0","0","2.457","4","4","1","1040006"
"vo_minigame_1005","0","7","vo_minigame_1005_nikki04_001","0","0","0","0","2","4","0","1040007"
"0","3","8","0","0","171","1.208","0","1","4","0","1040008"
"0","0","9","0","0","0","0","1.578","4","4","1","1040009"
"0","3","10","0","171","270","0.673","0","1","4","0","1040010"
"0","0","11","0","0","0","0","1.009","4","4","1","1040011"
"0","3","12","0","270","352","0.65","0","1","4","0","1040012"
"0","0","13","0","0","0","0","0.729","4","4","1","1040013"
"0","4","14","0","0","166","0.976","0","1","4","0","1040014"
"0","0","15","0","0","0","0","1.993","4","4","1","1040015"
"vo_minigame_1005","0","16","vo_minigame_1005_nikki04_002","0","0","0","0","2","4","0","1040016"
"0","4","17","0","166","220","0.396","0","1","4","0","1040017"
"0","0","18","0","0","0","0","0.864","4","4","1","1040018"
"0","4","19","0","220","352","0.74","0","1","4","0","1040019"
"0","0","20","0","0","0","0","1.855","4","4","1","1040020"
"vo_minigame_1005","0","21","vo_minigame_1005_nikki04_003","0","0","0","0","2","4","0","1040021"
"0","5","22","0","0","52","0.437","0","1","4","0","1040022"
"0","0","23","0","0","0","0","0.497","4","4","1","1040023"
"0","5","24","0","52","289","1.776","0","1","4","0","1040024"
"0","0","25","0","0","0","0","2.233","4","4","1","1040025"
"0","6","26","0","0","153","1.29","0","1","4","0","1040026"
"0","0","27","0","0","0","0","1.638","4","4","1","1040027"
"0","6","28","0","153","329","1.137","0","1","4","0","1040028"
"0","0","29","0","0","0","0","2.3","4","4","1","1040029"
"vo_minigame_1005","0","30","vo_minigame_1005_nikki04_004","0","0","0","0","2","4","0","1040030"
"0","7","31","0","0","55","0.336","0","1","4","0","1040031"
"0","0","32","0","0","0","0","0.826","4","4","1","1040032"
"0","7","33","0","55","252","1.223","0","1","4","0","1040033"
"0","0","34","0","0","0","0","1.223","4","4","1","1040034"
"0","8","35","0","0","179","0.994","0","1","4","0","1040035"
"0","0","36","0","0","0","0","1.487","4","4","1","1040036"
"0","8","37","0","179","312","0.89","0","1","4","0","1040037"
"0","0","38","0","0","0","0","1.567","4","4","1","1040038"
"vo_minigame_1005","0","39","vo_minigame_1005_nikki04_005","0","0","0","0","2","4","0","1040039"
"0","9","40","0","0","151","0.74","0","1","4","0","1040040"
"0","0","41","0","0","0","0","1.731","4","4","1","1040041"
"vo_minigame_1005","0","42","vo_minigame_1005_nikki04_006","0","0","0","0","2","4","0","1040042"
"0","10","43","0","0","278","1.937","0","1","4","0","1040043"
"0","0","44","0","0","0","0","2.435","4","4","1","1040044"
"0","11","45","0","0","126","0.822","0","1","4","0","1040045"
"0","0","46","0","0","0","0","1.376","4","4","1","1040046"
"0","11","47","0","126","199","0.576","0","1","4","0","1040047"
"0","0","48","0","0","0","0","0.923","4","4","1","1040048"
"0","11","49","0","199","353","0.785","0","1","4","0","1040049"
"0","0","50","0","0","0","0","2.285","4","4","1","1040050"
"0","0","1","0","0","0","0","1","4","5","3","1050001"
"vo_minigame_1005","0","2","vo_minigame_1005_nikki05_000","0","0","0","0","2","5","0","1050002"
"0","1","3","0","0","183","1.419","0","1","5","0","1050003"
"0","0","4","0","0","0","0","1.662","4","5","1","1050004"
"0","2","5","0","0","265","1.614","0","1","5","0","1050005"
"0","0","6","0","0","0","0","2.394","4","5","1","1050006"
"vo_minigame_1005","0","7","vo_minigame_1005_nikki05_001","0","0","0","0","2","5","0","1050007"
"0","3","8","0","0","394","2.658","0","1","5","0","1050008"
"0","0","9","0","0","0","0","3.202","4","5","1","1050009"
"vo_minigame_1005","0","10","vo_minigame_1005_nikki05_002","0","0","0","0","2","5","0","1050010"
"0","4","11","0","0","298","1.745","0","1","5","0","1050011"
"0","0","12","0","0","0","0","2.545","4","5","1","1050012"
"vo_minigame_1005","0","13","vo_minigame_1005_nikki05_003","0","0","0","0","2","5","0","1050013"
"0","5","14","0","0","115","0.964","0","1","5","0","1050014"
"0","0","15","0","0","0","0","1.34","4","5","1","1050015"
"0","5","16","0","115","394","1.919","0","1","5","0","1050016"
"0","0","17","0","0","0","0","2.719","4","5","1","1050017"
"vo_minigame_1005","0","18","vo_minigame_1005_nikki05_004","0","0","0","0","2","5","0","1050018"
"0","6","19","0","0","60","0.434","0","1","5","0","1050019"
"0","0","20","0","0","0","0","0.903","4","5","1","1050020"
"0","6","21","0","60","250","1.262","0","1","5","0","1050021"
"0","0","22","0","0","0","0","1.758","4","5","1","1050022"
"0","7","23","0","0","309","2.473","0","1","5","0","1050023"
"0","0","24","0","0","0","0","3.315","4","5","1","1050024"
"vo_minigame_1005","0","25","vo_minigame_1005_nikki05_005","0","0","0","0","2","5","0","1050025"
"0","8","26","0","0","82","0.509","0","1","5","0","1050026"
"0","0","27","0","0","0","0","0.988","4","5","1","1050027"
"0","8","28","0","82","364","1.775","0","1","5","0","1050028"
"0","0","29","0","0","0","0","2.507","4","5","1","1050029"
"vo_minigame_1005","0","30","vo_minigame_1005_nikki05_006","0","0","0","0","2","5","0","1050030"
"0","9","31","0","0","201","1.139","0","1","5","0","1050031"
"0","0","32","0","0","0","0","2.066","4","5","1","1050032"
"vo_minigame_1005","0","33","vo_minigame_1005_nikki05_007","0","0","0","0","2","5","0","1050033"
"0","10","34","0","0","94","0.665","0","1","5","0","1050034"
"0","0","35","0","0","0","0","1.144","4","5","1","1050035"
"0","10","36","0","94","271","1.389","0","1","5","0","1050036"
"0","0","37","0","0","0","0","1.789","4","5","1","1050037"
"0","10","38","0","271","376","0.823","0","1","5","0","1050038"
"0","0","39","0","0","0","0","2.023","4","5","1","1050039"
