3779d35294bac82289a839fe800d8e274c3a0ca99f45f5410c693a88cc77e99f,0b4b3fdd3a25f83c68582efab3f0fcc633c8c8bd722897fccb630eda043abfdd,e336b95b01e8dbf58035d2889d09708605f97d1eb6e75426a4c3470aa2d965b6,e5edac13fe3e96d6cd2c8032e8fa1efff7c54409f765a5938ddea039b58545e0,0e022c3b69571b07e75a6d2ad126e6d2ed6664856038f35e5dab659a06faaadd,30d49d56b27d8c642f4a914a75080581a19a1065ab949db87b0105655fdecb70,2fef6dca14a68e8fb7a649e1623e73cab11b065e6d4d1fcb783ddc0cfaedb3bf,e68a3b7df368436a79458eafbbfd71da25672478836c271f2b5e34f2f39d5234,26a24d7670ce3886243bddf4a2bcd5ca7beb351bceddb63e8c9c149478cc57c6,26059d04fb42c1271d806cadfba50ab9e245ab770ab301a3b5691fce93d6a7b1,fc55a1d2a6fd48efdc870d65f3d09d00bf49778e6b1b049e50c8cc8f5142540e
"3","nyx_102_chloe_04","","nyx_102_chloe_03_loop","","110831","1","0","0.2","102","11020055"
"3","nyx_102_chloe_04","","nyx_102_chloe_03_loop","","2","1","0","0.2","102","11020056"
"93","","","","","1.5","","","","102","11020057"
"12","12","","","","110831","","1","","102","11020058"
"93","","","","","1","","","","102","11020059"
"12","1","","","","103431","","1","","102","11020060"
"3","nyx_cmn_01","","nyx_cmn_03","0.2","103431","1","0","0.2","102","11020061"
"3","nyx_idle_worry","","","0.2","104631","1","1","0.2","102","11020062"
"93","","","","","2","","","","102","11020063"
"12","12","","","","104831","","1","","102","11020064"
"93","","","","","2","","","","102","11020065"
"12","10","","","","103231","","1","","102","11020066"
"3","nyx_talk_normal","","nyx_idle_normal","0.2","103231","1","0","0.2","102","11020067"
"93","","","","","2","","","","102","11020068"
"12","2","","","","104631","","1","","102","11020069"
"3","nyx_talk_sad","","nyx_idle_worry","0.2","104631","1","0","0.2","102","11020070"
"93","","","","","4","","","","102","11020071"
"101","1","","","","11020055","","","","102","11020072"
"1","111031","nyx_103_yuni_01","-421","0","1","-209.3","110","1.35","103","11030001"
"1","104831","nyx_idle_normal","121.8","0","1","-182.5","110","1.35","103","11030002"
"5","2","NoItem","121.8","0","2","-182.5","120","1.35","103","11030003"
"1","104631","nyx_idle_normal","227.7","0","1","-182.5","110","1.35","103","11030004"
"5","2","NoItem","227.7","0","2","-182.5","120","1.35","103","11030005"
"1","103231","nyx_idle_normal","340.3","1","1","-182.5","110","1.35","103","11030006"
"1","103431","nyx_cmn_03","449.6","1","1","-182.5","110","1.35","103","11030007"
"5","2","NoItem","449.6","1","2","-182.5","120","1.35","103","11030008"
"31","1","","0","","1","1","0","1","103","11030009"
"25","bgm_M347","","","","bgm_M347","","","","103","11030010"
"93","","","","","2","","","","103","11030011"
"3","nyx_talk_sad","","","","103431","","1","0.2","103","11030012"
"11","プレゼンって\nこんなに\n疲れるものなの…？","","","","103431","","10","","103","11030013"
"91","","","","","0","","","","103","11030014"
"3","nyx_cmn_03","","","","103431","","1","0.2","103","11030015"
"3","nyx_cmn_05","","","","104831","","1","0.2","103","11030016"
"11","きっと次は大丈夫よ\nまともな生徒のはず\n…そうよね？","","","","104831","","10","","103","11030017"
"91","","","","","0","","","","103","11030018"
"3","nyx_cmn_04","","","","104831","","1","0.2","103","11030019"
"3","nyx_talk_normal","","","","103231","","1","0.2","103","11030020"
"11","あら？\n次もなかよし部の方\nみたいですわよ？","","","","103231","","10","","103","11030021"
"91","","","","","0","","","","103","11030022"
"3","nyx_idle_normal","","","","103231","","1","0.2","103","11030023"
"3","nyx_talk_sad","","","","104631","","1","0.2","103","11030024"
"11","…気を抜いたら\nやられるにゃ\n覚悟を決めるにゃ","","","","104631","","10","","103","11030025"
"93","","","","","2.6","","","","103","11030026"
"3","nyx_102_chloe_01","","","","111031","","1","0.2","103","11030027"
"91","","","","","11030025","","","","103","11030028"
"3","nyx_cmn_02","","nyx_idle_sad","0.3","104631","1","0","0.2","103","11030029"
"3","nyx_cmn_02","","","","2","","0","0.2","103","11030030"
"3","nyx_cmn_02","","nyx_cmn_03","0.3","103431","1","0","0.2","103","11030031"
"3","nyx_cmn_02","","","","2","","0","0.2","103","11030032"
"3","nyx_cmn_02","","nyx_idle_normal","0.2","104831","1","0","0.2","103","11030033"
"3","nyx_cmn_02","","","","2","","0","0.2","103","11030034"
"93","","","","","1.5","","","","103","11030035"
"3","nyx_303_yuni_01","","","","111031","","1","0.2","103","11030036"
"11","ふむ、次はぼくだな\nまさに真打登場と\n言ったところか","","","","111031","","10","","103","11030037"
"93","","","","","2.8","","","","103","11030038"
"12","13","","","","104831","","1","","103","11030039"
"3","nyx_talk_normal","","","","104831","","1","0.2","103","11030040"
"91","","","","","11030037","","","","103","11030041"
"11","チエル君、クロエ君\n君らの無念はぼくが\n晴らして見せよう","","","","111031","","10","","103","11030042"
"91","","","","","0","","","","103","11030043"
"3","nyx_103_yuni_02","","","","111031","","1","0.2","103","11030044"
"11","いざ上級生としての\n責務を果たす時だ","","","","111031","","10","","103","11030045"
"93","","","","","1.5","","","","103","11030046"
"12","17","","","","103231","","1","","103","11030047"
"3","nyx_idle_normal","","","","104831","","1","0.2","103","11030048"
"3","nyx_cmn_05","","","","103231","","1","0.2","103","11030049"
"91","","","","","11030045","","","","103","11030050"
"3","nyx_103_yuni_03","","nyx_103_yuni_04","0.6","111031","0","0","0.3","103","11030051"
"11","ユニちゃんズの\n名に懸けて…！","","","","111031","","10","","103","11030052"
"91","","","","","0","","","","103","11030053"
"3","nyx_idle_normal","","","","103231","","1","0.2","103","11030054"
"93","","","","","0.6","","","","103","11030055"
"12","12","","","","111031","","1","0.2","103","11030056"
"3","cmn_pose02_def_N","","nyx_idle_normal","0.2","111031","1","0","0.2","103","11030057"
"93","","","","","1.5","","","","103","11030058"
"12","15","","","","104631","","1","","103","11030059"
"3","nyx_talk_sad","","nyx_idle_worry","0.2","104631","1","0","0.2","103","11030060"
"93","","","","","2","","","","103","11030061"
"12","10","","","","103231","","1","","103","11030062"
"3","nyx_talk_joy1","","nyx_idle_normal","0.2","103231","1","0","0.2","103","11030063"
"3","nyx_103_yuni_01","","nyx_idle_normal","0.2","111031","1","0","0.2","103","11030064"
"93","","","","","2.5","","","","103","11030065"
"12","1","","","","103431","","1","","103","11030066"
"3","nyx_cmn_01","","nyx_cmn_03","0.3","103431","1","0","0.2","103","11030067"
"93","","","","","2","","","","103","11030068"
"12","12","","","","104831","","1","","103","11030069"
"3","nyx_talk_bitter","","","","104831","","1","0.2","103","11030070"
"93","","","","","2","","","","103","11030071"
"3","nyx_idle_bitter","","","","104831","","1","0.2","103","11030072"
"93","","","","","1","","","","103","11030073"
"101","","","","","11030056","","","","103","11030074"
"1","103231","nyx_201_akino_01","-235.4","1","1","-294.7","110","1.2","201","12010001"
"5","2","nyx_201_akino_01","-235.4","1","2","-294.7","120","1.2","201","12010002"
"1","104631","nyx_idle_normal","-357","0","1","-281.6","110","1.2","201","12010003"
"1","103431","nyx_idle_normal","310.5","1","1","-281.6","110","1.2","201","12010004"
"1","104831","nyx_idle_normal","-453.3","0","1","-281.6","110","1.2","201","12010005"
"31","1","","0","","2","1","0","1","201","12010006"
"31","2","","0","","11","1","0","1","201","12010007"
"25","bgm_M347","","","","bgm_M347","","","","201","12010008"
"93","","","","","2","","","","201","12010009"
"11","タマキさん、この\n部品の組み立てを\nお願いしますわ！","","","","103231","","10","","201","12010010"
"91","","","","","0","","","","201","12010011"
"3","nyx_surprise","","nyx_idle_surprise1","0.3","104631","1","0","0.3","201","12010012"
"11","わ、わかったにゃ！\n…こんなの設計図に\nあったかにゃ…？","","","","104631","","10","","201","12010013"
"91","","","","","0","","","","201","12010014"
"4","0","","","","103231","","0","","201","12010015"
"4","0","","","","2","","","","201","12010016"
"3","nyx_idle_bitter2","","","0.3","104631","","1","0.3","201","12010017"
"3","nyx_201_akino_02","","","0.3","103231","","1","0.3","201","12010018"
"3","nyx_201_akino_02","","","0.3","2","","1","0.3","201","12010019"
"2","199","","2.2","","103231","","-294.7","","201","12010020"
"2","199","","2.2","","2","","-294.7","","201","12010021"
"93","","","","","2.2","","","","201","12010022"
"3","nyx_201_akino_01","","","0.3","103231","","1","0.3","201","12010023"
"3","nyx_201_akino_01","","","0.3","2","","1","0.3","201","12010024"
"11","ユカリさん！\nこの回路の発注を\n至急お願いします！","","","","103231","","10","","201","12010025"
"91","","","","","0","","","","201","12010026"
"3","nyx_cmn_01","","","0.3","103431","","1","0.3","201","12010027"
"11","えっ？　えっ？\nちょっとアキノさん\nこれ何に使うの！？","","","","103431","","10","","201","12010028"
"91","","","","","0","","","","201","12010029"
"3","nyx_idle_bitter2","","","0.3","103431","","1","0.3","201","12010030"
"4","1","","","","103231","","","","201","12010031"
"4","1","","","","2","","","","201","12010032"
"3","nyx_201_akino_02","","","0.3","103231","","1","0.3","201","12010033"
"3","nyx_201_akino_02","","","0.3","2","","1","0.3","201","12010034"
"2","-235.4","","2.2","","103231","","-294.7","","201","12010035"
"2","-235.4","","2.2","","2","","-294.7","","201","12010036"
"93","","","","","2.2","","","","201","12010037"
"3","nyx_201_akino_01","","","0.3","103231","","1","0.3","201","12010038"
"3","nyx_201_akino_01","","","0.3","2","","1","0.3","201","12010039"
"11","ミフユさんは動作\nチェックを念入りに\nお願いします！","","","","103231","","10","","201","12010040"
"91","","","","","0","","","","201","12010041"
"3","nyx_surprise","","nyx_idle_surprise1","0.3","104831","1","0","0.3","201","12010042"
"11","は、はいっ！\n…アキノさんが\n燃えてるわ…","","","","104831","","10","0","201","12010043"
"91","","","","","0","","","","201","12010044"
"3","nyx_talk_sad","","","0.3","104831","","1","0.3","201","12010045"
"11","でもなぜかしら\n不安だわ…\n不安しかない…","","","","104831","","10","0","201","12010046"
"91","","","","","0","","","","201","12010047"
"3","nyx_idle_bitter2","","","0.3","104831","","1","0.3","201","12010048"
"91","","","","","0","","","","201","12010049"
"93","","","","","0.4","","","","201","12010050"
"4","0","","","","103231","","0","","201","12010051"
"4","0","","","","2","","","","201","12010052"
"3","nyx_201_akino_02","","","0.2","103231","","1","0.2","201","12010053"
"3","nyx_201_akino_02","","","0.2","2","","1","0.2","201","12010054"
"2","199","","2.2","","103231","","-294.7","","201","12010055"
"2","199","","2.2","","2","","-294.7","","201","12010056"
"3","nyx_cmn_03","","","0.2","103431","","1","0.2","201","12010057"
"93","","","","","2.2","","","","201","12010058"
"12","10","","","","103231","","1","","201","12010059"
"3","nyx_201_akino_01","","","0.2","103231","","1","0.2","201","12010060"
"3","nyx_201_akino_01","","","0.2","2","","1","0.2","201","12010061"
"91","","","","","0","","","","201","12010062"
"3","nyx_idle_surprise1","","","0.2","103431","","1","0.2","201","12010063"
"91","","","","","0","","","","201","12010064"
"3","nyx_102_chloe_02","","","0.2","103431","","1","0.2","201","12010065"
"4","1","","","","103231","","","","201","12010066"
"4","1","","","","2","","","","201","12010067"
"3","nyx_201_akino_02","","","0.2","103231","","1","0.2","201","12010068"
"3","nyx_201_akino_02","","","0.2","2","","1","0.2","201","12010069"
"2","-235.4","","2.2","","103231","","-294.7","","201","12010070"
"2","-235.4","","2.2","","2","","-294.7","","201","12010071"
"93","","","","","2.2","","","","201","12010072"
"12","10","","","","103231","","1","","201","12010073"
"3","nyx_201_akino_01","","","0.2","103231","","1","0.2","201","12010074"
"3","nyx_201_akino_01","","","0.2","2","","1","","201","12010075"
"93","","","","","3","","","","201","12010076"
"3","cmn_nod_def_N","","nyx_idle_normal","0.2","104631","1","0","0.2","201","12010077"
"93","","","","","0.8","","","","201","12010078"
"12","3","","","","104831","","1","","201","12010079"
"3","nyx_talk_worry","","nyx_idle_sad","0.2","104831","1","0","0.2","201","12010080"
"93","","","","","1","","","","201","12010081"
"101","","","","","12010051","","","","201","12010082"
"5","3","nyx_202_tamaki_03_loop","-136","0","1","-255","100","1.2","202","12020001"
"1","103231","nyx_idle_joy1","183.7","1","1","-286.1","110","1.2","202","12020002"
"5","5","nyx_202_yukari_01","312.6","1","2","-286.1","120","1.2","202","12020003"
"1","103431","nyx_202_yukari_01","312.6","1","1","-286.1","110","1.2","202","12020004"
"1","104831","nyx_idle_normal","-269.8","0","1","-286.1","120","1.2","202","12020005"
"31","1","","0","","2","1","0","1","202","12020006"
"31","2","","34","","12","1","0","1","202","12020007"
"31","7","","130","","16","1","-74","0","202","12020008"
"5","4","nyx_yagura_idle","-208","0","3","-255","110","1","202","12020009"
"5","6","NoItem","-269.8","0","2","-286.1","120","1.2","202","12020010"
"25","bgm_M347","","","","bgm_M347","","","","202","12020011"
"93","","","","","2","","","","202","12020012"
"11","開発もなんだか\n楽しくなってきた\nにゃ～！","","","","3","","10","","202","12020013"
"91","","","","","0","","","","202","12020014"
"11","ここまで来たら\n世界一のたい焼き\nメカにするにゃ！","","","","3","","10","","202","12020015"
"91","","","","","0","","","","202","12020016"
"11","あたしの全てを\n注ぎ込んでやる\nにゃあ～～！","","","","3","","10","","202","12020017"
"93","","","","","0.4","","","","202","12020018"
"3","nyx_202_tamaki_03_puton","","nyx_202_tamaki_loop","","3","1","0","0.2","202","12020019"
"91","","","","","12020017","","","","202","12020020"
"3","nyx_202_tamaki_up","","nyx_202_tamaki_01","","3","1","0","0.2","202","12020021"
"3","nyx_yagura_up","","nyx_yagura_up_idle","","4","1","0","","202","12020022"
"93","","","","","2.4","","","","202","12020023"
"32","1","","","","7","","","","202","12020024"
"3","nyx_202_akino_01_loop","","","","103231","","1","0.2","202","12020025"
"11","おーほっほっほ！\n素晴らしい意気込み\nですわ、タマキさん","","","","103231","","10","","202","12020026"
"91","","","","","0","","","","202","12020027"
"3","nyx_talk_anger2","","","","104831","","1","0.2","202","12020028"
"11","設計図のどこにも\nたい焼きなんて\n書いてないわよ！？","","","","104831","","10","","202","12020029"
"91","","","","","0","","","","202","12020030"
"3","nyx_idle_anger2","","","","103431","","1","0.2","202","12020031"
"3","nyx_202_yukari_01","","","","103431","","1","0.2","202","12020032"
"11","ミフユさん…\nタマキさんなら\n大丈夫よ…ひっく","","","","103431","","10","","202","12020033"
"91","","","","","0","","","","202","12020034"
"3","nyx_cmn_05","","nyx_cmn_04","0.2","104831","","0","0.2","202","12020035"
"11","ユカリさん？\n何を飲んでるの？\n…買収されたわね？","","","","104831","","10","0","202","12020036"
"91","","","","","0","","","","202","12020037"
"3","nyx_202_yukari_01","","","","103431","","1","0.2","202","12020038"
"11","え～？\nにゃんのことぉ～？\n…うっふふ～♪","","","","103431","","10","","202","12020039"
"91","","","","","0","","","","202","12020040"
"93","","","","","2","","","","202","12020041"
"12","13","","","","103231","","1","","202","12020042"
"3","nyx_talk_joy2","","nyx_202_akino_01_loop","0.2","103231","1","0","0.2","202","12020043"
"93","","","","","2.5","","","","202","12020044"
"12","3","","","","104831","","1","","202","12020045"
"3","nyx_talk_anger2","","","","104831","","1","0.2","202","12020046"
"93","","","","","2","","","","202","12020047"
"3","nyx_cmn_02","","","","104831","","0","0.2","202","12020048"
"3","nyx_cmn_02","","NoItem","","6","1","0","0.2","202","12020049"
"93","","","","","1","","","","202","12020050"
"3","nyx_cmn_05","","nyx_cmn_04","0.2","104831","1","0","0.2","202","12020051"
"93","","","","","2","","","","202","12020052"
"12","5","","","","103431","","1","","202","12020053"
"3","nyx_203_yukari_01","","nyx_202_yukari_01","0.2","5","1","0","0.2","202","12020054"
"3","nyx_203_yukari_01","","nyx_202_yukari_01","0.2","103431","1","0","0.2","202","12020055"
"93","","","","","1.2","","","","202","12020056"
"12","11","","","","3","","1","","202","12020057"
"93","","","","","0.8","","","","202","12020058"
"101","","","","","12020041","","","","202","12020059"
"1","104831","nyx_idle_normal","-300","0","1","-286","130","1.2","203","12030001"
"1","104631","nyx_idle_normal","316","1","1","-286","100","1.2","203","12030002"
"1","103231","nyx_idle_normal","110","1","1","-286","100","1.2","203","12030003"
"1","103431","nyx_203_yukari_01","-200","0","1","-10","100","1.2","203","12030004"
"31","1","","0","","2","1","0","1","203","12030005"
"31","2","","34","","13","1","-80","1","203","12030006"
"5","3","nyx_203_yukari_01","-200","0","2","-10","110","1.2","203","12030007"
"5","4","nyx_yagura_up_harf","-250","0","3","-255","120","1","203","12030008"
"25","bgm_M347","","","","bgm_M347","","","","203","12030009"
"93","","","","","2","","","","203","12030010"
"11","あっれぇ～？\nここはどこぉ～？\n私はだれ～？","","","","103431","","10","","203","12030011"
"93","","","","","0.6","","","","203","12030012"
"3","nyx_lookup","","nyx_lookup_loop2","0.2","103231","1","0","0.2","203","12030013"
"91","","","","","12030011","","","","203","12030014"
"11","ん～？\nにゃ～にこの\nでっかいのぉ～","","","","103431","","10","","203","12030015"
"93","","","","","0.6","","","","203","12030016"
"3","nyx_lookup","","nyx_lookup_loop2","0.2","104631","1","0","0.2","203","12030017"
"91","","","","","12030015","","","","203","12030018"
"3","nyx_203_yukari_02","","nyx_203_yukari_05","","3","1","0","0.2","203","12030019"
"3","nyx_203_yukari_02","","nyx_203_yukari_05","","103431","1","0","0.2","203","12030020"
"11","あんたも麦しゅわ\n飲む～？\nお～いしいわよ～？","","","","103431","","10","","203","12030021"
"93","","","","","0.4","","","","203","12030022"
"3","nyx_lookup","","nyx_lookup_loop2","0.2","104831","1","0","0.2","203","12030023"
"91","","","","","12030021","","","","203","12030024"
"93","","","","","0.2","","","","203","12030025"
"3","nyx_cmn_02","","nyx_idle_sad","0.2","104831","1","0","0.2","203","12030026"
"11","何してるのよ\nユカリさん…","","","","104831","","10","0","203","12030027"
"93","","","","","0.1","","","","203","12030028"
"3","nyx_cmn_02","","nyx_cmn_04","0.2","103231","1","0","0.2","203","12030029"
"11","何してますの…\nユカリさん…","","","","103231","","10","","203","12030030"
"93","","","","","0.1","","","","203","12030031"
"3","nyx_cmn_02","","nyx_idle_sad","0.2","104631","1","0","0.2","203","12030032"
"11","何してるのにゃ\nユカリ…","","","","104631","","10","","203","12030033"
"91","","","","","0","","","","203","12030034"
