42aee49626bff11016784c2b1b560b33130a02c4de36a7eed3cd583b561a9aff,2d7d66d166a4db6830a523b28e34dc1dbdca08e299c5ca4251a2dda034cc8e3a,5417c3b88fe218700da91cc264f09b55493275d65481140a6d35b85b06a568d2,458a72cf6e862b5d7d2edf89aec500498bb2dc28ce18d324e9297cccefed014e,9720c733f1b1cde172887b1ae213650de88d2fce9442dc043dd458794caf1f05
"601000201","ダメージ減衰","18","76010002","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"601000202","ＴＰ上昇上限付与","17","76010002","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"601000203","物理防御力（ダウン不可）アップ","boss_def_lower_limit","76010002","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"601000204","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","76010002","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"601000205","ＨＰ吸収ダウン","9","76010002","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"601000206","ＴＰダウンカット","boss_tp_down_cut","76010002","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"601000301","ダメージ減衰","18","76010003","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"601000302","ＴＰ上昇上限付与","17","76010003","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"601000303","物理防御力（ダウン不可）アップ","boss_def_lower_limit","76010003","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"601000304","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","76010003","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"601000305","ＨＰ吸収ダウン","9","76010003","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"601000306","ＴＰダウンカット","boss_tp_down_cut","76010003","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"601000401","ダメージ減衰","18","76010004","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"601000402","ＴＰ上昇上限付与","17","76010004","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"601000403","物理防御力（ダウン不可）アップ","boss_def_lower_limit","76010004","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"601000404","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","76010004","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"601000405","ＨＰ吸収ダウン","9","76010004","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"601000406","ＴＰダウンカット","boss_tp_down_cut","76010004","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"601000501","ダメージ減衰","18","76010005","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"601000502","ＴＰ上昇上限付与","17","76010005","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"601000503","物理防御力（ダウン不可）アップ","boss_def_lower_limit","76010005","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"601000504","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","76010005","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"601000505","ＨＰ吸収ダウン","9","76010005","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"601000506","ＴＰダウンカット","boss_tp_down_cut","76010005","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。"
"602000101","ダメージ減衰","18","76020001","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"602000102","ＴＰ上昇上限付与","17","76020001","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"602000103","物理防御力（ダウン不可）アップ","boss_def_lower_limit","76020001","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"602000104","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","76020001","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"602000105","ＨＰ吸収ダウン","9","76020001","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"602000106","ＴＰダウンカット","boss_tp_down_cut","76020001","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。"
"602000201","ダメージ減衰","18","76020002","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"602000202","ＴＰ上昇上限付与","17","76020002","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"602000203","物理防御力（ダウン不可）アップ","boss_def_lower_limit","76020002","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"602000204","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","76020002","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"602000205","ＨＰ吸収ダウン","9","76020002","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"602000206","ＴＰダウンカット","boss_tp_down_cut","76020002","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。"
"602000301","ダメージ減衰","18","76020003","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"602000302","ＴＰ上昇上限付与","17","76020003","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"602000303","物理防御力（ダウン不可）アップ","boss_def_lower_limit","76020003","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"602000304","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","76020003","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"602000305","ＨＰ吸収ダウン","9","76020003","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"602000306","ＴＰダウンカット","boss_tp_down_cut","76020003","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。"
"602000401","ダメージ減衰","18","76020004","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"602000402","ＴＰ上昇上限付与","17","76020004","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"602000403","物理防御力（ダウン不可）アップ","boss_def_lower_limit","76020004","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"602000404","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","76020004","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"602000405","ＨＰ吸収ダウン","9","76020004","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"602000406","ＴＰダウンカット","boss_tp_down_cut","76020004","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。"
"602000501","ダメージ減衰","18","76020005","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。"
"602000502","ＴＰ上昇上限付与","17","76020005","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。"
"602000503","物理防御力（ダウン不可）アップ","boss_def_lower_limit","76020005","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。"
"602000504","魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","76020005","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。"
"602000505","ＨＰ吸収ダウン","9","76020005","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。"
"602000506","ＴＰダウンカット","boss_tp_down_cut","76020005","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。"
