31720c7d84ce773814183def87460d2342a6523d4e725db6e7f971d6432cb05b,8d56ce5f4426e9547a745a039a6f43c853d4548285790a46bd9ee01a0d49cc00,9c2599832e810147f3dcc2c6e19ff4b60f9c772fd5ac36ba219cecc8de2d1a72,a30c68f552229e392dc26df2dc33d0f618ebe10966fb2258e4e5beeecf44ab5a,42d0b0020d05e0b63b536f0fad0269525912830645df28c52e327df5ce6854dc,2fd1e13742ad7eff7c86bee836cbbf35fef24b5c7e11ed30e880e2acb6a2dd50,216342d81c4069ad39c59eed4ee88d481174007bfbef4c0a1c23e0d5915ebd8c,1dddb08dd8b80f2700ec2960a33b24fa187913b54f89280f3bd79605dfcf93ae,b8b24aa56bc8d5bf2d642a3cc01348eeaf1cf0a56038749bfdb0116ca994b930
"0.43","0","-45","80","320020310","2","85","0","2"
"0.7","502002402","11","81","320020406","1","43.5","0","1"
"0.65","502002403","67","82","320020406","3","13","0","2"
"0.65","0","49","83","320020406","2","-74","0","3"
"0.7","502002408","13","84","320020407","1","-49","0","1"
"0.85","502002409","62","85","320020407","3","-4","0","2"
"0.65","0","50","86","320020407","2","59","0","3"
"1.05","0","-10","87","320020408","1","0","0","1"
"1.05","0","-10","88","320020409","1","-15","0","1"
"0.43","0","-45","89","320020410","1","-85","0","1"
"0.43","0","-45","90","320020410","2","85","0","2"
"0.7","502002502","11","91","320020506","1","43.5","0","1"
"0.65","502002503","67","92","320020506","3","13","0","2"
"0.65","0","49","93","320020506","2","-74","0","3"
"0.7","502002508","13","94","320020507","1","-49","0","1"
"0.85","502002509","62","95","320020507","3","-4","0","2"
"0.65","0","50","96","320020507","2","59","0","3"
"1.05","0","-10","97","320020508","1","0","0","1"
"1.05","0","-10","98","320020509","1","-15","0","1"
"0.43","0","-45","99","320020510","1","-85","0","1"
"0.43","0","-45","100","320020510","2","85","0","2"
"0.7","502003102","11","101","320030106","1","43.5","0","1"
"0.65","502003103","67","102","320030106","2","13","0","2"
"0.65","0","49","103","320030106","3","-74","0","3"
"0.7","502003108","13","104","320030107","1","-49","0","1"
"0.85","502003109","62","105","320030107","3","-4","0","2"
"0.65","0","50","106","320030107","2","59","0","3"
"1.05","0","-10","107","320030108","1","0","0","1"
"1.05","0","-10","108","320030109","1","-15","0","1"
"0.43","0","-45","109","320030110","1","-85","0","1"
"0.43","0","-45","110","320030110","2","85","0","2"
"0.7","502003202","11","111","320030206","1","43.5","0","1"
"0.65","502003203","67","112","320030206","2","13","0","2"
"0.65","0","49","113","320030206","3","-74","0","3"
"0.7","502003208","13","114","320030207","1","-49","0","1"
"0.85","502003209","62","115","320030207","3","-4","0","2"
"0.65","0","50","116","320030207","2","59","0","3"
"1.05","0","-10","117","320030208","1","0","0","1"
"1.05","0","-10","118","320030209","1","-15","0","1"
"0.43","0","-45","119","320030210","1","-85","0","1"
"0.43","0","-45","120","320030210","2","85","0","2"
"0.7","502003302","11","121","320030306","1","43.5","0","1"
"0.65","502003303","67","122","320030306","2","13","0","2"
"0.65","0","49","123","320030306","3","-74","0","3"
"0.7","502003308","13","124","320030307","1","-49","0","1"
"0.85","502003309","62","125","320030307","3","-4","0","2"
"0.65","0","50","126","320030307","2","59","0","3"
"1.05","0","-10","127","320030308","1","0","0","1"
"1.05","0","-10","128","320030309","1","-15","0","1"
"0.43","0","-45","129","320030310","1","-85","0","1"
"0.43","0","-45","130","320030310","2","85","0","2"
"0.7","502003402","11","131","320030406","1","43.5","0","1"
"0.65","502003403","67","132","320030406","2","13","0","2"
"0.65","0","49","133","320030406","3","-74","0","3"
"0.7","502003408","13","134","320030407","1","-49","0","1"
"0.85","502003409","62","135","320030407","3","-4","0","2"
"0.65","0","50","136","320030407","2","59","0","3"
"1.05","0","-10","137","320030408","1","0","0","1"
"1.05","0","-10","138","320030409","1","-15","0","1"
"0.43","0","-45","139","320030410","1","-85","0","1"
"0.43","0","-45","140","320030410","2","85","0","2"
"0.7","502003502","11","141","320030506","1","43.5","0","1"
"0.65","502003503","67","142","320030506","2","13","0","2"
"0.65","0","49","143","320030506","3","-74","0","3"
"0.7","502003508","13","144","320030507","1","-49","0","1"
"0.85","502003509","62","145","320030507","3","-4","0","2"
"0.65","0","50","146","320030507","2","59","0","3"
"1.05","0","-10","147","320030508","1","0","0","1"
"1.05","0","-10","148","320030509","1","-15","0","1"
"0.43","0","-45","149","320030510","1","-85","0","1"
"0.43","0","-45","150","320030510","2","85","0","2"
"0.7","502004103","49","151","320040106","1","-74","0","1"
"0.85","502004104","67","152","320040106","3","13","0","2"
"0.65","0","11","153","320040106","2","43.5","0","3"
"0.7","502004107","50","154","320040107","1","59","0","1"
"0.85","502004109","62","155","320040107","3","-4","0","2"
"0.65","0","13","156","320040107","2","-49","0","3"
"0.8","0","-10","157","320040108","1","0","0","1"
"0.9","0","20","158","320040109","1","30","0","1"
"1","0","-25","159","320040110","1","20","0","1"
"0.7","502004203","49","160","320040206","1","-74","0","1"
"0.85","502004204","67","161","320040206","3","13","0","2"
"0.65","0","11","162","320040206","2","43.5","0","3"
"0.7","502004207","50","163","320040207","1","59","0","1"
"0.85","502004209","62","164","320040207","3","-4","0","2"
"0.65","0","13","165","320040207","2","-49","0","3"
"0.8","0","-10","166","320040208","1","0","0","1"
"0.9","0","20","167","320040209","1","30","0","1"
"1","0","-25","168","320040210","1","20","0","1"
"0.7","502004303","49","169","320040306","1","-74","0","1"
"0.85","502004304","67","170","320040306","3","13","0","2"
"0.65","0","11","171","320040306","2","43.5","0","3"
"0.7","502004307","50","172","320040307","1","59","0","1"
"0.85","502004309","62","173","320040307","3","-4","0","2"
"0.65","0","13","174","320040307","2","-49","0","3"
"0.8","0","-10","175","320040308","1","0","0","1"
"0.9","0","20","176","320040309","1","30","0","1"
"1","0","-25","177","320040310","1","20","0","1"
"0.7","502004403","49","178","320040406","1","-74","0","1"
"0.85","502004404","67","179","320040406","3","13","0","2"
"0.65","0","11","180","320040406","2","43.5","0","3"
"0.7","502004407","50","181","320040407","1","59","0","1"
"0.85","502004409","62","182","320040407","3","-4","0","2"
"0.65","0","13","183","320040407","2","-49","0","3"
"0.8","0","-10","184","320040408","1","0","0","1"
"0.9","0","20","185","320040409","1","30","0","1"
"1","0","-25","186","320040410","1","20","0","1"
"0.7","502004503","49","187","320040506","1","-74","0","1"
"0.85","502004504","67","188","320040506","3","13","0","2"
"0.65","0","11","189","320040506","2","43.5","0","3"
"0.7","502004507","50","190","320040507","1","59","0","1"
"0.85","502004509","62","191","320040507","3","-4","0","2"
"0.65","0","13","192","320040507","2","-49","0","3"
"0.8","0","-10","193","320040508","1","0","0","1"
"0.9","0","20","194","320040509","1","30","0","1"
"1","0","-25","195","320040510","1","20","0","1"
"0.7","502005101","40","196","320050106","2","-74","0","1"
"1","502005103","67","197","320050106","3","13","0","2"
"0.65","0","11","198","320050106","1","43.5","0","3"
"0.7","502005106","50","199","320050107","2","59","0","1"
"0.9","502005108","62","200","320050107","3","30","0","2"
"0.65","0","13","201","320050107","1","-49","0","3"
"0.75","0","10","202","320050108","1","5","0","1"
"0.75","0","10","203","320050109","1","-10","0","1"
"1","0","-25","204","320050110","1","20","0","1"
"0.7","502005201","40","205","320050206","2","-74","0","1"
"1","502005203","67","206","320050206","3","13","0","2"
"0.65","0","11","207","320050206","1","43.5","0","3"
"0.7","502005206","50","208","320050207","2","59","0","1"
"0.9","502005208","62","209","320050207","3","30","0","2"
"0.65","0","13","210","320050207","1","-49","0","3"
"0.75","0","10","211","320050208","1","5","0","1"
"0.75","0","10","212","320050209","1","-10","0","1"
"1","0","-25","213","320050210","1","20","0","1"
"0.7","502005301","40","214","320050306","2","-74","0","1"
"1","502005303","67","215","320050306","3","13","0","2"
"0.65","0","11","216","320050306","1","43.5","0","3"
"0.7","502005306","50","217","320050307","2","59","0","1"
"0.9","502005308","62","218","320050307","3","30","0","2"
"0.65","0","13","219","320050307","1","-49","0","3"
"0.75","0","10","220","320050308","1","5","0","1"
"0.75","0","10","221","320050309","1","-10","0","1"
"1","0","-25","222","320050310","1","20","0","1"
"0.7","502005401","40","223","320050406","2","-74","0","1"
"1","502005403","67","224","320050406","3","13","0","2"
"0.65","0","11","225","320050406","1","43.5","0","3"
"0.7","502005406","50","226","320050407","2","59","0","1"
"0.9","502005408","62","227","320050407","3","30","0","2"
"0.65","0","13","228","320050407","1","-49","0","3"
"0.75","0","10","229","320050408","1","5","0","1"
"0.75","0","10","230","320050409","1","-10","0","1"
"1","0","-25","231","320050410","1","20","0","1"
"0.7","502005501","40","232","320050506","2","-74","0","1"
"1","502005503","67","233","320050506","3","13","0","2"
"0.65","0","11","234","320050506","1","43.5","0","3"
"0.7","502005506","50","235","320050507","2","59","0","1"
"0.9","502005508","62","236","320050507","3","30","0","2"
"0.65","0","13","237","320050507","1","-49","0","3"
"0.75","0","10","238","320050508","1","5","0","1"
"0.75","0","10","239","320050509","1","-10","0","1"
"1","0","-25","240","320050510","1","20","0","1"
"0.7","502006101","40","241","320060106","2","-74","0","1"
"0.7","502006103","67","242","320060106","3","13","0","2"
"0.65","0","11","243","320060106","1","43.5","0","3"
"0.7","502006106","50","244","320060107","2","59","0","1"
"0.9","502006108","62","245","320060107","3","30","0","2"
"0.65","0","13","246","320060107","1","-49","0","3"
"1","0","10","247","320060108","1","5","0","1"
"1.2","0","10","248","320060109","1","-10","0","1"
"1","0","-25","249","320060110","1","20","0","1"
"0.7","502006201","40","250","320060206","2","-74","0","1"
"0.7","502006203","67","251","320060206","3","13","0","2"
"0.65","0","11","252","320060206","1","43.5","0","3"
"0.7","502006206","50","253","320060207","2","59","0","1"
"0.9","502006208","62","254","320060207","3","30","0","2"
"0.65","0","13","255","320060207","1","-49","0","3"
"1","0","10","256","320060208","1","5","0","1"
"1.2","0","10","257","320060209","1","-10","0","1"
"1","0","-25","258","320060210","1","20","0","1"
"0.7","502006301","40","259","320060306","2","-74","0","1"
"0.7","502006303","67","260","320060306","3","13","0","2"
"0.65","0","11","261","320060306","1","43.5","0","3"
"0.7","502006306","50","262","320060307","2","59","0","1"
"0.9","502006308","62","263","320060307","3","30","0","2"
"0.65","0","13","264","320060307","1","-49","0","3"
"1","0","10","265","320060308","1","5","0","1"
"1.2","0","10","266","320060309","1","-10","0","1"
"1","0","-25","267","320060310","1","20","0","1"
"0.7","502006401","40","268","320060406","2","-74","0","1"
"0.7","502006403","67","269","320060406","3","13","0","2"
"0.65","0","11","270","320060406","1","43.5","0","3"
"0.7","502006406","50","271","320060407","2","59","0","1"
"0.9","502006408","62","272","320060407","3","30","0","2"
"0.65","0","13","273","320060407","1","-49","0","3"
"1","0","10","274","320060408","1","5","0","1"
"1.2","0","10","275","320060409","1","-10","0","1"
"1","0","-25","276","320060410","1","20","0","1"
"0.7","502006501","40","277","320060506","2","-74","0","1"
"0.7","502006503","67","278","320060506","3","13","0","2"
"0.65","0","11","279","320060506","1","43.5","0","3"
"0.7","502006506","50","280","320060507","2","59","0","1"
"0.9","502006508","62","281","320060507","3","30","0","2"
"0.65","0","13","282","320060507","1","-49","0","3"
"1","0","10","283","320060508","1","5","0","1"
"1.2","0","10","284","320060509","1","-10","0","1"
"1","0","-25","285","320060510","1","20","0","1"
"0.7","502007101","40","286","320070106","2","-74","0","1"
"0.7","502007103","67","287","320070106","3","43","0","2"
"0.65","0","11","288","320070106","1","43.5","0","3"
"0.7","502007106","50","289","320070107","2","59","0","1"
"0.9","502007108","62","290","320070107","3","30","0","2"
"0.65","0","13","291","320070107","1","-49","0","3"
"0.9","0","20","292","320070108","1","5","0","1"
"0.9","0","20","293","320070109","1","0","0","1"
"1","0","-20","294","320070110","1","-20","0","1"
"0.7","502007201","40","295","320070206","2","-74","0","1"
"0.7","502007203","67","296","320070206","3","43","0","2"
"0.65","0","11","297","320070206","1","43.5","0","3"
"0.7","502007206","50","298","320070207","2","59","0","1"
"0.9","502007208","62","299","320070207","3","30","0","2"
"0.65","0","13","300","320070207","1","-49","0","3"
"0.9","0","20","301","320070208","1","5","0","1"
"0.9","0","20","302","320070209","1","0","0","1"
"1","0","-20","303","320070210","1","-20","0","1"
"0.7","502007301","40","304","320070306","2","-74","0","1"
"0.7","502007303","67","305","320070306","3","43","0","2"
"0.65","0","11","306","320070306","1","43.5","0","3"
"0.7","502007306","50","307","320070307","2","59","0","1"
"0.9","502007308","62","308","320070307","3","30","0","2"
"0.65","0","13","309","320070307","1","-49","0","3"
"0.9","0","20","310","320070308","1","5","0","1"
"0.9","0","20","311","320070309","1","0","0","1"
"1","0","-20","312","320070310","1","-20","0","1"
"0.7","502007401","40","313","320070406","2","-74","0","1"
"0.7","502007403","67","314","320070406","3","43","0","2"
"0.65","0","11","315","320070406","1","43.5","0","3"
"0.7","502007406","50","316","320070407","2","59","0","1"
"0.9","502007408","62","317","320070407","3","30","0","2"
"0.65","0","13","318","320070407","1","-49","0","3"
"0.9","0","20","319","320070408","1","5","0","1"
"0.9","0","20","320","320070409","1","0","0","1"
"1","0","-20","321","320070410","1","-20","0","1"
"0.7","502007501","40","322","320070506","2","-74","0","1"
"0.7","502007503","67","323","320070506","3","43","0","2"
"0.65","0","11","324","320070506","1","43.5","0","3"
"0.7","502007506","50","325","320070507","2","59","0","1"
"0.9","502007508","62","326","320070507","3","30","0","2"
"0.65","0","13","327","320070507","1","-49","0","3"
"0.9","0","20","328","320070508","1","5","0","1"
"0.9","0","20","329","320070509","1","0","0","1"
"1","0","-20","330","320070510","1","-20","0","1"
"0.7","502008101","40","331","320080106","2","-74","0","1"
"0.9","502008103","67","332","320080106","3","43","0","2"
"0.65","0","11","333","320080106","1","43.5","0","3"
"0.7","502008106","50","334","320080107","2","59","0","1"
"0.9","502008108","62","335","320080107","3","30","0","2"
"0.65","0","13","336","320080107","1","-49","0","3"
"0.8","0","20","337","320080108","1","5","0","1"
"1.1","0","20","338","320080109","1","0","0","1"
"1","0","-20","339","320080110","1","-20","0","1"
"0.7","502008201","40","340","320080206","2","-74","0","1"
"0.9","502008203","67","341","320080206","3","43","0","2"
"0.65","0","11","342","320080206","1","43.5","0","3"
"0.7","502008206","50","343","320080207","2","59","0","1"
"0.9","502008208","62","344","320080207","3","30","0","2"
"0.65","0","13","345","320080207","1","-49","0","3"
"0.8","0","20","346","320080208","1","5","0","1"
"1.1","0","20","347","320080209","1","0","0","1"
"1","0","-20","348","320080210","1","-20","0","1"
"0.7","502008301","40","349","320080306","2","-74","0","1"
"0.9","502008303","67","350","320080306","3","43","0","2"
"0.65","0","11","351","320080306","1","43.5","0","3"
"0.7","502008306","50","352","320080307","2","59","0","1"
"0.9","502008308","62","353","320080307","3","30","0","2"
"0.65","0","13","354","320080307","1","-49","0","3"
"0.8","0","20","355","320080308","1","5","0","1"
"1.1","0","20","356","320080309","1","0","0","1"
"1","0","-20","357","320080310","1","-20","0","1"
"0.7","502008401","40","358","320080406","2","-74","0","1"
"0.9","502008403","67","359","320080406","3","43","0","2"
"0.65","0","11","360","320080406","1","43.5","0","3"
"0.7","502008406","50","361","320080407","2","59","0","1"
"0.9","502008408","62","362","320080407","3","30","0","2"
"0.65","0","13","363","320080407","1","-49","0","3"
"0.8","0","20","364","320080408","1","5","0","1"
"1.1","0","20","365","320080409","1","0","0","1"
"1","0","-20","366","320080410","1","-20","0","1"
"0.7","502008501","40","367","320080506","2","-74","0","1"
"0.9","502008503","67","368","320080506","3","43","0","2"
"0.65","0","11","369","320080506","1","43.5","0","3"
"0.7","502008506","50","370","320080507","2","59","0","1"
"0.9","502008508","62","371","320080507","3","30","0","2"
"0.65","0","13","372","320080507","1","-49","0","3"
"0.8","0","20","373","320080508","1","5","0","1"
"1.1","0","20","374","320080509","1","0","0","1"
"1","0","-20","375","320080510","1","-20","0","1"
"0.7","502009101","40","376","320090106","2","-74","0","1"
"1","502009103","67","377","320090106","3","13","0","2"
"0.65","0","11","378","320090106","1","43.5","0","3"
"0.7","502009106","50","379","320090107","2","-68","0","1"
"0.9","502009108","62","380","320090107","3","30","0","2"
"0.65","0","13","381","320090107","1","29","0","3"
"0.75","0","10","382","320090108","1","5","0","1"
"1","0","10","383","320090109","1","0","0","1"
"1","0","-20","384","320090110","1","-20","0","1"
"0.7","502009201","40","385","320090206","2","-74","0","1"
"1","502009203","67","386","320090206","3","13","0","2"
"0.65","0","11","387","320090206","1","43.5","0","3"
"0.7","502009206","50","388","320090207","2","-68","0","1"
"0.9","502009208","62","389","320090207","3","30","0","2"
"0.65","0","13","390","320090207","1","29","0","3"
"0.75","0","10","391","320090208","1","5","0","1"
"1","0","10","392","320090209","1","0","0","1"
"1","0","-20","393","320090210","1","-20","0","1"
"0.7","502009301","40","394","320090306","2","-74","0","1"
"1","502009303","67","395","320090306","3","13","0","2"
"0.65","0","11","396","320090306","1","43.5","0","3"
"0.7","502009306","50","397","320090307","2","-68","0","1"
"0.9","502009308","62","398","320090307","3","30","0","2"
"0.65","0","13","399","320090307","1","29","0","3"
"0.75","0","10","400","320090308","1","5","0","1"
"1","0","10","401","320090309","1","0","0","1"
"1","0","-20","402","320090310","1","-20","0","1"
"0.7","502009401","40","403","320090406","2","-74","0","1"
"1","502009403","67","404","320090406","3","13","0","2"
"0.65","0","11","405","320090406","1","43.5","0","3"
"0.7","502009406","50","406","320090407","2","-68","0","1"
"0.9","502009408","62","407","320090407","3","30","0","2"
"0.65","0","13","408","320090407","1","29","0","3"
"0.75","0","10","409","320090408","1","5","0","1"
"1","0","10","410","320090409","1","0","0","1"
"1","0","-20","411","320090410","1","-20","0","1"
"0.7","502009501","40","412","320090506","2","-74","0","1"
"1","502009503","67","413","320090506","3","13","0","2"
"0.65","0","11","414","320090506","1","43.5","0","3"
"0.7","502009506","50","415","320090507","2","-68","0","1"
"0.9","502009508","62","416","320090507","3","30","0","2"
"0.65","0","13","417","320090507","1","29","0","3"
"0.75","0","10","418","320090508","1","5","0","1"
"1","0","10","419","320090509","1","0","0","1"
"1","0","-20","420","320090510","1","-20","0","1"
"0.7","502010101","40","421","320100106","2","-74","0","1"
"1","502010103","67","422","320100106","3","13","0","2"
"0.65","0","11","423","320100106","1","43.5","0","3"
"0.7","502010106","50","424","320100107","2","-68","0","1"
"0.9","502010108","62","425","320100107","3","30","0","2"
"0.65","0","13","426","320100107","1","29","0","3"
"0.9","0","60","427","320100108","1","40","0","1"
"1","0","10","428","320100109","1","0","0","1"
"1","0","-35","429","320100110","1","-20","0","1"
"0.7","502010201","40","430","320100206","2","-74","0","1"
"1","502010203","67","431","320100206","3","13","0","2"
"0.65","0","11","432","320100206","1","43.5","0","3"
"0.7","502010206","50","433","320100207","2","-68","0","1"
"0.9","502010208","62","434","320100207","3","30","0","2"
"0.65","0","13","435","320100207","1","29","0","3"
"0.9","0","60","436","320100208","1","40","0","1"
"1","0","10","437","320100209","1","0","0","1"
"1","0","-35","438","320100210","1","-20","0","1"
"0.7","502010301","40","439","320100306","2","-74","0","1"
"1","502010303","67","440","320100306","3","13","0","2"
"0.65","0","11","441","320100306","1","43.5","0","3"
"0.7","502010306","50","442","320100307","2","-68","0","1"
"0.9","502010308","62","443","320100307","3","30","0","2"
"0.65","0","13","444","320100307","1","29","0","3"
"0.9","0","60","445","320100308","1","40","0","1"
"1","0","10","446","320100309","1","0","0","1"
"1","0","-35","447","320100310","1","-20","0","1"
"0.7","502010401","40","448","320100406","2","-74","0","1"
"1","502010403","67","449","320100406","3","13","0","2"
"0.65","0","11","450","320100406","1","43.5","0","3"
"0.7","502010406","50","451","320100407","2","-68","0","1"
"0.9","502010408","62","452","320100407","3","30","0","2"
"0.65","0","13","453","320100407","1","29","0","3"
"0.9","0","60","454","320100408","1","40","0","1"
"1","0","10","455","320100409","1","0","0","1"
"1","0","-35","456","320100410","1","-20","0","1"
"0.7","502010501","40","457","320100506","2","-74","0","1"
"1","502010503","67","458","320100506","3","13","0","2"
"0.65","0","11","459","320100506","1","43.5","0","3"
"0.7","502010506","50","460","320100507","2","-68","0","1"
"0.9","502010508","62","461","320100507","3","30","0","2"
"0.65","0","13","462","320100507","1","29","0","3"
"0.9","0","60","463","320100508","1","40","0","1"
"1","0","10","464","320100509","1","0","0","1"
"1","0","-35","465","320100510","1","-20","0","1"
"0.7","502011101","40","466","320110106","2","-74","0","1"
"1","502011103","67","467","320110106","3","13","0","2"
"0.65","0","11","468","320110106","1","43.5","0","3"
"0.7","502011106","50","469","320110107","2","-98","0","1"
"1.1","502011108","72","470","320110107","3","0","0","2"
"0.65","0","13","471","320110107","1","49","0","3"
"0.75","0","30","472","320110108","1","-40","0","1"
"1.2","0","50","473","320110109","1","20","0","1"
"1.1","0","-35","474","320110110","1","-20","0","1"
"0.7","502011201","40","475","320110206","2","-74","0","1"
"1","502011203","67","476","320110206","3","13","0","2"
"0.65","0","11","477","320110206","1","43.5","0","3"
"0.7","502011206","50","478","320110207","2","-98","0","1"
"1.1","502011208","72","479","320110207","3","0","0","2"
"0.65","0","13","480","320110207","1","49","0","3"
"0.75","0","30","481","320110208","1","-40","0","1"
"1.2","0","50","482","320110209","1","20","0","1"
"1.1","0","-35","483","320110210","1","-20","0","1"
"0.7","502011301","40","484","320110306","2","-74","0","1"
"1","502011303","67","485","320110306","3","13","0","2"
"0.65","0","11","486","320110306","1","43.5","0","3"
"0.7","502011306","50","487","320110307","2","-98","0","1"
"1.1","502011308","72","488","320110307","3","0","0","2"
"0.65","0","13","489","320110307","1","49","0","3"
"0.75","0","30","490","320110308","1","-40","0","1"
"1.2","0","50","491","320110309","1","20","0","1"
"1.1","0","-35","492","320110310","1","-20","0","1"
"0.7","502011401","40","493","320110406","2","-74","0","1"
"1","502011403","67","494","320110406","3","13","0","2"
"0.65","0","11","495","320110406","1","43.5","0","3"
"0.7","502011406","50","496","320110407","2","-98","0","1"
"1.1","502011408","72","497","320110407","3","0","0","2"
"0.65","0","13","498","320110407","1","49","0","3"
"0.75","0","30","499","320110408","1","-40","0","1"
"1.2","0","50","500","320110409","1","20","0","1"
"1.1","0","-35","501","320110410","1","-20","0","1"
"0.7","502011501","40","502","320110506","2","-74","0","1"
"1","502011503","67","503","320110506","3","13","0","2"
"0.65","0","11","504","320110506","1","43.5","0","3"
"0.7","502011506","50","505","320110507","2","-98","0","1"
"1.1","502011508","72","506","320110507","3","0","0","2"
"0.65","0","13","507","320110507","1","49","0","3"
"0.75","0","30","508","320110508","1","-40","0","1"
"1.2","0","50","509","320110509","1","20","0","1"
"1.1","0","-35","510","320110510","1","-20","0","1"
"0.7","502012101","40","511","320120106","2","-74","0","1"
"1","502012103","67","512","320120106","3","10","0","2"
"0.65","0","11","513","320120106","1","43.5","0","3"
"0.7","502012106","50","514","320120107","2","-98","0","1"
"1","502012108","72","515","320120107","3","0","0","2"
"0.65","0","13","516","320120107","1","49","0","3"
"1.2","0","30","517","320120108","1","10","0","1"
"0.9","0","40","518","320120109","1","40","0","1"
"1.1","0","-35","519","320120110","1","-20","0","1"
"0.7","502012201","40","520","320120206","2","-74","0","1"
