f7ecf4cef57a4eb95f0b8e9e31bbaa88a9ffe3cfb2f58c403359247875415428,ccb697d3ea2cceec43eab5963451a81ebffce0f1c2d92190013ffe6486d72881,9fe2006dea88fd8be345f9f035827ac5ad88defcae260d257b43ffa495c92335,6ea8633f409279e6ab6bec7d79b3ae1a4517d2807e9cde3abb136087fb4ffe78,b522e300f5a99d47f510415d2e2584ef3c258038d7a724038a4082faa4a4714c,bb8fcedf6d75f7d032a6403492924266f1543a38a608d4a722a704eea9a5c519,0fc7873300bbcf8cf72dcea8bcc57f941e5943669f61ea690631b3a4e9a50a72,b205f9402dca0c20446285c0ed12b71242b614d0762f23fd9f1bd23d15fad6f5
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100517","1005","12320000000000","100517"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100518","1005","11480000000000","100518"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100519","1005","10360000000000","100519"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100520","1005","9520000000000","100520"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100521","1005","8680000000000","100521"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100522","1005","7560000000000","100522"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100523","1005","6720000000000","100523"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100524","1005","5880000000000","100524"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100525","1005","5040000000000","100525"
"バトル開始時、味方のＴＰが150アップ","1","36000","ＴＰ150アップ","100526","1005","3920000000000","100526"
"バトル開始から10秒間、味方が無敵状態になる","1","36000","無敵10秒","100527","1005","3080000000000","100527"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100528","1005","2240000000000","100528"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100529","1005","1120000000000","100529"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100530","1005","280000000000","100530"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","1","36000","魔法攻撃アップ90秒","100601","1006","43650000000000","100601"
"バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000","物理攻撃アップ90秒","100602","1006","41850000000000","100602"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100603","1006","40500000000000","100603"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100604","1006","39150000000000","100604"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","1","36000","魔法攻撃アップ90秒","100605","1006","37800000000000","100605"
"バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000","物理攻撃アップ90秒","100606","1006","36000000000000","100606"
"バトル開始から90秒間、味方のＨＰが毎秒回復","1","36000","毎秒ＨＰ回復90秒","100607","1006","34650000000000","100607"
"バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000","物理攻撃アップ90秒","100608","1006","33300000000000","100608"
"バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000","物理攻撃アップ90秒","100609","1006","31500000000000","100609"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100610","1006","30150000000000","100610"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","1","36000","魔法攻撃アップ90秒","100611","1006","28800000000000","100611"
"バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000","物理攻撃アップ90秒","100612","1006","27000000000000","100612"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100613","1006","25650000000000","100613"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100614","1006","24300000000000","100614"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","1","36000","魔法攻撃アップ90秒","100615","1006","22950000000000","100615"
"バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000","物理攻撃アップ90秒","100616","1006","21150000000000","100616"
"バトル開始から90秒間、味方のＨＰが毎秒回復","1","36000","毎秒ＨＰ回復90秒","100617","1006","19800000000000","100617"
"バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000","物理攻撃アップ90秒","100618","1006","18450000000000","100618"
"バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000","物理攻撃アップ90秒","100619","1006","16650000000000","100619"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100620","1006","15300000000000","100620"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100621","1006","13950000000000","100621"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","1","36000","魔法攻撃アップ90秒","100622","1006","12150000000000","100622"
"バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000","物理攻撃アップ90秒","100623","1006","10800000000000","100623"
"バトル開始から90秒間、味方のＨＰが毎秒回復","1","36000","毎秒ＨＰ回復90秒","100624","1006","9450000000000","100624"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100625","1006","8100000000000","100625"
"バトル開始時、味方のＴＰが150アップ","1","36000","ＴＰ150アップ","100626","1006","6300000000000","100626"
"バトル開始から10秒間、味方が無敵状態になる","1","36000","無敵10秒","100627","1006","4950000000000","100627"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","1","36000","魔法攻撃アップ90秒","100628","1006","3600000000000","100628"
"バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000","物理攻撃アップ90秒","100629","1006","1800000000000","100629"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100630","1006","450000000000","100630"
"バトル開始から90秒間、味方のＴＰが毎秒アップ","1","36000","毎秒ＴＰアップ90秒","100701","1007","27160000000000","100701"
"バトル開始時、味方のＴＰが50アップ","1","36000","ＴＰ50アップ","100702","1007","26040000000000","100702"
"バトル開始から10秒間、敵が火傷状態になる","1","36000","火傷ダメージ10秒","100703","1007","25200000000000","100703"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100704","1007","24360000000000","100704"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100705","1007","23520000000000","100705"
"バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000","物理攻撃アップ90秒","100706","1007","22400000000000","100706"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","1","36000","魔法攻撃アップ90秒","100707","1007","21560000000000","100707"
"バトル開始から10秒間、敵が火傷状態になる","1","36000","火傷ダメージ10秒","100708","1007","20720000000000","100708"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100709","1007","19600000000000","100709"
"バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000","物理攻撃アップ90秒","100710","1007","18760000000000","100710"
"バトル開始から90秒間、味方のＴＰが毎秒アップ","1","36000","毎秒ＴＰアップ90秒","100711","1007","17920000000000","100711"
"バトル開始から10秒間、敵が火傷状態になる","1","36000","火傷ダメージ10秒","100712","1007","16800000000000","100712"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100713","1007","15960000000000","100713"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100714","1007","15120000000000","100714"
"バトル開始から90秒間、味方の魔法攻撃力がアップ","1","36000","魔法攻撃アップ90秒","100715","1007","14280000000000","100715"
"バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000","物理攻撃アップ90秒","100716","1007","13160000000000","100716"
"バトル開始時、味方のＴＰが100アップ","1","36000","ＴＰ100アップ","100717","1007","12320000000000","100717"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100718","1007","11480000000000","100718"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100719","1007","10360000000000","100719"
"バトル開始から90秒間、味方の物理攻撃力がアップ","1","36000","物理攻撃アップ90秒","100720","1007","9520000000000","100720"
"バトル開始から90秒間、味方のＴＰが毎秒アップ","1","36000","毎秒ＴＰアップ90秒","100721","1007","8680000000000","100721"
"バトル開始時、味方のＴＰが150アップ","1","36000","ＴＰ150アップ","100722","1007","7560000000000","100722"
"バトル開始から10秒間、敵が火傷状態になる","1","36000","火傷ダメージ10秒","100723","1007","6720000000000","100723"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100724","1007","5880000000000","100724"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100725","1007","5040000000000","100725"
"バトル開始時、味方のＴＰが150アップ","1","36000","ＴＰ150アップ","100726","1007","3920000000000","100726"
"バトル開始から10秒間、味方が無敵状態になる","1","36000","無敵10秒","100727","1007","3080000000000","100727"
"バトル開始から10秒間、敵が火傷状態になる","1","36000","火傷ダメージ10秒","100728","1007","2240000000000","100728"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100729","1007","1120000000000","100729"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100730","1007","280000000000","100730"
"バトル開始から10秒間、敵が毒状態になる","1","36000","毒ダメージ10秒","100801","1008","43650000000000","100801"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100802","1008","41850000000000","100802"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100803","1008","40500000000000","100803"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100804","1008","39150000000000","100804"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100805","1008","37800000000000","100805"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100806","1008","36000000000000","100806"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100807","1008","34650000000000","100807"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100808","1008","33300000000000","100808"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100809","1008","31500000000000","100809"
"バトル開始から90秒間、敵の魔法攻撃力がダウン","1","36000","魔法攻撃ダウン90秒","100810","1008","30150000000000","100810"
"バトル開始から10秒間、敵が毒状態になる","1","36000","毒ダメージ10秒","100811","1008","28800000000000","100811"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100812","1008","27000000000000","100812"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100813","1008","25650000000000","100813"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100814","1008","24300000000000","100814"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100815","1008","22950000000000","100815"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100816","1008","21150000000000","100816"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100817","1008","19800000000000","100817"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100818","1008","18450000000000","100818"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100819","1008","16650000000000","100819"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100820","1008","15300000000000","100820"
"バトル開始から10秒間、敵が毒状態になる","1","36000","毒ダメージ10秒","100821","1008","13950000000000","100821"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100822","1008","12150000000000","100822"
"バトル開始から90秒間、敵の物理攻撃力がダウン","1","36000","物理攻撃ダウン90秒","100823","1008","10800000000000","100823"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100824","1008","9450000000000","100824"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100825","1008","8100000000000","100825"
"バトル開始時、味方のＴＰが150アップ","1","36000","ＴＰ150アップ","100826","1008","6300000000000","100826"
"バトル開始から10秒間、味方が無敵状態になる","1","36000","無敵10秒","100827","1008","4950000000000","100827"
"バトル開始から90秒間、敵の物理防御力がダウン","1","36000","物理防御ダウン90秒","100828","1008","3600000000000","100828"
"バトル開始から90秒間、敵の魔法防御力がダウン","1","36000","魔法防御ダウン90秒","100829","1008","1800000000000","100829"
"バトル開始から10秒間、敵が毒状態になる","1","36000","毒ダメージ10秒","100830","1008","450000000000","100830"
