e1173140666ab4341a7e4dcd88d0afb995f5d57ab0d68013f20a2aa640783800,6f17c43a73856cfde5755959455d28faecec52ed2caf7a04d4f87d4a41231932,506a014c467eb577533431feffffac082c171d39e69537ad1322b5279a4c9b6c,3906457b0af11317ddebf0b956aada169c04ce549884531fdbd112a49efdfe33,0146c5cdfd868357584d44c4b9306de16edd8946f79808203506e09236c4b6e3,badd0e266078312416d139541bd1f208354ef703eeb2b18ec462b19d34b406a7,60cba4fe2631fd990276d485b0dffe4afa507c1545285b871e728526a56c3c26,170af15999329c0c8b5eac2e5caa527ba2e476a0ab50b9848eeddf974797b626
"0","【イベント】次のターン数のカウントをスキップする","2","98011","0","2","3","27"
"0","【イベント】次のターン数のカウントをスキップする","2","98012","0","2","3","28"
"0","【料理】移動時にマイルマスをスキップできる","1","52020","0","10","2","29"
"2","【料理】次回移動時に1マス分多く進める","1","52020","2","1","1","30"
"0","【料理】移動時にトレジャーマスをスキップできる","1","52021","0","10","2","31"
"0","【料理】ダイスの「5と6」の\n目が出る確率が3倍になる","1","52022","0","1","1","32"
"0","【料理】ダイスの目が1ターン目は必ず「6」に、2ターン目は必ず「3」になる","1","52023","0","1","1","33"
"0","【料理】次回移動時に3マス分多く進める","1","52024","0","1","1","34"
"0","【料理】移動時に「マイルマス」「トレジャーマス」をスキップできる","1","52025","0","10","2","35"
"0","【料理】ダイスの目が必ず「5」になる","1","52027","0","1","1","36"
"0","【料理】ダイスの目が\n「1・2」のみになる","1","52028","0","1","1","37"
"0","【料理】ダイスの目が必ず「2」になる","1","52029","0","1","1","38"
"0","【料理】次のターン数のカウントをスキップする","1","52029","0","2","3","39"
"0","【イベント】マイルショップの全商品が20%以上割引される","2","8","0","4","3","40"
"0","【料理】「マイルマス」を「トレジャーマス」に変化させる","1","52030","0","11","3","41"
"0","【料理】ダイスの目が\n「1・6・6・6・8・8」になる","1","52031","0","1","1","42"
"0","【料理】移動時に料理マスをスキップできる","1","52032","0","10","2","43"
"0","【料理】移動時にマイルマスをスキップできる","1","52034","0","8","1","44"
"0","【料理】ダイスの目が1ターン目は必ず「12」に、2・3ターン目は必ず「1」になる","1","52036","0","1","1","45"
"0","【料理】「マイルマス」「トレ\nジャーマス」「ショップマス」のRANKが1つ上がる","1","52037","0","6","2","46"
"0","【料理】ダイスが2個に増える","1","52038","0","1","1","47"
"0","【料理】「マイルマス」を「ショップマス」に変化させる","1","52039","0","11","3","48"
"0","【料理】移動時にトレジャーマスをスキップできる","1","52040","0","10","2","49"
"0","【料理】ダイスの目が1ターン目は必ず「7」に、2ターン目は必ず「2」になる","1","52041","0","1","1","50"
"0","【料理】ダイスの目が\n「4・5・6」のみになる","1","52042","0","1","1","51"
"0","【料理】移動系カテゴリーの料理が食べられなくなる","1","52043","0","9","1","52"
"0","【料理】ダイスの目が\n「1・2・3」のみになる","1","52044","0","1","1","53"
"0","【料理】次のターン数のカウントをスキップする","1","52044","0","2","3","54"
"0","【料理】移動時に「ショップマス」「ミニゲームマス」「イベントマス」をスキップできる","1","52045","0","10","2","55"
"0","【料理】移動時にマイルマスをスキップできる","1","52046","0","8","1","56"
"0","【料理】ダイスが2個に増える","1","52047","0","1","1","57"
"0","最大ｎマイルを入手する","3","1","0","99","1","1001"
"0","ダイスを1回振りなおせる","3","2","0","99","1","1002"
"0","ダイスを1回振りなおせる_有効ターン2","3","3","0","99","1","1003"
"0","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","3","1001","0","126501","1","11001"
"0","【仲間】最大1000マイルを入手する","3","1002","0","105301","1","11002"
"0","【仲間】料理を1つ入手する","3","1003","0","126401","1","11003"
"0","【仲間】ダイスの目を1回振りなおせる","3","1004","0","100501","1","11004"
"0","【仲間】ダイスの目を2回振りなおせる","3","1005","0","101301","1","11005"
"0","【仲間】出目が4のダイスを同時に振ってどちらか選択できる","3","1006","0","104301","1","11006"
"0","【仲間】出目が3のダイスを同時に振ってどちらか選択できる","3","1007","0","102701","1","11007"
"0","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","3","1008","0","100901","1","11008"
"0","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","3","1009","0","105101","1","11009"
"0","【仲間】最大1000マイルを入手する","3","1010","0","101801","1","11010"
"0","【仲間】ダイスの表と裏どちらを適用するか選択できる","3","1011","0","129701","1","11011"
"0","【仲間】ダイスの目を1回振りなおせる","3","1012","0","101601","1","11012"
"0","【仲間】ダイスの目を2回振りなおせる","3","1013","0","105601","1","11013"
"0","【仲間】出目が3のダイスを同時に振ってどちらか選択できる","3","1014","0","102001","1","11014"
"0","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","3","1015","0","129601","1","11015"
"0","【仲間】出たダイスの目が奇数だった場合、ライバルを1ターン休みにできる","3","1016","0","100401","1","11016"
"0","【仲間】出たダイスの目が偶数だった場合、1マス分多く進める","3","1017","0","127701","1","11017"
"0","【仲間】出たダイスの目が奇数だった場合、ライバルを1ターン休みにできる","3","1018","0","127801","1","11018"
"0","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","3","1019","0","104801","1","11019"
"0","【仲間】ダイスの目を2回振りなおせる","3","1020","0","104701","1","11020"
"0","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","3","1021","0","105001","1","11021"
"0","【仲間】最大2000マイルを入手する","3","1022","0","103201","1","11022"
"0","【仲間】福引券を1枚入手する","3","1023","0","130901","1","11023"
"0","【仲間】料理を1つ入手する","3","1024","0","102501","1","11024"
"0","【仲間】ダイスの表と裏どちらを適用するか選択できる","3","1025","0","100801","1","11025"
"0","【仲間】出目が4のダイスを同時に振ってどちらか選択できる","3","1026","0","123301","1","11026"
"0","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","3","1027","0","104601","1","11027"
"0","【仲間】ダイスの目を2回振りなおせる","3","1028","0","118101","1","11028"
"0","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","3","1029","0","103401","1","11029"
"0","【仲間】最大2000マイルを入手する","3","1030","0","118001","1","11030"
"0","【仲間】福引券を1枚入手する","3","1031","0","102801","1","11031"
"0","【仲間】料理を1つ入手する","3","1032","0","100201","1","11032"
"0","【仲間】出たダイスの目が奇数だった場合、1マス分多く進める","3","1033","0","101201","1","11033"
"0","【仲間】ダイスの目を1回振りなおせる","3","1034","0","118201","1","11034"
"0","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","3","1035","0","106101","1","11035"
"0","【仲間】出目が4のダイスを同時に振ってどちらか選択できる","3","1036","0","103101","1","11036"
"0","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","3","1037","0","103301","1","11037"
"0","【仲間】最大2000マイルを入手する","3","1038","0","103601","1","11038"
"0","【仲間】福引券を1枚入手する","3","1039","0","133001","1","11039"
"0","【仲間】料理を1つ入手する","3","1040","0","133101","1","11040"
"0","【仲間】ダイスの表と裏どちらを適用するか選択できる","3","1041","0","106801","1","11041"
"0","【仲間】ダイスの目を1回振りなおせる","3","1042","0","107101","1","11042"
"0","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","3","1043","0","107001","1","11043"
"0","【仲間】出目が4のダイスを同時に振ってどちらか選択できる","3","1044","0","106501","1","11044"
"0","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","3","1045","0","111001","1","11045"
"0","【仲間】最大2000マイルを入手する","3","1046","0","134901","1","11046"
"0","【仲間】福引券を1枚入手する","3","1047","0","105401","1","11047"
"0","【仲間】料理を1つ入手する","3","1048","0","134701","1","11048"
"0","【仲間】ダイスの表と裏どちらを適用するか選択できる","3","1049","0","100101","1","11049"
"0","【仲間】ダイスの目を1回振りなおせる","3","1050","0","100701","1","11050"
"0","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","3","1051","0","103001","1","11051"
"0","【仲間】出たダイスの目が偶数だった場合、1マス分多く進める","3","1052","0","101401","1","11052"
"0","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","3","1053","0","135901","1","11053"
"0","【仲間】最大2000マイルを入手する","3","1054","0","102601","1","11054"
"0","【仲間】福引券を1枚入手する","3","1055","0","132401","1","11055"
"0","【仲間】料理を1つ入手する","3","1056","0","135801","1","11056"
"0","【仲間】ダイスの表と裏どちらを適用するか選択できる","3","1057","0","100301","1","11057"
"0","【仲間】ダイスの目を1回振りなおせる","3","1058","0","106701","1","11058"
"0","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","3","1059","0","132301","1","11059"
"0","【仲間】出たダイスの目が奇数だった場合、1マス分多く進める","3","1060","0","105201","1","11060"
"0","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","3","1061","0","102201","1","11061"
"0","【仲間】最大2000マイルを入手する","3","1062","0","100601","1","11062"
"0","【仲間】福引券を1枚入手する","3","1063","0","136201","1","11063"
"0","【仲間】料理を1つ入手する","3","1064","0","110901","1","11064"
"0","【仲間】出目が4のダイスを同時に振ってどちらか選択できる","3","1065","0","103801","1","11065"
"0","【仲間】ダイスの目を1回振りなおせる","3","1066","0","101501","1","11066"
"0","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","3","1067","0","102901","1","11067"
"0","【仲間】出たダイスの目が偶数だった場合、1マス分多く進める","3","1068","0","101701","1","11068"
"0","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","3","1069","0","132501","1","11069"
"0","【仲間】最大2000マイルを入手する","3","1070","0","104201","1","11070"
"0","【仲間】福引券を1枚入手する","3","1071","0","101101","1","11071"
"0","【仲間】料理を1つ入手する","3","1072","0","104901","1","11072"
"0","【仲間】ダイスの表と裏どちらを適用するか選択できる","3","1073","0","101001","1","11073"
"0","【仲間】ダイスの目を1回振りなおせる","3","1074","0","135601","1","11074"
"0","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","3","1075","0","135501","1","11075"
"0","【仲間】出たダイスの目が奇数だった場合、1マス分多く進める","3","1076","0","105501","1","11076"
"0","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","3","1077","0","122301","1","11077"
"0","【仲間】最大2000マイルを入手する","3","1078","0","133601","1","11078"
"0","【仲間】福引券を1枚入手する","3","1079","0","102101","1","11079"
"0","【仲間】料理を1つ入手する","3","1080","0","102301","1","11080"
"0","【仲間】ダイスの表と裏どちらを適用するか選択できる","3","1081","0","123001","1","11081"
"0","【仲間】ダイスの目を1回振りなおせる","3","1082","0","104401","1","11082"
"0","【仲間】出目の合計が7以上になるまでダイスを追加で振れる","3","1083","0","103701","1","11083"
"0","【仲間】出たダイスの目が偶数だった場合、1マス分多く進める","3","1084","0","106601","1","11084"
"0","【仲間】最大50％割引確定の\nショップを開く\n（1品100％割引あり）","3","1085","0","110801","1","11085"
"0","【仲間】最大2000マイルを入手する","3","1086","0","104001","1","11086"
"0","【仲間】福引券を1枚入手する","3","1087","0","104501","1","11087"
"0","【仲間】料理を1つ入手する","3","1088","0","136901","1","11088"
